Date,GRADE,GPS,GILD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-01-22,,,0.4557372629642486,,,,,,
1992-01-23,,,0.4951215982437134,,,,,,
1992-01-24,,,0.500748336315155,,,,,,
1992-01-27,,,0.5401328802108765,,,,,,
1992-01-28,,,0.5288798213005066,0.5041239798069,,,,,
1992-01-29,,,0.4894956648349762,0.5108756601810456,,,,,
1992-01-30,,,0.4388578534126282,0.4996229112148285,,,,,
1992-01-31,,,0.4669901728630066,0.4928712785243988,,,,,
1992-02-03,,,0.4613634049892425,0.47711738348007204,,,,,
1992-02-04,,,0.4894956648349762,0.4692405521869659,0.486682265996933,,,,
1992-02-05,,,0.4782428741455078,0.46698999404907227,0.4889328271150589,,,,
1992-02-06,,,0.4951215982437134,0.4782427430152893,0.4889328271150589,,,,
1992-02-07,,,0.4669901728630066,0.4782427430152893,0.48555701076984403,,,,
1992-02-10,,,0.444484680891037,0.4748669981956482,0.4759921908378601,,,,
1992-02-11,,,0.4050994217395782,0.4579877495765686,0.4636141508817673,,,,
1992-02-12,,,0.4107262790203094,0.4444844305515289,0.4557372123003006,,,,
1992-02-13,,,0.3994734585285187,0.42535480260849,0.4517987728118896,,,,
1992-02-14,,,0.3854069709777832,0.4090381622314453,0.4436404526233673,,,,
1992-02-17,,,0.3854069709777832,0.3972226202487945,0.4360448092222214,,,,
1992-02-18,,,0.3544624447822571,0.38709522485733033,0.42254148721694945,0.45461187660694125,,,
1992-02-19,,,0.3657152056694031,0.378093010187149,0.411288720369339,0.45011077374219893,,,
1992-02-20,,,0.4107262790203094,0.3803435742855072,0.4028491884469986,0.44589100778102875,,,
1992-02-21,,,0.4276049733161926,0.3887831747531891,0.3989106684923172,0.44223383963108065,,,
1992-02-24,,,0.433231920003891,0.39834816455841066,0.3977853924036026,0.43688879162073135,,,
1992-02-25,,,0.3938469290733337,0.40622506141662595,0.3966601431369781,0.4301371470093727,,,
1992-02-26,,,0.3938469290733337,0.4118514060974121,0.3949722081422805,0.42535471022129057,,,
1992-02-27,,,0.3994734585285187,0.40960084199905394,0.3949722081422805,0.4233854904770851,,,
1992-02-28,,,0.3994734585285187,0.40397453904151914,0.3963788568973541,0.42000965476036073,,,
1992-03-02,,,0.3657152056694031,0.39047119617462156,0.3944096803665161,0.41522724479436873,,,
1992-03-03,,,0.388220727443695,0.3893459558486938,0.3977855086326599,0.41016349792480467,,,
1992-03-04,,,0.3938469290733337,0.38934595584869386,0.40059868097305296,0.405943700671196,,,
1992-03-05,,,0.3825940489768982,0.38597007393836974,0.3977854579687118,0.40031732320785524,,,
1992-03-06,,,0.3713412284851074,0.3803436279296875,0.39215908348560335,0.39553487598896026,,,
1992-03-09,,,0.3938469290733337,0.3859699726104736,0.3882205843925476,0.39300298839807507,,,
1992-03-10,,,0.4219790995121002,0.3927216470241547,0.39103380143642424,0.3938469722867012,,,
1992-03-11,,,0.3994734585285187,0.3938469529151917,0.39159645438194274,0.3932843312621116,,,
1992-03-12,,,0.388220727443695,0.39497228860855105,0.39047118127346037,0.39272169470787044,,,
1992-03-13,,,0.3825940489768982,0.39722285270690916,0.38878324031829836,0.39258104860782617,,,
1992-03-16,,,0.3769679963588714,0.39384706616401666,0.3899085193872452,0.3921590998768806,,,
1992-03-17,,,0.3769679963588714,0.38484484553337095,0.3887832462787628,0.3932843774557113,,,
1992-03-18,,,0.3797810077667236,0.3809063553810119,0.38737665414810174,0.39398766756057735,,,
1992-03-19,,,0.433231920003891,0.38990859389305116,0.392440441250801,0.3951129496097564,,,
1992-03-20,,,0.3825940489768982,0.38990859389305116,0.39356572329998013,0.3928624033927917,,,
1992-03-23,,,0.388220727443695,0.39215914011001585,0.39300310313701625,0.3906118437647819,,,
1992-03-24,,,0.3825940489768982,0.3932843506336212,0.389064598083496,0.3900491997599601,,,
1992-03-25,,,0.3825940489768982,0.39384695887565613,0.387376657128334,0.38948655575513835,,,
1992-03-26,,,0.3825940489768982,0.38371938467025757,0.38681398928165434,0.38864258527755735,,,
1992-03-27,,,0.3432096838951111,0.37584251165390015,0.3828755527734756,0.38582939654588694,,,
1992-03-30,,,0.3657152056694031,0.37134140729904175,0.38175027370452874,0.38582939654588694,,,
1992-03-31,,,0.3713412284851074,0.3690908432006836,0.3811875969171524,0.38498542159795757,0.4153960210084915,,
1992-04-01,,,0.35164874792099,0.36290178298950193,0.37837437093257903,0.3828755125403404,0.41331425070762634,,
1992-04-02,,,0.3375829458236694,0.35389956235885617,0.3688094735145569,0.380624957382679,0.41016347765922545,,
1992-04-03,,,0.3432096838951111,0.3538995623588562,0.3648710370063782,0.37921838015317916,0.40701270461082456,,
1992-04-06,,,0.3488357067108154,0.3505236625671387,0.3609325349330902,0.3769678190350533,0.40318676114082336,,
1992-04-07,,,0.2925719618797302,0.33476980924606325,0.3519303262233734,0.37049746215343476,0.39846060395240784,,
1992-04-08,,,0.2981986701488495,0.32407979369163514,0.34349078834056856,0.3654337227344513,0.3946346640586853,,
1992-04-09,,,0.3094513714313507,0.3184534788131714,0.33617652058601377,0.36149525493383405,0.39204653441905973,,
1992-04-10,,,0.3038246929645538,0.31057648062705995,0.33223802149295806,0.35755678713321687,0.3887832248210907,,
1992-04-13,,,0.2813191711902618,0.2970731735229492,0.32379841804504395,0.3527743458747864,0.3851823401451111,,
1992-04-14,,,0.2813191711902618,0.2948226153850555,0.3147962123155594,0.3479919046163559,0.3810188102722168,,
1992-04-15,,,0.2813191711902618,0.29144671559333796,0.30776325464248655,0.3430688127875328,0.3770803362131119,,
1992-04-16,,,0.2644403576850891,0.28244451284408567,0.30044899582862855,0.3346292346715927,0.3724667114019394,,
1992-04-17,,,0.2644403576850891,0.2745676457881927,0.29257206320762635,0.32872155010700227,0.36841571509838106,,
1992-04-20,,,0.2475607991218567,0.26781597137451174,0.28244457244873045,0.3216885536909103,0.3644772374629974,,
1992-04-21,,,0.2531876266002655,0.26218966245651243,0.278506138920784,0.3152182325720787,0.3614390015602112,,
1992-04-22,,,0.2475607991218567,0.2554379880428314,0.27344235181808474,0.30846657007932665,0.35817569196224214,,
1992-04-23,,,0.2644403576850891,0.2554379880428314,0.26894125044345857,0.3025588855147362,0.35547502994537356,,
1992-04-24,,,0.2644403576850891,0.2554379880428314,0.2650028169155121,0.2986204192042351,0.35305569767951966,,
1992-04-27,,,0.2531876266002655,0.2565633535385132,0.26218966245651243,0.2929940402507782,0.3504113107919693,,
1992-04-28,,,0.2672533988952636,0.25937650799751283,0.2607830852270126,0.287789648771286,0.34866712987422943,,
1992-04-29,,,0.2588136196136474,0.261627072095871,0.2585325300693512,0.28314789235591886,0.34652909815311433,,
1992-04-30,,,0.2925719618797302,0.2672533929347992,0.2613456904888153,0.28089734315872195,0.3441660118103027,,
1992-05-01,,,0.2813191711902618,0.2706291556358337,0.26303357183933257,0.27780281752347946,0.34124029576778414,,
1992-05-04,,,0.3010115921497345,0.2801939487457275,0.26837865114212034,0.2754116117954254,0.338595889210701,,
1992-05-05,,,0.3150774240493774,0.28975875377655025,0.27456763088703157,0.27653688490390776,0.33702049911022186,,
1992-05-06,,,0.3263301253318786,0.30326205492019653,0.28244456350803376,0.27794345766305917,0.33567016303539277,,
1992-05-07,,,0.3263301253318786,0.3100136876106262,0.2886335402727127,0.2787873953580856,0.33420729637145996,,
1992-05-08,,,0.3038246929645538,0.3145147919654846,0.2925719738006592,0.2787873953580856,0.33229432106018064,,
1992-05-11,,,0.3094513714313507,0.3162027478218078,0.2981983482837677,0.28019400537014005,0.3311690443754196,,
1992-05-12,,,0.2869458198547363,0.31057642698287957,0.30016759037971497,0.28047533780336376,0.32914354622364045,,
1992-05-13,,,0.2700664401054382,0.2993236899375915,0.301292872428894,0.2799127012491226,0.32666793644428255,,
1992-05-14,,,0.2475607991218567,0.28356982469558717,0.29679175615310666,0.27906872332096094,0.3239672714471817,,
1992-05-15,,,0.2588136196136474,0.27456761002540586,0.29454120099544523,0.27878738641738887,0.3217167192697525,,
1992-05-18,,,0.2531876266002655,0.26331486105918883,0.2897588044404983,0.2790687277913093,0.3189035332202911,,
1992-05-19,,,0.2531876266002655,0.25656322240829466,0.2835698246955871,0.2790687277913093,0.3155277037620544,,
