Date,GRADE,GPS,DLTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-03-07,,,1.1687239408493042,,,,,,
1995-03-08,,,1.0864200592041016,,,,,,
1995-03-09,,,1.111111044883728,,,,,,
1995-03-10,,,1.1604939699172974,,,,,,
1995-03-13,,,1.152263045310974,1.135802412033081,,,,,
1995-03-14,,,1.1687239408493042,1.135802412033081,,,,,
1995-03-15,,,1.2016459703445437,1.1588475942611693,,,,,
1995-03-16,,,1.1687239408493042,1.1703701734542846,,,,,
1995-03-17,,,1.1687239408493042,1.172016167640686,,,,,
1995-03-20,,,1.1687239408493042,1.175308346748352,1.1555553793907165,,,,
1995-03-21,,,1.176954984664917,1.1769545555114747,1.156378483772278,,,,
1995-03-22,,,1.1851849555969238,1.1736623525619507,1.1662549734115601,,,,
1995-03-23,,,1.1934159994125366,1.1786007642745973,1.1744854688644408,,,,
1995-03-24,,,1.1934159994125366,1.1835391759872436,1.1777776718139648,,,,
1995-03-27,,,1.267490029335022,1.2032923936843871,1.1893003702163696,,,,
1995-03-28,,,1.3333330154418943,1.2345679998397827,1.2057612776756286,,,,
1995-03-29,,,1.2839510440826416,1.2543212175369263,1.2139917850494384,,,,
1995-03-30,,,1.316872000694275,1.279012417793274,1.2288065910339356,,,,
1995-03-31,,,1.3497940301895142,1.3102880239486694,1.2469135999679566,,,,
1995-04-03,,,1.4485599994659424,1.3465020179748535,1.2748972058296204,1.2152262926101685,,,
1995-04-04,,,1.382715940475464,1.3563786029815674,1.295473301410675,1.2259258925914764,,,
1995-04-05,,,1.4403289556503296,1.387654185295105,1.3209877014160156,1.2436213374137879,,,
1995-04-06,,,1.4156379699707031,1.4074073791503907,1.3432098984718324,1.2588476836681366,,,
1995-04-07,,,1.4156379699707031,1.4205761671066284,1.3654320955276489,1.271604883670807,,,
1995-04-10,,,1.42386794090271,1.4156377553939818,1.3810698866844178,1.2851851284503937,,,
1995-04-11,,,1.4320989847183228,1.4255143642425536,1.3909464836120606,1.2983538806438446,,,
1995-04-12,,,1.3991769552230835,1.4172839641571044,1.4024690747261048,1.3082304298877716,,,
1995-04-13,,,1.4320989847183228,1.4205761671066284,1.4139917731285094,1.3213991820812225,,,
1995-04-14,,,1.4320989847183228,1.4238683700561523,1.4222222685813903,1.3345679342746735,,,
1995-04-17,,,1.3991769552230835,1.418930172920227,1.4172839641571044,1.3460905849933624,,,
1995-04-18,,,1.382715940475464,1.4090535640716553,1.4172839641571044,1.3563786327838898,,,
1995-04-19,,,1.4320989847183228,1.4156379699707031,1.416460967063904,1.3687243342399598,,,
1995-04-20,,,1.374485969543457,1.40411536693573,1.4123457670211792,1.3777778327465058,,,
1995-04-21,,,1.374485969543457,1.392592763900757,1.4082305669784545,1.3868313312530518,,,
1995-04-24,,,1.374485969543457,1.3876545667648315,1.4032923698425293,1.3921811282634735,,,
1995-04-25,,,1.3497940301895142,1.3810701847076416,1.3950618743896483,1.3930041790008545,,,
1995-04-26,,,1.341564059257507,1.3629631996154785,1.3893005847930908,1.3958848297595978,,,
1995-04-27,,,1.3991769552230835,1.3679013967514038,1.386008381843567,1.4000000774860382,,,
1995-04-28,,,1.4814809560775757,1.3893003940582276,1.3909465789794921,1.4065844237804412,,,
1995-05-01,,,1.5308640003204346,1.420576000213623,1.4041152834892272,1.410699623823166,,,
1995-05-02,,,1.5802470445632937,1.4666666030883788,1.4238683938980103,1.4205761790275573,,,
1995-05-03,,,1.6131689548492432,1.520987582206726,1.4419753909111024,1.4292181789875031,,,
1995-05-04,,,1.6131689548492432,1.563785982131958,1.4658436894416809,1.4390947282314301,,,
1995-05-05,,,1.6131689548492432,1.5901235818862915,1.4897119879722596,1.4489712774753571,,,
1995-05-08,,,1.5884770154953003,1.6016461849212646,1.5111110925674438,1.4572017312049865,,,
1995-05-09,,,1.5884770154953003,1.603292179107666,1.5349793910980225,1.4650206327438355,,,
1995-05-10,,,1.6131689548492432,1.603292179107666,1.562139880657196,1.4757202327251435,,,
1995-05-11,,,1.5637860298156738,1.5934155941009522,1.578600788116455,1.482304584980011,,,
1995-05-12,,,1.6625510454177856,1.6032920122146606,1.5967077970504762,1.493827188014984,,,
1995-05-15,,,1.6625510454177856,1.6181068181991578,1.6098765015602112,1.5069958925247193,1.372345666885376,,
1995-05-16,,,1.6872429847717283,1.6378600120544433,1.6205760955810546,1.5222222447395324,1.3827160477638245,,
1995-05-17,,,1.6872429847717283,1.6526748180389403,1.6279834985733033,1.5349794447422027,1.394732506275177,,
1995-05-18,,,1.5473250150680542,1.6493826150894164,1.6213991045951843,1.5436213970184327,1.4034567856788636,,
1995-05-19,,,1.5802470445632937,1.632921814918518,1.6181069135665893,1.5539094507694244,1.4118518471717834,,
1995-05-22,,,1.5308640003204346,1.606584405899048,1.6123456120491029,1.5617283523082732,1.4194238662719727,,
1995-05-23,,,1.5802470445632937,1.5851852178573609,1.611522614955902,1.5732510030269622,1.4276543283462524,,
1995-05-24,,,1.4485599994659424,1.5374486207962037,1.595061719417572,1.5786008000373841,1.4325926089286805,,
1995-05-25,,,1.4485599994659424,1.5176956176757812,1.583539116382599,1.581069952249527,1.4381893301010131,,
1995-05-26,,,1.497941970825195,1.5012346029281616,1.56707820892334,1.581893002986908,1.444773690700531,,
1995-05-29,,,1.497941970825195,1.4946501970291137,1.5506173014640807,1.580246901512146,1.4513580513000488,,
1995-05-30,,,1.4485599994659424,1.4683127880096436,1.5267490029335022,1.5736625492572784,1.4567901515960693,,
1995-05-31,,,1.4814809560775757,1.4748969793319702,1.5061728000640868,1.5670781493186952,1.4627160716056824,,
1995-06-01,,,1.4485599994659424,1.4748969793319702,1.4962962985038757,1.5588477015495301,1.4678189516067506,,
1995-06-02,,,1.4732509851455688,1.469958782196045,1.4855966925621034,1.5518518030643462,1.4734156513214112,,
1995-06-05,,,1.497941970825195,1.469958782196045,1.4823044896125794,1.5473250508308412,1.4780246901512146,,
1995-06-06,,,1.497941970825195,1.4798351764678954,1.4740739822387696,1.5427982985973359,1.4813168692588805,,
1995-06-07,,,1.5637860298156738,1.496296191215515,1.4855965852737427,1.5403291523456573,1.4869135689735413,,
1995-06-08,,,1.6460909843444824,1.535802388191223,1.5053496837615967,1.5444444000720978,1.4934979486465454,,
1995-06-09,,,1.6296299695968628,1.5670781850814817,1.5185184836387635,1.5427983462810517,1.4990946674346923,,
1995-06-12,,,1.6460909843444824,1.5967079877853394,1.533333384990692,1.5419753432273864,1.5030452871322633,,
1995-06-13,,,1.6296299695968628,1.6230455875396728,1.551440382003784,1.5390946924686433,1.507983567714691,,
1995-06-14,,,1.6296299695968628,1.6362143754959106,1.5662552833557128,1.5362140417099,1.511769587993622,,
1995-06-15,,,1.6296299695968628,1.6329221725463867,1.5843622803688049,1.5403292894363403,1.516049427986145,,
1995-06-16,,,1.6460909843444824,1.6362143754959106,1.6016462802886964,1.5436214864253999,1.5206584882736207,,
