Date,GRADE,GPS,MTD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2003-09-25,46.102554994327754,P,36.720001220703125,37.22799987792969,37.8310001373291,38.46399993896485,37.216799850463865,36.95059982299804,34.29384992599487
2003-09-26,46.06528736297043,P,36.33000183105469,36.90800018310547,37.569000244140625,38.35500011444092,37.196999893188476,36.96259983062744,34.308999938964845
2003-09-29,46.04978687624066,P,36.45000076293945,36.69800033569336,37.36400032043457,38.25200023651123,37.18699989318848,36.97409984588623,34.326099948883055
2003-09-30,46.04187467720584,P,35.95000076293945,36.52800064086914,37.1120002746582,38.11450023651123,37.16259994506836,36.97759986877441,34.34084995269775
2003-10-01,46.020908695764696,P,36.34999847412109,36.36000061035156,36.922999954223634,37.99050006866455,37.14539993286133,36.98659984588623,34.35759994506836
2003-10-02,46.00429734011852,P,36.09999847412109,36.23600006103515,36.73199996948242,37.84850006103515,37.10039993286133,36.988899841308594,34.37059993743897
2003-10-03,46.035882105162436,P,36.52000045776367,36.27399978637695,36.59099998474121,37.69450016021729,37.12679992675781,36.99909984588623,34.390549945831296
2003-10-06,46.05927826442363,P,36.59999847412109,36.30399932861327,36.50099983215332,37.539500045776364,37.146799926757815,37.01309982299804,34.41289993286133
2003-10-07,46.133031268110244,P,37.41999816894531,36.59799880981445,36.5629997253418,37.422999954223634,37.19219985961914,37.03359981536865,34.4396999168396
2003-10-08,46.1939736984426,P,37.45000076293945,36.817999267578124,36.58899993896485,37.336499977111814,37.240399856567386,37.05309982299805,34.46664991378784
2003-10-09,46.25125382841805,P,36.93000030517578,36.98399963378906,36.60999984741211,37.220499992370605,37.28099983215332,37.06179981231689,34.48804990768433
2003-10-10,46.299042254932715,A,37.65999984741211,37.21199951171875,36.74299964904785,37.155999946594235,37.33619979858398,37.078999824523926,34.50984991073609
2003-10-13,46.34166093240484,A,37.61000061035156,37.41399993896484,36.85899963378906,37.11149997711182,37.388799819946286,37.095699844360354,34.531799907684324
2003-10-14,46.36372812678642,A,38.209999084472656,37.572000122070314,37.08499946594238,37.098499870300294,37.45899978637695,37.11729984283447,34.556249904632566
2003-10-15,46.400777350337044,A,38.54999923706055,37.79199981689453,37.30499954223633,37.11399974822998,37.53799980163574,37.143599853515624,34.587149906158444
2003-10-16,46.45835576883093,A,38.560001373291016,38.11800003051758,37.55099983215332,37.14149990081787,37.614199829101565,37.17129985809326,34.614449920654295
2003-10-17,46.448294690715606,A,37.52000045776367,38.09000015258789,37.65099983215332,37.12099990844727,37.66999984741211,37.188199844360355,34.63329992294312
2003-10-20,46.4553473600582,A,38.150001525878906,38.19800033569336,37.8060001373291,37.15349998474121,37.72419990539551,37.20579986572265,34.65344993591309
2003-10-21,46.40469307668038,A,37.150001525878906,37.98600082397461,37.779000473022464,37.17100009918213,37.750199966430664,37.209699897766114,34.671449947357175
2003-10-22,46.32655126344451,A,36.880001068115234,37.652001190185544,37.72200050354004,37.15550022125244,37.763600006103516,37.206999893188474,34.69284996032715
2003-10-23,46.22056104161201,P,36.060001373291016,37.152001190185544,37.63500061035156,37.12250022888183,37.75560005187988,37.19209991455078,34.711399974822996
2003-10-24,46.17752041309311,P,36.380001068115234,36.92400131225586,37.50700073242187,37.125000190734866,37.75400009155273,37.18189990997315,34.73379998207092
2003-10-27,46.127343071933694,P,36.75,36.64400100708008,37.42100067138672,37.14000015258789,37.757400054931644,37.18499992370605,34.758049983978275
2003-10-28,46.165046411083075,P,38.0,36.8140007019043,37.400000762939456,37.242500114440915,37.77780006408691,37.202599906921385,34.78859998703003
2003-10-29,46.216705258383115,P,38.11000061035156,37.060000610351565,37.356000900268555,37.33050022125244,37.78800010681152,37.21799991607666,34.82364998817444
2003-10-30,46.28155082155192,A,37.66999816894531,37.38199996948242,37.26700057983398,37.40900020599365,37.78240005493164,37.227599906921384,34.854549980163576
2003-10-31,46.350456054841324,A,38.34000015258789,37.773999786376955,37.34900054931641,37.500000190734866,37.775200042724606,37.244999923706054,34.89149997711181
2003-11-03,46.41051827392479,A,38.58000183105469,38.14000015258789,37.39200057983398,37.59900035858154,37.780800094604494,37.26209995269775,34.92929998397827
2003-11-04,46.4315378195321,A,39.13999938964844,38.36800003051758,37.591000366210935,37.6850004196167,37.80480010986328,37.27769992828369,34.96824997901916
2003-11-05,46.445342046518505,A,38.84999847412109,38.51599960327148,37.78800010681152,37.755000305175784,37.830600051879884,37.286199913024895,35.00704997062683
2003-11-06,46.50335596627682,A,39.5099983215332,38.88399963378906,38.13299980163574,37.88400020599365,37.86120002746582,37.304699897766106,35.05219996452332
2003-11-07,46.555675887653194,A,40.5,39.315999603271486,38.54499969482422,38.02600021362305,37.901000061035155,37.330799903869625,35.10229996681213
2003-11-10,46.59616313023753,A,40.20000076293945,39.63999938964844,38.88999977111816,38.15550022125244,37.93480010986328,37.36289989471435,35.14984996795654
2003-11-11,46.61029741042336,A,40.11000061035156,39.83399963378906,39.10099983215332,38.25050029754639,37.96300010681152,37.39799991607666,35.198299970626834
2003-11-12,46.637601559759084,A,40.34999847412109,40.13399963378906,39.32499961853027,38.34050025939941,37.99340003967285,37.43299991607665,35.246899967193606
2003-11-13,46.646193491355454,A,40.970001220703125,40.42600021362305,39.65499992370606,38.46100025177002,38.034000091552734,37.46719993591308,35.30189997673035
2003-11-14,46.59686248841606,A,39.95000076293945,40.316000366210936,39.81599998474121,38.582500267028806,38.0410001373291,37.49709995269775,35.35209998130799
2003-11-17,46.54899333410213,A,39.68999862670898,40.21399993896484,39.92699966430664,38.65950012207031,38.04080009460449,37.52749992370605,35.40179997444153
2003-11-18,46.51765774251783,A,39.52999877929688,40.097999572753906,39.965999603271484,38.77849998474121,38.03640007019043,37.55629989624023,35.45219996452332
2003-11-19,46.48427362314169,A,39.5099983215332,39.92999954223633,40.031999588012695,38.90999984741211,38.043000030517575,37.581599884033196,35.504499959945676
2003-11-20,46.42726080915884,A,39.47999954223633,39.63199920654297,40.028999710083006,39.080999755859374,38.04760002136231,37.60679988861084,35.55534996032715
2003-11-21,46.40380642945903,A,39.20000076293945,39.481999206542966,39.898999786376955,39.22199974060059,38.0526000213623,37.6291999053955,35.60484996795654
2003-11-24,46.41684754151202,P,39.95000076293945,39.533999633789065,39.873999786376956,39.381999778747556,38.0816000366211,37.653199920654295,35.65809997558594
2003-11-25,46.419968558309684,P,39.79999923706055,39.587999725341795,39.842999649047854,39.47199974060059,38.108199996948244,37.671699905395506,35.70954997062683
2003-11-26,46.41888236610277,P,39.84000015258789,39.65400009155273,39.79199981689453,39.5584997177124,38.140199966430664,37.68559989929199,35.76259997367859
2003-11-27,46.42657901656077,A,39.84000015258789,39.726000213623045,39.678999710083005,39.66699981689453,38.17680000305176,37.703099899291985,35.81679997444153
2003-11-28,46.427814797721034,A,39.220001220703125,39.73000030517578,39.60599975585937,39.71099987030029,38.20260002136231,37.718599929809564,35.865249977111816
2003-12-01,46.41553641572717,A,39.650001525878906,39.67000045776367,39.602000045776364,39.76449985504151,38.24560005187988,37.74249996185302,35.91849998474121
2003-12-02,46.41202630293907,A,39.4900016784668,39.608000946044925,39.59800033569336,39.78199996948242,38.299400100708006,37.762899971008295,35.97144999504089
2003-12-03,46.4098480286861,P,39.52000045776367,39.54400100708008,39.59900054931641,39.81550006866455,38.3460001373291,37.785399971008296,36.02329999923706
2003-12-04,46.40219465963744,P,39.45000076293945,39.46600112915039,39.59600067138672,39.812500190734866,38.40060012817383,37.808699989318846,36.07329999923706
2003-12-05,46.40885437542557,A,39.40999984741211,39.50400085449219,39.617000579833984,39.758000183105466,38.46220008850098,37.82959999084472,36.12104999542236
2003-12-08,46.402066032825026,P,39.560001373291016,39.48600082397461,39.57800064086914,39.726000213623045,38.52440010070801,37.85569999694824,36.171450004577636
2003-12-09,46.39555722995885,P,39.310001373291016,39.45000076293945,39.52900085449219,39.68600025177002,38.59160011291504,37.87710002899169,36.2220000076294
2003-12-10,46.37435106112077,P,39.0,39.34600067138672,39.4450008392334,39.618500328063966,38.64460014343262,37.89500003814697,36.27070000648499
2003-12-11,46.37567576890455,P,39.77999877929688,39.41200027465821,39.4390007019043,39.559000205993655,38.71820014953613,37.909300041198726,36.321850004196165
2003-12-12,46.386522479553086,P,39.470001220703125,39.4240005493164,39.4640007019043,39.535000228881835,38.77720016479492,37.952000045776366,36.37095001220703
2003-12-15,46.429805058708205,P,40.59999847412109,39.63199996948242,39.559000396728514,39.58050022125244,38.857200164794925,38.00200004577636,36.42555000305176
2003-12-16,46.45974850415783,A,40.0,39.76999969482422,39.61000022888184,39.6040002822876,38.908800201416014,38.050500030517576,36.479250001907346
2003-12-17,46.50686487210202,A,40.0,39.96999969482422,39.65800018310547,39.628500366210936,38.959800186157224,38.1001000213623,36.53324999809265
2003-12-18,46.54729882337754,A,40.52999877929688,40.119999694824216,39.765999984741214,39.681000328063966,39.03180015563965,38.15639999389648,36.58614998817444
2003-12-19,46.6413929188206,A,42.43000030517578,40.71199951171875,40.06800003051758,39.84250030517578,39.12720016479492,38.231699981689445,36.649299993515015
2003-12-22,46.695322175451885,A,42.72999954223633,41.1379997253418,40.38499984741211,39.981500244140626,39.22960014343262,38.309199981689446,36.7091999912262
2003-12-23,46.759977929877714,A,42.380001068115234,41.613999938964845,40.69199981689453,40.11050033569336,39.313000183105466,38.385999984741204,36.76710000038147
2003-12-24,46.81489811060308,A,42.150001525878906,42.044000244140626,41.00699996948242,40.22600040435791,39.385000228881836,38.461500015258785,36.82390000343323
2003-12-25,46.847600003977625,A,42.150001525878906,42.36800079345703,41.24400024414062,40.341500473022464,39.45680023193359,38.535500030517575,36.881150007247925
2003-12-26,46.80738040315325,A,42.11000061035156,42.30400085449219,41.508000183105466,40.48600044250488,39.54860023498535,38.60930004119873,36.93420001029968
2003-12-29,46.76548846149732,A,42.34000015258789,42.2260009765625,41.68200035095215,40.62050037384033,39.63240020751953,38.678300056457516,36.990300006866455
2003-12-30,46.740732497879215,A,42.29999923706055,42.210000610351564,41.912000274658205,40.76100025177002,39.735400161743165,38.74280006408691,37.04914999961853
2003-12-31,46.72170031229993,A,42.209999084472656,42.22200012207031,42.133000183105466,40.89550018310547,39.84200012207031,38.80280006408691,37.10789999961853
2004-01-01,46.714105318332436,A,42.209999084472656,42.23399963378906,42.30100021362305,41.03350009918213,39.96500007629395,38.86030006408691,37.1692499923706
2004-01-02,46.696415133046365,A,42.04999923706055,42.22199935913086,42.263000106811525,41.16550006866455,40.07840003967285,38.91620006561279,37.22939998626709
2004-01-05,46.70167424471952,A,42.650001525878906,42.283999633789065,42.255000305175784,41.320000076293944,40.19640007019043,38.97690006256103,37.293699989318846
2004-01-06,46.7084342414475,A,43.150001525878906,42.454000091552736,42.33200035095215,41.51200008392334,40.299400100708006,39.03860008239746,37.36034999847412
2004-01-07,46.71943633896808,A,43.27000045776367,42.66600036621094,42.444000244140625,41.72550010681152,40.40260009765625,39.095300102233885,37.42420000076294
2004-01-08,46.775217373868486,A,44.83000183105469,43.19000091552734,42.7120002746582,41.978000259399415,40.54580017089844,39.16410011291504,37.493850011825565
2004-01-09,46.85771175733615,A,45.060001373291016,43.79200134277344,43.00700035095215,42.25750026702881,40.6802001953125,39.22770011901855,37.56815001487732
2004-01-12,46.888724568237116,A,44.34999847412109,44.13200073242187,43.20800018310547,42.44500026702881,40.79560012817383,39.28820011138916,37.634750003814695
2004-01-13,46.888532988060966,A,43.84999847412109,44.27200012207031,43.363000106811526,42.63750019073486,40.88980010986328,39.347300109863276,37.6989999961853
2004-01-14,46.892337669863814,A,44.09999847412109,44.43799972534179,43.55200004577637,42.84250011444092,40.994800109863284,39.41270008087158,37.75904998779297
2004-01-15,46.833925218149254,A,44.29999923706055,44.33199920654296,43.761000061035155,43.0310001373291,41.090600128173826,39.47590007781982,37.817049980163574
2004-01-16,46.781038092504126,A,45.27000045776367,44.37399902343749,44.08300018310547,43.17300014495849,41.1860001373291,39.543500099182125,37.8786499786377
2004-01-19,46.768402539133895,A,45.27000045776367,44.55799942016601,44.34500007629394,43.30000019073486,41.28740013122559,39.61110012054443,37.94069997787476
2004-01-20,46.76538990036523,A,44.9900016784668,44.78600006103515,44.52900009155273,43.430500221252444,41.38500015258789,39.6740001296997,37.998199977874755
2004-01-21,46.75126699253686,A,45.0,44.966000366210935,44.702000045776366,43.5730001449585,41.47800018310547,39.73570011138916,38.05419998168945
2004-01-22,46.73647441957413,A,45.0,45.10600051879883,44.7189998626709,43.715500068664554,41.558600158691405,39.796300125122066,38.10824998855591
2004-01-23,46.704163129085146,A,45.08000183105469,45.06800079345703,44.72099990844727,43.864000129699704,41.66120018005371,39.8511001586914,38.16270000457764
2004-01-26,46.679888173499585,A,45.2599983215332,45.066000366210936,44.81199989318848,44.01000003814697,41.772600173950195,39.90670013427734,38.217349987030026
2004-01-27,46.67886319873599,A,45.52000045776367,45.172000122070315,44.979000091552734,44.17100009918213,41.89240020751953,39.96440013885498,38.272749996185304
2004-01-28,46.68919085972877,A,45.709999084472656,45.31399993896484,45.14000015258789,44.34600009918213,42.01640022277832,40.029700126647946,38.32984998703003
2004-01-29,46.70984682305207,A,45.52000045776367,45.418000030517575,45.262000274658206,44.51150016784668,42.13720024108887,40.09240013122558,38.38769998550415
2004-01-30,46.74268758183151,A,45.79999923706055,45.56199951171875,45.31500015258789,44.69900016784668,42.26920021057129,40.16090011596679,38.45094997406006
2004-02-02,46.75806376662266,A,45.86000061035156,45.68199996948242,45.37400016784668,44.859500122070315,42.38740020751953,40.23450012207031,38.50984996795654
2004-02-03,46.77259820923123,A,46.459999084472656,45.869999694824216,45.520999908447266,45.025,42.520600204467776,40.314400100708006,38.56629997253418
2004-02-04,46.74571935083761,A,45.5,45.827999877929685,45.57099990844726,45.13649997711182,42.633800201416015,40.38700008392333,38.61629997253418
2004-02-05,46.71824519994829,A,45.47999954223633,45.81999969482422,45.6189998626709,45.1689998626709,42.74660018920898,40.461700096130365,38.66574996948242
2004-02-06,46.62705095125679,A,43.79999923706055,45.41999969482422,45.49099960327148,45.10599975585937,42.838200149536135,40.52040008544921,38.70569995880127
2004-02-09,46.521965093720674,P,43.08000183105469,44.863999938964845,45.272999954223636,45.04249992370605,42.90680015563965,40.57620010375976,38.742249965667725
2004-02-10,46.41063967028736,P,43.34999847412109,44.241999816894534,45.05599975585937,45.017499923706055,42.98400009155274,40.641700096130364,38.779799957275394
2004-02-11,46.351386699552826,P,43.75,43.89199981689453,44.85999984741211,45.0,43.06860008239746,40.707300109863276,38.821349964141845
2004-02-12,46.306773185252744,P,43.880001068115234,43.572000122070314,44.69599990844726,44.979000091552734,43.15720008850098,40.778900108337396,38.86474996566773
2004-02-13,46.3248364329553,P,43.79999923706055,43.572000122070314,44.49599990844727,44.90550003051758,43.24500007629395,40.853600082397456,38.90809995651245
2004-02-16,46.36849829682885,P,43.79999923706055,43.715999603271484,44.28999977111816,44.831999969482425,43.329800033569335,40.92710006713867,38.95059995651245
2004-02-17,46.40160607138091,P,43.79999923706055,43.805999755859375,44.023999786376955,44.77249984741211,43.41959999084472,41.00560005187988,38.99159996032715
2004-02-18,46.4087665020916,P,43.45000076293945,43.74599990844727,43.8189998626709,44.694999885559085,43.508600006103514,41.076600074768066,39.03159996032715
2004-02-19,46.3955552331636,P,43.20000076293945,43.60999984741211,43.59099998474121,44.60499992370605,43.577000045776366,41.14760009765625,39.06824996948242
2004-02-20,46.36819941610647,P,42.560001373291016,43.3620002746582,43.46700019836426,44.47899990081787,43.638800048828124,41.208000106811525,39.10354997634888
2004-02-23,46.325334820605725,P,42.22999954223633,43.04800033569336,43.38199996948242,44.32749996185303,43.67140007019043,41.264300117492674,39.13869997024536
2004-02-24,46.303935289059105,P,42.93000030517578,42.874000549316406,43.34000015258789,44.19799995422363,43.73000007629395,41.31940013885498,39.17649997711182
2004-02-25,46.27175184156422,P,42.400001525878906,42.6640007019043,43.20500030517578,44.03250007629394,43.778000106811525,41.36890014648438,39.210999984741214
2004-02-26,46.25924921540864,P,42.59999847412109,42.544000244140626,43.077000045776366,43.88649997711182,43.81940010070801,41.425600128173826,39.24369997024536
2004-02-27,46.293565783090436,P,44.0,42.831999969482425,43.09700012207031,43.796500015258786,43.850800094604494,41.489000129699704,39.28399997711182
2004-03-01,46.342164719499834,P,44.04999923706055,43.19599990844726,43.12200012207031,43.70599994659424,43.87720008850098,41.553400115966795,39.324549980163575
2004-03-02,46.36174490870733,P,44.04999923706055,43.41999969482422,43.14700012207031,43.585499954223636,43.91060005187988,41.61180011749268,39.364549980163574
2004-03-03,46.397604232743504,P,43.59000015258789,43.657999420166014,43.16100006103515,43.48999996185303,43.93940002441406,41.662200126647946,39.402899990081785
2004-03-04,46.418501034058956,A,43.31999969482422,43.80199966430664,43.172999954223634,43.38199996948242,43.96279998779297,41.70980010986328,39.44054998397827
2004-03-05,46.409211465606525,A,43.40999984741211,43.683999633789064,43.25799980163574,43.3625,43.98879997253418,41.76870010375976,39.478449974060055
2004-03-08,46.376454479829015,A,42.75,43.42399978637695,43.30999984741211,43.34599990844727,43.996999969482424,41.81470008850098,39.51024997711182
2004-03-09,46.282781531474804,P,40.66999816894531,42.747999572753905,43.08399963378906,43.21199989318848,43.96439994812012,41.84990005493164,39.529799976348876
2004-03-10,46.22048329340384,P,41.38999938964844,42.30799942016601,42.98299942016602,43.0939998626709,43.94799995422363,41.895000038146975,39.55099996566773
2004-03-11,46.16559992804892,P,41.29999923706055,41.90399932861328,42.85299949645996,42.964999771118165,43.92979995727539,41.94740001678467,39.569749965667725
2004-03-12,46.115290477446166,P,42.02000045776367,41.625999450683594,42.654999542236325,42.87599983215332,43.92919998168945,42.003800010681154,39.59284996032715
2004-03-15,46.07427391190623,P,41.54999923706055,41.385999298095705,42.404999542236325,42.76349983215332,43.907199935913084,42.05180000305176,39.618399963378906
2004-03-16,46.11780434236804,P,41.59999847412109,41.57199935913086,42.159999465942384,42.65349979400635,43.876199874877926,42.08779998779297,39.64519994735718
2004-03-17,46.15208112983663,P,42.29999923706055,41.75399932861328,42.03099937438965,42.5959997177124,43.856799850463865,42.12969997406006,39.67384994506836
2004-03-18,46.191854321846996,P,42.5,41.99399948120117,41.94899940490723,42.56099967956543,43.81019981384277,42.17799999237061,39.70279994964599
2004-03-19,46.22132535273048,P,42.790000915527344,42.1479995727539,41.88699951171875,42.572499656677245,43.7647998046875,42.2225,39.73374996185303
2004-03-22,46.24034072521422,P,41.75,42.1879997253418,41.78699951171875,42.54849967956543,43.712799835205075,42.25419998168945,39.7581499671936
2004-03-23,46.26248586390847,P,42.0,42.26800003051758,41.91999969482422,42.50199966430664,43.67579986572266,42.28279998779297,39.78024995803833
2004-03-24,46.25543486260873,P,42.0,42.20800018310547,41.98099975585937,42.4819995880127,43.633799896240234,42.314300003051756,39.80024995803833
2004-03-25,46.263907182349406,A,42.7599983215332,42.25999984741211,42.12699966430664,42.4899995803833,43.60299987792969,42.346800003051754,39.825749950408934
2004-03-26,46.254519145017944,A,43.04999923706055,42.31199951171875,42.22999954223633,42.44249954223633,43.558599853515624,42.37229999542237,39.851549949646
2004-03-29,46.30304070128222,A,43.68000030517578,42.69799957275391,42.44299964904785,42.42399959564209,43.52679985046387,42.40709999084473,39.884999942779544
2004-03-30,46.34584197496554,A,44.0,43.097999572753906,42.682999801635745,42.42149963378906,43.506999816894535,42.44599998474121,39.92199995040894
2004-03-31,46.40708968180729,A,44.400001525878906,43.577999877929685,42.89300003051758,42.46199970245361,43.49499984741211,42.48650001525879,39.959749965667726
2004-04-01,46.43841597598355,A,44.43000030517578,43.912000274658205,43.08600006103516,42.51749973297119,43.48359985351563,42.52110000610352,39.9941499710083
2004-04-02,46.49670147978055,A,44.79999923706055,44.262000274658206,43.28699989318848,42.58699970245361,43.47799980163574,42.56959999084473,40.03334997177124
2004-04-05,46.525382062047896,A,44.79999923706055,44.486000061035156,43.59199981689453,42.68949966430664,43.46879981994629,42.62069999694824,40.074099960327146
2004-04-06,46.554320247386066,A,44.93000030517578,44.672000122070315,43.88499984741211,42.902499771118165,43.45699981689453,42.67470001220703,40.11549995422363
2004-04-07,46.56487302688553,A,44.93000030517578,44.77799987792969,44.177999877929686,43.07949981689453,43.441399841308595,42.728900032043455,40.15524995803833
2004-04-08,46.582834641555756,A,44.97999954223633,44.8879997253418,44.4,43.26349983215332,43.43059982299805,42.783900032043455,40.19534996032715
2004-04-09,46.57911101723621,A,44.97999954223633,44.92399978637695,44.59300003051758,43.41149978637695,43.41419982910156,42.84170001983642,40.23544996261597
2004-04-12,46.562600095003496,A,44.9900016784668,44.9620002746582,44.72400016784668,43.583499908447266,43.396799850463864,42.8921000289917,40.272649974823
2004-04-13,46.50731975006358,A,44.34999847412109,44.84599990844727,44.75900001525879,43.72099990844727,43.35459983825684,42.93760002136231,40.30464996337891
2004-04-14,46.45446256345966,A,44.2599983215332,44.71199951171875,44.744999694824216,43.8189998626709,43.3297998046875,42.98180000305176,40.33369995117187
2004-04-15,46.38514892814555,A,43.70000076293945,44.455999755859374,44.67199974060058,43.878999900817874,43.294199829101565,43.020400009155274,40.36174995422363
2004-04-16,46.3483652119084,A,44.18999862670898,44.29799957275391,44.61099967956543,43.948999786376945,43.30199981689453,43.07009998321533,40.39434995651245
2004-04-19,46.334324323309225,P,44.43000030517578,44.1859992980957,44.57399978637695,44.08299980163574,43.328999786376954,43.1178999710083,40.43019996643066
2004-04-20,46.33449787897606,P,43.95000076293945,44.10599975585937,44.47599983215332,44.18049983978271,43.34099983215332,43.16249996185303,40.46269996643066
2004-04-21,46.371812757022155,P,44.900001525878906,44.23400039672852,44.47299995422363,44.32549991607665,43.3639998626709,43.21629997253418,40.50084997177124
2004-04-22,46.45490140970423,A,45.720001220703125,44.63800048828125,44.547000122070315,44.47350006103515,43.400799865722654,43.278999977111816,40.54384998321533
2004-04-23,46.51525550648927,A,45.90999984741211,44.982000732421874,44.64000015258789,44.61650009155273,43.44299987792969,43.343999977111814,40.586799983978274
2004-04-26,46.53890070290246,A,45.45000076293945,45.18600082397461,44.68600006103516,44.705000114440914,43.475999908447264,43.4028999710083,40.62929998397827
2004-04-27,46.56892871620445,A,45.0099983215332,45.39800033569336,44.75200004577637,44.755500030517574,43.50019989013672,43.45989994049072,40.66849998474121
2004-04-28,46.53971013395239,A,44.34000015258789,45.28600006103515,44.760000228881836,44.75249996185302,43.51799987792969,43.5132999420166,40.70414999008179
2004-04-29,46.48034257391709,A,44.5,45.04199981689453,44.84000015258789,44.75599994659423,43.5439998626709,43.56049995422363,40.73489999771118
2004-04-30,46.437352587604664,A,44.81999969482422,44.82399978637695,44.90300025939941,44.756999969482415,43.58919982910156,43.613999938964845,40.782999992370605
2004-05-03,46.41753501904095,A,44.959999084472656,44.725999450683595,44.9560001373291,44.76499996185302,43.64379981994629,43.65759994506836,40.82979999542236
2004-05-04,46.411356230357605,A,44.95000076293945,44.71399993896485,45.0560001373291,44.76599998474121,43.684199829101566,43.70709995269775,40.878799991607664
2004-05-05,46.4354416399245,A,44.93000030517578,44.831999969482425,45.05900001525879,44.76599998474121,43.7347998046875,43.756399955749515,40.928249988555905
2004-05-06,46.44118301931828,P,44.56999969482422,44.84599990844727,44.9439998626709,44.7454999923706,43.77419982910156,43.796799964904785,40.97659997940063
2004-05-07,46.4105060744073,P,44.5,44.78199996948242,44.802999877929686,44.72150001525878,43.78419982910156,43.81749996185303,41.02459997177124
2004-05-10,46.36676722099173,P,44.18000030517578,44.626000213623044,44.67599983215332,44.680999946594234,43.786799850463865,43.831999969482425,41.070599975585935
2004-05-11,46.34570362752834,P,44.79999923706055,44.59599990844727,44.65499992370606,44.703499984741214,43.801799850463865,43.856199951171874,41.121099967956546
2004-05-12,46.34012314842383,P,45.04999923706055,44.619999694824216,44.72599983215332,44.74300003051758,43.83099983215332,43.88519992828369,41.17334997177124
2004-05-13,46.36857722073146,P,45.25,44.75599975585938,44.80099983215332,44.82049999237061,43.86959983825684,43.916199913024904,41.22584997177124
2004-05-14,46.40409086891818,A,45.0,44.85599975585937,44.8189998626709,44.861000061035156,43.901399841308596,43.945099906921385,41.27719997406006
2004-05-17,46.43877923354305,A,44.650001525878906,44.95,44.78800010681152,44.87200012207031,43.93939987182617,43.9681999206543,41.32324998855591
2004-05-18,46.44873876176742,A,44.59999847412109,44.90999984741211,44.75299987792969,44.904500007629395,44.01799987792969,43.9911999130249,41.36699998855591
2004-05-19,46.436993590975185,A,44.79999923706055,44.85999984741211,44.739999771118164,44.89949989318848,44.08619987487793,44.01709991455078,41.40994998931885
2004-05-20,46.40532578602426,P,44.70000076293945,44.75,44.75299987792969,44.848499870300294,44.15419990539551,44.04199993133545,41.451149997711184
2004-05-21,46.391753427142554,P,44.900001525878906,44.73000030517578,44.793000030517575,44.797999954223634,44.21179992675781,44.070499954223635,41.49335000991821
2004-05-24,46.41211830031333,P,45.380001068115234,44.876000213623044,44.91300010681152,44.79449996948242,44.28839996337891,44.097799949645996,41.537350006103516
2004-05-25,46.42577417342011,A,45.45000076293945,45.04600067138672,44.978000259399415,44.81650009155273,44.36540000915527,44.1207999420166,41.579700012207034
2004-05-26,46.43695113984546,A,45.380001068115234,45.162001037597655,45.01100044250488,44.8685001373291,44.42700004577637,44.14189994812012,41.618600025177
2004-05-27,46.46009379189234,A,45.79999923706055,45.38200073242187,45.066000366210936,44.933500099182126,44.49300003051758,44.151599922180175,41.65785001754761
2004-05-28,46.49056557048012,A,46.380001068115234,45.67800064086914,45.20400047302246,45.01150016784668,44.564800033569334,44.16479991912842,41.69625001907349
2004-05-31,46.50404538480071,A,46.380001068115234,45.87800064086914,45.377000427246095,45.082500267028806,44.65740005493164,44.18509994506836,41.73665002822876
2004-06-01,46.52404682495722,A,46.459999084472656,46.08000030517578,45.56300048828125,45.15800018310547,44.746600036621096,44.21119995117188,41.77925003051758
2004-06-02,46.55295253148203,A,46.52000045776367,46.30800018310547,45.73500061035156,45.23750019073486,44.837000045776364,44.2353999710083,41.82405002593994
2004-06-03,46.55472038429869,A,46.02000045776367,46.3520004272461,45.867000579833984,45.31000022888183,44.902200088500976,44.25259998321533,41.86425003051758
2004-06-04,46.57329609271098,A,47.310001373291016,46.53800048828125,46.10800056457519,45.450500297546384,44.987400131225584,44.27299999237061,41.90825004577637
2004-06-07,46.61094544961106,A,48.220001220703125,46.90600051879883,46.39200057983398,45.65250034332276,45.07820014953613,44.3025,41.956800060272215
2004-06-08,46.63516193607873,A,48.11000061035156,47.23600082397461,46.6580005645752,45.818000411987306,45.16040016174316,44.333699989318845,42.003850059509276
2004-06-09,46.653545549990575,A,48.09000015258789,47.550000762939455,46.92900047302246,45.970000457763675,45.234200134277344,44.364599990844724,42.050150051116944
2004-06-10,46.69498295376845,A,48.11000061035156,47.96800079345703,47.16000061035156,46.11300048828125,45.30780014038086,44.395699996948245,42.096000061035156
2004-06-11,46.68923589563848,A,48.11000061035156,48.12800064086914,47.333000564575194,46.26850051879883,45.37400016784668,44.42599998474121,42.13855007171631
2004-06-14,46.65345570466948,A,48.16999816894531,48.11800003051758,47.512000274658206,46.44450035095215,45.441400146484376,44.455099983215334,42.18090005874634
2004-06-15,46.64121254198185,A,48.63999938964844,48.22399978637695,47.73000030517578,46.64650039672851,45.51560012817383,44.48629997253418,42.22535005569458
2004-06-16,46.647887218568165,A,49.09999847412109,48.42599945068359,47.988000106811526,46.861500358581544,45.59900009155273,44.52019996643067,42.27495004653931
2004-06-17,46.65339499067668,A,48.95000076293945,48.59399948120117,48.2810001373291,47.07400035858154,45.678400115966795,44.55449996948242,42.323450050354005
2004-06-18,46.677701763591216,A,49.29999923706055,48.83199920654297,48.47999992370605,47.294000244140626,45.76480010986328,44.589499969482425,42.37520004272461
