Date,GRADE,GPS,ACN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-07-19,,,10.754755973815918,,,,,,
2001-07-20,,,10.641321182250977,,,,,,
2001-07-23,,,10.634234428405762,,,,,,
2001-07-24,,,10.534979820251465,,,,,,
2001-07-25,,,10.598783493041992,10.632814979553222,,,,,
2001-07-26,,,10.279755592346191,10.537814903259278,,,,,
2001-07-27,,,10.28684902191162,10.466920471191406,,,,,
2001-07-30,,,10.421547889709473,10.424383163452148,,,,,
2001-07-31,,,10.605875968933104,10.438562393188477,,,,,
2001-08-01,,,10.988710403442385,10.516547775268554,10.574681377410888,,,,
2001-08-02,,,10.91781234741211,10.644159126281739,10.590987014770509,,,,
2001-08-03,,,10.74057674407959,10.734904670715332,10.60091257095337,,,,
2001-08-06,,,10.70512580871582,10.791620254516602,10.608001708984375,,,,
2001-08-07,,,10.988710403442385,10.868187141418456,10.653374767303466,,,,
2001-08-08,,,10.634234428405762,10.797291946411132,10.656919860839844,,,,
2001-08-09,,,10.988710403442385,10.811471557617187,10.727815341949462,,,,
2001-08-10,,,10.768936157226562,10.817143440246582,10.776024055480956,,,,
2001-08-13,,,10.641321182250977,10.804382514953613,10.798001384735107,,,,
2001-08-14,,,10.421547889709473,10.690950012207031,10.779568576812744,,,,
2001-08-15,,,10.4853515625,10.661173439025879,10.729232692718506,10.651957035064697,,,
2001-08-16,,,9.960729598999023,10.455577278137207,10.633524417877197,10.612255716323853,,,
2001-08-17,,,10.293936729431152,10.360577392578126,10.588860416412354,10.59488649368286,,,
2001-08-20,,,10.882365226745604,10.408786201477051,10.606584358215333,10.607293033599854,,,
2001-08-21,,,10.960349082946776,10.516546440124511,10.603748226165772,10.62856149673462,,,
2001-08-22,,,10.875277519226074,10.594531631469726,10.627852535247802,10.642386198043823,,,
2001-08-23,,,10.811467170715332,10.764679145812988,10.610128211975098,10.66897177696228,,,
2001-08-24,,,10.91781234741211,10.88945426940918,10.625015830993652,10.700519943237305,,,
2001-08-27,,,10.974529266357422,10.907887077331543,10.658336639404297,10.728169012069703,,,
2001-08-28,,,10.889453887939451,10.893708038330079,10.705127239227295,10.742347908020019,,,
2001-08-29,,,10.641321182250977,10.846916770935058,10.720724201202392,10.72497844696045,,,
2001-08-30,,,10.598783493041992,10.80438003540039,10.78452959060669,10.709027004241943,,,
2001-08-31,,,10.563337326049805,10.73348503112793,10.811469650268554,10.700165033340454,,,
2001-09-03,,,10.563337326049805,10.651246643066406,10.779566860198974,10.693075609207153,,,
2001-09-04,,,10.903631210327148,10.654082107543946,10.773895072937012,10.688821649551391,,,
2001-09-05,,,10.570425987243652,10.63990306854248,10.74340991973877,10.685631227493285,,,
2001-09-06,,,10.279755592346191,10.57609748840332,10.690238761901856,10.650183486938477,,,
2001-09-07,,,10.293936729431152,10.52221736907959,10.627851200103759,10.626433515548706,,,
2001-09-10,,,10.74057674407959,10.557665252685547,10.604455947875977,10.631396293640137,,,
2001-09-11,,,10.74057674407959,10.525054359436036,10.58956823348999,10.647347736358643,,,
2001-09-12,,,10.74057674407959,10.559084510803222,10.599493789672852,10.660108995437621,,,
2001-09-13,,,10.74057674407959,10.651248741149903,10.613673114776612,10.69910135269165,,,
2001-09-14,,,10.74057674407959,10.74057674407959,10.63139705657959,10.721433353424072,,,
2001-09-17,,,10.350652694702148,10.662591934204102,10.610128593444824,10.6948477268219,,,
2001-09-18,,,10.315204620361328,10.57751750946045,10.551285934448241,10.662590503692627,,,
2001-09-19,,,9.889837265014648,10.407369613647461,10.483227062225343,10.613318490982056,,,
2001-09-20,,,9.180886268615724,10.095431518554687,10.373340129852295,10.531789445877076,,,
2001-09-21,,,9.039095878601074,9.755135345458985,10.247856044769287,10.437853622436524,,,
2001-09-24,,,9.358123779296877,9.55662956237793,10.109610748291015,10.357033348083496,,,
2001-09-25,,,9.074545860290527,9.30849781036377,9.943007659912109,10.26628794670105,,,
2001-09-26,,,8.649179458618164,9.060366249084472,9.733867931365968,10.16668086051941,10.47159999847412,,
2001-09-27,,,8.401041984558105,8.90439739227295,9.499914455413819,10.056793785095214,10.424525718688965,,
2001-09-28,,,9.039095878601074,8.90439739227295,9.329766368865966,9.980581712722778,10.392481212615968,,
2001-10-01,,,9.003652572631836,8.833503150939942,9.195066356658936,9.90259747505188,10.359869575500488,,
2001-10-02,,,8.918577194213867,8.80230941772461,9.05540361404419,9.803344774246217,10.327541522979736,,
2001-10-03,,,9.180886268615724,8.908650779724121,8.984508514404297,9.73386778831482,10.299183578491212,,
2001-10-04,,,9.563718795776367,9.141186141967774,9.022791767120362,9.698065948486327,10.284862842559814,,
2001-10-05,,,9.6062593460083,9.254618835449218,9.079508113861085,9.663682079315185,10.271251049041748,,
2001-10-08,,,9.37939167022705,9.329766654968262,9.081634902954102,9.59562282562256,10.2504079246521,,
2001-10-09,,,9.499916076660156,9.44603443145752,9.124171924591064,9.533589792251586,10.22828872680664,,
2001-10-10,,,9.691330909729004,9.548123359680176,9.228387069702148,9.481127500534058,10.202341136932374,,
2001-10-11,,,10.747665405273438,9.78491268157959,9.463049411773682,9.48148193359375,10.1989381980896,,
2001-10-12,,,11.73310089111328,10.210280990600586,9.732449913024903,9.531108140945435,10.218788681030274,,
2001-10-15,,,12.40660285949707,10.81572322845459,10.072744941711425,9.63390564918518,10.252818222045898,,
2001-10-16,,,12.371159553527832,11.389971923828124,10.418003177642822,9.736703395843506,10.280467205047607,,
2001-10-17,,,12.037951469421388,11.8592960357666,10.703709697723388,9.844109106063843,10.30854154586792,,
2001-10-18,,,11.839447021484377,12.07765235900879,10.93128252029419,9.977037143707275,10.32555627822876,,
2001-10-19,,,11.94578742980957,12.120189666748047,11.165235328674317,10.122371721267701,10.34909330368042,,
2001-10-22,,,12.40660285949707,12.120189666748047,11.467956447601319,10.27479567527771,10.384398937225342,,
2001-10-23,,,12.491679191589355,12.144293594360352,11.767132759094238,10.445652341842651,10.42580156326294,,
2001-10-24,,,12.576752662658691,12.252053833007812,12.055674934387207,10.642031002044678,10.467629585266113,,
2001-10-25,,,12.576752662658691,12.399514961242676,12.238583660125732,10.850816535949708,10.519950046539307,,
2001-10-26,,,12.491679191589355,12.508693313598632,12.31444149017334,11.02344570159912,10.563904895782471,,
2001-10-29,,,12.442051887512209,12.51578311920166,12.317986392974854,11.19536566734314,10.595098628997803,,
2001-10-30,,,12.30026149749756,12.4774995803833,12.310896587371825,11.364449882507325,10.621896877288819,,
2001-10-31,,,12.456233024597168,12.453395652770997,12.352724742889404,11.528217220306397,10.65351598739624,,
2001-11-01,,,12.980854034423828,12.534215927124023,12.46686544418335,11.699073982238769,10.69690372467041,,
2001-11-02,,,12.938313484191896,12.623542785644531,12.566118049621583,11.86567668914795,10.737313747406006,,
2001-11-05,,,12.831971168518066,12.701526641845703,12.608654880523684,12.0383056640625,10.77446258544922,,
2001-11-06,,,12.7398099899292,12.789436340332031,12.633467960357667,12.200300359725953,10.811469707489014,,
2001-11-07,,,13.39913272857666,12.97801628112793,12.715705966949464,12.385690450668335,10.866625938415527,,
2001-11-08,,,14.143535614013672,13.210552597045899,12.87238426208496,12.555483961105347,10.937520980834961,,
2001-11-09,,,14.143535614013672,13.451597023010255,13.037569904327393,12.676005697250366,11.009124946594238,,
2001-11-12,,,13.817413330078123,13.648685455322266,13.175106048583984,12.746546220779418,11.074206466674804,,
2001-11-13,,,14.746132850646973,14.04995002746582,13.419693183898925,12.865294885635375,11.151056499481202,,
2001-11-14,,,14.32785701751709,14.235694885253906,13.606855583190917,12.97979016304016,11.22620512008667,,
2001-11-15,,,14.356212615966797,14.278230285644531,13.744391441345215,13.105628442764282,11.307734260559082,,
2001-11-16,,,14.916285514831545,14.432780265808105,13.94218864440918,13.25415334701538,11.40018123626709,,
2001-11-19,,,15.59687614440918,14.788672828674317,14.21867914199829,13.413667011260987,11.497307224273682,,
2001-11-20,,,15.065167427062988,14.85247974395752,14.45121488571167,13.542341423034667,11.58379903793335,,
2001-11-21,,,14.427112579345703,14.872330856323241,14.554012870788574,13.634859418869018,11.657529754638672,,
2001-11-22,,,14.427112579345703,14.886510848999023,14.582370567321778,13.72737741470337,11.731260471343994,,
2001-11-23,,,14.568897247314451,14.817033195495606,14.624906730651855,13.831238317489625,11.807826881408692,,
2001-11-26,,,15.242399215698242,14.746137809753417,14.767405319213868,13.971255683898926,11.905661811828613,,
2001-11-27,,,15.951348304748535,14.923373985290528,14.887926864624024,14.153810024261475,12.018384685516358,,
2001-11-28,,,15.490530967712402,15.136057662963868,15.004194259643555,14.305524921417236,12.130398559570313,,
2001-11-29,,,15.192774772644045,15.289190101623536,15.08785047531128,14.416120958328246,12.25063632965088,,
2001-11-30,,,16.022241592407227,15.57985897064209,15.198446083068848,14.570317363739013,12.390299243927002,,
2001-12-03,,,16.234922409057617,15.778363609313965,15.262250709533692,14.740464925765991,12.527835216522217,,
2001-12-04,,,17.15656852722168,16.019407653808592,15.47139081954956,14.961302852630615,12.68947566986084,,
2001-12-05,,,18.893482208251957,16.699997901916504,15.918027782440186,15.23602032661438,12.894361724853516,11.682980861663818,
2001-12-06,,,18.609907150268555,17.383424377441408,16.33630723953247,15.459338903427124,13.098539028167725,11.761532373428345,
2001-12-07,,,17.62446403503418,17.703868865966797,16.641863918304445,15.63338532447815,13.270246391296388,11.831363801956178,
2001-12-10,,,17.440143585205078,17.94491310119629,16.861638355255128,15.814521837234498,13.438976211547851,11.89942289352417,
2001-12-11,,,17.55357551574707,18.02431449890137,17.02186107635498,15.954893970489502,13.611676177978516,11.969608850479126,
2001-12-12,,,17.844249725341797,17.814468002319337,17.25723295211792,16.130713605880736,13.784943447113037,12.042063512802123,
2001-12-13,,,16.518510818481445,17.396188735961914,17.38980655670166,16.23882851600647,13.924039287567139,12.104451065063477,
2001-12-14,,,16.766637802124023,17.224623489379884,17.46424617767334,16.331346130371095,14.067246856689453,12.169248952865601,
2001-12-17,,,18.04983901977539,17.346562576293945,17.645737838745116,16.453994274139404,14.24065580368042,12.24553186416626,
2001-12-18,,,18.39722442626953,17.515292358398437,17.7698034286499,16.62059712409973,14.418601970672608,12.323445348739623,
2001-12-19,,,18.453935623168945,17.63722953796387,17.725848770141603,16.821938276290894,14.593854064941405,12.39809760093689,
2001-12-20,,,19.17706680297852,18.16894073486328,17.7825647354126,17.059435987472533,14.762442092895508,12.480690145492554,
2001-12-21,,,18.539012908935547,18.523415756225585,17.874019622802734,17.25794177055359,14.898560333251954,12.558674507141113,
2001-12-24,,,18.439756393432617,18.601399230957032,17.97398090362549,17.417809629440306,15.019223403930663,12.636020812988281,
2001-12-25,,,18.439756393432617,18.609905624389647,18.062598991394044,17.54223003387451,15.14059534072876,12.710531272888183,
