Date,GRADE,GPS,BSX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-12-26,53.83583116593261,P,12.31999969482422,12.371999740600586,12.389999866485596,12.730749893188477,12.338399982452392,11.115149974822998,9.861774957180023
2001-12-27,54.047435486138546,P,12.199999809265137,12.365999794006347,12.360499858856201,12.674499893188477,12.364099979400635,11.144699974060059,9.880074956417083
2001-12-28,54.0480845017361,P,12.295000076293944,12.344999885559082,12.346999835968017,12.62424988746643,12.383099975585937,11.1753999710083,9.896674954891205
2001-12-31,53.77143193229052,P,12.0600004196167,12.26599998474121,12.302999877929688,12.556499910354614,12.40189998626709,11.20049997329712,9.909899957180023
2002-01-01,53.55855500440708,P,12.0600004196167,12.18700008392334,12.280499935150146,12.489499950408936,12.415599994659424,11.227899980545043,9.922899959087372
2002-01-02,52.62898642881752,P,11.375,11.998000144958496,12.184999942779541,12.395749950408936,12.411999988555909,11.247399978637695,9.931899960041045
2002-01-03,51.53817040848322,P,11.104999542236328,11.779000091552735,12.07249994277954,12.294499921798707,12.403099975585938,11.264799976348877,9.937174956798554
2002-01-04,50.70215276623454,P,11.354999542236328,11.590999984741211,11.967999935150146,12.233499908447266,12.396599960327148,11.285599975585937,9.943499953746796
2002-01-07,50.35077859585619,P,11.5,11.478999900817872,11.872499942779541,12.16924991607666,12.397199954986572,11.308099975585938,9.951149952411651
2002-01-08,49.94345150641298,P,11.479999542236328,11.362999725341798,11.774999904632569,12.09574990272522,12.399199943542481,11.329749975204468,9.960124948024749
2002-01-09,50.31774412553471,P,11.375,11.362999725341798,11.680499935150147,12.03524990081787,12.399299945831299,11.349899978637696,9.969524948596954
2002-01-10,50.804873215301846,P,11.170000076293944,11.37599983215332,11.577499961853027,11.968999910354615,12.387699947357177,11.366099977493286,9.980874950885772
2002-01-11,51.06435447726212,P,11.19499969482422,11.343999862670898,11.467499923706054,11.907249879837035,12.373699932098388,11.380049972534179,9.998924949169158
2002-01-14,50.94860994808971,P,11.024999618530272,11.248999786376952,11.363999843597412,11.833499860763549,12.351499919891358,11.39244997024536,10.015174946784974
2002-01-15,51.157747918203256,P,11.34000015258789,11.220999908447265,11.291999816894531,11.786249876022339,12.336199932098388,11.408449974060058,10.031874947547912
2002-01-16,50.81784411529569,P,10.6899995803833,11.083999824523925,11.223499774932861,11.704249858856201,12.311499919891357,11.420299968719483,10.045449945926666
2002-01-17,50.68943163391392,P,10.670000076293944,10.983999824523925,11.179999828338623,11.626249885559082,12.288899917602539,11.43249997138977,10.058674948215485
2002-01-18,50.37766112986117,P,10.55500030517578,10.855999946594237,11.099999904632568,11.533999919891357,12.267699928283692,11.442549972534179,10.071324951648712
2002-01-21,50.28523076391425,P,10.55500030517578,10.762000083923338,11.005499935150146,11.438999938964844,12.24779993057251,11.45259997367859,10.084974954128265
2002-01-22,50.16269067768221,P,11.0,10.69400005340576,10.957499980926514,11.366249942779541,12.236499938964844,11.464349975585938,10.100024955272675
2002-01-23,50.544614872270785,P,10.925000190734863,10.741000175476072,10.9125,11.296499967575073,12.223999938964845,11.474799976348876,10.114149954319
2002-01-24,51.01434226707647,P,11.09000015258789,10.825000190734864,10.904500007629395,11.240999984741212,12.209799938201904,11.488699979782105,10.129349954128266
2002-01-25,51.69297398043324,P,11.100000381469728,10.934000205993652,10.895000076293945,11.18125,12.186299953460694,11.5081999874115,10.144999957084655
2002-01-28,52.31670932203298,P,11.020000457763672,11.027000236511231,10.894500160217286,11.129250001907348,12.156699962615967,11.523899993896485,10.162374958992004
2002-01-29,52.29596559217263,P,10.899999618530272,11.007000160217284,10.850500106811523,11.071249961853027,12.109699954986572,11.538399991989136,10.179374957084656
2002-01-30,52.48038534390175,P,11.024999618530272,11.027000045776367,10.884000110626221,11.053749942779541,12.063599948883057,11.554149990081788,10.195749955177307
2002-01-31,52.65845389635354,A,11.234999656677246,11.055999946594238,10.940500068664551,11.060249948501587,12.02169994354248,11.571999988555909,10.21409995317459
2002-02-01,52.60037163798176,A,11.079999923706056,11.051999855041505,10.993000030517578,11.046499967575073,11.966499938964844,11.588299989700317,10.231974952220916
2002-02-04,52.348216500688956,P,10.755000114440918,10.998999786376952,11.013000011444092,11.00924997329712,11.91249994277954,11.607449989318848,10.246049952507018
2002-02-05,52.55736801841496,A,10.970000267028809,11.01299991607666,11.010000038146973,10.983750009536744,11.862399940490723,11.626749992370605,10.260149955749512
2002-02-06,52.45575250328495,P,10.970000267028809,11.002000045776366,11.014500045776368,10.963500022888184,11.813799953460693,11.646199998855591,10.275324957370758
2002-02-07,52.009459299399275,P,10.864999771118164,10.92800006866455,10.992000007629395,10.948250007629394,11.764599952697754,11.664349994659425,10.290374956130982
2002-02-08,52.56862669091229,A,11.734999656677246,11.059000015258789,11.055499935150147,10.975250005722046,11.733299942016602,11.689199991226197,10.310074954032897
2002-02-11,53.44023493209274,A,11.824999809265137,11.272999954223632,11.135999870300292,11.01525001525879,11.701499938964844,11.704449987411499,10.330774953365326
2002-02-12,54.159093714975675,A,11.795000076293944,11.43799991607666,11.22549991607666,11.038000011444092,11.669399948120118,11.724149990081788,10.350924954414367
2002-02-13,54.972649919124244,A,11.850000381469728,11.613999938964843,11.307999992370606,11.096000051498413,11.641399955749511,11.743149995803833,10.371399955749512
2002-02-14,56.38402833222883,A,12.375,11.91599998474121,11.42200002670288,11.181250047683715,11.626299953460693,11.765099992752075,10.395049955844879
2002-02-15,56.91698249606325,A,12.4350004196167,12.056000137329102,11.557500076293945,11.275250053405761,11.623499965667724,11.786949996948243,10.418699958324432
2002-02-18,57.38191842983966,A,12.4350004196167,12.178000259399415,11.725500106811523,11.369250059127808,11.616499977111816,11.808599996566773,10.442674961090088
2002-02-19,57.65747305763403,A,12.345000267028809,12.288000297546386,11.863000106811523,11.436500072479248,11.60439998626709,11.82710000038147,10.464574961662292
2002-02-20,57.77237318245039,A,12.28499984741211,12.375000190734863,11.994500064849854,11.50450005531311,11.598399982452392,11.843199996948242,10.485874962806701
2002-02-21,56.80258746259843,A,11.770000457763672,12.254000282287597,12.085000133514404,11.5385000705719,11.583899993896484,11.851400003433227,10.503949966430664
2002-02-22,55.58808641492224,A,11.670000076293944,12.101000213623047,12.078500175476075,11.56700005531311,11.568699989318848,11.854950008392334,10.521349968910217
2002-02-25,54.05855234269211,A,11.380000114440918,11.890000152587891,12.034000205993653,11.585000038146973,11.546299991607667,11.858250007629394,10.534524970054626
2002-02-26,52.63486582018751,A,11.125,11.646000099182128,11.967000198364257,11.596250057220459,11.523099994659423,11.859500007629395,10.547274971008301
2002-02-27,51.52633883126084,P,11.4350004196167,11.476000213623047,11.925500202178956,11.61675009727478,11.505200004577636,11.865350008010864,10.561424975395203
2002-02-28,50.80833677983631,P,11.18000030517578,11.358000183105469,11.806000232696533,11.614000129699708,11.484200019836425,11.867250013351441,10.574199976921081
2002-03-01,50.82448683499947,P,11.619999885559082,11.348000144958496,11.724500179290771,11.641000127792358,11.468600025177002,11.87265001296997,10.589849977493285
2002-03-04,51.13309495706677,P,11.524999618530272,11.377000045776366,11.633500099182127,11.679500102996826,11.450000019073487,11.874400005340576,10.605024976730347
2002-03-05,50.977208217040925,P,10.824999809265137,11.317000007629392,11.48150005340576,11.672250080108643,11.417400016784669,11.865450000762939,10.61714997768402
2002-03-06,50.70205768775808,B,11.0,11.229999923706053,11.35300006866455,11.673750066757203,11.391000022888184,11.864700002670288,10.62907497882843
2002-03-07,50.70917126546603,B,10.8100004196167,11.155999946594239,11.257000064849851,11.671000099182129,11.363200035095215,11.863650007247925,10.639824981689452
2002-03-08,50.384251747179555,B,11.199999809265137,11.07199993133545,11.21000003814697,11.644250106811523,11.341300029754638,11.862200002670289,10.652674980163575
2002-03-11,50.43650601302937,B,11.5,11.067000007629394,11.22200002670288,11.628000116348266,11.330100021362306,11.866000003814698,10.666299982070923
2002-03-12,51.676268458163285,P,11.93000030517578,11.288000106811523,11.302500057220458,11.634750127792358,11.327500019073486,11.871550006866455,10.681024985313416
2002-03-13,52.727169454296025,A,11.954999923706056,11.479000091552734,11.354500007629394,11.640000104904175,11.339100017547608,11.875550003051758,10.696224985122681
2002-03-14,53.58663562775072,A,11.720000267028809,11.661000061035157,11.408500003814698,11.607250118255616,11.351400032043458,11.877250003814698,10.710574984550476
2002-03-15,54.40832641320546,A,12.029999732971191,11.827000045776368,11.449499988555909,11.58700008392334,11.364900035858154,11.880749998092652,10.726899981498718
2002-03-18,54.93137023078802,A,12.170000076293944,11.961000061035156,11.514000034332275,11.573750066757203,11.378300037384033,11.887749996185303,10.74434998035431
2002-03-19,55.05498453626638,A,12.324999809265137,12.039999961853027,11.664000034332275,11.572750043869018,11.395200042724609,11.897199993133546,10.761674981117249
2002-03-20,55.2106514810903,A,12.34000015258789,12.117000007629395,11.798000049591064,11.575500059127808,11.414500045776368,11.906899995803833,10.779449982643127
2002-03-21,55.68687197645604,A,12.350000381469728,12.243000030517578,11.952000045776368,11.60450005531311,11.438100051879882,11.91289999961853,10.797799983024596
2002-03-22,55.98551941930515,A,12.375,12.31200008392334,12.069500064849853,11.639750051498414,11.461700057983398,11.917699995040893,10.816824984550475
2002-03-25,56.01249439605397,A,12.234999656677246,12.325,12.143000030517578,11.68250002861023,11.485900058746338,11.918699989318847,10.835074982643128
2002-03-26,55.70648243142844,A,12.199999809265137,12.3,12.169999980926514,11.736250019073486,11.503100051879883,11.919649991989136,10.85349997997284
2002-03-27,55.556508524382586,A,12.390000343322754,12.310000038146972,12.213500022888184,11.784000015258789,11.537100067138672,11.924299993515014,10.869449982643127
2002-03-28,55.483974786724396,A,12.545000076293944,12.348999977111816,12.296000003814697,11.852250003814698,11.574600067138672,11.931749992370605,10.887049984931945
2002-03-29,55.45739798310532,A,12.545000076293944,12.382999992370605,12.347500038146972,11.898500013351441,11.614400062561035,11.941049995422363,10.90547498703003
2002-04-01,55.518171466451584,A,12.395000457763672,12.41500015258789,12.370000076293945,11.94200005531311,11.651200065612793,11.949499998092652,10.923349990844727
2002-04-02,55.80259465828101,A,12.454999923706056,12.466000175476074,12.383000087738036,12.023500061035156,11.680300064086914,11.95840000152588,10.941099991798401
2002-04-03,55.70397551351684,A,12.270000457763672,12.442000198364259,12.376000118255615,12.08700008392334,11.70720006942749,11.965600004196167,10.958174996376037
2002-04-04,55.281263825145324,A,12.244999885559082,12.382000160217284,12.36550006866455,12.158750057220459,11.730300064086913,11.97005000114441,10.975624995231628
2002-04-05,54.792989957541295,P,12.175000190734863,12.308000183105468,12.345500087738037,12.207500076293945,11.751800060272217,11.969050006866455,10.993999996185302
2002-04-08,54.44276139174425,P,12.225000381469728,12.27400016784668,12.344500160217285,12.243750095367432,11.775900058746338,11.966300010681152,11.011224999427796
2002-04-09,53.96581596375689,P,12.3100004196167,12.245000267028809,12.355500221252441,12.262750101089477,11.804100074768066,11.95690001487732,11.029175000190735
2002-04-10,53.800715570955106,P,12.420000076293944,12.275000190734863,12.35850019454956,12.286000108718872,11.83200008392334,11.947800016403198,11.04767499923706
2002-04-11,53.907909888942385,A,12.654999732971191,12.357000160217286,12.369500160217285,12.332750082015991,11.86040008544922,11.94105001449585,11.0675
2002-04-12,54.424740149168734,A,13.0,12.522000122070313,12.41500015258789,12.381250095367431,11.898800086975097,11.93265001296997,11.089574999809265
2002-04-15,55.08007468775452,A,13.125,12.702000045776368,12.488000106811523,12.429000091552734,11.946200084686279,11.92935001373291,11.11142499923706
2002-04-16,55.60547798634914,A,13.010000228881836,12.842000007629395,12.5435001373291,12.463250112533569,11.98700008392334,11.924700012207031,11.132800002098083
2002-04-17,55.538003453171456,A,12.44499969482422,12.84699993133545,12.561000061035156,12.468500089645385,12.016500072479248,11.91515001296997,11.150125002861023
2002-04-18,55.35336622358303,A,12.56999969482422,12.829999923706055,12.59350004196167,12.47950005531311,12.050600070953369,11.907600011825561,11.16852499961853
2002-04-19,54.788965289415444,A,12.630000114440918,12.755999946594239,12.639000034332275,12.492250061035156,12.068500080108642,11.900900011062623,11.18670000076294
2002-04-22,53.70530717814458,A,12.295000076293944,12.589999961853028,12.646000003814697,12.49525008201599,12.077900085449219,11.889700012207031,11.203125
2002-04-23,52.81947741077753,A,12.28499984741211,12.444999885559081,12.643499946594238,12.49950008392334,12.087700080871581,11.87855001449585,11.219600000381469
2002-04-24,52.47553733043157,A,12.199999809265137,12.395999908447266,12.621499919891358,12.49000005722046,12.09470006942749,11.868050012588501,11.23567500114441
2002-04-25,52.009787007323986,P,12.31999969482422,12.345999908447265,12.58799991607666,12.478750038146973,12.093600063323974,11.859950008392333,11.252249999046326
2002-04-26,51.645072106548675,P,12.345000267028809,12.288999938964844,12.522499942779541,12.468750047683717,12.091800060272217,11.857650012969971,11.268324999809264
2002-04-29,51.491078774138266,P,12.114999771118164,12.252999877929687,12.421499919891357,12.45475001335144,12.085400047302246,11.850950012207031,11.283899998664856
2002-04-30,51.64266534650219,B,12.460000038146973,12.28799991607666,12.366499900817871,12.455000019073486,12.08770004272461,11.84605001449585,11.30119999885559
2002-05-01,52.062040429583,B,12.579999923706056,12.363999938964845,12.379999923706055,12.470499992370605,12.093600044250488,11.846000013351441,11.31789999961853
2002-05-02,52.47440609145167,A,12.5,12.4,12.372999954223634,12.483249998092651,12.108200035095216,11.84605001449585,11.335025000572205
2002-05-03,52.815506031471266,A,12.390000343322754,12.409000015258789,12.348999977111816,12.494000005722047,12.122600040435792,11.84565001487732,11.351350002288818
2002-05-06,53.20960740992596,A,12.140000343322754,12.414000129699707,12.333500003814699,12.489750003814697,12.137800045013428,11.842050018310546,11.36612500190735
2002-05-07,53.42734970822582,A,12.34000015258789,12.390000152587891,12.339000034332276,12.491249990463256,12.162100048065186,11.842600021362305,11.382800002098083
2002-05-08,53.5136213167529,A,12.600000381469728,12.394000244140624,12.379000091552737,12.500250005722046,12.185400047302245,11.845300025939942,11.400850005149842
2002-05-09,53.51162987782282,A,12.454999923706056,12.385000228881836,12.392500114440917,12.49025001525879,12.210900039672852,11.847550029754638,11.417750005722047
2002-05-10,53.50480928054202,P,12.449999809265137,12.397000122070313,12.40300006866455,12.462750005722047,12.227500038146973,11.848050031661987,11.434350004196167
2002-05-13,53.68485244611671,A,12.460000038146973,12.461000061035156,12.437500095367431,12.429500007629395,12.246200046539307,11.848100032806396,11.450700006484986
2002-05-14,53.76313061728796,A,12.5649995803833,12.505999946594239,12.448000049591064,12.407249975204468,12.28100004196167,11.849200029373169,11.466275005340576
2002-05-15,53.59510619196474,A,12.470000267028809,12.479999923706055,12.43700008392334,12.408500003814698,12.310400047302245,11.850700035095215,11.482925004959107
2002-05-16,53.795208809379936,A,12.65999984741211,12.520999908447266,12.45300006866455,12.413000011444092,12.347400035858154,11.855300035476684,11.500000004768372
2002-05-17,54.18533667865227,A,12.800000190734863,12.590999984741211,12.494000053405761,12.42150001525879,12.379400043487548,11.860350036621094,11.517875003814698
2002-05-20,54.84923968010534,A,13.149999618530272,12.728999900817872,12.594999980926513,12.464249992370606,12.412400035858154,11.871250028610229,11.535875000953673
2002-05-21,55.56838090545879,A,13.364999771118164,12.888999938964844,12.69749994277954,12.518249988555908,12.441100025177002,11.884300022125244,11.556100001335144
2002-05-22,56.14945967906285,A,13.074999809265137,13.009999847412109,12.744999885559082,12.561999988555907,12.463500022888184,11.901300020217896,11.574349999427795
2002-05-23,57.13978404601145,A,13.765000343322754,13.230999946594238,12.875999927520752,12.634250020980835,12.504400024414062,11.927900028228759,11.596350002288819
2002-05-24,57.68742207139408,A,13.475000381469728,13.365999984741212,12.97849998474121,12.690750026702881,12.533300037384032,11.949100036621093,11.617350006103516
2002-05-27,57.7684974709909,A,13.475000381469728,13.431000137329102,13.080000019073486,12.758750057220459,12.55940004348755,11.968850040435791,11.638475008010865
2002-05-28,57.453821407875246,A,13.30500030517578,13.419000244140625,13.154000091552735,12.801000070571899,12.579000053405762,11.987100048065185,11.658425011634826
2002-05-29,57.67797504006626,A,13.56999969482422,13.518000221252441,13.264000034332275,12.850500059127807,12.603600044250488,12.009050045013428,11.679475011825561
2002-05-30,57.17560724374451,A,13.699999809265137,13.505000114440918,13.368000030517578,12.910500049591064,12.630600032806397,12.03435004234314,11.700225009918213
2002-05-31,57.26403106990528,A,13.925000190734863,13.595000076293946,13.480500030517579,12.98725004196167,12.661600036621094,12.061650047302246,11.720850009918212
2002-06-03,57.141750067802946,A,13.595000267028809,13.619000053405761,13.525000095367432,13.060000038146972,12.688800048828124,12.087350053787231,11.739900012016296
2002-06-04,56.976521034767615,A,13.274999618530272,13.61299991607666,13.516000080108643,13.106750011444092,12.710300045013428,12.106700048446655,11.757575011253357
2002-06-05,56.44231443011123,A,13.199999809265137,13.538999938964844,13.528500080108643,13.136749982833862,12.726500034332275,12.131800050735473,11.776050009727477
2002-06-06,55.77722650458074,A,13.145000457763672,13.42800006866455,13.466500091552735,13.171250009536744,12.73850004196167,12.156550054550172,11.79452501296997
2002-06-07,54.758392631542215,P,13.010000228881836,13.245000076293945,13.420000076293945,13.199250030517579,12.747800045013427,12.181100053787231,11.811825013160705
2002-06-10,54.287817016567374,P,13.175000190734863,13.161000061035157,13.390000057220458,13.235000038146973,12.763400039672852,12.207300052642822,11.829950013160705
2002-06-11,54.03097201878174,P,13.0,13.1060001373291,13.35950002670288,13.256750059127807,12.77430004119873,12.227300052642823,11.84582501411438
2002-06-12,53.42758189183365,P,12.5600004196167,12.978000259399414,13.258500099182129,13.261250066757203,12.78010004043579,12.24365005493164,11.85922501564026
2002-06-13,53.78132245157357,P,13.43000030517578,13.035000228881836,13.231500148773193,13.299750089645386,12.803800048828125,12.267050056457519,11.877875018119813
2002-06-14,54.4426405675701,P,13.625,13.158000183105468,13.201500129699706,13.341000080108643,12.832800045013428,12.292300052642823,11.90025002002716
2002-06-17,55.32292378590146,A,14.19499969482422,13.36200008392334,13.261500072479247,13.39325008392334,12.872200031280517,12.324050045013427,11.923975019454955
2002-06-18,56.57743992308908,A,14.375,13.63700008392334,13.37150011062622,13.443750095367431,12.913500022888183,12.358800048828124,11.94860002040863
2002-06-19,58.712574417775926,A,14.755000114440918,14.076000022888184,13.527000141143798,13.52775011062622,12.960200023651122,12.396100053787231,11.97512502193451
2002-06-20,60.70807901339657,A,15.824999809265137,14.554999923706054,13.795000076293945,13.63075008392334,13.023600025177002,12.44200005531311,12.007000021934509
2002-06-21,62.24750409040167,A,15.53499984741211,14.936999893188476,14.047500038146973,13.733750057220458,13.074300022125245,12.486550054550172,12.037425022125245
2002-06-24,63.411251870789165,A,15.765000343322754,15.251000022888183,14.306500053405761,13.84825005531311,13.127100028991698,12.536650056838988,12.07205002307892
2002-06-25,64.0290337740692,A,15.44499969482422,15.464999961853028,14.551000022888184,13.955250024795532,13.175800018310547,12.581400051116944,12.104075021743775
2002-06-26,64.52692893692345,A,15.835000038146973,15.680999946594238,14.878499984741211,14.06850004196167,13.243600025177003,12.630050048828124,12.138125023841859
2002-06-27,63.57411017104909,A,15.425000190734863,15.601000022888183,15.07799997329712,14.154750061035156,13.300700035095215,12.675650053024292,12.170000023841858
2002-06-28,62.08814810359337,A,14.65999984741211,15.426000022888184,15.18149995803833,14.191500043869018,13.341300029754638,12.70490005493164,12.19705002307892
2002-07-01,60.05906997677429,A,14.364999771118164,15.145999908447266,15.198499965667725,14.230000019073486,13.382700023651124,12.73030005455017,12.217375020980835
2002-07-02,58.133794650958116,A,14.0,14.856999969482422,15.160999965667724,14.266250038146973,13.417000026702881,12.752350053787232,12.23825002193451
2002-07-03,55.867450180174735,A,14.225000381469728,14.535000038146972,15.107999992370605,14.317500066757201,13.457500038146973,12.776100053787232,12.259625024795533
2002-07-04,54.257363485103006,P,14.225000381469728,14.295000076293945,14.948000049591064,14.371500062942506,13.495600051879883,12.79460005760193,12.279850025177002
2002-07-05,54.111124747637966,P,14.675000190734863,14.298000144958497,14.86200008392334,14.454750061035156,13.542200050354005,12.81700005531311,12.301975026130677
2002-07-08,54.068000995800126,P,14.255000114440918,14.276000213623046,14.711000061035156,14.508750057220459,13.585000057220459,12.835200052261353,12.321900024414063
2002-07-09,54.07395391808242,P,13.9350004196167,14.263000297546387,14.560000133514404,14.555500078201295,13.614500064849853,12.851100053787231,12.339100027084351
2002-07-10,53.38580578885981,P,13.300000190734863,14.078000259399413,14.306500148773193,14.592500066757202,13.62890007019043,12.86125005722046,12.352225027084351
2002-07-11,53.1096581156579,P,13.539999961853027,13.941000175476074,14.11800012588501,14.598000049591064,13.64970006942749,12.878950052261352,12.36517502784729
2002-07-12,52.19195924857252,P,13.5600004196167,13.718000221252442,14.00800018310547,14.5947500705719,13.67310007095337,12.89785005569458,12.376400032043456
2002-07-15,51.55674237534881,P,13.300000190734863,13.527000236511231,13.901500225067139,14.550000095367432,13.69630006790161,12.91705005645752,12.387650032043457
2002-07-16,51.38563785606507,P,13.494999885559082,13.439000129699707,13.851000213623047,14.506000089645386,13.719400062561036,12.94075005531311,12.400125031471253
2002-07-17,51.871874610512435,P,13.46500015258789,13.472000122070312,13.775000190734863,14.441500091552735,13.736700057983398,12.961050052642822,12.413200030326843
2002-07-18,51.54000488585945,P,13.0,13.364000129699708,13.65250015258789,14.300250101089478,13.747600059509278,12.979250049591064,12.423250031471252
2002-07-19,50.48856405338818,P,12.350000381469728,13.122000122070313,13.420000171661377,14.141000127792358,13.745600070953369,12.986550054550172,12.429600033760071
2002-07-22,49.47822291359858,P,12.199999809265137,12.902000045776367,13.214500141143798,13.962750101089478,13.740400066375733,12.99330005645752,12.433850030899048
2002-07-23,47.75036734403859,P,11.649999618530272,12.532999992370605,12.986000061035156,13.77300009727478,13.722100067138673,13.00155005455017,12.433500027656555
2002-07-24,47.86536726658264,P,13.550000190734863,12.55,13.011000061035157,13.658750104904176,13.743700065612792,13.027050056457519,12.445875029563904
2002-07-25,49.24538514822556,P,14.135000228881836,12.777000045776367,13.070500087738036,13.594250106811524,13.773200073242187,13.06030005455017,12.461975030899048
2002-07-26,51.224074472082634,P,13.824999809265137,13.07199993133545,13.097000026702881,13.552500104904174,13.793700065612793,13.086550054550171,12.474375028610229
2002-07-29,54.140588860766634,A,14.75,13.581999969482421,13.242000007629395,13.571750116348266,13.825700073242187,13.11905005455017,12.492525029182435
2002-07-30,57.1506756101136,A,14.335000038146973,14.119000053405761,13.326000022888184,13.588500118255615,13.845100078582764,13.143100051879882,12.507325029373169
2002-07-31,58.4162671177711,A,14.994999885559082,14.407999992370605,13.478999996185303,13.627000093460083,13.883500080108643,13.173500051498413,12.524525027275086
2002-08-01,58.10312794378703,A,14.095000267028809,14.4,13.588500022888184,13.620500087738037,13.890100078582764,13.197250051498413,12.537250027656555
2002-08-02,57.895391845373446,A,13.949999809265137,14.425,13.748499965667724,13.58425006866455,13.899600067138671,13.216450052261353,12.548600025177002
2002-08-05,56.22183485165318,A,13.5,14.175,13.878499984741211,13.546500062942505,13.900100059509278,13.229750051498414,12.558750023841858
2002-08-06,55.15766721994857,P,13.529999732971191,14.013999938964844,14.066499996185303,13.52625002861023,13.904600048065186,13.241800050735474,12.569500021934509
2002-08-07,53.85507080096272,P,13.925000190734863,13.8,14.103999996185303,13.55750002861023,13.9117000579834,13.257650051116944,12.582275023460388
2002-08-08,54.195434683828694,P,14.699999809265137,13.920999908447266,14.160499954223633,13.615500020980836,13.931700057983399,13.281150045394897,12.597025022506713
2002-08-09,54.68957712687543,A,14.8149995803833,14.093999862670898,14.25949993133545,13.678249979019165,13.949500045776368,13.30555004119873,12.611625018119812
2002-08-12,55.45123129555179,A,14.505000114440918,14.294999885559083,14.234999942779542,13.738499975204467,13.967700042724609,13.328250045776366,12.623475017547607
2002-08-13,55.390623502778055,A,13.824999809265137,14.353999900817872,14.183999919891358,13.75499997138977,13.978700046539307,13.344500045776368,12.632075018882752
2002-08-14,55.36438571932009,A,13.954999923706056,14.359999847412109,14.079999923706055,13.779499959945678,13.993800048828126,13.3601500415802,12.642225017547608
2002-08-15,54.48306469635755,A,13.760000228881836,14.17199993133545,14.046499919891357,13.81749997138977,14.006100044250488,13.37230004310608,12.652025017738342
2002-08-16,53.935045019936176,P,14.18000030517578,14.045000076293945,14.069499969482422,13.908999967575074,14.029500045776366,13.388650045394897,12.66485002040863
2002-08-19,53.78918785535513,P,14.09000015258789,13.96200008392334,14.128499984741211,14.003499984741211,14.047800045013428,13.40560004234314,12.677550020217895
2002-08-20,54.42200269833513,A,14.09000015258789,14.015000152587891,14.184500026702882,14.125500011444093,14.069600048065185,13.421950044631958,12.690175023078918
2002-08-21,54.81981456765504,A,14.050000190734863,14.034000205993653,14.19700002670288,14.150500011444091,14.099400043487549,13.43975004196167,12.702675023078918
2002-08-22,55.331654870946316,A,14.375,14.157000160217285,14.164500045776368,14.1625,14.118300037384033,13.461050043106079,12.715550022125244
2002-08-23,55.46180662520366,A,14.65999984741211,14.253000068664551,14.149000072479248,14.204250001907349,14.139000034332275,13.48590003967285,12.727475023269653
2002-08-26,55.31676755910837,A,14.625,14.360000038146973,14.161000061035157,14.19800000190735,14.14760004043579,13.509900035858154,12.738100023269654
2002-08-27,55.04324069589833,A,14.645000457763672,14.47100009918213,14.24300012588501,14.213500022888184,14.153000049591064,13.533250036239624,12.74507502555847
2002-08-28,54.79594540224343,A,14.470000267028809,14.555000114440919,14.294500160217286,14.18725004196167,14.147300052642823,13.553750038146973,12.750775027275086
2002-08-29,54.403974167503826,A,14.359999656677246,14.552000045776367,14.354500102996827,14.200500011444092,14.118000049591064,13.570800037384034,12.755925025939941
2002-08-30,53.903907762296534,A,14.574999809265137,14.535000038146972,14.394000053405762,14.231750011444092,14.098800048828124,13.586550035476684,12.759600024223328
2002-09-02,53.6450943155981,A,14.574999809265137,14.525,14.442500019073487,14.285500001907348,14.075000038146973,13.601050033569337,12.765200023651124
2002-09-03,52.64445691648948,A,13.854999542236328,14.36699981689453,14.41899995803833,14.301749992370606,14.043200035095214,13.60950002670288,12.767100019454956
2002-09-04,52.183003349256374,A,14.06999969482422,14.286999702453613,14.420999908447266,14.308999967575073,14.00790002822876,13.625750026702882,12.770450019836426
2002-09-05,51.66290489838207,A,13.954999923706056,14.205999755859375,14.37899990081787,14.27174997329712,13.978500022888184,13.6396000289917,12.77360002040863
2002-09-06,51.35553505246572,P,14.260000228881836,14.142999839782714,14.338999938964843,14.244000005722047,13.970500030517577,13.655900030136108,12.778400020599365
2002-09-09,51.625687985973514,P,14.875,14.202999877929688,14.363999938964843,14.2625,13.980700035095214,13.681700029373168,12.7857000207901
2002-09-10,53.01102944211007,A,15.079999923706056,14.447999954223633,14.407499885559082,14.325250005722046,14.002300033569336,13.709650030136109,12.794100022315979
2002-09-11,54.38312670087058,A,15.350000381469728,14.704000091552734,14.495499897003175,14.39500002861023,14.024800033569337,13.741150035858155,12.804600024223328
2002-09-12,55.911824784565226,A,15.199999809265137,14.95300006866455,14.579499912261962,14.467000007629395,14.044300022125244,13.769950037002564,12.814950022697449
2002-09-13,56.930277868591794,A,15.09000015258789,15.119000053405761,14.630999946594239,14.5125,14.052600021362304,13.797400035858153,12.827525024414063
2002-09-16,57.42703478807979,A,15.350000381469728,15.21400012969971,14.708500003814697,14.575500011444092,14.07450002670288,13.82975004196167,12.84035002708435
2002-09-17,57.33050800150594,A,15.15999984741211,15.230000114440918,14.839000034332276,14.628999996185303,14.099000015258788,13.85675004005432,12.851400027275085
2002-09-18,56.38427149304534,A,14.46500015258789,15.05300006866455,14.878500080108642,14.649749994277954,14.122300014495849,13.87560004234314,12.86080002784729
2002-09-19,55.56067855297521,A,14.529999732971191,14.919000053405762,14.936000061035156,14.657499980926513,14.142100009918213,13.895900039672851,12.87097502708435
2002-09-20,55.07409002446846,A,14.649999618530272,14.830999946594238,14.975,14.656999969482422,14.163899993896484,13.918500032424927,12.882075023651122
