Date,GRADE,GPS,GS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-06-09,,,46.47736358642578,46.00725784301758,46.49508819580079,47.433057403564455,,,
1999-06-10,,,44.96949768066406,45.97177963256836,46.1846492767334,47.0849214553833,,,
1999-06-11,,,44.88078308105469,45.67020492553711,45.852032852172854,46.83878631591797,,,
1999-06-14,,,43.46163177490234,45.00497283935547,45.37750129699707,46.57712898254395,,,
1999-06-15,,,44.525997161865234,44.86305465698242,45.27549819946289,46.368689918518065,,,
1999-06-16,,,46.299949645996094,44.827571868896484,45.417414855957034,46.22455749511719,,,
1999-06-17,,,46.12255096435547,45.05818252563476,45.51498107910156,46.1048168182373,,,
1999-06-18,,,45.98950958251953,45.279927825927736,45.475066375732425,46.0094669342041,,,
1999-06-21,,,49.31565856933594,46.45073318481445,45.727853012084964,46.15803527832031,,,
1999-06-22,,,48.25130081176758,47.19579391479492,46.02942428588867,46.28221187591553,,,
1999-06-23,,,46.12255096435547,47.1603141784668,45.99394302368164,46.244515609741214,,,
1999-06-24,,,46.16690826416016,47.169185638427734,46.11368408203125,46.149166679382326,,,
1999-06-25,,,47.009552001953125,47.37319412231445,46.326560974121094,46.089296913146974,,,
1999-06-28,,,47.23127365112305,46.95631713867188,46.703525161743165,46.04051322937012,,,
1999-06-29,,,48.07388687133789,46.920834350585935,47.05831413269043,46.16690616607666,,,
1999-06-30,,,51.2669677734375,47.94971771240235,47.55501594543457,46.4862154006958,,,
1999-07-01,,,50.24697113037109,48.76573028564453,47.967457962036136,46.74121952056885,,,
1999-07-02,,,50.33566284179688,49.43095245361328,48.402073287963866,46.93856983184814,,,
1999-07-05,,,50.33566284179688,50.051830291748054,48.50407371520996,47.11596336364746,,,
1999-07-06,,,50.02522277832031,50.44209747314453,48.68146591186523,47.355445098876956,,,
1999-07-07,,,48.25130081176758,49.83896408081055,48.894340896606444,47.444141960144044,,,
1999-07-08,,,47.71910858154297,49.33339157104493,49.049560928344725,47.58162250518799,,,
1999-07-09,,,47.71910858154297,48.81008071899414,49.12051658630371,47.7235387802124,,,
1999-07-12,,,48.517364501953125,48.44642105102539,49.24912567138672,47.97632541656494,47.87432456970215,,
1999-07-13,,,48.16260147094727,48.07389678955078,49.25799713134766,48.158155632019046,47.8388459777832,,
1999-07-14,,,47.98520660400391,48.020677947998045,48.9298210144043,48.242418479919436,47.817558975219725,,
1999-07-15,,,48.20694732666016,48.118245697021486,48.7258186340332,48.34663829803468,47.817558975219725,,
1999-07-16,,,48.29566955566406,48.233557891845706,48.521819305419925,48.4619462966919,47.73152313232422,,
1999-07-19,,,49.27131652832031,48.38434829711914,48.415384674072264,48.45972919464112,47.71378387451172,,
1999-07-20,,,48.33999633789063,48.41982727050782,48.2468620300293,48.46416397094727,47.67830535888672,,
1999-07-21,,,48.16260147094727,48.45530624389649,48.23799209594726,48.566166496276864,47.598478164672855,,
1999-07-22,,,47.18691253662109,48.25129928588867,48.18477249145508,48.617166709899905,47.50357208251953,,
1999-07-23,,,45.45732879638672,47.683631134033206,47.958594512939456,48.53955554962159,47.41664894104004,,
1999-07-26,,,44.88078308105469,46.80552444458008,47.59493637084961,48.42203102111817,47.340369033813474,,
1999-07-27,,,46.47736358642578,46.43299789428711,47.42641258239746,48.34220485687256,47.29602073669434,,
1999-07-28,,,46.8764762878418,46.17577285766602,47.31553955078125,48.12268028259278,47.2498983001709,,
1999-07-29,,,46.12255096435547,45.96290054321289,47.10709991455078,47.916459274291995,47.20200202941894,,
1999-07-30,,,45.63473510742188,45.998381805419925,46.841006469726565,47.681412887573245,47.15676658630371,,
1999-08-02,,,44.570350646972656,45.93629531860351,46.3709098815918,47.393147277832036,47.12128776550293,,
1999-08-03,,,43.15118789672852,45.271060180664065,45.85202903747559,47.04944553375245,47.06895614624023,,
1999-08-04,,,42.57467651367188,44.41070022583008,45.293236541748044,46.76561431884766,46.98292015075683,,
1999-08-05,,,42.0424690246582,43.59468383789063,44.77879219055176,46.481782341003424,46.86229179382324,,
1999-08-06,,,39.91375350952149,42.45048751831055,44.22443466186524,46.09151458740235,46.69642791748047,,
1999-08-09,,,39.60331344604492,41.457080078125,43.696687698364265,45.64581203460694,46.524355239868164,,
1999-08-10,,,40.53307723999024,40.93345794677735,43.10225906372071,45.264335823059085,46.424096221923826,,
1999-08-11,,,43.733055114746094,41.16513366699219,42.78791694641114,45.05172824859619,46.40114166259766,,
1999-08-12,,,43.15528869628906,41.38769760131836,42.4911907196045,44.79914531707764,46.361309661865235,,
1999-08-13,,,44.88861083984375,42.382669067382814,42.41657829284668,44.62879238128662,46.33130874633789,,
1999-08-16,,,44.71083831787109,43.40417404174805,42.430627059936526,44.40076847076416,46.289769668579105,,
1999-08-17,,,44.79972076416016,44.257502746582034,42.595480346679686,44.223754692077634,46.281052322387694,,
1999-08-18,,,44.31082534790039,44.37305679321289,42.769095230102536,44.03116588592529,46.237721557617185,,
1999-08-19,,,43.77750396728516,44.49749984741211,42.94259872436523,43.8606954574585,46.21388168334961,,
1999-08-20,,,44.31082534790039,44.38194274902344,43.38230590820312,43.80337028503418,46.202482528686524,,
1999-08-23,,,45.24415969848633,44.488607025146486,43.946390533447264,43.821539115905765,46.238133087158204,,
1999-08-24,,,45.11082458496094,44.55082778930664,44.404165267944336,43.75321216583252,46.24982963562012,,
1999-08-25,,,45.51084518432617,44.7908317565918,44.58194427490234,43.684930610656735,46.23404754638672,,
1999-08-26,,,44.621952056884766,44.959721374511716,44.728610610961915,43.609900665283206,46.2040355682373,,
1999-08-27,,,43.77750396728516,44.853057098388675,44.617499923706056,43.517039108276364,46.15979545593262,,
1999-08-30,,,42.177528381347656,44.23973083496094,44.36416893005371,43.39739799499512,46.01703285217285,,
1999-08-31,,,42.5330696105957,43.72417984008789,44.13750381469727,43.366492080688474,45.902668228149416,,
1999-09-01,,,42.88861846923828,43.19973449707031,43.995283126831055,43.382189178466795,45.83798957824707,,
1999-09-02,,,42.13307189941406,42.70195846557617,43.83083992004394,43.38671932220459,45.75731285095215,,
1999-09-03,,,44.88861083984375,42.92417984008789,43.88861846923828,43.6354621887207,45.71489402770996,,
1999-09-06,,,44.88861083984375,43.46639633178711,43.85306358337402,43.89972705841065,45.66804077148438,,
1999-09-07,,,44.44417572021485,43.848617553710945,43.78639869689941,44.095281982421874,45.595446548461915,,
1999-09-08,,,44.48860168457031,44.16861419677734,43.684174346923825,44.13305931091308,45.45987922668457,,
1999-09-09,,,43.91083526611328,44.524166870117185,43.61306266784668,44.1708366394043,45.333156509399416,,
1999-09-10,,,44.866397857666016,44.51972427368164,43.72195205688477,44.16972599029541,45.223771209716794,,
1999-09-13,,,44.17750549316406,44.3775032043457,43.921949768066405,44.14305934906006,45.10060806274414,,
1999-09-14,,,42.22197723388672,43.93306350708008,43.89084053039551,44.01417217254639,44.94454315185547,,
1999-09-15,,,41.46641159057617,43.32862548828125,43.748619842529294,43.871951484680174,44.808845367431644,,
1999-09-16,,,41.02197265625,42.75085296630859,43.63750991821289,43.73417491912842,44.67490264892578,,
1999-09-17,,,42.71084213256836,42.319741821289064,43.41973304748535,43.654175758361816,44.57473731994629,,
1999-09-20,,,43.19972610473633,42.124185943603514,43.25084457397461,43.551954078674314,44.46838455200195,46.17135456085205,
1999-09-21,,,42.044193267822266,42.088629150390624,43.010846328735354,43.39862251281738,44.34601638793945,46.092431182861326,
1999-09-22,,,43.59972381591797,42.51529159545898,42.92195854187012,43.303066444396975,44.258306732177736,46.03793285369873,
1999-09-23,,,43.244171142578125,42.95973129272461,42.8552921295166,43.23417739868164,44.159051208496095,45.98830509185791,
1999-09-24,,,44.04415893554688,43.22639465332031,42.773068237304685,43.24751014709473,44.07402099609375,45.90277206420898,
1999-09-27,,,43.77750396728516,43.341950225830075,42.733068084716805,43.3275089263916,43.964144744873046,45.838964309692386,
1999-09-28,,,44.26639938354492,43.78639144897461,42.93751029968262,43.41417541503906,43.882672805786136,45.78048908233642,
1999-09-29,,,43.68861389160156,43.804169464111325,43.159730529785165,43.45417518615723,43.79319305419922,45.69583560943604,
1999-09-30,,,43.37752151489258,43.83083953857422,43.39528541564942,43.516397666931155,43.717005233764645,45.61028865814209,
1999-10-01,,,42.088626861572266,43.4397331237793,43.33306388854981,43.37639846801758,43.64963119506836,45.5331400680542,
1999-10-04,,,43.86639404296875,43.45751113891602,43.399730682373054,43.325287628173825,43.62934341430664,45.48485622406006,
1999-10-05,,,44.26639938354492,43.45751113891602,43.621951293945315,43.316398811340335,43.58512413024902,45.44057243347168,
1999-10-06,,,45.51084518432617,43.821957397460935,43.81306343078614,43.36751098632813,43.55781150817871,45.40385490417481,
1999-10-07,,,44.93305206298828,44.13306350708008,43.98195152282715,43.41862182617187,43.534021530151364,45.36801177978516,
1999-10-08,,,45.46638870239258,44.80861587524414,44.12417449951172,43.448621368408205,43.53065460205078,45.343710594177246,
1999-10-11,,,45.28861618041992,45.09306030273437,44.275285720825195,43.50417690277099,43.545019912719724,45.333153839111326,
1999-10-12,,,44.75526809692383,45.190834045410156,44.32417259216309,43.630841445922854,43.57710151672363,45.323028831481935,
1999-10-13,,,43.37752151489258,44.76416931152344,44.29306335449219,43.72639694213867,43.59315841674805,45.28803928375244,
1999-10-14,,,44.0886116027832,44.59528121948242,44.36417236328125,43.87972888946533,43.634081268310545,45.24818653106689,
1999-10-15,,,42.488616943359375,43.99972686767578,44.40417137145996,43.868617630004884,43.68557853698731,45.191003227233885,
1999-10-18,,,42.13307189941406,43.36861801147461,44.23083915710449,43.81528491973877,43.736173706054686,45.13026447296143,
1999-10-19,,,42.93305587768555,43.00417556762695,44.09750480651856,43.859728050231936,43.784173278808595,45.104134750366214,
1999-10-20,,,43.91083526611328,43.11083831787109,43.937503814697266,43.8752836227417,43.78772888183594,45.0944352722168,
1999-10-21,,,44.04087829589844,43.10129165649414,43.84828643798828,43.91511898040771,43.80544067382812,45.08337516784668,
1999-10-22,,,46.66818237304688,43.93720474243164,43.96846580505371,44.04632015228272,43.841032104492186,45.08617042541504,
1999-10-25,,,45.59943389892578,44.63047714233399,43.9995475769043,44.13741664886474,43.85880401611328,45.07428684234619,
1999-10-26,,,44.04087829589844,44.85204162597656,43.928108596801756,44.12614059448242,43.84362716674805,45.06233974456787,
1999-10-27,,,45.86662292480469,45.24319915771484,44.17701873779297,44.23504104614258,43.87474311828613,45.05623233795166,
1999-10-28,,,51.29936218261719,46.6948959350586,44.89809379577637,44.63113307952881,44.02518028259277,45.11953098297119,
1999-10-29,,,50.58686828613281,47.478633117675784,45.70791893005371,45.05604515075684,44.15070114135742,45.17659183502197,
1999-11-01,,,49.42910385131836,48.2445671081543,46.43752212524414,45.334180641174314,44.234400024414064,45.23626655578613,
1999-11-02,,,49.696266174316406,49.37564468383789,47.11384315490723,45.60567398071289,44.326108856201174,45.287969245910645,
1999-11-03,,,48.98377990722656,49.99907608032227,47.621137619018555,45.77932071685791,44.39556755065918,45.31480754852295,
1999-11-04,,,49.96343612670898,49.73189086914063,48.21339340209961,46.030839920043945,44.502397232055664,45.353216400146486,
1999-11-05,,,52.50170135498047,50.11485748291015,48.79674530029297,46.38260555267334,44.67688117980957,45.4183383178711,
1999-11-08,,,52.01185989379883,50.63140869140625,49.437987899780275,46.71876773834229,44.873567810058596,45.445300331115725,
1999-11-09,,,51.21030807495117,50.934217071533205,50.154930877685544,47.041519737243654,45.0471125793457,45.47489040374756,
1999-11-10,,,51.25485610961914,51.388432312011716,50.69375419616699,47.43538646697998,45.214437332153324,45.52621345520019,
1999-11-11,,,52.23451232910156,51.842647552490234,50.78726921081543,47.8426815032959,45.41646614074707,45.58688949584961,
1999-11-12,,,56.82118606567383,52.70654449462891,51.410700988769534,48.55930995941162,45.65511764526367,45.685005836486816,
1999-11-15,,,55.574337005615234,53.41903991699219,52.02522430419922,49.23137321472168,45.868832168579104,45.76843647003174,
1999-11-16,,,59.00320816040039,54.97761993408203,52.95591850280762,50.034880828857425,46.160012817382814,45.877729682922364,
1999-11-17,,,56.68758392333984,56.06416549682617,53.72629890441895,50.67371826171875,46.4039924621582,45.93193584442139,
1999-11-18,,,57.13286590576172,57.043836212158205,54.443241882324216,51.328317642211914,46.668433074951174,46.00079479217529,
1999-11-19,,,56.95480728149414,57.070560455322266,54.88855247497558,51.842648887634276,46.91020126342774,46.06698623657226,
1999-11-22,,,56.776611328125,57.31101531982422,55.365027618408206,52.40150775909424,47.162183380126955,46.131395721435545,
1999-11-23,,,55.3962287902832,56.58961944580078,55.7836196899414,52.969275283813474,47.42566841125488,46.18510578155517,
1999-11-24,,,54.950904846191406,56.24228363037109,56.153224563598634,53.42348937988281,47.69535827636719,46.252101821899416,
1999-11-25,,,54.950904846191406,55.80589141845703,56.42486381530762,53.60606651306152,47.97393692016602,46.324419784545896,
1999-11-26,,,55.08449172973633,55.431828308105466,56.251194381713866,53.830947685241696,48.22140991210937,46.39807361602783,
1999-11-29,,,53.08061218261719,54.69262847900391,56.00182189941406,54.01352310180664,48.41902763366699,46.443706092834475,
1999-11-30,,,53.5259017944336,54.318563079833986,55.454091262817386,54.2050048828125,48.64866180419922,46.49733909606934,
1999-12-01,,,54.28292846679688,54.184967803955075,55.21362571716308,54.46996231079102,48.8623258972168,46.56031631469727,
1999-12-02,,,55.21807861328125,54.23840255737305,55.022146987915036,54.732694435119626,49.10180404663086,46.63042762756348,
1999-12-03,,,56.331298828125,54.48776397705078,54.95979614257813,54.924174308776855,49.34754684448242,46.71078392028809,
1999-12-06,,,54.86182022094727,54.8440055847168,54.76831703186035,55.06667232513428,49.569233169555666,46.766688957214356,
1999-12-07,,,57.667240142822266,55.67227325439453,54.99541816711426,55.389518928527835,49.83724998474121,46.859961395263674,
1999-12-08,,,56.999298095703125,56.21554718017578,55.20025749206543,55.67674102783203,50.103463668823245,46.94832836151123,
1999-12-09,,,56.999298095703125,56.571791076660155,55.4050968170166,55.91498031616211,50.375899200439456,47.04645221710205,
1999-12-10,,,58.42428970336914,56.99038925170898,55.73907661437988,55.99513549804688,50.70261245727539,47.17612182617187,
1999-12-13,,,58.46882629394531,57.71179046630859,56.2778980255127,56.139859962463376,50.99466110229492,47.31200225830078,
1999-12-14,,,56.108699798583984,57.400082397460935,56.53617782592774,55.99513454437256,51.2315071105957,47.408315620422364,
1999-12-15,,,56.5985221862793,57.31992721557617,56.767737197875974,55.99068145751953,51.45326065063477,47.50553607940674,
1999-12-16,,,55.97510147094727,57.115087890625,56.84343948364258,55.93279323577881,51.67410163879394,47.60406158447265,
1999-12-17,,,57.13286590576172,56.85680313110352,56.92359619140625,55.94169616699219,51.90743118286133,47.71904289245605,
1999-12-20,,,58.33523178100586,56.830084228515624,57.27093734741211,56.01962718963623,52.16836349487305,47.856691703796386,
1999-12-21,,,57.667240142822266,57.14179229736328,57.27093734741211,56.133177757263184,52.42660293579102,48.00185222625733,
1999-12-22,,,56.776611328125,57.17741012573242,57.2486686706543,56.224463081359865,52.69458473205567,48.14387157440186,
1999-12-23,,,57.711795806884766,57.524748992919925,57.31991844177246,56.36250762939453,52.96704841613769,48.30056484222412,
1999-12-24,,,57.711795806884766,57.64053497314453,57.24866905212402,56.493872833251956,53.271511993408204,48.47854526519775,
1999-12-27,,,58.46882629394531,57.66725387573242,57.24866905212402,56.76328353881836,53.59822708129883,48.66720039367676,
1999-12-28,,,60.56174850463867,58.2461555480957,57.69397392272949,57.11507587432861,53.95080093383789,48.86748710632324,
1999-12-29,,,62.69921112060547,59.4306755065918,58.30404281616211,57.53589000701904,54.32656845092774,49.057148666381835,
1999-12-30,,,65.68277740478516,61.024871826171875,59.2748104095459,58.05912494659424,54.75940643310547,49.2824235534668,
1999-12-31,,,67.10778045654297,62.90406875610351,60.272301864624026,58.59794902801514,55.16819839477539,49.50461524963379,
2000-01-03,,,62.92188262939453,63.79468002319336,60.73096694946289,59.0009521484375,55.51464736938477,49.68672569274902,
2000-01-04,,,58.95867156982422,63.474064636230466,60.86011009216308,59.0655237197876,55.81300323486328,49.82831520080566,
2000-01-05,,,56.19773864746094,62.173770141601565,60.80222282409668,59.025445747375485,56.01962554931641,49.94718433380127,
2000-01-06,,,58.60239410400391,60.757693481445315,60.891282653808595,59.10560054779053,56.16568618774414,50.09543323516846,
2000-01-07,,,58.82505035400391,59.1011474609375,61.002608108520505,59.12563858032227,56.33044982910156,50.24057548522949,
2000-01-10,,,60.11646270751953,58.5400634765625,61.16737174987793,59.20802040100098,56.54419700622559,50.38929851531982,
2000-01-11,,,60.42819595336914,58.83396835327149,61.15401649475098,59.42399520874024,56.75883560180664,50.542472229003906,
2000-01-12,,,60.11646270751953,59.617713165283206,60.895741653442386,59.59989223480225,56.9814892578125,50.68852840423584,
2000-01-13,,,60.20551681518555,59.93833770751953,60.34801559448242,59.81141300201416,57.18633087158203,50.84436405181885,
2000-01-14,,,61.00706481933594,60.37474060058594,59.73794403076172,60.00512294769287,57.35643814086914,51.01665966033936,
2000-01-17,,,61.00706481933594,60.552861022949216,59.54646224975586,60.13871459960937,57.536342239379884,51.20495502471924,
2000-01-18,,,61.897682189941406,60.84675827026367,59.840363311767575,60.35023670196533,57.750089721679686,51.3986011505127,
2000-01-19,,,62.38750457763672,61.30096664428711,60.45933990478515,60.63078136444092,57.97274269104004,51.59359001159668,
2000-01-20,,,61.313724517822266,61.52260818481445,60.73047294616699,60.81087779998779,58.154326934814456,51.78539653778076,
2000-01-21,,,61.135379791259766,61.54827117919922,60.96150588989258,60.98205699920654,58.24061080932617,51.94786422729492,
2000-01-24,,,58.32611083984375,61.012080383300784,60.782470703125,60.974921226501465,58.295646286010744,52.08223922729492,
2000-01-25,,,59.8421630859375,60.6009765625,60.723867416381836,60.938941955566406,58.31242538452148,52.23621910095215,
2000-01-26,,,62.96361923217773,60.716199493408205,61.008583068847656,60.95216236114502,58.43794609069824,52.420969276428224,
2000-01-27,,,63.498779296875,61.15321044921875,61.3379093170166,60.842962455749515,58.56526435852051,52.61684871673584,
2000-01-28,,,62.07183074951172,61.34050064086914,61.44438591003418,60.59116497039795,58.66760482788086,52.788903045654294,
2000-01-31,,,65.3716049194336,62.74959945678711,61.88083992004395,60.7136510848999,58.83950469970703,53.00084403991699,
2000-02-01,,,65.10404968261719,63.80197677612305,62.201476669311525,61.020919990539554,59.03366111755371,53.2296647644043,
2000-02-02,,,65.0148696899414,64.21222686767578,62.46421318054199,61.46177654266357,59.23494041442871,53.46514934539795,
2000-02-03,,,60.91243743896485,63.69495849609375,62.42408447265625,61.57727870941162,59.35417106628418,53.664053993225096,
2000-02-04,,,60.42190933227539,63.36497421264649,62.35273742675781,61.657121658325195,59.46091941833496,53.841164665222166,
2000-02-07,,,61.17997741699219,62.526648712158206,62.63812408447266,61.710297393798825,59.62290672302246,54.020967178344726,50.096160869598386
2000-02-08,,,63.81088638305664,62.2680160522461,63.03499641418457,61.879431915283206,59.82860641479492,54.23863410949707,50.1655326461792
2000-02-09,,,61.89344024658203,61.64373016357422,62.927978515625,61.96828079223633,59.98081665039062,54.421571273803714,50.22975206375122
2000-02-10,,,61.80424499511719,61.82209167480469,62.75852508544922,62.04821720123291,60.11253997802734,54.6071720123291,50.297738552093506
2000-02-11,,,60.73406982421875,61.88452377319336,62.62474899291992,62.03456745147705,60.20059539794922,54.77407112121582,50.3384215927124
2000-02-14,50.55020687557387,P,61.7150993347168,61.99154815673828,62.25909843444824,62.069969177246094,60.33766098022461,54.953447074890136,50.39620569229126
2000-02-15,49.95055672551663,P,61.7150993347168,61.572390747070315,61.920203399658206,62.06084003448486,60.4186181640625,55.12793407440186,50.45421157836914
2000-02-16,49.47512827698625,P,59.173336029052734,61.02836990356445,61.336050033569336,61.90013160705566,60.462098922729496,55.28278129577637,50.4893084526062
2000-02-17,48.93984175075764,P,58.59366226196289,60.386253356933594,61.10417251586914,61.76412849426269,60.493986206054686,55.43494270324707,50.52261568069458
2000-02-18,48.53294866117168,P,57.65720748901367,59.77088088989258,60.827702331542966,61.59021987915039,60.47864456176758,55.59062850952149,50.561884288787844
2000-02-21,48.054498177203435,P,57.65720748901367,58.959302520751955,60.47542533874512,61.55677471160889,60.462412185668946,55.72853664398193,50.606696434020996
2000-02-22,47.7577906254508,P,58.19232177734375,58.254747009277345,59.91356887817383,61.4742826461792,60.50408462524414,55.867795867919924,50.6541841506958
2000-02-23,48.316833482157996,P,61.17997741699219,58.65607528686523,59.84222259521484,61.385100555419925,60.595713729858396,56.02448719024658,50.71417104721069
2000-02-24,49.24232424325771,P,63.94466781616211,59.72627639770508,60.056264877319336,61.40739498138428,60.755105056762694,56.21460334777832,50.791307563781736
2000-02-25,50.276799364914915,P,63.67712020874024,60.93025894165039,60.35056991577149,61.4876594543457,60.885990142822266,56.3967106628418,50.87021062850952
2000-02-28,51.087848334486374,P,62.7852897644043,61.955875396728516,60.45758895874023,61.35834369659424,60.97499130249023,56.57167739868164,50.95241561889648
2000-02-29,52.4110335605968,A,65.99588012695312,63.51658706665039,60.88566703796387,61.40293521881104,61.14156410217285,56.78408351898193,51.05355617523193
2000-03-01,53.40328370025602,A,67.60118865966797,64.80082931518555,61.72845230102539,61.53225116729736,61.35805564880371,57.026320190429686,51.15717973709106
2000-03-02,54.02897755561256,A,68.67137908935547,65.74617156982421,62.736223983764646,61.92019824981689,61.577247314453125,57.27214786529541,51.26016719818115
2000-03-03,55.362309955508096,A,73.1305923461914,67.63686599731446,64.28356246948242,62.55563240051269,61.88562324523926,57.57856761932373,51.38478542327881
2000-03-06,57.094827014708784,A,73.9778060913086,69.87536926269532,65.91562232971191,63.19552383422852,62.19580284118652,57.897014961242675,51.51363971710205
2000-03-07,58.20062827020009,A,74.82506561279297,71.64120635986328,67.57889671325684,63.74623279571533,62.48106918334961,58.21593505859375,51.66003490447998
2000-03-08,58.548521419319904,A,72.59547424316406,72.6400634765625,68.72044639587402,64.28133449554443,62.67899444580078,58.50278144836426,51.79860836029053
2000-03-09,59.17223223799954,A,76.4749526977539,74.20077819824219,69.97347488403321,65.01486988067627,62.89483795166016,58.82712219238281,51.95524868011475
2000-03-10,59.32317124718488,A,80.0869140625,75.5920425415039,71.61445426940918,65.98251209259033,63.154420623779295,59.161309509277345,52.12373996734619
2000-03-13,59.179168305187915,A,78.74915313720703,76.54631195068359,73.21084060668946,66.83421478271484,63.47096603393555,59.49280670166016,52.28354677200318
2000-03-14,58.49807979579648,A,74.73590850830078,76.52848052978516,74.08484344482422,67.48525524139404,63.78651077270508,59.79975700378418,52.43104837417602
2000-03-15,58.34093720438404,A,73.88864135742188,76.78711395263672,74.71358871459961,68.2210205078125,64.1403288269043,60.07997718811035,52.56810476303101
2000-03-16,57.45353249480576,A,73.71023559570312,76.23417053222656,75.21747436523438,68.9768491744995,64.44248565673828,60.304085922241214,52.7118084526062
2000-03-17,57.39553366226448,A,83.11915588378906,76.84061889648437,76.21633071899414,70.24994659423828,64.92836776733398,60.629408798217774,52.903000316619874
2000-03-20,57.1921562457837,A,80.93412780761719,77.27761383056641,76.911962890625,71.41379261016846,65.34472106933593,60.94445903778076,53.090362796783445
2000-03-21,58.31354258612115,A,84.36772155761719,79.20397644042968,77.86622848510743,72.72256259918213,65.8235115814209,61.29117359161377,53.28957141876221
2000-03-22,59.38399401893764,A,83.58736419677734,81.14372100830079,78.96541748046874,73.84293193817139,66.29292961120605,61.63720943450928,53.47600849151611
2000-03-23,60.79201773842866,A,84.90283966064453,83.38224182128906,79.8082061767578,74.89084053039551,66.78687606811523,61.98660346984863,53.669909934997555
2000-03-24,60.68813017572683,A,86.55271911621094,84.06895446777344,80.45478668212891,76.03462047576905,67.29778915405274,62.32711364746094,53.87272598266602
2000-03-27,60.01112070238086,A,79.90853118896484,83.86383514404297,80.57072448730469,76.89078254699707,67.67581848144532,62.6060803604126,54.02569034576416
2000-03-28,58.730294262416756,A,80.80039978027344,83.15037078857422,81.17717361450195,77.63100852966309,68.05387283325196,62.90198127746582,54.18843584060669
2000-03-29,57.662206960155714,A,81.46924591064453,82.72674713134765,81.93523406982422,78.32441139221191,68.4355076599121,63.20412517547607,54.365169315338136
2000-03-30,55.73282904033468,A,76.25199890136719,80.99657897949218,82.18941040039063,78.7034423828125,68.73427314758301,63.44430004119873,54.51559476852417
2000-03-31,53.40606293783613,A,75.09261322021484,78.70455780029297,81.3867561340332,78.80154342651367,69.0134178161621,63.62701431274414,54.65601007461548
2000-04-03,52.430032790699464,A,75.27096557617188,77.77704467773438,80.82043991088867,78.86620140075684,69.35231491088867,63.82398059844971,54.79620853424072
2000-04-04,50.32936471332068,P,70.09837341308594,75.63663940429687,79.39350509643555,78.62986679077149,69.55743911743164,63.934932250976566,54.90633096694946
2000-04-05,47.98060192292027,P,69.51863861083984,73.24651794433593,77.9866325378418,78.47602500915528,69.68853950500488,64.06324279785156,54.99758932113647
2000-04-06,47.55520060922927,P,75.6277084350586,73.12165985107421,77.0591194152832,78.43366279602051,69.93111808776855,64.24819122314453,55.124493007659915
2000-04-07,47.47683296441687,P,73.1305923461914,72.72925567626953,75.71690673828125,78.08584671020508,70.15229331970215,64.40994907379151,55.238467655181886
2000-04-10,47.62838163726605,P,76.38578796386719,72.9522201538086,75.36463241577148,77.96767845153809,70.37257698059082,64.60604084014892,55.36871828079224
2000-04-11,48.944514955449726,P,74.78045654296875,73.88863677978516,74.76263809204102,77.96990585327148,70.56610511779785,64.79988311767578,55.49249444961548
2000-04-12,49.507731777871804,P,68.89431762695312,73.7637725830078,73.50514526367188,77.72018966674804,70.64369407653808,64.9393172454834,55.595709533691405
2000-04-13,48.86188998752062,P,67.95793914794922,72.22981872558594,72.67573928833008,77.43257484436035,70.78460411071778,65.06938758850097,55.696903686523434
2000-04-14,47.25451372768706,P,59.0395622253418,69.41161270141602,71.07043418884277,76.228595161438,70.7569571685791,65.10893829345703,55.75350595474243
