Date,GRADE,GPS,SPGI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-09,,,2.275590419769287,2.2549021244049072,2.2348612546920776,2.21223464012146,,,
1984-01-10,,,2.249730110168457,2.265245723724365,2.236800789833069,2.2151437640190124,,,
1984-01-11,,,2.223869562149048,2.2717101097106935,2.2355077266693115,2.2164366364479067,,,
1984-01-12,,,2.198012113571167,2.2471439838409424,2.231628918647766,2.2216083884239195,,,
1984-01-13,,,2.2174060344696045,2.2329216480255125,2.2348611831665037,2.2235478520393372,,,
1984-01-16,,,2.223869562149048,2.2225774765014648,2.238739800453186,2.2219316005706786,,,
1984-01-17,,,2.223869562149048,2.217405366897583,2.241325545310974,2.2206385731697083,,,
1984-01-18,,,2.223869562149048,2.217405366897583,2.244557738304138,2.2225778818130495,,,
1984-01-19,,,2.120434045791626,2.201889753341675,2.2245168685913086,2.2206384181976317,,,
1984-01-20,,,2.101040840148926,2.1786167144775392,2.205769181251526,2.2161130785942076,,,
1984-01-23,,,2.055788278579712,2.145000457763672,2.1837889671325685,2.209325110912323,,,
1984-01-24,,,2.055788278579712,2.1113842010498045,2.1643947839736937,2.2005977869033813,,,
1984-01-25,,,2.062252759933472,2.0790608406066897,2.148233103752136,2.191870415210724,,,
1984-01-26,,,2.0751821994781494,2.070010471343994,2.1359501123428344,2.1837895154953,,,
1984-01-27,,,2.004070281982422,2.0506163597106934,2.114616537094116,2.17473886013031,2.215984053611755,,
1984-01-30,,,1.913562893867493,2.0221712827682494,2.083585870265961,2.1611628353595735,2.20615763425827,,
1984-01-31,,,2.055788278579712,2.0221712827682494,2.066777741909027,2.154051643610001,2.2015030455589293,,
1984-02-01,,,1.9976041316986084,2.009241557121277,2.0441511988639833,2.1443544685840608,2.195943319797516,,
1984-02-02,,,1.9717453718185425,1.9885541915893554,2.029282331466675,2.1268996000289917,2.189866418838501,,
1984-02-03,,,1.9200282096862795,1.971745777130127,2.0111810684204103,2.108475124835968,2.1834016847610473,,
1984-02-06,,,1.9652808904647827,1.982089376449585,2.0021303296089177,2.092959648370743,2.177583410739899,,
1984-02-07,,,1.913562893867493,1.953644299507141,1.9879077911376957,2.0761512875556947,2.1708600664138795,,
1984-02-08,,,1.7842687368392944,1.9109772205352784,1.960109388828278,2.054171246290207,2.1610336327552795,,
1984-02-09,,,1.9070990085601809,1.8980479478836059,1.943301069736481,2.0396255910396577,2.154051721096039,,
1984-02-10,,,1.8618452548980715,1.8864113569259644,1.929078567028046,2.021847552061081,2.145647566318512,,
1984-02-13,,,1.8553800582885744,1.864431190490723,1.9232602834701542,2.0034230768680574,2.13672621011734,,
1984-02-14,,,1.8295220136642456,1.8476230144500736,1.900633656978607,1.9837056994438171,2.126770510673523,,
1984-02-15,,,1.8747763633728027,1.8657245397567752,1.8883508801460267,1.9662510395050048,2.1174613094329833,,
1984-02-16,,,1.9200282096862795,1.8683103799819947,1.8831791639328004,1.9562307476997376,2.1103500652313234,,
1984-02-17,,,1.9329575300216677,1.8825328350067139,1.884472095966339,1.9478265821933747,2.1042732119560243,,
1984-02-20,,,1.9329575300216677,1.8980483293533326,1.8812397599220276,1.9416850447654723,2.0983256673812867,,
1984-02-21,,,1.9394220113754272,1.9200283288955688,1.883825671672821,1.9358667314052582,2.093283154964447,,
1984-02-22,,,1.926492691040039,1.930371594429016,1.8980480670928954,1.9290787279605865,2.0878527665138247,,
1984-02-23,,,1.8941694498062132,1.925199842453003,1.8967551112174987,1.9200280904769897,2.083844614028931,,
1984-02-24,,,1.9652808904647827,1.931664514541626,1.9070986747741698,1.9180886209011079,2.0795778965950014,,
1984-02-27,,,2.004070281982422,1.945887064933777,1.9219676971435546,1.9226139903068542,2.0745354104042053,,
1984-02-28,,,1.991141438484192,1.9562309503555297,1.9381296396255494,1.9193816483020782,2.06936363697052,,
1984-02-29,,,2.0299296379089355,1.976918339729309,1.9536449670791627,1.9209979236125947,2.066260561943054,,
1984-03-01,,,2.004070281982422,1.9988985061645508,1.962049174308777,1.9226141691207885,2.063157501220703,,
1984-03-02,,,2.02346420288086,2.010535168647766,1.971099841594696,1.927785968780518,2.0597958326339723,,
1984-03-05,,,2.02346420288086,2.0144139528274536,1.9801505088806153,1.9306951344013217,2.056434164047241,,
1984-03-06,,,1.913562893867493,1.998898243904114,1.9775645971298217,1.9306951344013217,2.05009872674942,,
1984-03-07,,,1.881239652633667,1.9691602468490603,1.9730392932891845,1.9355436801910404,2.0429875159263613,,
1984-03-08,,,1.900634169578552,1.9484730243682862,1.9736857652664184,1.9352204382419589,2.0362641954422,,
1984-03-09,,,1.900634169578552,1.9239070177078248,1.9672210931777954,1.937159883975983,2.0305752110481263,,
1984-03-12,,,1.913562893867493,1.9019267559051514,1.9581703543663025,1.940069025754929,2.0251448011398314,,
1984-03-13,,,1.9458879232406616,1.9083917617797852,1.9536450028419494,1.9458873212337497,2.0201023173332215,,
1984-03-14,,,1.984676480293274,1.9290791273117065,1.9491196870803833,1.9513823270797732,2.0159648942947386,,
1984-03-15,,,1.97821044921875,1.944594383239746,1.946533703804016,1.9542914390563968,2.009112248420715,,
1984-03-16,,,2.0299296379089355,1.9704534769058228,1.9471802473068238,1.9591400444507603,2.003940486907959,,
1984-03-19,,,1.984676480293274,1.984676194190979,1.9433014750480653,1.9617259919643402,1.9981222081184387,,
1984-03-20,,,1.9458879232406616,1.984676194190979,1.946533977985382,1.9620492875576019,1.9920453643798828,,
1984-03-21,,,1.9200282096862795,1.9717465400695802,1.9504128336906432,1.9617260634899139,1.9859685373306275,,
1984-03-22,,,1.8747763633728027,1.9510597229003905,1.9478270530700683,1.9607564091682437,1.9795038223266601,,
1984-03-23,,,1.7778040170669556,1.9006345987319946,1.9355440378189086,1.9513825654983523,1.970711781978607,,
1984-03-26,,,1.8295220136642456,1.869603705406189,1.927139949798584,1.9426551520824433,1.9628248310089111,,
1984-03-27,,,1.810127139091492,1.842451548576355,1.913563871383667,1.9336044371128083,1.95454998254776,,
1984-03-28,,,1.8618452548980715,1.8308149576187134,1.9012807488441468,1.925200217962265,1.9473094964027404,,
1984-03-29,,,1.9070990085601809,1.837279486656189,1.8941696047782899,1.920351654291153,1.9430427956581116,,
1984-03-30,,,1.926492691040039,1.8670172214508056,1.8838259100914,1.9155030786991118,1.9395518326759338,,
1984-04-02,,,1.958816170692444,1.8928760528564457,1.8812398791313174,1.9122706770896911,1.9376123905181886,,
1984-04-03,,,1.9652808904647827,1.923906803131104,1.8831791758537295,1.9148565769195556,1.9358022427558899,,
1984-04-04,,,1.9652808904647827,1.9445939302444457,1.88770444393158,1.9190586388111115,1.9338628053665161,,
1984-04-05,,,1.8877047300338743,1.9407150745391846,1.8889972805976867,1.9184121668338776,1.9301132559776306,,
1984-04-06,,,1.9458879232406616,1.9445941209793092,1.9058056712150573,1.920674854516983,1.9289496088027953,2.0724668312072754,
1984-04-09,,,1.9329575300216677,1.9394223928451537,1.9161492228508,1.9216445863246918,1.929337501525879,2.0677475678920745,
1984-04-10,,,1.900634169578552,1.9264930486679077,1.9251999258995056,1.9193818986415863,1.9262344193458558,2.0638687324523928,
1984-04-11,,,1.9329575300216677,1.9200283765792847,1.9323111534118655,1.916795951128006,1.924941487312317,2.0604424035549163,
1984-04-12,,,1.9458879232406616,1.931665015220642,1.9361900448799134,1.9151798248291017,1.9244243383407593,2.05714537858963,
1984-04-13,,,2.0105340480804443,1.9445942401885987,1.944594180583954,1.914210045337677,1.9262344551086426,2.054818069934845,
1984-04-16,,,2.036393880844116,1.9652815103530883,1.952351951599121,1.9167959153652192,1.9276567149162291,2.0526200628280638,
1984-04-17,,,2.042858839035034,1.9937264442443847,1.9601097464561463,1.9216444611549377,1.9302426338195802,2.05055135011673,
1984-04-18,,,2.101040840148926,2.0273431062698366,1.9736857414245605,1.9306950926780702,1.9365780758857727,2.048805854320526,
1984-04-19,,,2.101040840148926,2.0583736896514893,1.9950193524360658,1.9420083165168762,1.9404569125175477,2.0472543168067934,
1984-04-20,,,2.101040840148926,2.0764750480651855,2.010534644126892,1.9581701576709747,1.9452408242225647,2.0454441952705382,
1984-04-23,,,2.055788278579712,2.080353927612305,2.0228177189826964,1.9694834709167481,1.9492489886283875,2.042987599372864,
1984-04-24,,,2.0816478729248047,2.088111734390259,2.0409190893173217,1.9830595076084137,1.9542915058135986,2.0405310082435606,
1984-04-25,,,2.042858839035034,2.0764753341674806,2.0519092202186586,1.9921101868152618,1.9576531553268433,2.037557232379913,
1984-04-26,,,2.0687172412872314,2.070010614395142,2.0641921520233155,2.0001910984516145,1.9606269359588624,2.035488500595093,
1984-04-27,,,2.055788278579712,2.0609601020812987,2.0687175750732423,2.006655877828598,1.9630835509300233,2.0336783814430235,
1984-04-30,,,2.0687172412872314,2.063545894622803,2.071949911117554,2.0121509313583372,1.9657987451553345,2.0320622062683107,
1984-05-01,,,2.049322366714477,2.057080793380737,2.072596263885498,2.016353005170822,1.9679967522621156,2.030639953613281,
1984-05-02,,,2.088112592697144,2.0661315441131594,2.07130343914032,2.0224945902824403,1.9712291502952575,2.029540958404541,
1984-05-03,,,2.101040840148926,2.0725962638854982,2.07130343914032,2.0331613957881927,1.975366578102112,2.029605596065521,
1984-05-04,,,2.088112592697144,2.0790611267089845,2.070010614395142,2.040272629261017,1.977823212146759,2.02870055437088,
1984-05-07,,,2.120434045791626,2.089404487609863,2.076475191116333,2.0496464550495146,1.9801504874229432,2.0273429489135744,
1984-05-08,,,2.120434045791626,2.103626823425293,2.0803538084030153,2.0606364488601683,1.9827363395690918,2.026049988269806,
1984-05-09,,,2.1850833892822266,2.1230209827423097,2.0945762634277343,2.0732427418231962,1.9858394145965577,2.026049988269806,
1984-05-10,,,2.159223318099976,2.1346574783325196,2.1036268711090087,2.083909511566162,1.9889424753189087,2.026049988269806,
1984-05-11,,,2.0751821994781494,2.1320713996887206,2.1055662631988525,2.087141919136047,1.9899768352508544,2.0248863339424132,
1984-05-14,,,2.055788278579712,2.119142246246338,2.1042733669281004,2.088111639022827,1.9906233167648315,2.0235287404060363,
1984-05-15,,,2.049322366714477,2.104919910430908,2.104273366928101,2.0884348154067993,1.9933385062217712,2.021718616485596,
1984-05-16,,,2.042858839035034,2.07647500038147,2.0997479915618897,2.0855257153511046,1.9965708899497985,2.01977920293808,
1984-05-17,,,2.036393880844116,2.0519091129302978,2.0932832956314087,2.0822933673858643,1.99928608417511,2.0177751398086547,
1984-05-18,,,2.004070281982422,2.0376867294311523,2.0848790645599364,2.077444839477539,2.0013548064231874,2.0159650087356566,
1984-05-21,,,1.9976041316986084,2.0260499000549315,2.0725960731506348,2.074535632133484,2.0030356311798094,2.0140902161598206,
1984-05-22,,,2.055788278579712,2.0273430824279783,2.0661314964294433,2.073242652416229,2.0052336382865907,2.012667977809906,
1984-05-23,,,1.991141438484192,2.01699960231781,2.0467373013496397,2.0706567823886872,2.0053629374504087,2.010663915872574,
1984-05-24,,,1.9394220113754272,1.9976052284240722,2.024757170677185,2.064192020893097,2.0045871686935426,2.006849708557129,
1984-05-25,,,1.913562893867493,1.9795037508010864,2.0085952401161196,2.057080751657486,2.0022598338127136,2.0031001603603364,
1984-05-28,,,1.913562893867493,1.9626955032348632,1.9943727016448975,2.049323034286499,2.000837562084198,1.9994798851013185,
1984-05-29,,,1.900634169578552,1.9316646814346314,1.9795038819313049,2.0418886244297028,1.9999324870109558,1.9959889256954193,
1984-05-30,,,1.958816170692444,1.9251996278762817,1.971099615097046,2.0354238033294676,2.000708246231079,1.9933383917808534,
1984-05-31,,,1.9523515701293943,1.927785539627075,1.9626953840255736,2.0279893398284914,2.002259750366211,1.9908817863464356,
1984-06-01,,,2.0299296379089355,1.9510588884353637,1.965281319618225,2.0250801920890806,2.0073022627830506,1.989007022380829,
1984-06-04,,,2.1268999576568604,1.9937263011932373,1.9782109022140504,2.0254034876823424,2.0132498216629027,1.988037326335907,
1984-06-05,,,2.1462953090667725,2.042858529090881,1.9872616052627563,2.0266965508460997,2.0199731850624083,1.9872615838050842,
1984-06-06,,,2.1850833892822266,2.088111972808838,2.0066558003425596,2.0266965508460997,2.0264379477500913,1.986873722076416,
1984-06-07,,,2.198012113571167,2.1372440814971925,2.032514810562134,2.0286359906196596,2.032256209850311,1.9876495027542114,
1984-06-08,,,2.159223318099976,2.1631028175354006,2.057080852985382,2.0328380465507507,2.0369108223915102,1.988231327533722,
1984-06-11,,,2.1398301124572754,2.1656888484954835,2.0797075748443605,2.037040138244629,2.0405311012268066,1.9890717458724976,
1984-06-12,,,2.1398301124572754,2.164395809173584,2.1036271691322326,2.0415655255317686,2.0440220856666564,1.9899121642112731,
1984-06-13,,,2.133364200592041,2.154051971435547,2.1210819721221923,2.0460907936096193,2.0473837518692015,1.9906232786178588,
1984-06-14,,,2.1462953090667725,2.143708610534668,2.14047634601593,2.051585865020752,2.0525555634498596,1.991334409713745,
1984-06-15,,,2.1527581214904785,2.1424155712127684,2.1527591943740845,2.059020256996155,2.0566929674148557,1.9928212881088256,
1984-06-18,,,2.249730110168457,2.164395570755005,2.165042209625244,2.0716265559196474,2.0630284190177917,1.9961829602718353,
1984-06-19,,,2.275590419769287,2.1915476322174072,2.1779717206954956,2.082616662979126,2.0705275440216067,1.998380981683731,
1984-06-20,,,2.3143765926361084,2.2277501106262205,2.190901041030884,2.0987784206867217,2.0781559252738955,2.001548706293106,
1984-06-21,,,2.275590419769287,2.253609132766724,2.1986588716506956,2.1155868411064147,2.084749975204468,2.0045871567726135,
1984-06-22,,,2.3079135417938232,2.2846402168273925,2.2135278940200807,2.1353043735027315,2.0906975650787354,2.008466010093689,
1984-06-25,,,2.249730110168457,2.2846402168273925,2.224517893791199,2.1521127343177797,2.094964289665222,2.011310502290726,
1984-06-26,,,2.2626585960388184,2.2820538520812987,2.236800742149353,2.1702139556407927,2.099360284805298,2.014801459312439,
1984-06-27,,,2.230334758758545,2.265245485305786,2.2464977979660032,2.183789885044098,2.10194616317749,2.0192621195316316,
1984-06-28,,,2.24326491355896,2.2587803840637206,2.256194758415222,2.198335552215576,2.104790644645691,2.0226237785816195,
1984-06-29,,,2.198012113571167,2.2368000984191894,2.260720157623291,2.206739675998688,2.1067300701141356,2.0259854471683503,
1984-07-02,,,2.1850833892822266,2.2238707542419434,2.254255485534668,2.209648847579956,2.109315972328186,2.0292824804782867,
1984-07-03,,,2.301447868347168,2.2316286087036135,2.256841230392456,2.2174064755439757,2.1137119722366333,2.034001739025116,
1984-07-04,,,2.301447868347168,2.245851230621338,2.255548357963562,2.223224699497223,2.118883752822876,2.0382684540748595,
1984-07-05,,,2.2626585960388184,2.2497299671173097,2.254255175590515,2.2264570236206054,2.1227625799179077,2.041694757938385,
1984-07-06,,,2.249730110168457,2.2600735664367675,2.2484368324279784,2.2309823632240295,2.1266414165496825,2.044862483739853,
1984-07-09,,,2.269123077392578,2.2768815040588377,2.2503761291503905,2.2374470114707945,2.1306495332717894,2.048224139213562,
1984-07-10,,,2.275590419769287,2.271710014343262,2.2516693115234374,2.244235026836395,2.1351748943328857,2.0515858232975006,
1984-07-11,,,2.275590419769287,2.2665385246276855,2.2561948776245115,2.2513463377952574,2.138924450874329,2.0550768005847933,
1984-07-12,,,2.223869562149048,2.2587807178497314,2.2542553424835203,2.255225050449371,2.141381025314331,2.0583738017082216,
1984-07-13,,,2.2174060344696045,2.252315902709961,2.256194734573364,2.2584574460983275,2.1439668941497803,2.0608950531482697,
1984-07-16,,,2.223869562149048,2.2432651996612547,2.260073351860046,2.257164418697357,2.146035604476929,2.0630930459499357,
1984-07-17,,,2.223869562149048,2.232921028137207,2.2523155212402344,2.254578375816345,2.148104314804077,2.0654203271865845,
1984-07-18,,,2.1915476322174072,2.216112470626831,2.2413254976272583,2.24843692779541,2.1482335996627806,2.0670365071296692,
1984-07-19,,,2.1462953090667725,2.200597620010376,2.2296891689300535,2.2419721722602843,2.147975039482117,2.0684587574005127,
1984-07-20,,,2.088112592697144,2.1747389316558836,2.2135274171829225,2.2309821248054504,2.1482336473464967,2.0691052412986757,
1984-07-23,,,2.0299296379089355,2.1359509468078612,2.189608073234558,2.2199921011924744,2.1477164745330812,2.0691698956489564,
1984-07-24,,,2.0816478729248047,2.107506608963013,2.17021381855011,2.210941565036774,2.148362984657288,2.0708507454395293,
1984-07-25,,,2.0945770740509038,2.0881124973297123,2.1521124839782715,2.2041536808013915,2.149397349357605,2.072984119653702,
1984-07-26,,,2.101040840148926,2.079061603546143,2.1398296117782594,2.19704247713089,2.1506902885437014,2.0749881863594055,
1984-07-27,,,2.1268999576568604,2.086819076538086,2.130779004096985,2.1934868693351746,2.1531468820571904,2.0772508442401887,
1984-07-30,,,2.1850833892822266,2.117849826812744,2.126900386810303,2.1934868693351746,2.1568964672088624,2.079966049194336,
1984-07-31,,,2.275590419769287,2.156638336181641,2.1320724725723266,2.1921939969062807,2.161292510032654,2.083263074159622,
1984-08-01,,,2.3273069858551025,2.2031843185424806,2.145648407936096,2.193486952781677,2.1680158209800724,2.0866893792152403,
1984-08-02,,,2.430741548538208,2.269124460220337,2.1740930318832397,2.201891100406647,2.177842211723328,2.091214690208435,
1984-08-03,,,2.353167772293091,2.314378023147583,2.2005985498428347,2.2070629835128783,2.18663430929184,2.0944470715522767,
1984-08-06,,,2.3402364253997803,2.345408630371094,2.231629228591919,2.2106186509132386,2.195167779922486,2.0980026710033415,
1984-08-07,,,2.443671226501465,2.379024791717529,2.267831563949585,2.2190226912498474,2.206028521060944,2.1029805040359495,
1984-08-08,,,2.3402364253997803,2.3816106796264647,2.2923974990844727,2.222254991531372,2.2136569261550907,2.1071825861930846,
1984-08-09,,,2.404883861541748,2.3764391422271727,2.322781801223755,2.231305706501007,2.222707571983338,2.112483661174774,
1984-08-10,,,2.48246169090271,2.402297925949097,2.35833797454834,2.2445584893226624,2.231758213043213,2.1195302379131316,
1984-08-13,,,2.4695303440093994,2.4281567096710206,2.386782670021057,2.2568415284156798,2.2386108207702637,2.1259303212165834,
1984-08-14,,,2.443671226501465,2.4281567096710206,2.403590750694275,2.2678316116333006,2.244558339118958,2.132265762090683,
1984-08-15,,,2.3790245056152344,2.435914325714111,2.408762502670288,2.277205455303192,2.248437161445618,2.1374375545978546,
1984-08-16,,,2.3919544219970703,2.4333284378051756,2.404883790016174,2.289488410949707,2.252316007614136,2.1422861087322236,
1984-08-17,,,2.443671226501465,2.425570344924927,2.4139341354370116,2.307266342639923,2.258004965782166,2.1474578940868376,
1984-08-20,,,2.48246169090271,2.428156614303589,2.4281566619873045,2.329892945289612,2.2648575973510745,2.1526943492889403,
1984-08-21,,,2.4695303440093994,2.4333284378051756,2.4307425737380983,2.3492870688438416,2.271451601982117,2.1577368438243867,
1984-08-22,,,2.430741548538208,2.4436718463897704,2.439793086051941,2.3660952925682066,2.2773991489410403,2.1623914504051207,
1984-08-23,,,2.3596301078796387,2.437206983566284,2.43526771068573,2.3790247559547426,2.2816658449172977,2.1671107041835787,
1984-08-24,,,2.3143765926361084,2.411348056793213,2.4184592008590697,2.388398587703705,2.28489821434021,2.170795590877533,2.1216312110424043
1984-08-27,,,2.3143765926361084,2.3777310371398928,2.402943825721741,2.394863247871399,2.2861911439895635,2.1746097815036776,2.121178674697876
1984-08-28,,,2.3273069858551025,2.349286365509033,2.3913074016571043,2.3974490761756897,2.2872254753112795,2.178876509666443,2.1213726210594177
1984-08-29,,,2.3337717056274414,2.32989239692688,2.3867821216583254,2.3977723121643066,2.2876133775711063,2.1828846514225004,2.1216635274887086
1984-08-30,,,2.3854894638061523,2.3350642681121827,2.386135625839233,2.3955097079277037,2.2898113584518436,2.1872806668281557,2.122213022708893
1984-08-31,52.4386244901911,P,2.398418664932251,2.351872682571411,2.381610369682312,2.397772252559662,2.291621460914612,2.1911595129966734,2.1229887914657595
1984-09-03,52.45408912781952,P,2.398418664932251,2.3686810970306396,2.373206067085266,2.4006813645362852,2.294595232009888,2.1947797608375548,2.1236999118328095
1984-09-04,52.46028561245783,P,2.366095781326294,2.376438856124878,2.3628626108169555,2.3968025922775267,2.2966639757156373,2.1980121302604676,2.1242817401885987
1984-09-05,52.469077167916446,A,2.3854894638061523,2.38678240776062,2.35833740234375,2.3990652441978453,2.2997670698165895,2.20085661649704,2.124831235408783
1984-09-06,52.471674987467196,A,2.411348342895508,2.391954183578491,2.3635092258453367,2.3993884682655335,2.3031287384033208,2.2039596915245054,2.1256070041656496
1984-09-07,52.47257140020675,P,2.4242780208587646,2.397126054763794,2.3744993686676024,2.3964792847633363,2.3076540565490724,2.207192063331604,2.126318129301071
1984-09-10,52.47807276522148,A,2.4501378536224365,2.407469892501831,2.3880754947662353,2.395509660243988,2.312955145835877,2.2111355590820314,2.1270615792274477
1984-09-11,52.48618582358201,A,2.4242780208587646,2.4191063404083253,2.3977725982666014,2.394539999961853,2.315411748886109,2.214561860561371,2.1275464344024657
1984-09-12,52.48811969975782,A,2.411348342895508,2.4242781162261964,2.405530261993408,2.3961561918258667,2.3176097583770754,2.2182467555999756,2.1279019939899446
1984-09-13,52.48894330452864,A,2.430741548538208,2.4281567573547362,2.410055470466614,2.3980955481529236,2.3209714174270633,2.2218669986724855,2.128677749633789
1984-09-14,52.49157414770064,A,2.463066577911377,2.435914468765259,2.4165202617645263,2.399065315723419,2.325238146781922,2.225939781665802,2.129809081554413
1984-09-17,52.489315318983785,A,2.475996255874634,2.4410861492156983,2.4242780208587646,2.3987420439720153,2.329375610351563,2.230012571811676,2.131037389039993
1984-09-18,52.48906675028412,A,2.4372055530548096,2.4436716556549074,2.431388998031616,2.397125804424286,2.332607913017273,2.2338914036750794,2.1322656786441803
1984-09-19,52.487635236444554,A,2.417814254760742,2.4449648380279543,2.434621477127075,2.3964794397354128,2.3354523897171022,2.2371884202957153,2.1333646893501284
1984-09-20,52.488047362127965,A,2.4242780208587646,2.4436721324920656,2.4359144449234007,2.3997118353843687,2.3394605588912967,2.240420792102814,2.1350131940841677
1984-09-21,52.4847359548835,A,2.430741548538208,2.4372071266174316,2.436560797691345,2.4055300831794737,2.343727269172669,2.243847081661224,2.1362738180160523
1984-09-24,52.46996259129336,A,2.3596301078796387,2.4139338970184325,2.4275100231170654,2.4077927589416506,2.3464424800872807,2.2462390422821046,2.1367909955978392
1984-09-25,52.45800035665568,P,2.3467016220092773,2.3958331108093263,2.4197523832321166,2.408762490749359,2.348899121284485,2.248501718044281,2.1372758531570435
1984-09-26,52.4524369369013,P,2.366095781326294,2.3854894161224367,2.4152271270751955,2.4103786945343018,2.3523900842666627,2.250311841964722,2.138180915117264
1984-09-27,52.43943631583298,P,2.3337717056274414,2.367388153076172,2.4055301427841185,2.407792806625366,2.356139612197876,2.2520573258399965,2.1390536570549012
1984-09-28,52.42549373421226,P,2.320842742919922,2.345408391952515,2.391307759284973,2.40391401052475,2.3607942152023313,2.2545139312744142,2.1397001326084135
1984-10-01,52.41302217348558,P,2.210942029953003,2.3156707763671873,2.36480233669281,2.394540178775787,2.3644144630432127,2.256065468788147,2.1397971045970916
1984-10-02,52.40462145440846,P,2.236800193786621,2.293690490722656,2.3447618007659914,2.3880753993988035,2.3675175094604493,2.2579402470588685,2.139829431772232
1984-10-03,52.387743257981164,P,2.210942029953003,2.2626597404479982,2.3240745782852175,2.379348027706146,2.3698448085784913,2.259621078968048,2.139700140953064
1984-10-04,52.38763773380456,P,2.29498291015625,2.25490198135376,2.311145067214966,2.3735297560691833,2.3737236499786376,2.2622069692611695,2.139991054534912
1984-10-05,52.386369030000175,P,2.269123077392578,2.244558048248291,2.294983220100403,2.365772008895874,2.376568112373352,2.264857497215271,2.140411252975464
1984-10-08,52.38839487102744,P,2.17215347290039,2.2368003368377685,2.276235556602478,2.3518727898597716,2.3763095140457153,2.266602990627289,2.1403466033935548
1984-10-09,52.37294880611885,P,2.0945770740509038,2.208355712890625,2.2510231018066404,2.3353877425193788,2.3726892471313477,2.2669908785820008,2.1398294281959536
1984-10-10,52.35932194427573,B,2.0687172412872314,2.179910755157471,2.2212852478027343,2.3182561874389647,2.36751745223999,2.2677666366100313,2.1392152762413024
1984-10-11,52.33158094758787,B,2.0945770740509038,2.1398295879364015,2.1973657846450805,2.3014479637145997,2.3607941627502442,2.269318187236786,2.1380839478969573
1984-10-12,52.31881683221554,B,2.165686845779419,2.1191423416137694,2.1818501949310303,2.2865789771080016,2.3570445442199706,2.2718394267559052,2.137469793558121
1984-10-15,52.320075394979504,B,2.159223318099976,2.1165563106536864,2.1766783237457275,2.270740330219269,2.353424282073975,2.27429603099823,2.1368879580497744
1984-10-16,52.33135875403938,B,2.120434045791626,2.121727705001831,2.165041708946228,2.2549017548561094,2.3469595384597777,2.276494029760361,2.13624147772789
1984-10-17,52.3418333503173,B,2.0687172412872314,2.121727705001831,2.1508192300796507,2.237446904182434,2.3415291547775268,2.2775930404663085,2.135465716123581
1984-10-18,52.36308855143256,B,2.165686845779419,2.135949659347534,2.1378896236419678,2.224517345428467,2.3367452144622805,2.2797263932228087,2.135304089784622
