Date,GRADE,GPS,FITB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4474383592605591,,,,,,
1983-11-22,,,0.4474383592605591,,,,,,
1983-11-23,,,0.4474383592605591,,,,,,
1983-11-24,,,0.4474383592605591,,,,,,
1983-11-25,,,0.4474383592605591,0.4474383592605591,,,,,
1983-11-28,,,0.4498700797557831,0.4479247033596039,,,,,
1983-11-29,,,0.4498700797557831,0.4484110474586487,,,,,
1983-11-30,,,0.4571650624275207,0.45035638809204104,,,,,
1983-12-01,,,0.4620285034179687,0.45327441692352294,,,,,
1983-12-02,,,0.4620285034179687,0.4561924457550049,0.45181540250778196,,,,
1983-12-05,,,0.4620285034179687,0.458624130487442,0.45327441692352294,,,,
1983-12-06,,,0.4620285034179687,0.46105581521987904,0.4547334313392639,,,,
1983-12-07,,,0.4668914973735809,0.4630011022090911,0.4566787451505661,,,,
1983-12-08,,,0.4668914973735809,0.4639737010002135,0.4586240589618683,,,,
1983-12-09,,,0.4668914973735809,0.46494629979133606,0.46056937277317045,,,,
1983-12-12,,,0.4668914973735809,0.4659188985824584,0.4622715145349502,,,,
1983-12-13,,,0.4668914973735809,0.4668914973735809,0.46397365629672993,,,,
1983-12-14,,,0.4668914973735809,0.4668914973735809,0.46494629979133595,,,,
1983-12-15,,,0.4668914973735809,0.4668914973735809,0.46543259918689717,,,,
1983-12-16,,,0.4668914973735809,0.4668914973735809,0.4659188985824584,0.45886715054512023,,,
1983-12-19,,,0.4668914973735809,0.4668914973735809,0.4664051979780196,0.45983980745077135,,,
1983-12-20,,,0.4668914973735809,0.4668914973735809,0.4668914973735809,0.4608124643564224,,,
1983-12-21,,,0.4668914973735809,0.4668914973735809,0.4668914973735809,0.4617851212620735,,,
1983-12-22,,,0.4668914973735809,0.4668914973735809,0.4668914973735809,0.4627577781677245,,,
1983-12-23,,,0.4693237543106079,0.46737794876098626,0.46713472306728365,0.46385204792022694,,,
1983-12-26,,,0.4693237543106079,0.46786440014839165,0.4673779487609863,0.4648247316479682,,,
1983-12-27,,,0.4717552065849304,0.4688371419906616,0.4678643196821213,0.46591898798942555,,,
1983-12-28,,,0.4717552065849304,0.46980988383293154,0.46835069060325624,0.46664849519729606,,,
1983-12-29,,,0.4717552065849304,0.4707826256752014,0.4688370615243912,0.4671348303556441,,,
1983-12-30,,,0.4717552065849304,0.47126891613006594,0.4693234324455261,0.46762116551399224,,,
1984-01-02,,,0.4717552065849304,0.4717552065849304,0.46980980336666106,0.4681075006723403,,,
1984-01-03,,,0.4717552065849304,0.4717552065849304,0.470296174287796,0.46859383583068837,,,
