Date,GRADE,GPS,PG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.2101311683654783,,,,,,
1983-11-22,,,1.2074947357177734,,,,,,
1983-11-23,,,1.2074947357177734,,,,,,
1983-11-24,,,1.2074947357177734,,,,,,
1983-11-25,,,1.2101311683654783,1.2085493087768555,,,,,
1983-11-28,,,1.212768316268921,1.209076738357544,,,,,
1983-11-29,,,1.2496788501739502,1.2175135612487793,,,,,
1983-11-30,,,1.2496788501739502,1.2259503841400146,,,,,
1983-12-01,,,1.239132523536682,1.2322779417037961,,,,,
1983-12-02,,,1.2259507179260254,1.2354418516159058,1.2219955801963807,,,,
1983-12-05,,,1.2206777334213257,1.2370237350463866,1.2230502367019653,,,,
1983-12-06,,,1.233859300613403,1.2338598251342774,1.2256866931915282,,,,
1983-12-07,,,1.2285866737365725,1.2296413898468017,1.2277958869934082,,,,
1983-12-08,,,1.2101311683654783,1.223841118812561,1.2280595302581787,,,,
1983-12-09,,,1.2101311683654783,1.2206772089004516,1.2280595302581785,,,,
1983-12-12,,,1.1943128108978271,1.215404224395752,1.2262139797210692,,,,
1983-12-13,,,1.1969490051269531,1.208022165298462,1.2209409952163695,,,,
1983-12-14,,,1.1890395879745483,1.2001127481460572,1.2148770689964292,,,,
1983-12-15,,,1.1758575439453125,1.193258023262024,1.2085495710372922,,,,
1983-12-16,,,1.1758575439453125,1.1864032983779906,1.203540253639221,1.212767916917801,,,
1983-12-19,,,1.1732208728790283,1.182184910774231,1.1987945675849914,1.2109224021434783,,,
1983-12-20,,,1.181130290031433,1.179021167755127,1.1935216665267945,1.2096041798591615,,,
1983-12-21,,,1.2022218704223633,1.18165762424469,1.1908851861953733,1.2093405365943908,,,
1983-12-22,,,1.2022218704223633,1.1869304895401,1.190094256401062,1.2090768933296203,,,
1983-12-23,,,1.2022218704223633,1.1922033548355102,1.1893033266067505,1.2086814284324645,,,
1983-12-26,,,1.2022218704223633,1.1980035543441772,1.190094232559204,1.2081541061401366,,,
1983-12-27,,,1.212768316268921,1.2043311595916748,1.1916761636734008,1.2063085794448853,,,
1983-12-28,,,1.212768316268921,1.2064404487609863,1.1940490365028382,1.2044630527496338,,,
1983-12-29,,,1.2101311683654783,1.2080223083496093,1.1974763989448547,1.2030129849910736,,,
1983-12-30,,,1.1995861530303955,1.2074951648712158,1.199849259853363,1.2016947567462921,,,
1984-01-02,,,1.1995861530303955,1.2069680213928222,1.2024857878684998,1.2006401777267457,,,
1984-01-03,,,1.2022218704223633,1.2048587322235107,1.2045949459075929,1.1990583062171936,,,
1984-01-04,,,1.1995861530303955,1.2022222995758056,1.204331374168396,1.1976082801818848,,,
1984-01-05,,,1.1890395879745483,1.1980039834976197,1.2030131459236144,1.1965537011623382,,,
1984-01-06,,,1.1574020385742188,1.1895671606063842,1.1985311627388,1.1939172446727753,,,
1984-01-09,,,1.1547662019729614,1.1806031703948974,1.19378559589386,1.191939914226532,,,
1984-01-10,,,1.1574020385742188,1.1716392040252686,1.1882489681243897,1.1899625658988953,,,
1984-01-11,,,1.141584038734436,1.1600387811660766,1.1811305403709411,1.1875897884368896,,,
1984-01-12,,,1.141584038734436,1.1505476713180542,1.1742758274078369,1.1858761131763458,,,
1984-01-13,,,1.1494930982589722,1.148965883255005,1.1692665219306946,1.184557890892029,,,
1984-01-16,,,1.1516263484954834,1.1483379125595092,1.1644705414772034,1.1834781646728516,,,
1984-01-17,,,1.1569567918777466,1.1482488632202148,1.1599440336227418,1.1822694897651673,,,
1984-01-18,,,1.1569567918777466,1.151323413848877,1.1556810975074767,1.1800062358379364,,,
1984-01-19,,,1.1649543046951294,1.1559974670410156,1.153272569179535,1.1781428575515747,,,
1984-01-20,,,1.1702862977981567,1.1601561069488526,1.1545609951019287,1.1765460789203643,,,
1984-01-23,,,1.1622889041900637,1.1622886180877685,1.1553132653236389,1.1745494306087494,,,
1984-01-24,,,1.1489603519439695,1.1606893301010133,1.154469096660614,1.1713590323925018,,,
1984-01-25,,,1.108972430229187,1.1510924577713013,1.151207935810089,1.166169238090515,,,
1984-01-26,,,1.0903124809265137,1.136164093017578,1.146080780029297,1.160178303718567,,,
1984-01-27,,,1.0849807262420654,1.1191029787063598,1.1396295428276062,1.1544480323791504,1.186856231689453,,
1984-01-30,,,1.0796490907669067,1.1025750160217285,1.1324318170547485,1.148451179265976,1.1842465901374817,,
1984-01-31,,,1.0769832134246826,1.088179588317871,1.1244344592094422,1.1421892464160919,1.18163635969162,,
1984-02-01,,,1.087646484375,1.0839143991470337,1.1175034284591674,1.136592262983322,1.1792393946647644,,
1984-02-02,,,1.0796490907669067,1.0817817211151124,1.1089729070663452,1.13112273812294,1.176682481765747,,
1984-02-03,,,1.0769832134246826,1.0801822185516357,1.0996425986289977,1.1271017968654633,1.1740195226669312,,
1984-02-06,,,1.0769832134246826,1.0796490430831909,1.0911120295524597,1.1232126474380493,1.1713038206100463,,
1984-02-07,,,1.0663198232650757,1.0775163650512696,1.0828479766845702,1.118658536672592,1.167636640071869,,
1984-02-08,,,1.0316649675369265,1.0663200616836548,1.0751172304153442,1.1131625831127168,1.1632763624191285,,
1984-02-09,,,1.042327642440796,1.0588557720184326,1.0703187465667725,1.1081997632980347,1.1593402647972106,,
1984-02-10,,,1.0316649675369265,1.0497921228408813,1.0649871706962586,1.1023083567619323,1.1554545497894286,,
1984-02-13,,,1.0156699419021606,1.037529468536377,1.058589255809784,1.0955105364322661,1.1513543939590454,,
1984-02-14,,,0.9996752738952636,1.0242005586624146,1.050858461856842,1.0876464605331422,1.1466707134246825,,
1984-02-15,,,1.007672667503357,1.0194020986557006,1.0428610801696778,1.0801822543144226,1.1422524333000184,,
1984-02-16,,,1.002340316772461,1.0114046335220337,1.0351302027702332,1.0720515549182892,1.138096616268158,,
1984-02-17,,,0.9943432807922364,1.0039402961730957,1.0268662095069887,1.0632544040679932,1.133780858516693,,
1984-02-20,,,0.9943432807922364,0.9996749639511109,1.018602216243744,1.0548571228981019,1.1297814679145812,,
1984-02-21,,,0.9943432807922364,0.9986085653305053,1.0114045619964602,1.0471262693405152,1.125729353427887,,
1984-02-22,,,0.9943432807922364,0.9959426879882812,1.007672393321991,1.0413948118686676,1.1218354272842408,,
1984-02-23,,,0.9943432807922364,0.9943432807922364,1.0028739571571352,1.0365963518619536,1.1182051420211792,,
1984-02-24,,,1.0236672163009644,1.000208067893982,1.0020741820335388,1.0335306763648986,1.1151613354682923,,
1984-02-27,,,1.0289982557296753,1.0071390628814698,1.0034070134162902,1.030998134613037,1.1122768831253051,,
1984-02-28,,,1.0210018157958984,1.0124707698822022,1.005539667606354,1.028199064731598,1.1090743136405945,,
1984-02-29,,,1.0050067901611328,1.0146034717559815,1.0052730798721314,1.0240670800209046,1.10513001203537,,
1984-03-01,,,0.9810139536857604,1.011937606334686,1.0031404435634612,1.0191353231668472,1.1007058537006378,,
1984-03-02,,,0.9890122413635254,1.0050066113471985,1.0026073396205901,1.0147367745637894,1.096441661119461,,
1984-03-05,,,0.9890122413635254,0.9970094084739685,1.002074235677719,1.0103382259607314,1.0921774685382843,,
1984-03-06,,,0.9783489108085632,0.9884788274765015,1.0004747986793519,1.005939680337906,1.087489080429077,,
1984-03-07,,,0.9890122413635254,0.98527991771698,0.9999416947364808,1.003807044029236,1.0830139589309693,,
1984-03-08,,,0.9916778802871704,0.9874127030372619,0.9996751546859741,1.0012745559215546,1.078644893169403,,
1984-03-09,,,0.9916778802871704,0.987945830821991,0.9964762210845948,0.9992752015590668,1.0744867277145387,,
1984-03-12,,,0.9970095157623292,0.9895452857017517,0.9932773470878601,0.9983421802520752,1.0704351949691773,,
1984-03-13,,,1.002340316772461,0.9943435668945313,0.9914111971855164,0.9984754323959351,1.0664375638961792,,
1984-03-14,,,1.010338544845581,0.9986088275909424,0.9919443726539612,0.9986087262630463,1.0626526117324828,,
1984-03-15,,,1.0343308448791504,1.0071394205093385,0.9972760617733002,1.0002082526683806,1.059558436870575,,
1984-03-16,,,1.0503249168395996,1.0188688278198241,1.0034073293209076,1.0030073344707489,1.0574168944358826,,
1984-03-19,,,1.0369967222213743,1.0268662691116333,1.0082057774066926,1.0051400065422058,1.055061504840851,,
1984-03-20,,,1.0449934005737305,1.0353968858718872,1.0148702263832092,1.0076725125312804,1.052813332080841,,
1984-03-21,,,1.0289982557296753,1.039128828048706,1.0188688278198241,1.0094052612781526,1.0505616164207459,,
1984-03-22,,,1.013004183769226,1.034863495826721,1.0210014581680298,1.010338306427002,1.0479900193214418,,
1984-03-23,,,1.002340316772461,1.0252665758132935,1.022067701816559,1.0092719614505767,1.0450469636917115,,
1984-03-26,,,0.9943432807922364,1.016735887527466,1.0218010783195495,1.0075392127037048,1.0419013023376464,,
1984-03-27,,,0.9996752738952636,1.0076722621917724,1.0215345740318298,1.006472885608673,1.038755671977997,,
1984-03-28,,,1.0316649675369265,1.0082056045532226,1.0236672163009644,1.0078057944774628,1.0362498354911804,,
1984-03-29,,,1.0236672163009644,1.0103382110595702,1.0226008534431457,1.0099384576082229,1.033424093723297,,
1984-03-30,,,1.0289982557296753,1.0156697988510133,1.0204681873321533,1.0119377583265305,1.0305983328819275,,
1984-04-02,,,1.0210018157958984,1.0210015058517456,1.0188686966896057,1.013537237048149,1.0277725911140443,,
1984-04-03,,,1.0050067901611328,1.0220678091049193,1.014870035648346,1.0148701310157775,1.0248935198783875,,
1984-04-04,,,0.9996752738952636,1.015669870376587,1.0119377374649048,1.0154032826423645,1.022707576751709,,
1984-04-05,,,0.9916778802871704,1.009272003173828,1.0098051071166991,1.0154032826423645,1.0207348847389222,,
1984-04-06,,,0.9916778802871704,1.0018079280853271,1.0087388634681702,1.0154032826423645,1.0188688278198241,1.1028625297546386,
1984-04-09,,,1.010338544845581,0.9996752738952637,1.0103383898735045,1.016069734096527,1.0174826169013977,1.1008646035194396,
1984-04-10,,,1.013004183769226,1.0012747526168824,1.011671280860901,1.0166029274463653,1.0162030363082886,1.0989196979999543,
1984-04-11,,,1.0183359384536743,1.0050068855285645,1.0103383779525756,1.01700279712677,1.014816825389862,1.0970281100273132,
1984-04-12,,,1.0449934005737305,1.0156699895858765,1.0124709963798524,1.017535924911499,1.0141237115859985,1.0954030966758728,
1984-04-13,,,1.047152757644653,1.0267649650573731,1.0142864465713501,1.0173773169517517,1.013527102470398,1.0937733125686646,
1984-04-16,,,1.047152757644653,1.0341278076171876,1.0169015407562256,1.0178851187229156,1.0129304933547973,1.092117156982422,
1984-04-17,,,1.049851655960083,1.0414973020553588,1.0213860273361206,1.0181280314922332,1.0126011300086974,1.0901188850402832,
1984-04-18,,,1.047152757644653,1.0472606658935546,1.0261337757110593,1.0190357565879822,1.012910885810852,1.0880936241149903,
1984-04-19,,,1.0444533824920654,1.0471526622772216,1.031411325931549,1.0206082165241241,1.0129534006118774,1.086146832704544,
1984-04-20,,,1.0444533824920654,1.046612787246704,1.0366888761520383,1.0227138698101044,1.0132091689109801,1.0843318593502045,
1984-04-23,,,1.0363569259643557,1.0444536209106445,1.039290714263916,1.0248145520687104,1.0136229085922241,1.0824886512756349,
1984-04-24,,,1.049851655960083,1.0444536209106445,1.0429754614830018,1.0273233711719514,1.0146264362335204,1.0806485748291015,
1984-04-25,,,1.0525506734848022,1.0455332040786742,1.0463969349861144,1.0283676564693451,1.0155239963531495,1.078888214826584,
1984-04-26,,,1.0417546033859253,1.0449934482574463,1.046073055267334,1.0292720258235932,1.0163122820854187,1.0772044491767883,
