Date,GRADE,GPS,FAST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-08-20,,,0.0390051677823066,,,,,,
1987-08-21,,,0.0386030972003936,,,,,,
1987-08-24,,,0.0390051677823066,,,,,,
1987-08-25,,,0.0410156100988388,,,,,,
1987-08-26,,,0.0414177067577838,0.03980934992432588,,,,,
1987-08-27,,,0.0418197810649871,0.040372272580861984,,,,,
1987-08-28,,,0.0418197810649871,0.04101560935378068,,,,,
1987-08-31,,,0.0418197810649871,0.041578532010316784,,,,,
1987-09-01,,,0.0418197810649871,0.041739366203546444,,,,,
1987-09-02,,,0.0398093424737453,0.04141769334673874,0.040613521635532314,,,,
1987-09-03,,,0.0398093424737453,0.041015605628490374,0.04069393910467618,,,,
1987-09-04,,,0.0410156100988388,0.040854771435260714,0.040935190394520704,,,,
1987-09-07,,,0.0410156100988388,0.04069393724203106,0.04113623462617392,,,,
1987-09-08,,,0.0398093424737453,0.040291849523782695,0.04101560786366457,,,,
1987-09-09,,,0.0410156100988388,0.0405331030488014,0.04097539819777007,,,,
1987-09-10,,,0.0410156100988388,0.0407743565738201,0.040894981101155234,,,,
1987-09-11,,,0.0410156100988388,0.0407743565738201,0.04081456400454041,,,,
1987-09-14,,,0.040613517165184,0.04069393798708913,0.0406939376145601,,,,
1987-09-15,,,0.0458413287997245,0.04190033525228498,0.04109609238803384,,,,
1987-09-16,,,0.0458413287997245,0.04286547899246212,0.04169929102063176,0.04115640632808203,,,
1987-09-17,,,0.0462434068322181,0.04391103833913799,0.04234269745647904,0.04151831828057761,,,
1987-09-18,,,0.0458413287997245,0.044876182079315124,0.042825269326567605,0.041880229860544155,,,
1987-09-21,,,0.0470475852489471,0.04616299569606774,0.043428466841578445,0.04228235073387618,,,
1987-09-22,,,0.047449667006731,0.04648466333746904,0.044192499294877015,0.04260405357927079,,,
1987-09-23,,,0.0482538230717182,0.046967162191867785,0.04491632059216495,0.04294585939496751,,,
1987-09-24,,,0.0482538230717182,0.047369245439767796,0.04564014188945289,0.04326756149530407,,,
1987-09-25,,,0.047449667006731,0.0476909130811691,0.04628354758024211,0.04354905579239125,,,
1987-09-28,,,0.0470475852489471,0.0476909130811691,0.04692695438861842,0.04381044600158926,,,
1987-09-29,,,0.0490580089390277,0.04801258146762844,0.04724862240254875,0.04417235739529129,,,
1987-09-30,,,0.0478517673909664,0.047932170331478084,0.04744966626167293,0.04457447864115234,,,
1987-10-01,,,0.0506663955748081,0.04841468483209606,0.04789196513593193,0.04511733129620549,,,
1987-10-02,,,0.0550900287926197,0.0499427571892738,0.048816835135221455,0.045821052230894534,,,
1987-10-05,,,0.0566983744502067,0.05187291502952572,0.04978191405534741,0.046605190448462924,,,
1987-10-06,,,0.0575025454163551,0.0535618223249912,0.05078720189630982,0.047489850595593415,,,
1987-10-07,,,0.0562962368130683,0.05525071620941158,0.05159144327044483,0.048253881931304886,,,
1987-10-08,,,0.0562962368130683,0.05637668445706362,0.052395684644579846,0.049017913267016364,,,
1987-10-09,,,0.0546878986060619,0.056296258419752054,0.05311950780451293,0.04970152769237752,,,
1987-10-12,,,0.0530795380473136,0.05557249113917344,0.05372270308434958,0.05032482873648401,,,
1987-10-13,,,0.0502643138170242,0.05412484481930726,0.05384333357214923,0.050545977987348986,,,
1987-10-14,,,0.0502643138170242,0.05291846022009844,0.054084588214755015,0.05076712723821397,,,
1987-10-15,,,0.0498622134327888,0.051631655544042546,0.054004170000553076,0.05094806756824251,,,
1987-10-16,,,0.0502643138170242,0.050746938586235,0.053521598502993525,0.05116921681910749,,,
1987-10-19,,,0.040613517165184,0.04825373440980908,0.05191311277449127,0.05084751341491933,,,
1987-10-20,,,0.0386030972003936,0.04592149108648296,0.05002316795289511,0.05040518492460246,,,
1987-10-21,,,0.0410156100988388,0.04407175034284588,0.04849510528147216,0.05004327427595849,,,
1987-10-22,,,0.042623970657587,0.04262410178780552,0.047127878665924036,0.049761781655251934,,,
1987-10-23,,,0.0402114391326904,0.04061352685093876,0.045680232718586886,0.04939987026154991,,,
1987-10-26,,,0.0349842756986618,0.03948767855763432,0.0438707064837217,0.04879670478403564,,,
1987-10-27,,,0.0333752930164337,0.03844211772084234,0.042181804403662655,0.04801256898790594,,,
1987-10-28,,,0.0345821790397167,0.03715543150901792,0.0406135909259319,0.04734908957034346,0.04489213161170478,,
1987-10-29,,,0.0345821790397167,0.03554707318544386,0.03908558748662469,0.04654487874358888,0.044803671836852986,,
1987-10-30,,,0.0410156100988388,0.03570790737867354,0.038160717114806154,0.04584115780889984,0.04485192209482189,,
1987-11-02,,,0.0410156100988388,0.036914174258708944,0.03820092640817163,0.045057019591331446,0.044892130941152526,,
1987-11-03,,,0.0402114391326904,0.038281403481960276,0.038361760601401305,0.044192464277148215,0.04487604752182957,,
1987-11-04,,,0.0418197810649871,0.03972892388701436,0.03844217769801614,0.04346864148974415,0.04488408900797364,,
1987-11-05,,,0.040613517165184,0.040935191512107824,0.03824113234877584,0.04268450550734994,0.044859963729977574,,
1987-11-06,,,0.0410156100988388,0.04093519151210782,0.03832154944539068,0.04200089108198878,0.0448438803106546,,
1987-11-09,,,0.0414177067577838,0.041015610843896814,0.03896489255130288,0.041417799517512295,0.04483583882451053,,
1987-11-10,,,0.0394072644412517,0.04085477590560908,0.03956808969378468,0.040874947048723666,0.04478758849203582,,
1987-11-11,,,0.0402114391326904,0.04053310751914974,0.04013101570308205,0.040372303314506974,0.044795630425214734,,
