Date,GRADE,GPS,AEP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.832290768623352,,,,,,
1983-11-22,,,1.857564210891724,,,,,,
1983-11-23,,,1.857564210891724,,,,,,
1983-11-24,,,1.857564210891724,,,,,,
1983-11-25,,,1.870201110839844,1.8550369024276736,,,,,
1983-11-28,,,1.870201110839844,1.862618970870972,,,,,
1983-11-29,,,1.870201110839844,1.865146350860596,,,,,
1983-11-30,,,1.870201110839844,1.86767373085022,,,,,
1983-12-01,,,1.8449277877807615,1.8651464462280276,,,,,
1983-12-02,,,1.8449277877807615,1.860091781616211,1.857564342021942,,,,
1983-12-05,,,1.832290768623352,1.8525097131729127,1.857564342021942,,,,
1983-12-06,,,1.8196548223495483,1.8424004554748534,1.8537734031677247,,,,
1983-12-07,,,1.8196548223495483,1.8322911977767944,1.849982464313507,,,,
1983-12-08,,,1.857564210891724,1.8348184823989868,1.8499824643135074,,,,
1983-12-09,,,1.832290768623352,1.8322910785675048,1.8461914300918583,,,,
1983-12-12,,,1.8449277877807615,1.8348184823989868,1.8436640977859498,,,,
1983-12-13,,,1.8449277877807615,1.8398730754852295,1.8411367654800415,,,,
1983-12-14,,,1.8196548223495483,1.8398730754852295,1.836082136631012,,,,
1983-12-15,,,1.8196548223495483,1.8322911977767944,1.8335548400878907,,,,
1983-12-16,,,1.794381856918335,1.824709415435791,1.828500247001648,1.843032294511795,,,
1983-12-19,,,1.7691080570220947,1.8095454692840576,1.8221819758415223,1.839873158931732,,,
1983-12-20,,,1.794381856918335,1.7994362831115722,1.819654679298401,1.8367140412330627,,,
1983-12-21,,,1.794381856918335,1.7943816900253295,1.8171273827552796,1.8335549235343933,,,
1983-12-22,,,1.7817459106445312,1.7867999076843262,1.8095455527305604,1.8297640085220337,,,
1983-12-23,,,1.7564725875854492,1.7792180538177491,1.80196373462677,1.824077582359314,,,
1983-12-26,,,1.7564725875854492,1.77669095993042,1.7931182146072389,1.8183911561965942,,,
1983-12-27,,,1.7564725875854492,1.7691091060638429,1.7842726945877074,1.8127047300338746,,,
1983-12-28,,,1.7564725875854492,1.7615272521972656,1.7779544711112976,1.8070183038711547,,,
1983-12-29,,,1.7185622453689575,1.7488905191421509,1.7678452134132385,1.8007000267505646,,,
1983-12-30,,,1.7311996221542358,1.7438359260559082,1.7615269899368287,1.7950136184692382,,,
1984-01-02,,,1.7311996221542358,1.7387813329696655,1.7577361464500427,1.7899590611457825,,,
1984-01-03,,,1.7438364028930664,1.736254096031189,1.752681601047516,1.7861681401729583,,,
1984-01-04,,,1.7817459106445312,1.7413087606430053,1.7514180064201355,1.7842726945877074,,,
1984-01-05,,,1.8070186376571653,1.759000039100647,1.753945279121399,1.7817454159259796,,,
1984-01-06,,,1.794381856918335,1.7716364860534668,1.7577362060546875,1.7798499703407287,,,
1984-01-09,,,1.7817459106445312,1.7817457437515258,1.7602635383605958,1.7766908764839173,,,
1984-01-10,,,1.794381856918335,1.7918548345565797,1.7640544652938843,1.774163579940796,,,
1984-01-11,,,1.8070186376571653,1.7969093799591065,1.769109070301056,1.7735317707061768,,,
1984-01-12,,,1.794381856918335,1.7943820238113404,1.7766910314559936,1.7722681224346162,,,
1984-01-13,,,1.8070186376571653,1.7969093799591065,1.7842729330062865,1.7728999614715577,,,
1984-01-16,,,1.7817459106445312,1.7969093799591065,1.7893275618553162,1.7735318541526794,,,
1984-01-17,,,1.7691080570220947,1.7918546199798584,1.791854727268219,1.7722681641578675,,,
1984-01-18,,,1.7817459106445312,1.7868000745773316,1.791854727268219,1.7716363668441772,,,
1984-01-19,,,1.7691080570220947,1.7817453145980835,1.7880636692047118,1.7710044741630555,,,
1984-01-20,,,1.7438364028930664,1.7691088676452638,1.783009123802185,1.7703726649284364,,,
1984-01-23,,,1.8196548223495483,1.7766906499862671,1.7868000149726868,1.7735317766666412,,,
1984-01-24,,,1.8449277877807615,1.7918545961380006,1.7918546080589295,1.777954536676407,,,
1984-01-25,,,1.8449277877807615,1.8044909715652466,1.795645523071289,1.7823772966861724,,,
1984-01-26,,,1.832290768623352,1.817127513885498,1.7994364142417907,1.7880637228488923,,,
1984-01-27,,,1.8449277877807615,1.837345790863037,1.8032273292541503,1.7937501311302184,1.8070183682441712,,
1984-01-30,,,1.870201110839844,1.847455048561096,1.8120728492736817,1.800700205564499,1.8077765750885009,,
1984-01-31,,,1.857564210891724,1.8499823331832885,1.8209184646606444,1.8063865959644319,1.8077765750885009,,
1984-02-01,,,1.870201110839844,1.855036997795105,1.8297639846801759,1.8108093559741973,1.8080293130874634,,
1984-02-02,,,1.870201110839844,1.8626190662384032,1.8398732900619508,1.8139684796333313,1.8082820510864257,,
1984-02-03,,,1.857564210891724,1.865146350860596,1.8512460708618164,1.8171275973320007,1.8080293130874634,,
1984-02-06,,,1.851306438446045,1.8613674163818363,1.854411232471466,1.8206056237220765,1.8076514196395874,,
1984-02-07,,,1.8643441200256348,1.8627233982086184,1.8563528656959534,1.8241037368774413,1.8075342798233032,,
1984-02-08,,,1.851306438446045,1.8589444637298587,1.8569907307624818,1.8263181269168853,1.8071563863754272,,
1984-02-09,,,1.7991575002670288,1.8447357416152954,1.8536774039268493,1.8265569090843201,1.8062409806251525,,
1984-02-10,,,1.7991575002670288,1.8330543994903565,1.849100375175476,1.8261638522148131,1.805325574874878,,
1984-02-13,,,1.7730814218521118,1.8174093961715698,1.839388406276703,1.8257306277751923,1.8041413879394532,,
1984-02-14,,,1.747007966041565,1.7939421653747558,1.828332781791687,1.8246256232261657,1.8026884508132934,,
1984-02-15,,,1.7339701652526855,1.770474910736084,1.814709687232971,1.8222368359565735,1.8009747576713562,,
1984-02-16,,,1.747007966041565,1.7600450038909912,1.8023903727531434,1.821131831407547,1.798763632774353,,
1984-02-17,,,1.747007966041565,1.7496150970458983,1.7913347482681274,1.821290409564972,1.7970579767227173,,
1984-02-20,,,1.747007966041565,1.744400405883789,1.7809049010276794,1.8176580667495728,1.7950995802879333,,
1984-02-21,,,1.7600445747375488,1.7470077276229858,1.770474946498871,1.8134139060974122,1.793401916027069,,
1984-02-22,,,1.7339701652526855,1.7470077276229858,1.758741319179535,1.8078660249710083,1.7916882228851319,,
1984-02-23,,,1.7078958749771118,1.7391853094100953,1.7496151566505431,1.8016462802886963,1.789453043937683,,
1984-02-24,,,1.720931887626648,1.7339700937271119,1.7417925953865052,1.7954464852809906,1.7879840445518493,,
1984-02-27,,,1.7339701652526855,1.731362533569336,1.7378814697265625,1.7886349380016326,1.7872812867164611,,
1984-02-28,,,1.7339701652526855,1.7261476516723633,1.7365776896476746,1.7824552357196808,1.786073052883148,,
1984-02-29,,,1.7600445747375488,1.731362533569336,1.739185130596161,1.776947408914566,1.7853863072395324,,
1984-03-01,,,1.7991575002670288,1.7496148586273192,1.7444000840187073,1.7733952283859253,1.7857345390319823,,
1984-03-02,,,1.786119818687439,1.7626524448394776,1.7483112692832947,1.769823008775711,1.7863274836540222,,
1984-03-05,,,1.747007966041565,1.7652600049972533,1.7483112692832947,1.764608085155487,1.7861381912231444,,
1984-03-06,,,1.7339701652526855,1.7652600049972533,1.7457038283348083,1.7580893874168395,1.7856881427764892,,
1984-03-07,,,1.720931887626648,1.7574374675750732,1.7444000005722047,1.7515706598758698,1.7849773287773132,,
1984-03-08,,,1.747007966041565,1.7470075607299804,1.74831120967865,1.7489631831645966,1.7855462431907654,,
1984-03-09,,,1.720931887626648,1.7339699745178223,1.74831120967865,1.7450519025325775,1.7853408885002136,,
1984-03-12,,,1.720931887626648,1.7287547588348389,1.747007381916046,1.7424444258213043,1.785135533809662,,
1984-03-13,,,1.7339701652526855,1.7287547588348389,1.747007381916046,1.7417925357818604,1.7849382090568542,,
1984-03-14,,,1.7339701652526855,1.7313624143600463,1.74439994096756,1.7417925357818604,1.7839826941490173,,
1984-03-15,,,1.7339701652526855,1.7287548542022706,1.7378812074661254,1.7411406457424163,1.7825217247009277,,
1984-03-16,,,1.747007966041565,1.7339700698852538,1.7339700222015382,1.7411406457424163,1.7815742468833924,,
1984-03-19,,,1.747007966041565,1.7391852855682373,1.7339700222015382,1.7411406457424163,1.780879487991333,,
1984-03-20,,,1.747007966041565,1.7417928457260132,1.735273802280426,1.7404888153076172,1.7799320101737977,,
1984-03-21,,,1.7600445747375488,1.7470077276229858,1.7391850709915162,1.7417925357818604,1.7789925289154054,,
1984-03-22,,,1.747007966041565,1.7496152877807618,1.7391850709915162,1.743748140335083,1.7780450510978698,,
1984-03-23,,,1.7339701652526855,1.7470077276229858,1.7404888987541198,1.7444000542163849,1.7765840816497802,,
1984-03-26,,,1.7339701652526855,1.7444001674652099,1.7417927265167237,1.7444000542163849,1.7756285667419434,,
1984-03-27,,,1.720931887626648,1.7391849517822267,1.7404888987541198,1.743748140335083,1.7746650433540345,,
1984-03-28,,,1.7078958749771118,1.7287552118301392,1.7378814697265625,1.7411407053470611,1.773188042640686,,
1984-03-29,,,1.7078958749771118,1.7209327936172485,1.735274040699005,1.7365776240825652,1.7719637989997863,,
1984-03-30,,,1.7078958749771118,1.7157179355621337,1.7313628315925598,1.7326664268970489,1.7712449884414674,,
1984-04-02,,,1.6948579549789429,1.7078954935073853,1.7261478304862976,1.730058926343918,1.7687490510940551,,
1984-04-03,,,1.6948579549789429,1.7026807069778442,1.7209328293800354,1.7281033158302308,1.7657476544380188,,
1984-04-04,,,1.720931887626648,1.7052879095077516,1.7170215606689454,1.7281033158302308,1.7632677364349365,,
1984-04-05,,,1.6948579549789429,1.7026803255081178,1.711806559562683,1.7254958152770996,1.7605190801620483,,
1984-04-06,,,1.7078958749771118,1.7026803255081178,1.7091991305351257,1.724844014644623,1.7577784419059754,1.7823984050750732,
1984-04-09,,,1.6948579549789429,1.7026803255081178,1.7052879095077516,1.7235403180122375,1.7542715787887573,1.7810240769386292,
1984-04-10,,,1.7078958749771118,1.7052879095077516,1.703984308242798,1.7222366034984589,1.751278212070465,1.779527393579483,
