Date,GRADE,GPS,VRTX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-01-13,48.762860405665855,A,19.5625,19.18125,18.321875,17.00703125,14.761875,15.045625,13.34953125
2000-01-14,49.25069177687362,A,22.0,19.9375,18.771875,17.43359375,14.9275,15.1271875,13.39703125
2000-01-17,49.66241533664606,A,22.0,20.58125,19.09375,17.83984375,15.085,15.2078125,13.44171875
2000-01-18,49.8205310083178,A,21.21875,20.86875,19.4875,18.22421875,15.239375,15.28125,13.48703125
2000-01-19,49.97464884493825,A,21.09375,21.175,19.896875,18.58203125,15.39125,15.3484375,13.5315625
2000-01-20,50.17902655401621,A,22.140625,21.690625,20.4359375,18.8640625,15.5740625,15.41796875,13.582265625
2000-01-21,50.293325617751776,A,24.59375,22.209375,21.0734375,19.26875,15.8028125,15.49640625,13.644765625
2000-01-24,50.39961704644241,A,24.09375,22.628125,21.6046875,19.6171875,16.0209375,15.56984375,13.70875
2000-01-25,50.2840001222687,A,22.125,22.809375,21.8390625,19.84609375,16.2046875,15.62890625,13.761875
2000-01-26,50.228104630192384,A,22.125,23.015625,22.0953125,20.08984375,16.3984375,15.69140625,13.8153125
2000-01-27,49.897846910137424,A,21.03125,22.79375,22.2421875,20.28203125,16.5590625,15.74171875,13.86734375
2000-01-28,49.19967719451592,A,20.859375,22.046875,22.128125,20.45,16.720625,15.79,13.919453125
2000-01-31,48.529742619182095,A,20.5,21.328125,21.978125,20.5359375,16.876875,15.8365625,13.969765625
2000-02-01,48.15243922700764,P,19.796875,20.8625,21.8359375,20.66171875,17.0090625,15.87625,14.015625
2000-02-02,47.9439179827884,P,21.0,20.6375,21.8265625,20.86171875,17.1678125,15.9375,14.0684375
2000-02-03,48.112405770756915,P,22.21875,20.875,21.834375,21.13515625,17.3509375,16.0140625,14.12734375
2000-02-04,48.53885075324367,P,23.75,21.453125,21.75,21.41171875,17.5634375,16.0934375,14.19328125
2000-02-07,49.202332388570426,A,24.75,22.303125,21.815625,21.71015625,17.7978125,16.1928125,14.26421875
2000-02-08,50.04326132028001,A,25.78125,23.5,22.18125,22.01015625,18.0478125,16.299375,14.34046875
2000-02-09,50.38616584681065,A,24.125,24.125,22.38125,22.23828125,18.2628125,16.374375,14.40953125
2000-02-10,50.55318501679104,A,24.125,24.50625,22.690625,22.46640625,18.4821875,16.4571875,14.47859375
2000-02-11,50.70763939141057,A,25.46875,24.85,23.1515625,22.63984375,18.7078125,16.56,14.55453125
2000-02-14,50.70487148785036,A,25.8125,25.0625,23.6828125,22.83046875,18.9453125,16.6575,14.63171875
2000-02-15,50.63835932843026,A,26.40625,25.1875,24.34375,23.08984375,19.2115625,16.7665625,14.71234375
2000-02-16,50.969935018648606,A,27.0,25.7625,24.94375,23.38515625,19.4859375,16.8825,14.79703125
2000-02-17,52.07522579833475,A,33.0,27.5375,26.021875,23.928125,19.8846875,17.0571875,14.91046875
2000-02-18,52.630088412988705,A,30.75,28.59375,26.721875,24.2359375,20.2284375,17.21,15.01359375
2000-02-21,53.14725934290551,A,30.75,29.58125,27.321875,24.56875,20.5784375,17.3625,15.11609375
2000-02-22,53.229701699810335,A,28.53125,30.00625,27.596875,24.8890625,20.8828125,17.49421875,15.206875
2000-02-23,53.45143061187935,A,30.171875,30.640625,28.2015625,25.29140625,21.21625,17.635625,15.305546875
2000-02-24,52.736380003448566,A,30.1875,30.078125,28.8078125,25.74921875,21.5509375,17.776875,15.405546875
2000-02-25,52.56949631770693,A,30.5,30.028125,29.3109375,26.23125,21.8915625,17.9165625,15.507421875
2000-02-28,52.49493181864327,A,31.0,30.078125,29.8296875,26.75625,22.2340625,18.0646875,15.612578125
2000-02-29,53.56623294012712,A,36.3125,31.634375,30.8203125,27.58203125,22.6896875,18.268125,15.744140625
2000-03-01,54.98975254575479,A,41.28125,33.85625,32.2484375,28.59609375,23.2365625,18.5209375,15.900859375
2000-03-02,55.81912988624114,A,37.859375,35.390625,32.734375,29.378125,23.66375,18.74078125,16.04046875
2000-03-03,56.894681926609366,A,40.0,37.290625,33.659375,30.190625,24.13375,18.98265625,16.1903125
2000-03-06,58.43890412094416,A,44.0,39.890625,34.984375,31.153125,24.67125,19.27921875,16.36015625
2000-03-07,58.714272727213604,A,42.09375,41.046875,36.340625,31.96875,25.1621875,19.54203125,16.520625
2000-03-08,57.37358372620029,A,36.03125,39.996875,36.9265625,32.5640625,25.5378125,19.74234375,16.64890625
2000-03-09,56.391670152615205,A,32.5,38.925,37.1578125,32.9828125,25.8440625,19.91390625,16.7584375
2000-03-10,55.038684642250765,A,33.03125,37.53125,37.4109375,33.3609375,26.1546875,20.08765625,16.86890625
2000-03-13,52.63586105702108,A,30.78125,34.8875,37.3890625,33.609375,26.3946875,20.23296875,16.966328125
2000-03-14,49.96898869301785,A,26.3125,31.73125,36.3890625,33.6046875,26.5753125,20.33609375,17.043984375
2000-03-15,48.072375187650756,P,24.125,29.35,34.6734375,33.4609375,26.7178125,20.43421875,17.108984375
2000-03-16,47.21262255856948,P,28.375,28.525,33.725,33.2296875,26.9503125,20.57359375,17.194296875
2000-03-17,46.61081605988187,P,30.109375,27.940625,32.7359375,33.19765625,27.188125,20.7315625,17.29046875
2000-03-20,46.245211024448935,P,28.4375,27.471875,31.1796875,33.08203125,27.38125,20.88375,17.37828125
2000-03-21,46.56303816450139,P,26.71875,27.553125,29.6421875,32.99140625,27.52,21.0203125,17.45625
2000-03-22,47.772801230149746,P,29.9375,28.715625,29.0328125,32.9796875,27.7275,21.1840625,17.5478125
2000-03-23,48.305113435212604,P,30.0,29.040625,28.7828125,32.9703125,27.93625,21.3490625,17.6378125
2000-03-24,48.339362698150104,P,28.875,28.79375,28.3671875,32.8890625,28.07375,21.500625,17.72234375
2000-03-27,48.71209017917147,P,28.65625,28.8375,28.1546875,32.771875,28.206875,21.6459375,17.805625
2000-03-28,49.0370646327176,P,27.71875,29.0375,28.2953125,32.3421875,28.336875,21.788125,17.88453125
2000-03-29,48.32521021580025,P,26.09375,28.26875,28.4921875,31.5828125,28.436875,21.9140625,17.9559375
2000-03-30,47.29632179447511,P,24.0,27.06875,28.0546875,30.88984375,28.4740625,22.0240625,18.0171875
2000-03-31,46.34797252583545,P,23.40625,25.975,27.384375,30.06015625,28.4503125,22.1265625,18.0753125
2000-04-03,45.2093379932285,P,22.8125,24.80625,26.821875,29.00078125,28.4246875,22.2228125,18.130078125
2000-04-04,44.10866728955866,P,21.4375,23.55,26.29375,27.96796875,28.4109375,22.3078125,18.176015625
2000-04-05,43.949200827799245,P,24.375,23.20625,25.7375,27.38515625,28.4559375,22.4271875,18.237578125
2000-04-06,44.78080502477644,P,27.78125,23.9625,25.515625,27.14921875,28.5909375,22.575,18.314609375
2000-04-07,45.77913237803091,P,27.15625,24.7125,25.34375,26.85546875,28.716875,22.71875,18.387890625
2000-04-10,46.52772749318683,P,23.84375,24.91875,24.8625,26.50859375,28.78375,22.8303125,18.444609375
2000-04-11,47.33167611006027,P,22.6875,25.16875,24.359375,26.32734375,28.8415625,22.9253125,18.495859375
2000-04-12,47.46092446797755,P,21.875,24.66875,23.9375,26.21484375,28.8590625,23.0134375,18.542265625
2000-04-13,46.71903770107678,P,21.625,23.4375,23.7,25.87734375,28.8471875,23.0990625,18.586328125
2000-04-14,45.7043870767374,P,19.6875,21.94375,23.328125,25.35625,28.7659375,23.1646875,18.620703125
2000-04-17,45.50244392433584,P,21.75,21.525,23.221875,25.021875,28.7059375,23.251875,18.665546875
2000-04-18,45.85647760032299,P,25.25,22.0375,23.603125,24.9484375,28.6953125,23.3715625,18.726796875
2000-04-19,46.24895569910198,P,25.40625,22.74375,23.70625,24.721875,28.7209375,23.491875,18.788515625
2000-04-20,46.495359858608,P,23.40625,23.1,23.26875,24.3921875,28.7065625,23.594375,18.841015625
2000-04-21,47.12218382739911,P,23.40625,23.84375,22.89375,24.11875,28.6653125,23.6865625,18.894296875
2000-04-24,47.26801431916687,P,22.75,24.04375,22.784375,23.8234375,28.6040625,23.7746875,18.948984375
2000-04-25,47.1027709702964,P,25.0,23.99375,23.015625,23.6875,28.5759375,23.89375,19.016171875
2000-04-26,46.806832399891896,P,23.125,23.5375,23.140625,23.5390625,28.4984375,23.9921875,19.074296875
2000-04-27,47.00941599817096,A,24.0625,23.66875,23.384375,23.5421875,28.3196875,24.1021875,19.136640625
2000-04-28,47.55361554999997,A,26.125,24.2125,24.028125,23.678125,28.2271875,24.2278125,19.209140625
2000-05-01,48.34529966857931,A,27.6875,25.2,24.621875,23.921875,28.1659375,24.3721875,19.289140625
2000-05-02,48.90577387213085,A,28.625,25.925,24.959375,24.28125,28.1678125,24.5253125,19.373203125
2000-05-03,49.37853846899486,A,26.875,26.675,25.10625,24.40625,28.101875,24.6590625,19.449921875
2000-05-04,49.856161723011326,A,28.25,27.5125,25.590625,24.4296875,28.063125,24.80703125,19.533671875
2000-05-05,50.15173061230902,A,30.3125,28.35,26.28125,24.5875,28.059375,24.97546875,19.622109375
2000-05-08,50.59773780094347,A,32.53125,29.31875,27.259375,25.021875,28.09,25.16203125,19.721328125
2000-05-09,50.71079617541623,A,31.71875,29.9375,27.93125,25.4734375,27.998125,25.34390625,19.816171875
2000-05-10,51.20338850711624,A,32.1328125,30.9890625,28.83203125,25.986328125,27.81515625,25.525859375,19.9129296875
2000-05-11,51.88571079060259,A,34.625,32.2640625,29.88828125,26.636328125,27.75046875,25.707109375,20.0243359375
2000-05-12,51.68332391051934,A,30.75,32.3515625,30.35078125,27.189453125,27.56546875,25.849609375,20.1177734375
2000-05-15,51.248557679454414,A,33.5,32.5453125,30.93203125,27.776953125,27.35546875,26.013359375,20.2243359375
2000-05-16,51.00870193426039,A,33.25,32.8515625,31.39453125,28.176953125,27.17859375,26.170390625,20.3305859375
2000-05-17,50.76642285671566,A,32.5625,32.9375,31.96328125,28.534765625,27.10921875,26.323515625,20.4321484375
2000-05-18,50.573960863795435,A,35.0625,33.025,32.64453125,29.117578125,27.16046875,26.502265625,20.5477734375
2000-05-19,50.73008076184249,A,32.53125,33.38125,32.86640625,29.573828125,27.15046875,26.652578125,20.6510546875
2000-05-22,50.52534757340075,A,31.625,33.00625,32.77578125,30.017578125,27.16734375,26.781015625,20.7482421875
2000-05-23,50.53368408410814,A,31.8125,32.71875,32.78515625,30.358203125,27.27734375,26.926328125,20.8451171875
2000-05-24,50.38072315219839,A,30.4375,32.29375,32.615625,30.723828125,27.40359375,27.060703125,20.9323046875
2000-05-25,49.712781927627766,P,31.25,31.53125,32.278125,31.083203125,27.46109375,27.205703125,21.0252734375
2000-05-26,49.54234227062704,P,32.125,31.45,32.415625,31.383203125,27.50140625,27.344765625,21.1188671875
2000-05-29,49.49819556875636,P,32.125,31.55,32.278125,31.605078125,27.57515625,27.478203125,21.1971484375
2000-05-30,49.74478112190747,P,35.0,32.1875,32.453125,31.923828125,27.74078125,27.630390625,21.2921484375
2000-05-31,50.408856674108875,A,36.9375,33.4875,32.890625,32.426953125,27.88078125,27.804140625,21.3995703125
2000-06-01,51.38635503665622,A,39.0,35.0375,33.284375,32.964453125,28.06078125,27.998515625,21.5220703125
2000-06-02,52.51609706273564,A,41.5,36.9125,34.18125,33.523828125,28.31328125,28.193515625,21.6603515625
2000-06-05,53.55244323895608,A,40.25,38.5375,35.04375,33.909765625,28.54515625,28.376015625,21.7919140625
2000-06-06,53.95562686322882,A,38.9375,39.325,35.75625,34.270703125,28.76953125,28.553203125,21.9172265625
2000-06-07,54.33320770108344,A,41.0625,40.15,36.81875,34.7171875,29.06890625,28.752890625,22.0506640625
2000-06-08,54.28377878038277,A,40.25,40.4,37.71875,34.9984375,29.39390625,28.933984375,22.1759765625
2000-06-09,54.047114466950354,A,41.6875,40.4375,38.675,35.5453125,29.75953125,29.104921875,22.3006640625
2000-06-12,53.770241909153164,A,40.03125,40.39375,39.465625,35.871875,30.10390625,29.264296875,22.4170703125
2000-06-13,53.95945540084488,A,41.46875,40.9,40.1125,36.2828125,30.50453125,29.457734375,22.5433203125
2000-06-14,53.6112905954067,A,40.9375,40.875,40.5125,36.7015625,30.83578125,29.645859375,22.6686328125
2000-06-15,53.53902215916802,A,42.1875,41.2625,40.83125,37.0578125,31.12390625,29.857421875,22.7995703125
2000-06-16,53.68529181776923,A,45.0,41.925,41.18125,37.68125,31.48078125,30.098828125,22.9444140625
2000-06-19,55.68518633313104,A,54.96875,44.9125,42.653125,38.8484375,32.10328125,30.443515625,23.1400390625
2000-06-20,56.688700922309955,A,49.46875,46.5125,43.70625,39.73125,32.63890625,30.740234375,23.3082421875
2000-06-21,58.18360999038796,A,51.25,48.575,44.725,40.771875,33.22640625,31.042734375,23.4901171875
2000-06-22,59.4484558399931,A,50.125,50.1625,45.7125,41.715625,33.79640625,31.321796875,23.6679296875
2000-06-23,59.95106102232526,A,48.4375,50.85,46.3875,42.53125,34.37140625,31.568671875,23.8310546875
2000-06-26,59.42028181070967,A,54.65625,50.7875,47.85,43.6578125,35.02953125,31.867734375,24.0302734375
2000-06-27,59.53731677640538,A,54.25,51.74375,49.128125,44.6203125,35.60953125,32.152421875,24.2258984375
2000-06-28,59.44662788145997,A,55.1875,52.53125,50.553125,45.5328125,36.20515625,32.463046875,24.4187109375
2000-06-29,59.493534952678694,A,54.6875,53.44375,51.803125,46.3171875,36.83078125,32.768671875,24.6129296875
2000-06-30,59.54297885283035,A,52.6875,54.29375,52.571875,46.8765625,37.41640625,33.040859375,24.8004296875
2000-07-03,58.754120486376955,A,54.0,54.1625,52.475,47.5640625,38.04140625,33.322734375,24.9901171875
2000-07-04,58.22464420788071,A,54.0,54.1125,52.928125,48.3171875,38.62140625,33.598671875,25.1826171875
2000-07-05,58.35007383434772,A,59.6875,55.0125,53.771875,49.2484375,39.35265625,33.925546875,25.4040234375
2000-07-06,58.38879401743338,A,59.03125,55.88125,54.6625,50.1875,40.05203125,34.185859375,25.6215234375
2000-07-07,59.272619247046066,A,61.71875,57.6875,55.990625,51.1890625,40.76390625,34.495546875,25.8527734375
2000-07-10,59.97653661220908,A,60.0625,58.9,56.53125,52.190625,41.41140625,34.788671875,26.0755859375
2000-07-11,60.908788818220614,A,62.78125,60.65625,57.384375,53.25625,42.09453125,35.131171875,26.3126953125
2000-07-12,61.04137987243272,A,63.4375,61.40625,58.209375,54.38125,42.82578125,35.463828125,26.5497265625
2000-07-13,60.673397905027265,A,59.0,61.4,58.640625,55.221875,43.44078125,35.751953125,26.7644140625
2000-07-14,59.483294327153715,A,57.5,60.55625,59.121875,55.846875,43.98453125,36.021953125,26.9692578125
2000-07-17,58.81171805567008,A,60.15625,60.575,59.7375,56.10625,44.53703125,36.313515625,27.1891015625
2000-07-18,57.905482176712646,A,61.3125,60.28125,60.46875,56.6984375,45.12890625,36.563515625,27.4158203125
2000-07-19,56.281242394657426,A,57.90625,59.175,60.290625,57.03125,45.644375,36.729765625,27.6253515625
2000-07-20,55.70341987402967,A,59.25,59.225,60.3125,57.4875,46.136875,36.943671875,27.8422265625
2000-07-21,55.6751528680702,A,60.09375,59.74375,60.15,58.0703125,46.72375,37.144609375,28.0636328125
2000-07-24,54.90734535684782,A,57.59375,59.23125,59.903125,58.2171875,47.205625,37.280546875,28.2798828125
2000-07-25,53.530581562070246,P,54.9375,57.95625,59.11875,58.2515625,47.639375,37.408984375,28.4755078125
2000-07-26,53.02386888062344,P,54.0,57.175,58.175,58.1921875,48.068125,37.588671875,28.6655078125
2000-07-27,52.17471895195796,P,53.46875,56.01875,57.621875,58.13125,48.43625,37.798359375,28.8561328125
2000-07-28,50.68542686641673,P,49.4375,53.8875,56.815625,57.96875,48.774375,37.962421875,29.0250390625
2000-07-31,49.81427153992717,P,48.96875,52.1625,55.696875,57.7171875,49.12125,38.144296875,29.1886328125
2000-08-01,50.050475848134035,P,52.59375,51.69375,54.825,57.646875,49.536875,38.407109375,29.3716015625
2000-08-02,49.973190921119205,P,50.25,50.94375,54.059375,57.175,49.933125,38.668359375,29.5512890625
2000-08-03,49.963969645324966,P,51.78125,50.60625,53.3125,56.8125,50.34375,38.902421875,29.7380078125
2000-08-04,51.36630677952738,P,58.625,52.44375,53.165625,56.6578125,50.87375,39.187578125,29.9595703125
2000-08-07,53.23829853930153,P,60.34375,54.71875,53.440625,56.671875,51.438125,39.506640625,30.1951953125
2000-08-08,54.26191374633654,P,59.875,56.175,53.934375,56.5265625,51.935625,39.838203125,30.4292578125
2000-08-09,55.801061504238056,A,61.875,58.5,54.721875,56.4484375,52.434375,40.157578125,30.6708203125
2000-08-10,56.57571415574494,A,57.0,59.54375,55.075,56.3484375,52.794375,40.427578125,30.8883203125
2000-08-11,56.874835925788794,A,61.0,60.01875,56.23125,56.5234375,53.184375,40.748828125,31.1247265625
2000-08-14,56.78237477095535,A,61.8125,60.3125,57.515625,56.60625,53.615625,41.080390625,31.3631640625
2000-08-15,56.86290552083645,A,62.0625,60.75,58.4625,56.64375,54.078125,41.423828125,31.6059765625
2000-08-16,57.09551933932954,A,64.375,61.25,59.875,56.9671875,54.544375,41.806640625,31.8603515625
2000-08-17,58.77050237426901,A,69.0,63.65,61.596875,57.4546875,55.119375,42.256640625,32.1403515625
2000-08-18,59.97330003659105,A,71.59375,65.76875,62.89375,58.0296875,55.7175,42.738515625,32.4325390625
2000-08-21,60.62125204181752,A,67.625,66.93125,63.621875,58.53125,56.269375,43.186640625,32.7047265625
2000-08-22,61.70081667695968,A,69.9375,68.50625,64.628125,59.28125,56.83875,43.671640625,32.9897265625
2000-08-23,62.60067098126506,A,72.53125,70.1375,65.69375,60.2078125,57.470625,44.153203125,33.2901953125
2000-08-24,63.450012009739424,A,78.375,72.0125,67.83125,61.453125,58.194375,44.659140625,33.6170703125
2000-08-25,64.33065748668126,A,79.5625,73.60625,69.6875,62.959375,58.885625,45.183203125,33.9509765625
2000-08-28,65.33024732113822,A,77.0,75.48125,71.20625,64.3609375,59.32625,45.714765625,34.2725390625
2000-08-29,65.7801537148204,A,76.25,76.74375,72.625,65.54375,59.861875,46.250390625,34.5878515625
2000-08-30,66.35660268642503,A,79.5,78.1375,74.1375,67.00625,60.426875,46.826640625,34.9200390625
2000-08-31,66.64733970720818,A,85.0,79.4625,75.7375,68.6671875,61.124375,47.460390625,35.2797265625
2000-09-01,66.82536699297692,A,86.0,80.75,77.178125,70.0359375,61.875625,48.123515625,35.6441015625
2000-09-04,67.38428387788404,A,86.0,82.55,79.015625,71.31875,62.5025,48.766015625,36.0089453125
2000-09-05,67.41437651211456,A,81.875,83.675,80.209375,72.41875,63.055,49.332265625,36.3519140625
2000-09-06,66.42923497291007,A,79.0,83.575,80.85625,73.275,63.53125,49.868203125,36.6800390625
2000-09-07,65.78908951433012,A,85.75,83.725,81.59375,74.7125,64.1525,50.491640625,37.0430078125
2000-09-08,65.1466188649893,A,86.1875,83.7625,82.25625,75.971875,64.8225,51.119453125,37.4030078125
2000-09-11,62.855376606520764,A,74.109375,81.384375,81.9671875,76.58671875,65.2246875,51.633046875,37.7038671875
2000-09-12,61.88774676516073,A,77.875,80.584375,82.1296875,77.37734375,65.7021875,52.161796875,38.0277734375
2000-09-13,61.121639059589235,A,75.75,79.934375,81.7546875,77.94609375,66.0234375,52.688046875,38.3401171875
2000-09-14,59.22585838685918,P,76.875,78.159375,80.9421875,78.33984375,66.3803125,53.216171875,38.6591796875
2000-09-15,57.69206022579732,P,80.375,76.996875,80.3796875,78.77890625,66.7534375,53.758671875,38.9932421875
2000-09-18,58.24198489506109,P,79.8125,78.1375,79.7609375,79.38828125,67.1484375,54.279921875,39.3260546875
2000-09-19,58.44221733056071,P,82.875,79.1375,79.8609375,80.03515625,67.5503125,54.822421875,39.6738671875
2000-09-20,59.684085599168135,A,86.3125,81.25,80.5921875,80.72421875,68.0078125,55.416796875,40.0379296875
2000-09-21,60.78393874383675,A,85.1875,82.9125,80.5359375,81.06484375,68.5315625,55.986171875,40.3966015625
2000-09-22,61.958890845962394,A,88.8125,84.6,80.7984375,81.52734375,69.1578125,56.571171875,40.7733203125
2000-09-25,62.634072256315015,A,85.875,85.8125,81.975,81.97109375,69.6721875,57.104609375,41.1333203125
2000-09-26,62.6110032392129,A,84.375,86.1125,82.625,82.37734375,70.1334375,57.631171875,41.4875390625
2000-09-27,62.342070362680545,A,87.25,86.3,83.775,82.76484375,70.7203125,58.18234375,41.8541015625
2000-09-28,63.137531607768445,A,93.25,87.9125,85.4125,83.17734375,71.4003125,58.76859375,42.2378515625
2000-09-29,62.15081173489336,A,84.5,87.05,85.825,83.10234375,71.8884375,59.30609375,42.5778515625
2000-10-02,60.999549476447356,A,82.0,86.275,86.04375,82.90234375,72.3765625,59.79109375,42.9022265625
2000-10-03,59.45056373364728,A,75.5,84.5,85.30625,82.58359375,72.7878125,60.21359375,43.1919921875
2000-10-04,57.694968379021816,P,76.9375,82.4375,84.36875,82.48046875,73.2465625,60.65734375,43.4904296875
2000-10-05,54.280219455397294,P,72.0,78.1875,83.05,81.79296875,73.6171875,61.02671875,43.7644921875
2000-10-06,51.743226787958264,P,66.125,74.5125,80.78125,80.78984375,73.9509375,61.36265625,44.0076171875
2000-10-09,50.924694368916285,P,73.0,72.7125,79.49375,80.734375,74.4315625,61.77640625,44.2787109375
2000-10-10,50.89158006654603,P,72.3125,72.075,78.2875,80.45625,74.8259375,62.18140625,44.5538671875
2000-10-11,51.04875917750591,P,74.5,71.5875,77.0125,80.39375,75.3109375,62.62203125,44.8413671875
2000-10-12,51.09633979158341,P,66.875,70.5625,74.375,79.89375,75.6128125,62.97828125,45.0919921875
2000-10-13,52.323753799134586,P,70.25,71.3875,72.95,79.3875,75.8453125,63.35953125,45.3521484375
2000-10-16,52.4469887628645,P,74.0,71.5875,72.15,79.096875,76.1184375,63.77828125,45.6282421875
2000-10-17,53.34280994279114,P,78.875,72.9,72.4875,78.896875,76.4984375,64.21703125,45.9237109375
2000-10-18,53.854572753718855,P,80.375,74.075,72.83125,78.6,76.8684375,64.65140625,46.2277734375
2000-10-19,55.964104783253184,P,80.0,76.7,73.63125,78.340625,77.3284375,65.06140625,46.5299609375
2000-10-20,57.204521669165246,A,79.75,78.6,74.99375,77.8875,77.7034375,65.44390625,46.8187109375
2000-10-23,59.72507314559471,A,92.9375,82.3875,76.9875,78.240625,78.3259375,65.97078125,47.1733984375
2000-10-24,61.42573254533712,A,92.9375,85.2,79.05,78.66875,78.9434375,66.51078125,47.5319921875
2000-10-25,63.359724414218825,A,96.0625,88.3375,81.20625,79.109375,79.5771875,67.06078125,47.9068359375
2000-10-26,64.68261883367455,A,94.9375,91.325,84.0125,79.19375,80.0959375,67.60765625,48.2708203125
2000-10-27,65.70665896800013,A,91.0,93.575,86.0875,79.51875,80.4840625,68.10078125,48.6028515625
2000-10-30,64.69530086295784,A,90.5,93.0875,87.7375,79.94375,80.9415625,68.60546875,48.9348828125
2000-10-31,64.09915379780651,A,93.109375,93.121875,89.1609375,80.82421875,81.405,69.121875,49.2898046875
2000-11-01,63.35049805293721,A,94.8125,92.871875,90.6046875,81.71796875,81.850625,69.660625,49.6532421875
2000-11-02,63.17933365257442,A,97.25,93.334375,92.3296875,82.98046875,82.228125,70.21125,50.0343359375
2000-11-03,63.274965552458525,A,93.875,93.909375,93.7421875,84.36796875,82.514375,70.7,50.3994140625
2000-11-06,62.784820456804745,A,91.6875,94.146875,93.6171875,85.30234375,82.808125,71.0671875,50.7553515625
2000-11-07,62.740408126427354,A,96.859375,94.896875,94.009375,86.5296875,83.2203125,71.54109375,51.1406640625
2000-11-08,61.844057644511444,A,93.25,94.584375,93.728125,87.4671875,83.4953125,71.96109375,51.5019140625
2000-11-09,60.282049680602135,A,91.0,93.334375,93.334375,88.6734375,83.6153125,72.36984375,51.8458203125
2000-11-10,58.79403391085442,P,88.8125,92.321875,93.115625,89.6015625,83.6715625,72.77359375,52.1711328125
2000-11-13,55.638347003144155,P,71.1875,88.221875,91.184375,89.4609375,83.3753125,72.93890625,52.4033203125
2000-11-14,51.692048809236475,P,73.25,83.5,89.1984375,89.1796875,83.2028125,73.12890625,52.6406640625
2000-11-15,48.72684744072978,P,73.625,79.575,87.0796875,88.8421875,83.0953125,73.31328125,52.8881640625
2000-11-16,45.07752868102014,P,67.75,74.925,84.1296875,88.2296875,82.7353125,73.44390625,53.1062890625
2000-11-17,41.14661530702718,P,63.125,69.7875,81.0546875,87.3984375,82.2740625,73.54828125,53.2945703125
2000-11-20,39.203060999061854,P,55.0,66.55,77.3859375,85.5015625,81.891875,73.55828125,53.4405078125
2000-11-21,37.03450229901297,P,55.625,63.025,73.2625,83.6359375,81.446875,73.57453125,53.5866015625
2000-11-22,34.57141337447442,P,55.0,59.3,69.4375,81.5828125,81.031875,73.52765625,53.7266015625
2000-11-23,33.242059347844105,P,55.0,56.75,65.8375,79.5859375,80.594375,73.48734375,53.8366015625
2000-11-24,34.017784963291135,B,64.9375,57.1125,63.45,78.2828125,80.285625,73.51953125,54.0075390625
2000-11-27,37.501002250379806,P,73.625,60.8375,63.69375,77.4390625,80.161875,73.65515625,54.2219140625
2000-11-28,39.40759387443635,P,62.625,62.2375,62.63125,75.91484375,79.756875,73.65359375,54.3923828125
2000-11-29,41.11859113031386,P,61.25,63.4875,61.39375,74.23671875,79.255625,73.63171875,54.5477734375
2000-11-30,42.106379662401146,P,55.875,63.6625,60.20625,72.16796875,78.669375,73.60046875,54.6762109375
2000-12-01,42.71793289809608,P,65.6875,63.8125,60.4625,70.75859375,78.206875,73.68234375,54.8521484375
2000-12-04,40.78115603588168,P,61.9375,61.475,61.15625,69.27109375,77.728125,73.70015625,55.0068359375
2000-12-05,41.90311585519446,P,70.0625,62.9625,62.6,67.93125,77.441875,73.78765625,55.1755859375
2000-12-06,43.538665370357414,A,70.6875,64.85,64.16875,66.803125,77.110625,73.91546875,55.3226171875
2000-12-07,45.76766816116006,A,70.125,67.7,65.68125,65.759375,76.648125,74.02421875,55.4839453125
2000-12-08,47.53764528749887,A,78.453125,70.253125,67.0328125,65.24140625,76.5271875,74.2078125,55.6762109375
2000-12-11,50.659179746717,A,81.8125,74.228125,67.8515625,65.77265625,76.5234375,74.45,55.8652734375
2000-12-12,51.80449996508668,A,75.1875,75.253125,69.1078125,65.86953125,76.5171875,74.6525,56.0307421875
2000-12-13,52.9576204648875,A,75.8125,76.278125,70.5640625,65.97890625,76.4946875,74.870625,56.2296484375
2000-12-14,54.46967612093679,A,75.125,77.278125,72.4890625,66.34765625,76.5571875,75.0871875,56.4427734375
2000-12-15,54.914279290596205,A,74.75,76.5375,73.3953125,66.92890625,76.7296875,75.3403125,56.6513671875
2000-12-18,55.53505786151852,A,81.1875,76.4125,75.3203125,68.23828125,76.8934375,75.6625,56.9033984375
2000-12-19,56.666430109026685,A,80.0,77.375,76.3140625,69.45703125,77.0471875,75.9365625,57.1718359375
2000-12-20,56.636072416403344,A,73.0,76.8125,76.5453125,70.35703125,77.0171875,76.1640625,57.4162109375
2000-12-21,55.09987551074378,A,64.4375,74.675,75.9765625,70.82890625,76.9684375,76.290625,57.5965234375
2000-12-22,54.18374604618682,A,71.9375,74.1125,75.325,71.17890625,77.0021875,76.42375,57.8056640625
2000-12-25,51.62796627670905,P,71.9375,72.2625,74.3375,71.09453125,76.9609375,76.5396875,58.0231640625
2000-12-26,49.505253566482274,P,70.4375,70.35,73.8625,71.48515625,76.7921875,76.6453125,58.2417578125
2000-12-27,48.50001729259134,P,70.5625,69.8625,73.3375,71.95078125,76.5959375,76.7321875,58.4448828125
2000-12-28,49.15073215519141,P,70.75,71.125,72.9,72.69453125,76.4109375,76.8696875,58.6486328125
2000-12-29,49.02988739341708,P,71.5,71.0375,72.575,72.98515625,76.2459375,76.9746875,58.8617578125
