Date,GRADE,GPS,ANET,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2014-06-06,,,13.75,,,,,,
2014-06-09,,,13.800000190734863,,,,,,
2014-06-10,,,15.0,,,,,,
2014-06-11,,,15.875,,,,,,
2014-06-12,,,16.5,14.985000038146973,,,,,
2014-06-13,,,17.395000457763672,15.714000129699707,,,,,
2014-06-16,,,17.875,16.529000091552735,,,,,
2014-06-17,,,17.427499771118164,17.014500045776366,,,,,
2014-06-18,,,17.239999771118164,17.2875,,,,,
2014-06-19,,,16.417499542236328,17.270999908447266,16.12799997329712,,,,
2014-06-20,,,16.287500381469727,17.049499893188475,16.38175001144409,,,,
2014-06-23,,,16.427499771118164,16.75999984741211,16.64449996948242,,,,
2014-06-24,,,16.06999969482422,16.48849983215332,16.751499938964844,,,,
2014-06-25,,,16.122499465942383,16.264999771118163,16.776249885559082,,,,
2014-06-26,,,15.952500343322754,16.17199993133545,16.721499919891357,,,,
2014-06-27,,,15.637499809265137,16.04199981689453,16.545749855041503,,,,
2014-06-30,,,15.59749984741211,15.87599983215332,16.317999839782715,,,,
2014-07-01,,,19.0,16.461999893188477,16.4752498626709,,,,
2014-07-02,,,18.837499618530277,17.004999923706055,16.63499984741211,,,,
2014-07-03,,,19.102500915527344,17.635000038146973,16.90349998474121,16.515749979019166,,,
2014-07-04,,,19.102500915527344,18.328000259399413,17.185000038146974,16.783375024795532,,,
2014-07-07,,,18.042499542236328,18.81700019836426,17.34650001525879,16.995499992370604,,,
2014-07-08,,,17.357500076293945,18.48850021362305,17.475250053405762,17.113374996185303,,,
2014-07-09,,,17.975000381469727,18.316000366210936,17.660500144958498,17.21837501525879,,,
2014-07-10,,,16.934999465942383,17.882500076293944,17.75875005722046,17.24012498855591,,,
2014-07-11,,,17.407499313354492,17.543499755859376,17.935750007629395,17.24074993133545,,,
2014-07-14,,,17.237499237060547,17.38249969482422,18.099749946594237,17.208874893188476,,,
2014-07-15,,,16.672500610351562,17.24549980163574,17.867000007629393,17.171124935150146,,,
2014-07-16,,,16.13249969482422,16.87699966430664,17.59650001525879,17.11574993133545,,,
2014-07-17,,,15.9399995803833,16.677999687194824,17.280249881744385,17.0918749332428,,,
2014-07-18,,,16.0,16.396499824523925,16.96999979019165,17.077499914169312,,,
2014-07-21,,,15.807499885559082,16.110499954223634,16.746499824523926,17.046499919891357,,,
2014-07-22,,,16.377500534057617,16.051499938964845,16.64849987030029,17.06187496185303,,,
2014-07-23,,,16.204999923706055,16.06599998474121,16.471499824523924,17.06599998474121,,,
2014-07-24,,,16.0625,16.09050006866455,16.384249877929687,17.071499967575072,,,
2014-07-25,,,15.90999984741211,16.072500038146973,16.23449993133545,17.085124969482422,,,
2014-07-28,,,15.852499961853027,16.08150005340576,16.096000003814698,17.09787497520447,,,
2014-07-29,,,15.962499618530272,15.998499870300293,16.02499990463257,16.945999956130983,,,
2014-07-30,,,16.947500228881836,16.14699993133545,16.10649995803833,16.85149998664856,,,
2014-07-31,,,16.530000686645508,16.240500068664552,16.16550006866455,16.72287497520447,,,
2014-08-01,,,16.40250015258789,16.339000129699706,16.20575008392334,16.587874937057496,,,
2014-08-04,,,17.3075008392334,16.63000030517578,16.355750179290773,16.551125001907348,,,
2014-08-05,,,18.022499084472656,17.042000198364256,16.520250034332275,16.584374952316285,,,
2014-08-06,,,17.704999923706055,17.193500137329103,16.670250034332277,16.5708749294281,,,
2014-08-07,,,18.05500030517578,17.498500061035156,16.869500064849852,16.62687497138977,,,
2014-08-08,,,18.00749969482422,17.819499969482422,17.079250049591064,16.65687499046326,,,
2014-08-11,,,17.46500015258789,17.85099983215332,17.240500068664552,16.668250036239623,,,
2014-08-12,,,17.77750015258789,17.802000045776367,17.422000122070312,16.72350001335144,,,
2014-08-13,,,17.459999084472656,17.75299987792969,17.473250007629396,16.78987498283386,,,
2014-08-14,,,17.702499389648438,17.68249969482422,17.590499877929688,16.87799997329712,16.81354995727539,,
2014-08-15,,,17.454999923706055,17.571999740600585,17.695749855041505,16.950749969482423,16.887649955749513,,
2014-08-18,,,17.627500534057617,17.60449981689453,17.727749824523926,17.04175000190735,16.964199962615968,,
2014-08-19,,,18.75,17.798999786376953,17.80049991607666,17.16037497520447,17.039199962615967,,
2014-08-20,,,19.100000381469727,18.127000045776366,17.939999961853026,17.30512499809265,17.103699970245362,,
2014-08-21,,,19.337499618530277,18.454000091552736,18.068249893188476,17.468874979019166,17.160449962615967,,
2014-08-22,,,18.905000686645508,18.744000244140626,18.157999992370605,17.618625020980836,17.190649967193604,,
2014-08-25,,,18.895000457763672,18.997500228881837,18.301000022888182,17.770750045776367,17.21104997634888,,
2014-08-26,,,19.042499542236328,19.0560001373291,18.427499961853027,17.92475004196167,17.24334997177124,,
2014-08-27,,,20.790000915527344,19.394000244140624,18.760500144958495,18.116875076293944,17.314349994659423,,
2014-08-28,,,20.862499237060547,19.69900016784668,19.076500129699706,18.3335000038147,17.40324998855591,,
2014-08-29,,,20.962499618530277,20.110499954223634,19.427250099182128,18.561499977111815,17.49674997329712,,
2014-09-01,,,20.962499618530277,20.523999786376955,19.760750007629394,18.74424991607666,17.587449970245363,,
2014-09-02,,,21.524999618530277,21.020499801635744,20.038249969482422,18.91937494277954,17.69654996871948,,
2014-09-03,,,21.40250015258789,21.142999649047855,20.26849994659424,19.104249954223633,17.80214998245239,,
2014-09-04,,,21.872499465942383,21.34499969482422,20.52199993133545,19.29512491226196,17.920549964904787,,
2014-09-05,,,22.780000686645508,21.708499908447266,20.90949993133545,19.533749961853026,18.063399982452392,,
2014-09-08,,,21.915000915527344,21.89900016784668,21.211499977111817,19.75625,18.189750003814698,,
2014-09-09,,,21.06999969482422,21.80800018310547,21.414249992370607,19.920874977111815,18.23114999771118,,
2014-09-10,,,22.1875,21.96500015258789,21.55399990081787,20.157250022888185,18.298150005340577,,
2014-09-11,,,22.1875,22.028000259399413,21.686499977111815,20.381500053405762,18.359849987030028,,
2014-09-12,,,21.5674991607666,21.78549995422363,21.74699993133545,20.58712501525879,18.409149951934815,,
2014-09-15,,,20.707500457763672,21.543999862670898,21.72150001525879,20.74112501144409,18.462449970245363,,
2014-09-16,,,21.0,21.529999923706054,21.66900005340576,20.85362501144409,18.53529996871948,,
2014-09-17,,,20.877500534057617,21.268000030517577,21.616500091552734,20.942500019073485,18.59334997177124,,
2014-09-18,,,21.53249931335449,21.136999893188477,21.582500076293947,21.0522500038147,18.685299968719484,,
2014-09-19,,,21.912500381469727,21.206000137329102,21.49575004577637,21.202624988555907,18.775399990081787,,
2014-09-22,,,20.959999084472656,21.2564998626709,21.400249862670897,21.30587491989136,18.84984998703003,,
2014-09-23,,,21.11750030517578,21.279999923706054,21.404999923706054,21.40962495803833,18.938749980926513,,
