Date,GRADE,GPS,FOXA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2019-03-12,,,34.927276611328125,,,,,,
2019-03-13,,,36.535770416259766,,,,,,
2019-03-14,,,37.36299514770508,,,,,,
2019-03-15,,,38.32809066772461,,,,,,
2019-03-18,,,38.32809066772461,37.09644470214844,,,,,
2019-03-19,,,37.078067779541016,37.52660293579102,,,,,
2019-03-20,,,35.49714279174805,37.318877410888675,,,,,
2019-03-21,,,36.783939361572266,37.20306625366211,,,,,
2019-03-22,,,35.58905792236328,36.655259704589845,,,,,
2019-03-25,,,34.412559509277344,35.87215347290039,36.48429908752441,,,,
2019-03-26,,,34.50447463989258,35.357434844970705,36.44201889038086,,,,
2019-03-27,,,33.934608459472656,35.044927978515624,36.181902694702146,,,,
2019-03-28,,,33.4566535949707,34.37947082519531,35.791268539428714,,,,
2019-03-29,,,33.7415885925293,34.00997695922852,35.33261833190918,,,,
2019-04-01,,,33.87026596069336,33.90151824951172,34.88683586120605,,,,
2019-04-02,,,33.34635162353516,33.66989364624023,34.51366424560547,,,,
2019-04-03,,,33.16253662109375,33.515479278564456,34.280203628540036,,,,
2019-04-04,,,33.78753662109375,33.58165588378906,33.98056335449219,,,,
2019-04-05,,,34.63315200805664,33.75996856689453,33.884972763061526,,,,
2019-04-08,,,34.44013595581055,33.87394256591797,33.88773040771484,35.18601474761963,,,
2019-04-09,,,34.29307556152344,34.063287353515626,33.86659049987793,35.1543046951294,,,
2019-04-10,,,33.530181884765625,34.13681640625,33.826147842407224,35.004025268554685,,,
2019-04-11,,,34.09086227416992,34.19748153686523,33.88956871032715,34.84041862487793,,,
2019-04-12,,,34.49528884887695,34.169908905029295,33.964938735961915,34.64877853393555,,,
2019-04-15,,,34.49528884887695,34.180939483642575,34.02744102478027,34.45713844299316,,,
2019-04-16,,,34.69750213623047,34.26182479858399,34.1625560760498,34.33811016082764,,,
2019-04-17,,,35.69935607910156,34.69565963745117,34.41623802185059,34.34822082519531,,,
2019-04-18,,,35.33169174194336,34.94382553100586,34.57065353393555,34.275608444213866,,,
2019-04-19,,,35.33169174194336,35.11110610961914,34.640507507324216,34.26274013519287,,,
2019-04-22,,,34.65153121948242,35.142354583740236,34.66164703369141,34.274688720703125,,,
2019-04-23,,,35.00080871582031,35.203015899658205,34.73242034912109,34.299505424499515,,,
2019-04-24,,,34.89051055908203,35.041246795654295,34.86845321655274,34.34730052947998,,,
2019-04-25,,,35.065147399902344,34.987937927246094,34.965881729125975,34.42772521972656,,,
2019-04-26,,,35.36846160888672,34.99529190063477,35.053199005126956,34.50906887054443,,,
2019-04-29,,,36.03023910522461,35.271033477783206,35.20669403076172,34.617067527771,,,
2019-04-30,,,35.83722686767578,35.438317108154294,35.32066650390625,34.741611289978025,,,
2019-05-01,,,36.21406936645508,35.70302886962891,35.3721378326416,34.894187927246094,,,
2019-05-02,,,34.26549530029297,35.54309844970703,35.26551818847656,34.91808586120605,,,
2019-05-03,,,34.44013595581055,35.3574333190918,35.17636260986328,34.90843505859375,,,
2019-05-06,,,34.85374069213867,35.12213363647461,35.1965835571289,34.929115295410156,,,
2019-05-07,,,34.24711227416992,34.80411071777344,35.12121391296387,34.92681713104248,,,
2019-05-08,,,34.3941764831543,34.44013214111328,35.071580505371095,34.97001686096191,,,
2019-05-09,,,35.386844635009766,34.66440200805664,35.103750228881836,35.03481597900391,,,
2019-05-10,,,35.4144172668457,34.85925827026367,35.10834579467773,35.080772399902344,,,
2019-05-13,,,34.899696350097656,34.86844940185547,34.995291519165036,35.10099277496338,,,
2019-05-14,,,34.826171875,34.98426132202148,34.89418601989746,35.10742626190186,,,
2019-05-15,,,34.66072082519531,35.03757019042969,34.738851165771486,35.055494499206546,,,
2019-05-16,,,33.76915740966797,34.71403274536133,34.68921737670898,34.97736778259277,,,
2019-05-17,,,34.51836013793945,34.534821319580075,34.69703979492188,34.93670120239258,,,
2019-05-20,,,34.35186767578125,34.425255584716794,34.64685249328613,34.92171802520752,34.97542251586914,,
2019-05-21,,,34.86057662963867,34.43213653564453,34.708198928833006,34.91470642089844,34.974088516235355,,
2019-05-22,,,34.3333740234375,34.36666717529297,34.702118682861325,34.886849594116214,34.93004058837891,,
2019-05-23,,,34.139137268066406,34.44066314697265,34.577347946166995,34.840549087524415,34.86556343078613,,
2019-05-24,,,34.148380279541016,34.36666717529297,34.450744247436525,34.77954502105713,34.78196922302246,,
2019-05-27,,,34.148380279541016,34.32596969604492,34.37561264038086,34.68545207977295,34.69837501525879,,
2019-05-28,,,33.889404296875,34.131735229492186,34.28193588256836,34.58806095123291,34.634601745605465,,
2019-05-29,,,33.10321807861328,33.885704040527344,34.12618560791016,34.43251838684082,34.586723251342775,,
2019-05-30,,,32.57600402832031,33.57307739257813,34.00687026977539,34.348043823242186,34.50256454467773,,
2019-05-31,,,32.58525466918945,33.26045227050781,33.81355972290039,34.255299758911136,34.442488479614255,,
2019-06-03,,,31.66957092285156,32.76469039916992,33.54533004760742,34.09609127044678,34.38762870788574,,
2019-06-04,,,31.89155387878418,32.365120315551756,33.24842777252197,33.97831335067749,34.335370292663576,,
2019-06-05,,,31.78057098388672,32.10059089660645,32.993147468566896,33.847633075714114,34.29228954315185,,
2019-06-06,,,31.55858612060547,31.897107315063476,32.735092353820804,33.6562201499939,34.25432819366455,,
2019-06-07,,,31.45684051513672,31.67142448425293,32.46593837738037,33.45834131240845,34.208633232116696,,
2019-06-10,,,31.475339889526367,31.63257827758789,32.19863433837891,33.28712348937988,34.16073471069336,,
2019-06-11,,,31.61407470703125,31.577082443237305,31.971101379394533,33.126518630981444,34.12608917236328,,
2019-06-12,,,32.41876602172852,31.704721450805664,31.902656173706056,33.014420890808104,34.111213760375975,,
2019-06-13,,,32.640750885009766,31.921154403686522,31.909130859375,32.958000564575194,34.0882780456543,,
2019-06-14,,,32.594505310058594,32.1486873626709,31.910055923461915,32.86180782318115,34.047505111694335,,
2019-06-17,,,33.41769027709961,32.537157440185545,32.08486785888672,32.81509895324707,34.027056198120114,,
