Date,GRADE,GPS,ADM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.3910362720489502,,,,,,
1983-11-22,,,1.4221205711364746,,,,,,
1983-11-23,,,1.3910362720489502,,,,,,
1983-11-24,,,1.3910362720489502,,,,,,
1983-11-25,,,1.383265256881714,1.3956989288330077,,,,,
1983-11-28,,,1.3055541515350342,1.3786025047302246,,,,,
1983-11-29,,,1.3288673162460327,1.3599518537521362,,,,,
1983-11-30,,,1.3599510192871094,1.353734803199768,,,,,
1983-12-01,,,1.3599510192871094,1.3475177526473998,,,,,
1983-12-02,,,1.383265256881714,1.3475177526473998,1.3716083407402038,,,,
1983-12-05,,,1.3677233457565308,1.3599515914916993,1.369277048110962,,,,
1983-12-06,,,1.3677233457565308,1.3677227973937989,1.3638373255729674,,,,
1983-12-07,,,1.3677233457565308,1.369277262687683,1.3615060329437256,,,,
1983-12-08,,,1.383265256881714,1.3739401102066042,1.360728931427002,,,,
1983-12-09,,,1.3677233457565308,1.3708317279815674,1.3591747403144836,,,,
1983-12-12,,,1.3521808385849,1.3677232265472412,1.3638374090194703,,,,
1983-12-13,,,1.3288673162460327,1.3599520206451416,1.3638374090194703,,,,
1983-12-14,,,1.3444095849990845,1.3552892684936524,1.3622832655906678,,,,
1983-12-15,,,1.2977826595306396,1.3381927490234375,1.3560664296150207,,,,
1983-12-16,,,1.3055541515350342,1.3257589101791383,1.3482953190803528,1.3599518299102784,,,
1983-12-19,,,1.3055541515350342,1.316433572769165,1.342078399658203,1.3556777238845825,,,
1983-12-20,,,1.266697883605957,1.3039996862411498,1.3319758534431458,1.3479065895080566,,,
1983-12-21,,,1.274469256401062,1.2900116205215455,1.3226504445075988,1.3420782387256622,,,
1983-12-22,,,1.274469256401062,1.28534893989563,1.3117708444595337,1.3362498879432678,,,
1983-12-23,,,1.2511556148529053,1.2744692325592042,1.3001140713691712,1.3296444058418273,,,
1983-12-26,,,1.2511556148529053,1.2635895252227782,1.2900115489959716,1.326924479007721,,,
1983-12-27,,,1.266697883605957,1.2635895252227782,1.283794605731964,1.3238160073757173,,,
1983-12-28,,,1.235612869262695,1.255818247795105,1.2729149341583252,1.3175990998744964,,,
1983-12-29,,,1.2511556148529053,1.2511555194854735,1.2682522296905518,1.3121593296527863,,,
1983-12-30,,,1.2433840036392212,1.2496011972427368,1.2620352149009704,1.3051652669906617,,,
1984-01-02,,,1.2433840036392212,1.248046875,1.2558182001113891,1.298948299884796,,,
1984-01-03,,,1.2122989892959597,1.2371670961380006,1.2503783106803894,1.2911770820617676,,,
1984-01-04,,,1.3288673162460327,1.255817985534668,1.2558181166648865,1.2892342805862427,,,
1984-01-05,,,1.2977826595306396,1.2651433944702148,1.2581494569778442,1.284960150718689,,,
1984-01-06,,,1.3055541515350342,1.2775774240493774,1.2635893106460572,1.281851691007614,,,
1984-01-09,,,1.3754932880401611,1.3039992809295655,1.2760230779647828,1.2830173134803773,,,
1984-01-10,,,1.3599510192871094,1.3335296869277955,1.285348391532898,1.284571498632431,,,
1984-01-11,,,1.3754932880401611,1.342854881286621,1.2993364334106445,1.2861256837844848,,,
1984-01-12,,,1.383265256881714,1.3599514007568358,1.3125473976135253,1.2903998136520385,,,
1984-01-13,,,1.3521808385849,1.3692767381668092,1.3234270811080933,1.2927311480045318,,,
1984-01-16,,,1.3366377353668213,1.3615056276321411,1.3327524542808533,1.2942853271961212,,,
1984-01-17,,,1.3599510192871094,1.3615056276321411,1.3475176572799683,1.2989479839801787,,,
1984-01-18,,,1.3988075256347656,1.366168475151062,1.3545116782188416,1.305164897441864,,,
1984-01-19,,,1.3677233457565308,1.3630600929260255,1.3615057468414307,1.3098276019096375,,,
1984-01-20,,,1.3599510192871094,1.3646141290664673,1.3669454336166382,1.3152673721313477,,,
1984-01-23,,,1.3599510192871094,1.3692767858505248,1.365391206741333,1.3207071423530579,,,
1984-01-24,,,1.3599510192871094,1.3692767858505248,1.365391206741333,1.3253697991371154,,,
1984-01-25,,,1.383265256881714,1.3661683320999145,1.3661684036254884,1.3327524185180664,,,
1984-01-26,,,1.3988075256347656,1.3723851680755614,1.3677226305007935,1.3401350140571595,,,
1984-01-27,,,1.4454346895217896,1.3894819021224976,1.3770480155944824,1.3502375483512878,1.3364827942848205,,
1984-01-30,,,1.400917649269104,1.3976752281188964,1.3834760069847107,1.358114230632782,1.3366804218292236,,
1984-01-31,,,1.4164819717407229,1.4089814186096192,1.389129102230072,1.36832337975502,1.3365676498413086,,
1984-02-01,,,1.4164819717407229,1.415624761581421,1.3908965468406678,1.3727041125297545,1.337076563835144,,
1984-02-02,,,1.4320480823516846,1.4222728729248049,1.3973290205001831,1.3794173836708068,1.3378968000411988,,
1984-02-03,,,1.3931341171264648,1.4118127584457398,1.4006473302841187,1.3837963819503785,1.3380941772460937,,
1984-02-06,,,1.3620011806488037,1.4040294647216798,1.400852346420288,1.3831217765808106,1.3392231178283691,,
1984-02-07,,,1.3775674104690552,1.3962465524673462,1.4026139855384827,1.3840025961399078,1.3401971197128295,,
1984-02-08,,,1.400917649269104,1.3931336879730225,1.4043792247772218,1.385273814201355,1.3410164523124695,,
1984-02-09,,,1.3542187213897705,1.3775678157806397,1.3999203443527222,1.3838214874267578,1.3409018063545226,,
1984-02-10,,,1.3075224161148071,1.3604454755783082,1.386129117012024,1.3815885663032532,1.3393869495391846,,
1984-02-13,,,1.2841732501983645,1.3448798894882201,1.37445467710495,1.3789653420448302,1.3377159476280212,,
1984-02-14,,,1.315304398536682,1.3324272871017455,1.3643369197845459,1.376733011007309,1.3366675686836242,,
1984-02-15,,,1.315304398536682,1.3153046369552612,1.3542191624641418,1.3725578546524049,1.3356191897392273,,
1984-02-16,,,1.3075224161148071,1.3059653759002685,1.341766595840454,1.3695478081703185,1.334104332923889,,
1984-02-17,,,1.3230875730514526,1.3090784072875976,1.3347619414329528,1.3677046358585359,1.3332116174697877,,
1984-02-20,,,1.3230875730514526,1.3168612718582153,1.3308705806732177,1.365861463546753,1.3326297521591186,,
1984-02-21,,,1.3386523723602295,1.3215308666229248,1.3269790768623353,1.364796531200409,1.3328254532814026,,
1984-02-22,,,1.3308709859848022,1.324644184112549,1.319974410533905,1.3621768176555633,1.3325546813011169,,
1984-02-23,,,1.3230875730514526,1.327757215499878,1.3168612957000732,1.3583908200263977,1.3330607795715332,,
1984-02-24,,,1.2997393608093262,1.3230875730514526,1.3160829901695252,1.3511060535907746,1.332944483757019,,
1984-02-27,,,1.276390790939331,1.3137482166290284,1.3153047442436219,1.3448797106742858,1.332361216545105,,
1984-02-28,,,1.2452586889266968,1.2950694799423217,1.3083001732826234,1.3363185465335845,1.3319324326515198,,
1984-02-29,,,1.2374767065048218,1.2763906240463256,1.3005174040794372,1.3273682832717895,1.331192581653595,,
1984-03-01,,,1.2841732501983645,1.268607759475708,1.298182487487793,1.3199745416641235,1.331386661529541,,
1984-03-02,,,1.3386523723602295,1.2763903617858887,1.2997389674186706,1.3172504544258117,1.3331365966796875,,
1984-03-05,,,1.2919561862945557,1.2795034408569337,1.296625828742981,1.3137482047080993,1.3339526081085205,,
1984-03-06,,,1.2530419826507568,1.2810600996017456,1.2880647897720336,1.3075219333171844,1.3336794900894164,,
1984-03-07,,,1.2452586889266968,1.2826164960861206,1.2795035600662232,1.299738985300064,1.3338724064826966,,
1984-03-08,,,1.2608247995376587,1.2779468059539796,1.2732772827148438,1.2950692892074585,1.3340657901763917,,
1984-03-09,,,1.2452586889266968,1.2592680692672729,1.267829215526581,1.291956102848053,1.3341032838821412,,
1984-03-12,,,1.276390790939331,1.2561549901962281,1.267829215526581,1.2915669798851013,1.3347634196281433,,
1984-03-13,,,1.2530419826507568,1.2561549901962281,1.2686075448989869,1.288453859090805,1.3355782794952393,,
1984-03-14,,,1.276390790939331,1.262381410598755,1.2724989533424378,1.2865081787109376,1.3345287489891051,,
1984-03-15,,,1.2608247995376587,1.262381410598755,1.2701641082763673,1.2841732978820801,1.3337895917892455,,
1984-03-16,,,1.276390790939331,1.2686078310012818,1.2639379501342773,1.281838458776474,1.3332063245773316,,
1984-03-19,,,1.214126706123352,1.256155014038086,1.256155002117157,1.276390415430069,1.3299789929389954,,
1984-03-20,,,1.2374767065048218,1.253041958808899,1.2545984745025636,1.2713316321372985,1.3275295066833497,,
1984-03-21,,,1.2608247995376587,1.2499287605285645,1.2561550855636596,1.2678293228149413,1.3252361369132997,,
1984-03-22,,,1.2374767065048218,1.2452591419219972,1.253820276260376,1.26354877948761,1.3223203659057616,,
1984-03-23,,,1.2296935319900513,1.2359196901321412,1.2522637605667115,1.2600464880466462,1.3198706197738648,,
1984-03-26,,,1.2296935319900513,1.239033055305481,1.2475940346717835,1.2577116250991822,1.3177317357063294,,
1984-03-27,,,1.2219109535217283,1.2359199047088623,1.2444809317588805,1.2565442383289338,1.3149709343910216,,
1984-03-28,,,1.214126706123352,1.2265802860260009,1.2382545232772828,1.2553767383098602,1.3112773180007935,,
1984-03-29,,,1.2219109535217283,1.2234671354293822,1.2343631386756897,1.2522636234760285,1.3083610701560975,,
1984-03-30,,,1.1985615491867063,1.2172407388687132,1.2265802145004272,1.2452590823173524,1.3051332807540894,,
1984-04-02,,,1.182994723320007,1.2079009771347045,1.2234670162200927,1.239811009168625,1.3015941548347474,,
1984-04-03,,,1.182994723320007,1.2001177310943603,1.2180188179016112,1.2363086462020874,1.2980550289154054,,
1984-04-04,,,1.1907786130905151,1.195448112487793,1.2110141992568968,1.2335846424102783,1.2942052960395813,,
1984-04-05,,,1.182994723320007,1.1876648664474485,1.2055660009384153,1.2296931385993957,1.289889039993286,,
1984-04-06,,,1.1674302816390991,1.181438612937927,1.1993396759033201,1.2258017182350158,1.2843289518356322,1.3104058730602264,
1984-04-09,,,1.159646987915039,1.1767690658569334,1.1923350214958188,1.2199645280838012,1.279503538608551,1.3080919802188873,
1984-04-10,,,1.089601993560791,1.1580905199050904,1.1791041254997252,1.211792528629303,1.2729659390449524,1.3047667944431305,
1984-04-11,,,1.0818185806274414,1.1362985134124757,1.1658733129501342,1.2020639181137085,1.2662726712226868,1.3016746175289153,
1984-04-12,,,1.089601993560791,1.1176199674606324,1.1526424169540403,1.193502777814865,1.259423749446869,1.298660274744034,
1984-04-13,,,1.089601993560791,1.1020543098449707,1.141746461391449,1.1841633379459382,1.2533531069755555,1.2957236421108247,
1984-04-16,,,1.097384333610535,1.0896017789840697,1.1331854224205018,1.1783262193202972,1.24806077003479,1.2936419439315796,
1984-04-17,,,1.1362979412078855,1.0989409685134888,1.1285157442092895,1.1732672810554505,1.2432353806495666,1.291716250181198,
1984-04-18,,,1.151865005493164,1.1129502534866333,1.1246243834495544,1.1678192913532257,1.2382543277740479,1.2896353900432587,
1984-04-19,,,1.1285161972045898,1.120733094215393,1.1191765308380126,1.1623712658882142,1.2337402772903443,1.2873210418224335,
1984-04-20,,,1.1285161972045898,1.128515934944153,1.1152851223945617,1.1573123991489411,1.23016015291214,1.2847735512256622,
1984-04-23,,,1.105167269706726,1.1300725221633912,1.1098371505737306,1.1510860860347747,1.2265800333023071,1.2821479904651643,
1984-04-24,,,1.1129499673843384,1.1254029273986816,1.1121719479560852,1.1456380367279053,1.2225329446792603,1.2796002566814422,
1984-04-25,,,1.1207327842712402,1.119176483154297,1.116063368320465,1.1409683406352997,1.2186415123939514,1.2771303510665895,
1984-04-26,,,1.105167269706726,1.1145066976547242,1.1176198959350585,1.1351311564445496,1.21459440946579,1.2743493711948395,
1984-04-27,,,1.105167269706726,1.1098369121551515,1.1191764235496522,1.1304614424705506,1.2102360033988953,1.2717238104343414,
1984-04-30,,,1.1151496171951294,1.111833381652832,1.1209529519081116,1.1270691871643066,1.2060772442817689,1.2693534982204437,
1984-05-01,,,1.1307456493377686,1.115392518043518,1.1203977227211,1.1244567334651947,1.2019191098213196,1.267372281551361,
1984-05-02,,,1.1385434865951538,1.1189546585083008,1.1190655708312989,1.1218449771404266,1.1980725598335267,1.2653136205673219,
1984-05-03,,,1.1307456493377686,1.1240703344345093,1.1192885160446167,1.1192325234413147,1.1942257213592529,1.2636432504653932,
1984-05-04,,,1.1385434865951538,1.1307455778121949,1.120291244983673,1.1177881836891175,1.1910018038749695,1.2619731438159942,
