Date,GRADE,GPS,MSFT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1986-03-13,,,0.0599464997649192,,,,,,
1986-03-14,,,0.0620873048901557,,,,,,
1986-03-17,,,0.0631583258509635,,,,,,
1986-03-18,,,0.0615521259605884,,,,,,
1986-03-19,,,0.0604816786944866,0.06144518703222268,,,,,
1986-03-20,,,0.0588760785758495,0.06123110279440873,,,,,
1986-03-21,,,0.0572704598307609,0.060267733782529774,,,,,
1986-03-24,,,0.0556648448109626,0.0587690375745296,,,,,
1986-03-25,,,0.0567352697253227,0.057805666327476454,,,,,
1986-03-26,,,0.0583408996462821,0.05737751051783556,0.05941134877502911,,,,
1986-03-27,,,0.0594112835824489,0.057484551519155436,0.059357827156782096,,,,
1986-03-28,,,0.0594112835824489,0.057912716269493035,0.05909022502601141,,,,
1986-03-31,,,0.0588760785758495,0.058554963022470416,0.058662000298500015,,,,
1986-04-01,,,0.0583408996462821,0.05887608900666229,0.05834087766706938,,,,
1986-04-02,,,0.0588760785758495,0.05898312479257578,0.05818031765520567,,,,
1986-04-03,,,0.0594112835824489,0.05898312479257578,0.058233838155865615,,,,
1986-04-04,,,0.0594112835824489,0.05898312479257577,0.058447920531034404,,,,
1986-04-07,,,0.0583408996462821,0.0588760890066623,0.058715526014566366,,,,
1986-04-08,,,0.0588760785758495,0.05898312479257578,0.058929606899619034,,,,
1986-04-09,,,0.0599464997649192,0.05919720903038972,0.05909016691148276,0.05925075784325593,,,
1986-04-10,,,0.0604816786944866,0.05941128805279726,0.05919720642268651,0.059277516789734294,,,
1986-04-11,,,0.0615521259605884,0.059839456528425164,0.05941129066050047,0.05925075784325594,,,
1986-04-14,,,0.0620873048901557,0.06058873757719988,0.05973241329193109,0.05919720679521555,,,
1986-04-15,,,0.0620873048901557,0.06123098284006112,0.060107053816318444,0.05922396574169392,,,
1986-04-16,,,0.0642287656664848,0.06208743602037424,0.06064232252538197,0.05941132009029383,,,
1986-04-17,,,0.0647639334201812,0.06294388696551316,0.06117758750915521,0.059705712832510416,,,
1986-04-18,,,0.0626231431961059,0.06315809041261666,0.06149877347052091,0.05997334700077765,,,
1986-04-21,,,0.0626231431961059,0.0632652580738067,0.06192699782550328,0.06032126192003482,,,
1986-04-22,,,0.0615521259605884,0.06315822228789324,0.062194602563977186,0.06056210473179811,,,
