Date,GRADE,GPS,VRSN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-01-30,,,5.4133381843566895,,,,,,
1998-02-02,,,6.580921173095703,,,,,,
1998-02-03,,,7.005496501922607,,,,,,
1998-02-04,,,6.713601112365723,,,,,,
1998-02-05,,,6.4880452156066895,6.440280437469482,,,,,
1998-02-06,,,5.9175214767456055,6.541117095947266,,,,,
1998-02-09,,,5.731770038604736,6.371286869049072,,,,,
1998-02-10,,,5.944057464599609,6.158999061584472,,,,,
1998-02-11,,,6.315561294555664,6.079391098022461,,,,,
1998-02-12,,,6.607456684112549,6.103273391723633,6.271776914596558,,,,
1998-02-13,,,6.580921173095703,6.235953330993652,6.388535213470459,,,,
1998-02-16,,,6.580921173095703,6.405783557891846,6.388535213470459,,,,
1998-02-17,,,6.633992671966553,6.543770599365234,6.351384830474854,,,,
1998-02-18,,,6.633992671966553,6.607456874847412,6.343423986434937,,,,
1998-02-19,,,6.527849197387695,6.591535377502441,6.3474043846130375,,,,
1998-02-20,,,6.766672611236572,6.628685665130615,6.432319498062133,,,,
1998-02-23,,,6.156345367431641,6.543770503997803,6.474777030944824,,,,
1998-02-24,,,5.811378002166748,6.379247570037842,6.461509084701538,,,,
1998-02-25,,,6.156345367431641,6.283718109130859,6.445587491989135,,,,
1998-02-26,,,6.129809379577637,6.204110145568848,6.397822761535645,6.334799838066101,,,
1998-02-27,,,6.076737403869629,6.066123104095459,6.3474043846130375,6.367969799041748,,,
1998-03-02,,,6.036933422088623,6.042240715026855,6.2930056095123295,6.340770411491394,,,
1998-03-03,,,6.050201416015625,6.090005397796631,6.2346264839172365,6.293005657196045,,,
1998-03-04,,,5.857816219329834,6.03029956817627,6.157008838653565,6.25021641254425,,,
1998-03-05,,,5.665429592132568,5.937423610687256,6.070766878128052,6.209085631370544,,,
1998-03-06,,,6.010397434234619,5.924155616760254,5.9951393604278564,6.213729429244995,,,
1998-03-09,,,6.42170524597168,6.001109981536866,6.02167534828186,6.248226189613343,,,
1998-03-10,,,7.018764495849609,6.194822597503662,6.142413997650147,6.301961541175842,,,
1998-03-11,,,7.615824222564697,6.546424198150635,6.288361883163452,6.366974687576294,,,
1998-03-12,,,8.173079490661621,7.047954177856445,6.492688894271851,6.445255827903748,,,
1998-03-13,,,8.040399551391602,7.453954601287842,6.689055109024048,6.518229746818543,,,
1998-03-16,,,9.4998779296875,8.069589138031006,7.035349559783936,6.664177584648132,,,
1998-03-17,,,9.413636207580566,8.548563480377197,7.37169303894043,6.803159761428833,,,
1998-03-18,,,9.141641616821287,8.853726959228515,7.700075578689575,6.92854220867157,,,
1998-03-19,,,9.15491008758545,9.050093078613282,8.049023628234863,7.059895253181457,,,
1998-03-20,,,8.743602752685547,9.190733718872071,8.322344160079956,7.158741760253906,,,
1998-03-23,,,9.15491008758545,9.12174015045166,8.595664644241333,7.308669996261597,,,
1998-03-24,,,9.446805953979492,9.128374099731445,8.838468790054321,7.490441393852234,,,
1998-03-25,,,9.128374099731444,9.125720596313476,8.989723777770996,7.639042830467224,,,
1998-03-26,,,8.916086196899414,9.07795581817627,9.064024448394775,7.778356671333313,,,
1998-03-27,,,9.02223014831543,9.133681297302246,9.162207508087159,7.925631308555603,,,
1998-03-30,,,9.23451805114746,9.149602890014647,9.135671520233155,8.085510540008546,,,
1998-03-31,,,9.340662002563477,9.128374099731444,9.128374099731445,8.250033569335937,,,
1998-04-01,,,10.189813613891602,9.340662002563477,9.233191299438477,8.466633439064026,,,
1998-04-02,,,9.393733978271484,9.43619155883789,9.25707368850708,8.653048658370972,,,
1998-04-03,,,9.02223014831543,9.43619155883789,9.284936428070068,8.803640294075013,,,
1998-04-06,,,8.677263259887695,9.324740600585937,9.237171745300293,8.916418194770813,,,
1998-04-07,,,8.265954971313477,9.109799194335938,9.119086647033692,8.978777718544006,,,
1998-04-08,,,8.650726318359375,8.801981735229493,9.071321868896485,9.03052282333374,,,
1998-04-09,,,9.340662002563477,8.791367340087891,9.113779449462891,9.088901948928832,7.468018493652344,,
1998-04-10,,,9.340662002563477,8.8550537109375,9.145622634887696,9.153915071487427,7.54656497001648,,
1998-04-13,,,9.526413917541504,9.024883842468261,9.1748122215271,9.155241870880127,7.605474824905396,,
1998-04-14,,,9.314126014709473,9.234518051147461,9.1721586227417,9.150266361236572,7.651647415161133,,
1998-04-15,,,9.128374099731444,9.330047607421875,9.066014671325684,9.14960298538208,7.699942874908447,,
1998-04-16,,,9.128374099731444,9.287590026855469,9.039478683471678,9.14827618598938,7.752749452590942,,
1998-04-17,,,8.995695114135742,9.218596649169921,9.03682518005371,9.16088080406189,7.814312925338745,,
1998-04-20,,,8.863015174865723,9.085916900634766,9.055400371551512,9.146286058425904,7.876937828063965,,
1998-04-21,,,8.650726318359375,8.953236961364746,9.093877506256103,9.106482076644898,7.93107120513916,,
1998-04-22,,,8.703798294067383,8.868321800231934,9.099184703826904,9.085253286361695,7.978835945129394,,
1998-04-23,,,8.09347152709961,8.661341285705566,8.974465656280517,9.044122552871704,8.008556241989135,,
1998-04-24,,,7.483144283294678,8.358831119537353,8.788713884353637,8.967168259620667,8.026600704193115,,
1998-04-27,,,7.881184101104736,8.162464904785157,8.624190902709959,8.89950156211853,8.052605962753296,,
1998-04-28,,,7.775039672851562,7.987327575683594,8.47028226852417,8.821220445632935,8.075426902770996,,
1998-04-29,,,7.549483776092529,7.756464672088623,8.312393236160279,8.68920395374298,8.093736724853516,,
1998-04-30,,,8.146543502807617,7.767079067230225,8.214210176467896,8.626844429969788,8.126110610961915,,
1998-05-01,,,8.491511344909668,7.968752479553222,8.163791799545288,8.600308489799499,8.160607385635377,,
1998-05-04,,,8.173079490661621,8.0271315574646,8.094798231124878,8.575099301338195,8.200942068099975,,
1998-05-05,,,7.655628204345703,8.003249263763427,7.995288419723511,8.544582962989807,8.237827072143554,,
1998-05-06,,,7.576019287109375,8.008556365966797,7.88251051902771,8.490847611427307,8.26622055053711,,
1998-05-07,,,7.483144283294678,7.875876522064209,7.821477794647217,8.397971725463867,8.29328724861145,,
1998-05-08,,,7.536215782165527,7.6848174095153805,7.826784944534301,8.30774941444397,8.322476816177367,,
1998-05-11,,,7.43007230758667,7.536215972900391,7.781673765182495,8.202932333946228,8.350339593887329,,
1998-05-12,,,7.377000331878662,7.480490398406983,7.741869831085205,8.106076049804688,8.37687557220459,,
1998-05-13,,,8.120007514953613,7.58928804397583,7.798922204971314,8.055657720565796,8.422119398117065,,
1998-05-14,,,7.907719612121582,7.674203109741211,7.77503981590271,7.994624996185303,8.466965198516846,,
1998-05-15,,,7.655628204345703,7.698085594177246,7.691451501846314,7.927621650695801,8.499869813919068,,
1998-05-18,,,7.576019287109375,7.727274990081787,7.631745481491089,7.863271856307984,8.522956094741822,,
1998-05-19,,,7.615824222564697,7.775039768218994,7.627765083312989,7.811526751518249,8.534897289276124,,
1998-05-20,,,7.695432186126709,7.6901247024536135,7.639706373214722,7.761108446121216,8.536489448547364,,
1998-05-21,,,8.013863563537598,7.711353492736817,7.692778301239014,7.757128047943115,8.533305130004884,,
1998-05-22,,,7.509679794311523,7.68216381072998,7.6901247024536135,7.758454823493958,8.522690734863282,,
1998-05-25,,,7.509679794311523,7.66889591217041,7.698085451126099,7.739879608154297,8.482886772155762,,
1998-05-26,,,7.323927879333496,7.61051664352417,7.692778205871582,7.7173240184783936,8.44109260559082,,
1998-05-27,,,6.899352550506592,7.451300716400146,7.57071270942688,7.684817457199097,8.396246824264527,,
1998-05-28,,,6.9524245262146,7.239012908935547,7.475183200836182,7.625111508369446,8.352197113037109,,
1998-05-29,,,6.779941082000732,7.093065166473389,7.387614488601685,7.539532995223999,8.312923879623414,,
1998-06-01,,,6.156345367431641,6.822398281097412,7.2456470966339115,7.4386962890625,8.252952585220337,,
1998-06-02,,,5.970593929290772,6.5517314910888675,7.0811240673065186,7.354444575309754,8.183428344726563,,
1998-06-03,,,6.050201416015625,6.381901264190674,6.91660099029541,7.278153681755066,8.121864891052246,,
1998-06-04,,,6.103273391723633,6.21207103729248,6.725541973114014,7.2091601371765135,8.065608634948731,,
1998-06-05,,,6.156345367431641,6.087351894378662,6.590208530426025,7.140166616439819,8.008290939331054,,
1998-06-08,,,5.731770038604736,6.002436828613281,6.412417554855347,7.055251502990723,7.938235979080201,,
1998-06-09,,,5.811378002166748,5.970593643188477,6.261162567138673,6.976970386505127,7.867650299072266,,
1998-06-10,,,5.837913990020752,5.928136157989502,6.155018711090088,6.862865710258484,7.780612306594849,,
1998-06-11,,,5.731770038604736,5.853835487365723,6.032953262329102,6.754068231582641,7.707373027801514,,
1998-06-12,,,5.944057464599609,5.811377906799317,5.949364900588989,6.668489694595337,7.645809574127197,,
1998-06-15,,,5.731770038604736,5.811377906799317,5.906907367706299,6.576277232170105,7.586899709701538,,
1998-06-16,,,5.758305549621582,5.800763416290283,5.88567852973938,6.483401298522949,7.536746721267701,,
1998-06-17,,,6.076737403869629,5.848528099060059,5.88833212852478,6.402466559410096,7.485266942977905,,
1998-06-18,,,6.368633270263672,5.975900745391845,5.914868116378784,6.320205044746399,7.425826368331909,7.446922430992126,
1998-06-19,,,6.342097282409668,6.055508708953857,5.933443307876587,6.261825919151306,7.365855073928833,7.456210021972656,
1998-06-22,,,7.43007230758667,6.3951691627502445,6.103273534774781,6.257845544815064,7.323928241729736,7.464701533317566,
1998-06-23,,,8.120007514953613,6.867509555816651,6.334136486053467,6.29764952659607,7.3000458717346195,7.475846643447876,
1998-06-24,,,8.863015174865723,7.424765110015869,6.6366466045379635,6.395832657814026,7.294738693237305,7.497340784072876,
1998-06-25,,,8.491511344909668,7.849340724945068,6.912620735168457,6.472786998748779,7.2820014381408695,7.517375445365905,
1998-06-26,,,8.120007514953613,8.204922771453857,7.130215740203857,6.539790320396423,7.264487686157227,7.539400305747986,
1998-06-29,,,7.748504161834717,8.268609142303466,7.3318891525268555,6.6193982601165775,7.242197465896607,7.559567646980286,
1998-06-30,,,7.934255123138428,8.23145866394043,7.54948410987854,6.71758131980896,7.2278680419921875,7.579469623565674,
1998-07-01,,,8.809942245483398,8.220844078063966,7.822804594039917,6.855568361282349,7.229990921020508,7.604413433074951,
1998-07-02,,,8.809942245483398,8.28453025817871,8.066935491561889,6.990901803970337,7.244320335388184,7.62643828868866,
