Date,GRADE,GPS,EVRG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.9850218296051023,,,,,,
1983-11-22,,,1.9931902885437007,,,,,,
1983-11-23,,,1.9850218296051023,,,,,,
1983-11-24,,,1.9850218296051023,,,,,,
1983-11-25,,,1.9850218296051023,1.9866555213928219,,,,,
1983-11-28,,,1.9850218296051023,1.9866555213928219,,,,,
1983-11-29,,,1.9441773891448972,1.9768529415130616,,,,,
1983-11-30,,,1.9278398752212524,1.9654165506362915,,,,,
1983-12-01,,,1.911502718925476,1.9507127285003663,,,,,
1983-12-02,,,1.9033344984054563,1.9343752622604367,1.9605153918266294,,,,
1983-12-05,,,1.8869956731796265,1.9147700309753417,1.9507127761840817,,,,
1983-12-06,,,1.8869956731796265,1.9033336877822875,1.9400933146476742,,,,
1983-12-07,,,1.870658040046692,1.8918973207473755,1.928656935691833,,,,
1983-12-08,,,1.8461519479751587,1.878827166557312,1.9147699475288387,,,,
1983-12-09,,,1.8216453790664675,1.8624893426895142,1.8984323024749756,,,,
1983-12-12,,,1.837983250617981,1.8526868581771851,1.8837284445762634,,,,
1983-12-13,,,1.837983250617981,1.842884373664856,1.8731090307235718,,,,
1983-12-14,,,1.854320764541626,1.8396169185638427,1.865757119655609,,,,
1983-12-15,,,1.8216453790664675,1.8347156047821045,1.8567713856697083,,,,
1983-12-16,,,1.8134773969650269,1.8330820083618165,1.8477856755256656,1.9041505336761475,,,
1983-12-19,,,1.854320764541626,1.8363495111465453,1.8445181846618657,1.8976154804229737,,,
1983-12-20,,,1.870658040046692,1.8428844690322876,1.8428844213485722,1.8914888679981232,,,
1983-12-21,,,1.9033344984054563,1.8526872158050538,1.8461520671844482,1.8874045014381409,,,
1983-12-22,,,1.9360090494155884,1.8755599498748778,1.8551377773284912,1.8849538624286652,,,
1983-12-23,,,1.9441773891448972,1.901699948310852,1.8673909783363343,1.882911640405655,,,
1983-12-26,,,1.9441773891448972,1.9196712732315064,1.8780103921890259,1.8808694183826447,,,
1983-12-27,,,1.9360090494155884,1.9327414751052856,1.8878129720687866,1.880461001396179,,,
1983-12-28,,,1.9523459672927856,1.9425437688827514,1.8976154923439026,1.881686305999756,,,
1983-12-29,,,1.9605158567428589,1.9474451303482057,1.9115025401115413,1.884136962890625,,,
1983-12-30,,,1.9605158567428589,1.9507128238677978,1.9262063860893246,1.8869960308074951,,,
1984-01-02,,,1.9605158567428589,1.95398051738739,1.936825895309448,1.8906720399856567,,,
1984-01-03,,,1.9278398752212524,1.952346682548523,1.942544078826904,1.892714250087738,,,
1984-01-04,,,1.9278398752212524,1.9474454641342163,1.944994616508484,1.895573341846466,,,
1984-01-05,,,1.9441773891448972,1.944177770614624,1.9458114504814148,1.900474613904953,,,
1984-01-06,,,1.9686839580535889,1.94581139087677,1.948262107372284,1.907826542854309,,,
1984-01-09,,,1.9605158567428589,1.94581139087677,1.9498959541320802,1.913953173160553,,,
1984-01-10,,,1.9605158567428589,1.9523465871810912,1.952346634864807,1.920079803466797,,,
1984-01-11,,,1.9441773891448972,1.9556140899658203,1.9515297770500184,1.9245726346969605,,,
1984-01-12,,,1.9441773891448972,1.9556140899658203,1.9498959302902221,1.930699235200882,,,
1984-01-13,,,1.9278398752212524,1.947445273399353,1.9466283321380615,1.9364173591136933,,,
1984-01-16,,,1.919670581817627,1.9392762184143066,1.9425438046455383,1.9396848499774932,,,
1984-01-17,,,1.919670581817627,1.9311071634292603,1.9417268753051757,1.94213547706604,,,
1984-01-18,,,1.911502718925476,1.924572229385376,1.9400931596755981,1.942543888092041,,,
1984-01-19,,,1.9033344984054563,1.9164036512374878,1.936008870601654,1.9409101605415344,,,
1984-01-20,,,1.8951648473739624,1.9098686456680298,1.9286569595336913,1.9384595334529877,,,
1984-01-23,,,1.829815149307251,1.8918975591659546,1.9155868887901306,1.9327414214611054,,,
1984-01-24,,,1.854320764541626,1.8788275957107543,1.9049673795700073,1.9286570072174072,,,
1984-01-25,,,1.870658040046692,1.8706586599349975,1.8976154446601867,1.9245726108551025,,,
1984-01-26,,,1.878827691078186,1.8657572984695434,1.8910804748535157,1.9204882025718688,,,
1984-01-27,,,1.878827691078186,1.8624898672103882,1.886179256439209,1.9164037942886352,1.913463008403778,,
1984-01-30,,,1.878827691078186,1.8722923755645753,1.882094967365265,1.9123193860054015,1.9113391256332397,,
1984-01-31,,,1.8951648473739624,1.8804611921310426,1.8796443939208984,1.9106856346130372,1.909378616809845,,
1984-02-01,,,1.9033344984054563,1.8869964838027955,1.8788275718688965,1.9094603657722473,1.9077448701858521,,
1984-02-02,,,1.911502718925476,1.8935314893722535,1.8796443939208984,1.9078266322612762,1.9062744879722595,,
1984-02-03,,,1.9278398752212524,1.9033339262008666,1.8829118967056275,1.9057844281196594,1.9051308488845826,,
1984-02-06,,,1.9360090494155884,1.9147701978683471,1.893531286716461,1.9045590877532959,1.9041505932807923,,
1984-02-07,,,1.9768534898757932,1.9311079263687134,1.9057845592498779,1.9053759694099426,1.90480411529541,,
1984-02-08,,,1.9686839580535889,1.9441778182983398,1.9155871510505675,1.9066012978553772,1.9056209969520568,,
1984-02-09,,,1.9850218296051023,1.958881640434265,1.9262065649032594,1.908643519878387,1.9070913791656494,,
1984-02-10,,,1.9768534898757932,1.9686843633651734,1.93600914478302,1.9110942006111142,1.908561758995056,,
1984-02-13,,,1.9605158567428589,1.9735857248306274,1.9441779613494874,1.9131364643573758,1.9100321626663208,,
1984-02-14,,,1.9686839580535889,1.9719518184661866,1.95152987241745,1.9155871331691738,1.9116659283638,,
1984-02-15,,,1.9605158567428589,1.9703181982040405,1.9572480082511903,1.918037790060043,1.9134630846977234,,
1984-02-16,,,1.9605158567428589,1.9654170036315919,1.9621493220329285,1.920896857976913,1.9157503628730774,,
1984-02-17,,,1.9768534898757932,1.9654170036315919,1.9670506834983825,1.9249812901020047,1.918854525089264,,
1984-02-20,,,1.9768534898757932,1.9686845302581788,1.9711351275444031,1.9323332071304318,1.9216319298744202,,
1984-02-21,,,1.9605158567428589,1.9670509099960327,1.9695013642311097,1.9376429617404933,1.9240825819969176,,
1984-02-22,,,1.9605158567428589,1.9670509099960327,1.9686845541000366,1.9421358525753019,1.9262064838409423,,
1984-02-23,,,1.9605158567428589,1.9670509099960327,1.9662339568138123,1.9462202608585355,1.9289838933944703,,
1984-02-24,,,1.9605158567428589,1.9637833833694458,1.9646001935005188,1.9503046691417691,1.9319246625900268,,
1984-02-27,,,1.9850218296051023,1.9654170513153075,1.9670507907867432,1.9556143760681148,1.9345386838912964,,
1984-02-28,,,1.9278398752212524,1.9588818550109863,1.9629663825035095,1.9572481274604794,1.9356823205947875,,
1984-02-29,,,1.9278398752212524,1.9523466587066651,1.959698784351349,1.9584733963012693,1.9361724281311035,,
1984-03-01,,,1.9278398752212524,1.9458114624023437,1.9564311861991883,1.959290254116058,1.936009044647217,,
1984-03-02,,,1.9441773891448972,1.9425437688827514,1.9531635761260986,1.9601071298122403,1.936009044647217,,
1984-03-05,,,1.9360090494155884,1.9327412128448487,1.9490791320800782,1.9601071298122403,1.9358456778526305,,
1984-03-06,,,1.9278398752212524,1.9327412128448487,1.9458115339279174,1.9576564490795136,1.935682294368744,,
1984-03-07,,,1.9278398752212524,1.9327412128448487,1.9425439357757568,1.9556142449378968,1.9351921725273131,,
1984-03-08,,,1.919670581817627,1.9311073541641235,1.9384594082832336,1.952346682548523,1.9343752670288086,,
1984-03-09,,,1.919670581817627,1.9262059926986694,1.9343748807907104,1.9494875371456146,1.933558361530304,,
1984-03-12,,,1.9278398752212524,1.9245721578598023,1.9286566853523255,1.9478537380695342,1.9329048418998718,,
1984-03-13,,,1.9360090494155884,1.9262059926986694,1.929473602771759,1.9462199926376342,1.9330682253837586,,
1984-03-14,,,1.9360090494155884,1.9278398275375366,1.9302905201911926,1.9449946522712707,1.9332316088676453,,
1984-03-15,,,1.9278398752212524,1.9294736862182618,1.9302905201911926,1.9433608531951905,1.9329048585891724,,
1984-03-16,,,1.9278398752212524,1.9311075448989867,1.928656768798828,1.9409101724624633,1.9320879769325257,,
1984-03-19,,,1.9278398752212524,1.9311075448989867,1.9278398513793946,1.9384594917297364,1.9314344573020934,,
1984-03-20,,,1.919670581817627,1.9278398513793946,1.927022922039032,1.9364172279834748,1.9306175518035888,,
1984-03-21,,,1.919670581817627,1.9245721578598023,1.9262059926986694,1.9343749642372132,1.9301274156570434,,
1984-03-22,,,1.919670581817627,1.922938299179077,1.9262059926986694,1.9323327004909516,1.9296372795104981,,
1984-03-23,,,1.919670581817627,1.9213044404983521,1.9262059926986694,1.93029043674469,1.9294738936424256,,
1984-03-26,,,1.9033344984054563,1.9164033651351928,1.9237554550170899,1.9262060701847077,1.9291471719741822,,
1984-03-27,,,1.9033344984054563,1.9131361484527587,1.9204879999160767,1.9249808013439178,1.9288204503059387,,
1984-03-28,,,1.911502718925476,1.9115025758743287,1.9180373668670654,1.9241639435291291,1.9288204503059387,,
1984-03-29,,,1.919670581817627,1.9115025758743287,1.9172204375267028,1.9237554788589477,1.9291471719741822,,
1984-03-30,,,1.911502718925476,1.9098690032958985,1.9155867218971252,1.9221217453479766,1.9294739294052123,,
1984-04-02,,,1.911502718925476,1.9115026473999024,1.9139530062675476,1.9208964288234711,1.9311076807975769,,
1984-04-03,,,1.919670581817627,1.9147698640823365,1.9139530062675476,1.9204879641532897,1.932414677143097,,
1984-04-04,,,1.911502718925476,1.9147698640823365,1.9131362199783326,1.919671106338501,1.9332315707206726,,
1984-04-05,,,1.911502718925476,1.9131362915039063,1.9123194336891174,1.9192627131938935,1.9338850712776183,,
1984-04-06,,,1.911502718925476,1.9131362915039063,1.9115026473999024,1.9188543200492858,1.9345385718345642,1.9240007901191711,
1984-04-09,,,1.919670581817627,1.9147698640823365,1.9131362557411193,1.9184458553791046,1.935355429649353,1.9233472776412963,
1984-04-10,,,1.919670581817627,1.9147698640823365,1.9147698640823365,1.9176289319992066,1.9358455443382263,1.9226120805740357,
1984-04-11,,,1.9278398752212524,1.9180372953414917,1.916403579711914,1.9172204732894897,1.9363356518745423,1.9220402610301972,
1984-04-12,,,1.919670581817627,1.919670867919922,1.916403579711914,1.9168120086193086,1.9364990091323853,1.9213867485523224,
1984-04-13,,,1.9278398752212524,1.922938299179077,1.9180372953414917,1.9168120086193086,1.9364990091323853,1.920814929008484,
1984-04-16,,,1.9360090494155884,1.9262059926986694,1.920487928390503,1.9172204673290252,1.9364990091323853,1.9203248012065888,
