Date,GRADE,GPS,CL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.5493211150169373,,,,,,
1983-11-22,,,0.5522124767303467,,,,,,
1983-11-23,,,0.5493211150169373,,,,,,
1983-11-24,,,0.5493211150169373,,,,,,
1983-11-25,,,0.5493211150169373,0.5498993873596192,,,,,
1983-11-28,,,0.537756621837616,0.5475864887237549,,,,,
1983-11-29,,,0.5493211150169373,0.547008216381073,,,,,
1983-11-30,,,0.5464304685592651,0.5464300870895386,,,,,
1983-12-01,,,0.5406478047370911,0.5446954250335694,,,,,
1983-12-02,,,0.5290834307670593,0.5406478881835938,0.5452736377716064,,,,
1983-12-05,,,0.5261921882629395,0.5383350014686584,0.5429607450962066,,,,
1983-12-06,,,0.537756621837616,0.5360221028327942,0.5415151596069336,,,,
1983-12-07,,,0.5233012437820435,0.5313962578773499,0.5389131724834442,,,,
1983-12-08,,,0.5233012437820435,0.5279269456863404,0.5363111853599548,,,,
1983-12-09,,,0.5117365717887878,0.524457573890686,0.5325527310371398,,,,
1983-12-12,,,0.5030627250671387,0.5198316812515259,0.5290833413600922,,,,
1983-12-13,,,0.4943895637989044,0.5111582696437835,0.5235901862382889,,,,
1983-12-14,,,0.4914979636669159,0.504797613620758,0.5180969357490539,,,,
1983-12-15,,,0.5030627250671387,0.5007499098777771,0.5143384277820587,,,,
1983-12-16,,,0.5030627250671387,0.49901514053344725,0.5117363572120667,0.5285049974918365,,,
1983-12-19,,,0.5117365717887878,0.5007499098777771,0.5102907955646515,0.5266257703304291,,,
1983-12-20,,,0.5059541463851929,0.5030628263950347,0.5071105480194091,0.5243128538131714,,,
1983-12-21,,,0.5059541463851929,0.5059540629386902,0.5053758382797241,0.5221445053815842,,,
1983-12-22,,,0.5059541463851929,0.506532347202301,0.5036411285400391,0.519976156949997,,,
1983-12-23,,,0.5059541463851929,0.5071106314659118,0.5030628859996795,0.5178078085184097,,,
1983-12-26,,,0.5059541463851929,0.5059541463851929,0.5033520281314849,0.5162176847457886,,,
1983-12-27,,,0.5059541463851929,0.5059541463851929,0.5045084863901138,0.5140493363142014,,,
1983-12-28,,,0.5030627250671387,0.505375862121582,0.5056649625301362,0.511880949139595,,,
1983-12-29,,,0.5001714825630188,0.5042193293571472,0.5053758382797241,0.5098571330308914,,,
1983-12-30,,,0.4972803592681885,0.5024845719337463,0.5047976016998291,0.5082669794559479,,,
1984-01-02,,,0.4972803592681885,0.5007498145103455,0.5033519804477692,0.5068213880062103,,,
1984-01-03,,,0.4972803592681885,0.4990150570869446,0.5024846017360687,0.5047975748777389,,,
1984-01-04,,,0.5146275162696838,0.5013280153274536,0.5033519387245178,0.504363888502121,,,
1984-01-05,,,0.5290834307670593,0.5071104049682618,0.5056648671627044,0.5046529978513717,,,
1984-01-06,,,0.5204096436500549,0.511736261844635,0.5071104168891907,0.5050866514444351,,,
1984-01-09,,,0.5117365717887878,0.5146275043487549,0.5076886594295502,0.5055203437805176,,,
1984-01-10,,,0.5233012437820435,0.5198316812515259,0.5094233691692353,0.5069659277796745,,,
1984-01-11,,,0.5261921882629395,0.522144615650177,0.5117363154888153,0.5087006390094757,,,
1984-01-12,,,0.5261921882629395,0.521566367149353,0.5143383860588073,0.5098571121692658,,,
1984-01-13,,,0.5261921882629395,0.5227228760719299,0.5172295689582824,0.5110135853290558,,,
1984-01-16,,,0.5290834307670593,0.5261922478675842,0.5204098761081696,0.5118809282779694,,,
1984-01-17,,,0.5290834307670593,0.5273486852645874,0.5235901832580566,0.5130373924970627,,,
1984-01-18,,,0.5261921882629395,0.5273486852645874,0.5247466504573822,0.5140492945909501,,,
1984-01-19,,,0.5190369486808777,0.5259176373481751,0.523742002248764,0.5147034347057342,,,
1984-01-20,,,0.5190369486808777,0.5244865894317627,0.5236047327518463,0.5153575748205185,,,
1984-01-23,,,0.5131723880767822,0.5213043808937072,0.5237483143806457,0.5157184869050979,,,
1984-01-24,,,0.5131723880767822,0.5181221723556518,0.5227354288101196,0.5160793989896775,,,
1984-01-25,,,0.5073075890541077,0.5143452525138855,0.5208469688892364,0.5162916421890259,,,
1984-01-26,,,0.5043746829032898,0.5114127993583679,0.5186652183532715,0.5165018022060395,,,
1984-01-27,,,0.5043746829032898,0.5084803462028503,0.5164834678173065,0.5168565183877945,0.5191041266918183,,
1984-01-30,,,0.4985100626945495,0.5055478811264038,0.5134261310100555,0.5169180035591125,0.5180879056453704,,
1984-01-31,,,0.5014424324035645,0.5032018899917603,0.510662031173706,0.5171261072158814,0.5170725047588348,,
1984-02-01,,,0.5014424324035645,0.5020288586616516,0.5081870555877686,0.5164668530225753,0.5161149311065674,,
1984-02-02,,,0.5014424324035645,0.5014424085617065,0.5064276039600373,0.5150848031044006,0.5151573574542999,,
1984-02-03,,,0.5073075890541077,0.5020289897918702,0.5052546679973602,0.5144297003746032,0.5143170869350433,,
1984-02-06,,,0.5043746829032898,0.5032019138336181,0.504374897480011,0.5140616059303283,0.5136494481563568,,
1984-02-07,,,0.5161046385765076,0.5061343550682068,0.5046681225299835,0.5137017756700516,0.5129851186275483,,
1984-02-08,,,0.4955775141716003,0.504961371421814,0.5034951150417328,0.5121710419654846,0.511968059539795,,
