Date,GRADE,GPS,NTAP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-11-21,,,0.9692541360855104,,,,,,
1995-11-22,,,1.1820168495178225,,,,,,
1995-11-23,,,1.1820168495178225,,,,,,
1995-11-24,,,1.2765781879425049,,,,,,
1995-11-27,,,1.19383704662323,1.160740613937378,,,,,
1995-11-28,,,1.205657124519348,1.2080212116241456,,,,,
1995-11-29,,,1.3593196868896484,1.2434817790985107,,,,,
1995-11-30,,,1.4302408695220947,1.293126583099365,,,,,
1995-12-01,,,1.418420433998108,1.3214950323104857,,,,,
1995-12-04,,,1.7730258703231812,1.437332797050476,1.299036705493927,,,,
1995-12-05,,,1.6725544929504397,1.5307122707366942,1.36936674118042,,,,
1995-12-06,,,1.5839030742645264,1.5756289482116699,1.4095553636550904,,,,
1995-12-07,,,1.5011619329452517,1.5898131608963015,1.4414698719978332,,,,
1995-12-08,,,1.6666444540023804,1.6394579648971557,1.4804764986038208,,,,
1995-12-11,,,1.6902848482131958,1.6229097604751588,1.5301212787628173,,,,
1995-12-12,,,1.737565279006958,1.6359119176864625,1.5833120942115784,,,,
1995-12-13,,,1.7493849992752075,1.6690083026885987,1.6223186254501343,,,,
1995-12-14,,,1.737565279006958,1.71628897190094,1.6530510663986206,,,,
1995-12-15,,,1.6902848482131958,1.721017050743103,1.6802375078201295,,,,
1995-12-18,,,1.524802327156067,1.6879205465316773,1.655415153503418,1.4772259294986725,,,
1995-12-19,,,1.5366220474243164,1.647731900215149,1.6418219089508057,1.5055943250656127,,,
1995-12-20,,,1.607542872428894,1.6193634748458863,1.6441858887672425,1.5268706262111664,,,
1995-12-21,,,1.5957231521606443,1.5909950494766236,1.6536420106887817,1.5475559413433075,,,
1995-12-22,,,1.607542872428894,1.5744466543197633,1.647731852531433,1.564104175567627,,,
1995-12-25,,,1.607542872428894,1.5909947633743287,1.6394576549530029,1.5847894668579101,,,
1995-12-26,,,1.7139241695404053,1.6264551877975464,1.6370935440063477,1.610202819108963,,,
1995-12-27,,,1.7612051963806152,1.6571876525878906,1.6382755637168884,1.6302970945835114,,,
1995-12-28,,,1.8557666540145876,1.709196352958679,1.6500957012176514,1.651573383808136,,,
1995-12-29,,,1.8971374034881592,1.7671152591705321,1.6707809567451477,1.6755092322826386,,,
1996-01-01,,,1.8971374034881592,1.8250341653823852,1.708014464378357,1.6817148089408875,,,
1996-01-02,,,1.7966662645339966,1.8415825843811036,1.7340188860893249,1.6879203975200654,,,
1996-01-03,,,1.607542872428894,1.8108501195907594,1.7340188860893249,1.6891023874282838,,,
1996-01-04,,,1.418420433998108,1.7233808755874633,1.7162886142730713,1.6849653124809265,,,
1996-01-05,,,1.4657011032104492,1.6370936155319213,1.7021044373512269,1.67491814494133,,,
1996-01-08,,,1.4775211811065674,1.553170371055603,1.6891022682189942,1.6642799615859984,,,
1996-01-09,,,1.2765781879425049,1.4491527557373047,1.6453676700592041,1.6412306070327758,,,
1996-01-10,,,1.2292976379394531,1.3735037088394164,1.592176914215088,1.6152262389659882,,,
1996-01-11,,,1.3593196868896484,1.3616835594177246,1.542532217502594,1.5963139593601228,,,
1996-01-12,,,1.3238592147827148,1.3333151817321778,1.4852043986320496,1.5779926776885986,,,
1996-01-15,,,1.288398504257202,1.2954906463623046,1.424330508708954,1.5661724865436555,,,
1996-01-16,,,1.2765781879425049,1.2954906463623046,1.3723217010498048,1.5531702935695648,,,
1996-01-17,,,1.2647582292556765,1.3025827646255492,1.3380432367324828,1.5360310614109038,,,
1996-01-18,,,1.2765781879425049,1.2860344648361206,1.3238590121269227,1.520073813199997,,,
1996-01-19,,,1.3844375610351562,1.2981501340866088,1.3157326579093933,1.50891854763031,,,
1996-01-22,,,1.418420433998108,1.32415452003479,1.3098225831985473,1.4994624257087708,,,
1996-01-23,,,1.436151146888733,1.3560691118240356,1.32577987909317,1.4855737745761872,,,
1996-01-24,,,1.51298189163208,1.4057138442993165,1.354148304462433,1.4731626093387604,,,
1996-01-25,,,1.5957231521606443,1.4695428371429444,1.3777886509895325,1.4601604342460632,,,
1996-01-26,,,1.6252739429473877,1.5177101135253905,1.4079301238059998,1.4465672612190246,,,
1996-01-29,,,1.607542872428894,1.5555346012115479,1.439844560623169,1.4320875346660613,1.505328278541565,,
1996-01-30,,,1.51298189163208,1.5709007501602172,1.4634849309921265,1.4179033160209655,1.5162028336524964,,
1996-01-31,,,1.4538805484771729,1.5590804815292358,1.482397162914276,1.4102201998233794,1.5216401076316834,,
1996-02-01,,,1.4893416166305542,1.5378041744232178,1.503673505783081,1.4137662589550017,1.527786602973938,,
1996-02-02,,,1.4716116189956665,1.5070717096328736,1.512390911579132,1.4140617847442627,1.5316872715950012,,
1996-02-05,,,1.524802327156067,1.490523600578308,1.523029100894928,1.4164258420467377,1.5383065772056579,,
1996-02-06,,,1.5720828771591189,1.5023437976837157,1.5366222739219666,1.4312010765075684,1.5456350922584534,,
1996-02-07,,,1.607542872428894,1.5330762624740601,1.546078372001648,1.4501133382320404,1.5505995559692383,,
1996-02-08,,,1.7139241695404053,1.5779927730560304,1.557898473739624,1.4678435623645782,1.5562732219696045,,
1996-02-09,,,1.6902848482131958,1.621727418899536,1.5643995642662047,1.4861648440361024,1.5617105102539062,,
1996-02-12,,,1.6666444540023804,1.6500958442687987,1.5703097224235534,1.5050771415233613,1.5595828819274902,,
1996-02-13,,,1.702104568481445,1.6761001825332642,1.58922199010849,1.5263534605503082,1.5601738834381103,,
1996-02-14,,,1.7907562255859375,1.712742853164673,1.6229095578193664,1.5526533603668213,1.5643109464645386,,
1996-02-15,,,1.8321263790130613,1.7363832950592042,1.6571880340576173,1.580430769920349,1.5709302353858947,,
1996-02-16,,,1.6902848482131958,1.7363832950592042,1.67905535697937,1.595723134279251,1.5714030432701112,,
1996-02-19,,,1.6902848482131958,1.7411113739013673,1.695603609085083,1.6093163549900056,1.5714030432701112,,
1996-02-20,,,1.6430039405822754,1.7292912483215332,1.7026957154273987,1.6196589946746827,1.5695118165016175,,
1996-02-21,,,1.702104568481445,1.7115609169006347,1.7121518850326538,1.6291151285171508,1.568566207885742,,
1996-02-22,,,1.7730258703231812,1.6997408151626587,1.7180620551109314,1.6379802644252777,1.5692754197120666,,
1996-02-23,,,1.67846417427063,1.6973766803741455,1.7168799877166747,1.6406397759914397,1.5690390062332153,,
1996-02-26,,,1.607542872428894,1.6808282852172851,1.710969829559326,1.6406397759914397,1.570693817138672,,
1996-02-27,,,1.5720828771591189,1.666644072532654,1.6979676604270935,1.6435948252677917,1.571403033733368,,
1996-02-28,,,1.5720828771591189,1.6406397342681884,1.6761003255844116,1.649504941701889,1.5706938338279723,,
1996-02-29,,,1.5011619329452517,1.5862669467926027,1.6430038809776306,1.650095957517624,1.5688026094436645,,
1996-03-01,,,1.4657011032104492,1.5437143325805665,1.620545506477356,1.649800431728363,1.5659657740592956,,
1996-03-04,,,1.5011619329452517,1.522438144683838,1.6016332149505614,1.6486184120178222,1.5638381552696228,,
1996-03-05,,,1.4657011032104492,1.501161789894104,1.583902931213379,1.6432993233203887,1.5588736939430237,,
1996-03-06,,,1.4893416166305542,1.4846135377883911,1.5626266360282899,1.6373892605304718,1.5534364223480224,,
1996-03-07,,,1.5011619329452517,1.4846135377883911,1.535440242290497,1.626751148700714,1.5463443279266358,,
1996-03-08,,,1.4775211811065674,1.4869775533676148,1.5153459429740908,1.6161129653453827,1.537952003479004,,
1996-03-11,,,1.524802327156067,1.491705632209778,1.507071888446808,1.609020859003067,1.530505301952362,,
1996-03-12,,,1.4657011032104492,1.491705632209778,1.496433711051941,1.5972006857395171,1.523885998725891,,
1996-03-13,,,1.4657011032104492,1.4869775295257568,1.485795533657074,1.5809479296207427,1.5210491633415222,,
1996-03-14,,,1.4775211811065674,1.48224937915802,1.4834314584732056,1.563217669725418,1.5222311782836915,,
1996-03-15,,,1.524802327156067,1.4917056083679199,1.4893415808677672,1.5549435436725616,1.5234132027626037,,
1996-03-18,,,1.4775211811065674,1.48224937915802,1.486977505683899,1.5443053603172303,1.5234132027626037,,
1996-03-19,,,1.4893416166305542,1.486977481842041,1.4893415570259094,1.5366222441196442,1.5276684713363649,,
1996-03-20,,,1.4538805484771729,1.4846133708953857,1.4857954502105712,1.5242110431194305,1.5321601295471192,,
1996-03-21,,,1.4538805484771729,1.4798852443695067,1.4810673117637634,1.50825377702713,1.5340513467788697,,
1996-03-22,,,1.4538805484771729,1.465700888633728,1.478703248500824,1.4970245957374573,1.5366517734527587,,
1996-03-25,,,1.524802327156067,1.475157117843628,1.478703248500824,1.4928875684738159,1.541379849910736,,
1996-03-26,,,1.4538805484771729,1.4680649042129517,1.4775211930274963,1.4869774520397185,1.5449258971214295,,
1996-03-27,,,1.5011619329452517,1.4775211811065674,1.4810672760009767,1.4834314048290254,1.5496539711952209,,
1996-03-28,,,1.4538805484771729,1.4775211811065674,1.478703212738037,1.4810673356056214,1.5532000184059143,,
1996-03-29,,,1.5011619329452517,1.486977458000183,1.4763391733169555,1.4828403770923615,1.5555345058441161,,
