Date,GRADE,GPS,TECH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1989-02-09,,,0.092141218483448,,,,,,
1989-02-10,,,0.092141218483448,,,,,,
1989-02-13,,,0.0855600982904434,,,,,,
1989-02-14,,,0.0855600982904434,,,,,,
1989-02-15,,,0.0855600982904434,0.08819254636764524,,,,,
1989-02-16,,,0.0855600982904434,0.08687632232904433,,,,,
1989-02-17,,,0.0987231358885765,0.08819270581007002,,,,,
1989-02-20,,,0.0987231358885765,0.09082531332969664,,,,,
1989-02-21,,,0.0987231358885765,0.09345792084932325,,,,,
1989-02-22,,,0.0987231358885765,0.09609052836894988,0.09214153736829755,,,,
1989-02-23,,,0.092141218483448,0.09740675240755078,0.09214153736829755,,,,
1989-02-24,,,0.092141218483448,0.09609036892652509,0.09214153736829755,,,,
1989-02-27,,,0.092141218483448,0.09477398544549939,0.09279964938759802,,,,
1989-02-28,,,0.092141218483448,0.0934576019644737,0.09345776140689847,,,,
1989-03-01,,,0.092141218483448,0.092141218483448,0.09411587342619894,,,,
1989-03-02,,,0.092141218483448,0.092141218483448,0.09477398544549939,,,,
1989-03-03,,,0.092141218483448,0.092141218483448,0.09411579370498654,,,,
1989-03-06,,,0.092141218483448,0.092141218483448,0.0934576019644737,,,,
1989-03-07,,,0.092141218483448,0.092141218483448,0.09279941022396085,,,,
1989-03-08,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09214137792587278,,,
1989-03-09,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09214137792587278,,,
1989-03-10,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09214137792587278,,,
1989-03-13,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09247043393552301,,,
1989-03-14,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09279948994517324,,,
1989-03-15,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09312854595482346,,,
1989-03-16,,,0.092141218483448,0.092141218483448,0.092141218483448,0.0934576019644737,,,
1989-03-17,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09312850609421727,,,
1989-03-20,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09279941022396085,,,
1989-03-21,,,0.092141218483448,0.092141218483448,0.092141218483448,0.09247031435370442,,,
1989-03-22,,,0.092141218483448,0.092141218483448,0.092141218483448,0.092141218483448,,,
1989-03-23,,,0.092141218483448,0.092141218483448,0.092141218483448,0.092141218483448,,,
1989-03-24,,,0.092141218483448,0.092141218483448,0.092141218483448,0.092141218483448,,,
1989-03-27,,,0.092141218483448,0.092141218483448,0.092141218483448,0.092141218483448,,,
1989-03-28,,,0.092141218483448,0.092141218483448,0.092141218483448,0.092141218483448,,,
1989-03-29,,,0.0855600982904434,0.09082499444484708,0.09148310646414753,0.09181216247379777,,,
1989-03-30,,,0.0855600982904434,0.08950877040624616,0.09082499444484708,0.09148310646414755,,,
1989-03-31,,,0.0855600982904434,0.08819254636764524,0.09016688242554663,0.09115405045449732,,,
1989-04-03,,,0.0855600982904434,0.08687632232904433,0.08950877040624616,0.09082499444484708,,,
1989-04-04,,,0.0855600982904434,0.0855600982904434,0.0888506583869457,0.09049593843519685,,,
1989-04-05,,,0.0855600982904434,0.0855600982904434,0.08819254636764524,0.09016688242554663,,,
1989-04-06,,,0.0855600982904434,0.0855600982904434,0.08753443434834479,0.0898378264158964,,,
1989-04-07,,,0.0855600982904434,0.0855600982904434,0.08687632232904433,0.08950877040624616,,,
1989-04-10,,,0.0855600982904434,0.0855600982904434,0.08621821030974386,0.08917971439659593,,,
1989-04-11,,,0.0855600982904434,0.0855600982904434,0.0855600982904434,0.0888506583869457,,,
1989-04-12,,,0.0855600982904434,0.0855600982904434,0.0855600982904434,0.08852160237729548,,,
1989-04-13,,,0.0855600982904434,0.0855600982904434,0.0855600982904434,0.08819254636764524,,,
1989-04-14,,,0.0855600982904434,0.0855600982904434,0.0855600982904434,0.08786349035799501,,,
1989-04-17,,,0.0789781734347343,0.08424371331930158,0.08490190580487249,0.08720533810555933,,,
1989-04-18,,,0.0789781734347343,0.08292732834815976,0.08424371331930158,0.08654718585312364,,,
1989-04-19,,,0.0789781734347343,0.08161094337701795,0.08358552083373068,0.08588903360068796,0.0896404083073139,,
1989-04-20,,,0.0789781734347343,0.08029455840587613,0.08292732834815976,0.08523088134825227,0.08937714740633963,,
1989-04-21,,,0.0789781734347343,0.0789781734347343,0.08226913586258885,0.08457272909581659,0.08911388650536535,,
1989-04-24,,,0.0723970755934715,0.07766195386648174,0.08095283359289167,0.08358552195131777,0.08885062605142592,,
1989-04-25,,,0.0723970755934715,0.07634573429822919,0.07963653132319448,0.08259831480681894,0.08858736559748648,,
1989-04-26,,,0.0723970755934715,0.07502951472997663,0.07832022905349728,0.08194016367197035,0.08832410514354704,,
1989-04-27,,,0.0723970755934715,0.07371329516172406,0.0770039267838001,0.08128201253712175,0.08806084468960758,,
1989-04-28,,,0.0723970755934715,0.0723970755934715,0.07568762451410291,0.08062386140227315,0.08753432348370549,,
1989-05-01,,,0.0723970755934715,0.0723970755934715,0.07502951472997663,0.07996571026742456,0.08700780227780339,,
1989-05-02,,,0.0723970755934715,0.0723970755934715,0.07437140494585034,0.07930755913257596,0.08648128107190128,,
1989-05-03,,,0.0723970755934715,0.0723970755934715,0.07371329516172406,0.07864940799772738,0.08595475986599918,,
1989-05-04,,,0.0723970755934715,0.0723970755934715,0.07305518537759778,0.07799125686287876,0.08555987700819966,,
1989-05-05,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.07733310572803018,0.08516499415040013,,
1989-05-08,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.07667495459318158,0.08477011129260059,,
1989-05-09,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.07601680345833298,0.08437522843480107,,
1989-05-10,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.07535865232348439,0.08398034557700154,,
1989-05-11,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.0747005011886358,0.083585462719202,,
1989-05-12,,,0.0723970755934715,0.0723970755934715,0.0723970755934715,0.0740423500537872,0.08319057986140248,,
1989-05-15,,,0.069105677306652,0.07173879593610759,0.07206793576478956,0.07354872524738308,0.08272986903786655,,
1989-05-16,,,0.069105677306652,0.0710805162787437,0.0717387959361076,0.07305510044097897,0.08226915821433063,,
1989-05-17,,,0.0658151730895042,0.06976413577795024,0.07108060568571087,0.07239695042371747,0.08174263730645176,,
1989-05-18,,,0.0658151730895042,0.06844775527715678,0.07042241543531413,0.07173880040645596,0.08121611639857289,,
1989-05-19,,,0.0658151730895042,0.06713137477636331,0.0697642251849174,0.07108065038919445,0.08068959549069402,,
1989-05-22,,,0.0658151730895042,0.06647327393293376,0.06910603493452068,0.0707515552639961,0.08016307458281513,,
1989-05-23,,,0.0658151730895042,0.0658151730895042,0.06844784468412395,0.07042246013879773,0.07963655367493627,,
1989-05-24,,,0.0658151730895042,0.0658151730895042,0.06778965443372723,0.07009336501359936,0.07911003276705739,,
1989-05-25,,,0.0658151730895042,0.0658151730895042,0.06713146418333048,0.069764269888401,0.0785835118591785,,
1989-05-26,,,0.069105677306652,0.06647327393293376,0.06680232435464854,0.06959969997406001,0.07812280103564259,,
1989-05-29,,,0.069105677306652,0.06713137477636331,0.06680232435464853,0.06943513005971905,0.07766209021210667,,
1989-05-30,,,0.069105677306652,0.06778947561979289,0.06680232435464854,0.06927056014537807,0.07720137938857076,,
1989-05-31,,,0.069105677306652,0.06844757646322244,0.06713137477636331,0.06910599023103708,0.07674066856503484,,
1989-06-01,,,0.069105677306652,0.069105677306652,0.0674604251980781,0.06894142031669612,0.07627995774149893,,
1989-06-02,,,0.069105677306652,0.069105677306652,0.06778947561979289,0.06877685040235515,0.07581924691796299,,
1989-06-05,,,0.069105677306652,0.069105677306652,0.06811852604150767,0.06861228048801418,0.07535853609442707,,
1989-06-06,,,0.069105677306652,0.069105677306652,0.06844757646322244,0.06844771057367319,0.07489782527089116,,
1989-06-07,,,0.069105677306652,0.069105677306652,0.06877662688493721,0.06828314065933222,0.07456873685121533,,
1989-06-08,,,0.069105677306652,0.069105677306652,0.069105677306652,0.06811857074499125,0.0742396484315395,,
1989-06-09,,,0.069105677306652,0.069105677306652,0.069105677306652,0.06795400083065026,0.07391056001186368,,
1989-06-12,,,0.069105677306652,0.069105677306652,0.069105677306652,0.06795400083065027,0.07358147159218784,,
