Date,GRADE,GPS,AVGO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2009-08-06,,,1.1531554460525513,,,,,,
2009-08-07,,,1.170973300933838,,,,,,
2009-08-10,,,1.1381882429122925,,,,,,
2009-08-11,,,1.1168075799942017,,,,,,
2009-08-12,,,1.1403264999389648,1.1438902139663696,,,,,
2009-08-13,,,1.17952561378479,1.1491642475128174,,,,,
2009-08-14,,,1.1830886602401731,1.1515873193740844,,,,,
2009-08-17,,,1.1560062170028689,1.1551509141921996,,,,,
2009-08-18,,,1.216585993766785,1.1751065969467163,,,,,
2009-08-19,,,1.2750273942947388,1.202046775817871,1.1729684948921204,,,,
2009-08-20,,,1.2657625675201416,1.2192941665649415,1.1842292070388794,,,,
2009-08-21,,,1.2700390815734863,1.236684250831604,1.1941357851028442,,,,
2009-08-24,,,1.247232437133789,1.254929494857788,1.205040204524994,,,,
2009-08-25,,,1.2721765041351318,1.2660475969314575,1.220577096939087,,,,
2009-08-26,,,1.2721765041351318,1.2654774188995361,1.2337620973587036,,,,
2009-08-27,,,1.2942707538604736,1.2711790561676026,1.245236611366272,,,,
2009-08-28,,,1.316364884376526,1.2804442167282104,1.2585642337799072,,,,
2009-08-31,,,1.297121524810791,1.2904220342636108,1.2726757645606994,,,,
2009-09-01,,,1.2721765041351318,1.2904220342636108,1.2782348155975343,,,,
2009-09-02,,,1.2600611448287964,1.2879989624023438,1.2767381906509399,1.2248533427715302,,,
2009-09-03,,,1.2436689138412476,1.2778785943984985,1.2745288252830504,1.229379016160965,,,
2009-09-04,,,1.2657625675201416,1.2677581310272217,1.2741011738777162,1.2341184794902802,,,
2009-09-07,,,1.2657625675201416,1.2614863395690918,1.2759541869163513,1.2404971957206725,,,
2009-09-08,,,1.261486530303955,1.2593483448028564,1.2748851895332336,1.2477311432361602,,,
2009-09-09,,,1.230127453804016,1.2533616065979003,1.2706802845001222,1.2522211909294128,,,
2009-09-10,,,1.215160846710205,1.2476599931716919,1.2627692937850952,1.2540029525756835,,,
2009-09-11,,,1.2030444145202637,1.2351163625717163,1.251437246799469,1.255000740289688,,,
2009-09-14,,,1.186652421951294,1.2192943334579467,1.2403903365135194,1.2565330505371093,,,
2009-09-15,,,1.2244257926940918,1.211882185935974,1.2356152653694152,1.2569250404834746,,,
2009-09-16,,,1.2529340982437134,1.2164435148239137,1.234902560710907,1.2558203756809234,,,
2009-09-17,,,1.1859396696090698,1.2105992794036866,1.2291296362876891,1.2518292307853698,,,
2009-09-18,,,1.1545805931091309,1.20090651512146,1.2180114388465881,1.2460563063621521,,,
2009-09-21,,,1.1838014125823977,1.2003363132476808,1.2098153233528137,1.2428847551345825,,,
2009-09-22,,,1.2294151782989502,1.2013341903686523,1.2066081881523132,1.2407466888427734,,,
2009-09-23,,,1.2401050329208374,1.1987683773040771,1.2076059460639954,1.2391431152820587,,,
2009-09-24,,,1.2465198040008545,1.210884404182434,1.2107418417930602,1.2367555677890778,,,
2009-09-25,,,1.2208621501922607,1.22414071559906,1.21252361536026,1.2319804310798645,,,
2009-09-28,,,1.257922649383545,1.2389649629592896,1.219650638103485,1.230020487308502,,,
2009-09-29,,,1.2137351036071775,1.235828948020935,1.2185815691947937,1.2270984172821044,,,
2009-09-30,,,1.216585993766785,1.2311251401901244,1.2149467587471008,1.224924659729004,,,
2009-10-01,,,1.162420630455017,1.214305305480957,1.2125948548316956,1.2208622455596925,,,
2009-10-02,,,1.1467413902282717,1.1994811534881593,1.2118109345436097,1.2149111866950988,,,
2009-10-05,,,1.1752492189407349,1.182946467399597,1.2109557151794434,1.2103855192661286,,,
2009-10-06,,,1.1738237142562866,1.1749641895294192,1.205396568775177,1.206002378463745,,,
2009-10-07,,,1.149592041969299,1.161565399169922,1.1963452696800232,1.2019756078720092,,,
2009-10-08,,,1.1410396099090576,1.15728919506073,1.1857972502708436,1.198269546031952,,,
2009-10-09,,,1.158144474029541,1.1595698118209838,1.1795254826545716,1.1960245490074157,,,
2009-10-12,,,1.1645582914352417,1.1574316263198852,1.1701890468597411,1.1949198424816132,,,
2009-10-13,,,1.178100347518921,1.158286952972412,1.1666255712509155,1.1926035702228546,,,
2009-10-14,,,1.201619267463684,1.168692398071289,1.1651288986206054,1.190037828683853,1.2129369807243346,,
2009-10-15,,,1.223000407218933,1.1850845575332642,1.171186876296997,1.1918908655643463,1.2143338799476624,,
2009-10-16,,,1.170973300933838,1.1876503229141235,1.1736100673675538,1.1927105009555816,1.2143338799476624,,
2009-10-19,,,1.1574313640594482,1.1862249374389648,1.171828281879425,1.1913919985294341,1.2147187423706054,,
2009-10-20,,,1.178100347518921,1.1862249374389648,1.1722559452056884,1.1888262569904327,1.2159445977210999,,
2009-10-21,,,1.1752492189407349,1.180950927734375,1.174821662902832,1.1855834662914275,1.2166430521011353,,
2009-10-22,,,1.1602826118469238,1.1684073686599732,1.1767459630966186,1.181271606683731,1.2162581920623778,,
2009-10-23,,,1.143890380859375,1.1629907846450807,1.175320553779602,1.1774230182170868,1.215474226474762,,
2009-10-26,,,1.1289235353469849,1.1572892189025878,1.1717570781707765,1.1709730625152588,1.2149325728416442,,
2009-10-27,,,1.1011279821395874,1.1418947458267212,1.164059841632843,1.1653427064418793,1.2126234126091004,,
2009-10-28,,,1.064067244529724,1.1196583509445188,1.150304639339447,1.1577167689800263,1.2084042096138001,,
2009-10-29,,,1.0719071626663208,1.1019832611083984,1.1351953148841858,1.1531910955905915,1.2045271015167236,,
2009-10-30,,,1.0690559148788452,1.0870163679122924,1.1250035762786865,1.1493068218231202,1.200507438182831,,
2009-11-02,,,1.0597907304763794,1.0731898069381713,1.1152395129203796,1.1435338973999023,1.1967586040496827,,
2009-11-03,,,1.0327078104019165,1.0595057725906372,1.1007002592086792,1.136478102207184,1.1919692301750182,,
2009-11-04,,,1.05337655544281,1.0573676347732544,1.0885129928588868,1.1316673278808593,1.1875932312011719,,
2009-11-05,,,1.0918625593185425,1.0613587141036986,1.0816709876060486,1.1292084753513336,1.1835450673103332,,
2009-11-06,,,1.0897250175476074,1.065492534637451,1.0762544512748717,1.125787502527237,1.1790122699737549,,
2009-11-09,,,1.116094708442688,1.0767533302307128,1.074971568584442,1.1233643233776092,1.1753917336463928,,
2009-11-10,,,1.1011279821395874,1.090437364578247,1.074971568584442,1.1195157051086426,1.171970763206482,,
2009-11-11,,,1.0947136878967283,1.0987047910690309,1.0780362129211425,1.1141704261302947,1.1686638140678405,,
2009-11-12,,,1.1118184328079224,1.1026959657669066,1.0820273399353026,1.1086113274097442,1.166026804447174,,
2009-11-13,,,1.1103931665420532,1.1068295955657959,1.0861610651016236,1.105582320690155,1.1629194164276122,,
2009-11-16,,,1.1410396099090576,1.1118185758590697,1.0942859530448914,1.1047627329826355,1.1604249572753906,,
2009-11-17,,,1.1453155279159546,1.1206560850143432,1.1055467247962951,1.1031234920024873,1.1581015372276307,,
2009-11-18,,,1.1424648761749268,1.130206322669983,1.114455556869507,1.1014842748641969,1.1563482856750489,,
2009-11-19,,,1.1096806526184082,1.12977876663208,1.1162373661994933,1.098954176902771,1.1542386817932129,,
2009-11-20,,,1.1004154682159424,1.127783226966858,1.117306411266327,1.0967804312705993,1.1521861028671265,,
2009-11-23,,,1.0825978517532349,1.1160948753356934,1.1139567255973817,1.0944641470909118,1.1501050114631652,,
2009-11-24,,,1.0875866413116455,1.1045490980148316,1.1126025915145874,1.0937870800495149,1.1473682284355164,,
2009-11-25,,,1.1046913862228394,1.096994400024414,1.1136003613471985,1.0958182871341706,1.144403374195099,,
2009-11-26,,,1.1046913862228394,1.0959965467453003,1.1128876566886903,1.0974574983119965,1.1427784085273742,,
2009-11-27,,,1.130349040031433,1.1019832611083984,1.1148832440376282,1.1005221545696258,1.1422937774658204,,
2009-11-30,,,1.130349040031433,1.1115334987640382,1.1138141870498657,1.1040500700473785,1.141224730014801,,
2009-12-01,,,1.137475848197937,1.1215113401412964,1.1130302190780639,1.1092884719371796,1.1393859434127807,,
2009-12-02,,,1.112531065940857,1.1230792760849,1.110036838054657,1.1122461974620819,1.1368344640731811,,
2009-12-03,,,1.1353379487991333,1.1292085886001586,1.1126025676727296,1.1144199669361115,1.1346108269691468,,
2009-12-04,,,1.1773873567581177,1.1386162519454956,1.120299756526947,1.118803083896637,1.1337413311004638,,
2009-12-07,,,1.202331781387329,1.1530128002166748,1.1322731494903564,1.123114937543869,1.1326295137405396,,
2009-12-08,,,1.1937798261642456,1.1642735958099366,1.1428924679756165,1.1277475297451018,1.132230408191681,,
2009-12-09,,,1.1980551481246948,1.1813784122467041,1.152228844165802,1.1329146027565002,1.131859791278839,,
2009-12-10,,,1.1952050924301147,1.1933518409729005,1.1612802147865295,1.13708393573761,1.132515480518341,,
2009-12-11,,,1.1816633939743042,1.1942070484161378,1.1664116501808166,1.1406474471092225,1.1332139205932616,,
2009-12-14,,,1.2009062767028809,1.193921947479248,1.1734673738479615,1.1436407804489135,1.1337270617485047,,
2009-12-15,,,1.193066954612732,1.1937793731689452,1.179026484489441,1.1460283517837524,1.1341119265556336,,
2009-12-16,,,1.2115974426269531,1.196487832069397,1.1889331221580506,1.1494849801063538,1.1353520345687866,,
2009-12-17,,,1.162420630455017,1.1899309396743774,1.191641390323639,1.1521219789981842,1.135779654979706,,
2009-12-18,,,1.1681220531463623,1.187222671508789,1.1907148599624633,1.1555073082447052,1.1359792065620422,,
2009-12-21,,,1.1752492189407349,1.1820912599563598,1.1880066037178039,1.1601398766040802,1.1361930251121521,,
2009-12-22,,,1.1923538446426392,1.1819486379623414,1.1878640055656433,1.1653782367706298,1.1364780950546265,,
2009-12-23,,,1.1959174871444702,1.1788126468658446,1.187650239467621,1.1699395418167113,1.1363640594482423,1.1746505200862885,
2009-12-24,,,1.1959174871444702,1.1855120182037353,1.1877214789390564,1.1745008468627929,1.135822401046753,1.1750781404972077,
2009-12-25,,,1.1959174871444702,1.191071105003357,1.189146888256073,1.1777792692184448,1.1363212847709656,1.175327582359314,
2009-12-28,,,1.2386796474456787,1.2037571907043456,1.1929242253303527,1.183195799589157,1.1379462504386901,1.1763324964046478,
2009-12-29,,,1.2493706941604614,1.2151605606079101,1.1985545992851256,1.1887905418872833,1.139371657371521,1.1776581275463105,
2009-12-30,,,1.2607736587524414,1.2281317949295043,1.2034722208976745,1.1962026715278626,1.1410821461677552,1.1788625991344452,
2009-12-31,,,1.3035356998443604,1.2496554374694824,1.2175837278366088,1.204612559080124,1.1439472079277038,1.1801026999950408,
2010-01-01,,,1.3035356998443604,1.2711790800094604,1.2311250925064088,1.210919976234436,1.1471401143074036,1.1813071703910827,
2010-01-04,,,1.3441604375839231,1.2922752380371094,1.2480162143707276,1.2180114090442657,1.1514448523521423,1.1831887125968934,
2010-01-05,,,1.354137659072876,1.3132286310195922,1.2641945958137513,1.2260293006896972,1.1565050458908082,1.1845642292499543,
2010-01-06,,,1.3648287057876587,1.3340396404266357,1.2810857176780701,1.2343679785728454,1.162520275115967,1.1854622423648835,
2010-01-07,,,1.3562761545181274,1.3445877313613892,1.2971215844154358,1.242421531677246,1.168207654953003,1.1863673782348634,
2010-01-08,,,1.3662538528442385,1.3571313619613647,1.3141552209854126,1.2516510546207429,1.1741516137123107,1.187329525947571,
2010-01-11,,,1.374806523323059,1.3632605791091919,1.3277679085731506,1.2603460669517517,1.1804519295692444,1.1886052668094635,
2010-01-12,,,1.354137659072876,1.3632605791091919,1.3382446050643921,1.268399602174759,1.1868805265426636,1.189424878358841,
2010-01-13,,,1.3128011226654053,1.3528550624847413,1.3434473514556884,1.2734597861766814,1.1920690178871154,1.1898311245441437,
2010-01-14,,,1.3135141134262085,1.3443026542663574,1.3444451928138732,1.2810144603252411,1.1965020489692688,1.190023558139801,
2010-01-15,,,1.2999720573425293,1.3310462951660156,1.3440888285636903,1.2876069605350495,1.2007069897651672,1.189859629869461,
2010-01-18,,,1.2999720573425293,1.3160794019699096,1.3396699905395508,1.2938431024551391,1.204384536743164,1.1898881351947785,
2010-01-19,,,1.2693263292312622,1.299117136001587,1.3311888575553894,1.2976917266845702,1.2077485036849975,1.1898596334457396,
2010-01-20,,,1.2800164222717283,1.2925601959228517,1.3227076292037965,1.3018966734409332,1.2114545583724976,1.190059186220169,
2010-01-21,,,1.2821544408798218,1.2862882614135742,1.3152954578399658,1.3062085211277008,1.2148612785339354,1.1904440414905548,
2010-01-22,,,1.2515084743499756,1.2765955448150634,1.3038209199905395,1.3089880704879762,1.217683584690094,1.190301500558853,
2010-01-25,,,1.257922649383545,1.2681856632232666,1.2921325325965882,1.3099502205848694,1.2200212454795838,1.190223101377487,
2010-01-26,,,1.2657625675201416,1.2674729108810425,1.2832950234413147,1.3107698142528534,1.2224301862716676,1.190265861749649,
2010-01-27,,,1.2408177852630615,1.259633183479309,1.2760966897010804,1.3097720205783845,1.2243972444534301,1.1903727650642395,
2010-01-28,,,1.2629117965698242,1.2557846546173095,1.2710364580154419,1.3077408254146576,1.2274618673324584,1.1908502745628358,
2010-01-29,,,1.2386796474456787,1.2532188892364502,1.264907217025757,1.3044980227947236,1.2302271509170533,1.1912066268920898,
2010-02-01,,,1.247232437133789,1.2510808467864991,1.2596332550048828,1.2996516227722168,1.2335198426246643,1.1918124270439148,
2010-02-02,,,1.261486530303955,1.2502256393432618,1.258849275112152,1.2950190663337708,1.2369978404045106,1.1921830344200135,
2010-02-03,,,1.2557848691940308,1.2532190561294556,1.2564261198043822,1.2895668745040894,1.2400197100639343,1.1922115421295165,
2010-02-04,,,1.2272766828536987,1.2460920333862304,1.25093834400177,1.2831169009208678,1.2424714159965515,1.192624912261963,
2010-02-05,,,1.2258511781692505,1.2435263395309448,1.2483726143836975,1.2760967671871186,1.2443814587593078,1.1933376181125641,
2010-02-08,,,1.212309718132019,1.2365417957305909,1.2438113212585449,1.2679719269275664,1.2460206723213196,1.1936227011680602,
2010-02-09,,,1.2108843326568604,1.2264213562011719,1.2383234977722168,1.2608092606067658,1.2474888420104981,1.1934373927116395,
2010-02-10,,,1.1973426342010498,1.2147329092025756,1.2339759826660157,1.255036336183548,1.249185073375702,1.1930097687244414,
2010-02-11,,,1.2208621501922607,1.2134500026702881,1.2297710180282593,1.2504037380218507,1.2508955574035645,1.1927531921863557,
2010-02-12,,,1.2372545003890991,1.2157306671142578,1.2296285033226013,1.2472678601741791,1.252092900276184,1.192917115688324,
2010-02-15,,,1.2372545003890991,1.2207196235656739,1.2286307096481324,1.2441319823265076,1.2527913546562195,1.1927104341983794,
2010-02-16,,,1.2458068132400513,1.227704119682312,1.227062737941742,1.242956006526947,1.2538318943977356,1.1930311512947083,
2010-02-17,,,1.2408177852630615,1.2363991498947144,1.225566029548645,1.2409960746765136,1.254687147140503,1.193273469209671,
2010-02-18,,,1.2436689138412476,1.2409605026245116,1.2272052526474,1.239071798324585,1.2556564235687255,1.1940859520435334,
2010-02-19,,,1.2493706941604614,1.2433837413787843,1.229557204246521,1.2389649093151092,1.2570105695724487,1.1951122450828553,
2010-02-22,,,1.2365418672561646,1.2432412147521972,1.2319804191589356,1.2378958702087401,1.2577232813835144,1.1957251715660095,
2010-02-23,,,1.2386796474456787,1.2418157815933228,1.2347599506378173,1.2365417242050172,1.2586355352401732,1.1963737308979034,
2010-02-24,,,1.2643376588821411,1.2465197563171386,1.2414594531059264,1.237717717885971,1.2596903395652772,1.197521187067032,
2010-02-25,,,1.289282202720642,1.2556424140930176,1.2483014583587646,1.239036238193512,1.2622275710105897,1.1990036129951478,
2010-02-26,,,1.2935583591461182,1.2644799470901489,1.2539318442344665,1.241780173778534,1.2647362971305847,1.2003577518463135,
2010-03-01,,,1.3042484521865845,1.278021264076233,1.2606312394142152,1.2446309745311737,1.2673162817955017,1.2017546534538268,
2010-03-02,,,1.3341820240020752,1.2971217393875123,1.2694687604904176,1.2482657492160798,1.2701528453826905,1.2033154702186584,
2010-03-03,,,1.3477238416671753,1.313798975944519,1.2801593661308288,1.252862697839737,1.2731889724731444,1.2047765159606934,
2010-03-04,,,1.3584147691726685,1.3276254892349244,1.291633951663971,1.2594196021556854,1.2764389181137086,1.2061306595802308,
2010-03-05,,,1.379794955253601,1.344872808456421,1.3046763777732848,1.267116791009903,1.2801164674758911,1.2082188761234283,
2010-03-08,,,1.376232028007507,1.3592695236206054,1.3186453938484193,1.2753129065036775,1.2828675150871276,1.2104068827629089,
2010-03-09,,,1.3790825605392456,1.3682496309280396,1.332685685157776,1.2837228178977966,1.2854617524147034,1.2124167048931123,
2010-03-10,,,1.406878113746643,1.380080485343933,1.3469397306442261,1.2941995918750764,1.2883838415145874,1.2147329938411713,
2010-03-11,,,1.415430188179016,1.3914835691452025,1.3595545291900635,1.3039279937744142,1.2906217312812804,1.2172844696044922,
2010-03-12,,,1.4004639387130735,1.395617365837097,1.370245087146759,1.3120884656906129,1.2925602960586549,1.2198502051830291,
2010-03-15,,,1.3840714693069458,1.397185254096985,1.3782273888587953,1.3194293141365052,1.2933585166931152,1.2224016845226289,
2010-03-16,,,1.3897732496261597,1.3993233919143677,1.3837865114212036,1.3266276359558105,1.2940712285041809,1.2252881371974944,
2010-03-17,,,1.417568564414978,1.4014614820480347,1.3907709836959838,1.3354651749134063,1.2951260256767272,1.2288231503963472,
2010-03-18,,,1.4239829778671265,1.4031720399856566,1.3973278045654296,1.3444808781147004,1.2964801621437072,1.2323439085483552,
2010-03-19,,,1.4332482814788818,1.4097289085388183,1.4026731371879577,1.3536747574806214,1.2978200507164002,1.2359858322143555,
2010-03-22,,,1.4211317300796509,1.4171409606933594,1.407163107395172,1.3629042506217957,1.298746554851532,1.239599242210388,
2010-03-23,,,1.441088318824768,1.427403974533081,1.4133636832237244,1.37302468419075,1.30048556804657,1.2436830472946168,
2010-03-24,,,1.3983255624771118,1.4235553741455078,1.4125084280967712,1.3797240793704986,1.302196056842804,1.2471325373649598,
2010-03-25,,,1.4004639387130735,1.4188515663146972,1.4110118031501768,1.3852831661701202,1.3039350533485412,1.250218551158905,
2010-03-26,,,1.418994426727295,1.4160007953643798,1.4128648519515992,1.3915549695491791,1.3063155007362366,1.253511245250702,
2010-03-29,,,1.441088318824768,1.4199921131134032,1.4185665369033813,1.3983969628810882,1.3091378259658812,1.2567611813545227,
2010-03-30,,,1.452491044998169,1.4222726583480836,1.4248383164405822,1.404312413930893,1.3128011202812195,1.2602748119831084,
2010-03-31,,,1.4653199911117554,1.4356715440750123,1.42961345911026,1.410192221403122,1.31650719165802,1.2639808750152588,
2010-04-01,,,1.4610432386398315,1.4477874040603638,1.4333194851875306,1.41532364487648,1.3200849676132203,1.2674731230735778,
2010-04-02,,,1.4610432386398315,1.456197166442871,1.4360989809036255,1.4193860590457916,1.3242756628990173,1.2709796237945556,
2010-04-05,,,1.4439387321472168,1.4567672491073609,1.4383796811103822,1.422771394252777,1.3279959845542908,1.2740086150169372,
2010-04-06,,,1.4738725423812866,1.4610435485839843,1.4416581034660338,1.4275108933448792,1.3321581840515138,1.2772941851615907,
2010-04-07,,,1.4596182107925415,1.4599031925201416,1.4477873682975768,1.430147898197174,1.3365341925621033,1.2804657185077668,
2010-04-08,,,1.4325355291366575,1.4542016506195068,1.4509945273399354,1.431003165245056,1.33992666721344,1.2836942672729492,
2010-04-09,,,1.4261208772659302,1.4472171783447265,1.4517071723937989,1.432286012172699,1.343675491809845,1.2869513213634491,
2010-04-12,,,1.426833987236023,1.4437962293624877,1.4502817392349243,1.434424138069153,1.3472675228118896,1.290393682718277,
2010-04-13,,,1.4360992908477783,1.436241579055786,1.4486425638198852,1.4367404401302337,1.350759778022766,1.2938788092136384,
2010-04-14,,,1.535877346992493,1.4514934062957763,1.455698299407959,1.4426558792591095,1.3563616275787354,1.298190668821335,
