Date,GRADE,GPS,BWA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-08-13,,,1.901410222053528,,,,,,
1993-08-16,,,1.88239586353302,,,,,,
1993-08-17,,,1.853875756263733,,,,,,
1993-08-18,,,1.88239586353302,,,,,,
1993-08-19,,,1.9204237461090088,1.8881002902984618,,,,,
1993-08-20,,,1.9394384622573853,1.8957059383392334,,,,,
1993-08-23,,,1.9109176397323608,1.9014102935791015,,,,,
1993-08-24,,,1.901410222053528,1.9109171867370605,,,,,
1993-08-25,,,1.9204237461090088,1.9185227632522583,,,,,
1993-08-26,,,1.9204237461090088,1.9185227632522583,1.9033115267753602,,,,
1993-08-27,,,1.9394384622573853,1.9185227632522583,1.9071143507957458,,,,
1993-08-30,,,1.9394384622573853,1.9242269277572632,1.9128186106681824,,,,
1993-08-31,,,1.9489456415176392,1.9337340116500854,1.922325599193573,,,,
1993-09-01,,,1.9394384622573853,1.9375369548797607,1.9280298590660094,,,,
1993-09-02,,,1.901410222053528,1.9337342500686645,1.9261285066604614,,,,
1993-09-03,,,1.8633828163146973,1.918523120880127,1.9185229420661927,,,,
1993-09-06,,,1.8633828163146973,1.9033119916915893,1.9137694597244264,,,,
1993-09-07,,,1.88239586353302,1.8900020360946654,1.9118680238723755,,,,
1993-09-08,,,1.825353741645813,1.8671850919723512,1.902361023426056,,,,
1993-09-09,,,1.8158472776412964,1.8500725030899048,1.8919033765792848,1.8976074516773225,,,
1993-09-10,,,1.749297857284546,1.8272555112838744,1.8728893160820008,1.8900018334388733,,,
1993-09-13,,,1.749297857284546,1.8044385194778443,1.8538752555847169,1.8833469331264496,,,
1993-09-14,,,1.6542272567749023,1.7588047981262207,1.824403417110443,1.873364508152008,,,
1993-09-15,,,1.749297857284546,1.7435936212539673,1.8053893566131591,1.8667096078395844,,,
1993-09-16,,,1.7397907972335815,1.7283823251724244,1.7892274141311646,1.857677960395813,,,
1993-09-17,,,1.7968324422836304,1.7378892421722412,1.782572376728058,1.8505476593971253,,,
1993-09-20,,,1.768311619758606,1.7416919946670533,1.7730652570724488,1.8434173583984375,,,
1993-09-21,,,1.7207764387130735,1.7550018310546875,1.756903314590454,1.8343856692314149,,,
1993-09-22,,,1.7017630338668823,1.7454948663711547,1.7445442438125611,1.8234526336193084,,,
1993-09-23,,,1.6637336015701294,1.7302834272384644,1.7293328762054443,1.8106181263923644,,,
1993-09-24,,,1.7112689018249512,1.7131707191467285,1.7255299806594848,1.7992096483707427,,,
1993-09-27,,,1.758804202079773,1.711269235610962,1.7264806151390075,1.790177935361862,,,
1993-09-28,,,1.758804202079773,1.7188747882843018,1.7369383096694946,1.7806708633899688,,,
1993-09-29,,,1.901410222053528,1.7588042259216308,1.7521495461463927,1.778769451379776,,,
1993-09-30,,,2.0059876441955566,1.8272550344467162,1.7787692308425904,1.7839983224868774,,,
1993-10-01,,,1.977467656135559,1.8804947853088378,1.7968327522277832,1.7897025644779205,,,
1993-10-04,,,1.9489456415176392,1.9185230731964111,1.8148961544036866,1.7939807057380677,,,
1993-10-05,,,1.8443682193756104,1.9356358766555786,1.82725533246994,1.792079323530197,,,
1993-10-06,,,1.8633828163146973,1.9280303955078124,1.8434173107147216,1.7939807772636414,,,
1993-10-07,,,1.8728893995285036,1.901410746574402,1.8643328905105592,1.7968328833580016,,,
1993-10-08,,,1.901410222053528,1.8861992597579955,1.8833470225334168,1.8044385015964508,,,
1993-10-11,,,1.9964804649353027,1.8957062244415284,1.9071146488189696,1.8167976319789887,,,
1993-10-12,,,1.9964804649353027,1.9261286735534668,1.9308822751045227,1.8339102923870088,,,
1993-10-13,,,1.977467656135559,1.9489456415176392,1.9384880185127258,1.8453187823295594,,,
1993-10-14,,,2.0059876441955566,1.97556529045105,1.9384880185127258,1.858628624677658,,,
1993-10-15,,,2.0059876441955566,1.9964807748794555,1.9413400173187256,1.8690863847732544,,,
1993-10-18,,,2.0059876441955566,1.9983822107315063,1.9470442175865172,1.880970185995102,,,
1993-10-19,,,2.0059876441955566,2.000283646583557,1.963206160068512,1.8952307462692262,,,
1993-10-20,,,2.0154945850372314,2.0078890323638916,1.9784173369407654,1.9109173238277435,,,
1993-10-21,,,2.0154945850372314,2.0097904205322266,1.9926778554916382,1.9285053730010986,1.8763117051124574,,
1993-10-22,,,2.0154945850372314,2.0116918087005615,2.0040862917900086,1.9437166571617126,1.8785933923721314,,
1993-10-25,,,2.0154945850372314,2.0135931968688965,2.0059877038002014,1.9565511763095855,1.8812553668022156,,
1993-10-26,,,1.977467656135559,2.007889199256897,2.004086422920227,1.9674843490123748,1.883727204799652,,
1993-10-27,,,1.9489456415176392,1.9945794105529786,2.001234221458435,1.9698611199855804,1.8850582003593446,,
1993-10-28,,,1.977467656135559,1.986974024772644,1.9983822226524353,1.9684351205825805,1.8861990785598755,,
1993-10-29,,,2.025002956390381,1.9888756990432739,2.000283753871918,1.9708118855953216,1.8879103684425353,,
1993-11-01,,,2.0154945850372314,1.9888756990432739,2.0012344479560853,1.9741393327713013,1.8900019073486327,,
1993-11-02,,,2.0154945850372314,1.9964810848236083,2.0021851420402528,1.9826956510543823,1.892283594608307,,
1993-11-03,,,2.0059876441955566,2.007889485359192,2.0012344479560853,1.9898258924484253,1.8939948725700377,,
1993-11-04,,,1.977467656135559,2.007889485359192,1.997431755065918,1.995054805278778,1.8951357507705688,,
1993-11-05,,,1.9394384622573853,1.9907765865325928,1.9898261427879333,1.996956217288971,1.8951357507705688,,
1993-11-08,,,1.958453059196472,1.9793682813644409,1.9841219902038574,1.9950548470020295,1.8955160427093505,,
1993-11-09,,,1.9489456415176392,1.9660584926605225,1.9812697887420654,1.9926781058311462,1.8955160427093505,,
1993-11-10,,,1.9299309253692627,1.9508471488952637,1.9793683171272278,1.9903012692928315,1.895325891971588,,
1993-11-11,,,1.9204237461090088,1.9394383668899535,1.9736639261245728,1.9860230743885041,1.8957061624526979,,
1993-11-12,,,1.9109176397323608,1.9337342023849486,1.9622553944587708,1.9812695741653443,1.896656858921051,,
1993-11-15,,,1.9109176397323608,1.9242271184921265,1.9517976999282838,1.9765160739421845,1.8976075553894043,,
1993-11-16,,,1.9204237461090088,1.9185227394104003,1.9422906160354614,1.972237879037857,1.898368113040924,,
1993-11-17,,,1.8158472776412964,1.895706009864807,1.9232765793800355,1.9622555136680604,1.8981779837608337,,
1993-11-18,,,1.8063403367996216,1.8728893280029297,1.9061638474464417,1.9517978012561799,1.8979878449440002,,
1993-11-19,,,1.7778189182281494,1.8462695837020875,1.890001893043518,1.9399140179157257,1.8985582661628724,,
1993-11-22,,,1.7778189182281494,1.819649839401245,1.8719384789466857,1.9280302345752716,1.8991286873817443,,
1993-11-23,,,1.787325143814087,1.7930301189422608,1.8557764291763306,1.918523108959198,1.9017906451225282,,
1993-11-24,,,1.825353741645813,1.794931411743164,1.8453187108039857,1.9123435139656066,1.9033117628097533,,
1993-11-25,,,1.825353741645813,1.7987340927124023,1.835811710357666,1.9047378182411194,1.905023021697998,,
1993-11-26,,,1.8919042348861692,1.8215511560440063,1.8339103698730468,1.8980828821659088,1.9069244575500488,,
1993-11-29,,,1.88239586353302,1.8424665451049804,1.8310581922531128,1.8914279460906982,1.909206142425537,,
1993-11-30,,,1.8728893995285036,1.8595793962478637,1.8263047575950622,1.8842976868152619,1.9122484016418457,,
1993-12-01,,,1.853875756263733,1.8652837991714477,1.830107605457306,1.8766920924186707,1.9152906560897827,,
