Date,GRADE,GPS,COF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-12-27,,,3.815277099609375,3.750209093093872,3.637821078300476,3.538741850852966,,,
1994-12-28,,,3.815277099609375,3.77978515625,3.6792273998260496,3.54909348487854,,,
1994-12-29,,,3.7857003211975098,3.7975310325622558,3.71471848487854,3.5638814330101014,,,
1994-12-30,,,3.7857003211975098,3.7975310325622558,3.729506325721741,3.5786693811416628,,,
1995-01-02,,,3.7857003211975098,3.7975310325622558,3.750209355354309,3.5934573292732237,,,
1995-01-03,,,3.7857003211975098,3.791615676879883,3.7709123849868775,3.6097241044044495,,,
1995-01-04,,,3.815277099609375,3.791615676879883,3.7857004165649415,3.628948485851288,,,
1995-01-05,,,3.815277099609375,3.7975310325622558,3.7975310325622558,3.6496516466140747,,,
1995-01-06,,,3.726547956466675,3.785700559616089,3.7916157960891725,3.6703546047210693,,,
1995-01-09,,,3.726547956466675,3.773870086669922,3.785700559616089,3.6881000876426695,,,
1995-01-10,,,3.756125926971436,3.767955207824707,3.7797854423522947,3.7088032603263854,,,
1995-01-11,,,3.726547956466675,3.750209379196167,3.770912528038025,3.7250699639320373,,,
1995-01-12,,,3.726547956466675,3.732463550567627,3.7649972915649412,3.739857888221741,,,
1995-01-13,,,3.726547956466675,3.732463550567627,3.759082055091858,3.7442941904067992,,,
1995-01-16,,,3.7857003211975098,3.744294023513794,3.759082055091858,3.7546457052230835,,,
1995-01-17,,,3.7857003211975098,3.7502089023590086,3.759082055091858,3.7649972200393678,,,
1995-01-18,,,3.726547956466675,3.7502089023590086,3.7502091407775877,3.767954778671265,,,
1995-01-19,,,3.6969709396362314,3.7442934989929197,3.7383785247802734,3.767954778671265,,,
1995-01-20,,,3.667396783828736,3.732463264465332,3.7324634075164793,3.762039601802826,,,
1995-01-23,,,3.667396783828736,3.7088025569915777,3.7265482902526856,3.756124424934387,,,
1995-01-24,,,3.6969709396362314,3.691056680679322,3.720632791519165,3.75020911693573,3.657932496070862,,
1995-01-25,,,3.815277099609375,3.708802509307862,3.729505705833435,3.75020911693573,3.6585240316390992,,
1995-01-26,,,3.7857003211975098,3.7265483856201174,3.7354209423065186,3.75020911693573,3.657340979576111,,
1995-01-27,,,3.815277099609375,3.7561244487762453,3.7442938566207884,3.7516879558563234,3.65556649684906,,
1995-01-30,,,3.815277099609375,3.7857005119323732,3.747251534461975,3.7531667947769165,3.65556649684906,,
1995-01-31,,,3.8300631046295166,3.81231894493103,3.7516878128051756,3.755384933948517,3.65941132068634,,
1995-02-01,,,3.8744266033172607,3.8241488456726076,3.7664756774902344,3.758342409133911,3.6647349643707274,,
1995-02-02,,,3.963154792785645,3.8596397399902345,3.7930940628051757,3.765736293792725,3.6718331718444825,,
1995-02-03,,,3.963154792785645,3.889215278625488,3.8226698637008676,3.777566635608674,3.6777483320236204,,
1995-02-06,,,3.963154792785645,3.918790817260742,3.852245664596558,3.789396977424622,3.6848465394973755,,
1995-02-07,,,3.9335782527923584,3.9394938468933107,3.875906395912171,3.7982695937156685,3.6907616662979126,,
1995-02-08,,,4.022308826446533,3.969070291519165,3.896609568595887,3.813057637214661,3.6990429544448853,,
1995-02-09,,,4.11103630065918,3.998646593093872,3.9291431665420538,3.8322820544242866,3.7114648532867434,,
1995-02-10,,,4.051882266998291,4.016392087936401,3.9528036832809454,3.8485487699508676,3.7227036714553834,,
1995-02-13,,,3.992732048034668,4.022307538986206,3.9705491781234747,3.8589003562927253,3.7327594852447508,,
1995-02-14,,,3.8744266033172607,4.010477209091187,3.9749855279922492,3.863336670398713,3.7410407209396364,,
1995-02-15,,,4.051882266998291,4.016391897201538,3.9927310943603525,3.879603385925294,3.75346257686615,,
1995-02-16,,,4.022308826446533,3.9986464023590087,3.9986464977264404,3.8958702802658087,3.765884475708008,,
1995-02-17,,,4.022308826446533,3.992731714248657,4.004561901092529,3.913615882396699,3.780080876350403,,
1995-02-20,,,4.022308826446533,3.9986470699310304,4.010477304458618,3.9313614845275886,3.79309428691864,,
1995-02-21,,,4.051882266998291,4.034138202667236,4.022307705879212,3.949107050895692,3.8072906827926634,,
1995-02-22,,,4.11103630065918,4.045969009399414,4.031180453300476,3.963895010948182,3.8214871311187744,,
1995-02-23,,,4.11103630065918,4.063714504241943,4.031180453300476,3.9801618099212654,3.835092067718506,,
1995-02-24,,,4.051882266998291,4.069629192352295,4.031180453300476,3.991992068290711,3.8433732748031617,,
1995-02-27,,,4.022308826446533,4.069629192352295,4.034138131141662,4.002343654632569,3.8522460508346557,,
1995-02-28,,,4.318061828613281,4.122865104675293,4.078501653671265,4.0267435908317575,3.8670338869094847,,
1995-03-01,,,4.584245204925537,4.2175068855285645,4.131737947463989,4.062234520912171,3.885370855331421,,
1995-03-02,,,4.702549934387207,4.33580961227417,4.199762058258057,4.099204277992248,3.9054824352264403,,
1995-03-03,,,4.584245204925537,4.442282199859619,4.255955696105957,4.130258798599243,3.921453332901001,,
1995-03-06,,,4.465940952301025,4.531008625030518,4.300318908691406,4.155398106575012,3.935058145523071,,
1995-03-07,,,4.495519161224365,4.566500091552735,4.344682598114014,4.183495151996612,3.9486629867553713,,
1995-03-08,,,4.525093078613281,4.554669666290283,4.386088275909424,4.20863436460495,3.9628593063354494,,
1995-03-09,,,4.525093078613281,4.519178295135498,4.427493953704834,4.229337203502655,3.9776471614837647,,
1995-03-10,,,4.465940952301025,4.495517444610596,4.468899822235107,4.250040137767792,3.9912519741058348,,
1995-03-13,,,4.465940952301025,4.495517444610596,4.5132630348205565,4.273700582981109,4.004856786727905,,
1995-03-14,,,4.584245204925537,4.51326265335083,4.539881372451783,4.309191513061523,4.020827684402466,,
1995-03-15,,,4.584245204925537,4.525093078613281,4.539881372451783,4.335809659957886,4.036207046508789,,
1995-03-16,,,4.436365604400635,4.507347583770752,4.513262939453125,4.356512498855591,4.048628816604614,,
1995-03-17,,,4.406791687011719,4.495517730712891,4.495517587661743,4.37573664188385,4.062233691215515,,
1995-03-20,,,4.525093078613281,4.507348155975341,4.501432800292969,4.400875854492187,4.078204593658447,,
1995-03-21,,,4.436365604400635,4.477772235870361,4.495517444610596,4.4201000213623045,4.091809387207031,,
1995-03-22,,,4.495519161224365,4.460027027130127,4.4925600528717045,4.439324164390564,4.107188811302185,,
1995-03-23,,,4.436365604400635,4.460027027130127,4.48368730545044,4.455590629577637,4.1213851642608645,,
1995-03-24,,,4.436365604400635,4.4659418106079105,4.480729770660401,4.474814796447754,4.135581517219544,,
1995-03-27,,,4.584245204925537,4.477772235870361,4.492560195922851,4.502911615371704,4.151552414894104,,
1995-03-28,,,4.5546722412109375,4.501433563232422,4.489602899551391,4.514742136001587,4.166931853294373,,
1995-03-29,,,4.495519161224365,4.501433563232422,4.480730295181274,4.5103058338165285,4.182311277389527,,
1995-03-30,,,4.525093078613281,4.519179058074951,4.489603042602539,4.501432991027832,4.198873720169067,,
1995-03-31,,,4.525093078613281,4.536924552917481,4.501433181762695,4.498475384712219,4.2160276460647585,,
1995-04-03,,,4.525093078613281,4.525094127655029,4.501433181762695,4.501432991027832,4.233181571960449,,
1995-04-04,,,4.465940952301025,4.507347869873047,4.504390716552734,4.499954080581665,4.248560972213745,3.9532467341423034,
1995-04-05,,,4.406791687011719,4.489602375030517,4.49551796913147,4.494039011001587,4.260391263961792,3.9594576478004457,
1995-04-06,,,4.436365604400635,4.471856880187988,4.49551796913147,4.489602637290955,4.273404569625854,3.965372774600983,
1995-04-07,,,4.318061828613281,4.4304506301879885,4.4836875915527346,4.482208681106568,4.2834602642059325,3.9695133805274962,
1995-04-10,,,4.525093078613281,4.4304506301879885,4.477772378921509,4.48516628742218,4.297656583786011,3.9766115403175353,
1995-04-11,,,4.525093078613281,4.442281055450439,4.474814462661743,4.482208681106568,4.311557183265686,3.985484251976013,
1995-04-12,,,4.702549934387207,4.501432704925537,4.495517539978027,4.488123917579651,4.328119649887085,3.996427307128906,
1995-04-13,,,4.820852756500244,4.578330135345459,4.525093507766724,4.507348275184631,4.345273609161377,4.00855339050293,
1995-04-14,,,4.820852756500244,4.678888320922852,4.55466947555542,4.528051328659058,4.362427568435669,4.0200879502296445,
1995-04-17,,,4.820852756500244,4.738040256500244,4.584245443344116,4.542839312553406,4.379581527709961,4.032214033603668,
1995-04-18,,,4.791275978088379,4.791276836395264,4.616778945922851,4.560584831237793,4.396735482215881,4.043748574256897,
1995-04-19,,,4.672972202301025,4.785361289978027,4.643396997451783,4.569457483291626,4.409748749732971,4.054395852088928,
1995-04-20,,,4.732123374938965,4.767615413665771,4.672972774505615,4.584245371818542,4.422170491218567,4.066817672252655,
1995-04-21,,,4.672972202301025,4.738039302825928,4.70846381187439,4.596075701713562,4.4345922899246215,4.078647980690002,
1995-04-24,,,4.702549934387207,4.714378738403321,4.726209497451782,4.6019909381866455,4.448788647651672,4.090774066448212,
1995-04-25,,,4.672972202301025,4.690717983245849,4.740997409820556,4.60790593624115,4.464759559631347,4.102900140285492,
1995-04-26,,,4.732123374938965,4.702548217773438,4.743954753875732,4.61973614692688,4.478364381790161,4.115913479328156,
1995-04-27,,,4.761699676513672,4.708463478088379,4.738039445877075,4.6315664768219,4.4931521987915035,4.129518337249756,
1995-04-28,,,4.761699676513672,4.726208972930908,4.732124137878418,4.643396806716919,4.507940015792847,4.144010446071625,
1995-05-01,,,4.613821983337402,4.708463382720947,4.711421060562134,4.647833251953125,4.519770278930664,4.156432282924652,
1995-05-02,,,4.761699676513672,4.726208877563477,4.708463430404663,4.662621188163757,4.5339666271209715,4.1706286549568174,
1995-05-03,,,4.880003452301025,4.755784893035889,4.729166555404663,4.686281776428222,4.549345970153809,4.185416550636291,
1995-05-04,,,4.839625358581543,4.7713700294494625,4.739916753768921,4.706444764137268,4.563917751312256,4.1995049095153805,
1995-05-05,,,4.899004936218262,4.7988310813903805,4.762520027160645,4.735491919517517,4.580860204696656,4.212116739749908,
1995-05-08,,,4.958385467529297,4.86774377822876,4.7881035804748535,4.757156538963318,4.59958173751831,4.225913894176483,
1995-05-09,,,5.106842517852783,4.936772346496582,4.831490612030029,4.786244010925293,4.615357351303101,4.241195619106293,
1995-05-10,,,5.136532306671143,4.9880781173706055,4.871931505203247,4.80794312953949,4.626403093338013,4.255886974334717,
1995-05-11,,,5.106842517852783,5.0415215492248535,4.906445789337158,4.822242617607117,4.634488945007324,4.269985690116882,
1995-05-12,,,5.106842517852783,5.083089065551758,4.94096007347107,4.836542105674743,4.644940891265869,4.283197112083435,
1995-05-15,,,5.047460079193115,5.1009039878845215,4.984323883056641,4.847872471809387,4.656571273803711,4.295814709663391,
1995-05-16,,,5.225605010986328,5.12465648651123,5.030714416503907,4.869588923454285,4.67117299079895,4.309917988777161,
1995-05-17,,,5.1959147453308105,5.136532974243164,5.062305545806884,4.895736050605774,4.684589424133301,4.323724365234375,
1995-05-18,,,5.077149868011475,5.1305944442749025,5.086057996749878,4.9129873752594,4.695630559921264,4.336638860702514,
1995-05-19,,,4.958385467529297,5.100903034210205,5.091996049880981,4.927258038520813,4.70547945022583,4.348365712165832,
1995-05-22,,,5.047460079193115,5.100903034210205,5.100903511047363,4.944503545761108,4.717109832763672,4.360983309745788,
1995-05-23,,,5.166225433349609,5.0890271186828615,5.106841802597046,4.969166207313537,4.728749437332153,4.37478856086731,
1995-05-24,,,5.166225433349609,5.0830892562866214,5.109811115264892,4.99087131023407,4.7403890419006345,4.388298044204712,
1995-05-25,,,5.077149868011475,5.0830892562866214,5.1068418502807615,5.00664381980896,4.753204727172852,4.400916771888733,
1995-05-26,,,5.106842517852783,5.112780666351318,5.1068418502807615,5.023900961875915,4.767205743789673,4.414719717502594,
1995-05-29,,,5.106842517852783,5.124657154083252,5.1127800941467285,5.048551988601685,4.778840732574463,4.428522663116455,
1995-05-30,,,4.988080024719238,5.089028072357178,5.08902759552002,5.059871006011963,4.789875020980835,4.440842204093933,
1995-05-31,,,4.988080024719238,5.053398990631104,5.068244123458863,5.0652748346328735,4.799726238250733,4.453457524776459,
1995-06-01,,,5.106842517852783,5.059337520599366,5.0712133884429935,5.0786356925964355,4.8131357765197755,4.46726047039032,
1995-06-02,,,5.225605010986328,5.083090019226074,5.097935342788697,5.094965696334839,4.828920564651489,4.482251040935516,
1995-06-05,,,5.225605010986328,5.106842517852783,5.115749835968018,5.10832667350769,4.841747760772705,4.496650087833404,
1995-06-06,,,5.136532306671143,5.136532974243164,5.112780523300171,5.109811162948608,4.853384962081909,4.510158407688141,
1995-06-07,,,5.017768383026123,5.142470645904541,5.097934818267822,5.103872966766358,4.863829946517944,4.523070611953735,
1995-06-08,,,4.988080024719238,5.118718147277832,5.089027833938599,5.09793484210968,4.873089685440063,4.535981702804565,
1995-06-09,,,4.928698539733887,5.059336853027344,5.071213436126709,5.089027643203735,4.881161794662476,4.548594720363617,
1995-06-12,,,4.899004936218262,4.994016838073731,5.0504296779632565,5.0816048860549925,4.8886400318145755,4.560910801887513,
1995-06-13,,,5.047460079193115,4.976202392578125,5.056367683410644,5.072697639465332,4.900270414352417,4.574415693283081,
1995-06-14,,,5.017768383026123,4.976202392578125,5.059336519241333,5.063790321350098,4.912489948272705,4.5864406061172485,
1995-06-15,,,5.077149868011475,4.994016361236572,5.056367254257202,5.063790321350098,4.925305633544922,4.599355101585388,
1995-06-16,,,5.166225433349609,5.041521739959717,5.0504292964935305,5.074182319641113,4.942268905639648,4.61286458492279,
1995-06-19,,,5.225605010986328,5.10684175491333,5.0504292964935305,5.083089566230774,4.95627914428711,4.62696786403656,
1995-06-20,,,5.25529670715332,5.148409080505371,5.062305736541748,5.0875431299209595,4.97088321685791,4.641220200061798,
1995-06-21,,,5.225605010986328,5.189976406097412,5.083089399337768,5.090512108802796,4.981344318389892,4.654731984138489,
1995-06-22,,,5.1959147453308105,5.213729381561279,5.103872871398925,5.096450352668763,4.988845558166504,4.66705958366394,
1995-06-23,,,5.225605010986328,5.225605297088623,5.13356351852417,5.102388477325439,4.996940603256226,4.679684085845947,
1995-06-26,,,5.106842517852783,5.201852798461914,5.154347276687622,5.102388477325439,5.002660398483276,4.691120963096619,
1995-06-27,,,4.809933662414551,5.11278018951416,5.130594635009766,5.093481159210205,5.0030335521698,4.6998845171928405,
1995-06-28,,,4.75054931640625,5.017769050598145,5.1038727283477785,5.081604623794556,5.004585094451905,4.707166922092438,
1995-06-29,,,4.809933662414551,4.940572834014892,5.077151107788086,5.066759181022644,5.006141300201416,4.714155895709991,
1995-06-30,,,4.661477088928223,4.827747249603272,5.026676273345947,5.038552784919739,5.00591139793396,4.720251843929291,
1995-07-03,,,4.691169261932373,4.74461259841919,4.973232698440552,5.011830997467041,5.005683784484863,4.727236216068268,
1995-07-04,,,4.691169261932373,4.720859718322754,4.916819953918457,4.989562845230102,5.00604772567749,4.735403642654419,
1995-07-05,,,4.780242919921875,4.726798439025879,4.8722837448120115,4.97768657207489,5.007010116577148,4.742687249183655,
1995-07-06,,,4.958385467529297,4.756488800048828,4.84853081703186,4.976201844215393,5.010943832397461,4.752048015594482,
1995-07-07,,,5.047460079193115,4.833685398101807,4.830716323852539,4.982139921188354,5.016659040451049,4.7622995281219485,
1995-07-10,,,5.314677715301514,4.958387088775635,4.851499843597412,5.002923560142517,5.030676155090332,4.775223217010498,
1995-07-11,,,5.314677715301514,5.083088779449463,4.901974248886108,5.016284441947937,5.041735715866089,4.78785117149353,
1995-07-12,,,5.40375280380249,5.207790756225586,4.967294597625733,5.035583662986755,5.052210702896118,4.800778336524964,
1995-07-13,,,5.284986972808838,5.273111057281494,5.014799928665161,5.045975518226624,5.061117935180664,4.81251784324646,
1995-07-14,,,5.077149868011475,5.279049015045166,5.056367206573486,5.041521739959717,5.064680833816528,4.822770519256592,
1995-07-17,,,5.136532306671143,5.243419933319092,5.100903511047363,5.037068104743957,5.0682437705993655,4.833912754058838,
1995-07-18,,,5.136532306671143,5.207790851593018,5.14543981552124,5.0311298847198485,5.068837566375732,4.842097458839416,
1995-07-19,,,5.166225433349609,5.160285377502442,5.184038066864014,5.028160905838012,5.069431428909302,4.847917261123658,
1995-07-20,,,5.3443708419799805,5.17216215133667,5.222636604309082,5.035583710670471,5.074181995391846,4.854335470199585,
1995-07-21,,,5.374061107635498,5.231544399261475,5.25529670715332,5.043006515502929,5.0795263671875,4.862233629226685,
1995-07-24,,,5.40375280380249,5.284988498687744,5.264204216003418,5.057852029800415,5.086652221679688,4.871611747741699,
1995-07-25,,,5.522517681121826,5.3621855735778805,5.284988212585449,5.093481230735779,5.092590475082398,4.881881732940673,
1995-07-26,,,5.492825508117676,5.427505588531494,5.293895483016968,5.13059504032135,5.098528690338135,4.8915590572357175,
1995-07-27,,,5.611589431762695,5.4809493064880375,5.3265557289123535,5.170677828788757,5.109217481613159,4.902424020767212,
1995-07-28,,,5.700663566589356,5.546269798278809,5.388907098770142,5.222637152671814,5.124063043594361,4.914771246910095,
1995-07-31,,,5.641279697418213,5.5937751770019535,5.439381837844849,5.270142674446106,5.135939435958862,4.926524634361267,
1995-08-01,,,5.641279697418213,5.61752758026123,5.489856576919555,5.317648196220398,5.145440521240235,4.937094979286194,
1995-08-02,,,5.641279697418213,5.647218418121338,5.537362003326416,5.360700035095215,5.154941606521606,4.947665324211121,
1995-08-03,,,5.581897258758545,5.641279983520508,5.561114645004272,5.391875624656677,5.165036554336548,4.9591206407546995,
1995-08-04,,,5.630758285522461,5.6272989273071286,5.586784362792969,5.4210405349731445,5.175514869689941,4.9713603067398076,
1995-08-07,,,5.809509754180908,5.660944938659668,5.627360057830811,5.445782136917114,5.189568214416504,4.984204473495484,
1995-08-08,,,5.66055154800415,5.664799308776855,5.641163444519043,5.463075828552246,5.203017644882202,4.9964463329315185,
1995-08-09,,,5.630758285522461,5.662695026397705,5.654956722259522,5.474426102638245,5.215871210098267,5.007798724174499,
1995-08-10,,,5.422211647033691,5.630757904052734,5.636018943786621,5.481287336349487,5.2221785926818844,5.01765718460083,
1995-08-11,,,5.511587619781494,5.606923770904541,5.617111349105835,5.503009223937989,5.227898244857788,5.028409404754639,
1995-08-14,,,5.630758285522461,5.571173477172851,5.61605920791626,5.527720522880554,5.23600131034851,5.038874535560608,
1995-08-15,,,5.66055154800415,5.571173477172851,5.617986392974854,5.553921484947205,5.246481695175171,5.04993332862854,
1995-08-16,,,5.958471775054932,5.6367161750793455,5.649705600738526,5.5935338020324705,5.265295763015747,5.064562854766845,
1995-08-17,,,6.047847270965576,5.761843299865722,5.696300601959228,5.62870762348175,5.286491107940674,5.079790396690369,
1995-08-18,,,6.167019367218018,5.892929649353027,5.7499267101287845,5.668355536460877,5.311257524490356,5.096209659576416,
1995-08-21,,,6.167019367218018,6.000181865692139,5.785677671432495,5.7065188646316525,5.336617813110352,5.112628922462464,
1995-08-22,,,6.137228488922119,6.095517253875732,5.833345365524292,5.737254405021668,5.358413181304932,5.129341797828674,4.5412942659854885
1995-08-23,,,6.196812629699707,6.143185424804687,5.889950799942016,5.772453761100769,5.381994066238403,5.147242007255554,4.553349827528
1995-08-24,,,6.167019367218018,6.167019844055176,5.964431571960449,5.800225257873535,5.403791456222534,5.164548544883728,4.564960659742355
1995-08-25,,,6.167019367218018,6.167019844055176,6.029974746704101,5.823543047904968,5.4238073348999025,5.183038120269775,4.5762757503986355
1995-08-28,,,6.018058300018311,6.137227630615235,6.068704748153687,5.8423819780349735,5.439656400680542,5.197967772483826,4.587289656400681
1995-08-29,56.730510871408676,A,6.077639579772949,6.125309848785401,6.110413551330566,5.86419997215271,5.456103258132934,5.213493237495422,4.599488744735718
1995-08-30,56.6764491245504,A,6.226603984832764,6.131268119812011,6.13722677230835,5.893466186523438,5.476123237609864,5.228733777999878,4.612580542564392
1995-08-31,56.6255299417414,A,6.196812629699707,6.13722677230835,6.152123308181762,5.924211955070495,5.496141195297241,5.242493376731873,4.625523383617401
1995-09-01,56.65454564710837,A,6.4351487159729,6.190852642059326,6.178936243057251,5.964431476593018,5.520332069396972,5.2586363363265995,4.639362143278122
1995-09-04,56.75076927507098,A,6.4351487159729,6.274270725250244,6.20574917793274,5.995713424682617,5.546898193359375,5.274779295921325,4.653496664762497
1995-09-05,56.882492480425405,A,6.584115028381348,6.375565814971924,6.250437831878662,6.041891598701477,5.582381820678711,5.292707686424255,4.668228130340577
1995-09-06,56.961777635033734,A,6.494736671447754,6.429192352294922,6.280230236053467,6.085090517997742,5.617265567779541,5.3109253311157225,4.682660591602326
1995-09-07,57.10866417757281,A,6.643698215484619,6.518569469451904,6.327898120880127,6.146164846420288,5.653940858840943,5.3300410795211794,4.698429375886917
1995-09-08,57.20335444869414,A,6.733076572418213,6.578155040740967,6.3845038414001465,6.207239294052124,5.695372848510742,5.350642123222351,4.714645051956177
1995-09-11,57.31377995198472,A,6.822451591491699,6.655615615844726,6.464943170547485,6.266823959350586,5.7379984951019285,5.371841139793396,4.731307603120804
1995-09-12,57.34044346430622,A,6.792657852172852,6.697324180603028,6.536444997787475,6.323429274559021,5.780028266906738,5.393037996292114,4.747969068288803
1995-09-13,57.40344730964032,A,6.852242946624756,6.768825435638428,6.5990088939666744,6.368117833137513,5.821468267440796,5.4142391920089725,4.765076335668564
1995-09-14,57.439102949176004,A,7.030997753143311,6.846285343170166,6.682427406311035,6.417275357246399,5.862920513153076,5.436932172775268,4.783225255012512
1995-09-15,57.40418081119012,A,6.911825180053711,6.8820350646972654,6.730095052719117,6.454515647888184,5.900207815170288,5.458433427810669,4.801221936941147
1995-09-18,57.23028258018956,A,6.584115028381348,6.834367752075195,6.744991683959961,6.4753704309463505,5.925596561431885,5.478136358261108,4.81728432059288
1995-09-19,57.039430464309625,A,6.464942455291748,6.768824672698974,6.733074426651001,6.491756129264831,5.948601856231689,5.49516878604889,4.832898720502853
1995-09-20,56.87262919158457,A,6.584115028381348,6.715199089050293,6.74201226234436,6.511121249198913,5.9722091007232665,5.512209901809692,4.848813226222992
1995-09-21,56.70864860867592,A,6.762864589691162,6.661572456359863,6.753928899765015,6.540913510322571,6.001766653060913,5.531442294120788,4.865473601818085
1995-09-22,56.61659087392581,A,6.762864589691162,6.631780338287354,6.75690770149231,6.570705771446228,6.035480947494507,5.550080890655518,4.881098815202713
1995-09-25,56.605197193010774,P,6.554320812225342,6.625821495056153,6.730094623565674,6.597518897056579,6.063836717605591,5.566040244102478,4.89597706913948
1995-09-26,56.64381042149957,P,6.554320812225342,6.6436971664428714,6.706260919570923,6.621352958679199,6.092192487716675,5.580515027046204,4.910855323076248
1995-09-27,56.58042336380425,P,6.375563621520996,6.601986885070801,6.658592987060547,6.628800940513611,6.116379251480103,5.592905340194702,4.9243961572647095
1995-09-28,56.49565031921833,P,6.524526119232178,6.554319190979004,6.607945823669434,6.6451866149902346,6.139982357025146,5.607082176208496,4.938533933162689
1995-09-29,56.53705780045875,P,7.001204490661621,6.6019871711730955,6.616883754730225,6.673489403724671,6.1725252246856686,5.6260257959365845,4.95461145401001
1995-10-02,56.59776521655602,A,6.822451591491699,6.6556133270263675,6.64071741104126,6.692854547500611,6.200899200439453,5.64377571105957,4.969795210361481
1995-10-03,56.61623268536324,A,6.733076572418213,6.691364479064942,6.667530822753906,6.700302624702454,6.225110378265381,5.658850426673889,4.984384207725525
1995-10-04,56.720597355170646,A,6.703282356262207,6.756908226013183,6.6794475555419925,6.7107299089431764,6.2493195152282714,5.673924102783203,4.998824234008789
1995-10-05,56.826190988741054,A,6.852242946624756,6.822451591491699,6.688385391235352,6.721157145500183,6.274132585525512,5.691675033569336,5.014156947135925
1995-10-06,56.73057674989436,A,6.792657852172852,6.780742263793945,6.691364717483521,6.724136209487915,6.2959724712371825,5.7100177574157716,5.029191734790802
1995-10-09,56.62800416470782,A,6.643698215484619,6.744991588592529,6.700302457809448,6.715198540687561,6.316020841598511,5.725980138778686,5.043481724262238
1995-10-10,56.51543110435946,A,6.464942455291748,6.691364765167236,6.6913646221160885,6.698812770843506,6.3324940967559815,5.738967308998108,5.056877934932709
1995-10-11,56.4145682806118,P,6.494736671447754,6.6496556282043455,6.7032819271087645,6.680937457084656,6.349563236236572,5.752252421379089,5.070275232791901
1995-10-12,56.2839952521752,P,6.524526119232178,6.58411226272583,6.7032819271087645,6.655613875389099,6.368415813446045,5.766726183891296,5.083821477890015
1995-10-13,56.29867105684681,P,6.852242946624756,6.596029281616211,6.688385772705078,6.652634763717652,6.392845506668091,5.7841801881790165,5.099449952840805
1995-10-16,56.347643144488664,P,6.792657852172852,6.625821208953857,6.6854063987731935,6.663061904907226,6.41250846862793,5.801038341522217,5.114780502319336
1995-10-17,56.426927205699265,P,6.6139092445373535,6.655614566802979,6.673489665985107,6.670510244369507,6.431575622558594,5.817296633720398,5.129069418907165
1995-10-18,56.403672479460795,P,6.345776081085205,6.625822448730469,6.637739038467407,6.6585932970047,6.445875978469848,5.830873594284058,5.142165559530258
1995-10-19,56.41710293725193,P,6.464942455291748,6.613905715942383,6.599008989334107,6.643697190284729,6.46673059463501,5.8444545936584475,5.155857532024384
1995-10-20,56.27390795848655,P,6.31598424911499,6.50665397644043,6.55134162902832,6.621353173255921,6.48281852722168,5.855358386039734,5.168804713487625
1995-10-23,56.14178043940473,P,6.345776081085205,6.4172776222229,6.521549415588379,6.610925936698914,6.497118883132934,5.866560096740723,5.181605092287064
1995-10-24,56.02941257260457,P,6.2563982009887695,6.345775413513183,6.500694990158081,6.596029806137085,6.509035816192627,5.877758755683899,5.19395858168602
