Date,GRADE,GPS,MRO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.1055808067321777,,,,,,
1983-11-22,,,2.1807806491851807,,,,,,
1983-11-23,,,2.1713802814483643,,,,,,
1983-11-24,,,2.1713802814483643,,,,,,
1983-11-25,,,2.1807806491851807,2.1619805335998534,,,,,
1983-11-28,,,2.2183799743652344,2.184540367126465,,,,,
1983-11-29,,,2.2653794288635254,2.201460123062134,,,,,
1983-11-30,,,2.2371785640716557,2.214619779586792,,,,,
1983-12-01,,,2.199580192565918,2.220259761810303,,,,,
1983-12-02,,,2.208979606628418,2.2258995532989503,2.193940043449402,,,,
1983-12-05,,,2.246579885482788,2.2315395355224608,2.208039951324463,,,,
1983-12-06,,,2.246579885482788,2.2277796268463135,2.2146198749542236,,,,
1983-12-07,,,2.2371785640716557,2.2277796268463135,2.221199703216553,,,,
1983-12-08,,,2.227780103683472,2.2334196090698244,2.2268396854400634,,,,
1983-12-09,,,2.199580192565918,2.2315397262573247,2.228719639778137,,,,
1983-12-12,,,2.2371785640716557,2.229659461975098,2.2305994987487794,,,,
1983-12-13,,,2.199580192565918,2.220259523391724,2.2240195751190184,,,,
1983-12-14,,,2.199580192565918,2.212739849090576,2.220259737968445,,,,
1983-12-15,,,2.1807806491851807,2.203339958190918,2.218379783630371,,,,
1983-12-16,,,2.143181800842285,2.1920602798461912,2.2118000030517577,2.20287002325058,,,
1983-12-19,,,2.1525795459747314,2.1751404762268067,2.202399969100952,2.2052199602127076,,,
1983-12-20,,,2.161980628967285,2.16762056350708,2.193940043449402,2.2042799592018127,,,
1983-12-21,,,2.199580192565918,2.16762056350708,2.190180206298828,2.2056899547576903,,,
1983-12-22,,,2.199580192565918,2.1713804721832277,2.1873602151870726,2.207099950313568,,,
1983-12-23,,,2.199580192565918,2.182660150527954,2.1873602151870726,2.208039927482605,,,
1983-12-26,,,2.199580192565918,2.1920602798461912,2.183600378036499,2.207099938392639,,,
1983-12-27,,,2.246579885482788,2.208980131149292,2.188300347328186,2.2061599612236025,,,
1983-12-28,,,2.2653794288635254,2.2221399784088134,2.1948802709579467,2.2075700044631956,,,
1983-12-29,,,2.2841796875,2.23905987739563,2.205220174789429,2.2117999792099,,,
1983-12-30,,,2.2841796875,2.2559797763824463,2.2193199634552,2.215559983253479,,,
1984-01-02,,,2.2841796875,2.2728996753692625,2.232479977607727,2.2174399733543395,,,
1984-01-03,,,2.331177234649658,2.2898191452026366,2.2493996381759644,2.221669840812683,,,
1984-01-04,,,2.3969767093658447,2.3161386013031007,2.269139289855957,2.2296597480773928,,,
1984-01-05,,,2.4251785278320312,2.344338369369507,2.2916991233825685,2.2395296692848206,,,
1984-01-06,,,2.4721767902374268,2.381937789916992,2.318958783149719,2.253159499168396,,,
1984-01-09,,,2.462778091430664,2.417657470703125,2.345278573036194,2.2644394755363466,,,
1984-01-10,,,2.443976879119873,2.440217399597168,2.3650182723999023,2.276659309864044,,,
1984-01-11,,,2.4251785278320312,2.4458577632904053,2.3809981822967528,2.28793922662735,,,
1984-01-12,,,2.4251785278320312,2.4458577632904053,2.395098066329956,2.3001591205596923,,,
1984-01-13,,,2.378180265426636,2.427058458328247,2.40449812412262,2.31190904378891,,,
1984-01-16,,,2.340578556060791,2.4026185512542724,2.4101380109786987,2.321308994293213,,,
1984-01-17,,,2.331177234649658,2.3800586223602296,2.4101380109786987,2.3297688245773314,,,
1984-01-18,,,2.340578556060791,2.3631386280059816,2.4044981956481934,2.336818742752075,,,
1984-01-19,,,2.3499786853790283,2.3480986595153808,2.3969782114028932,2.344338667392731,,,
1984-01-20,,,2.340578556060791,2.340578317642212,2.3838183879852295,2.3513885855674745,,,
1984-01-23,,,2.3969767093658447,2.3518579483032225,2.3772382497787476,2.3612584114074706,,,
1984-01-24,,,2.3875794410705566,2.3631383895874025,2.371598505973816,2.368308389186859,,,
1984-01-25,,,2.3687782287597656,2.3687783241271974,2.3659584760665893,2.3734783291816712,,,
1984-01-26,,,2.35937762260437,2.370658111572266,2.359378385543823,2.37723822593689,,,
1984-01-27,,,2.3499786853790283,2.372538137435913,2.3565582275390624,2.380528175830841,2.2772232723236083,,
1984-01-30,,,2.3029801845550537,2.3537388324737547,2.3527983903884886,2.3814682006835937,2.281171259880066,,
1984-01-31,,,2.331177234649658,2.342458391189575,2.3527983903884886,2.3814682006835937,2.2841791915893555,,
1984-02-01,,,2.2371785640716557,2.3161384582519533,2.342458391189575,2.3734782934188843,2.2854951572418214,,
1984-02-02,,,2.1807806491851807,2.2804190635681154,2.3255385875701906,2.361258399486542,2.2856831645965574,,
1984-02-03,,,2.161980628967285,2.2428194522857665,2.30767879486084,2.3457485914230345,2.2853071641922,,
1984-02-06,,,2.06715726852417,2.19565486907959,2.2746968507766723,2.32596755027771,2.2822827100753784,,
1984-02-07,,,2.1145684719085693,2.152333116531372,2.2473957538604736,2.309497129917145,2.2792664909362794,,
1984-02-08,,,2.105085611343384,2.125914525985718,2.2210264921188356,2.2934924840927122,2.276624631881714,,
1984-02-09,,,2.1145684719085693,2.1126720905303955,2.1965455770492555,2.2779619812965395,2.274924397468567,,
1984-02-10,,,2.1809451580047607,2.1164649963378905,2.1796422243118285,2.2681002259254455,2.274363708496094,,
1984-02-13,,,2.1619813442230225,2.1354298114776613,2.1655423402786256,2.2591703653335573,2.2726717376708985,,
1984-02-14,,,2.1619813442230225,2.1449123859405517,2.148622751235962,2.2507105708122253,2.270979766845703,,
1984-02-15,,,2.1619813442230225,2.1562915325164793,2.1411030292510986,2.241780710220337,2.2694758224487304,,
1984-02-16,,,2.171461820602417,2.167670202255249,2.1401711463928224,2.2328548669815063,2.268349456787109,,
1984-02-17,,,2.1524977684021,2.1619807243347173,2.1392228603363037,2.2234508275985716,2.267407808303833,,
1984-02-20,,,2.1524977684021,2.1600840091705322,2.1477569103240968,2.2112268805503845,2.265714192390442,,
1984-02-21,,,2.1240506172180176,2.1524978637695313,2.1487051248550415,2.1980504393577576,2.264203600883484,,
1984-02-22,,,2.105085611343384,2.1411187171936037,2.1487051248550415,2.1848658084869386,2.262313709259033,,
1984-02-23,,,2.048192024230957,2.1164647579193114,2.14206748008728,2.169306528568268,2.2596619367599486,,
1984-02-24,,,2.1145684719085693,2.1088788986206053,2.1354298114776613,2.1575360178947447,2.2590896701812744,,
1984-02-27,,,2.1430158615112305,2.1069825172424315,2.133533263206482,2.1495378017425537,2.2588983964920044,,
1984-02-28,,,2.1145684719085693,2.105086088180542,2.1287919759750364,2.138707363605499,2.25795015335083,,
