Date,GRADE,GPS,MOH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2018-09-14,68.30512143842648,A,151.72999572753906,146.76800231933595,142.875,140.77499923706054,125.78959915161133,107.98949974060059,94.06019985198975
2018-09-17,69.09303897149255,A,146.83999633789062,148.04800109863282,143.75899963378907,141.3234992980957,126.65279907226562,108.6253997039795,94.42524982452393
2018-09-18,69.24211314006499,A,148.77000427246094,148.72000122070312,144.86399993896484,141.82699966430664,127.54039916992187,109.288999710083,94.79869983673096
2018-09-19,68.8838682478874,A,147.6699981689453,148.95,145.88300018310548,142.2384994506836,128.3859991455078,109.93689971923828,95.16159984588623
2018-09-20,68.01424591458559,A,148.33999633789062,148.6699981689453,146.61300048828124,142.6769989013672,129.21619903564454,110.58199966430664,95.53044982910156
2018-09-21,67.47046494622613,A,152.72000122070312,148.8679992675781,147.81800079345703,143.40849914550782,130.13179901123047,111.26999969482422,95.91269985198974
2018-09-24,67.70129059657721,A,151.77999877929688,149.8559997558594,148.9520004272461,144.01349945068358,131.047599029541,111.96239967346192,96.28829982757568
2018-09-25,67.37558223043136,A,149.8300018310547,150.06799926757813,149.3940002441406,144.49699935913085,131.92679901123046,112.63689971923829,96.6548998260498
2018-09-26,67.06089855339617,A,148.11000061035156,150.15599975585937,149.5529998779297,144.9574996948242,132.76419906616212,113.29839973449707,97.00344982147217
2018-09-27,66.8279762360329,A,148.02000427246094,150.09200134277344,149.38099975585936,145.44150009155274,133.61279922485352,113.94759979248047,97.36714984893798
2018-09-28,65.88836527647773,A,148.6999969482422,149.28800048828126,149.0779998779297,145.97649993896485,134.46379913330077,114.59659973144531,97.74049983978271
2018-10-01,64.99628461292586,A,148.13999938964844,148.56000061035155,149.20800018310547,146.48349990844727,135.28819915771484,115.22749969482422,98.11104984283448
2018-10-02,64.3946743785106,P,146.5,147.8940002441406,148.9809997558594,146.9224998474121,136.09959915161133,115.84169967651367,98.46424983978271
2018-10-03,63.8452699338638,P,144.66000366210938,147.2040008544922,148.68000030517578,147.28150024414063,136.86519927978514,116.44009971618652,98.80044986724853
2018-10-04,62.96791829123265,P,142.89999389648438,146.17999877929688,148.13600006103516,147.3745002746582,137.58799911499023,116.99819969177246,99.12544982910157
2018-10-05,62.252502589119956,P,144.0,145.23999938964843,147.26399993896484,147.54100036621094,138.37459915161133,117.56219970703125,99.46204982757568
2018-10-08,61.47390807224579,P,143.3800048828125,144.28800048828126,146.42400054931642,147.68800048828126,139.1873992919922,118.13129974365235,99.79554985046387
2018-10-09,60.94750681944948,P,143.66000366210938,143.72000122070312,145.80700073242187,147.60050048828126,139.97879943847656,118.72249977111817,100.12384986877441
2018-10-10,59.6645302036271,P,138.6199951171875,142.51199951171876,144.85800018310547,147.20550003051758,140.3123992919922,119.25979972839356,100.43109985351562
2018-10-11,58.6953517709589,P,138.7899932861328,141.68999938964845,143.93499908447265,146.65799942016602,140.52119903564454,119.8047996520996,100.73684982299805
2018-10-12,57.61980916629991,P,139.5399932861328,140.797998046875,143.0189987182617,146.0484992980957,140.78339889526367,120.3278995513916,101.03159980773925
2018-10-15,56.51571786268968,P,138.57000732421875,139.83599853515625,142.06199951171874,145.6349998474121,141.01299911499024,120.84129959106446,101.31079982757568
2018-10-16,56.139472210556896,P,143.58999633789062,139.8219970703125,141.7709991455078,145.3759994506836,141.41779907226564,121.40679954528808,101.60044979095458
2018-10-17,56.851074901418855,P,143.1300048828125,140.7239990234375,141.6179992675781,145.14899978637695,141.74919921875,121.95989959716798,101.89079982757568
2018-10-18,57.634525795234396,P,142.39999389648438,141.4459991455078,141.56799926757813,144.85199966430665,142.0421990966797,122.53459953308105,102.18074977874755
2018-10-19,57.1187623968558,P,134.55999755859375,140.45,140.6239990234375,143.94399948120116,142.15319915771485,123.02839950561524,102.42444976806641
2018-10-22,56.57287200656645,P,134.0800018310547,139.5519989013672,139.69399871826172,143.05899963378906,142.19419921875,123.51949951171875,102.66574977874755
2018-10-23,54.94236584991591,P,133.35000610351562,137.50400085449218,138.66299896240236,142.2349998474121,142.1827993774414,123.99659957885743,102.88434982299805
2018-10-24,52.74678876731378,P,129.14999389648438,134.70799865722657,137.71599884033202,141.28699951171876,142.08559936523437,124.42419952392578,103.07024978637695
2018-10-25,51.05643904330824,P,132.47000122070312,132.7220001220703,137.08399963378906,140.50949935913087,142.05199951171875,124.88199951171875,103.26374980926514
2018-10-26,50.25830584962399,P,127.58999633789062,131.3279998779297,135.88899993896484,139.4539993286133,141.90719940185548,125.28119949340821,103.44254978179931
2018-10-29,49.0624016645562,P,124.62000274658205,129.43600006103514,134.49399948120117,138.27799949645996,141.68219955444337,125.61899955749512,103.60579978942872
2018-10-30,48.15301460016729,P,125.8000030517578,127.92599945068359,132.7150001525879,137.24299964904785,141.42419967651367,125.9253995513916,103.77344982147217
2018-10-31,47.99904022042691,P,126.7699966430664,127.45,131.0789993286133,136.3484992980957,141.17079956054687,126.23439949035645,103.9472998046875
2018-11-01,47.03424782716713,P,124.79000091552734,125.91399993896485,129.31800003051757,135.44299964904786,140.87519943237305,126.51989952087402,104.11094982147216
2018-11-02,46.72248496151605,P,123.0,124.99600067138672,128.1620002746582,134.39299964904785,140.57339950561524,126.79549949645997,104.26349983215331
2018-11-05,47.19818529093265,P,124.72000122070312,125.01600036621093,127.22600021362305,133.4599994659424,140.27419967651366,127.07729949951172,104.4281498336792
2018-11-06,47.627360355507825,P,124.2300033569336,124.70200042724609,126.31399993896484,132.4884994506836,139.95559967041015,127.35099952697755,104.59414985656738
2018-11-07,49.85764756511781,P,137.32000732421875,126.81200256347657,127.13100128173828,132.42350006103516,139.92399993896484,127.74419960021973,104.82394989013672
2018-11-08,52.19486705868035,P,136.0399932861328,129.06200103759767,127.48800048828124,132.28600006103517,139.87799987792968,128.1177995300293,105.04674983978272
2018-11-09,54.25846785028327,P,134.16000366210938,131.29400177001952,128.14500122070314,132.017000579834,139.80119995117187,128.44459953308106,105.26439987182617
2018-11-12,55.90310215826687,A,132.91000366210938,132.93200225830077,128.97400131225587,131.7340003967285,139.69940002441408,128.76189956665038,105.49099990844726
2018-11-13,57.948158788836345,A,135.36000061035156,135.1580017089844,129.93000106811525,131.32250061035157,139.65220001220703,129.1213995361328,105.75564990997314
2018-11-14,56.1894212281886,A,126.93000030517578,133.0800003051758,129.94600143432618,130.51250038146972,139.44120010375977,129.41009956359864,105.98199989318847
2018-11-15,54.67335384879095,A,126.1999969482422,131.11200103759765,130.08700103759764,129.7025005340576,139.14440017700196,129.6868995666504,106.22304988861084
2018-11-16,53.40365040303575,P,124.8499984741211,129.25,130.27200088500976,129.21700057983398,138.82800018310547,129.95599952697754,106.45509986877441
2018-11-19,51.23327718378124,P,118.20999908447266,126.30999908447265,129.62100067138672,128.4235004425049,138.3834001159668,130.15099952697753,106.65419986724854
2018-11-20,48.99000411727594,P,120.5500030517578,123.3479995727539,129.25300064086915,127.78350028991699,137.88620010375976,130.3615995788574,106.87964988708497
2018-11-21,49.12783492184684,P,125.58999633789062,123.07999877929687,128.07999954223632,127.60550041198731,137.46759994506837,130.62259956359864,107.14134986877441
2018-11-22,49.17374581451094,P,125.58999633789062,122.95799865722657,127.03499984741211,127.26150016784668,136.9845997619629,130.87459953308107,107.40629985809326
2018-11-23,49.74748540703004,P,128.8300018310547,123.75399932861328,126.50199966430664,127.32350044250488,136.5265998840332,131.15809951782228,107.68984985351562
2018-11-26,51.62672011734406,P,128.44000244140625,125.8,126.05499954223633,127.51450042724609,136.1586000061035,131.40569953918458,107.97144985198975
2018-11-27,52.86661456961753,P,127.26000213623048,127.14199981689453,125.24499969482422,127.58750038146972,135.7283999633789,131.6343995666504,108.24844985961914
2018-11-28,54.294889857054294,A,132.86000061035156,128.59600067138672,125.8379997253418,127.89200057983399,135.43220001220703,131.90909957885742,108.55704986572266
2018-11-29,56.604369126051374,A,138.1199951171875,131.10200042724608,127.02999954223633,128.558500289917,135.22779998779296,132.22199951171876,108.88984985351563
2018-11-30,58.341070770096955,A,139.7100067138672,133.2780014038086,128.51600036621093,129.39400062561035,134.96760009765626,132.54969955444335,109.22369987487792
2018-12-03,59.76766056165271,A,138.4600067138672,135.2820022583008,130.5410011291504,130.08100090026855,134.70120025634765,132.87439964294433,109.54599990844727
2018-12-04,61.85324062834187,A,140.0,137.8300018310547,132.48600082397462,130.86950073242187,134.50460021972657,133.2156996154785,109.88064990997314
2018-12-05,62.34641166571989,A,140.0,139.25800170898438,133.92700119018554,131.00350036621094,134.34240020751952,133.55329963684082,110.21914989471435
2018-12-06,61.402803427628676,A,136.50999450683594,138.93600158691407,135.01900100708008,131.0270004272461,134.11220001220704,133.86249961853028,110.54229988098145
2018-12-07,59.66102017709729,A,132.8000030517578,137.5540008544922,135.4160011291504,130.95900039672853,133.79420013427733,134.12899963378905,110.84134990692138
2018-12-10,58.020362563633945,A,133.17999267578125,136.497998046875,135.8900001525879,130.9724998474121,133.495,134.3915995788574,111.13679988861084
2018-12-11,56.46732554144424,A,135.75,135.647998046875,136.73899993896484,130.99199981689452,133.28,134.68979957580567,111.44559989929199
2018-12-12,56.527521244016526,A,141.75,135.997998046875,137.62799987792968,131.73299980163574,133.22179992675783,135.04349960327147,111.78059989929199
2018-12-13,57.368418167548676,A,142.7899932861328,137.25399780273438,138.09499969482422,132.56249961853027,133.21959991455077,135.4037995147705,112.12079986572266
2018-12-14,57.41607584363567,A,131.72000122070312,137.03799743652343,137.2959991455078,132.90599975585937,132.97399993896485,135.67429954528808,112.40194988250732
2018-12-17,55.88819863364635,P,120.0,134.4019989013672,135.4499984741211,132.99549980163573,132.5063998413086,135.8468995666504,112.62289989471435
2018-12-18,53.54847247028326,P,118.36000061035156,130.9239990234375,133.28599853515624,132.88599967956543,132.00039978027343,135.989599609375,112.83399990081787
2018-12-19,49.5778509874467,P,117.27999877929688,126.02999877929688,131.01399841308594,132.47049980163575,131.57359985351562,135.9429995727539,113.03924987792969
2018-12-20,45.046970735883974,P,114.52999877929688,120.37799987792968,128.81599884033204,131.91749992370606,131.08839996337892,135.80479949951172,113.23254985809326
2018-12-21,41.83263888811497,B,110.37999725341795,116.10999908447266,126.57399826049804,130.99499969482423,130.5052000427246,135.64429946899415,113.40029983520508
2018-12-24,40.12940943393404,B,107.91000366210938,113.69199981689454,124.04699935913087,129.96849975585937,129.8919999694824,135.45249954223632,113.55554985046386
2018-12-25,38.863451149052196,B,107.91000366210938,111.6020004272461,121.2629997253418,129.00099983215333,129.1784001159668,135.29809959411622,113.70569988250732
2018-12-26,38.93000684756079,B,114.76000213623048,111.0980010986328,118.56399993896484,128.09599990844725,128.61100006103516,135.18009963989257,113.88804988861084
2018-12-27,39.30303373244727,B,114.45999908447266,111.08400115966796,115.73100051879882,126.91300010681152,128.05220016479493,135.0471996307373,114.0753498840332
2018-12-28,40.35463945455829,B,113.66000366210938,111.74000244140625,113.92500076293945,125.61049995422363,127.63420028686524,134.89369972229005,114.27064990997314
2018-12-31,42.160206880791215,B,116.22000122070312,113.402001953125,113.54700088500977,124.49849967956543,127.2770002746582,134.7355997467041,114.4684498977661
2019-01-01,43.984485335594535,B,116.22000122070312,115.06400146484376,113.33300094604492,123.30949974060059,126.93440017700195,134.55859977722167,114.66079990386963
2019-01-02,44.549466857152055,B,112.88999938964844,114.69000091552735,112.89400100708008,121.95399971008301,126.60920028686523,134.3473998260498,114.82979991912842
2019-01-03,44.32418725467853,B,105.9000015258789,112.97800140380859,112.03100128173828,120.42350006103516,126.07780029296875,134.06489990234374,114.95339992523193
2019-01-04,44.472915955305275,B,109.66000366210938,112.1780014038086,111.95900192260743,119.26650009155273,125.71920043945312,133.81319992065428,115.0957999420166
2019-01-07,45.02471783675261,B,117.75,112.48400115966797,112.94300155639648,118.49500045776367,125.58180038452149,133.63199996948242,115.29074993133545
2019-01-08,46.97193736552097,B,128.30999755859375,114.9020004272461,114.98300094604492,118.12300033569336,125.6320002746582,133.52809997558595,115.53344993591308
2019-01-09,49.565510013881614,C,130.58999633789062,118.44199981689454,116.56600036621094,117.56500015258788,125.70840026855468,133.43959991455077,115.78279991149903
2019-01-10,53.651457024122315,C,133.0399932861328,123.86999816894532,118.42399978637695,117.07750015258789,125.8734001159668,133.3742997741699,116.03469985961914
2019-01-11,57.17682036781539,A,133.3800048828125,128.61399841308594,120.39599990844727,117.16050033569336,126.08100021362304,133.32719985961913,116.29824989318848
2019-01-14,59.275981320543075,A,132.75,131.61399841308594,122.04899978637695,117.79800033569336,126.24160018920898,133.25789993286133,116.55764987945557
2019-01-15,59.99275679616244,A,135.11000061035156,132.9739990234375,123.9379997253418,118.63550033569337,126.45920013427734,133.20739990234375,116.82269989013672
2019-01-16,60.69303872908679,A,135.97000122070312,134.05,126.24599990844726,119.57000045776367,126.43220001220703,133.17809997558595,117.09899990081787
2019-01-17,60.967321514261435,A,135.39999389648438,134.52200012207032,129.1959991455078,120.61350021362304,126.41940002441406,133.14869995117186,117.36939987182618
2019-01-18,61.15058398357786,A,136.9600067138672,135.23800048828124,131.9259994506836,121.9425006866455,126.47540008544922,133.13830001831056,117.64699989318848
2019-01-21,61.35373771673338,A,136.9600067138672,136.0800018310547,133.8470001220703,123.3950008392334,126.55640014648438,133.12790008544923,117.91614994049073
2019-01-22,60.717158094648084,A,134.57000732421875,135.9720031738281,134.4730010986328,124.72800102233887,126.54060028076172,133.09640014648437,118.16559997558593
2019-01-23,59.8350732625099,A,133.8699951171875,135.552001953125,134.8010009765625,125.68350067138672,126.67940017700195,133.06030014038086,118.40874996185303
2019-01-24,58.670803856302236,A,133.6999969482422,135.21200256347657,134.86700134277345,126.6455005645752,126.82940017700196,132.98690017700196,118.65299995422363
2019-01-25,57.482408619863776,A,135.32000732421875,134.88400268554688,135.06100158691407,127.72850074768067,127.03880035400391,132.9334002685547,118.90309997558593
2019-01-28,56.668370710035646,A,136.1300048828125,134.71800231933594,135.3990020751953,128.72400093078613,127.3972004699707,132.89030029296876,119.15720001220703
2019-01-29,56.3722224111226,A,134.60000610351562,134.7240020751953,135.3480026245117,129.64300117492675,127.67820053100586,132.7822003173828,119.40675003051757
2019-01-30,56.23480164664442,A,134.0,134.7500030517578,135.1510025024414,130.69850120544433,127.84640060424805,132.6570002746582,119.65845001220703
2019-01-31,56.232402398456706,A,132.97999572753906,134.6060028076172,134.90900268554688,132.05250091552733,127.99420059204101,132.48940017700195,119.90534999847412
2019-02-01,56.54708622438405,A,138.86000061035156,135.31400146484376,135.0990020751953,133.51250076293945,128.19480056762694,132.36070022583007,120.17509998321533
2019-02-04,56.17157012667355,A,136.36000061035156,135.36000061035156,135.03900146484375,134.44300079345703,128.35320053100585,132.25590026855468,120.44064998626709
2019-02-05,56.29303193922859,A,138.57000732421875,136.15400085449218,135.43900146484376,134.95600128173828,128.57940063476562,132.15390029907226,120.72145000457763
2019-02-06,56.360239379062044,A,138.27999877929688,137.01000061035157,135.8800018310547,135.3405014038086,128.68780059814452,132.06000030517578,120.99845001220703
2019-02-07,56.19947318833827,A,137.8000030517578,137.9740020751953,136.29000244140624,135.57850189208983,128.68140075683593,131.95460037231445,121.26830001831054
2019-02-08,55.005692120103866,A,136.89999389648438,137.58200073242188,136.4480010986328,135.75450134277344,128.6252005004883,131.79640029907227,121.53319999694824
2019-02-11,54.476078460868955,A,137.08999633789062,137.72799987792968,136.54400024414062,135.97150115966798,128.59780029296874,131.6495002746582,121.80594997406006
2019-02-12,52.58034776014733,C,129.38999938964844,135.89199829101562,136.02299957275392,135.6855010986328,128.3856002807617,131.44510025024414,122.0409999847412
2019-02-13,51.97359554689018,C,137.00999450683594,135.63799743652345,136.3239990234375,135.73750076293945,128.32580017089845,131.33410018920898,122.31624996185303
2019-02-14,51.55720351823464,C,136.0800018310547,135.29399719238282,136.63399963378907,135.77150115966796,128.3172003173828,131.21470016479492,122.5811499786377
2019-02-15,51.37293716468667,B,135.33999633789062,134.98199768066405,136.28199920654296,135.69050064086915,128.36800018310547,131.0811001586914,122.83884994506836
2019-02-18,51.087860787191055,B,135.33999633789062,134.63199768066406,136.17999877929688,135.6095001220703,128.41120025634766,130.95310012817382,123.09029991149902
2019-02-19,52.17670104410672,P,134.86000061035156,135.7259979248047,135.80899810791016,135.62399978637694,128.3934002685547,130.83670013427735,123.3391999053955
