Date,GRADE,GPS,IR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2017-05-12,,,21.017683029174805,,,,,,
2017-05-15,,,21.93409538269043,,,,,,
2017-05-16,,,22.013784408569336,,,,,,
2017-05-17,,,22.013784408569336,,,,,,
2017-05-18,,,22.4122257232666,21.878314590454103,,,,,
2017-05-19,,,22.63136482238769,22.20105094909668,,,,,
2017-05-22,,,22.80069732666016,22.374371337890626,,,,,
2017-05-23,,,23.358518600463867,22.64331817626953,,,,,
2017-05-24,,,23.2589054107666,22.892342376708985,,,,,
2017-05-25,,,22.42218399047852,22.894334030151366,22.386324310302733,,,,
2017-05-26,,,22.94015884399414,22.956092834472656,22.57857189178467,,,,
2017-05-29,,,22.94015884399414,22.983985137939452,22.67917823791504,,,,
2017-05-30,,,22.8604679107666,22.884375,22.763846588134765,,,,
2017-05-31,,,22.840545654296875,22.800703048706055,22.846522712707518,,,,
2017-06-01,,,22.840545654296875,22.884375381469727,22.889354705810547,,,,
2017-06-02,,,22.5616397857666,22.80867156982422,22.882382202148438,,,,
2017-06-05,,,22.54171371459961,22.728982543945314,22.85648384094238,,,,
2017-06-06,,,22.203044891357425,22.597497940063477,22.740936470031738,,,,
2017-06-07,,,21.675107955932617,22.364410400390625,22.58255672454834,,,,
2017-06-08,,,21.56553840637207,22.109408950805665,22.496892166137695,22.441608238220216,,,
2017-06-09,,,22.40226173400879,22.077533340454103,22.44310245513916,22.510837173461915,,,
2017-06-12,,,22.94015884399414,22.15722236633301,22.44310245513916,22.5611403465271,,,
2017-06-13,,,23.39835929870605,22.396285247802734,22.496891593933107,22.630369091033934,,,
2017-06-14,,,23.1592960357666,22.69312286376953,22.528766632080078,22.687644672393798,,,
2017-06-15,,,22.900310516357425,22.9600772857666,22.534743118286134,22.71204891204834,,,
2017-06-16,,,23.826683044433597,23.244961547851567,22.66124744415283,22.771814823150635,,,
2017-06-19,,,23.826683044433597,23.42226638793945,22.78974437713623,22.823114109039306,,,
2017-06-20,,,22.53175544738769,23.248945617675783,22.82261543273926,22.781775951385498,,,
2017-06-21,,,20.63916778564453,22.74491996765137,22.71902141571045,22.650789070129395,,,
2017-06-22,,,20.977842330932617,22.360426330566405,22.660251808166503,22.5785719871521,,,
2017-06-23,,,20.390140533447266,21.67311782836914,22.45903968811035,22.451071071624757,,,
2017-06-26,,,20.420026779174805,20.991786575317384,22.207026481628418,22.32506446838379,,,
2017-06-27,,,21.20694351196289,20.72682418823242,21.9878849029541,22.242388248443604,,,
2017-06-28,,,21.18702507019043,20.8363956451416,21.790657806396485,22.15971221923828,,,
2017-06-29,,,21.346399307250977,20.910107040405272,21.63526668548584,22.085004901885988,,,
2017-06-30,,,21.525693893432617,21.137217712402343,21.40516777038574,22.033207607269286,,,
2017-07-03,,,22.25284576416016,21.503781509399413,21.247784042358397,22.018764209747314,,,
2017-07-04,,,22.25284576416016,21.712961959838868,21.219893074035646,22.02125425338745,,,
2017-07-05,,,21.73487663269043,21.82253227233887,21.329463958740238,22.024242687225343,,,
2017-07-06,,,20.88819122314453,21.730890655517577,21.320498847961428,21.990375328063966,,,
2017-07-07,,,20.58936309814453,21.543624496459962,21.340421104431154,21.89973039627075,,,
2017-07-10,,,21.256750106811523,21.344405364990234,21.424093437194827,21.815559959411623,,,
2017-07-11,,,21.64522171020508,21.222880554199218,21.467921257019047,21.72790307998657,,,
2017-07-12,,,22.043664932250977,21.28463821411133,21.5535852432251,21.67212152481079,,,
2017-07-13,,,21.97393798828125,21.50178756713867,21.616339111328127,21.62580289840698,,,
2017-07-14,,,21.99386215209961,21.782687377929687,21.663155937194826,21.534161853790284,,,
2017-07-17,,,22.880390167236328,22.107415390014648,21.72591037750244,21.48684720993042,,,
2017-07-18,,,22.950115203857425,22.36839408874512,21.795637321472167,21.507765197753905,,,
2017-07-19,,,23.32863426208496,22.625387954711915,21.955013084411622,21.642238521575926,,,
2017-07-20,,,23.4581241607666,22.922225189208984,22.21200637817383,21.76625261306763,22.215194702148438,,
2017-07-21,,,22.92023468017578,23.10749969482422,22.44509353637695,21.89275732040405,22.253245735168456,,
2017-07-24,,,23.04972267150879,23.14136619567871,22.62439079284668,22.02424211502075,22.275558280944825,,
2017-07-25,,,23.358518600463867,23.223046875,22.795720481872557,22.1318208694458,22.302452964782717,,
2017-07-26,,,22.730972290039062,23.10351448059082,22.864451217651368,22.209018230438232,22.31679672241211,,
2017-07-27,,,23.139373779296875,23.039764404296875,22.98099479675293,22.298666954040527,22.331339683532715,,
2017-07-28,,,22.999919891357425,23.055701446533202,23.08160057067871,22.372378253936766,22.33871078491211,,
2017-07-31,,,22.87042999267578,23.019842910766602,23.080604553222656,22.40325746536255,22.34010543823242,,
2017-08-01,,,22.4122257232666,22.83058433532715,23.026815605163574,22.41122646331787,22.321179580688476,,
2017-08-02,,,22.93019294738769,22.870428466796874,22.98697147369385,22.470992279052734,22.3146053314209,,
2017-08-03,,,23.169261932373047,22.876406097412108,22.95808525085449,22.58504581451416,22.32954689025879,,
2017-08-04,,,23.976097106933597,23.071641540527345,23.063671493530272,22.754382514953612,22.35026565551758,,
2017-08-07,,,23.946216583251957,23.286798858642577,23.15332088470459,22.888855838775637,22.370386810302733,,
2017-08-08,,,24.035865783691406,23.611526870727538,23.221055603027345,23.008388042449955,22.393894767761232,,
2017-08-09,,,23.507930755615234,23.727074432373048,23.298751449584962,23.081601333618167,22.407242469787597,,
2017-08-10,,,22.57159805297852,23.607541656494142,23.241973876953125,23.11148433685303,22.40186351776123,,
2017-08-11,,,22.59152030944824,23.33062629699707,23.201133918762206,23.141367244720463,22.40246112823486,,
2017-08-14,,,22.501873016357425,23.041757583618164,23.16427822113037,23.122441387176515,22.40166431427002,,
2017-08-15,,,22.60147857666016,22.754880142211917,23.183203506469727,23.105009555816654,22.409632987976075,,
2017-08-16,,,22.6612491607666,22.58554382324219,23.156309127807617,23.071640300750737,22.429355812072753,,
2017-08-17,,,21.914175033569336,22.454059219360353,23.030800437927248,22.99444284439087,22.4363285446167,,
2017-08-18,,,21.8842887878418,22.312612915039065,22.821619606018068,22.942645549774173,22.42596908569336,,
2017-08-21,,,22.30265045166016,22.272768402099608,22.65726299285889,22.90529193878174,22.41321891784668,,
2017-08-22,,,22.691131591796875,22.290699005126953,22.522789573669435,22.87192258834839,22.399074363708497,,
2017-08-23,,,22.87042999267578,22.332535171508788,22.459039497375493,22.878895473480227,22.39329704284668,,
2017-08-24,,,22.61144256591797,22.471988677978516,22.463023948669438,22.85249891281128,22.38751968383789,,
2017-08-25,,,22.89034843444824,22.673200607299805,22.492906761169433,22.84702033996582,22.368792991638184,,
2017-08-28,,,22.8604679107666,22.784764099121094,22.528766250610353,22.84652223587036,22.349468688964844,,
2017-08-29,,,22.97003936767578,22.840545654296875,22.565622329711914,22.87441291809082,22.358234367370606,,
2017-08-30,,,23.20909881591797,22.908279418945312,22.62040729522705,22.888358211517335,22.409632987976075,,
2017-08-31,,,23.39835929870605,23.06566276550293,22.768825721740722,22.899813079833987,22.45804332733154,,
2017-09-01,,,23.607542037963867,23.209101486206055,22.94115104675293,22.881385326385498,22.522391357421874,,
2017-09-04,,,23.607542037963867,23.35851631164551,23.071640205383297,22.864451599121093,22.586141662597655,,
2017-09-05,,,23.029804229736328,23.370469284057616,23.105507469177244,22.81414852142334,22.622598876953123,,
2017-09-06,,,23.2589054107666,23.380430603027342,23.144355010986324,22.801697254180908,22.664036483764647,,
2017-09-07,,,23.51789093017578,23.40433692932129,23.234999847412105,22.84901189804077,22.707466316223144,,
2017-09-08,,,23.66730690002441,23.4162899017334,23.312695693969726,22.90280122756958,22.75029857635498,,
2017-09-11,,,23.796802520751957,23.454141998291014,23.40632915496826,22.967547702789307,22.781177711486816,,
2017-09-12,,,24.434301376342773,23.735041427612305,23.55275535583496,23.059188842773438,22.82480682373047,,
2017-09-13,,,24.57375907897949,23.998012161254884,23.689221382141113,23.154814338684083,22.88158447265625,,
2017-09-14,,,24.87258529663086,24.2689510345459,23.836643981933594,23.302734851837158,22.961272354125978,,
2017-09-15,,,24.992122650146484,24.533914184570314,23.975102043151857,23.458126544952393,23.049327545166015,,
2017-09-18,,,25.67943000793457,24.910439682006835,24.182290840148926,23.626965522766113,23.137781143188477,,
2017-09-19,,,25.71927261352539,25.16743392944336,24.451237678527832,23.77837257385254,23.219262161254882,,
2017-09-20,,,25.87864875793457,25.428411865234374,24.71321201324463,23.92878351211548,23.295961837768555,,
2017-09-21,,,25.74915313720703,25.60372543334961,24.936338233947755,24.08566904067993,23.37146614074707,,
2017-09-22,,,26.17747688293457,25.840796279907227,25.18735523223877,24.250025463104247,23.455138435363768,,
2017-09-25,,,26.29700469970703,25.96431121826172,25.437375450134276,24.42185230255127,23.523470726013183,,
2017-09-26,,,26.20736122131348,26.061928939819335,25.614681434631347,24.583718395233156,23.588615646362303,,
2017-09-27,,,26.964391708374023,26.279077529907227,25.8537446975708,24.77148303985596,23.661330795288087,,
2017-09-28,,,27.22338104248047,26.573923110961914,26.08882427215576,24.962734127044676,23.736635932922365,22.9759153175354,
2017-09-29,,,27.412641525268555,26.82095603942871,26.33087615966797,25.15298910140991,23.826484069824218,23.039864902496337,
2017-10-02,,,27.44251823425293,27.05005874633789,26.507184982299805,25.344737911224364,23.914339981079102,23.094949131011962,
2017-10-03,,,27.52220916748047,27.31302833557129,26.687478637695314,25.569358158111573,23.997613792419433,23.150033378601073,
2017-10-04,,,26.785097122192383,27.27716941833496,26.778123474121095,25.745667743682862,24.0786962890625,23.197746505737303,
2017-10-05,,,26.685489654541016,27.16959114074707,26.871757125854494,25.904047679901122,24.149618606567383,23.24047914505005,
2017-10-06,,,26.49622917175293,26.986308670043947,26.903632354736327,26.045493793487548,24.21954479217529,23.2791277885437,
2017-10-09,,,26.675525665283203,26.83291015625,26.941484451293945,26.18942995071411,24.29564670562744,23.31787607192993,
2017-10-10,,,26.79505920410156,26.687480163574218,27.000254249572755,26.30746784210205,24.38330337524414,23.35224147796631,
2017-10-11,,,26.75521278381348,26.681503295898438,26.9793363571167,26.41654052734375,24.459803771972656,23.387204551696776,
2017-10-12,,,26.785097122192383,26.70142478942871,26.93550796508789,26.512166118621828,24.532120475769045,23.430833683013915,
