Date,GRADE,GPS,EA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1989-09-20,,,0.5043200850486755,,,,,,
1989-09-21,,,0.4890376627445221,,,,,,
1989-09-22,,,0.4890376627445221,,,,,,
1989-09-25,,,0.4584728479385376,,,,,,
1989-09-26,,,0.4584728479385376,0.479868221282959,,,,,
1989-09-27,,,0.4584728479385376,0.4706987738609314,,,,,
1989-09-28,,,0.4431903958320617,0.4615293204784393,,,,,
1989-09-29,,,0.4431903958320617,0.4523598670959473,,,,,
1989-10-02,,,0.4584728479385376,0.4523598670959473,,,,,
1989-10-03,,,0.4890376627445221,0.4584728300571442,0.4691705256700516,,,,
1989-10-04,,,0.4966793656349182,0.4661141335964203,0.46840645372867584,,,,
1989-10-05,,,0.4966793656349182,0.4768119275569916,0.4691706240177155,,,,
1989-10-06,,,0.4966793656349182,0.4875097215175629,0.46993479430675505,,,,
1989-10-09,,,0.4966793656349182,0.495151025056839,0.47375544607639314,,,,
1989-10-10,,,0.4813970327377319,0.49362289905548096,0.47604786455631254,,,,
1989-10-11,,,0.4661145508289337,0.48750993609428406,0.4768120348453522,,,,
1989-10-12,,,0.4890376627445221,0.48598159551620485,0.4813967615365982,,,,
1989-10-13,,,0.4661145508289337,0.47986863255500795,0.4836891770362854,,,,
1989-10-16,,,0.4508321285247803,0.47069918513298037,0.48292510509490966,,,,
1989-10-17,,,0.4355497062206268,0.4615297198295593,0.47757630944252016,0.47337341755628587,,,
1989-10-18,,,0.4279079437255859,0.4538883984088898,0.4706991672515869,0.46955281049013137,,,
1989-10-19,,,0.4661145508289337,0.4493037760257721,0.46764268577098844,0.46840665489435196,,,
1989-10-20,,,0.4508321285247803,0.4462472915649414,0.4630579620599747,0.46649637818336487,,,
1989-10-23,,,0.4508321285247803,0.4462472915649414,0.45847323834896087,0.466114342212677,,,
1989-10-24,,,0.4431903958320617,0.44777542948722837,0.45465257465839387,0.46535021960735323,,,
1989-10-25,,,0.4431903958320617,0.45083191990852356,0.45236015915870664,0.4645860970020294,,,
1989-10-26,,,0.4584728479385376,0.44930357933044435,0.4493036776781082,0.46535021960735323,,,
1989-10-27,,,0.4813970327377319,0.45541656017303467,0.450831925868988,0.46726055145263673,,,
1989-10-30,,,0.4813970327377319,0.46152954101562493,0.4538884162902831,0.46840676069259646,,,
1989-10-31,,,0.4584728479385376,0.46458603143692007,0.4561807304620742,0.46687851995229723,,,
1989-11-01,,,0.4737552404403686,0.47069900035858153,0.46076546013355246,0.46573231369256973,,,
1989-11-02,,,0.4584728479385376,0.47069900035858153,0.46000128984451283,0.4638219878077507,,,
1989-11-03,,,0.4584728479385376,0.4661141633987427,0.46076536178588856,0.46191166192293165,,,
1989-11-06,,,0.4584728479385376,0.4615293264389038,0.4615294337272643,0.46000133603811266,,,
1989-11-07,,,0.4737552404403686,0.46458580493927004,0.464585918188095,0.4596192464232445,,,
1989-11-08,,,0.4737552404403686,0.46458580493927004,0.4676424026489257,0.4600012809038162,,,
1989-11-09,,,0.4737552404403686,0.46764228343963615,0.4691706418991088,0.4592371597886086,,,
1989-11-10,,,0.4966793656349182,0.47528358697891226,0.4706988751888275,0.4607654005289078,,,
1989-11-13,,,0.5348849296569824,0.4905660033226013,0.47604766488075256,0.4649680405855179,,,
1989-11-14,,,0.5272443294525146,0.5012638211250305,0.4829248130321503,0.4695527717471123,,,
1989-11-15,,,0.5348849296569824,0.5134897589683532,0.48903778195381165,0.4749016210436821,,,
1989-11-16,,,0.5348849296569824,0.5257156968116761,0.49667899012565614,0.4783401399850845,,,
1989-11-17,,,0.5196024775505066,0.5303003191947937,0.502791953086853,0.4817786574363708,,,
1989-11-20,,,0.5196024775505066,0.5272438287734985,0.5089049160480499,0.48521717488765714,,,
1989-11-21,,,0.5196024775505066,0.525715458393097,0.5134896397590637,0.4890377789735794,,,
1989-11-22,,,0.5272443294525146,0.5241873383522033,0.5188385486602783,0.49324047565460205,,,
1989-11-23,,,0.5272443294525146,0.5226592183113098,0.5241874575614929,0.4966790497303009,,,
1989-11-24,,,0.5196024775505066,0.5226592183113098,0.5264797687530518,0.49858932197093964,,,
1989-11-27,,,0.5348849296569824,0.525715708732605,0.5264797687530518,0.5012637168169022,,,
1989-11-28,,,0.5043200850486755,0.5226592302322388,0.5241873443126679,0.503556078672409,0.48200794458389284,,
1989-11-29,,,0.4890376627445221,0.5150178968906403,0.5196026176214218,0.5043201997876168,0.48170229613780974,,
1989-11-30,,,0.5119617581367493,0.5119613826274871,0.5173103004693985,0.5069946452975274,0.48216077804565427,,
1989-12-01,,,0.5196024775505066,0.5119613826274871,0.5173103004693985,0.5100511267781258,0.482772074341774,,
1989-12-04,,,0.4966793656349182,0.5043202698230743,0.5150179892778397,0.5119614526629448,0.4835362046957016,,
1989-12-05,,,0.5196024775505066,0.5073767483234406,0.5150179892778397,0.5142538145184516,0.48475879728794097,,
1989-12-06,,,0.5425266623497009,0.5180745482444763,0.5165462225675583,0.5176923856139183,0.48643987357616425,,
1989-12-07,,,0.5119617581367493,0.5180745482444763,0.5150179654359818,0.5196027114987374,0.487815300822258,,
1989-12-08,,,0.5119617581367493,0.5165464043617248,0.514253893494606,0.5203668311238289,0.48919072806835173,,
1989-12-11,,,0.5119617581367493,0.5196028828620911,0.5119615763425827,0.5192206725478172,0.490260506272316,,
1989-12-12,,,0.5348849296569824,0.5226593732833862,0.5150180608034134,0.5196027025580406,0.4911774516105652,,
1989-12-13,,,0.5196024775505066,0.5180745363235474,0.5180745422840118,0.5188385799527169,0.49163591384887695,,
1989-12-14,,,0.5119617581367493,0.5180745363235474,0.5180745422840118,0.5176924213767051,0.49194156169891357,,
1989-12-15,,,0.5119617581367493,0.5180745363235474,0.5173104703426361,0.5173103854060173,0.4922472095489502,,
1989-12-18,,,0.5119617581367493,0.5180745363235474,0.5188387095928192,0.5169283494353294,0.4925528573989868,,
1989-12-19,,,0.5043200850486755,0.511961567401886,0.5173104703426361,0.5161642298102379,0.4930113184452057,,
1989-12-20,,,0.5196024775505066,0.511961567401886,0.5150180518627167,0.5157821372151374,0.49408107697963716,,
1989-12-21,,,0.5119617581367493,0.511961567401886,0.5150180518627167,0.5150180086493492,0.4945395588874817,,
1989-12-22,,,0.557809054851532,0.5211310267448426,0.5196027815341949,0.5169283375144005,0.4963734489679337,,
1989-12-25,,,0.557809054851532,0.5303004860877991,0.5241875112056732,0.518074543774128,0.4985129874944687,,
1989-12-26,,,0.5425266623497009,0.5379418015480042,0.5249516844749451,0.5199848726391793,0.5006525266170502,,
1989-12-27,,,0.5425266623497009,0.542526638507843,0.5272441029548645,0.5226593226194381,0.5029449009895325,,
1989-12-28,,,0.5425266623497009,0.5486396193504334,0.5303005933761596,0.5241875678300858,0.5044731432199479,,
1989-12-29,,,0.557809054851532,0.5486396193504334,0.5348853230476379,0.5260978966951371,0.5066126817464829,,
1990-01-01,,,0.557809054851532,0.5486396193504334,0.5394700527191162,0.5291543811559677,0.5087522202730179,,
1990-01-02,,,0.5348849296569824,0.5471112728118896,0.5425265371799469,0.5299185037612915,0.5105861109495163,,
1990-01-03,,,0.557809054851532,0.5501677513122558,0.5463471949100495,0.5306826233863831,0.5128784841299057,,
1990-01-04,,,0.5119617581367493,0.5440547704696655,0.5463471949100495,0.5306826233863831,0.5139482623338699,,
1990-01-05,,,0.5348849296569824,0.5394699454307557,0.5440547823905945,0.5318287819623947,0.515018020272255,,
1990-01-08,,,0.5348849296569824,0.5348851203918457,0.5417623698711396,0.5329749405384063,0.51608777821064,,
1990-01-09,,,0.5196024775505066,0.5318286299705506,0.5394699513912201,0.5322108179330826,0.5173103708028793,,
1990-01-10,,,0.5196024775505066,0.5241873145103455,0.5371775329113007,0.5322108179330826,0.5182273155450821,,
1990-01-11,,,0.5348849296569824,0.528771948814392,0.5364133596420289,0.5333569765090942,0.519755557179451,,
1990-01-12,,,0.4890376627445221,0.5196024954319001,0.5295362204313279,0.5322107717394828,0.5203668534755707,,
1990-01-15,,,0.4890376627445221,0.510433042049408,0.5226590812206269,0.5310645669698715,0.5209781497716903,,
1990-01-16,,,0.4966793656349182,0.5058484196662902,0.5188385248184204,0.5306825309991836,0.5214366322755813,,
1990-01-17,,,0.5043200850486755,0.5027919411659241,0.5134896278381348,0.5299184113740921,0.5220479291677474,,
1990-01-18,,,0.5043200850486755,0.4966789722442627,0.5127254605293274,0.5295363277196884,0.5226592260599137,,
1990-01-19,,,0.5272443294525146,0.5043203055858612,0.5119614005088806,0.5280080914497376,0.5232705253362656,,
1990-01-22,,,0.5272443294525146,0.5119616389274597,0.5111973404884338,0.5264798551797867,0.5231177133321762,,
1990-01-23,,,0.5119617581367493,0.5150181174278259,0.5104332685470581,0.5249516099691391,0.5228120619058609,,
1990-01-24,,,0.4890376627445221,0.5119616329669953,0.5073767870664596,0.5222771599888801,0.5218951165676117,,
1990-01-25,,,0.4737552404403686,0.5058486640453339,0.5012638181447983,0.5188385888934135,0.5206725227832795,,
1990-01-26,,,0.4737552404403686,0.4951508462429047,0.49973557591438295,0.5146358981728554,0.5197555780410766,,
1990-01-29,,,0.4966793656349182,0.4890378534793854,0.5004997462034225,0.5115794137120246,0.5192971158027649,,
1990-01-30,,,0.4890376627445221,0.48445303440093995,0.49973557591438295,0.5092870503664017,0.5186858195066452,,
1990-01-31,,,0.5119617581367493,0.4890378534793854,0.5004997432231904,0.5069946855306625,0.5183801680803299,,
1990-02-01,,,0.4966793656349182,0.4936226785182953,0.49973567128181456,0.506230565905571,0.517768868803978,,
1990-02-02,,,0.4813970327377319,0.49515103697776797,0.4951509416103363,0.5035561710596085,0.5170047599077224,,
1990-02-05,,,0.4966793656349182,0.49515103697776797,0.49209444522857665,0.5016458928585052,0.5162406486272811,,
1990-02-06,,,0.4966793656349182,0.4966793775558472,0.49056620597839357,0.5004997372627258,0.5160878342390061,0.49904788941144945,
1990-02-07,,,0.5043200850486755,0.4951510429382324,0.4920944482088089,0.4997356176376343,0.5163934826850891,0.49904788941144945,
1990-02-08,,,0.5196024775505066,0.4997356653213501,0.4966791719198227,0.4989714950323105,0.5165462970733643,0.4993535375595093,
