Date,GRADE,GPS,CCI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-09-25,,,6.196409702301025,5.527198314666748,5.549918508529663,5.726516342163086,,,
1998-09-28,,,6.196409702301025,5.841149616241455,5.5747040748596195,5.767825770378113,,,
1998-09-29,,,6.299682140350342,6.043565273284912,5.626340627670288,5.801905941963196,,,
1998-09-30,,,6.361649990081787,6.208802986145019,5.742007160186768,5.803971457481384,,,
1998-10-01,,,5.865935325622559,6.184017372131348,5.781251096725464,5.80810239315033,,,
1998-10-02,,,5.865935325622559,6.1179224967956545,5.822560405731201,5.824626088142395,,,
1998-10-05,,,5.287603855133057,5.93616132736206,5.888655471801758,5.812233209609985,,,
1998-10-06,,,5.53546142578125,5.783317184448242,5.913441228866577,5.7626619100570675,,,
1998-10-07,,,5.163674354553223,5.54372205734253,5.876262521743774,5.706894183158875,,,
1998-10-08,,,4.1722493171691895,5.204984855651856,5.694501113891602,5.609817028045654,,,
1998-10-09,,,4.130940914154053,4.857985973358154,5.487954235076904,5.518936371803283,,,
1998-10-12,,,4.130940914154053,4.626653385162354,5.281407356262207,5.428055715560913,,,
1998-10-13,,,4.62665319442749,4.444891738891601,5.114104461669922,5.370222544670105,,,
1998-10-14,,,5.03974723815918,4.420106315612793,4.9819141864776615,5.361960673332215,,,
1998-10-15,,,4.998437881469727,4.585344028472901,4.895164442062378,5.338207769393921,,,
1998-10-16,,,5.204984664916992,4.800152778625488,4.829069375991821,5.325814890861511,,,
1998-10-19,,,5.659388542175293,5.1058423042297365,4.866247844696045,5.377451658248901,,,
1998-10-20,,,6.196409702301025,5.419793605804443,4.932342672348023,5.4228919506072994,,,
1998-10-21,,,6.609505653381348,5.733745288848877,5.076925802230835,5.476594161987305,,,
1998-10-22,,,7.5596208572387695,6.245981884002686,5.415662956237793,5.555082035064697,,,
1998-10-23,,,8.592355728149414,6.92345609664917,5.861804437637329,5.674879336357117,,,
1998-10-26,,,8.427117347717285,7.4770018577575685,6.2914220809936525,5.786414718627929,6.201367740631103,,
1998-10-27,,,8.220569610595703,7.881833839416504,6.650813722610474,5.882459092140198,6.193932018280029,,
1998-10-28,,,8.427117347717285,8.245356178283691,6.9895507335662845,5.985732460021973,6.190627250671387,,
1998-10-29,,,7.931406021118164,8.31971321105957,7.282847547531128,6.089005994796753,6.177408256530762,,
1998-10-30,,,8.509737014770508,8.303189468383788,7.613322782516479,6.221196079254151,6.175755882263184,,
1998-11-02,,,8.509737014770508,8.319713401794434,7.898357629776001,6.382302737236023,6.174103507995605,,
1998-11-03,,,8.427117347717285,8.36102294921875,8.121428394317627,6.526885533332825,6.170798740386963,,
1998-11-04,,,8.261881828308105,8.327975845336914,8.286666011810302,6.681795907020569,6.174103507995605,,
1998-11-05,,,8.75759506225586,8.493213653564453,8.406463432312012,6.911063194274902,6.2021939563751225,,
1998-11-06,,,8.75759506225586,8.542785263061523,8.422987365722657,7.1423959016799925,6.245155744552612,,
1998-11-09,,,8.75759506225586,8.592356872558593,8.456035137176514,7.373728609085083,6.312903223037719,,
1998-11-10,,,8.592355728149414,8.625404548645019,8.493213748931884,7.572013735771179,6.372388763427734,,
1998-11-11,,,8.427117347717285,8.658451652526855,8.493213748931884,7.7413822412490845,6.41452431678772,,
1998-11-12,,,8.261881828308105,8.559309005737305,8.526261329650879,7.904554438591004,6.464095621109009,,
1998-11-13,,,7.807476997375488,8.369285392761231,8.456035327911376,8.034679055213928,6.509535932540894,,
1998-11-16,,,7.600929737091064,8.137952327728271,8.365154600143432,8.131756114959718,6.55084529876709,,
1998-11-17,,,7.766168594360352,7.972714900970459,8.299059724807739,8.210244059562683,6.5756309223175045,,
1998-11-18,,,7.890095710754394,7.865310573577881,8.261881113052368,8.274273562431336,6.607852258682251,,
1998-11-19,,,7.187835693359375,7.650501346588134,8.10490517616272,8.255684304237366,6.629333124160767,,
1998-11-20,,,7.022600173950195,7.493525981903076,7.931405687332154,8.177196526527405,6.650814046859741,,
1998-11-23,,,7.683547496795654,7.510049533843994,7.8240009307861325,8.140018033981324,6.685513916015625,,
1998-11-24,,,7.477001667022705,7.452216148376465,7.712465524673462,8.102839636802674,6.719387617111206,,
1998-11-25,,,7.931406021118164,7.460478210449219,7.66289439201355,8.078054070472717,6.7739160442352295,,
1998-11-26,,,7.931406021118164,7.609192276000977,7.629846811294556,8.078054070472717,6.823074245452881,,
1998-11-27,,,8.551046371459961,7.9148815155029295,7.704203748703003,8.08011953830719,6.8850383281707765,,
1998-11-30,,,8.881521224975586,8.154476261138916,7.832262897491455,8.098708748817444,6.970135688781738,,
1998-12-01,,,8.79890251159668,8.418856430053712,7.935536289215088,8.117298007011414,7.04036166191101,,
1998-12-02,,,8.79890251159668,8.592355728149414,8.026416969299316,8.144149041175842,7.105630483627319,,
1998-12-03,,,9.005449295043945,8.80716438293457,8.208178329467774,8.156541752815247,7.16594220161438,,
1998-12-04,,,10.823062896728516,9.261567687988281,8.588224601745605,8.25981514453888,7.25847526550293,,
1998-12-07,,,10.368659019470217,9.558995246887207,8.856735754013062,8.340368342399596,7.341920251846314,,
1998-12-08,,,10.038183212280272,9.806851387023926,9.112853908538819,8.41265971660614,7.416690273284912,,
1998-12-09,,,11.649249076843262,10.376920700073242,9.484638214111328,8.573766303062438,7.522442255020142,,
1998-12-10,,,11.194846153259276,10.81480007171631,9.81098222732544,8.720414519309998,7.6290204715728756,,
1998-12-11,,,10.53389835357666,10.756967163085937,10.009267425537109,8.856735587120056,7.722379732131958,,
1998-12-14,,,10.07949447631836,10.699134254455567,10.129064750671386,8.980663824081422,7.818217544555664,,
1998-12-15,,,10.554551124572754,10.802407836914062,10.304629611968995,9.12008295059204,7.918599338531494,,
1998-12-16,,,11.153538703918455,10.7032657623291,10.540093231201173,9.283255100250244,8.038396625518798,,
1998-12-17,,,11.277466773986816,10.71978988647461,10.767294979095459,9.487736654281616,8.180500974655152,,
1998-12-18,,,11.236157417297363,10.86024169921875,10.808604431152343,9.698414516448974,8.322605304718017,,
1998-12-21,,,12.227584838867188,11.289859771728516,10.99449701309204,9.925616383552551,8.48453818321228,,
1998-12-22,,,11.835144996643066,11.545978546142578,11.174193191528321,10.143523550033569,8.628708019256592,,
1998-12-23,,,12.227584838867188,11.760787773132325,11.232026767730712,10.35833249092102,8.772464771270752,,
1998-12-24,,,11.89710807800293,11.884716033935547,11.302252960205077,10.556617593765258,8.910438175201415,,
1998-12-25,,,11.89710807800293,12.01690616607666,11.438573932647705,10.723920679092407,9.044280643463134,,
1998-12-28,,,13.219011306762695,12.215191459655761,11.75252561569214,10.940795183181763,9.195473098754883,,
1998-12-29,,,13.797341346740724,12.607630729675293,12.076804637908936,11.190717124938965,9.347491731643677,,
1998-12-30,,,13.797341346740724,12.92158203125,12.341184902191163,11.440639066696168,9.491248445510864,,
1998-12-31,,,15.532337188720703,13.648627853393554,12.766671943664551,11.766983461380004,9.650702772140503,,
1999-01-01,,,15.532337188720703,14.37567367553711,13.196289920806885,12.002447175979615,9.789502401351928,,
1999-01-04,,,13.921271324157717,14.516125679016113,13.365658569335938,12.18007779121399,9.899385480880737,8.05037661075592,
1999-01-05,,,13.17770004272461,14.392197418212891,13.499914073944092,12.337053632736206,9.998528089523315,8.096230053901673,
1999-01-06,,,13.714726448059082,14.375674438476562,13.648628234863281,12.440327501296997,10.10428027153015,8.147453761100769,
1999-01-07,,,14.87138557434082,14.243484115600586,13.94605598449707,12.624154472351075,10.243079862594605,8.210244059562683,
1999-01-08,,,14.809426307678224,14.09890193939209,14.2372878074646,12.837930870056152,10.369073648452758,8.272414765357972,
1999-01-11,,,14.458296775817873,14.20630702972412,14.361216354370118,13.056870985031129,10.488044843673705,8.331074175834656,
1999-01-12,,,13.879959106445312,14.346758842468262,14.369478130340577,13.223141384124755,10.597101678848267,8.383950209617614,
1999-01-13,,,13.384247779846191,14.280663108825683,14.328168773651123,13.334676837921142,10.699548997879027,8.436826252937317,
1999-01-14,,,13.838648796081545,14.074115753173828,14.158799934387208,13.46273593902588,10.801170072555543,8.501682014465333,
1999-01-15,,,14.37567138671875,13.987364768981934,14.043133354187011,13.619711637496948,10.9135315990448,8.579343671798705,
1999-01-18,,,14.37567138671875,13.970839691162109,14.088573360443116,13.727115964889526,11.025893125534058,8.669398174285888,
1999-01-19,,,14.623529434204102,14.119553756713866,14.233156299591064,13.866535186767578,11.14651659965515,8.759452681541443,
1999-01-20,,,15.036623001098633,14.450028800964356,14.36534595489502,14.00698709487915,11.278706712722778,8.84661551475525,
1999-01-21,,,14.21043586730957,14.524386215209962,14.299250984191895,14.122653484344482,11.397677793502808,8.930886707305909,
1999-01-22,,,13.219011306762695,14.29305419921875,14.140209484100343,14.188748645782471,11.505908479690552,9.007722206115723,
1999-01-25,,,14.293055534362791,14.27653102874756,14.123685359954834,14.242450857162476,11.639750995635985,9.095298147201538,
1999-01-26,,,14.21043586730957,14.193912315368653,14.15673303604126,14.263105583190917,11.76863634109497,9.172133631706238,
1999-01-27,,,14.25174617767334,14.036936950683593,14.243482875823975,14.285825824737548,11.89586935043335,9.2518608045578,
1999-01-28,,,14.127814292907717,14.020412635803222,14.272399425506592,14.2155996799469,12.034668922424316,9.332001023292541,
1999-01-29,,,14.293055534362791,14.235221481323242,14.264137840270996,14.153635597229004,12.180078029632568,9.415446038246154,
1999-02-01,,,14.25174617767334,14.226959609985352,14.251745319366455,14.170159339904785,12.311442003250122,9.498477959632874,
1999-02-02,,,14.458296775817873,14.276531791687011,14.235222053527831,14.234189176559449,12.451067905426026,9.585227761268616,
1999-02-03,,,14.293055534362791,14.284793663024903,14.160865306854248,14.263105630874634,12.578300895690917,9.676108469963074,
1999-02-04,,,14.37567138671875,14.334365081787109,14.177388858795165,14.238319921493531,12.70718620300293,9.765130224227905,
1999-02-05,,,14.37567138671875,14.3508882522583,14.293054866790772,14.216632175445557,12.823678703308106,9.854358515739442,
1999-02-08,,,14.37567138671875,14.375673294067383,14.301316452026366,14.2125009059906,12.933561706542969,9.951848697662353,
1999-02-09,,,13.962579727172852,14.276529884338379,14.276530838012695,14.216631937026978,13.036835250854493,10.03859845638275,
1999-02-10,,,13.879959106445312,14.193910598754883,14.239352130889893,14.241417503356933,13.138456382751464,10.122043433189392,
1999-02-11,,,13.012463569641112,13.921269035339355,14.127817058563233,14.200108242034911,13.218596668243409,10.192269434928894,
1999-02-12,,,12.39281940460205,13.524698638916016,13.937793445587157,14.100965642929078,13.24999179840088,10.254233531951904,
1999-02-15,,,12.39281940460205,13.128128242492675,13.751900768280029,14.001823043823242,13.290475006103515,10.316197628974914,
1999-02-16,,,12.55805778503418,12.847223854064941,13.56187686920166,13.898549461364746,13.340872497558594,10.378781385421753,
1999-02-17,,,12.144964218139648,12.500224876403808,13.347067737579346,13.753966522216796,13.35078680038452,10.436614527702332,
1999-02-18,,,12.39281940460205,12.376296043395996,13.148782539367676,13.663085699081421,13.374746265411376,10.501883368492127,
1999-02-19,,,12.310200691223145,12.359772300720214,12.942235469818115,13.617645168304444,13.410272312164306,10.566326022148132,
1999-02-22,,,12.516745567321776,12.38455753326416,12.756342887878418,13.528829669952392,13.459017333984375,10.63861743927002,
1999-02-23,,,12.475440979003906,12.368034172058106,12.607629013061523,13.44207992553711,13.497435131072997,10.708017234802247,
1999-02-24,,,12.516745567321776,12.442390441894531,12.47130765914917,13.355329895019532,13.524699268341065,10.781547946929932,
1999-02-25,,,12.640679359436035,12.491962432861328,12.434129238128662,13.280973148345947,13.551963520050048,10.8662322473526,
1999-02-26,,,11.236157417297363,12.277153778076173,12.318463039398193,13.128128242492675,13.551963520050048,10.937284412384033,
1999-03-01,,,11.40139389038086,12.054083442687988,12.219320487976074,12.985610628128052,13.535439701080323,11.0099889421463,
1999-03-02,,,11.318777084350586,11.822750663757324,12.095392417907714,12.828634643554688,13.525112342834472,11.076910181045532,
1999-03-03,,,11.318777084350586,11.583156967163086,12.012773704528808,12.679920721054078,13.50693618774414,11.139700479507447,
1999-03-04,,,11.979726791381836,11.450966453552246,11.971464443206788,12.560123491287232,13.508588562011719,11.209513368606567,
1999-03-05,,,12.310200691223145,11.665775108337403,11.971464443206788,12.456849956512452,13.516850414276123,11.280565528869628,
1999-03-08,,,12.475440979003906,11.880584526062012,11.967333984375,12.361838436126709,13.501979007720948,11.348726053237915,
1999-03-09,,,12.805912017822266,12.178011512756347,12.000381088256836,12.30400505065918,13.482150421142578,11.414821076393128,
1999-03-10,,,11.979726791381836,12.310201454162598,11.946679210662841,12.208993434906006,13.445798130035401,11.468523287773133,
1999-03-11,,,11.938416481018066,12.301939392089844,11.876452922821045,12.155291080474854,13.373919715881348,11.512311244010926,
1999-03-12,,,12.26889419555664,12.293678092956544,11.979726600646973,12.149094820022583,13.308650856018067,11.549076628684997,
1999-03-15,,,13.17770004272461,12.434129905700683,12.157357215881348,12.18833885192871,13.293779430389405,11.59658245563507,
1999-03-16,,,13.219011306762695,12.51674976348877,12.347380638122559,12.221386528015136,13.294605655670166,11.646566872596742,
1999-03-17,,,13.157044410705566,12.752213287353516,12.531207370758057,12.271990537643433,13.283452014923096,11.693866143226623,
1999-03-18,,,12.723299980163574,12.909189987182618,12.60556468963623,12.288514566421508,13.24049030303955,11.741785082817078,
1999-03-19,,,12.475440979003906,12.950499343872071,12.622088718414307,12.296776580810548,13.193810596466065,11.781442122459412,
1999-03-22,,,12.516745567321776,12.818308448791504,12.626219177246094,12.296776580810548,13.154979572296142,11.821512207984924,
1999-03-23,,,12.06234359741211,12.586974906921387,12.551862335205078,12.276121711730957,13.118627262115478,11.857864470481873,
1999-03-24,,,12.144964218139648,12.384558868408202,12.56838607788086,12.257532644271851,13.093841590881347,11.896695294380187,
1999-03-25,,,11.979726791381836,12.235844230651855,12.572517108917236,12.22448501586914,13.056663150787353,11.928916611671447,
1999-03-26,,,11.89710807800293,12.12017765045166,12.535338497161865,12.257532548904418,13.007091884613038,11.960311741828919,
1999-03-29,,,12.144964218139648,12.045821380615234,12.43206491470337,12.294711065292358,12.962477741241456,11.994185433387756,
1999-03-30,,,11.89710807800293,12.0127742767334,12.299874591827393,12.323627614974976,12.907949314117431,12.02723295688629,
1999-03-31,,,11.89710807800293,11.963203048706054,12.17388095855713,12.352544164657592,12.845159015655518,12.061932864189147,
1999-04-01,,,12.55805778503418,12.078869247436524,12.15735673904419,12.38146071434021,12.81211145401001,12.104894623756408,
1999-04-02,,,12.55805778503418,12.211059188842773,12.165618419647217,12.393853569030762,12.79889238357544,12.152400431632996,
1999-04-05,,,11.979726791381836,12.178011703491212,12.111916542053223,12.369067859649657,12.75262580871582,12.196188402175903,
1999-04-06,,,11.85580062866211,12.169750213623047,12.091262245178223,12.32156229019165,12.705533103942871,12.23708472251892,
1999-04-07,,,11.95907497406006,12.182143592834473,12.072673320770264,12.320529699325562,12.659679679870605,12.277774515151977,
1999-04-08,,,12.083003044128418,12.08713264465332,12.083000946044923,12.327759027481079,12.61878345489502,12.326726188659668,
1999-04-09,,,12.06234359741211,11.987989807128907,12.09952449798584,12.317431497573853,12.574169216156006,12.377123622894286,
1999-04-12,,,12.021036148071287,11.996251678466797,12.087131690979003,12.259598302841187,12.529555015563965,12.420498509407043,
1999-04-13,,,12.06234359741211,12.037560272216798,12.103655242919922,12.201764917373657,12.48163595199585,12.466351928710937,
1999-04-14,,,11.89710807800293,12.025166893005371,12.103655242919922,12.138768100738526,12.433717002868653,12.506008949279785,
1999-04-15,,,11.649249076843262,11.93841609954834,12.01277437210083,12.085065555572509,12.379188556671142,12.543187379837036,
1999-04-16,,,11.318777084350586,11.789702796936036,11.888846302032471,12.027232360839843,12.31805067062378,12.570864686965942,
1999-04-19,,,11.318777084350586,11.649250984191895,11.822751331329346,11.967333936691285,12.256912784576416,12.595237245559693,
1999-04-20,,,11.21550178527832,11.479882621765137,11.758721446990966,11.924991846084595,12.201971225738525,12.619403238296508,
1999-04-21,,,12.021036148071287,11.504668235778807,11.76491756439209,11.918795442581176,12.164792766571045,12.651624574661255,
1999-04-22,,,12.186277389526367,11.61207389831543,11.775244998931885,11.929122972488404,12.14826904296875,12.683432855606078,
1999-04-23,,,12.39281940460205,11.826882362365723,11.808292579650878,11.953908538818359,12.14826904296875,12.699130420684815,
1999-04-26,,,12.55805778503418,12.074738502502441,11.861994743347168,11.974563217163086,12.151573810577393,12.721024408340455,
1999-04-27,,,12.68199062347412,12.368036270141602,11.923959445953368,12.013807344436646,12.154052467346192,12.747462482452393,
1999-04-28,,,12.888534545898438,12.541535949707031,12.02310209274292,12.06337866783142,12.168923873901367,12.759855337142945,
1999-04-29,,,12.39281940460205,12.582844352722168,12.0974591255188,12.055116748809814,12.168923873901367,12.771835069656372,
1999-04-30,,,12.640679359436035,12.632416343688964,12.229649353027344,12.059247827529907,12.175533447265625,12.792902879714966,
1999-05-03,,,12.55805778503418,12.632416343688964,12.353577423095704,12.088164377212525,12.176359691619872,12.817688512802125,
1999-05-04,,,13.26032257080078,12.748082733154297,12.558059501647948,12.158390474319457,12.19205732345581,12.844746227264404,
1999-05-05,,,13.466863632202148,12.863748550415039,12.702642250061034,12.233779907226562,12.211059684753417,12.867879476547241,
1999-05-06,,,13.590794563293455,13.10334358215332,12.843093967437744,12.309169483184814,12.230061988830567,12.891012754440307,
1999-05-07,,,13.508177757263184,13.27684326171875,12.954629802703858,12.381461191177369,12.275502395629882,12.913732957839965,
1999-05-10,,,12.516745567321776,13.26858081817627,12.950498580932617,12.406246662139893,12.297809429168701,12.916624565124511,
1999-05-11,,,12.021036148071287,13.02072353363037,12.884403133392334,12.404181289672852,12.311854610443115,12.918483476638794,
1999-05-12,,,12.06234359741211,12.739819526672362,12.801784038543701,12.412443065643311,12.326725940704346,12.916831064224244,
1999-05-13,,,13.13638973236084,12.64893856048584,12.87614107131958,12.48680009841919,12.349859199523927,12.929223880767822,
1999-05-14,,,12.888534545898438,12.525009918212891,12.90092658996582,12.565287971496582,12.361425876617432,12.939138145446778,
1999-05-17,,,13.466863632202148,12.715033531188965,12.991807174682616,12.67269229888916,12.381254329681397,12.941616668701172,
1999-05-18,,,13.756032943725586,13.062032890319824,13.041378211975097,12.799718856811523,12.400256748199462,12.94120358467102,
1999-05-19,,,13.879959106445312,13.425555992126466,13.082687759399414,12.892665004730224,12.438261394500733,12.942029762268067,
1999-05-20,,,13.673417091369627,13.532961463928222,13.090950012207031,12.967021989822388,12.472961406707764,12.923440561294555,
1999-05-21,,,13.219011306762695,13.599056816101074,13.062033367156982,13.00833158493042,12.491963748931886,12.900307302474976,
1999-05-24,,,13.13638973236084,13.532962036132812,13.123997783660888,13.037248182296754,12.491137542724609,12.892458486557008,10.471417548656463
1999-05-25,,,12.847222328186035,13.351199913024903,13.206616401672363,13.045509767532348,12.483701763153077,12.889153709411621,10.492691881656647
1999-05-26,,,12.55805778503418,13.086819648742676,13.25618782043457,13.028985929489135,12.471722030639649,12.877587022781372,10.51252039194107
1999-05-27,,,12.310200691223145,12.81417636871338,13.1735689163208,13.02485499382019,12.46346004486084,12.851975173950196,10.531109616756439
1999-05-28,,,13.301631927490234,12.830700492858886,13.21487865447998,13.057902622222901,12.479983863830567,12.836897230148315,10.554655997753143
1999-05-31,55.318081588433394,A,13.301631927490234,12.863748931884766,13.19835548400879,13.095081329345703,12.495681591033936,12.825330581665039,10.578202378749847
1999-06-01,55.08735986625222,P,12.26889419555664,12.748083305358886,13.049641609191895,13.045509910583496,12.499812602996826,12.809219932556152,10.596585071086883
1999-06-02,54.88567998495355,P,11.814491271972656,12.599370002746582,12.843094825744629,12.96289129257202,12.493203144073487,12.793522367477417,10.615174310207367
1999-06-03,54.989805794995526,P,12.186277389526367,12.574585342407227,12.694380855560302,12.892665433883668,12.497334156036377,12.776998653411866,10.639340333938598
1999-06-04,54.93387544601478,P,13.0537748336792,12.52501392364502,12.677857208251954,12.869945287704468,12.520467491149903,12.76377968788147,10.671561679840089
1999-06-07,54.84704636664114,P,12.640679359436035,12.392823410034179,12.628286170959473,12.87614197731018,12.53038179397583,12.746429767608642,10.707913970947265
1999-06-08,55.193328023115235,P,12.516745567321776,12.442393684387207,12.595238494873048,12.900927448272705,12.542774543762206,12.725361928939819,10.742407305240631
1999-06-09,55.77117456093916,P,12.805912017822266,12.64067783355713,12.620023918151855,12.938105869293214,12.560950622558593,12.703054819107056,10.774835166931153
1999-06-10,56.042386376423224,A,12.55805778503418,12.715033912658692,12.64480962753296,12.90918927192688,12.560950622558593,12.686531038284302,10.808708872795105
1999-06-11,55.95400179856602,A,12.475440979003906,12.599367141723633,12.562190532684326,12.888534593582154,12.559298286437988,12.679095335006714,10.843408770561219
1999-06-14,55.71954269170434,P,11.89710807800293,12.450652885437012,12.421738147735596,12.810046815872193,12.55764591217041,12.655135860443115,10.875217003822327
1999-06-15,55.48204756575899,P,12.06234359741211,12.359772491455079,12.401083087921142,12.725362348556517,12.56177677154541,12.63365493774414,10.902894284725189
1999-06-16,55.366133279850395,P,12.805912017822266,12.359772491455079,12.500225162506103,12.671659994125367,12.578713512420654,12.61919659614563,10.935528700351716
1999-06-17,55.49634040697362,P,13.09507942199707,12.467176818847657,12.591105365753174,12.642743110656738,12.598955039978028,12.608869247436523,10.970435135364532
1999-06-18,55.71405000414347,P,13.0537748336792,12.582843589782716,12.591105365753174,12.634481287002563,12.618783664703368,12.596476440429688,11.005961239337921
1999-06-21,56.12604798936047,A,12.764605522155762,12.75634307861328,12.603497982025146,12.61589207649231,12.633655052185059,12.581605033874512,11.040041496753693
1999-06-22,56.25057047623083,A,12.186277389526367,12.781129837036133,12.570451164245606,12.582844829559326,12.636133728027344,12.558884840011597,11.072056300640106
1999-06-23,56.23042743606792,A,12.640679359436035,12.748083305358886,12.553927898406982,12.586975908279419,12.651005153656007,12.54236107826233,11.109234774112702
1999-06-24,55.85305402491332,P,11.89710807800293,12.508489036560059,12.487832927703858,12.566321277618409,12.655962333679199,12.51757544517517,11.141352834701538
1999-06-25,55.31322012697663,P,11.360085487365724,12.169751167297363,12.37629737854004,12.469243955612182,12.656788501739502,12.487419586181641,11.170889050960541
1999-06-28,55.18403683212617,P,12.310200691223145,12.07887020111084,12.417606639862061,12.419672393798828,12.676616973876953,12.466764879226684,11.209306788444518
1999-06-29,55.58490111460225,P,13.0537748336792,12.252369689941407,12.51674976348877,12.458916425704956,12.71338243484497,12.457676830291748,11.24813764333725
1999-06-30,56.00691480496411,P,13.756032943725586,12.475440406799317,12.611761856079102,12.555993509292602,12.748082370758057,12.456437568664551,11.289240500926972
1999-07-01,56.84440480822247,A,14.127814292907717,12.921581649780274,12.715035343170166,12.65307035446167,12.786913108825683,12.467591075897216,11.329930255413055
1999-07-02,57.8935939832139,A,14.086509704589844,13.466866493225098,12.81830883026123,12.704707098007201,12.82078691482544,12.484527978897095,11.3693807554245
1999-07-05,58.47027136354638,A,14.086509704589844,13.822128295898438,12.950499248504638,12.776998615264892,12.851355953216553,12.501464881896972,11.408831255435944
1999-07-06,58.48440322742719,A,13.54948616027832,13.921270561218261,13.086820125579834,12.828635644912719,12.868705863952636,12.511379165649414,11.445080275535583
1999-07-07,58.032402451243854,A,12.847222328186035,13.739508438110352,13.107474422454834,12.830701160430909,12.867879619598389,12.518401746749879,11.477508137226105
1999-07-08,57.574236835698535,A,13.17770004272461,13.54948558807373,13.235533618927002,12.86168327331543,12.88357723236084,12.526250553131103,11.514066960811615
1999-07-09,57.17637026798252,A,13.26032257080078,13.384248161315918,13.425557327270507,12.900927352905274,12.895970096588135,12.53575177192688,11.551038897037506
1999-07-12,57.049597587646666,A,13.962579727172852,13.35946216583252,13.590795230865478,13.00420093536377,12.924060535430907,12.55021011352539,11.594413776397705
1999-07-13,57.37611005072876,A,14.788766860961914,13.607318305969239,13.76429443359375,13.14052209854126,12.95462942123413,12.57334337234497,11.640680303573609
1999-07-14,58.607490976634104,A,16.52376365661621,14.342626571655273,14.041067504882813,13.326414680480957,13.015767421722412,12.613413553237915,11.697480750083923
1999-07-15,59.270942040317856,A,15.449713706970217,14.797029304504395,14.173257446289062,13.444146394729614,13.052945804595947,12.641503896713257,11.753868072032928
1999-07-16,60.05402610715796,A,15.862812042236328,15.317527198791504,14.350887680053711,13.58459825515747,13.100038490295411,12.687770442962647,11.81252742767334
1999-07-19,60.77961678698809,A,16.399831771850586,15.80497760772705,14.582219886779786,13.766359567642212,13.177700214385986,12.737754821777344,11.873871881961822
1999-07-20,61.1240641183241,A,15.986742973327637,16.044572830200195,14.825945568084716,13.956382846832275,13.257014350891113,12.784434480667114,11.930672330856323
1999-07-21,60.89265438121837,A,16.441139221191406,16.028047943115233,15.185337257385253,14.146405839920044,13.3445902633667,12.835658102035522,11.987679290771485
1999-07-22,60.870306521065324,A,15.656262397766112,16.069357681274415,15.433193492889405,14.334363555908203,13.394987716674805,12.872423458099366,12.040968413352966
1999-07-23,60.72717224988367,A,15.945432662963867,16.085881805419923,15.701704502105713,14.56363091468811,13.456125679016113,12.908775777816773,12.0946706533432
1999-07-26,60.263675758320495,A,16.028045654296875,16.01152458190918,15.908251094818116,14.749523162841797,13.507349319458008,12.944301824569703,12.146513938903809
1999-07-27,59.63563841811756,A,15.367094993591309,15.887594985961915,15.966083908081055,14.865189170837402,13.539570560455322,12.969913654327392,12.19236736536026
1999-07-28,58.734913585517425,A,15.077937126159668,15.614954566955566,15.8215012550354,14.931284379959106,13.56353012084961,13.00089575767517,12.234709522724152
1999-07-29,58.159123576180725,A,15.11924171447754,15.50755043029785,15.788454055786133,14.980855751037598,13.592446613311768,13.032704010009766,12.272507627010345
