Date,GRADE,GPS,WAT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-08-29,48.613675407509895,C,24.90999984741211,25.559999847412108,25.761999702453615,24.39849967956543,23.114199829101562,24.831399936676025,29.50389994621277
2002-08-30,48.34321760759688,C,24.979999542236328,25.355999755859376,25.758999633789063,24.534999656677247,23.143799819946288,24.821499938964845,29.440549936294556
2002-09-02,48.091079164260925,C,24.979999542236328,25.07599983215332,25.693999671936034,24.747999668121338,23.17379981994629,24.808299942016603,29.378849935531616
2002-09-03,47.79334581230061,B,23.76000022888184,24.731999969482423,25.48199977874756,24.855999660491943,23.187199821472166,24.769899940490724,29.31154993057251
2002-09-04,47.62338993646534,B,24.13999938964844,24.55399971008301,25.229999732971194,24.958999633789062,23.18599979400635,24.716799926757812,29.250949935913084
2002-09-05,47.3089347147535,B,23.700000762939453,24.311999893188478,24.935999870300293,24.945999717712404,23.15319980621338,24.661499938964845,29.185599937438965
2002-09-06,47.01816712324455,B,24.020000457763672,24.120000076293945,24.73799991607666,24.936499786376952,23.099599800109864,24.603999938964844,29.12294994354248
2002-09-09,47.019074923363156,B,25.559999465942383,24.236000061035156,24.65599994659424,25.024499797821044,23.11079978942871,24.569599933624268,29.070749940872194
2002-09-10,47.51589923337622,C,26.71999931335449,24.827999877929688,24.779999923706054,25.199999809265137,23.157199783325197,24.566299934387207,29.016399936676024
2002-09-11,47.988129874096366,C,26.690000534057617,25.338000106811524,24.945999908447266,25.333499813079833,23.22139980316162,24.562199935913085,28.95659993171692
2002-09-12,48.490223758199306,C,25.920000076293945,25.78199996948242,25.04699993133545,25.404499816894532,23.270199813842773,24.55259994506836,28.892049922943116
2002-09-13,48.90110605908202,C,25.8799991607666,26.153999710083006,25.136999893188477,25.44799976348877,23.282599792480468,24.54689992904663,28.83019991874695
2002-09-16,48.93844105679499,C,25.520000457763672,26.145999908447266,25.19099998474121,25.442499828338622,23.34459980010986,24.53859992980957,28.7677499294281
2002-09-17,48.577077658958,C,25.1299991607666,25.827999877929688,25.327999877929688,25.404999828338624,23.392799797058107,24.52039991378784,28.705899925231932
2002-09-18,48.15570652573725,C,24.600000381469727,25.40999984741211,25.373999977111815,25.301999855041505,23.45139980316162,24.49509992599487,28.647649927139284
2002-09-19,47.782254785134846,B,23.81999969482422,24.989999771118164,25.385999870300292,25.160999870300294,23.500399780273437,24.461799926757813,28.587499933242796
2002-09-20,47.58253022655478,B,24.600000381469727,24.73400001525879,25.4439998626709,25.09099988937378,23.546599769592284,24.438799934387205,28.531249942779542
2002-09-23,47.41113922943827,B,24.32999992370605,24.495999908447267,25.320999908447266,24.988499927520753,23.61539978027344,24.418799934387206,28.471799936294556
2002-09-24,47.36371435265877,B,24.670000076293945,24.404000091552735,25.11599998474121,24.947999954223633,23.684599800109865,24.407099933624266,28.40589994430542
2002-09-25,47.613274218971696,B,25.959999084472656,24.67599983215332,25.042999839782716,24.99449987411499,23.789799766540526,24.39299991607666,28.34089994430542
2002-09-26,47.984224577304424,B,25.75,25.061999893188478,25.02599983215332,25.036499881744383,23.91419975280762,24.379499912261963,28.27499994277954
2002-09-27,48.04407864906616,B,24.61000061035156,25.063999938964844,24.898999977111814,25.017999935150147,24.028799781799318,24.357699909210204,28.203549938201903
2002-09-30,48.147736794991324,B,24.25,25.047999954223634,24.771999931335447,24.98149995803833,24.15439979553223,24.331699905395507,28.129949932098388
2002-10-01,48.376960574916986,C,25.31999969482422,25.177999877929686,24.79099998474121,25.05949993133545,24.276199798583985,24.310499897003172,28.061699924468993
2002-10-02,48.17897752270563,C,24.700000762939453,24.92600021362305,24.801000022888182,25.0875,24.370199813842774,24.26489990234375,27.981649932861327
2002-10-03,47.93491291181033,B,24.309999465942383,24.638000106811525,24.849999999999998,25.117999935150145,24.455199813842775,24.225199890136718,27.907199926376343
2002-10-04,47.79643842380508,B,23.729999542236328,24.461999893188477,24.76299991607666,25.10349988937378,24.516599807739258,24.178999881744385,27.825849924087525
2002-10-07,47.65616224260637,B,23.790000915527344,24.370000076293945,24.709000015258788,25.01499996185303,24.54779983520508,24.13689989089966,27.75104992866516
2002-10-08,47.490052855640705,B,25.270000457763672,24.360000228881837,24.76900005340576,24.942500019073485,24.59919982910156,24.114799900054933,27.68364993095398
2002-10-09,47.57732962937336,B,25.6299991607666,24.545999908447264,24.736000061035156,24.889499950408936,24.65759983062744,24.097099895477296,27.618049926757813
2002-10-10,47.76926670841382,B,26.1200008392334,24.908000183105468,24.773000144958495,24.89949998855591,24.728599853515625,24.07659990310669,27.558699922561644
2002-10-11,48.21070543388367,C,26.61000061035156,25.484000396728515,24.973000144958498,24.936000061035156,24.815799865722656,24.070599918365478,27.49729992866516
2002-10-14,48.84977676567747,C,27.450000762939453,26.216000366210938,25.29300022125244,25.032500076293946,24.950399894714355,24.072999935150147,27.440849924087523
2002-10-15,49.1551013888301,C,26.899999618530277,26.542000198364256,25.451000213623047,25.12100009918213,25.056399879455565,24.067299938201906,27.3859499168396
2002-10-16,49.54215925912066,C,27.649999618530277,26.94600028991699,25.74600009918213,25.273500061035158,25.167799873352052,24.072299938201905,27.332199907302858
2002-10-17,49.68968009985681,C,27.06999969482422,27.136000061035155,26.022000122070313,25.436000061035156,25.22999988555908,24.072999935150147,27.275799913406374
2002-10-18,49.614750418144354,A,26.75,27.163999938964842,26.32400016784668,25.54350004196167,25.280799903869628,24.073899936676025,27.22099991798401
2002-10-21,49.537851273778266,A,27.899999618530277,27.253999710083008,26.73500003814697,25.72200002670288,25.362799911499025,24.103399925231933,27.174499912261965
2002-10-22,48.971632247737055,A,23.61000061035156,26.595999908447265,26.569000053405762,25.66900005340576,25.370799942016603,24.084099922180176,27.111549911499022
2002-10-23,48.309239370958856,A,24.200000762939453,25.9060001373291,26.42600021362305,25.581000137329102,25.374399948120118,24.08199993133545,27.059549922943116
2002-10-24,47.664570433145165,A,23.549999237060547,25.202000045776366,26.16900005340576,25.471000099182127,25.355399932861328,24.07459991455078,27.001799926757812
2002-10-25,47.305326709026986,P,24.809999465942383,24.813999938964844,25.988999938964845,25.48100004196167,25.35139991760254,24.075299911499023,26.95634991645813
2002-10-28,46.62995253725722,B,24.530000686645508,24.14000015258789,25.696999931335448,25.495000076293945,25.329399948120116,24.07229991912842,26.909499912261964
2002-10-29,46.866068687196446,B,24.5,24.318000030517577,25.45699996948242,25.454000091552736,25.301799964904784,24.076099910736083,26.870999908447267
2002-10-30,47.11770556180798,B,25.299999237060547,24.5379997253418,25.22199993133545,25.48400001525879,25.274599952697756,24.087099895477294,26.825749912261962
2002-10-31,47.52021676567412,B,25.18000030517578,24.863999938964845,25.032999992370605,25.527500057220458,25.2453999710083,24.102199897766113,26.779999904632568
2002-11-01,47.807555455029025,C,26.020000457763672,25.1060001373291,24.960000038146973,25.642000102996825,25.245799980163575,24.127899894714357,26.73549991607666
2002-11-04,48.18004367195556,C,26.0,25.4,24.770000076293947,25.75250005722046,25.238199996948243,24.14239990234375,26.693299922943115
2002-11-05,48.50541682404048,C,26.200000762939453,25.74000015258789,25.029000091552735,25.79900007247925,25.252600021362305,24.15889991760254,26.655549926757814
2002-11-06,48.76971820524876,A,26.540000915527344,25.98800048828125,25.263000106811525,25.844500160217287,25.28280002593994,24.181599922180176,26.612949924468992
2002-11-07,48.96702051285967,A,26.190000534057617,26.190000534057617,25.52700023651123,25.848000144958498,25.30840003967285,24.211299934387206,26.570899934768676
2002-11-08,48.88813284557921,A,25.799999237060547,26.14600028991699,25.626000213623048,25.807500076293945,25.324800033569336,24.234299926757814,26.523949937820433
2002-11-11,48.751561613742716,A,25.06999969482422,25.960000228881835,25.68000011444092,25.688500022888185,25.326600036621095,24.250199928283692,26.48029994010925
2002-11-12,48.569711412393126,A,25.690000534057617,25.858000183105467,25.79900016784668,25.62800006866455,25.36520004272461,24.27619993209839,26.439149951934816
2002-11-13,48.354978694711086,P,25.920000076293945,25.73400001525879,25.86100025177002,25.541500091552734,25.40080005645752,24.293399925231935,26.39949995994568
2002-11-14,48.2797783011276,P,26.5,25.795999908447264,25.99300022125244,25.513000106811525,25.45680004119873,24.304999923706056,26.365049962997436
2002-11-15,48.32209169513235,P,26.350000381469727,25.9060001373291,26.026000213623046,25.49300012588501,25.50340003967285,24.301499919891356,26.32899995803833
2002-11-18,48.39488913510016,A,25.950000762939453,26.08200035095215,26.02100028991699,25.39550018310547,25.511200065612794,24.31099992752075,26.2841499710083
2002-11-19,48.52280809710525,A,26.86000061035156,26.316000366210936,26.0870002746582,25.55800018310547,25.514000091552735,24.335599937438964,26.23924997329712
2002-11-20,48.71182648432268,A,27.07999992370605,26.54800033569336,26.141000175476073,25.7020001411438,25.521800079345702,24.371599941253663,26.195649976730348
2002-11-21,48.89315173832937,A,27.700000762939453,26.78800048828125,26.292000198364256,25.909500217437746,25.557400093078613,24.413799953460693,26.156949987411497
2002-11-22,49.028378925538846,A,27.25,26.968000411987305,26.437000274658203,26.031500244140624,25.58480010986328,24.433699951171874,26.117949991226197
2002-11-25,49.285148070922766,A,26.88999938964844,27.1560001373291,26.619000244140626,26.149500179290772,25.612200088500977,24.47839994430542,26.077149991989135
2002-11-26,49.13940499085617,A,25.88999938964844,26.961999893188477,26.639000129699706,26.219000148773194,25.627400093078613,24.510099945068358,26.032099981307983
2002-11-27,49.06664021109512,A,26.479999542236328,26.841999816894532,26.695000076293944,26.278000164031983,25.665000076293946,24.558199939727782,25.991999979019166
2002-11-28,48.852933464381124,A,26.479999542236328,26.597999572753906,26.693000030517577,26.34300012588501,25.718200073242187,24.609299926757814,25.95364996910095
2002-11-29,48.76968006286435,A,26.799999237060547,26.507999420166016,26.73799991607666,26.382000064849855,25.762200050354004,24.654399909973144,25.918149957656862
2002-12-02,48.68806085614566,A,26.63999938964844,26.457999420166015,26.80699977874756,26.414000034332275,25.80840003967285,24.711899909973145,25.887599954605104
2002-12-03,48.657979473769444,A,25.559999465942383,26.391999435424804,26.676999664306642,26.381999969482422,25.82620002746582,24.75539991378784,25.85309995651245
2002-12-04,48.48967950729921,P,25.61000061035156,26.21799964904785,26.52999973297119,26.335499954223632,25.819200057983398,24.804499912261964,25.81954996109009
2002-12-05,48.34620713630792,P,25.489999771118164,26.019999694824218,26.308999633789064,26.30049991607666,25.814000053405763,24.86409990310669,25.79074995994568
2002-12-06,48.21753827263128,P,25.3700008392334,25.73400001525879,26.1209997177124,26.278999996185302,25.8292000579834,24.928999919891357,25.77069996833801
2002-12-09,47.95152202254723,P,24.440000534057617,25.294000244140626,25.87599983215332,26.247500038146974,25.83300006866455,24.993699932098387,25.74344997406006
2002-12-10,47.81578976234474,B,24.040000915527344,24.990000534057618,25.69099998474121,26.16500005722046,25.807400093078613,25.0417999458313,25.711399974823
2002-12-11,47.767365368879894,B,24.420000076293945,24.752000427246095,25.48500003814697,26.090000057220458,25.801800079345703,25.08599994659424,25.681499977111816
2002-12-12,47.72366039729743,B,24.540000915527344,24.56200065612793,25.291000175476075,25.992000102996826,25.806400108337403,25.130799961090087,25.646949977874755
2002-12-13,46.93734350024406,B,20.149999618530277,23.518000411987305,24.62600021362305,25.682000064849852,25.734800109863283,25.12569995880127,25.583899984359743
2002-12-16,46.40538928092425,B,20.959999084472656,22.822000122070314,24.05800018310547,25.432499980926515,25.678200073242188,25.112999954223632,25.52429997444153
2002-12-17,45.90985648795791,B,20.950000762939453,22.204000091552736,23.597000312805175,25.136999988555907,25.591800079345703,25.095499954223634,25.466549978256225
2002-12-18,45.34110883745623,B,20.96999931335449,21.513999938964844,23.13300018310547,24.83149995803833,25.49860008239746,25.07809995651245,25.4041499710083
2002-12-19,44.68344065848618,B,20.59000015258789,20.723999786376954,22.643000221252443,24.475999927520753,25.38800006866455,25.05829996109009,25.340199966430664
2002-12-20,44.97470492495891,B,20.799999237060547,20.85399971008301,22.186000061035156,24.15349988937378,25.27180004119873,25.04379995346069,25.274199962615967
2002-12-23,45.14206238556533,B,20.81999969482422,20.82599983215332,21.823999977111818,23.84999990463257,25.139200019836426,25.04479995727539,25.22104995727539
2002-12-24,45.34045198887864,B,20.690000534057617,20.773999786376955,21.488999938964845,23.589999961853028,25.015000038146972,25.03569995880127,25.17354995727539
2002-12-25,45.51870278875632,B,20.690000534057617,20.71800003051758,21.11599998474121,23.300500011444093,24.87580005645752,25.021799964904787,25.121749963760376
2002-12-26,45.847749684033744,B,20.989999771118164,20.797999954223634,20.760999870300292,23.026000022888184,24.754200057983397,24.99209997177124,25.08069995880127
2002-12-27,46.03159193653678,B,20.75,20.788000106811523,20.820999908447266,22.723500061035157,24.6342000579834,24.957499980926514,25.03894995689392
2002-12-30,46.23557045110573,B,21.38999938964844,20.90200004577637,20.863999938964845,22.461000061035158,24.50400005340576,24.933399982452393,25.001799955368043
2002-12-31,46.601147014434474,B,21.780000686645508,21.120000076293945,20.946999931335448,22.272000122070313,24.46740005493164,24.91909999847412,24.96824995994568
2003-01-01,47.00921135892968,B,21.780000686645508,21.338000106811524,21.02800006866455,22.08050012588501,24.41900005340576,24.89670000076294,24.937699966430664
2003-01-02,47.39494706670494,C,22.020000457763672,21.544000244140626,21.17100009918213,21.907000160217287,24.388400077819824,24.871900005340578,24.90794997215271
2003-01-03,47.595802615326704,C,21.68000030517578,21.730000305175782,21.25900020599365,21.722500133514405,24.325800094604492,24.838600006103515,24.876499977111816
2003-01-06,47.76377831423045,C,21.920000076293945,21.836000442504883,21.369000244140626,21.59650011062622,24.27360008239746,24.80150001525879,24.846599979400636
2003-01-07,47.64210277875685,C,21.290000915527344,21.73800048828125,21.429000282287596,21.45900011062622,24.20940010070801,24.755600032806395,24.81804998397827
2003-01-08,47.4443878850338,C,20.90999984741211,21.56400032043457,21.451000213623047,21.283500099182127,24.12160011291504,24.698100032806398,24.7881999874115
2003-01-09,47.19089654105415,B,21.01000022888184,21.362000274658204,21.453000259399413,21.107000064849853,24.03820011138916,24.64180004119873,24.75724998474121
2003-01-10,47.14598639036143,B,21.0,21.226000213623045,21.478000259399415,21.14950008392334,23.937800102233886,24.59180004119873,24.72824998855591
2003-01-13,47.02779488849391,B,21.059999465942383,21.054000091552734,21.44500026702881,21.154500102996828,23.839000091552734,24.538600044250487,24.70114998817444
2003-01-14,47.06465875404194,B,21.299999237060547,21.055999755859375,21.397000122070313,21.172000026702882,23.741000061035155,24.496800041198732,24.67364998817444
2003-01-15,47.21119103959569,B,21.270000457763672,21.12799987792969,21.346000099182127,21.18700008392334,23.635600051879884,24.459200038909913,24.64689998626709
2003-01-16,47.42491294601916,B,21.5,21.22599983215332,21.29400005340576,21.232500076293945,23.54180004119873,24.42510004043579,24.628249988555908
2003-01-17,47.44626066703028,C,21.059999465942383,21.237999725341798,21.231999969482423,21.245500087738037,23.447000045776367,24.38590003967285,24.603699989318848
2003-01-20,47.51375347296312,C,21.059999465942383,21.237999725341798,21.145999908447266,21.257500076293944,23.36680004119873,24.346700038909912,24.577499990463256
2003-01-21,47.48669472759061,C,20.809999465942383,21.139999771118163,21.09799976348877,21.263500022888184,23.269200019836425,24.317200031280517,24.54354998588562
2003-01-22,47.382137593378324,B,20.51000022888184,20.9879997253418,21.05799980163574,21.254500007629396,23.161000022888185,24.28090003967285,24.498849983215333
2003-01-23,47.2674157050345,B,20.96999931335449,20.881999588012697,21.05399971008301,21.25349998474121,23.050400009155272,24.253600025177,24.457549982070923
2003-01-24,47.13896014766453,B,20.350000381469727,20.739999771118164,20.98899974822998,21.233500003814697,22.930400009155274,24.216900024414063,24.410449981689453
2003-01-27,46.949358944498364,B,20.100000381469727,20.547999954223634,20.892999839782714,21.16900005340576,22.813400001525878,24.162300033569338,24.365949983596803
2003-01-28,47.09827856074069,B,22.170000076293945,20.820000076293944,20.979999923706053,21.188500022888185,22.719599990844728,24.11680004119873,24.34154998779297
2003-01-29,47.370821232172034,C,22.489999771118164,21.21599998474121,21.101999855041505,21.223999977111816,22.62779998779297,24.074800033569336,24.318499984741212
2003-01-30,47.57974842184967,C,22.61000061035156,21.544000244140623,21.21299991607666,21.25349998474121,22.525999984741212,24.041700038909912,24.297149991989137
2003-01-31,48.00284743469882,C,23.049999237060547,22.084000015258788,21.411999893188476,21.321999931335448,22.44199996948242,24.013400039672852,24.280149984359742
2003-02-03,48.53743906365568,C,23.239999771118164,22.711999893188477,21.629999923706055,21.38799991607666,22.368999977111816,23.990600032806398,24.264599981307985
2003-02-04,48.64679871748365,C,22.82999992370605,22.8439998626709,21.83199996948242,21.464999866485595,22.30779998779297,23.96760004043579,24.243999977111816
2003-02-05,48.71957705293079,C,23.0,22.945999908447266,22.08099994659424,21.56949987411499,22.238199996948243,23.951600036621095,24.223349981307983
2003-02-06,48.76450132822499,C,22.799999237060547,22.98399963378906,22.263999938964844,21.658999824523924,22.164599990844728,23.941400032043457,24.201599979400633
2003-02-07,48.62493378895974,C,22.59000015258789,22.891999816894533,22.48799991607666,21.73849983215332,22.080400009155273,23.92130002975464,24.180049982070923
2003-02-10,48.5177148928156,C,23.040000915527344,22.852000045776368,22.78199996948242,21.83749990463257,22.00840003967285,23.908400039672852,24.16359998703003
2003-02-11,48.45258944179682,C,22.770000457763672,22.84000015258789,22.842000007629395,21.910999965667724,21.952600059509276,23.889400043487548,24.148249988555907
2003-02-12,48.301144868569956,C,22.729999542236328,22.786000061035157,22.86599998474121,21.983999919891357,21.89500003814697,23.857100048065185,24.125049982070923
2003-02-13,48.1845196331218,C,22.61000061035156,22.74800033569336,22.865999984741208,22.039499950408935,21.837400054931642,23.825700054168703,24.10259998321533
2003-02-14,48.235520196615084,C,23.209999084472656,22.87200012207031,22.88199996948242,22.14699993133545,21.794200019836424,23.811700038909912,24.084699974060058
2003-02-17,48.19918925499508,C,23.209999084472656,22.905999755859376,22.878999900817867,22.254499912261963,21.769599990844725,23.80130002975464,24.066499967575073
2003-02-18,48.31605094896955,C,23.549999237060547,23.06199951171875,22.95099983215332,22.39149990081787,21.75979995727539,23.783600025177,24.04704996109009
2003-02-19,48.44429116225459,C,23.32999992370605,23.181999588012694,22.983999824523927,22.532499885559083,21.737999954223632,23.769900016784668,24.01739995956421
2003-02-20,48.53480312371366,C,22.920000076293945,23.243999481201172,22.995999908447267,22.629999923706055,21.705599937438965,23.756000022888184,23.99059995651245
2003-02-21,48.62761408760425,C,23.1299991607666,23.22799949645996,23.049999809265138,22.7689998626709,21.765199928283693,23.750000019073486,23.964499950408936
2003-02-24,48.711931384262755,C,23.190000534057617,23.223999786376954,23.064999771118163,22.923499870300294,21.80979995727539,23.744000015258788,23.940449953079224
2003-02-25,48.70827662974955,C,23.56999969482422,23.227999877929687,23.144999694824218,22.993499851226808,21.862199935913086,23.727000007629396,23.920899953842163
2003-02-26,48.773442055891614,C,23.690000534057617,23.3,23.24099979400635,23.05349988937378,21.916599960327147,23.707600021362303,23.9023499584198
2003-02-27,49.00952195533241,C,24.38999938964844,23.5939998626709,23.418999671936035,23.14249982833862,21.99259994506836,23.690300006866455,23.883449954986574
2003-02-28,48.88880352467398,C,23.170000076293945,23.602000045776368,23.414999771118165,23.14849987030029,22.039999961853027,23.65590000152588,23.86324995994568
2003-03-03,48.71536232020642,C,22.8700008392334,23.538000106811523,23.380999946594237,23.129999923706055,22.08099998474121,23.610100002288817,23.841549968719484
2003-03-04,48.494807850620276,C,22.559999465942383,23.336000061035158,23.28199996948242,23.11649990081787,22.118399963378906,23.56670000076294,23.81699996948242
2003-03-05,48.30902279128617,C,22.959999084472656,23.189999771118163,23.244999885559082,23.114499855041505,22.163799934387207,23.519799995422364,23.796049966812134
2003-03-06,47.95692081923687,B,22.75,22.861999893188475,23.227999877929687,23.111999893188475,22.198999938964842,23.47659999847412,23.774799966812132
2003-03-07,47.92781299409043,B,22.8700008392334,22.802000045776367,23.202000045776366,23.125999927520752,22.24139995574951,23.437800006866453,23.75584997177124
2003-03-10,47.85853539206136,B,22.239999771118164,22.67599983215332,23.106999969482423,23.08599987030029,22.258399963378906,23.381200008392334,23.742299966812134
2003-03-11,47.84425170343197,B,21.850000381469727,22.53400001525879,22.935000038146974,23.039999866485594,22.25979995727539,23.363600006103514,23.723849964141845
2003-03-12,47.6102191030455,B,20.899999618530277,22.12200012207031,22.65599994659424,22.948499870300292,22.242199935913085,23.330599994659423,23.706299962997438
2003-03-13,47.52581836175694,B,21.6200008392334,21.89600028991699,22.379000091552733,22.898999881744384,22.23419994354248,23.31130001068115,23.692949962615966
2003-03-14,47.3198922007845,B,21.3700008392334,21.596000289916994,22.19900016784668,22.806999969482423,22.227999954223634,23.27690002441406,23.676099967956542
2003-03-17,47.39623951392222,B,22.239999771118164,21.596000289916994,22.136000061035155,22.758500003814696,22.234399948120117,23.25400001525879,23.663149967193604
2003-03-18,47.484733901816746,B,22.0,21.626000213623048,22.080000114440917,22.68100004196167,22.248599929809572,23.22900001525879,23.652549962997437
2003-03-19,47.667185377676276,B,21.31999969482422,21.710000228881835,21.916000175476075,22.580500030517577,22.25679992675781,23.189200019836427,23.63814995765686
2003-03-20,47.75974292302484,B,21.5,21.686000061035156,21.791000175476075,22.50950002670288,22.266599922180177,23.152400016784668,23.62729995727539
2003-03-21,47.86842894977144,B,21.440000534057617,21.7,21.648000144958495,22.42500009536743,22.27539993286133,23.106600017547606,23.61724995613098
2003-03-24,47.690440996363805,B,20.950000762939453,21.44200019836426,21.519000244140624,22.313000106811522,22.27319995880127,23.056100025177003,23.599249963760375
2003-03-25,47.54651856952119,B,21.149999618530277,21.272000122070313,21.449000167846684,22.192000102996825,22.270199966430663,23.00560001373291,23.582249965667724
2003-03-26,47.55746867974494,B,21.270000457763672,21.262000274658202,21.48600025177002,22.07100009918213,22.270199966430663,22.95290000915527,23.567249965667724
2003-03-27,47.50126478444458,B,21.200000762939453,21.202000427246094,21.444000244140625,21.91150016784668,22.264199981689455,22.903000011444092,23.55714997291565
2003-03-28,47.52243925332372,B,21.25,21.16400032043457,21.432000160217285,21.81550016403198,22.267999992370605,22.857500019073488,23.54589997291565
2003-03-31,47.65172868023029,B,21.15999984741211,21.206000137329102,21.32400016784668,21.73000011444092,22.27,22.818400020599366,23.534299974441527
2003-04-01,47.731416201638694,B,21.049999237060547,21.186000061035156,21.229000091552734,21.654500102996828,22.274799995422363,22.772000007629394,23.52409996986389
2003-04-02,47.791711313580144,B,21.459999084472656,21.223999786376954,21.243000030517578,21.579500102996825,22.29379997253418,22.72739999771118,23.510399961471556
2003-04-03,47.92779525318343,B,21.799999237060547,21.343999481201173,21.272999954223632,21.532000064849854,22.3103999710083,22.68039999008179,23.492699956893922
2003-04-04,47.87532930986251,B,21.01000022888184,21.29599952697754,21.229999923706053,21.439000034332274,22.323599967956543,22.62699998855591,23.464249954223632
2003-04-07,47.88129538963408,B,20.93000030517578,21.249999618530275,21.227999877929687,21.373500061035156,22.340199966430664,22.576799983978272,23.44389995574951
2003-04-08,47.83955904110494,B,20.81999969482422,21.203999710083007,21.19499988555908,21.32200002670288,22.31319995880127,22.516399974823,23.42599995613098
2003-04-09,47.682044740524965,B,20.479999542236328,21.00799980163574,21.11599979400635,21.301000022888182,22.272999954223632,22.450399971008302,23.410999956130983
2003-04-10,47.49067210226385,B,20.700000762939453,20.788000106811523,21.06599979400635,21.255000019073485,22.234799957275392,22.380399971008302,23.397099962234496
2003-04-11,47.40319005173683,B,20.420000076293945,20.670000076293945,20.982999801635742,21.207499980926514,22.182199974060058,22.31209997177124,23.372899961471557
2003-04-14,47.290041393979635,B,20.489999771118164,20.58199996948242,20.915999794006346,21.119999980926515,22.12719997406006,22.248099975585937,23.36324995994568
2003-04-15,47.32191979339799,B,20.82999992370605,20.584000015258788,20.8939998626709,21.061499977111815,22.08719997406006,22.197499980926512,23.353799962997435
2003-04-16,47.355611201465734,B,20.3799991607666,20.563999938964844,20.785999870300294,21.014499950408936,22.03479995727539,22.136499977111818,23.347349958419798
2003-04-17,47.45628259817943,B,20.8799991607666,20.599999618530273,20.6939998626709,20.983499908447264,21.99639995574951,22.08049997329712,23.344899950027465
2003-04-18,47.61308699852978,B,20.8799991607666,20.691999435424805,20.680999755859375,20.955499839782714,21.962199935913088,22.02129997253418,23.337849941253662
2003-04-21,47.802950684711355,B,21.149999618530277,20.823999404907227,20.702999687194826,20.965499782562254,21.924399909973143,21.966399974823,23.33914994239807
2003-04-22,48.23989450996103,C,23.299999237060547,21.317999267578124,20.950999641418456,21.07299976348877,21.934999885559083,21.94379997253418,23.34959994316101
2003-04-23,48.73088021707892,C,23.07999992370605,21.857999420166017,21.21099967956543,21.163499736785887,21.941999893188477,21.918499965667724,23.361499938964844
2003-04-24,49.1724389270569,C,23.21999931335449,22.325999450683593,21.462999534606933,21.26449966430664,21.954199867248533,21.895799961090088,23.379949932098388
2003-04-25,49.52420755171101,C,22.81999969482422,22.713999557495118,21.70299949645996,21.34299964904785,21.946399879455566,21.870299949645997,23.399649934768675
2003-04-28,49.93233866022729,A,23.520000457763672,23.187999725341797,22.00599956512451,21.46099967956543,21.952599906921385,21.861099948883055,23.427399940490723
2003-04-29,49.93148256431605,A,23.8799991607666,23.30399971008301,22.310999488830568,21.60249967575073,21.959199905395508,21.85949993133545,23.450649938583375
2003-04-30,49.95516681614841,A,24.01000022888184,23.489999771118164,22.67399959564209,21.72999973297119,21.972799911499024,21.855399932861328,23.470699939727783
2003-05-01,49.87291127158187,A,23.559999465942383,23.55799980163574,22.941999626159667,21.817999744415282,21.98559989929199,21.84559991836548,23.48819993972778
2003-05-02,50.11548720464297,A,24.700000762939453,23.93400001525879,23.32399978637695,22.002499771118163,22.016999931335448,21.89109992980957,23.50839994430542
2003-05-05,50.17907776019917,A,24.780000686645508,24.186000061035156,23.686999893188478,22.194999790191652,22.04879993438721,21.9292999458313,23.521149950027464
2003-05-06,50.19172283520592,A,24.649999618530277,24.34000015258789,23.821999931335448,22.38649978637695,22.070399932861328,21.96629993438721,23.53089994430542
2003-05-07,50.17787840576708,A,24.61000061035156,24.460000228881835,23.975,22.592999839782713,22.088799934387207,22.00269994735718,23.540399951934816
2003-05-08,50.247033543008115,A,24.489999771118164,24.64600028991699,24.102000045776368,22.78249979019165,22.090799942016602,22.04169994354248,23.549999952316284
2003-05-09,50.15753258248677,A,25.25,24.756000137329103,24.345000076293946,23.023999786376955,22.13239994049072,22.086199951171874,23.564999952316285
2003-05-12,50.18731507959203,A,25.68000030517578,24.936000061035156,24.561000061035156,23.283499813079835,22.18859992980957,22.13479995727539,23.58979995727539
2003-05-13,50.29293513958007,A,25.46999931335449,25.1,24.720000076293946,23.515499782562255,22.246799926757813,22.18259994506836,23.609149951934814
2003-05-14,50.46271371317878,A,25.920000076293945,25.361999893188475,24.911000061035157,23.792499828338624,22.305999946594238,22.234899940490724,23.628349952697754
2003-05-15,50.756967150720136,A,26.700000762939453,25.804000091552734,25.225000190734864,24.083499908447266,22.384999961853026,22.291999950408936,23.642049961090088
2003-05-16,50.89281301312095,A,26.899999618530277,26.13400001525879,25.445000076293944,24.384499931335448,22.465599937438967,22.353499946594237,23.655499963760377
2003-05-19,50.8364048147271,A,26.190000534057617,26.236000061035156,25.586000061035158,24.636499977111818,22.544599952697755,22.40149995803833,23.66744997024536
2003-05-20,50.894979124742655,A,26.799999237060547,26.502000045776366,25.801000022888182,24.811499977111815,22.64359992980957,22.45169994354248,23.6853999710083
2003-05-21,50.82276964304538,A,26.40999984741211,26.6,25.98099994659424,24.97799997329712,22.753799934387207,22.497999935150148,23.697349967956544
2003-05-22,50.70270851673856,A,27.200000762939453,26.7,26.252000045776366,25.177000045776367,22.86539993286133,22.549799938201904,23.71084997177124
2003-05-23,50.63983679546834,A,27.399999618530277,26.8,26.467000007629395,25.40600004196167,22.985999908447265,22.606999931335448,23.72279996871948
