Date,GRADE,GPS,WFC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.404367446899414,,,,,,
1983-11-22,,,0.4101442694664001,,,,,,
1983-11-23,,,0.404367446899414,,,,,,
1983-11-24,,,0.404367446899414,,,,,,
1983-11-25,,,0.404367446899414,0.4055228114128112,,,,,
1983-11-28,,,0.4072560369968414,0.4061005294322967,,,,,
1983-11-29,,,0.4101442694664001,0.4061005294322967,,,,,
1983-11-30,,,0.4014791548252105,0.40552287101745604,,,,,
1983-12-01,,,0.404367446899414,0.405522871017456,,,,,
1983-12-02,,,0.3971467018127441,0.40407872200012196,0.4048007667064666,,,,
1983-12-05,,,0.3942584693431854,0.4014792084693908,0.40378986895084373,,,,
1983-12-06,,,0.3855929970741272,0.3965689539909363,0.4013347417116164,,,,
1983-12-07,,,0.3855929970741272,0.3933917224407196,0.3994572967290878,,,,
1983-12-08,,,0.3855929970741272,0.3896368324756622,0.39757985174655913,,,,
1983-12-09,,,0.3827050626277923,0.38674850463867183,0.39541361331939695,,,,
1983-12-12,,,0.3855929970741272,0.38501541018486024,0.39324730932712554,,,,
1983-12-13,,,0.3798168897628784,0.38386018872261046,0.3902145713567734,,,,
1983-12-14,,,0.3653746843338012,0.3798165261745453,0.38660412430763247,,,,
1983-12-15,,,0.3653746843338012,0.3757728636264801,0.38270484805107113,,,,
1983-12-16,,,0.3581542670726776,0.37086270451545716,0.37880560457706447,0.39180318564176553,,,
1983-12-19,,,0.3581542670726776,0.3653749585151672,0.3751951843500137,0.3894925266504287,,,
1983-12-20,,,0.368263304233551,0.36306424140930177,0.37346221506595606,0.38739847838878627,,,
1983-12-21,,,0.3711514770984649,0.3642195999622345,0.37201806306838986,0.3857376798987388,,,
1983-12-22,,,0.3711514770984649,0.3653749585151672,0.3705739110708236,0.38407688140869134,,,
1983-12-23,,,0.3798168897628784,0.36970748305320733,0.3702850937843322,0.38284935355186456,,,
1983-12-26,,,0.3798168897628784,0.3740400075912475,0.36970748305320733,0.3814773961901664,,,
1983-12-27,,,0.3855929970741272,0.3775059461593627,0.3702850937843322,0.3802498325705528,,,
1983-12-28,,,0.3884817361831665,0.3809719979763031,0.3725957989692688,0.3795999616384506,,,
1983-12-29,,,0.3884817361831665,0.3844380497932434,0.37490650415420534,0.37880567610263827,,,
1983-12-30,,,0.3884817361831665,0.386171019077301,0.3779392510652542,0.3783724278211594,,,
1984-01-02,,,0.3884817361831665,0.38790398836135864,0.3809719979763031,0.37808359116315843,,,
1984-01-03,,,0.3798168897628784,0.38674876689910886,0.38212735652923585,0.37779478579759596,,,
1984-01-04,,,0.3798168897628784,0.3850157976150513,0.38299389779567716,0.37750598043203354,,,
1984-01-05,,,0.3855929970741272,0.3844380497932434,0.3844380497932434,0.37750598043203354,,,
1984-01-06,,,0.3827050626277923,0.3832827150821686,0.3847268670797348,0.37750598043203354,,,
1984-01-09,,,0.3798168897628784,0.38154974579811096,0.3847268670797348,0.3772171750664711,,,
1984-01-10,,,0.3798168897628784,0.38154974579811096,0.3841492563486099,0.3772171750664711,,,
1984-01-11,,,0.3711514770984649,0.3798166632652283,0.3824162304401398,0.3775060147047043,,,
1984-01-12,,,0.3711514770984649,0.3769283592700958,0.3806832045316696,0.37779485434293747,,,
1984-01-13,,,0.3711514770984649,0.3746176421642303,0.37895017862319946,0.3784447148442268,,,
1984-01-16,,,0.3711514770984649,0.3728845596313476,0.37721715271472933,0.3790945753455162,,,
1984-01-17,,,0.3711514770984649,0.3711514770984649,0.3763506114482879,0.3792389839887619,,,
1984-01-18,,,0.3653746843338012,0.36999611854553216,0.3749063909053802,0.3789501443505287,,,
1984-01-19,,,0.368263304233551,0.36941848397254934,0.3731734216213226,0.37880573570728304,,,
1984-01-20,,,0.3653746843338012,0.36826312541961664,0.37144038379192346,0.3780836254358292,,,
1984-01-23,,,0.3653746843338012,0.3671077668666839,0.36999616324901574,0.3773615151643753,,,
1984-01-24,,,0.368263304233551,0.3665301322937011,0.36884080469608305,0.3764950305223465,,,
1984-01-25,,,0.3711514770984649,0.36768549084663393,0.36884080469608305,0.3756285175681114,,,
1984-01-26,,,0.368263304233551,0.36768549084663393,0.3685519874095916,0.3746175959706306,,,
1984-01-27,,,0.3653746843338012,0.36768549084663393,0.36797430813312526,0.37346224337816236,0.381694021821022,,
1984-01-30,,,0.3662538826465606,0.36786133050918574,0.3674845486879349,0.37235085070133206,0.38093175053596495,,
1984-01-31,,,0.3662538826465606,0.36745944619178766,0.3669947892427444,0.37167270034551614,0.38005394279956817,,
1984-02-01,,,0.3706487119197845,0.3673588931560516,0.36752219200134273,0.3712142914533615,0.3793795680999756,,
1984-02-02,,,0.3691839277744293,0.3675430178642273,0.36761425435543055,0.37039383798837655,0.3786758977174759,,
1984-02-03,,,0.3691839277744293,0.3683048665523529,0.3679951786994934,0.3697177812457084,0.3779722273349762,,
1984-02-06,,,0.3691839277744293,0.36889087557792666,0.36837610304355617,0.36918613314628596,0.37721078515052797,,
1984-02-07,,,0.3765093684196472,0.3709419727325439,0.36920070946216577,0.3690207570791244,0.3765380871295929,,
1984-02-08,,,0.3706487119197845,0.3709419727325439,0.3691504329442977,0.3689956188201904,0.37592147827148437,,
1984-02-09,,,0.3706487119197845,0.37123492956161497,0.3693889737129211,0.36897048056125636,0.3752471035718918,,
1984-02-10,,,0.3706487119197845,0.371527886390686,0.3699163764715194,0.36894534230232234,0.3747171437740326,,
1984-02-13,,,0.3691839277744293,0.371527886390686,0.3702093809843063,0.36884696483612056,0.37421565294265746,,
1984-02-14,,,0.3765093684196472,0.371527886390686,0.37123492956161497,0.3691148594021797,0.37403398036956786,,
1984-02-15,,,0.3765093684196472,0.3727000176906586,0.3718209952116013,0.36967159360647195,0.37385230779647827,,
1984-02-16,,,0.3765093684196472,0.3738721489906311,0.37255353927612306,0.3700838968157768,0.37367063522338867,,
1984-02-17,,,0.37943896651268,0.3756301999092102,0.3735790431499481,0.3707871109247207,0.3736053133010864,,
1984-02-20,,,0.37943896651268,0.37768120765686036,0.3746045470237732,0.3714903250336647,0.3734822326898574,,
1984-02-21,,,0.3691839277744293,0.37621611952781675,0.3738720029592514,0.37153635621070863,0.37326957345008843,,
