Date,GRADE,GPS,TMUS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-07-02,,,53.8973274230957,55.26148986816406,55.2206974029541,55.27372932434082,53.58338066101074,,
2007-07-03,,,56.03495407104492,55.12442321777344,55.27780952453613,55.19866828918457,53.751126556396486,,
2007-07-04,,,56.03495407104492,54.95798263549805,55.555210494995116,55.23538322448731,53.93812728881836,,
2007-07-05,,,55.79018020629883,55.134212493896484,55.64822120666504,55.37082004547119,54.13361305236816,,
2007-07-06,,,57.38931655883789,55.82934646606445,55.8668773651123,55.58458194732666,54.35455459594726,,
2007-07-09,,,57.40563583374024,56.53100814819336,55.896249008178714,55.69962158203125,54.58724487304688,,
2007-07-10,,,58.10729598999024,56.94547653198242,56.03494987487793,55.90277652740478,54.838863677978516,,
2007-07-11,,,59.02108383178711,57.54270248413086,56.250342559814456,56.09695663452148,55.10027297973633,,
2007-07-12,,,60.63653945922852,58.5119743347168,56.82309341430664,56.44207592010498,55.37800010681153,,
2007-07-13,,,60.7181282043457,59.17773666381836,57.50354156494141,56.57343368530273,55.65246368408203,,
2007-07-16,,,62.59466171264648,60.21554183959961,58.37327499389649,56.796986198425294,55.955646438598635,,
2007-07-17,,,65.80924224853516,61.7559310913086,59.35070381164551,57.31425666809082,56.31561462402344,,
2007-07-18,,,64.1611557006836,62.78394546508789,60.163323974609376,57.859267234802246,56.592036209106446,,
2007-07-19,,,64.53646087646484,63.56392974853516,61.03795204162598,58.343086624145506,56.89032348632813,,
2007-07-20,,,64.24274444580078,64.26885299682617,61.72329483032227,58.79508609771729,57.16641868591309,,
2007-07-23,,,63.65530776977539,64.48098220825196,62.348262023925784,59.12225551605225,57.397803421020505,,
2007-07-24,,,61.59928131103516,63.638990020751955,62.69746055603027,59.3662052154541,57.51333267211914,,
2007-07-25,,,58.156246185302734,62.43800811767578,62.61097679138184,59.43065967559814,57.55510581970215,,
2007-07-26,,,57.8462142944336,61.09995880126953,62.33194427490234,59.57751884460449,57.52410209655762,,
2007-07-27,,,57.43827438354492,59.73906478881836,62.00395889282227,59.753750228881835,57.47906517028809,,
2007-07-30,,,60.84867477416992,59.177738189697266,61.82936019897461,60.10131759643555,57.56881248474121,,
2007-07-31,,,59.7553825378418,58.80895843505859,61.22397422790527,60.28733901977539,57.663781356811526,,
2007-08-01,,,60.13068389892578,59.2038459777832,60.82092704772949,60.492125511169434,57.7704988861084,,
2007-08-02,,,63.671630859375,60.36892929077148,60.734444046020506,60.88619804382324,57.9366130065918,,
2007-08-03,,,50.845924377441406,59.05045928955078,59.39476203918457,60.559028434753415,57.810966796875,,
2007-08-06,,,49.91581344604492,56.863887023925784,58.020812606811525,60.18453731536865,57.666718368530276,,
2007-08-07,,,52.216609954833984,55.35613250732422,57.08254547119141,59.89000301361084,57.604711074829105,,
2007-08-08,,,51.824989318847656,53.694993591308595,56.449419784545896,59.53019828796387,57.47221160888672,,
2007-08-09,,,45.673221588134766,50.09531173706055,55.232120513916016,58.78203239440918,57.22189834594727,,
2007-08-10,,,44.87364959716797,48.90085678100586,53.97565803527832,57.98980846405029,56.92524269104004,,
2007-08-13,,,47.04390335083008,48.32647476196289,52.595180892944335,57.21227054595947,56.669054946899415,,
2007-08-14,,,45.26527404785156,46.9362075805664,51.14617004394531,56.185072135925296,56.42363693237305,,
2007-08-15,,,42.08332824707031,44.987875366210936,49.341434478759766,55.08118076324463,56.15929039001465,,
2007-08-16,,,39.40721893310547,43.73467483520508,46.91499328613281,53.82471866607666,55.88580589294433,,
2007-08-17,,,42.71971130371094,43.30388717651367,46.10237197875976,52.74856700897217,55.67791854858398,,
2007-08-20,,,41.936466217041016,42.28239974975586,45.304437255859376,51.66262493133545,55.41455101013184,,
2007-08-21,,,41.75697326660156,41.58073959350586,44.258473587036136,50.67050952911377,55.16880653381347,,
2007-08-22,,,41.67538833618164,41.499151611328124,43.24351348876953,49.846466636657716,54.89956466674805,,
2007-08-23,,,41.6590690612793,41.94952163696289,42.842098236083984,49.037109375,54.65806297302246,,
2007-08-24,,,46.26065826416016,42.657711029052734,42.9807991027832,48.47822856903077,54.42145668029785,,
2007-08-27,,,50.04636001586914,44.27968978881836,43.28104476928711,47.938112831115724,54.259911651611326,,
2007-08-28,,,48.83885192871094,45.696065521240236,43.63840255737305,47.39228630065918,54.12741203308106,,
2007-08-29,,,46.17906951904297,46.5968017578125,44.047976684570315,46.69470558166504,53.985774536132816,,
2007-08-30,,,43.94354248046875,47.05369644165039,44.50160903930664,45.70830116271973,53.7674439239502,,
2007-08-31,,,44.530982971191406,46.70776138305664,44.682736206054685,45.392554092407224,53.55400848388672,,
2007-09-03,,,44.530982971191406,45.6046859741211,44.94218788146973,45.12331256866455,53.302389755249024,,
2007-09-04,,,46.75018310546875,45.18695220947266,45.44150886535645,44.84999122619629,53.102987670898436,,
2007-09-05,,,47.14181137084961,45.37950057983399,45.988151168823244,44.61583232879639,52.90848075866699,53.00083896636963,
2007-09-06,,,45.83639526367188,45.75807113647461,46.4058837890625,44.62399101257324,52.72702804565429,53.012098236083986,
2007-09-07,,,44.416751861572266,45.735224914550784,46.22149314880371,44.601146125793456,52.537090148925785,52.99039569854736,
2007-09-10,,,43.64982604980469,45.55899353027344,45.58183975219727,44.43144226074219,52.33214012145996,52.957760391235354,
2007-09-11,,,43.48664855957031,44.90628662109375,45.0466194152832,44.34251098632812,52.081174011230466,52.91615028381348,
2007-09-12,,,42.45863342285156,43.96965103149414,44.67457580566406,44.36127624511719,51.8096475982666,52.87388744354248,
2007-09-13,,,40.45155334472656,42.89268264770508,44.32537689208984,44.41349296569824,51.502875061035155,52.81824405670166,
2007-09-14,,,40.95740509033203,42.20081329345703,43.96801910400391,44.3253776550293,51.17423683166504,52.76439571380615,
2007-09-17,,,41.10426330566406,41.6917007446289,43.62534713745117,44.283767509460446,50.848209381103516,52.71772712707519,
2007-09-18,,,41.54483413696289,41.30333786010742,43.10481224060059,44.27316055297852,50.51696014404297,52.67791191101074,
2007-09-19,,,41.85487747192383,41.182586669921875,42.576118850708006,44.282135009765625,50.173636016845705,52.63695449829102,
2007-09-20,,,43.14397811889648,41.72107162475586,42.30687713623047,44.356380462646484,49.82378479003906,52.60089244842529,
2007-09-21,,,43.24187850952149,42.17796630859375,42.18938980102539,44.20544147491455,49.474259796142576,52.563361740112306,
2007-09-24,,,43.58454895019531,42.6740234375,42.18286209106445,43.88235092163086,49.09405754089355,52.5248519897461,
2007-09-25,,,44.35148620605469,43.23535385131836,42.26934585571289,43.657982635498044,48.664902420043944,52.49025852203369,
2007-09-26,,,44.041446685791016,43.6726676940918,42.42762718200684,43.551101493835446,48.2625082397461,52.42727222442627,
2007-09-27,,,44.92260360717773,44.02839279174805,42.874732208251956,43.600054550170896,47.87023109436035,52.38027729034424,
2007-09-28,,,44.51466369628906,44.28294982910156,43.23045806884765,43.599238586425784,47.47566947937012,52.3210440826416,
2007-10-01,,,44.44938659667969,44.45591735839844,43.56497039794922,43.5951587677002,47.091551055908205,52.244677238464355,
2007-10-02,,,45.44477081298828,44.674574279785155,43.954964065551756,43.52988815307617,46.76846084594727,52.140896759033204,
2007-10-03,,,45.15105056762695,44.89649505615235,44.28458137512207,43.430350112915036,46.50835693359375,52.03173137664795,
2007-10-04,,,45.03682708740234,44.91933975219727,44.47386627197265,43.39037170410156,46.25216918945313,51.88813564300537,
2007-10-05,,,40.45155334472656,44.10671768188477,44.194833755493164,43.192111778259275,45.91243476867676,51.69574996948242,
2007-10-08,,,39.48881530761719,43.114603424072264,43.785260391235354,42.9840612411499,45.4852375793457,51.527025032043454,
2007-10-09,,,41.13689804077149,42.253028869628906,43.463801574707034,42.86657371520996,45.1128678894043,51.38832462310791,
2007-10-10,,,40.48419189453125,41.31965713500976,43.108076095581055,42.76785163879394,44.719938049316404,51.245218467712405,
2007-10-11,,,40.68000793457031,40.44829330444336,42.683816528320314,42.77927436828613,44.26010559082031,51.09835929870606,
2007-10-12,,,40.54946517944336,40.46787567138672,42.28729667663574,42.7588773727417,44.05417640686035,50.93257160186768,
2007-10-15,,,39.19509506225586,40.409131622314455,41.76186752319336,42.66341896057129,43.83976203918457,50.75324020385742,
2007-10-16,,,37.2043342590332,39.6226188659668,40.93782386779785,42.446393966674805,43.53951652526855,50.572113800048825,
2007-10-17,,,36.714805603027344,38.86874160766602,40.09419937133789,42.18939037322998,43.23731285095215,50.35476222991943,
2007-10-18,,,36.06209945678711,37.945159912109375,39.196726608276364,41.83529644012451,43.045090408325194,50.13349437713623,
2007-10-19,,,35.76837539672852,36.9889419555664,38.72840881347656,41.46162128448486,42.86298492431641,49.894113807678224,
2007-10-22,,,33.614444732666016,35.87281188964844,38.14097175598145,40.9631160736084,42.59439575195312,49.63172534942627,
2007-10-23,,,32.047943115234375,34.84153366088867,37.232076263427736,40.34793891906738,42.33004913330078,49.376843032836916,
2007-10-24,,,32.0316276550293,33.90489807128906,36.38681983947754,39.7474479675293,42.12901512145996,49.1441527557373,
2007-10-25,,,32.40693283081055,33.17386474609375,35.559512329101565,39.121664428710936,41.989009399414066,48.937407646179196,
2007-10-26,,,34.919857025146484,33.00416107177735,34.996551513671875,38.64192409515381,41.83301231384277,48.75546543121338,
2007-10-29,,,35.63783645629883,33.40883941650391,34.64082565307617,38.20134658813477,41.70703971862793,48.560795364379885,
2007-10-30,,,35.2462158203125,34.04849395751953,34.4450138092041,37.69141883850098,41.57682456970215,48.37281555175781,
2007-10-31,,,36.714805603027344,34.98512954711914,34.4450138092041,37.269606590270996,41.47761291503906,48.188588790893554,
2007-11-01,,,32.86382293701172,35.076507568359375,34.125186157226565,36.660956382751465,41.30170799255371,47.979885482788085,
2007-11-02,,,35.67047500610352,35.22663116455079,34.115396118164064,36.42190246582031,41.08990432739258,47.75568050384521,
2007-11-05,,,35.311485290527344,35.16136093139649,34.2851001739502,36.21303596496582,40.79520683288574,47.527559242248536,
2007-11-06,,,35.93155288696289,35.29842834472656,34.67346115112305,35.95276870727539,40.53706085205078,47.332236442565915,
2007-11-07,,,35.05039596557617,34.965546417236325,34.975337982177734,35.68107891082764,40.31448738098145,47.15013095855713,
2007-11-08,,,33.9407958984375,35.18094100952148,35.12872428894043,35.344118309021,40.11443244934082,46.94093818664551,
2007-11-09,,,26.271482467651367,33.30114250183105,34.26388683319092,34.6302191734314,39.74924243927002,46.65162546157837,
2007-11-12,,,25.47191429138184,31.333228302001952,33.24729461669922,33.94406013488769,39.36806106567383,46.335225410461426,
2007-11-13,,,26.84260368347168,29.51543846130371,32.40693340301514,33.42597360610962,38.969909477233884,46.03644857406616,
2007-11-14,,,29.583972930908203,28.422153854370116,31.693850135803224,33.069431972503665,38.61875270843506,45.763616733551025,
2007-11-15,,,29.95928192138672,27.62585105895996,31.40339603424072,32.76429109573364,38.301210441589355,45.51411924362183,
2007-11-16,,,30.432493209838867,28.458053207397462,30.879597854614257,32.49749698638916,38.02152526855469,45.279307708740234,
2007-11-19,,,28.71913719177246,29.107497787475587,30.220363044738768,32.25273160934448,37.72291149139404,45.027525806427,
2007-11-20,,,26.108304977416992,28.96063804626465,29.23803825378418,31.955749702453613,37.375344619750976,44.728259315490725,
2007-11-21,,,24.86816024780273,28.017475509643553,28.219814682006835,31.597576332092284,37.02353515625,44.4165913772583,
2007-11-22,,,24.86816024780273,26.99925117492676,27.31255111694336,31.220637702941893,36.711867294311524,44.10737117767334,
2007-11-23,,,25.37401008605957,25.9875545501709,27.22280387878418,30.74334535598755,36.40019939422607,43.78721811294556,
2007-11-26,,,25.19451332092285,25.282629776000974,27.19506378173828,30.22117919921875,36.08200439453125,43.465106887817385,
2007-11-27,,,24.63971519470215,24.988911819458004,26.97477493286133,29.690854167938234,35.74390201568603,43.1304310798645,
2007-11-28,,,26.48361015319824,25.31200180053711,26.664738655090332,29.179294395446778,35.436476669311524,42.80505634307861,
2007-11-29,,,27.12000274658203,25.762370300292968,26.380810737609863,28.892103385925292,35.11599716186524,42.46989097595215,
2007-11-30,,,27.903249740600582,26.26821823120117,26.127886390686037,28.503742122650145,34.80922458648681,42.1417421913147,
2007-12-03,,,26.385705947875977,26.506456756591795,25.894543266296388,28.057453155517578,34.46524772644043,41.77965263366699,
2007-12-04,,,27.756393432617188,27.129792404174804,26.059352111816406,27.648695182800292,34.13334587097168,41.39912414550781,
2007-12-05,,,28.245922088623047,27.482254791259766,26.397128295898437,27.308471488952637,33.81743537902832,41.039971809387204,
2007-12-06,,,27.41371726989746,27.54099769592285,26.65168399810791,26.982117557525633,33.46725765228271,40.66874437332153,
2007-12-07,,,28.73545455932617,27.707438659667968,26.98782844543457,27.105316162109375,33.151673469543454,40.31367147445679,
2007-12-10,,,28.800722122192383,28.19044189453125,27.348449325561525,27.2717565536499,32.83870018005371,39.96512561798096,
2007-12-11,,,28.115379333496094,28.262239074707033,27.696015739440917,27.335395336151123,32.49211235046387,39.630286598205565,
2007-12-12,,,27.8216609954834,28.177386856079103,27.829820823669433,27.247279739379884,32.145524559021,39.32694074630737,
2007-12-13,,,28.01747703552246,28.2981388092041,27.919568252563476,27.15018949508667,31.8051375579834,39.028653373718264,
2007-12-14,,,29.404481887817383,28.431944274902342,28.069691467285157,27.098788928985595,31.584196128845214,38.748315448760984,
2007-12-17,,,29.09444236755371,28.49068832397461,28.34056510925293,27.117554187774658,31.376308670043944,38.430773124694824,
2007-12-18,,,28.44173812866211,28.55596008300781,28.409099578857422,27.234225845336915,31.12240547180176,38.11763668060303,
2007-12-19,,,29.89400863647461,28.970429611206054,28.573908233642577,27.48551826477051,30.910601806640624,37.81526992797851,
2007-12-20,,,32.86382293701172,29.939698791503908,29.118918800354002,27.885301399230958,30.754278106689455,37.507191848754886,
2007-12-21,,,33.467586517333984,30.752319717407225,29.592131996154784,28.28998022079468,30.612640533447266,37.333408470153806,
2007-12-24,,,32.70065689086914,31.47356262207031,29.98212547302246,28.66528739929199,30.482751770019533,37.16125690460205,
2007-12-25,,,32.70065689086914,32.32534637451172,30.440653228759764,29.06833448410034,30.39267822265625,36.966097373962405,
2007-12-26,,,32.70065689086914,32.88667602539063,30.92855281829834,29.379186820983886,30.312395248413086,36.77485404968262,
2007-12-27,,,32.16217041015625,32.74634552001953,31.34302215576172,29.631295204162598,30.234396667480468,36.63974353790283,
2007-12-28,,,31.81949615478516,32.416727447509764,31.584523582458495,29.827107524871828,30.1554190826416,36.509202003479004,
2007-12-31,,,31.73790740966797,32.224177551269534,31.848870086669923,30.094717597961427,30.11788833618164,36.35614204406738,
2008-01-01,,,31.73790740966797,32.0316276550293,32.17848701477051,30.293793296813966,30.111687622070313,36.22086837768555,
2008-01-02,,,30.432493209838867,31.577994918823244,32.23233547210693,30.403121852874754,30.079704933166504,36.104360027313234,
2008-01-03,,,30.187726974487305,31.183106231689454,31.96472587585449,30.541822338104247,30.035320816040038,36.01216510772705,
2008-01-04,,,28.16433525085449,30.45207405090332,31.434400749206542,30.513266372680665,29.9002103805542,35.866611347198486,
2008-01-07,,,26.87523460388184,29.479539489746095,30.85185852050781,30.416991996765137,29.72495834350586,35.71599903106689,
2008-01-08,,,28.60491371154785,28.85294075012207,30.442284202575685,30.441468715667725,29.592132301330565,35.58447843551636,
2008-01-09,,,28.2785587310791,28.422153854370116,30.00007438659668,30.46431360244751,29.423407363891602,35.45051013946533,
2008-01-10,,,28.65386390686035,28.115381240844727,29.64924373626709,30.496132946014406,29.339208183288573,35.32045808792114,
2008-01-11,,,28.099061965942383,28.102326583862304,29.277200317382814,30.430861949920654,29.18777992248535,35.13884212493897,
2008-01-14,,,29.388160705566406,28.60491180419922,29.042225646972657,30.44554786682129,29.06931343078613,34.93226013183594,
2008-01-15,,,29.69820022583008,28.823569107055665,28.838254928588867,30.50837097167969,28.944646377563476,34.74085361480713,
2008-01-16,,,29.991912841796875,29.166239929199218,28.79419689178467,30.513266181945802,28.843476715087892,34.57898204803467,
2008-01-17,,,29.7308292388916,29.381632995605468,28.7485071182251,30.356616497039795,28.759277381896972,34.436854915618895,
2008-01-18,,,28.2785587310791,29.41753234863281,28.75992946624756,30.09716510772705,28.799418907165528,34.274330673217776,
2008-01-21,,,28.2785587310791,29.19561195373535,28.900261878967285,29.876060199737548,28.85555179595947,34.11180643081665,
2008-01-22,,,27.038414001464844,28.663654708862303,28.743611907958986,29.592948055267335,28.859468002319336,33.91468873977661,
2008-01-23,,,26.712060928344727,28.007684326171876,28.586962127685545,29.293518257141113,28.802029762268067,33.710391235351565,43.3556151008606
2008-01-24,,,26.924190521240234,27.446356582641602,28.413994789123535,29.031619262695312,28.741327934265136,33.521269187927246,43.266683712005616
2008-01-25,,,27.33213233947754,27.25707130432129,28.337301826477052,28.807251071929933,28.67932071685791,33.3504229927063,43.17040934562683
2008-01-28,,,26.98945999145508,26.999251556396484,28.09743175506592,28.569828701019286,28.644727172851564,33.1838193321228,43.070789861679074
2008-01-29,,,27.02209854125977,26.99598846435547,27.829821586608887,28.334038257598877,28.663003044128416,33.019173831939696,42.96766205787659
2008-01-30,33.16098848087592,B,27.886932373046875,27.2309627532959,27.619323539733887,28.206760215759278,28.7233784866333,32.87345682144165,42.87367213249207
2008-01-31,35.17766429817612,B,29.66556167602539,27.77923698425293,27.612796783447266,28.180651950836182,28.819326515197755,32.76559690475464,42.79192048072815
2008-02-01,37.19558720193752,B,30.20404624938965,28.35361976623535,27.80534553527832,28.282637500762938,28.915927238464356,32.65806331634521,42.711229515075686
2008-02-04,39.66633137120442,B,30.54671669006348,29.06507110595703,28.03216133117676,28.466211605072022,29.022971305847168,32.55248785018921,42.6351074886322
2008-02-05,41.06743218062778,C,28.65386390686035,29.39142417907715,28.19370632171631,28.468659114837646,29.103254280090333,32.423578147888186,42.550745029449466
2008-02-06,41.32221081123604,C,27.854297637939453,29.384897232055664,28.30792999267578,28.447446060180663,29.130668029785156,32.283572349548336,42.46026342391968
2008-02-07,40.32756895978403,C,27.870615005493164,29.025907897949217,28.402572441101075,28.408283615112303,29.14568027496338,32.13083871841431,42.3658655834198
2008-02-08,38.55986871071037,C,27.28317642211914,28.44173393249512,28.397676849365233,28.367489337921143,29.13327880859375,31.971251697540282,42.26730671882629
2008-02-11,36.15773534587166,B,26.63047218322754,27.65848503112793,28.36177806854248,28.2296049118042,29.13817413330078,31.801710929870605,42.16328145980835
2008-02-12,34.816024792172094,B,27.02209854125977,27.332131958007814,28.36177806854248,28.095799827575682,29.123488235473634,31.628417053222655,42.05933778762817
2008-02-13,33.91362313233352,B,27.054733276367188,27.17221908569336,28.27855815887451,27.9489408493042,29.099664459228517,31.45854991912842,41.942911071777345
2008-02-14,32.604768901411916,B,25.455596923828125,26.689215469360352,27.857561683654787,27.735179233551026,29.06050205230713,31.26387985229492,41.82207857131958
2008-02-15,32.066066278601774,B,26.28779983520508,26.49014015197754,27.465937042236327,27.635641288757324,29.011548957824708,31.08161121368408,41.701327648162845
2008-02-18,31.848093668797727,B,26.28779983520508,26.42160568237305,27.04004535675049,27.536103343963624,28.96129051208496,30.899995346069336,41.57233629226685
2008-02-19,31.061846083984406,B,25.35769462585449,26.088724899291993,26.7104284286499,27.452067375183105,28.90613681793213,30.699124584198,41.4200106716156
2008-02-20,30.338304970072297,B,25.03133583068848,25.68404541015625,26.428132247924804,27.368031120300294,28.85033031463623,30.497927436828615,41.26482940673828
2008-02-21,30.388484253810233,B,24.835527420043945,25.560031509399415,26.124623489379882,27.26359796524048,28.78669132232666,30.29591444015503,41.0920250415802
2008-02-22,29.772439265205154,B,24.19913482666016,25.142298507690434,25.816219329833984,27.10694808959961,28.682584381103517,30.133390254974366,40.9145701122284
2008-02-25,29.52566333640679,B,24.46021842956543,24.7767822265625,25.599193954467772,26.98048601150513,28.58989990234375,29.983104286193846,40.75506465911865
2008-02-26,29.829777498900174,B,24.80289077758789,24.665821456909182,25.377273178100587,26.869525623321532,28.517122955322264,29.81976421356201,40.60404441833496
2008-02-27,29.94516252640196,B,24.47653579711914,24.55486145019531,25.11945343017578,26.699005794525146,28.408773498535155,29.65968765258789,40.45245306015015
2008-02-28,30.545539304283608,B,25.945127487182617,24.776781463623045,25.16840648651123,26.51298408508301,28.270399589538574,29.512338848114013,40.305349073410035
2008-02-29,31.324177199414958,B,26.026716232299805,25.142297744750977,25.1422981262207,26.304117584228514,28.12158218383789,29.36711135864258,40.14984148025513
2008-03-03,31.421532716162435,B,25.19451332092285,25.28915672302246,25.03296947479248,26.036507415771485,27.971459312438967,29.22710554122925,39.99017287254333
2008-03-04,31.700922742687926,B,25.455596923828125,25.419697952270507,25.042759704589844,25.876594066619873,27.826558113098145,29.109618167877198,39.84086598396301
2008-03-05,32.96336277040566,C,27.168954849243164,25.95818176269531,25.25652160644531,25.84232692718506,27.715924072265626,29.014159660339356,39.684460945129395
2008-03-06,33.342530559423246,C,26.450973510742188,26.059350967407227,25.418066215515136,25.77134485244751,27.601700134277344,28.918048400878906,39.525771389007566
2008-03-07,33.87535857630011,C,26.434659957885746,26.140939712524414,25.641618728637695,25.72891902923584,27.494003410339356,28.82471124649048,39.35941252708435
2008-03-10,34.59132146762172,C,25.6187744140625,26.225791931152344,25.7574743270874,25.678334140777586,27.371620750427248,28.744754543304442,39.18823994636536
2008-03-11,35.37145486797261,C,26.679426193237305,26.47055778503418,25.945127868652342,25.661200523376465,27.27045112609863,28.691069374084474,39.03395620346069
2008-03-12,35.11861599801511,C,26.15725898742676,26.2682186126709,26.113200187683105,25.616326808929443,27.18494644165039,28.632325687408446,38.888239221572874
2008-03-13,35.24754112518699,C,25.73299789428711,26.124623489379882,26.091987228393556,25.630196857452393,27.095851860046388,28.565586338043214,38.75149699211121
2008-03-14,34.8702226254406,B,24.80289077758789,25.79826965332031,25.969604682922363,25.555951404571534,27.028622970581054,28.464416675567627,38.6099410533905
2008-03-17,34.30327404865337,B,23.66065216064453,25.406645202636717,25.81621856689453,25.424594020843507,26.96433132171631,28.344644832611085,38.45272009849548
2008-03-18,33.546069820382684,B,24.70498275756836,25.01175651550293,25.741157150268556,25.3919584274292,26.886332702636718,28.239232501983643,38.30602402687073
2008-03-19,32.81315124817059,B,24.47653579711914,24.675611877441405,25.471915245056156,25.36421842575073,26.81029224395752,28.11684980392456,38.15271929740906
2008-03-20,32.83409041713326,B,25.455596923828125,24.62013168334961,25.37237758636475,25.39522190093994,26.746326904296875,28.042767543792724,38.011326513290406
2008-03-21,33.242712308963284,B,25.455596923828125,24.750672912597658,25.274471282958984,25.45804500579834,26.69345760345459,27.940618762969972,37.848149633407594
2008-03-24,34.50579064165222,B,26.369388580322266,25.292420196533204,25.349532699584962,25.55350351333618,26.63308216094971,27.851197795867918,37.68937851905823
2008-03-25,36.36396605333467,C,28.98022079467773,26.147467803955077,25.579612159729002,25.762370014190672,26.61872257232666,27.781684474945067,37.55696045875549
2008-03-26,38.37134909074101,C,28.311193466186523,26.914399337768554,25.79500560760498,25.95410289764404,26.58510818481445,27.714292449951174,37.43221170425415
2008-03-27,39.2485588633813,C,27.80534553527832,27.384349060058593,26.0022403717041,26.047113800048827,26.546598510742186,27.65293794631958,37.29693806648255
2008-03-28,40.35121690515037,C,27.168954849243164,27.7270206451416,26.23884677886963,26.104225730895998,26.52440643310547,27.661912670135496,37.156769065856935
2008-03-31,41.18019174276342,C,27.74007606506348,28.001158142089842,26.646789169311525,26.231503868103026,26.513636779785156,27.684594287872315,37.00990984916687
2008-04-01,40.92514586751546,C,28.29487609863281,27.86408920288086,27.005778503417968,26.37346782684326,26.538766021728517,27.699117012023926,36.867782793045045
