Date,GRADE,GPS,IBM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,10.20687770843506,,,,,,
1983-11-22,,,10.023518562316896,,,,,,
1983-11-23,,,9.850350379943848,,,,,,
1983-11-24,,,9.850350379943848,,,,,,
1983-11-25,,,9.860533714294434,9.958326148986817,,,,,
1983-11-28,,,9.71792697906494,9.860536003112793,,,,,
1983-11-29,,,9.911468505859377,9.83812599182129,,,,,
1983-11-30,,,9.5651273727417,9.781081390380859,,,,,
1983-12-01,,,9.687366485595703,9.74848461151123,,,,,
1983-12-02,,,9.605873107910156,9.697552490234376,9.827939319610596,,,,
1983-12-05,,,9.66698932647705,9.687364959716797,9.773950481414795,,,,
1983-12-06,,,9.58549976348877,9.622171211242676,9.730148601531983,,,,
1983-12-07,,,9.71792697906494,9.652731132507324,9.716906261444091,,,,
1983-12-08,,,9.697551727294922,9.654768180847167,9.701626396179199,,,,
1983-12-09,,,9.96240234375,9.726074028015137,9.711813259124757,,,,
1983-12-12,,,10.105015754699709,9.813679313659668,9.750522136688232,,,,
1983-12-13,,,9.952219009399414,9.887023162841796,9.754597187042236,,,,
1983-12-14,,,9.850350379943848,9.913507843017578,9.783119487762452,,,,
1983-12-15,,,9.73829460144043,9.92165641784668,9.788212299346924,,,,
1983-12-16,,,9.850350379943848,9.89924602508545,9.812660026550294,9.820299673080445,,,
1983-12-19,,,9.880908966064451,9.854424667358398,9.834051990509034,9.804001235961914,,,
1983-12-20,,,9.921655654907228,9.84831199645996,9.86766757965088,9.79890809059143,,,
1983-12-21,,,10.074451446533203,9.893132209777832,9.903320026397704,9.810113143920898,,,
1983-12-22,,,10.013336181640623,9.948140525817871,9.934898471832275,9.818262434005737,,,
1983-12-23,,,10.074451446533203,9.992960739135743,9.946103382110596,9.828958320617676,,,
1983-12-26,,,10.074451446533203,10.031669235229492,9.943046951293946,9.846784543991088,,,
1983-12-27,,,10.1559476852417,10.078527641296386,9.963419818878174,9.859008502960204,,,
1983-12-28,,,10.12538719177246,10.088714790344238,9.990923500061035,9.887021493911742,,,
1983-12-29,,,10.033702850341797,10.092788124084473,10.020464324951172,9.904338312149047,,,
1983-12-30,,,9.94203758239746,10.066305351257324,10.029633045196533,9.921146535873413,,,
1984-01-02,,,9.94203758239746,10.039822578430176,10.035745906829835,9.934898948669433,,,
1984-01-03,,,9.921655654907228,9.992964172363282,10.035745906829835,9.951706743240356,,,
1984-01-04,,,10.09482765197754,9.986852264404297,10.037783527374268,9.970551776885987,,,
1984-01-05,,,10.12538719177246,10.005189132690429,10.048988628387452,9.991943550109863,,,
1984-01-06,,,10.064270973205566,10.029635810852051,10.047970581054688,9.997036981582642,,,
1984-01-09,,,10.043893814086914,10.05000705718994,10.044914817810058,9.993980884552002,,,
1984-01-10,,,9.96240234375,10.058156394958496,10.025560283660889,9.994490051269532,,,
1984-01-11,,,9.96240234375,10.031671333312989,10.009261798858642,10.00009264945984,,,
1984-01-12,,,9.880908966064451,9.982775688171387,9.993982410430908,10.00722336769104,,,
1984-01-13,,,9.697551727294922,9.909431838989258,9.969533824920655,9.999583435058593,,,
1984-01-16,,,9.819791793823242,9.864611434936524,9.957309246063232,9.996527576446534,,,
1984-01-17,,,9.860533714294434,9.84423770904541,9.951197052001953,9.993471479415893,,,
1984-01-18,,,9.819791793823242,9.81571559906006,9.923693466186524,9.980738496780395,,,
1984-01-19,,,9.687366485595703,9.777007102966309,9.879891395568848,9.96444001197815,,,
