Date,GRADE,GPS,MCHP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-03-19,,,0.1844642162322998,,,,,,
1993-03-22,,,0.1767132878303527,,,,,,
1993-03-23,,,0.1767132878303527,,,,,,
1993-03-24,,,0.1798135489225387,,,,,,
1993-03-25,,,0.1875644326210022,0.18105375468730922,,,,,
1993-03-26,,,0.1937649399042129,0.18291389942169184,,,,,
1993-03-29,,,0.1953148543834686,0.186634212732315,,,,,
1993-03-30,,,0.1984151303768158,0.19097458124160763,,,,,
1993-03-31,,,0.1999648958444595,0.1950048506259918,,,,,
1993-04-01,,,0.1984151303768158,0.1971749901771545,0.18911437243223186,,,,
1993-04-02,,,0.2015154212713241,0.1987250864505768,0.1908194929361343,,,,
1993-04-05,,,0.1999648958444595,0.19965509474277493,0.19314465373754497,,,,
1993-04-06,,,0.1953148543834686,0.1990350395441055,0.19500481039285658,,,,
1993-04-07,,,0.1999648958444595,0.1990350395441055,0.19701994508504866,,,,
1993-04-08,,,0.2015154212713241,0.19965509772300716,0.19841504395008086,,,,
1993-04-09,,,0.2015154212713241,0.19965509772300716,0.19919009208679195,,,,
1993-04-12,,,0.1968646943569183,0.19903505742549893,0.19934507608413693,,,,
1993-04-13,,,0.2046155631542205,0.20089519917964932,0.19996511936187739,,,,
1993-04-14,,,0.212365910410881,0.20337540209293362,0.20120522081851955,,,,
1993-04-15,,,0.2046155631542205,0.2039954304695129,0.20182526409626003,0.19546981826424595,,,
1993-04-16,,,0.2077158540487289,0.20523551702499382,0.20244530737400052,0.1966324001550674,,,
1993-04-19,,,0.2015154212713241,0.20616566240787498,0.20260035991668696,0.19787250682711596,,,
1993-04-20,,,0.2015154212713241,0.2055456340312957,0.20322041660547252,0.19911261349916454,,,
1993-04-21,,,0.209265723824501,0.20492559671401972,0.20415049940347668,0.20058522224426265,,,
1993-04-22,,,0.22011698782444,0.20802588164806363,0.20601065605878827,0.20221285000443454,,,
1993-04-23,,,0.2325178682804107,0.2129862844944,0.2091109007596969,0.20415049642324443,,,
1993-04-26,,,0.2340676486492157,0.2194967299699783,0.21283119618892665,0.2060881361365318,,,
1993-04-27,,,0.2449188977479934,0.22817742526531215,0.21686152964830394,0.20841332450509067,,,
1993-04-28,,,0.2604195773601532,0.23840819597244262,0.22166689634323117,0.21143605858087536,,,
1993-04-29,,,0.2480185627937317,0.24398851096630098,0.22600719630718227,0.21391623020172115,,,
1993-04-30,,,0.2635198831558227,0.2501889139413834,0.23158759921789168,0.21701645329594607,,,
1993-05-03,,,0.2666200697422027,0.2566993981599808,0.23809806406497955,0.22034921199083324,,,
1993-05-04,,,0.254219114780426,0.25855944156646726,0.24336843341588973,0.2232944250106811,,,
1993-05-05,,,0.2573193311691284,0.25793939232826235,0.24817379415035248,0.22616214677691454,,,
1993-05-06,,,0.2635198831558227,0.2610396564006805,0.25251408368349076,0.2292623698711395,,,
1993-05-07,,,0.2759208381175995,0.26351984739303586,0.2568543806672096,0.23298264071345326,,,
1993-05-10,,,0.2914221286773681,0.26848025918006896,0.2625898286700249,0.23771051242947575,,,
1993-05-11,,,0.2914221286773681,0.2759208619594574,0.2672401517629623,0.24205084070563312,,,
1993-05-12,,,0.2914221286773681,0.28274142146110537,0.2703404068946838,0.2460036516189575,,,
1993-05-13,,,0.2759208381175995,0.28522161245346067,0.2731306344270706,0.24956891536712641,,,
1993-05-14,,,0.2790210843086242,0.2858416616916656,0.27468075454235075,0.25313417688012124,,,
1993-05-17,,,0.2883219718933105,0.2852216303348541,0.2768509447574615,0.25747450441122055,,,
1993-05-18,,,0.3007228970527649,0.28708178400993345,0.2815013229846954,0.2624348782002926,,,
1993-05-19,,,0.2945223152637481,0.28770182132720945,0.28522162139415735,0.26669770777225493,,,
1993-05-20,,,0.2976225912570953,0.2920421719551086,0.28863189220428465,0.27057298794388773,,,
1993-05-21,,,0.3038231432437897,0.2970025837421417,0.29142212271690365,0.27413825169205663,,,
1993-05-24,,,0.2836716473102569,0.296072518825531,0.29064707458019257,0.27661845162510873,,,
1993-05-25,,,0.285221517086029,0.2929722428321838,0.29002701342105863,0.2786335825920105,,,
1993-05-26,,,0.2914221286773681,0.2923522055149078,0.29002701342105863,0.2801837101578712,,,
1993-05-27,,,0.2883219718933105,0.2904920816421509,0.2912671267986297,0.28219888061285014,0.2362689188122749,,
1993-05-28,,,0.2883219718933105,0.28739184737205503,0.2921972155570983,0.28343898504972453,0.23834607392549512,,
1993-05-31,,,0.2883219718933105,0.2883219122886657,0.2921972155570983,0.2845240801572799,0.24057824760675428,,
1993-06-01,,,0.2821212708950043,0.28770186305046075,0.2903370529413223,0.28591918796300886,0.2426864072680473,,
1993-06-02,,,0.2821212708950043,0.28584169149398797,0.2890969485044479,0.28715928494930265,0.2447325617074966,,
1993-06-03,,,0.2821212708950043,0.2846015512943268,0.28754681646823876,0.2880893543362617,0.24662369847297666,,
1993-06-04,,,0.2666200697422027,0.28026117086410524,0.2838265091180801,0.2876243159174919,0.24808080106973646,,
1993-06-07,,,0.2728205621242523,0.27716088891029356,0.2827414005994796,0.2866942375898361,0.2496309152245521,,
1993-06-08,,,0.2511188089847564,0.270960396528244,0.27933112978935243,0.2846790716052055,0.2506849887967109,,
1993-06-09,,,0.2604195773601532,0.2666200578212738,0.2762308746576309,0.28312894403934474,0.2518940824270248,,
1993-06-10,,,0.2666200697422027,0.26351981759071347,0.27406068444252013,0.2826639056205749,0.2532581812143325,,
1993-06-11,,,0.2914221286773681,0.2684802293777465,0.2743707001209259,0.2832839578390121,0.25505631536245343,,
1993-06-14,,,0.3007228970527649,0.27406069636344904,0.2756107926368713,0.2839040040969848,0.2570714753866195,,
1993-06-15,,,0.3038231432437897,0.28460156321525576,0.2777809798717499,0.2840590164065361,0.259241641163826,,
1993-06-16,,,0.3286251425743103,0.29824267625808715,0.28243136703968047,0.28576415777206415,0.261814846098423,,
1993-06-17,,,0.3286251425743103,0.31064369082450866,0.28708175420761106,0.2873142853379249,0.26435704052448267,,
1993-06-18,,,0.3270747661590576,0.31777421832084657,0.29312722384929657,0.2884768664836883,0.26686822742223737,,
1993-06-21,,,0.347225934267044,0.3270748257637024,0.3005677610635757,0.2916545808315277,0.26987545222043985,,
1993-06-22,,,0.3441258370876312,0.3351353645324707,0.3098684638738632,0.2945997968316078,0.2726656576991081,,
1993-06-23,,,0.3596270978450775,0.34133575558662416,0.3197892159223556,0.2980100452899933,0.275610881447792,,
1993-06-24,,,0.3720280528068542,0.35001633763313295,0.33033001422882075,0.3021953493356705,0.2789591312408447,,
1993-06-25,,,0.368927925825119,0.3583869695663452,0.3380805939435959,0.3062256470322609,0.2821833726763725,,
1993-06-28,,,0.368927925825119,0.3627273678779602,0.3449010968208313,0.3102559447288513,0.2855316227674484,,
1993-06-29,,,0.3596270978450775,0.36582762002944946,0.3504814922809601,0.31413123607635496,0.28869385629892347,,
1993-06-30,,,0.3627274930477142,0.36644769906997676,0.3538917273283005,0.3181615471839905,0.29176309168338777,,
1993-07-01,,,0.3534265756607055,0.36272740364074707,0.35637187063694,0.3217268124222755,0.29442928344011304,,
1993-07-02,,,0.3596270978450775,0.36086723804473875,0.35962710380554197,0.32637716382741927,0.2969714680314064,,
1993-07-05,,,0.3596270978450775,0.3590070724487305,0.3608672201633453,0.33071749061346056,0.2994826570153236,,
1993-07-06,,,0.3503264188766479,0.35714693665504454,0.36148727834224703,0.33567787110805514,0.30159080743789674,,
1993-07-07,,,0.347225934267044,0.35404662489891053,0.3602471619844437,0.34001818895339964,0.30332693457603455,,
1993-07-08,,,0.3565270006656647,0.35466670989990234,0.3586970567703247,0.34451353549957275,0.3054971033334732,,
1993-07-09,,,0.3534265756607055,0.3534266054630279,0.35714692175388335,0.3476137578487396,0.3072952371835709,,
1993-07-12,,,0.3565270006656647,0.3528065860271453,0.3559068292379379,0.3504039630293846,0.3090933758020401,,
1993-07-13,,,0.347225934267044,0.35218648910522454,0.35466671288013457,0.35257410258054733,0.3109535121917725,,
1993-07-14,,,0.3751284480094909,0.35776699185371397,0.3559068083763122,0.3548992678523063,0.31330969452857965,,
1993-07-15,,,0.3658276796340942,0.3596271276473999,0.35714691877365107,0.3567593947052955,0.3153558504581451,,
1993-07-16,,,0.3410261869430542,0.35714704990386964,0.35528682768344877,0.35745696574449537,0.3166579574346542,,
1993-07-19,,,0.3317252993583679,0.3521867096424103,0.3524966478347778,0.35668193399906156,0.3174640208482742,,
1993-07-20,,,0.3286251425743103,0.3484665513038635,0.350326520204544,0.35590689927339547,0.318208081126213,,
1993-07-21,,,0.3410261869430542,0.3416460990905762,0.349706545472145,0.35497685372829435,0.31920016229152676,,
1993-07-22,,,0.347225934267044,0.33792575001716607,0.348776438832283,0.3537367478013038,0.3206262642145157,,
1993-07-23,,,0.3410261869430542,0.3379257500171661,0.34753639996051783,0.3523416608572006,0.3218663662672043,,
1993-07-26,,,0.3534265756607055,0.3422660052776337,0.34722635746002195,0.3515665933489799,0.3231684583425522,,
1993-07-27,,,0.3534265756607055,0.3472262918949127,0.3478464215993881,0.3512565672397613,0.324222531914711,,
1993-07-28,,,0.3441258370876312,0.34784622192382814,0.34474616050720214,0.3503264844417572,0.32521460235118865,,
1993-07-29,,,0.347225934267044,0.34784622192382814,0.34288598597049713,0.35001645237207407,0.32620666921138763,,
1993-07-30,,,0.3534265756607055,0.35032629966735834,0.3441260248422623,0.3497064262628555,0.327198737859726,,
1993-08-02,,,0.3627274930477142,0.3521864831447601,0.3472262442111969,0.3498614460229873,0.3287798547744751,,
