Date,GRADE,GPS,QCOM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1991-12-13,,,0.350254476070404,,,,,,
1991-12-16,,,0.3453902006149292,,,,,,
1991-12-17,,,0.3453902006149292,,,,,,
1991-12-18,,,0.355119526386261,,,,,,
1991-12-19,,,0.3405252695083618,0.34733593463897705,,,,,
1991-12-20,,,0.350254476070404,0.34733593463897705,,,,,
1991-12-23,,,0.3478224277496338,0.347822380065918,,,,,
1991-12-24,,,0.3745779991149902,0.35365993976593013,,,,,
1991-12-25,,,0.3745779991149902,0.35755163431167597,,,,,
1991-12-26,,,0.4280888438224792,0.3750643491744995,0.3612001419067382,,,,
1991-12-27,,,0.4134953022003174,0.38771251440048216,0.36752422451972955,,,,
1991-12-30,,,0.4232245087623596,0.40279293060302734,0.37530765533447263,,,,
1991-12-31,,,0.4816002249717712,0.42419737577438354,0.38892865777015684,,,,
1992-01-01,,,0.4816002249717712,0.44560182094573975,0.4015767276287079,,,,
1992-01-02,,,0.5375432372093201,0.4674926996231079,0.4212785243988037,,,,
1992-01-03,,,0.5448403358459473,0.4937617063522339,0.44073711037635804,,,,
1992-01-06,,,0.5107883214950562,0.5112744688987731,0.45703369975090025,,,,
1992-01-07,,,0.496193915605545,0.5141932070255278,0.46919529139995564,,,,
1992-01-08,,,0.4378181397914886,0.5054367899894714,0.4755193054676055,,,,
1992-01-09,,,0.4816002249717712,0.49424818754196165,0.4808704435825347,0.4210352927446365,,,
1992-01-10,,,0.4670062363147735,0.47868136763572694,0.4862215369939803,0.42687288075685503,,,
1992-01-13,,,0.5059230923652649,0.4777083218097687,0.49449139535427084,0.4348995253443718,,,
1992-01-14,,,0.5107883214950562,0.4806272029876709,0.4974102050065993,0.44316943138837817,,,
1992-01-15,,,0.5156521797180176,0.49619401097297666,0.500815400481224,0.451196064054966,,,
1992-01-16,,,0.5010589957237244,0.5000857651233673,0.4971669763326645,0.4592227503657341,,,
1992-01-17,,,0.4913296103477478,0.5049504399299621,0.49181590378284457,0.4662765070796013,,,
1992-01-20,,,0.4864645302295685,0.5010587275028229,0.48938352465629575,0.473208612203598,,,
1992-01-21,,,0.4670062363147735,0.49230231046676637,0.4864647567272186,0.4778300240635872,,,
