Date,GRADE,GPS,AZO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-08-31,41.01720986565843,A,26.8125,26.6125,26.58125,25.79375,24.33375,23.119375,21.26625
1993-09-01,41.01577383740649,A,27.25,26.7,26.75625,25.946875,24.43625,23.18,21.31
1993-09-02,41.009319372895,A,27.125,26.7625,26.8875,26.078125,24.54,23.236875,21.353125
1993-09-03,41.02516981749967,A,27.125,26.9625,26.925,26.225,24.63875,23.2925,21.3953125
1993-09-06,41.02465039921254,A,27.125,27.0875,26.91875,26.35,24.72375,23.350625,21.4340625
1993-09-07,41.01534090184936,A,27.0,27.125,26.86875,26.44375,24.80375,23.41,21.471875
1993-09-08,40.97742249574106,A,26.5625,26.9875,26.84375,26.496875,24.86625,23.468125,21.5059375
1993-09-09,40.953218929017474,A,26.875,26.9375,26.85,26.565625,24.93,23.53125,21.5403125
1993-09-10,40.93563970635877,A,26.9375,26.9,26.93125,26.64375,24.9925,23.5975,21.575
1993-09-13,40.934070537217885,A,27.1875,26.9125,27.0,26.7375,25.06,23.670625,21.6115625
1993-09-14,40.9287501921273,A,26.8125,26.875,27.0,26.790625,25.1175,23.73875,21.646875
1993-09-15,40.937025187005126,A,26.625,26.8875,26.9375,26.846875,25.17625,23.809375,21.68375
1993-09-16,40.94140005047148,A,26.75,26.8625,26.9,26.89375,25.25375,23.88125,21.7225
1993-09-17,40.93806910288969,P,26.875,26.85,26.875,26.9,25.3275,23.955625,21.7615625
1993-09-20,40.93028330930084,P,27.1875,26.85,26.88125,26.9,25.41,24.02125,21.80375
1993-09-21,40.922048275308995,P,26.625,26.8125,26.84375,26.85625,25.47875,24.0825,21.8421875
1993-09-22,40.92689795652014,A,27.0,26.8875,26.8875,26.865625,25.55625,24.14,21.8834375
1993-09-23,40.92225834789854,P,26.9375,26.925,26.89375,26.871875,25.62125,24.19875,21.923125
1993-09-24,40.89891859240965,P,25.9375,26.7375,26.79375,26.8625,25.67625,24.249375,21.9584375
1993-09-27,40.88245810841615,P,26.5,26.6,26.725,26.8625,25.73875,24.30625,21.9965625
1993-09-28,40.87071239003543,P,26.125,26.5,26.65625,26.828125,25.7875,24.355625,22.0315625
1993-09-29,40.82600115345229,P,25.625,26.225,26.55625,26.746875,25.81375,24.396875,22.0628125
1993-09-30,40.77550663687501,P,25.0,25.8375,26.38125,26.640625,25.84375,24.436875,22.09
1993-10-01,40.74672828435127,P,24.8125,25.6125,26.175,26.525,25.8675,24.47625,22.11625
1993-10-04,40.720190177330494,P,25.5,25.4125,26.00625,26.44375,25.89875,24.521875,22.1465625
1993-10-05,40.70609706802723,P,25.375,25.2625,25.88125,26.3625,25.92875,24.568125,22.178125
1993-10-06,40.70563801723324,P,25.1875,25.175,25.7,26.29375,25.9575,24.60375,22.2059375
1993-10-07,40.706988909418705,P,24.8125,25.1375,25.4875,26.190625,25.9775,24.625,22.231875
1993-10-08,40.72078992381192,P,25.125,25.2,25.40625,26.1,26.00625,24.648125,22.259375
1993-10-11,40.7272831458532,P,25.5,25.2,25.30625,26.015625,26.05625,24.67375,22.2903125
1993-10-12,40.72102617159532,P,25.125,25.15,25.20625,25.93125,26.09,24.690625,22.3190625
1993-10-13,40.72424280741618,P,25.25,25.1625,25.16875,25.8625,26.11125,24.706875,22.3471875
1993-10-14,40.74765222088681,P,25.5,25.3,25.21875,25.8,26.13125,24.72625,22.3765625
1993-10-15,40.76307012744649,P,25.6875,25.4125,25.30625,25.740625,26.16125,24.746875,22.41
1993-10-18,40.757373044220884,P,25.375,25.3875,25.29375,25.65,26.17625,24.764375,22.4396875
1993-10-19,40.748733572351796,A,24.8125,25.325,25.2375,25.559375,26.17,24.7725,22.466875
1993-10-20,40.72788928821543,A,24.5625,25.1875,25.175,25.4375,26.15125,24.778125,22.4934375
1993-10-21,40.697667419355746,P,24.625,25.0125,25.15625,25.321875,26.13375,24.78125,22.5203125
1993-10-22,40.68015670976969,P,25.25,24.925,25.16875,25.2875,26.13125,24.7925,22.5515625
1993-10-25,40.67727784426916,P,25.125,24.875,25.13125,25.21875,26.1275,24.80875,22.5825
1993-10-26,40.70732580119597,P,25.625,25.0375,25.18125,25.19375,26.125,24.841875,22.6159375
1993-10-27,40.75411216226792,A,25.875,25.3,25.24375,25.20625,26.1325,24.86875,22.6528125
1993-10-28,40.809631919867925,A,26.1875,25.6125,25.3125,25.265625,26.14,24.89875,22.695
1993-10-29,40.850090943762794,A,26.625,25.8875,25.40625,25.35625,26.1375,24.933125,22.73875
1993-11-01,40.90397624241846,A,27.125,26.2875,25.58125,25.4375,26.13625,24.973125,22.7846875
1993-11-02,40.94286421785691,A,27.375,26.6375,25.8375,25.5375,26.13375,25.023125,22.8303125
1993-11-03,40.98129028987896,A,27.5625,26.975,26.1375,25.65625,26.14875,25.0775,22.876875
1993-11-04,40.98326101010205,A,26.5,27.0375,26.325,25.740625,26.1425,25.12125,22.91875
1993-11-05,40.97712331207976,A,26.5,27.0125,26.45,25.809375,26.15,25.160625,22.9634375
1993-11-08,40.961230032065735,A,26.6875,26.925,26.60625,25.86875,26.15375,25.2025,23.01125
1993-11-09,40.944995860764124,A,27.125,26.875,26.75625,25.96875,26.16,25.246875,23.0609375
1993-11-10,40.928616732896934,A,27.625,26.8875,26.93125,26.0875,26.1675,25.301875,23.1096875
1993-11-11,40.946518334378645,A,27.75,27.1375,27.0875,26.2,26.18,25.36,23.1578125
1993-11-12,40.96566999983889,A,27.75,27.3875,27.2,26.303125,26.1925,25.415625,23.20625
1993-11-15,40.96826181466424,A,27.25,27.5,27.2125,26.396875,26.195,25.459375,23.254375
1993-11-16,40.9524257418249,A,26.875,27.45,27.1625,26.5,26.1925,25.498125,23.2990625
1993-11-17,40.92911234109338,A,27.0625,27.3375,27.1125,26.625,26.2025,25.534375,23.3428125
1993-11-18,40.897217553621736,A,26.9375,27.175,27.15625,26.740625,26.20375,25.566875,23.3853125
1993-11-19,40.86189185870857,P,26.75,26.975,27.18125,26.815625,26.2,25.59625,23.428125
1993-11-22,40.838108748469914,P,26.5,26.825,27.1625,26.884375,26.18625,25.623125,23.4696875
1993-11-23,40.83295139295899,P,26.75,26.8,27.125,26.940625,26.185,25.65125,23.515
1993-11-24,40.833214322311385,P,27.125,26.8125,27.075,27.003125,26.195,25.685625,23.561875
1993-11-25,40.835037738081475,P,27.125,26.85,27.0125,27.05,26.2025,25.728125,23.6078125
1993-11-26,40.834645131762386,P,26.875,26.875,26.925,27.0625,26.2025,25.765,23.650625
1993-11-29,40.860913622853296,A,27.6875,27.1125,26.96875,27.090625,26.2125,25.81125,23.6990625
1993-11-30,40.885715930345235,A,27.8125,27.325,27.0625,27.1125,26.23625,25.8575,23.750625
1993-12-01,40.919091141816835,A,28.6875,27.6375,27.225,27.16875,26.27,25.913125,23.8028125
1993-12-02,40.94867522409734,A,28.5,27.9125,27.38125,27.26875,26.30125,25.96125,23.8509375
1993-12-03,41.008580818885754,A,29.0625,28.35,27.6125,27.396875,26.36375,26.02,23.901875
1993-12-06,41.03942580416635,A,29.1875,28.65,27.88125,27.521875,26.4175,26.078125,23.9490625
1993-12-07,41.067636648295526,A,29.4375,28.975,28.15,27.6375,26.48375,26.135625,23.9975
1993-12-08,41.07010888107616,A,29.4375,29.125,28.38125,27.728125,26.56,26.186875,24.0434375
1993-12-09,41.07540955170936,A,29.1875,29.2625,28.5875,27.8,26.64375,26.24375,24.0890625
1993-12-10,41.05369037037483,A,29.0,29.25,28.8,27.8625,26.7275,26.2975,24.1353125
1993-12-13,41.01755756529709,A,28.4375,29.1,28.875,27.921875,26.78625,26.3425,24.176875
1993-12-14,40.96876486321444,A,28.0625,28.825,28.9,27.98125,26.84,26.384375,24.2153125
1993-12-15,40.91690243309782,A,27.6875,28.475,28.8,28.0125,26.89,26.42375,24.25
1993-12-16,40.8676921015391,A,27.625,28.1625,28.7125,28.046875,26.94625,26.461875,24.2840625
1993-12-17,40.82005527791268,P,27.5,27.8625,28.55625,28.084375,26.99375,26.5,24.3178125
1993-12-20,40.80884987135956,P,27.9375,27.7625,28.43125,28.15625,27.0425,26.549375,24.353125
1993-12-21,40.80271196005052,P,27.75,27.7,28.2625,28.20625,27.095,26.5925,24.386875
1993-12-22,40.80148189526001,P,27.4375,27.65,28.0625,28.221875,27.13875,26.625,24.4190625
1993-12-23,40.790319268643195,P,27.125,27.55,27.85625,28.221875,27.17125,26.65125,24.45
1993-12-24,40.78535302431205,P,27.125,27.475,27.66875,28.234375,27.2,26.680625,24.47875
1993-12-27,40.760439702512365,P,27.0625,27.3,27.53125,28.203125,27.23375,26.705,24.5084375
1993-12-28,40.747573063621616,P,27.25,27.2,27.45,28.175,27.2825,26.72625,24.5384375
1993-12-29,40.74641692183166,P,27.375,27.1875,27.41875,28.109375,27.33875,26.745,24.5675
1993-12-30,40.76287394888525,P,27.625,27.2875,27.41875,28.065625,27.39875,26.76625,24.599375
1993-12-31,40.79786110626753,P,28.625,27.5875,27.53125,28.04375,27.46625,26.79875,24.634375
1994-01-03,40.82331041651644,A,28.125,27.8,27.55,27.990625,27.52625,26.826875,24.666875
1994-01-04,40.817147233471104,A,27.3125,27.8125,27.50625,27.884375,27.56,26.8425,24.6946875
1994-01-05,40.8032867084559,A,27.0625,27.75,27.46875,27.765625,27.58375,26.858125,24.7209375
1994-01-06,40.78362016899583,A,27.25,27.675,27.48125,27.66875,27.605,26.8725,24.7490625
1994-01-07,40.73761837518868,P,27.3125,27.4125,27.5,27.584375,27.61875,26.878125,24.781875
1994-01-10,40.70674581786861,P,27.25,27.2375,27.51875,27.525,27.62125,26.87875,24.8140625
1994-01-11,40.703637715965044,P,27.125,27.2,27.50625,27.478125,27.61625,26.875,24.849375
1994-01-12,40.70447387602383,P,26.9375,27.175,27.4625,27.440625,27.60375,26.87625,24.881875
1994-01-13,40.70451914517117,P,27.0,27.125,27.4,27.409375,27.61375,26.878125,24.9159375
1994-01-14,40.7155074719454,P,27.3125,27.125,27.26875,27.4,27.63,26.89,24.9515625
1994-01-17,40.72953529616786,P,27.625,27.2,27.21875,27.384375,27.64875,26.90125,24.98375
1994-01-18,40.750473704711354,P,27.9375,27.3625,27.28125,27.39375,27.665,26.9125,25.0159375
1994-01-19,40.76237408353368,P,27.4375,27.4625,27.31875,27.39375,27.66125,26.914375,25.0471875
1994-01-20,40.76855409815905,P,27.375,27.5375,27.33125,27.40625,27.65375,26.916875,25.076875
1994-01-21,40.768574098657034,A,27.4375,27.5625,27.34375,27.421875,27.6475,26.92,25.10625
1994-01-24,40.76066519543746,A,27.25,27.4875,27.34375,27.43125,27.6475,26.92125,25.1359375
1994-01-25,40.74903990915618,A,27.5,27.4,27.38125,27.44375,27.66,26.92625,25.168125
1994-01-26,40.75501073550169,A,27.5625,27.425,27.44375,27.453125,27.67,26.93625,25.2021875
1994-01-27,40.77778172865874,A,28.1875,27.5875,27.5625,27.48125,27.695,26.949375,25.2403125
1994-01-28,40.795316579392725,A,28.125,27.725,27.64375,27.45625,27.7225,26.96125,25.279375
1994-01-31,40.821085971364944,A,28.1875,27.9125,27.7,27.459375,27.75625,26.97125,25.3209375
1994-02-01,40.84528621653117,A,28.375,28.0875,27.74375,27.5125,27.78875,26.986875,25.3628125
1994-02-02,40.86174467791421,A,28.1875,28.2125,27.81875,27.56875,27.81,27.0025,25.4059375
1994-02-03,40.84810572063684,A,27.75,28.125,27.85625,27.59375,27.8225,27.0125,25.446875
1994-02-04,40.82910089875754,A,27.25,27.95,27.8375,27.590625,27.83,27.01625,25.4859375
1994-02-07,40.8040500384008,A,27.4375,27.8,27.85625,27.6,27.825,27.01875,25.52
1994-02-08,40.781772114208266,A,27.75,27.675,27.88125,27.63125,27.82375,27.03,25.55625
1994-02-09,40.74657814285012,A,27.375,27.5125,27.8625,27.653125,27.7975,27.03375,25.586875
1994-02-10,40.74631190446518,A,28.125,27.5875,27.85625,27.709375,27.79,27.045625,25.6221875
1994-02-11,40.759000859504944,A,28.0,27.7375,27.84375,27.74375,27.76875,27.06625,25.6578125
1994-02-14,40.765434316925806,A,27.875,27.825,27.8125,27.75625,27.7425,27.08,25.693125
1994-02-15,40.75946197411668,A,27.875,27.85,27.7625,27.753125,27.71125,27.0975,25.7265625
1994-02-16,40.77016105728472,A,27.75,27.925,27.71875,27.76875,27.6775,27.11875,25.7578125
1994-02-17,40.760353836800554,A,27.625,27.825,27.70625,27.78125,27.64625,27.145,25.7909375
1994-02-18,40.75086002724803,P,27.5,27.725,27.73125,27.784375,27.61625,27.171875,25.8240625
1994-02-21,40.74919961091865,P,27.5,27.65,27.7375,27.796875,27.5975,27.191875,25.856875
1994-02-22,40.762758567393995,P,27.9375,27.6625,27.75625,27.81875,27.595,27.2175,25.8928125
1994-02-23,40.77036636626984,A,27.75,27.6625,27.79375,27.828125,27.59625,27.243125,25.9234375
1994-02-24,40.77666230142537,A,27.9375,27.725,27.775,27.815625,27.6025,27.274375,25.9496875
1994-02-25,40.78522256011973,A,28.0625,27.8375,27.78125,27.8125,27.61375,27.30375,25.9759375
1994-02-28,40.7958800577161,A,28.25,27.9875,27.81875,27.815625,27.62,27.33125,26.0025
1994-03-01,40.786773030143884,A,28.0,28.0,27.83125,27.796875,27.625,27.36,26.0253125
1994-03-02,40.778643958587686,A,27.8125,28.0125,27.8375,27.778125,27.6325,27.385625,26.04625
1994-03-03,40.783825465648796,A,28.1875,28.0625,27.89375,27.8,27.65375,27.4125,26.069375
1994-03-04,40.803217706130624,A,28.875,28.225,28.03125,27.88125,27.68875,27.444375,26.095625
1994-03-07,40.84444051655706,A,29.875,28.55,28.26875,28.003125,27.745,27.489375,26.126875
1994-03-08,40.88258163578039,A,29.4375,28.8375,28.41875,28.0875,27.78875,27.535625,26.1540625
1994-03-09,40.932970121196256,A,29.6875,29.2125,28.6125,28.203125,27.835,27.586875,26.1825
1994-03-10,40.95972399578497,A,29.5,29.475,28.76875,28.271875,27.8725,27.635625,26.2084375
1994-03-11,40.954758838297884,A,29.3125,29.5625,28.89375,28.3375,27.88625,27.67625,26.234375
1994-03-14,40.93976184519928,A,30.0,29.5875,29.06875,28.44375,27.92375,27.725,26.266875
1994-03-15,40.95344622339778,A,30.3125,29.7625,29.3,28.565625,27.98375,27.771875,26.306875
1994-03-16,40.9649335781403,A,30.75,29.975,29.59375,28.715625,28.0575,27.820625,26.3446875
1994-03-17,40.972120437105694,A,30.125,30.1,29.7875,28.840625,28.115,27.86,26.379375
1994-03-18,40.98200251273274,A,29.8125,30.2,29.88125,28.95625,28.165,27.891875,26.4125
1994-03-21,40.950409794840446,A,29.125,30.025,29.80625,29.0375,28.2025,27.911875,26.4425
1994-03-22,40.89822763376063,A,28.9375,29.75,29.75625,29.0875,28.23875,27.9275,26.4753125
1994-03-23,40.8385059034534,A,29.0625,29.4125,29.69375,29.153125,28.28125,27.9425,26.51
1994-03-24,40.79257477225398,P,28.625,29.1125,29.60625,29.1875,28.31375,27.96375,26.5425
1994-03-25,40.75786791933891,P,28.625,28.875,29.5375,29.215625,28.34,27.985,26.5728125
1994-03-28,40.743450118828456,P,28.375,28.725,29.375,29.221875,28.355,28.001875,26.6021875
1994-03-29,40.721914165962396,P,28.0,28.5375,29.14375,29.221875,28.35625,28.010625,26.62875
1994-03-30,40.68383937441272,P,27.375,28.2,28.80625,29.2,28.355,28.008125,26.655
1994-03-31,40.647756703721434,P,27.125,27.9,28.50625,29.146875,28.35,28.001875,26.6809375
1994-04-01,40.6093660410354,P,27.125,27.6,28.2375,29.059375,28.34375,27.995625,26.705625
1994-04-04,40.565621442970546,B,26.5625,27.2375,27.98125,28.89375,28.33,27.98875,26.7240625
1994-04-05,40.570934498879815,B,27.875,27.2125,27.875,28.815625,28.3375,27.99875,26.7484375
1994-04-06,40.581829363844925,B,27.4375,27.225,27.7125,28.703125,28.335,28.0025,26.7684375
1994-04-07,40.601002941603795,P,27.625,27.325,27.6125,28.609375,28.32375,28.009375,26.788125
1994-04-08,40.6203837984716,P,27.5,27.4,27.5,28.51875,28.31125,28.016875,26.8065625
1994-04-11,40.65207489309636,P,27.375,27.5625,27.4,28.3875,28.295,28.025625,26.824375
1994-04-12,40.6351220141918,P,27.3125,27.45,27.33125,28.2375,28.27375,28.03125,26.84125
1994-04-13,40.628321546072804,P,27.125,27.3875,27.30625,28.05625,28.2525,28.03125,26.8584375
1994-04-14,40.619367820336464,P,27.0625,27.275,27.3,27.903125,28.23875,28.030625,26.879375
1994-04-15,40.62351632188667,P,27.375,27.25,27.325,27.78125,28.24125,28.035625,26.9003125
1994-04-18,40.60381613918616,B,26.25,27.025,27.29375,27.6375,28.2175,28.02125,26.91625
1994-04-19,40.575753461614866,B,25.75,26.7125,27.08125,27.478125,28.1775,28.000625,26.9290625
1994-04-20,40.56178321198143,B,26.25,26.5375,26.9625,27.3375,28.155,27.97625,26.9446875
1994-04-21,40.56248960284882,B,27.125,26.55,26.9125,27.2625,28.135,27.9625,26.961875
1994-04-22,40.55375400685143,B,27.25,26.525,26.8875,27.19375,28.12,27.944375,26.9821875
1994-04-25,40.57135581842682,B,27.0,26.675,26.85,27.125,28.1025,27.9225,27.0003125
1994-04-26,40.61174271891377,B,27.0,26.925,26.81875,27.075,28.085,27.898125,27.016875
1994-04-27,40.63712557964343,B,27.0,27.075,26.80625,27.05625,28.07,27.87375,27.0303125
1994-04-28,40.639261615926806,B,26.875,27.025,26.7875,27.04375,28.055,27.850625,27.0471875
1994-04-29,40.690317933452924,C,29.0,27.375,26.95,27.1375,28.085,27.850625,27.0740625
1994-05-02,40.78043387436433,A,30.25,28.025,27.35,27.321875,28.14,27.86875,27.105625
1994-05-03,40.84910238426931,A,29.625,28.55,27.7375,27.409375,28.17375,27.884375,27.134375
1994-05-04,40.917319236345776,A,29.5,29.05,28.0625,27.5125,28.20875,27.9025,27.163125
1994-05-05,40.9783165176617,A,29.25,29.525,28.275,27.59375,28.235,27.91875,27.1903125
1994-05-06,40.96288684305565,A,28.75,29.475,28.425,27.65625,28.24875,27.93125,27.215625
1994-05-09,40.88767286388493,A,28.25,29.075,28.55,27.7,28.24875,27.934375,27.241875
1994-05-10,40.81645806414907,A,27.5,28.65,28.6,27.709375,28.23875,27.931875,27.2621875
1994-05-11,40.744775629996816,A,27.375,28.225,28.6375,27.721875,28.23,27.93125,27.278125
1994-05-12,40.697876329125116,A,27.875,27.95,28.7375,27.7625,28.22375,27.93875,27.295
1994-05-13,40.645286408869424,A,27.0,27.6,28.5375,27.74375,28.18625,27.9375,27.3090625
1994-05-16,40.602403148961116,P,26.75,27.3,28.1875,27.76875,28.12375,27.934375,27.3196875
1994-05-17,40.57672582447233,B,26.5,27.1,27.875,27.80625,28.065,27.926875,27.3265625
1994-05-18,40.56268673242639,B,27.0,27.025,27.625,27.84375,28.01125,27.923125,27.3340625
1994-05-19,40.51072781016371,B,26.25,26.7,27.325,27.8,27.94625,27.909375,27.3378125
1994-05-20,40.49559007338808,B,26.25,26.55,27.075,27.75,27.885,27.885625,27.3421875
1994-05-23,40.50026090440763,B,26.5,26.5,26.9,27.725,27.815,27.869375,27.348125
1994-05-24,40.5229823059501,B,27.125,26.625,26.8625,27.73125,27.75125,27.8675,27.355
1994-05-25,40.52763409615047,B,26.875,26.6,26.8125,27.725,27.67375,27.865625,27.361875
1994-05-26,40.56280254478167,B,27.0,26.75,26.725,27.73125,27.61125,27.863125,27.3678125
1994-05-27,40.59265543066502,B,27.25,26.95,26.75,27.64375,27.56,27.8625,27.3703125
1994-05-30,40.60727724087065,B,27.25,27.1,26.8,27.49375,27.5225,27.8625,27.370625
1994-05-31,40.60056879051328,C,27.25,27.125,26.875,27.375,27.48875,27.86375,27.369375
1994-06-01,40.619702734867595,A,27.875,27.325,26.9625,27.29375,27.465,27.873125,27.3746875
1994-06-02,40.622185428281846,A,27.25,27.375,27.0625,27.19375,27.4375,27.875625,27.376875
1994-06-03,40.63526571198673,A,27.625,27.45,27.2,27.1375,27.4175,27.87875,27.384375
1994-06-06,40.64590949103905,A,27.375,27.475,27.2875,27.09375,27.3975,27.87625,27.38875
1994-06-07,40.65896864794585,A,27.5,27.525,27.325,27.09375,27.3875,27.871875,27.3921875
1994-06-08,40.651664843875075,C,27.375,27.425,27.375,27.09375,27.3875,27.87125,27.3928125
1994-06-09,40.66667259349936,C,27.75,27.525,27.45,27.0875,27.4,27.875,27.3959375
1994-06-10,40.67373935771488,A,27.875,27.575,27.5125,27.13125,27.415,27.879375,27.3996875
1994-06-13,40.69250307741086,A,27.875,27.675,27.575,27.1875,27.44125,27.885625,27.4034375
1994-06-14,40.714003659850185,A,28.25,27.825,27.675,27.275,27.44875,27.893125,27.4096875
1994-06-15,40.73056734398054,A,28.0,27.95,27.6875,27.325,27.46,27.8975,27.416875
1994-06-16,40.72917707257101,A,27.75,27.95,27.7375,27.4,27.4625,27.893125,27.42125
1994-06-17,40.70121173922963,A,26.875,27.75,27.6625,27.43125,27.45,27.880625,27.4209375
1994-06-20,40.640245887391366,B,25.75,27.325,27.5,27.39375,27.4175,27.85625,27.41375
1994-06-21,40.56333325326168,B,25.5,26.775,27.3,27.3125,27.38125,27.8275,27.4071875
1994-06-22,40.50250886807397,B,25.625,26.3,27.125,27.25,27.35125,27.801875,27.4021875
1994-06-23,40.44194218397858,B,25.375,25.825,26.8875,27.16875,27.3175,27.778125,27.3953125
1994-06-24,40.36941968357727,B,23.75,25.2,26.475,26.99375,27.245,27.743125,27.3796875
1994-06-27,40.337239451554986,B,23.875,24.825,26.075,26.825,27.1975,27.7075,27.363125
1994-06-28,40.345755285010014,B,25.0,24.725,25.75,26.7125,27.1825,27.68,27.355
1994-06-29,40.348884166843426,B,25.25,24.65,25.475,26.58125,27.1625,27.65875,27.34625
1994-06-30,40.3365564709161,B,24.375,24.45,25.1375,26.4375,27.1075,27.62125,27.3334375
1994-07-01,40.40407203766562,B,25.5,24.8,25.0,26.33125,27.0725,27.59625,27.33125
1994-07-04,40.46463023536271,B,25.5,25.125,24.975,26.2375,27.0425,27.5725,27.32625
1994-07-05,40.471609829777954,B,24.75,25.075,24.9,26.1,26.9975,27.54125,27.319375
1994-07-06,40.485313636445525,B,25.125,25.05,24.85,25.9875,26.96,27.515,27.316875
1994-07-07,40.512765710261256,B,24.5,25.075,24.7625,25.825,26.9125,27.48375,27.314375
1994-07-08,40.472424059968084,B,23.75,24.725,24.7625,25.61875,26.8075,27.44625,27.3090625
1994-07-11,40.426390115206836,B,24.0,24.425,24.775,25.425,26.6825,27.41125,27.3015625
1994-07-12,40.405942636018686,B,24.125,24.3,24.6875,25.21875,26.5725,27.373125,27.2953125
1994-07-13,40.36573520534824,B,23.75,24.025,24.5375,25.00625,26.4575,27.333125,27.288125
1994-07-14,40.35285871889896,B,24.125,23.95,24.5125,24.825,26.355,27.295,27.2846875
1994-07-15,40.3512649360764,B,23.5,23.9,24.3125,24.65625,26.25,27.249375,27.2765625
1994-07-18,40.35584547109102,B,23.625,23.825,24.125,24.55,26.1575,27.203125,27.2671875
1994-07-19,40.373064903989984,B,23.875,23.775,24.0375,24.46875,26.085,27.161875,27.2609375
1994-07-20,40.39206978629468,B,23.5,23.725,23.875,24.3625,26.0075,27.11875,27.2521875
1994-07-21,40.386294163488124,B,23.375,23.575,23.7625,24.2625,25.9175,27.070625,27.2415625
1994-07-22,40.404140690563445,B,23.25,23.525,23.7125,24.2375,25.8425,27.014375,27.229375
1994-07-25,40.41827464584458,B,23.5,23.5,23.6625,24.21875,25.7775,26.950625,27.22
1994-07-26,40.40900524566899,B,23.25,23.375,23.575,24.13125,25.7125,26.88875,27.2121875
1994-07-27,40.403828541493986,B,23.0,23.275,23.5,24.01875,25.6325,26.821875,27.204375
1994-07-28,40.39943400611328,B,22.625,23.125,23.35,23.93125,25.56,26.753125,27.194375
1994-07-29,40.416010481567874,B,24.0,23.275,23.4,23.85625,25.515,26.7,27.188125
1994-08-01,40.42872144061403,B,24.125,23.4,23.45,23.7875,25.4675,26.64125,27.183125
1994-08-02,40.44019824837035,B,23.75,23.5,23.4375,23.7375,25.4,26.575625,27.17375
1994-08-03,40.45062869156722,B,23.5,23.6,23.4375,23.65625,25.3325,26.503125,27.161875
1994-08-04,40.45903470923651,C,23.0,23.675,23.4,23.58125,25.2525,26.431875,27.1459375
1994-08-05,40.44137443702798,C,23.5,23.575,23.425,23.56875,25.1775,26.36875,27.1303125
1994-08-08,40.40465205522536,B,22.75,23.3,23.35,23.50625,25.0875,26.305,27.1084375
1994-08-09,40.38742592373732,B,23.0,23.15,23.325,23.45,25.0025,26.245625,27.0865625
1994-08-10,40.377208746108934,B,23.0,23.05,23.325,23.4125,24.905,26.185,27.06375
1994-08-11,40.38314824326758,B,23.0,23.05,23.3625,23.35625,24.82,26.12875,27.04625
1994-08-12,40.3681230872652,B,22.75,22.9,23.2375,23.31875,24.7225,26.07,27.0275
1994-08-15,40.366312618832005,B,22.25,22.8,23.05,23.25,24.62,26.00875,27.0053125
1994-08-16,40.369516831139286,B,22.875,22.775,22.9625,23.2,24.5275,25.9575,26.9840625
1994-08-17,40.37183809158076,B,22.75,22.725,22.8875,23.1625,24.435,25.91125,26.9596875
1994-08-18,40.3848736483765,B,23.5,22.825,22.9375,23.16875,24.35,25.875,26.9384375
1994-08-19,40.43671795244827,B,24.5,23.175,23.0375,23.23125,24.2825,25.84875,26.9221875
1994-08-22,40.483818993421814,C,23.625,23.45,23.125,23.2375,24.1975,25.819375,26.9040625
1994-08-23,40.5081756576583,C,23.625,23.6,23.1875,23.25625,24.105,25.776875,26.8878125
1994-08-24,40.52612726816939,C,23.25,23.7,23.2125,23.26875,24.01,25.735,26.86875
1994-08-25,40.52052633674877,C,23.25,23.65,23.2375,23.3,23.92,25.69125,26.8503125
1994-08-26,40.50252004212016,C,24.0,23.55,23.3625,23.3,23.8625,25.65625,26.8365625
1994-08-29,40.50911653743541,C,24.0,23.625,23.5375,23.29375,23.8275,25.6225,26.8240625
1994-08-30,40.56294962633094,C,25.625,24.025,23.8125,23.3875,23.83,25.605625,26.8184375
1994-08-31,40.60725132820374,C,24.875,24.35,24.025,23.45625,23.815,25.583125,26.8071875
1994-09-01,40.644315361105896,C,24.5,24.6,24.125,23.53125,23.7975,25.5575,26.7940625
1994-09-02,40.675183739027645,C,25.0,24.8,24.175,23.60625,23.8225,25.53375,26.7846875
1994-09-05,40.70199288577077,C,25.0,25.0,24.3125,23.71875,23.845,25.52125,26.77125
1994-09-06,40.68255404545891,C,25.25,24.925,24.475,23.83125,23.85,25.51625,26.7584375
1994-09-07,40.680221318236015,C,25.25,25.0,24.675,23.94375,23.85,25.50625,26.74125
1994-09-08,40.68462235333812,C,25.0,25.1,24.85,24.04375,23.8625,25.485,26.72375
1994-09-09,40.66297650861325,C,24.625,25.025,24.9125,24.1375,23.845,25.45875,26.7015625
1994-09-12,40.6047335151597,C,23.375,24.7,24.85,24.19375,23.8025,25.4225,26.6725
1994-09-13,40.52182145798593,C,22.5,24.15,24.5375,24.175,23.7575,25.3775,26.6378125
1994-09-14,40.461822776050184,B,23.375,23.775,24.3875,24.20625,23.7225,25.34125,26.6075
1994-09-15,40.42100532014445,B,23.875,23.55,24.325,24.225,23.71,25.31125,26.5809375
1994-09-16,40.402190834791696,B,24.25,23.475,24.25,24.2125,23.72,25.26375,26.5571875
1994-09-19,40.43561269945118,B,24.875,23.775,24.2375,24.275,23.7375,25.21,26.539375
1994-09-20,40.49292916447452,B,24.25,24.125,24.1375,24.30625,23.74,25.15625,26.5203125
1994-09-21,40.508694988997505,C,23.625,24.175,23.975,24.325,23.7375,25.0975,26.5
1994-09-22,40.506420548887796,C,23.625,24.125,23.8375,24.34375,23.7275,25.04125,26.48
