Date,GRADE,GPS,TJX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-06-26,,,0.3785849511623382,,,,,,
1987-06-29,,,0.3785849511623382,,,,,,
1987-06-30,,,0.3945254385471344,,,,,,
1987-07-01,,,0.398510068655014,,,,,,
1987-07-02,,,0.4005025923252105,0.39014160037040707,,,,,
1987-07-03,,,0.4005025923252105,0.3945251286029815,,,,,
1987-07-06,,,0.4184360206127167,0.40249534249305724,,,,,
1987-07-07,,,0.4084725677967071,0.4052847683429718,,,,,
1987-07-08,,,0.4064801931381225,0.40687879323959353,,,,,
1987-07-09,,,0.4264058470726013,0.41205944418907164,0.40110052227973936,,,,
1987-07-10,,,0.4323835372924804,0.41843563318252563,0.4064803808927536,,,,
1987-07-13,,,0.4283984303474426,0.4204281151294708,0.411461728811264,,,,
1987-07-14,,,0.4204282462596893,0.42281925082206717,0.4140520095825194,,,,
1987-07-15,,,0.4064801931381225,0.4228192508220673,0.4148490220308303,,,,
1987-07-16,,,0.4084725677967071,0.4192325949668884,0.41564601957798,,,,
1987-07-17,,,0.4024955928325653,0.4132550060749054,0.4158453196287155,,,,
1987-07-20,,,0.3905398845672607,0.405683296918869,0.4130557060241699,,,,
1987-07-21,,,0.3905398845672607,0.3997056245803833,0.4112624377012253,,,,
1987-07-22,,,0.3925321102142334,0.39691600799560545,0.40986762940883636,,,,
1987-07-23,,,0.3865551948547363,0.3925325334072113,0.4058825641870499,0.40349154323339465,,,
1987-07-24,,,0.3905398845672607,0.39014139175415036,0.4016981989145279,0.40408928990364074,,,
1987-07-27,,,0.4024955928325653,0.3925325334072113,0.3991079151630401,0.4052848219871521,,,
1987-07-28,,,0.3945254385471344,0.393329644203186,0.3965176343917846,0.4052848219871521,,,
1987-07-29,,,0.3865551948547363,0.3921342611312866,0.394525134563446,0.40468707829713824,,,
1987-07-30,,,0.398510068655014,0.39452523589134214,0.3935288846492767,0.4045874521136283,,,
1987-07-31,,,0.3905398845672607,0.39452523589134214,0.3923333138227462,0.4040893167257308,,,
1987-08-03,,,0.3925321102142334,0.3925325393676758,0.39253253638744356,0.40279412120580665,,,
1987-08-04,,,0.3925321102142334,0.3921338737010956,0.3927317589521408,0.40199709832668296,,,
1987-08-05,,,0.4044878482818603,0.39572040438652034,0.3939273327589035,0.40189748108386986,,,
1987-08-06,,,0.4104656875133514,0.39811152815818784,0.396318382024765,0.40110047310590735,,,
1987-08-07,,,0.4160666167736053,0.40321687459945676,0.39887105524539945,0.4002846270799636,,,
1987-08-10,,,0.4140663146972656,0.40752371549606325,0.4000281274318695,0.3995680212974548,,,
1987-08-11,,,0.4132643043994903,0.4116701543331146,0.4019020140171051,0.3992098242044449,,,
