Date,GRADE,GPS,C,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-04-09,63.387522707555256,A,362.3664245605469,361.79033813476565,360.6100616455078,357.8069702148438,365.85076904296875,368.6566729736328,353.9851818847656
2007-04-10,64.36162905760922,A,368.1272277832031,363.1813659667969,361.5514617919922,359.08909301757814,365.6627117919922,368.8172540283203,354.156141204834
2007-04-11,64.92796341317977,A,363.9119262695313,363.7995971679687,362.14158020019534,360.04453430175784,365.270693359375,368.9245504760742,354.3046594238281
2007-04-12,64.90593930909675,A,362.8582458496094,363.91200561523436,362.3172271728516,360.57846069335943,364.83793273925784,369.0213101196289,354.43904479980466
2007-04-13,64.99841609516778,A,362.50689697265625,363.9541442871094,362.49989013671876,361.3055755615235,364.40797912597657,369.14655670166013,354.5781518554688
2007-04-16,66.1786942693566,A,371.85064697265625,365.8509887695312,363.82066345214844,362.3137115478516,364.1522576904297,369.3944567871094,354.7551124572754
2007-04-17,65.56656174960595,A,369.0404968261719,366.033642578125,364.6075042724609,362.9776092529297,363.81223266601563,369.6372131347656,354.90915786743165
2007-04-18,66.09004385740849,A,372.2721557617188,367.7056884765625,365.7526428222656,363.31482543945316,363.5368408203125,369.89141723632815,355.1056146240234
2007-04-19,67.37391520712401,A,372.97454833984375,369.72894897460935,366.8204772949219,363.7539001464844,363.34715393066404,370.17142791748046,355.3383152770996
2007-04-20,69.04913800637983,A,375.29290771484375,372.28615112304686,368.1201477050781,364.35105133056646,363.34995910644534,370.4892297363281,355.5924963378906
2007-04-23,68.83779765400246,A,373.1150817871094,372.5390380859375,369.19501342773435,364.90253753662114,363.3049932861328,370.7421231079102,355.87602081298826
2007-04-24,69.04539545971849,A,371.0076293945313,372.93246459960943,369.4830535888672,365.51725769042974,363.17853942871096,370.93846313476564,356.1438945007324
2007-04-25,69.64065825458036,A,377.96282958984375,374.0705993652344,370.8881439208985,366.51486206054693,363.1251507568359,371.1855737304688,356.42267654418947
2007-04-26,69.68997390018676,A,376.2765197753906,374.7309936523437,372.2299713134766,367.2735992431641,363.03382263183596,371.4206909179687,356.69780044555665
2007-04-27,68.89137976712165,A,374.9416809082031,374.66074829101564,373.4734497070313,367.98666992187503,362.9312518310547,371.563154296875,356.97238723754884
2007-04-30,68.67045851497711,A,376.6981506347656,375.3773620605469,373.9582000732422,368.8894317626954,362.8638104248047,371.6515301513672,357.237685546875
2007-05-01,69.53922930781422,A,380.7727355957031,377.33038330078125,375.13142395019537,369.86946411132817,362.86521606445314,371.8244787597656,357.52369812011716
2007-05-02,69.34419255371999,A,381.4752807617188,378.0328735351562,376.05173645019534,370.9021896362305,362.94249572753904,371.9995834350586,357.810495300293
2007-05-03,69.58106492179543,A,382.8235168457031,379.34227294921874,377.03663330078126,371.92855529785163,363.06921875,372.13321380615236,358.1115344238281
2007-05-04,70.09019646825999,A,383.8170166015625,381.1173400878906,377.8890441894531,373.0045959472656,363.1905187988281,372.2099951171875,358.3827639770508
2007-05-07,70.45931078606127,A,382.3268127441406,382.2430725097656,378.8102172851562,374.0026153564453,363.435166015625,372.1765713500977,358.64722457885745
2007-05-08,69.99888611273181,A,381.19140625,382.326806640625,379.82859497070314,374.6558242797852,363.94936096191407,372.14640258789063,358.89918853759764
2007-05-09,70.02468016889993,A,384.0298156738281,382.83771362304685,380.43529357910154,375.66171875,364.5526428222656,372.1494876098633,359.15818450927736
2007-05-10,68.97109529969116,A,377.5016784667969,381.7733459472656,380.5578094482422,376.3938903808594,364.9256018066406,372.1151181030273,359.37627365112303
2007-05-11,68.06001717424482,A,376.8629150390625,380.3825256347656,380.74993286132815,377.1116912841797,365.4417437744141,372.0889682006836,359.59013626098636
2007-05-14,67.02374104282497,A,375.0890197753906,378.9349670410156,380.5890197753906,377.2736099243164,366.02357666015627,372.04507934570313,359.8044284057617
2007-05-15,65.78576884302545,A,374.5924072265625,377.61516723632815,379.9709869384766,377.55120544433595,366.40860473632813,371.9565740966797,360.01348175048827
2007-05-16,66.07376341529131,A,389.6355895996094,378.7363220214844,380.7870178222656,378.4193771362305,367.14507751464845,371.92876037597654,360.3142837524414
2007-05-17,67.39608595511497,A,388.8551330566406,381.00701293945315,381.3901794433594,379.2134063720703,367.82660034179685,371.93001068115234,360.6063615417481
2007-05-18,68.83674662256584,A,390.274169921875,383.68926391601565,382.0358947753906,379.96246948242185,368.5603881835938,371.9579733276367,360.9169004821777
2007-05-21,70.60531893593735,A,389.1387634277344,386.49921264648435,382.71708984375,380.76365356445314,369.26725219726563,371.9745819091797,361.2190068054199
2007-05-22,73.16978075039627,A,390.8418884277344,389.7491088867188,383.68213806152346,381.75536651611327,370.23439453125,372.00822174072266,361.50586318969727
2007-05-23,73.03878902316416,A,390.3452453613281,389.8910400390625,384.3136810302734,382.3744873046875,371.14523742675783,372.06820098876955,361.7861038208008
2007-05-24,72.87951477027792,A,389.777587890625,390.0755310058594,385.54127197265626,383.0495407104492,371.89719482421873,372.1357196044922,362.0621286010742
2007-05-25,72.79495836136509,A,391.1256713867188,390.24583129882814,386.96754760742186,383.858740234375,372.76041625976563,372.2368927001953,362.34386001586915
2007-05-28,72.68694829314255,A,391.1256713867188,390.643212890625,388.5712127685547,384.58011627197266,373.54917114257813,372.3185888671875,362.62938049316404
2007-05-29,71.73368891484668,A,389.6355895996094,390.401953125,390.0755310058594,385.023258972168,374.2266320800781,372.4187747192383,362.9098609924316
2007-05-30,71.37279195010933,A,391.69342041015625,390.6715881347656,390.28131408691405,385.53416595458987,374.74994384765625,372.57014617919924,363.19512008666993
2007-05-31,70.28140955398366,A,386.6553955078125,390.0471496582031,390.06134033203125,385.7257598876953,375.1991906738281,372.668356628418,363.45036682128904
