Date,GRADE,GPS,FTV,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2016-07-05,,,39.30820083618164,,,,,,
2016-07-06,,,38.62071990966797,,,,,,
2016-07-07,,,38.61262130737305,,,,,,
2016-07-08,,,40.60230255126953,,,,,,
2016-07-11,,,41.34640884399414,39.69805068969727,,,,,
2016-07-12,,,40.90155792236328,40.01672210693359,,,,,
2016-07-13,,,40.94198989868164,40.48097610473633,,,,,
2016-07-14,,,41.71037292480469,41.10052642822266,,,,,
2016-07-15,,,41.43536758422852,41.26713943481445,,,,,
2016-07-18,,,41.48390579223633,41.29463882446289,40.49634475708008,,,,
2016-07-19,,,41.69419860839844,41.45316696166992,40.73494453430176,,,,
2016-07-20,,,40.71553421020508,41.40787582397461,40.94442596435547,,,,
2016-07-21,,,40.63465118408203,41.19273147583008,41.14662895202637,,,,
2016-07-22,,,39.95524597167969,40.896707153320314,41.08192329406738,,,,
2016-07-25,,,39.61556243896485,40.52303848266602,40.90883865356445,,,,
2016-07-26,,,39.858192443847656,40.15583724975586,40.80450210571289,,,,
2016-07-27,,,39.56702423095703,39.92613525390625,40.66700553894043,,,,
2016-07-28,,,39.34864807128906,39.66893463134765,40.43083305358887,,,,
2016-07-29,,,38.992774963378906,39.4764404296875,40.1865737915039,,,,
2016-08-01,,,38.6611557006836,39.285559082031256,39.90429878234863,40.20032176971436,,,
2016-08-02,,,38.41851425170898,38.997623443603516,39.57673034667969,40.15583744049072,,,
2016-08-03,,,39.858192443847656,39.05585708618164,39.49099617004394,40.21771106719971,,,
2016-08-04,,,40.46479415893555,39.27908630371094,39.4740104675293,40.31031970977783,,,
2016-08-05,,,40.90964889526367,39.66246109008789,39.569450759887694,40.32568702697754,,,
2016-08-08,,,40.48098373413086,40.02642669677734,39.655992889404295,40.282415771484374,,,
2016-08-09,,,40.81258392333984,40.50524063110351,39.75143203735352,40.277967071533205,,,
2016-08-10,,,40.80449676513672,40.69450149536133,39.875179290771484,40.27109241485596,,,
2016-08-11,,,42.50300979614258,41.10214462280273,40.19061546325683,40.31072425842285,,,
2016-08-12,,,42.632415771484375,41.44669799804687,40.55457954406738,40.37057666778564,,,
2016-08-15,,,43.40078353881836,42.03065795898438,41.02854232788086,40.466420555114745,,,
2016-08-16,,,43.31181716918945,42.530504608154295,41.5178726196289,40.5473014831543,,,
2016-08-17,,,43.19858169555664,43.00932159423828,41.851911544799805,40.671453857421874,,,
2016-08-18,,,42.99638366699219,43.1079963684082,42.10507049560547,40.789540481567386,,,
2016-08-19,,,41.99345016479492,42.980203247070314,42.2134506225586,40.89145069122314,,,
2016-08-22,,,41.45962905883789,42.59197235107422,42.3113151550293,40.9836540222168,,,
2016-08-23,,,41.97728729248047,42.32506637573242,42.42778549194336,41.08960876464844,,,
2016-08-24,,,41.604713439941406,42.006292724609374,42.50780715942383,41.19149322509766,,,
2016-08-25,,,41.80719757080078,41.768455505371094,42.43822593688965,41.31442070007324,,,
2016-08-26,,,42.00967025756836,41.77169952392578,42.37595138549805,41.46526546478272,,,
2016-08-29,,,42.4470100402832,41.96917572021484,42.280574035644534,41.654558181762695,,,
2016-08-30,,,42.6089973449707,42.09551773071289,42.21029205322266,41.86408233642578,,,
2016-08-31,,,42.657596588134766,42.306094360351565,42.156193542480466,42.004052543640135,,,
2016-09-01,,,42.62519836425781,42.46969451904297,42.119075012207034,42.11207275390625,,,
2016-09-02,,,43.23262786865234,42.71428604125977,42.24299278259277,42.22822170257568,,,
2016-09-05,,,43.23262786865234,42.8714096069336,42.420292663574216,42.36580390930176,,,
2016-09-06,,,42.7061882019043,42.890847778320314,42.4931827545166,42.46048412322998,,,
2016-09-07,,,42.87627410888672,42.934583282470705,42.62033882141113,42.56407299041748,,,
2016-09-08,,,42.382232666015625,42.885990142822266,42.67784233093262,42.558034133911136,,,
2016-09-09,,,40.94060134887695,42.42758483886719,42.57093544006348,42.47344341278076,,,
2016-09-12,,,41.47513198852539,42.0760856628418,42.473747634887694,42.37716083526611,41.23670150756836,,
2016-09-13,,,40.52754211425781,41.6403564453125,42.265602111816406,42.23794708251953,41.261088333129884,,
2016-09-14,,,40.511356353759766,41.16737289428711,42.050978088378905,42.10358581542969,41.298901062011716,,
2016-09-15,,,40.89201354980469,40.86932907104492,41.87765960693359,41.99836730957031,41.34448890686035,,
2016-09-16,,,40.70574188232422,40.822357177734375,41.62497100830078,41.93398189544678,41.346557693481444,,
2016-09-19,,,41.12687683105469,40.752706146240236,41.41439590454102,41.91734428405762,41.34216705322265,,
2016-09-20,,,40.697635650634766,40.78672485351562,41.213540649414064,41.85336170196533,41.33808860778809,,
2016-09-21,,,41.28886413574219,40.94222640991211,41.05479965209961,41.83756923675537,41.345026092529295,,
2016-09-22,,,41.823387145996094,41.12850112915039,40.998915100097655,41.838378715515134,41.34728637695312,,
2016-09-23,,,41.20788192749024,41.228929138183595,41.02564315795898,41.79828929901123,41.34273666381836,,
2016-09-26,,,41.48323059082031,41.30019989013672,41.02645301818848,41.75010032653809,41.34272315979004,,
2016-09-27,,,41.799095153808594,41.52049179077149,41.153608322143555,41.70960521697998,41.34482109069824,,
2016-09-28,,,41.88818740844727,41.6403564453125,41.29129142761231,41.6711347579956,41.368274154663084,,
2016-09-29,,,41.06208419799805,41.48809585571289,41.30829849243164,41.59297904968262,41.376822814941406,,
2016-09-30,,,41.22407531738281,41.49133453369141,41.3601318359375,41.49255142211914,41.40219940185547,,
2016-10-03,,,41.62091827392578,41.5188720703125,41.40953598022461,41.411965942382814,41.44230651855469,,
2016-10-04,,,41.15117645263672,41.389288330078124,41.4548900604248,41.334215354919436,41.46816619873047,,
2016-10-05,,,41.25646209716797,41.262943267822266,41.451649856567386,41.253224754333495,41.50195495605469,,
2016-10-06,,,41.06208419799805,41.262943267822266,41.375519561767575,41.18721733093262,41.53622367858887,,
2016-10-07,,,40.438453674316406,41.10581893920899,41.298576736450194,41.16210994720459,41.56513725280762,,
2016-10-10,,,40.45465850830078,40.87256698608398,41.19571952819824,41.11108627319336,41.601007308959964,,
2016-10-11,,,39.86343002319336,40.61501770019531,41.00215301513672,41.077880668640134,41.62990562438965,,
2016-10-12,,,39.677154541015625,40.299156188964844,40.781049728393555,41.03617057800293,41.62628486633301,,
2016-10-13,,,39.53947067260742,39.994633483886716,40.62878837585449,40.968543434143065,41.60777839660645,,
2016-10-14,,,40.05780792236328,39.918504333496095,40.51216163635254,40.93614673614502,41.590741577148435,,
2016-10-17,,,39.73385620117188,39.77434387207031,40.32345542907715,40.86649570465088,41.57579902648926,,
2016-10-18,,,39.75814437866211,39.75328674316406,40.18415222167969,40.81952114105225,41.55471023559571,,
2016-10-19,,,40.0011100769043,39.818077850341794,40.05861701965332,40.75513343811035,41.538642501831056,,
2016-10-20,,,39.44228363037109,39.798640441894534,39.896636962890625,40.6360782623291,41.47742797851563,,
2016-10-21,,,39.41797256469727,39.67067337036133,39.79458885192871,40.546582794189455,41.41313911437988,,
2016-10-24,,,39.320796966552734,39.5880615234375,39.6812026977539,40.43846111297607,41.33153938293457,,
2016-10-25,,,38.810546875,39.39854202270508,39.57591438293457,40.28903369903564,41.24151397705078,,
2016-10-26,,,38.6890754699707,39.13613510131836,39.47710647583008,40.12907810211182,41.151323852539065,,
2016-10-27,,,38.46229553222656,38.940137481689455,39.36938896179199,39.99908866882324,41.06064208984375,,
2016-10-28,,,40.66524124145508,39.18959121704101,39.43013229370117,39.971146965026854,41.034077911376954,,
2016-10-31,,,41.34555435180664,39.5945426940918,39.59130210876465,39.9573787689209,41.03179641723633,,
2016-11-01,,,40.89201354980469,40.01083602905273,39.704689025878906,39.944420623779294,41.01009094238281,,
2016-11-02,,,40.754337310791016,40.4238883972168,39.78001174926758,39.91931438446045,40.9930834197998,,
2016-11-03,,,41.28886413574219,40.98920211791992,39.96466979980469,39.93065338134765,40.982716751098636,,
2016-11-04,,,41.394142150878906,41.13498229980469,40.16228675842285,39.97843780517578,40.970406188964844,,
2016-11-07,,,41.94488525390625,41.25484848022461,40.424695587158205,40.05294914245606,40.960363693237305,,
2016-11-08,,,42.64139938354492,41.60472564697265,40.8077808380127,40.19184761047363,40.96101173400879,,
2016-11-09,,,43.29742431640625,42.1133430480957,41.26861572265625,40.37286109924317,40.97380828857422,,
2016-11-10,,,43.89674758911133,42.63491973876953,41.81206092834473,40.59072494506836,40.99923927307129,,
2016-11-11,,,43.24882125854492,43.005855560302734,42.07041893005371,40.75027561187744,40.99956314086914,,
2016-11-14,,,43.588985443115234,43.33467559814453,42.29476203918457,40.94303207397461,41.0066902923584,,
2016-11-15,,,43.83195495605469,43.57278671264648,42.58875617980957,41.146722602844235,41.02920562744141,,
2016-11-16,,,44.091121673583984,43.73152618408203,42.922434616088864,41.351223182678225,41.053502578735355,,
2016-11-17,,,44.13970565795898,43.78011779785156,43.20751876831055,41.586094284057616,41.08865203857422,,
2016-11-18,,,44.2450065612793,43.97935485839844,43.492605209350586,41.82744598388672,41.15474014282226,,
2016-11-21,,,44.406982421875,44.14295425415039,43.73881492614746,42.08175525665283,41.213377151489254,41.22503932952881,
2016-11-22,,,44.90165328979492,44.356893920898436,43.96484031677246,42.38631057739258,41.300859375,41.28097385406494,
2016-11-23,,,45.25037384033203,44.58874435424805,44.16013526916504,42.714375495910645,41.395639724731446,41.34727039337158,
2016-11-24,,,45.25037384033203,44.81087799072266,44.29549789428711,43.053779411315915,41.48280693054199,41.41364791870117,
2016-11-25,,,45.388214111328125,45.039519500732425,44.50943717956543,43.28992805480957,41.57645637512207,41.46150703430176,
2016-11-28,,,45.0800666809082,45.174136352539065,44.658545303344724,43.47665367126465,41.65552017211914,41.498843612670896,
2016-11-29,,,44.82868194580078,45.159542083740234,44.75821800231934,43.67348709106445,41.73814109802246,41.538114852905274,
2016-11-30,,,44.59349822998047,45.028166961669925,44.80845565795899,43.865445137023926,41.80423377990723,41.57462993621826,
2016-12-01,,,43.94474792480469,44.767041778564455,44.78895988464355,43.99823932647705,41.8466609954834,41.59697368621826,
2016-12-02,,,44.17992401123047,44.52538375854492,44.78245162963867,44.13752841949463,41.906101837158204,41.62441925048828,
2016-12-05,,,43.71767807006836,44.252906036376956,44.71352119445801,44.22616806030273,41.95079078674316,41.646756973266605,
2016-12-06,,,43.79067611694336,44.04530487060547,44.60242347717285,44.28363189697266,41.99062240600586,41.66772174835205,
2016-12-07,,,43.98529815673828,43.92366485595703,44.47591590881348,44.31802558898926,42.03256462097168,41.700419387817384,
2016-12-08,,,43.53117370605469,43.84095001220703,44.30399589538574,44.299746894836424,42.08194641113281,41.72938461303711,
2016-12-09,,,43.79067611694336,43.76310043334961,44.14424209594726,44.32683963775635,42.133278427124026,41.76773891448975,
2016-12-12,,,43.78256607055664,43.77607803344726,44.01449203491211,44.33651866912842,42.17651138305664,41.80940895080566,
2016-12-13,,,43.66902923583984,43.751748657226564,43.89852676391602,44.328372383117674,42.2268684387207,41.847517318725586,
2016-12-14,,,43.993408203125,43.753370666503905,43.83851776123047,44.323486709594725,42.28160736083984,41.891781158447266,
2016-12-15,,,44.447540283203125,43.93664398193359,43.888796997070315,44.33887844085693,42.34931648254395,41.942770080566405,
2016-12-16,,,44.46375274658203,44.071259307861325,43.917179870605466,44.34981575012207,42.42982246398926,41.997479858398435,
2016-12-19,,,44.56917190551758,44.228580474853516,44.00232925415039,44.357925224304196,42.51211273193359,42.056560020446774,
2016-12-20,,,44.64216995239258,44.42320861816406,44.08747863769531,44.34495105743408,42.60768753051758,42.118796577453615,
2016-12-21,,,43.88799285888672,44.40212554931641,44.07774810791015,44.276832008361815,42.691904296875,42.159094581604,
2016-12-22,,,43.86365509033203,44.28534851074219,44.11099624633789,44.207496070861815,42.77838798522949,42.19308319091797,
