Date,GRADE,GPS,PEP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7640552520751953,,,,,,
1983-11-22,,,0.7816494107246399,,,,,,
1983-11-23,,,0.7640552520751953,,,,,,
1983-11-24,,,0.7640552520751953,,,,,,
1983-11-25,,,0.761542022228241,0.7670714378356933,,,,,
1983-11-28,,,0.7640552520751953,0.7670714378356933,,,,,
1983-11-29,,,0.7690823078155518,0.7645580172538757,,,,,
1983-11-30,,,0.7590287327766418,0.7635527133941651,,,,,
1983-12-01,,,0.7414352893829346,0.7590287208557129,,,,,
1983-12-02,,,0.7338958382606506,0.7534994840621948,0.7602854609489441,,,,
1983-12-05,,,0.7446717619895935,0.7496227860450745,0.758347111940384,,,,
1983-12-06,,,0.749754786491394,0.7457572817802429,0.7551576495170593,,,,
1983-12-07,,,0.7522972226142883,0.7444109797477723,0.7539818465709687,,,,
1983-12-08,,,0.749754786491394,0.7460748791694641,0.7525518000125885,,,,
1983-12-09,,,0.7446717619895935,0.7482300639152527,0.7508647739887238,,,,
1983-12-12,,,0.7421301603317261,0.7477217435836792,0.7486722648143769,,,,
1983-12-13,,,0.7599209547042847,0.7497549772262573,0.7477561295032501,,,,
1983-12-14,,,0.757378876209259,0.7507713079452515,0.7475911438465118,,,,
1983-12-15,,,0.7472133636474609,0.7502630233764649,0.7481689512729645,,,,
1983-12-16,,,0.757378876209259,0.752804446220398,0.7505172550678253,0.7554013580083847,,,
1983-12-19,,,0.7548381090164185,0.7553460359573364,0.7515338897705078,0.7549405008554458,,,
1983-12-20,,,0.7370473146438599,0.7507713079452515,0.7502631425857544,0.7527103960514069,,,
1983-12-21,,,0.7522972226142883,0.7497549772262573,0.7502631425857544,0.7521224945783616,,,
1983-12-22,,,0.7624626159667969,0.7528048276901245,0.7515339255332947,0.7520428627729416,,,
1983-12-23,,,0.7624626159667969,0.7538215756416321,0.753313010931015,0.7520888924598694,,,
1983-12-26,,,0.7624626159667969,0.7553464770317078,0.7553462564945221,0.7520092606544495,,,
1983-12-27,,,0.7624626159667969,0.7604295372962951,0.7556004226207733,0.7516782760620118,,,
1983-12-28,,,0.777712345123291,0.7655125617980957,0.7576337695121765,0.7526124566793442,,,
1983-12-29,,,0.7700872421264648,0.7670374870300293,0.7599211573600769,0.7540450543165207,,,
1983-12-30,,,0.777712345123291,0.7700874328613281,0.7619545042514801,0.7562358796596527,,,
1984-01-02,,,0.777712345123291,0.773137378692627,0.7642419278621674,0.7578879088163376,,,
1984-01-03,,,0.767545759677887,0.774154007434845,0.7672917723655701,0.7587774574756623,,,
1984-01-04,,,0.767545759677887,0.7721206903457641,0.7688166260719299,0.7595398843288421,,,
1984-01-05,,,0.767545759677887,0.7716123938560486,0.7693249404430389,0.7604294329881668,,,
1984-01-06,,,0.7650040984153748,0.7690707445144653,0.7695790886878967,0.7614460498094558,,,
1984-01-09,,,0.7624626159667969,0.7660207986831665,0.7695790886878967,0.7624626725912094,,,
1984-01-10,,,0.7624626159667969,0.7650041699409484,0.7695790886878967,0.7625897556543351,,,
1984-01-11,,,0.757378876209259,0.762970793247223,0.7675457417964935,0.7625897556543351,,,
1984-01-12,,,0.7446717619895935,0.7583959937095642,0.7650041937828064,0.7624626755714417,,,
1984-01-13,,,0.7421301603317261,0.7538212060928344,0.7614459753036499,0.761700239777565,,,
1984-01-16,,,0.7472133636474609,0.7507713556289672,0.7583960771560669,0.7613190025091171,,,
1984-01-17,,,0.7472133636474609,0.7477215051651,0.7563628375530242,0.7618273049592972,,,
1984-01-18,,,0.7472133636474609,0.7456884026527405,0.7543295979499817,0.7615731120109558,,,
1984-01-19,,,0.749754786491394,0.7467050075531005,0.7525505006313324,0.7609377205371857,,,
1984-01-20,,,0.7421301603317261,0.7467050075531005,0.7502631068229675,0.7599210977554322,,,
1984-01-23,,,0.7421301603317261,0.7456883668899537,0.7482298612594604,0.7589044749736786,,,
1984-01-24,,,0.749754786491394,0.7461966514587403,0.7469590783119202,0.7582690834999084,,,
1984-01-25,,,0.7446717619895935,0.7456883311271667,0.7456883668899537,0.7566170543432236,,,
1984-01-26,,,0.7395885586738586,0.7436550855636597,0.7451800465583801,0.7550921201705932,,,
1984-01-27,,,0.7446717619895935,0.7441634058952331,0.7454342067241668,0.7534400910139084,0.7559274804592132,,
1984-01-30,,,0.7446717619895935,0.7446717262268067,0.7451800465583801,0.7517880618572235,0.7555398106575012,,
1984-01-31,,,0.7446717619895935,0.7436551213264465,0.7449258863925934,0.7506443619728088,0.7548002576828003,,
1984-02-01,,,0.7395885586738586,0.7426384806632995,0.7441634058952331,0.7492465019226074,0.7543109238147736,,
1984-02-02,,,0.7472133636474609,0.7441634416580201,0.7439092636108399,0.7482298821210861,0.7539740860462188,,
1984-02-03,,,0.7421301603317261,0.7436551213264465,0.7439092636108399,0.7470861852169037,0.7535858488082886,,
1984-02-06,,,0.7268807888031006,0.740096926689148,0.7423843264579773,0.7453070938587188,0.7528423595428467,,
1984-02-07,,,0.7243396639823914,0.7360305070877076,0.739842814207077,0.7434009462594986,0.7519475066661835,,
1984-02-08,,,0.7217978835105896,0.7324723720550537,0.7375554263591766,0.7416218966245651,0.7512028896808625,,
1984-02-09,,,0.7065487504005432,0.7243394494056702,0.7342514455318451,0.7397157460451126,0.7505051589012146,,
1984-02-10,,,0.7116314768791199,0.718239712715149,0.7309474170207977,0.7381908118724823,0.750059871673584,,
1984-02-13,,,0.7116314768791199,0.7151898503303528,0.7276433885097504,0.7364117175340652,0.7493990659713745,,
1984-02-14,,,0.7090899348258972,0.712139904499054,0.7240852057933808,0.734505546092987,0.7485857689380646,,
1984-02-15,,,0.7116314768791199,0.71010662317276,0.7212894976139068,0.73272645175457,0.7477724540233612,,
1984-02-16,,,0.7116314768791199,0.7111231684684753,0.7177313089370727,0.7308202862739563,0.7470099878311157,,
1984-02-17,,,0.7167141437530518,0.7121397018432617,0.7151897072792053,0.7295494854450226,0.7464508354663849,,
