Date,GRADE,GPS,CAG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.6244617700576782,,,,,,
1983-11-22,,,0.6091240048408508,,,,,,
1983-11-23,,,0.6047420501708984,,,,,,
1983-11-24,,,0.6047420501708984,,,,,,
1983-11-25,,,0.6047420501708984,0.6095623850822449,,,,,
1983-11-28,,,0.5937862992286682,0.6034272909164429,,,,,
1983-11-29,,,0.5894045233726501,0.5994833946228028,,,,,
1983-11-30,,,0.6091240048408508,0.6003597855567933,,,,,
1983-12-01,,,0.6310347318649292,0.6056183218955994,,,,,
1983-12-02,,,0.6222705245018005,0.6091240167617797,0.6093432009220123,,,,
1983-12-05,,,0.6135063171386719,0.6130680203437805,0.6082476556301117,,,,
1983-12-06,,,0.6266525387763977,0.62051762342453,0.6100005090236664,,,,
1983-12-07,,,0.6200792789459229,0.6227086782455444,0.6115342319011688,,,,
1983-12-08,,,0.6135063171386719,0.619202995300293,0.6124106585979462,,,,
1983-12-09,,,0.6069329380989075,0.6161354780197144,0.612629747390747,,,,
1983-12-12,,,0.5872129797935486,0.6108768105506897,0.6119724154472351,,,,
1983-12-13,,,0.5894045233726501,0.6034272074699402,0.6119724154472351,,,,
1983-12-14,,,0.5981683135032654,0.5990450143814087,0.6108768463134766,,,,
1983-12-15,,,0.5740662813186646,0.5911570072174073,0.6051800012588501,,,,
1983-12-16,,,0.5762580037117004,0.5850220203399659,0.6005787491798401,0.6049609750509262,,,
1983-12-19,,,0.578448474407196,0.5832691192626953,0.5970729649066925,0.602660310268402,,,
1983-12-20,,,0.6069329380989075,0.5867748022079468,0.5951010048389435,0.6025507569313049,,,
1983-12-21,,,0.6113150119781494,0.5894041419029236,0.5942245781421661,0.6028794050216675,,,
1983-12-22,,,0.6047420501708984,0.5955392956733704,0.5933481514453888,0.6028794050216675,,,
1983-12-23,,,0.591595470905304,0.5986067891120911,0.5918144047260284,0.6022220760583877,,,
1983-12-26,,,0.591595470905304,0.6012361884117127,0.5922526538372039,0.6021125346422196,,,
1983-12-27,,,0.6178884506225586,0.6034272909164429,0.5951010465621949,0.6035367310047149,,,
1983-12-28,,,0.5959773659706116,0.6003597617149353,0.5948819518089294,0.602879399061203,,,
1983-12-29,,,0.5959773659706116,0.5986068248748779,0.5970730602741241,0.6011265307664871,,,
1983-12-30,,,0.6003595590591431,0.6003596425056458,0.5994832158088684,0.6000309824943543,,,
1984-01-02,,,0.6003595590591431,0.6021124601364136,0.6016743242740631,0.5993736445903778,,,
1984-01-03,,,0.6135063171386719,0.6012360334396363,0.6023316621780396,0.5987163335084915,,,
1984-01-04,,,0.6047420501708984,0.6029889702796936,0.6016743659973145,0.5979494720697403,,,
1984-01-05,,,0.6003595590591431,0.6038654088973999,0.6012361168861389,0.5972921341657639,,,
1984-01-06,,,0.6113150119781494,0.6060564994812012,0.6032080709934234,0.5975112378597259,,,
1984-01-09,,,0.6003595590591431,0.6060564994812012,0.6040844798088074,0.5981685668230057,,,
1984-01-10,,,0.6069329380989075,0.6047418236732482,0.6029889285564423,0.5990449875593186,,,
1984-01-11,,,0.6047420501708984,0.6047418236732482,0.6038653969764709,0.5993736743927002,,,
1984-01-12,,,0.6047420501708984,0.6056183218955994,0.6047418653964997,0.6009074628353119,,,
1984-01-13,,,0.6069329380989075,0.604741907119751,0.605399203300476,0.6024412095546723,,,
1984-01-16,,,0.6135063171386719,0.6073712587356568,0.606713879108429,0.604194101691246,,,
1984-01-17,,,0.6222705245018005,0.6104387760162353,0.6075902998447418,0.6049609810113907,,,
1984-01-18,,,0.6200792789459229,0.6135062217712403,0.6091240227222443,0.6053991943597794,,,
1984-01-19,,,0.6288436651229858,0.6183265447616577,0.6119724333286285,0.6066042751073837,,,
1984-01-20,,,0.6310347318649292,0.623146903514862,0.6139444053173065,0.608576238155365,,,
1984-01-23,,,0.6200792789459229,0.6244614958763123,0.6159163773059845,0.6100004285573959,,,
1984-01-24,,,0.6200792789459229,0.6240232467651368,0.617231011390686,0.6101099699735641,,,
1984-01-25,,,0.6244617700576782,0.6248997449874878,0.619202983379364,0.6115341901779174,,,
1984-01-26,,,0.6354169249534607,0.6262143969535827,0.6222704708576202,0.6135061681270599,,,
1984-01-27,,,0.6376082301139832,0.6275290966033935,0.6253380000591278,0.6153686016798019,0.6080284738540649,,
1984-01-30,,,0.6310347318649292,0.6297201871871948,0.6270908415317535,0.6169023603200913,0.60815993309021,,
1984-01-31,,,0.6266525387763977,0.6310348391532898,0.6275290429592133,0.6175596714019775,0.6085105037689209,,
1984-02-01,,,0.6091240048408508,0.6279672861099244,0.6264335155487061,0.6177787691354751,0.60859814286232,,
1984-02-02,,,0.6025509238243103,0.6213940858840943,0.6238042414188385,0.6178883373737335,0.6085543203353881,,
1984-02-03,,,0.5609198212623596,0.6060564041137695,0.6167927503585815,0.6153685778379441,0.6076778757572174,,
1984-02-06,,,0.5674928426742554,0.5933480262756348,0.6115341067314148,0.6137252420186996,0.6071520066261291,,
1984-02-07,,,0.5609198212623596,0.5802014827728271,0.6056181609630584,0.6114245861768722,0.6065823125839234,,
1984-02-08,,,0.5477733612060547,0.5679313540458679,0.5979493200778961,0.6085761517286301,0.6053552997112274,,
1984-02-09,,,0.5258625745773315,0.5525936841964721,0.5869938850402832,0.6046321779489517,0.6032518565654754,,
1984-02-10,,,0.5302445888519287,0.546458637714386,0.5762575209140778,0.6007977604866028,0.601411337852478,,
