Date,GRADE,GPS,CAT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.172769069671631,,,,,,
1983-11-22,,,2.172769069671631,,,,,,
1983-11-23,,,2.1665961742401123,,,,,,
1983-11-24,,,2.1665961742401123,,,,,,
1983-11-25,,,2.1912879943847656,2.1740036964416505,,,,,
1983-11-28,,,2.1665961742401123,2.1727691173553465,,,,,
1983-11-29,,,2.1912879943847656,2.1764729022979736,,,,,
1983-11-30,,,2.209805011749268,2.1851146697998045,,,,,
1983-12-01,,,2.1974596977233887,2.19128737449646,,,,,
1983-12-02,,,2.240668296813965,2.2011634349822997,2.187583565711975,,,,
1983-12-05,,,2.2777035236358643,2.22338490486145,2.1980770111083983,,,,
1983-12-06,,,2.2900490760803223,2.2431371212005615,2.2098050117492676,,,,
1983-12-07,,,2.357947587966919,2.272765636444092,2.228940153121948,,,,
1983-12-08,,,2.3764660358428955,2.3085669040679933,2.2499271392822267,,,,
1983-12-09,,,2.345602035522461,2.329553651809692,2.265358543395996,,,,
1983-12-12,,,2.314739942550659,2.3369609355926513,2.280172920227051,,,,
1983-12-13,,,2.357947587966919,2.3505406379699707,2.296838879585266,,,,
1983-12-14,,,2.345602035522461,2.3480715274810793,2.3104185819625855,,,,
1983-12-15,,,2.345602035522461,2.341898727416992,2.325232815742493,,,,
1983-12-16,,,2.3209116458892822,2.3369606494903565,2.3332571506500246,2.260420358181,,,
1983-12-19,,,2.357947587966919,2.3456021785736083,2.34128155708313,2.2696792840957642,,,
1983-12-20,,,2.351776123046875,2.3443678855895995,2.3474542617797853,2.2786296367645265,,,
1983-12-21,,,2.364121913909912,2.3480718612670897,2.3480716943740845,2.2885059237480165,,,
1983-12-22,,,2.3888118267059326,2.356713819503784,2.349306273460388,2.2996167063713076,,,
1983-12-23,,,2.3826382160186768,2.369059133529663,2.35300989151001,2.309184217453003,,,
1983-12-26,,,2.3826382160186768,2.3739972591400145,2.3597997188568116,2.3199863195419312,,,
1983-12-27,,,2.394984245300293,2.3826388835906984,2.3635033845901487,2.3301711320877074,,,
1983-12-28,,,2.33942985534668,2.3777004718780517,2.362886166572571,2.336652374267578,,,
1983-12-29,,,2.33942985534668,2.3678240776062016,2.3622689485549926,2.3437508821487425,,,
1983-12-30,,,2.333256721496582,2.3579477787017824,2.3635034561157227,2.3483803033828736,,,
1984-01-02,,,2.333256721496582,2.3480714797973636,2.361034369468689,2.3511579632759094,,,
1984-01-03,,,2.265358686447144,2.3221463680267336,2.352392625808716,2.3499234437942507,,,
1984-01-04,,,2.394984245300293,2.333257246017456,2.355478858947754,2.351775276660919,,,
1984-01-05,,,2.419674158096313,2.349306106567383,2.358565092086792,2.35393568277359,,,
1984-01-06,,,2.401155948638916,2.3628859519958496,2.360416865348816,2.3567133784294128,,,
1984-01-09,,,2.425847053527832,2.3814040184020997,2.3647377490997314,2.3622687339782713,,,
1984-01-10,,,2.4381940364837646,2.4159710884094237,2.3690587282180786,2.3662810564041137,,,
1984-01-11,,,2.4381940364837646,2.424613046646118,2.378935146331787,2.370910656452179,,,
1984-01-12,,,2.475228071212769,2.435723829269409,2.392514967918396,2.3773919582366942,,,
1984-01-13,,,2.4875731468200684,2.4530072689056395,2.4079466104507445,2.385725033283234,,,
1984-01-16,,,2.475135564804077,2.4628649711608888,2.4221344947814942,2.3915844321250916,,,
1984-01-17,,,2.475135564804077,2.470253276824951,2.4431121826171873,2.3977524042129517,,,
1984-01-18,,,2.450260877609253,2.4726666450500487,2.4486398458480836,2.402059352397919,,,
1984-01-19,,,2.394289493560791,2.4564789295196534,2.4461013793945314,2.4023332357406617,,,
1984-01-20,,,2.425384283065796,2.4440411567687987,2.4485242128372193,2.4044705390930177,,,
1984-01-23,,,2.43160343170166,2.4353347301483153,2.4490998506546022,2.406918799877167,,,
1984-01-24,,,2.437821626663208,2.4278719425201416,2.4490626096725463,2.4090606689453127,,,
1984-01-25,,,2.4440412521362305,2.426628017425537,2.449647331237793,2.41429123878479,,,
1984-01-26,,,2.4440412521362305,2.436578369140625,2.4465286493301392,2.4195218086242676,,,
1984-01-27,,,2.437821626663208,2.4390658378601073,2.441553497314453,2.424750053882599,2.346768856048584,,
1984-01-30,,,2.375631809234619,2.427871513366699,2.431603121757507,2.426868808269501,2.3508261108398436,,
1984-01-31,,,2.406728029251098,2.4216527938842773,2.4247623682022095,2.4339372754096984,2.355505290031433,,
1984-02-01,,,2.356975555419922,2.4042396545410156,2.4154338359832765,2.43203684091568,2.359312877655029,,
1984-02-02,,,2.419164657592773,2.399264335632324,2.4179213523864744,2.432011365890503,2.3643642473220825,,
1984-02-03,,,2.3631937503814697,2.3843387603759765,2.411702299118042,2.4301132559776306,2.3678023624420166,,
1984-02-06,,,2.3196613788604736,2.3731446743011473,2.400508093833923,2.4248039722442627,2.370863666534424,,
1984-02-07,,,2.338319063186645,2.3594628810882563,2.3905578374862673,2.4198102235794066,2.3738042879104615,,
1984-02-08,,,2.251253128051758,2.338318395614624,2.3712790250778197,2.4104631781578063,2.3746332502365113,,
1984-02-09,,,2.2263786792755127,2.299761199951172,2.3495127677917482,2.3980207085609435,2.375211629867554,,
1984-02-10,,,2.232597827911377,2.2736420154571535,2.3289903879165648,2.385271942615509,2.375050220489502,,
1984-02-13,,,2.24503493309021,2.2587167263031005,2.315930700302124,2.373766911029816,2.3743968486785887,,
1984-02-14,,,2.3010048866271973,2.2512538909912108,2.305358386039734,2.3650603771209715,2.3746159648895264,,
1984-02-15,,,2.2885687351226807,2.2587170124053957,2.2985177040100098,2.356975769996643,2.3732283878326417,,
