Date,GRADE,GPS,VTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-05-05,,,6.030558109283447,,,,,,
1997-05-06,,,6.048138618469238,,,,,,
1997-05-07,,,5.608595848083496,,,,,,
1997-05-08,,,5.309706211090088,,,,,,
1997-05-09,,,5.309706211090088,5.661340999603271,,,,,
1997-05-12,,,5.309706211090088,5.5171706199646,,,,,
1997-05-13,,,5.274540424346924,5.362450981140137,,,,,
1997-05-14,,,5.380031108856201,5.316738033294678,,,,,
1997-05-15,,,5.520686626434326,5.358934116363526,,,,,
1997-05-16,,,5.450359344482422,5.387064743041992,5.524202871322632,,,,
1997-05-19,,,5.520686626434326,5.4292608261108395,5.47321572303772,,,,
1997-05-20,,,5.591015815734863,5.492555904388428,5.427503442764282,,,,
1997-05-21,,,5.626177310943604,5.541785144805909,5.429261589050293,,,,
1997-05-22,,,5.626177310943604,5.562883281707764,5.460908699035644,,,,
1997-05-23,,,5.66133975982666,5.6050793647766115,5.496072053909302,,,,
1997-05-26,,,5.66133975982666,5.633209991455078,5.531235408782959,,,,
1997-05-27,,,5.69650411605835,5.654307651519775,5.573431777954101,,,,
1997-05-28,,,5.714086532592773,5.6718894958496096,5.606837320327759,,,,
1997-05-29,,,5.69650411605835,5.685954856872558,5.624419069290161,,,,
1997-05-30,,,5.731668472290039,5.700020599365234,5.652549982070923,5.588376426696778,,,
1997-06-02,,,5.907486438751221,5.7492499351501465,5.691229963302613,5.582222843170166,,,
1997-06-03,,,5.977812767028809,5.8055116653442385,5.729909658432007,5.578706550598144,,,
1997-06-04,,,5.907486438751221,5.844191646575927,5.758040571212769,5.593651080131531,,,
1997-06-05,,,6.01297664642334,5.907486152648926,5.796720504760742,5.628814601898194,,,
1997-06-06,,,6.065724849700928,5.974297428131104,5.837159013748169,5.666615533828735,,,
1997-06-09,,,6.153632640838623,6.023526668548584,5.886388301849365,5.708811855316162,,,
1997-06-10,,,6.153632640838623,6.0586906433105465,5.932101154327393,5.752766466140747,,,
1997-06-11,,,5.977812767028809,6.072755908966064,5.958473777770996,5.782655549049378,,,
1997-06-12,,,5.907486438751221,6.051657867431641,5.979572010040283,5.8019955396652225,,,
1997-06-13,,,5.942651748657227,6.027043247222901,6.000670337677002,5.826610159873963,,,
1997-06-16,,,5.872321605682373,5.970781040191651,5.997153854370117,5.844191908836365,,,
1997-06-17,,,5.872321605682373,5.9145188331604,5.9866047382354735,5.858257198333741,,,
1997-06-18,,,5.8899030685424805,5.896936893463135,5.984846401214599,5.871443486213684,,,
1997-06-19,,,6.153632640838623,5.946166133880615,5.998912000656128,5.897816252708435,,,
1997-06-20,,,6.153632640838623,5.9883623123168945,6.007702779769898,5.922430896759034,,,
1997-06-23,,,6.22396183013916,6.058690357208252,6.014735698699951,5.950562000274658,,,
1997-06-24,,,6.100886344909668,6.104403305053711,6.009461069107056,5.9707811117172245,,,
1997-06-25,,,6.048138618469238,6.136050415039063,6.016493654251098,5.987483716011047,,,
1997-06-26,,,6.030558109283447,6.111435508728027,6.028800821304321,6.004186415672303,,,
1997-06-27,,,5.942651748657227,6.069239330291748,6.028800821304321,6.014735579490662,,,
1997-06-30,,,5.942651748657227,6.0129773139953615,6.035833835601807,6.016493844985962,,,
1997-07-01,,,6.153632640838623,6.023526573181153,6.063964939117431,6.025284838676453,,,
1997-07-02,,,6.048138618469238,6.023526573181153,6.079788494110107,6.032317447662353,,,
1997-07-03,,,5.995396137237549,6.016494178771973,6.06396484375,6.031438422203064,,,
1997-07-04,,,5.995396137237549,6.027043056488037,6.048141193389893,6.027921986579895,,,
1997-07-07,,,6.01297664642334,6.04110803604126,6.02704267501831,6.020889186859131,,,
1997-07-08,,,5.907486438751221,5.991878795623779,6.0077026844024655,6.008581876754761,,,
1997-07-09,,,5.837159156799316,5.949682903289795,5.9866047382354735,6.001549196243286,,,
1997-07-10,,,5.995396137237549,5.949682903289795,5.983088541030884,6.005944681167603,,,
1997-07-11,,,5.977812767028809,5.946166229248047,5.986604642868042,6.007702732086182,5.838565731048584,,
1997-07-14,,,5.951441764831543,5.933859252929688,5.987483644485474,6.01165874004364,5.836983404159546,,
1997-07-15,,,5.977812767028809,5.947924518585205,5.969901657104492,6.016933298110962,5.835576887130737,,
1997-07-16,,,5.933857440948486,5.967264175415039,5.958473539352417,6.019131016731262,5.842082118988037,,
1997-07-17,,,5.881115436553955,5.94440803527832,5.947045469284058,6.005505156517029,5.853510303497314,,
1997-07-18,,,5.775623321533203,5.9039701461792,5.925068187713623,5.986604690551758,5.862828645706177,,
1997-07-21,,,5.591015815734863,5.831884956359863,5.882872104644775,5.954957389831543,5.868454837799073,,
1997-07-22,,,5.66133975982666,5.768590354919434,5.85825743675232,5.932980060577393,5.876190824508667,,
1997-07-23,,,6.048138618469238,5.791446590423584,5.879355382919312,5.932980060577393,5.889552974700928,,
1997-07-24,,,5.925066947937012,5.8002368927001955,5.872322463989258,5.9277055025100704,5.8976405811309816,,
1997-07-25,,,5.925066947937012,5.830125617980957,5.867047882080078,5.92682626247406,5.907134733200073,,
1997-07-28,,,5.819579124450684,5.875838279724121,5.853861618041992,5.9206726312637326,5.913112583160401,,
1997-07-29,,,5.66133975982666,5.875838279724121,5.8222143173217775,5.896057987213135,5.9145190620422365,,
1997-07-30,,,5.801995277404785,5.8266096115112305,5.809028100967407,5.8837508201599125,5.91803542137146,,
1997-07-31,,,5.66133975982666,5.7738641738891605,5.787050533294678,5.867048001289367,5.918738670349121,,
1997-08-01,,,5.555853366851807,5.700021457672119,5.765073537826538,5.845070862770081,5.916628942489624,,
1997-08-04,,,5.503106117248535,5.6367268562316895,5.756282567977905,5.81957733631134,5.9134642696380615,,
1997-08-05,,,5.503106117248535,5.6050801277160645,5.740459203720093,5.799358320236206,5.9095963096618656,,
1997-08-06,,,5.573431491851807,5.559367370605469,5.692988491058349,5.786171936988831,5.906783208847046,,
1997-08-07,,,5.450359344482422,5.5171712875366214,5.645517730712891,5.758920097351075,5.901860313415527,,
1997-08-08,,,5.538269996643066,5.513654613494873,5.606838035583496,5.736942958831787,5.897992343902588,,
1997-08-11,,,5.555853366851807,5.524204063415527,5.580465459823609,5.7171635389328,5.8909596824646,,
1997-08-12,,,5.467940807342529,5.517171001434326,5.561125564575195,5.691669940948486,5.880762243270874,,
1997-08-13,,,5.432777404785156,5.489040184020996,5.524203777313232,5.6666159391403195,5.871268062591553,,
1997-08-14,,,5.450359344482422,5.489040184020996,5.503105735778808,5.645078134536743,5.860015716552734,,
1997-08-15,,,5.415196418762207,5.464425468444825,5.489040040969849,5.6270567893981935,5.8470051479339595,,
1997-08-18,,,5.36245059967041,5.425744915008545,5.474974489212036,5.6156285285949705,5.831181507110596,,
1997-08-19,,,5.415196418762207,5.41519603729248,5.466183519363403,5.603321361541748,5.816412782669067,,
1997-08-20,,,5.626177310943604,5.453876018524171,5.471458101272583,5.582223296165466,5.809380073547363,,
1997-08-21,,,5.555853366851807,5.474974822998047,5.4820075035095215,5.563762617111206,5.802347412109375,,
1997-08-22,,,5.573431491851807,5.506621837615967,5.485523653030396,5.546180844306946,5.7949630069732665,,
1997-08-25,,,5.643760681152344,5.5628838539123535,5.494314384460449,5.537389922142029,5.790391788482666,,
1997-08-26,,,5.626177310943604,5.605080032348633,5.510138034820557,5.535631799697876,5.7854689025878905,,
1997-08-27,,,5.643760681152344,5.608596706390381,5.531236362457276,5.5277200698852536,5.780546054840088,,
1997-08-28,,,5.643760681152344,5.626178169250489,5.550576496124267,5.526841115951538,5.770348615646363,,
1997-08-29,,,5.643760681152344,5.640244007110596,5.573432922363281,5.531236481666565,5.760151176452637,,
1997-09-01,,,5.643760681152344,5.640244007110596,5.601563930511475,5.538269209861755,5.7485471534729005,,
1997-09-02,,,5.819579124450684,5.6789243698120115,5.642002201080322,5.554092860221862,5.74292100906372,,
1997-09-03,,,5.872321605682373,5.724636554718018,5.666616630554199,5.569037365913391,5.739404668807984,,
1997-09-04,,,5.819579124450684,5.759800243377685,5.692989206314087,5.587498354911804,5.7351850891113285,,
1997-09-05,,,5.907486438751221,5.812545394897461,5.726394701004028,5.605959177017212,5.734481782913208,,
1997-09-08,,,5.907486438751221,5.865290546417237,5.752767276763916,5.623540830612183,5.733778476715088,,
1997-09-09,,,5.942651748657227,5.889905071258545,5.7844147205352785,5.647276377677917,5.72955885887146,,
1997-09-10,,,5.969020843505859,5.9092449188232425,5.81694073677063,5.674088549613953,5.727976503372193,,
1997-09-11,,,5.925066947937012,5.930342483520508,5.8450713634490965,5.697823929786682,5.726569919586182,,
1997-09-12,,,6.048138618469238,5.9584729194641115,5.8855091571807865,5.729471039772034,5.7276247692108155,,
1997-09-15,,,6.065724849700928,5.990120601654053,5.927705574035644,5.76463475227356,5.728679733276367,,
1997-09-16,,,6.092096328735352,6.020009517669678,5.954957294464111,5.798479747772217,5.73237193107605,,
1997-09-17,,,6.232750415802002,6.072755432128906,5.991000175476074,5.828808403015136,5.740283756256104,,
1997-09-18,,,6.021767139434815,6.092095470428466,6.011218976974488,5.8521040916442875,5.740811176300049,,
1997-09-19,,,6.180006504058838,6.1184690475463865,6.038470983505249,5.882432842254639,5.744855051040649,5.791710391044616,
1997-09-22,,,6.206375598907471,6.146599197387696,6.068359899520874,5.910563588142395,5.749953727722168,5.793468565940857,
1997-09-23,,,5.995396137237549,6.127259159088135,6.073634338378906,5.9290245294570925,5.750305395126343,5.79294114112854,
1997-09-24,,,5.722878456115723,6.025284767150879,6.049020099639892,5.932980418205261,5.746085815429687,5.794083967208862,
1997-09-25,,,5.485522270202637,5.918035793304443,6.005065631866455,5.925068497657776,5.738173952102661,5.795842127799988,
1997-09-26,,,5.520686626434326,5.786171817779541,5.9523204326629635,5.918914794921875,5.733075218200684,5.79795193195343,
1997-09-29,,,5.714086532592773,5.687714004516602,5.917156600952149,5.922431087493896,5.735536632537841,5.8019957351684575,
1997-09-30,,,5.801995277404785,5.649033832550049,5.888146495819091,5.921551895141602,5.738349742889405,5.807270283699036,
1997-10-01,,,5.810787200927734,5.666615581512451,5.845950174331665,5.91847517490387,5.733602714538574,5.811577844619751,
1997-10-02,,,5.793203353881836,5.728151798248291,5.8230937957763675,5.917156386375427,5.730965442657471,5.814303011894226,
