Date,GRADE,GPS,VTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-10-03,,,5.810787200927734,5.786171913146973,5.786171865463257,5.912321424484253,5.728679847717285,5.817907290458679,
1997-10-06,,,5.819579124450684,5.807270431518555,5.7474922180175785,5.907926058769226,5.728679847717285,5.820896215438843,
1997-10-07,,,5.925066947937012,5.831884765625,5.740459299087524,5.907046818733216,5.733954391479492,5.824236726760864,
1997-10-08,,,5.845950126647949,5.838917350769043,5.752766466140747,5.90089328289032,5.734833488464355,5.826434454917908,
1997-10-09,,,5.819579124450684,5.8441925048828125,5.786172151565552,5.895618891716003,5.737998275756836,5.828368473052978,
1997-10-10,,,5.942651748657227,5.870565414428711,5.828368663787842,5.890344548225403,5.745734243392945,5.8311815929412845,
1997-10-13,,,6.021767139434815,5.9110030174255375,5.859136724472046,5.8881466627120975,5.75610746383667,5.8347858667373655,
1997-10-14,,,6.056931018829346,5.937375831604004,5.884630298614502,5.8863883972167965,5.7671839618682865,5.838390135765076,
1997-10-15,,,6.048138618469238,5.9778135299682615,5.9083654403686525,5.877157807350159,5.776678104400634,5.841730656623841,
1997-10-16,,,5.951441764831543,6.004186058044434,5.924189281463623,5.873641538619995,5.786699752807618,5.8442800331115725,
1997-10-17,,,5.872321605682373,5.9901200294494625,5.930342721939087,5.858257293701172,5.793380784988403,5.845686564445495,
1997-10-20,,,5.925066947937012,5.970779991149902,5.94089150428772,5.844191861152649,5.800765056610107,5.845862369537354,
1997-10-21,,,5.995396137237549,5.958473014831543,5.947924423217773,5.844191861152649,5.811314163208007,5.846038203239441,
1997-10-22,,,4.2899603843688965,5.606837368011474,5.792325448989868,5.772545957565308,5.788457822799683,5.829862942695618,
1997-10-23,,,4.078978061676025,5.232344627380371,5.6182653427124025,5.702218747138977,5.761030197143555,5.8105229568481445,
1997-10-24,,,4.237216472625732,4.905323600769043,5.447721815109253,5.638045239448547,5.737470598220825,5.792237873077393,
1997-10-27,,,3.93832278251648,4.507974767684937,5.239377379417419,5.549257051944733,5.708988041877746,5.770084774494171,
1997-10-28,,,4.149306774139404,4.138756895065308,5.048614954948425,5.466622626781463,5.68367024898529,5.750041515827179,
1997-10-29,,,3.973489284515381,4.075462675094604,4.841150021553039,5.374757730960846,5.650616488456726,5.729998281002045,
1997-10-30,,,3.7976694107055664,4.019200944900513,4.625772786140442,5.274981033802033,5.615452809333801,5.708900110721588,
1997-10-31,,,3.7976694107055664,3.9312915325164797,4.418307566642762,5.174325144290924,5.579937567710877,5.687450287342071,
1997-11-03,,,3.885580062866211,3.920742988586426,4.214358878135681,5.0776251912117,5.544773955345153,5.66758287191391,
1997-11-04,,,3.876786231994629,3.8662388801574705,4.002497887611389,4.9752111554145815,5.509786133766174,5.647627518177033,
1997-11-05,,,3.8152518272399902,3.8345913887023926,3.9550270318984984,4.873676240444183,5.473215956687927,5.626881005764008,
1997-11-06,,,3.76250433921814,3.8275583744049073,3.92337965965271,4.770822501182556,5.435590829849243,5.602969722747803,
1997-11-07,,,3.76250433921814,3.820525360107422,3.875908446311951,4.661815130710602,5.397965703010559,5.579058439731598,
1997-11-10,,,3.718553304672241,3.787120008468628,3.853931498527527,4.546654438972473,5.359461555480957,5.554004354476929,
1997-11-11,,,3.7097606658935542,3.753714895248413,3.809976887702942,4.429295921325684,5.317265186309815,5.530093097686768,
1997-11-12,,,3.5515248775482178,3.7009695053100584,3.7677804470062255,4.304465234279633,5.270849251747132,5.505126960277558,
1997-11-13,,,3.542732715606689,3.6570151805877686,3.742286777496338,4.18402978181839,5.225312323570251,5.48024870634079,
1997-11-14,,,3.5603153705596924,3.616577386856079,3.7185513734817506,4.068429470062256,5.1783689022064205,5.456425342559815,
1997-11-17,,,3.6306443214416495,3.598995590209961,3.6930577993392943,3.9537083387374876,5.132832059860229,5.433305268287659,
1997-11-18,,,3.542732715606689,3.565590000152588,3.6596524477005006,3.831075167655945,5.084833679199218,5.40719626903534,
1997-11-19,,,3.5515248775482178,3.565590000152588,3.6332797527313234,3.794153392314911,5.036483759880066,5.382230131626129,
1997-11-20,,,3.577897787094116,3.5726230144500732,3.6148190975189207,3.7690993785858153,4.989540376663208,5.358055148124695,
1997-11-21,,,3.498779296875,3.560315799713135,3.588446593284607,3.7321775197982787,4.938553190231323,5.33308897972107,
1997-11-24,,,3.4108691215515137,3.5163607597351074,3.5576781749725344,3.7058048367500307,4.885456075668335,5.307067904472351,
1997-11-25,,,3.446032285690308,3.4970206737518312,3.5313053369522094,3.6706411123275755,4.832534794807434,5.282453362941742,
1997-11-26,,,3.366914987564087,3.460098695755005,3.5128443479537963,3.640312397480011,4.775218086242676,5.257750921249389,
1997-11-27,,,3.366914987564087,3.417902135848999,3.4952625751495363,3.618774676322937,4.722121043205261,5.231466109752655,
1997-11-28,,,3.4108691215515137,3.4003201007843016,3.4803179502487183,3.599434661865234,4.666738295555115,5.205796673297882,
1997-12-01,,,3.3932881355285645,3.3968039035797117,3.4565823316574096,3.574820065498352,4.610476546287536,5.180215137004852,
1997-12-02,,,3.27021598815918,3.3616406440734865,3.429330658912659,3.5444915533065795,4.555972943305969,5.153139169216156,
1997-12-03,,,3.235050916671753,3.3352678298950194,3.397683262825012,3.515481507778168,4.50621639251709,5.126151103973388,
1997-12-04,,,3.331750631332397,3.3282349586486815,3.3730685472488404,3.493943822383881,4.463140959739685,5.100657455921173,
1997-12-05,,,3.366914987564087,3.3194441318511965,3.359882116317749,3.474164354801178,4.42006552696228,5.076570372581482,
1997-12-08,,,3.3493340015411377,3.310653305053711,3.3537286043167116,3.455703389644623,4.372770476341247,5.054153554439544,
1997-12-09,,,3.375706911087036,3.331751489639282,3.346696066856384,3.439000701904297,4.324244709014892,5.031297225952148,
1997-12-10,,,3.375706911087036,3.359882688522339,3.3475752592086794,3.4302098035812376,4.275543103218078,5.004572908878327,
1997-12-11,,,3.481196880340576,3.3897719383239746,3.359003448486328,3.427133011817932,4.229302973747253,4.980134208202362,
1997-12-12,,,3.463615894317627,3.4091121196746825,3.3642781257629393,3.4222980380058288,4.182359547615051,4.955519697666168,
1997-12-15,,,3.5339434146881104,3.446034002304077,3.378343653678894,3.4174629926681517,4.1366468334198,4.932663340568542,
1997-12-16,,,3.481196880340576,3.467131996154785,3.3994417428970336,3.414386200904846,4.087769432067871,4.910861911773682,
1997-12-17,,,3.5339434146881104,3.498779296875,3.4293309926986693,3.4135071277618407,4.041529297828674,4.888181393146515,
1997-12-18,,,3.586687564849853,3.5198774337768555,3.454824686050415,3.4139466166496275,3.996871466636658,4.867434871196747,
1997-12-19,,,3.489989757537842,3.5251522064208984,3.4671321630477907,3.41350713968277,3.94781822681427,4.846776235103607,
1997-12-22,,,3.4284539222717285,3.504054307937622,3.4750441551208495,3.4143863797187803,3.8959519624710084,4.826029713153839,
1997-12-23,,,3.4020800590515137,3.4882309436798096,3.4776814699172975,3.412188768386841,3.8428549432754515,4.805019452571869,
1997-12-24,,,3.384497880935669,3.4583418369293213,3.4785605669021606,3.41306791305542,3.7895821285247804,4.783130116462708,
1997-12-25,,,3.384497880935669,3.4179039001464844,3.46889066696167,3.413947057723999,3.7382432508468626,4.76247150182724,
1997-12-26,,,3.384497880935669,3.39680552482605,3.460978865623474,3.4126284956932067,3.6884867763519287,4.740933780670166,
1997-12-29,,,3.375706911087036,3.3862561225891112,3.445155215263367,3.4117494344711305,3.637499575614929,4.7191323161125185,
1997-12-30,,,3.3932881355285645,3.3844977378845216,3.4363643407821653,3.4179030418395997,3.5854574155807497,4.698385789394378,
1997-12-31,,,3.4372434616088867,3.395046854019165,3.4266943454742433,3.4280126690864563,3.5684030771255495,4.678430449962616,
1998-01-01,,,3.4372434616088867,3.4055959701538088,3.4117499351501466,3.4332873106002806,3.5555683851242064,4.658299291133881,
1998-01-02,,,3.4108691215515137,3.4108702182769775,3.403837871551514,3.4354850172996523,3.539041438102722,4.638256018161774,
1998-01-05,,,3.4284539222717285,3.421419620513916,3.403837871551514,3.4394410133361815,3.528844060897827,4.618916051387787,
1998-01-06,,,3.384497880935669,3.4196615695953367,3.4020796537399294,3.4398805618286135,3.5135478830337523,4.598609066009521,
1998-01-07,,,3.375706911087036,3.4073542594909667,3.401200556755066,3.4398805618286135,3.5015922355651856,4.576104362010955,
1998-01-08,,,3.3405425548553467,3.388014078140259,3.396805024147034,3.4328478455543516,3.492449698448181,4.553951253890991,
1998-01-09,,,3.208679437637329,3.347576141357422,3.3792231798172,3.420101022720337,3.4806698989868163,4.5303037333488465,
1998-01-12,,,3.138352632522583,3.289555883407593,3.355487751960754,3.4003214836120605,3.4657253503799437,4.505249652862549,
1998-01-13,,,3.1647257804870605,3.245601463317871,3.332631516456604,3.3844979286193846,3.4514841413497925,4.480635137557983,
1998-01-14,,,3.217470407485962,3.2139541625976564,3.3106542110443113,3.3686742782592773,3.4395285129547117,4.45637223482132,
1998-01-15,,,3.3141701221466064,3.208679676055908,3.2983468770980835,3.355048406124115,3.430561828613281,4.4330763292312625,
1998-01-16,,,3.569106340408325,3.2807650566101074,3.3141705989837646,3.3590042352676392,3.426693868637085,4.412329785823822,
1998-01-19,,,3.569106340408325,3.366915798187256,3.3282358407974244,3.366036856174469,3.4237049293518065,4.391583242416382,
1998-01-20,,,3.5339434146881104,3.4407593250274657,3.3431803941726685,3.3726300239562987,3.420188584327698,4.368726885318756,
1998-01-21,,,3.5339434146881104,3.5040539264678956,3.359004044532776,3.380102300643921,3.4198369550704957,4.345343103408814,
1998-01-22,,,3.454827070236206,3.5321853160858154,3.370432496070862,3.3836187601089476,3.418078842163086,4.321695582866669,
1998-01-23,,,3.4372434616088867,3.505812740325928,3.3932888984680174,3.3862560391426086,3.41561740398407,4.296993153095245,
1998-01-26,,,3.3932881355285645,3.4706490993499757,3.418782448768616,3.3871351003646852,3.410870280265808,4.271851170063019,
1998-01-27,,,3.358124256134033,3.43548526763916,3.438122296333313,3.3853769063949586,3.407178111076355,4.246005895137787,
1998-01-28,,,3.375706911087036,3.403837966918945,3.4539459466934206,3.382300078868866,3.4036617517471313,4.220072755813598,
1998-01-29,,,3.4372434616088867,3.4003212451934814,3.4662532806396484,3.382300078868866,3.400848665237427,4.195194520950317,
1998-01-30,,,3.446032285690308,3.4020790100097655,3.4539458751678467,3.3840582370758057,3.399793725013733,4.169173457622528,
1998-02-02,,,3.76250433921814,3.4759222507476806,3.473285675048828,3.400760757923126,3.4068264293670656,4.1461412525177,
1998-02-03,,,3.6745972633361816,3.5392168521881104,3.4873510599136353,3.4152657270431517,3.411397728919983,4.121966261863708,
1998-02-04,,,3.665806770324707,3.5972368240356447,3.500537395477295,3.4297707200050356,3.4173755645751953,4.096296825408936,
1998-02-05,,,3.76250433921814,3.662288999557495,3.531305122375488,3.450868809223175,3.4252873516082762,4.0737041974067685,
1998-02-06,,,3.867997407913208,3.7466820240020753,3.5743805170059204,3.483834707736969,3.4344299173355104,4.050584106445313,4.921147248744965
1998-02-09,,,3.8504152297973633,3.76426420211792,3.6200932264328003,3.519437837600708,3.4435724592208863,4.0270245027542115,4.910246534347534
1998-02-10,,,3.885580062866211,3.8064607620239257,3.672838807106018,3.5554805517196657,3.455879740715027,4.005926342010498,4.899433741569519
1998-02-11,,,3.876786231994629,3.84865665435791,3.7229467391967774,3.588446342945099,3.4687144470214846,3.987465419769287,4.890774693489075
1998-02-12,,,3.8504152297973633,3.866238832473755,3.764263916015625,3.6152585983276366,3.4790877389907835,3.9711143493652346,4.883478238582611
1998-02-13,67.70994102920427,C,3.841624021530152,3.8609641551971436,3.8038230895996095,3.628884482383728,3.488581919670105,3.9543237233161928,4.876137827634811
1998-02-16,67.69755953701382,C,3.841624021530152,3.8592059135437013,3.8117350578308105,3.6425103664398195,3.4984277200698854,3.935599098205566,4.868797416687012
1998-02-17,67.64802530853042,C,3.867997407913208,3.8556893825531007,3.831075072288513,3.659213066101074,3.5082735300064085,3.9162591195106504,4.8617647016048435
1998-02-18,67.54771616399785,C,3.841624021530152,3.848656940460205,3.8486567974090575,3.6745970964431764,3.517591872215271,3.8965674877166747,4.8540726661682125
1998-02-19,67.57451913314186,C,4.096560478210449,3.8978859901428224,3.8820624113082887,3.7066837668418886,3.5298991441726684,3.879601058959961,4.846952035427093
1998-02-20,67.63562416809627,C,4.087769508361816,3.947115087509155,3.9040396213531494,3.739210069179535,3.5423822164535523,3.862370882034302,4.840139086246491
1998-02-23,67.72626133162028,C,4.078978061676025,3.99458589553833,3.9268959045410154,3.773494565486908,3.5532829093933107,3.844964871406555,4.832930543422699
1998-02-24,67.76194087048138,C,4.017441749572754,4.02447476387024,3.94008207321167,3.806460440158844,3.564007806777954,3.8258886194229125,4.825062673091889
1998-02-25,67.82966987895439,C,4.043814182281494,4.064912796020508,3.9567848682403564,3.839865803718567,3.5742052221298217,3.8078672599792482,4.817150857448578
1998-02-26,67.75218634679177,C,4.05260705947876,4.05612211227417,3.977004051208496,3.8706339836120605,3.5835236120224,3.7901975393295286,4.8092830061912535
1998-02-27,67.67379058366701,C,4.035024166107178,4.045573043823242,3.996344065666199,3.900083577632904,3.594424300193787,3.7711212635040283,4.801151428222656
1998-03-02,67.57431831403443,C,4.017441749572754,4.033265781402588,4.013925838470459,3.912830448150635,3.606204056739807,3.7510780096054077,4.792931938171387
1998-03-03,67.52137217501505,C,4.0086517333984375,4.031507778167724,4.027991271018982,3.9295331716537474,3.6183354902267455,3.7305952167510985,4.784492676258087
1998-03-04,67.45405635778008,C,4.0086517333984375,4.0244752883911135,4.04469404220581,3.946675419807434,3.630818567276001,3.7102003479003907,4.775965502262116
1998-03-05,67.37297590088134,C,3.9646966457366943,4.0068932056427,4.031507658958435,3.956785035133362,3.6424225425720214,3.690332896709442,4.767306464910507
1998-03-06,67.28632363417321,C,3.93832278251648,3.9875529289245604,4.016562986373902,3.9603013038635253,3.653499040603638,3.6709929084777833,4.7583397364616395
1998-03-09,67.21805355453981,B,3.929532289505005,3.969971036911011,4.0016184091568,3.9642571568489076,3.6645755481719973,3.651037561893463,4.748449965715408
1998-03-10,67.18281536463785,B,4.017441749572754,3.971729040145874,4.0016184091568,3.970850241184235,3.677058620452881,3.631258018016815,4.738648110628128
1998-03-11,67.21879754353624,B,3.9646966457366943,3.9629380226135256,3.9937066555023195,3.9752457618713377,3.687607684135437,3.6280053806304933,4.728934161663055
1998-03-12,67.30785292907763,B,3.947114944458008,3.959421682357788,3.983157444000244,3.98008074760437,3.6978051137924193,3.626686749458313,4.718604853153229
1998-03-13,67.40303448517858,B,3.93832278251648,3.959421682357788,3.973487305641174,3.9849156856536867,3.708354187011719,3.6236978125572206,4.707967842817307
1998-03-16,67.52418041512398,B,3.93832278251648,3.961179780960083,3.965575408935547,3.989750623703003,3.7185515642166136,3.6236978125572206,4.696891293525696
1998-03-17,67.60196874110595,B,3.973489284515381,3.952389287948608,3.962059164047241,3.9950252175331116,3.730331392288208,3.6219396376609803,4.6859905767440795
1998-03-18,67.63743488563249,B,3.973489284515381,3.9541478157043457,3.9585429191589356,4.001618480682373,3.742287039756775,3.6219396376609803,4.675968959331512
1998-03-19,67.70773947838461,C,4.043814182281494,3.973487663269043,3.9664546728134153,3.998981165885925,3.7563524723052977,3.6244010853767397,4.666650598049164
1998-03-20,67.79460076562117,A,4.035024166107178,3.9928279399871824,3.976124811172485,3.996343898773193,3.7728793668746947,3.6267746329307555,4.657112460136414
1998-03-23,67.88569487408306,A,4.061396598815918,4.01744270324707,3.9893112421035766,3.995464825630188,3.7913402462005616,3.628532798290253,4.648057835102081
1998-03-24,68.0098872238582,A,4.140515327453613,4.050847911834717,4.001618599891662,4.001618504524231,3.8108560371398927,3.6311700892448426,4.639398803710938
1998-03-25,68.08495976579279,A,4.096560478210449,4.07546215057373,4.014804983139038,4.0042558193206785,3.8284378385543825,3.633983175754547,4.630432090759277
1998-03-26,68.15836020830487,A,4.228425025939941,4.11238431930542,4.042935991287232,4.013046717643737,3.846722936630249,3.6386423826217653,4.620806052684784
1998-03-27,68.20785504652414,A,4.228425025939941,4.151064491271972,4.071946215629578,4.022716760635376,3.8599093103408815,3.643301589488983,4.611180014610291
1998-03-30,68.20936578252517,A,4.175678253173828,4.173920822143555,4.095681762695312,4.03062858581543,3.8720407485961914,3.647872838973999,4.600938596725464
1998-03-31,68.19595376947004,A,4.210841178894043,4.18798599243164,4.119416952133179,4.04073805809021,3.8855787038803102,3.652883644104004,4.5914883708953855
1998-04-01,68.22024108402924,A,4.210841178894043,4.210842132568359,4.143152141571045,4.05084753036499,3.8991166591644286,3.6594768071174624,4.58230188369751
1998-04-02,68.16631536474964,A,4.1580963134765625,4.196776390075684,4.154580354690552,4.060517513751984,3.9131820440292358,3.665630443096161,4.572939574718475
1998-04-03,68.11871064572095,A,4.122935771942139,4.175678539276123,4.163371515274048,4.069748163223267,3.926895890235901,3.6712566471099852,4.5638409948349
1998-04-06,68.11801778086246,A,4.149306774139404,4.170404243469238,4.1721625328063965,4.080736887454987,3.9420162630081177,3.676443271636963,4.554874269962311
1998-04-07,68.08990559956449,A,4.166889190673828,4.161613845825196,4.174799919128418,4.08820925951004,3.9581915616989134,3.6826848363876343,4.544940552711487
1998-04-08,68.03843871103757,A,4.131723403930664,4.14579029083252,4.178316211700439,4.096560597419739,3.9733118915557863,3.6884868216514586,4.535358476638794
1998-04-09,67.99333092477998,A,4.078978061676025,4.1299666404724125,4.163371515274048,4.1031537532806395,3.986146583557129,3.6934976243972777,4.525776386260986
