Date,GRADE,GPS,FMC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7818149328231812,,,,,,
1983-11-22,,,0.8013060688972473,,,,,,
1983-11-23,,,0.805637776851654,,,,,,
1983-11-24,,,0.805637776851654,,,,,,
1983-11-25,,,0.8121349811553955,0.8013063073158264,,,,,
1983-11-28,,,0.8186319470405579,0.8086697101593018,,,,,
1983-11-29,,,0.8251289129257202,0.8134342789649963,,,,,
1983-11-30,,,0.8316255211830139,0.8186318278312683,,,,,
1983-12-01,,,0.8337914943695068,0.8242625713348388,,,,,
1983-12-02,,,0.8402888178825378,0.8298933386802674,0.8155998229980469,,,,
1983-12-05,,,0.8359570503234863,0.833358359336853,0.8210140347480774,,,,
1983-12-06,,,0.8359570503234863,0.8355239868164063,0.8244791328907013,,,,
1983-12-07,,,0.8316255211830139,0.8355239868164063,0.8270779073238372,,,,
1983-12-08,,,0.8402888178825378,0.8368234515190125,0.8305430114269257,,,,
1983-12-09,,,0.8359570503234863,0.8359570980072022,0.8329252183437348,,,,
1983-12-12,,,0.8359570503234863,0.8359570980072022,0.8346577286720276,,,,
1983-12-13,,,0.8446199893951416,0.8376896858215332,0.8366068363189697,,,,
1983-12-14,,,0.8337914943695068,0.8381228804588318,0.836823433637619,,,,
1983-12-15,,,0.8359570503234863,0.8372565269470215,0.8370399892330169,,,,
1983-12-16,,,0.814300000667572,0.8329251170158386,0.8344411075115203,0.8250204652547837,,,
1983-12-19,,,0.8186319470405579,0.8294600963592529,0.8327085971832275,0.8268613159656525,,,
1983-12-20,,,0.8099687099456787,0.8225298404693604,0.8301097631454468,0.8272944480180741,,,
1983-12-21,,,0.8013060688972473,0.8160327553749085,0.8270778179168701,0.8270778626203537,,,
1983-12-22,,,0.7883120179176331,0.8065037488937378,0.8218801379203796,0.8262115746736527,,,
1983-12-23,,,0.7796493768692017,0.7995736241340637,0.8162493705749512,0.824587294459343,,,
1983-12-26,,,0.7796493768692017,0.7917771100997925,0.8106186032295227,0.8226381659507751,,,
1983-12-27,,,0.8099687099456787,0.7917771100997925,0.8071534752845764,0.8218801558017731,,,
1983-12-28,,,0.8099687099456787,0.7935096383094787,0.8047711968421936,0.8207973152399063,,,
1983-12-29,,,0.8099687099456787,0.7978409767150879,0.8021723628044128,0.8196061760187149,,,
1983-12-30,,,0.7991405129432678,0.8017392039299012,0.8006564140319824,0.8175487607717514,,,
1984-01-02,,,0.7991405129432678,0.8056374311447143,0.7987072706222534,0.8157079339027404,,,
1984-01-03,,,0.7991405129432678,0.8034717917442322,0.7976244509220123,0.8138671070337296,,,
1984-01-04,,,0.822963535785675,0.8060707569122314,0.7997901976108551,0.8134340077638627,,,
1984-01-05,,,0.8337914943695068,0.810835313796997,0.8043381452560425,0.813109141588211,,,
1984-01-06,,,0.8337914943695068,0.8177655100822449,0.809752357006073,0.8130008637905121,,,
1984-01-09,,,0.8316255211830139,0.824262511730194,0.8149499714374542,0.8127842873334885,,,
1984-01-10,,,0.8099687099456787,0.8264281511306762,0.8149499714374542,0.8110517233610153,,,
1984-01-11,,,0.7969748973846436,0.8212304234504699,0.8136505901813507,0.8092108935117721,,,
1984-01-12,,,0.7926435470581055,0.8130008339881897,0.8119180738925934,0.8070452183485031,,,
1984-01-13,,,0.7948092818260193,0.8052043914794922,0.8114849507808686,0.8060706824064254,,,
1984-01-16,,,0.8099687099456787,0.8008730292320252,0.8125677704811096,0.8056375205516815,,,
1984-01-17,,,0.814300000667572,0.8017392873764038,0.8140837192535401,0.8058540850877762,,,
1984-01-18,,,0.8078033328056335,0.8039049744606018,0.8125676989555359,0.8061789482831955,,,
1984-01-19,,,0.805637776851654,0.8065038204193116,0.8097523272037506,0.8070452362298965,,,
