Date,GRADE,GPS,OMC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.0818363428115845,,,,,,
1983-11-22,,,1.0032670497894287,,,,,,
1983-11-23,,,1.0153549909591677,,,,,,
1983-11-24,,,1.0153549909591677,,,,,,
1983-11-25,,,1.0032670497894287,1.0238160848617555,,,,,
1983-11-28,,,0.9549168944358826,0.998432195186615,,,,,
1983-11-29,,,0.9549168944358826,0.9887621641159058,,,,,
1983-11-30,,,0.9911803603172302,0.9839272379875184,,,,,
1983-12-01,,,0.9911803603172302,0.9790923118591308,,,,,
1983-12-02,,,0.9670038223266602,0.9718396663665771,0.9978278756141663,,,,
1983-12-05,,,0.9670038223266602,0.9742570519447327,0.9863446235656739,,,,
1983-12-06,,,0.9670038223266602,0.9766744375228882,0.9827183008193969,,,,
1983-12-07,,,0.9911803603172302,0.9766744375228882,0.9803008377552033,,,,
1983-12-08,,,0.9670038223266602,0.9718391299247742,0.9754657208919525,,,,
1983-12-09,,,0.9670038223266602,0.9718391299247742,0.9718393981456757,,,,
1983-12-12,,,0.9549168944358826,0.9694217443466187,0.9718393981456757,,,,
1983-12-13,,,0.930741548538208,0.9621692895889282,0.9694218635559082,,,,
1983-12-14,,,0.9186545014381408,0.9476641178131103,0.9621692776679993,,,,
1983-12-15,,,0.9065670371055604,0.9355767607688904,0.9537079453468322,,,,
1983-12-16,,,0.9065670371055604,0.9234894037246704,0.9476642668247223,0.9727460712194442,,,
1983-12-19,,,0.8944790959358215,0.9114018440246582,0.9404117941856385,0.9633782088756562,,,
1983-12-20,,,0.8703041672706604,0.8993143677711487,0.9307418286800384,0.9567300647497177,,,
1983-12-21,,,0.8944790959358215,0.8944792866706848,0.9210717022418976,0.9506862699985504,,,
1983-12-22,,,0.8582167625427246,0.8848092317581177,0.910192996263504,0.9428293585777283,,,
1983-12-23,,,0.8763478994369507,0.8787654042243958,0.9011274039745331,0.9364834010601044,,,
1983-12-26,,,0.8763478994369507,0.8751391649246216,0.8932705044746398,0.9325549513101578,,,
1983-12-27,,,0.8582167625427246,0.8727216839790344,0.8860180258750916,0.9277199447154999,,,
1983-12-28,,,0.8944790959358215,0.8727216839790344,0.8836004853248596,0.9228848814964294,,,
1983-12-29,,,0.9065670371055604,0.8823917388916016,0.8836004853248596,0.9186542153358459,,,
1983-12-30,,,0.9186545014381408,0.8908530592918396,0.8848092317581177,0.91623674929142,,,
1984-01-02,,,0.9186545014381408,0.8993143796920776,0.8872267723083496,0.913819283246994,,,
1984-01-03,,,0.930741548538208,0.9138193368911743,0.8932705104351044,0.9120061695575714,,,
1984-01-04,,,0.9186545014381408,0.9186544179916382,0.8956880509853363,0.908379876613617,,,
1984-01-05,,,0.930741548538208,0.9234893202781678,0.9029405295848847,0.9065667629241944,,,
1984-01-06,,,0.930741548538208,0.9259067296981811,0.9083798944950103,0.9047536492347718,,,
1984-01-09,,,0.9428288340568542,0.9307415962219239,0.9150279879570007,0.9041492462158203,,,
1984-01-10,,,0.9367855191230774,0.9319503903388977,0.922884863615036,0.9044514447450638,,,
1984-01-11,,,0.930741548538208,0.9343677997589112,0.9265111088752747,0.9050557971000671,,,
1984-01-12,,,0.9549168944358826,0.9392028689384461,0.9313460946083069,0.9074732899665833,,,
1984-01-13,,,0.930741548538208,0.9392028689384461,0.9325547993183136,0.9086820155382156,,,
1984-01-16,,,0.9549168944358826,0.9416204810142517,0.9361810386180878,0.9117039054632187,,,
1984-01-17,,,0.9428288340568542,0.942829144001007,0.9373897671699524,0.9153301388025283,,,
1984-01-18,,,0.9549168944358826,0.947664213180542,0.9410160064697266,0.9183520287275314,,,
1984-01-19,,,0.8944790959358215,0.9355766534805298,0.9373897612094879,0.9201651453971863,,,
1984-01-20,,,0.8944790959358215,0.9283241629600525,0.9337635159492492,0.9210717052221298,,,
1984-01-23,,,0.7977789044380188,0.8968965649604798,0.9192585229873658,0.9171432554721832,,,
1984-01-24,,,0.8219538927078247,0.8727215766906739,0.9077753603458405,0.9153301119804382,,,
1984-01-25,,,0.8823919296264648,0.8582165837287903,0.9029403984546661,0.9147257536649704,,,
1984-01-26,,,0.8823919296264648,0.8557991504669189,0.8956879019737244,0.9135169982910156,,,
