Date,GRADE,GPS,MHK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-04-01,,,6.833333015441895,,,,,,
1992-04-02,,,6.777778148651123,,,,,,
1992-04-03,,,6.777778148651123,,,,,,
1992-04-06,,,6.777778148651123,,,,,,
1992-04-07,,,6.777778148651123,6.7888891220092775,,,,,
1992-04-08,,,6.444444179534912,6.711111354827881,,,,,
1992-04-09,,,6.777778148651123,6.711111354827881,,,,,
1992-04-10,,,6.777778148651123,6.711111354827881,,,,,
1992-04-13,,,6.722221851348877,6.7000000953674315,,,,,
1992-04-14,,,6.888888835906982,6.722222232818604,6.75555567741394,,,,
1992-04-15,,,7.0,6.8333333969116214,6.772222375869751,,,,
1992-04-16,,,7.0,6.877777767181397,6.794444561004639,,,,
1992-04-17,,,7.0,6.922222137451172,6.816666746139527,,,,
1992-04-20,,,7.0,6.977777767181396,6.838888931274414,,,,
1992-04-21,,,7.222221851348877,7.044444370269775,6.883333301544189,,,,
1992-04-22,,,7.444444179534912,7.133333206176758,6.98333330154419,,,,
1992-04-23,,,7.222221851348877,7.177777576446533,7.027777671813965,,,,
1992-04-24,,,7.1666669845581055,7.211110973358155,7.066666555404663,,,,
1992-04-27,,,7.111111164093018,7.2333332061767575,7.105555486679077,,,,
1992-04-28,,,7.111111164093018,7.211111068725586,7.127777719497681,6.94166669845581,,,
1992-04-29,,,7.111111164093018,7.144444465637207,7.138888835906982,6.9555556058883665,,,
1992-04-30,,,7.111111164093018,7.1222223281860355,7.149999952316284,6.972222256660461,,,
1992-05-01,,,7.111111164093018,7.111111164093018,7.161111068725586,6.988888907432556,,,
1992-05-04,,,7.388888835906982,7.166666698455811,7.1999999523162845,7.019444441795349,,,
1992-05-05,,,7.111111164093018,7.166666698455811,7.188888883590698,7.0361110925674435,,,
1992-05-06,,,7.111111164093018,7.166666698455811,7.155555582046508,7.0694444417953495,,,
1992-05-07,,,7.1666669845581055,7.177777862548828,7.150000095367432,7.088888883590698,,,
1992-05-08,,,7.111111164093018,7.177777862548828,7.144444513320923,7.105555534362793,,,
1992-05-11,,,7.388888835906982,7.177777862548828,7.17222228050232,7.138888883590698,,,
1992-05-12,,,7.3333330154418945,7.222222232818604,7.194444465637207,7.1611110925674435,,,
1992-05-13,,,7.3333330154418945,7.266666603088379,7.216666650772095,7.177777743339538,,,
1992-05-14,,,7.222221851348877,7.277777576446534,7.227777719497681,7.188888835906982,,,
1992-05-15,,,7.222221851348877,7.299999713897705,7.238888788223266,7.199999928474426,,,
1992-05-18,,,7.222221851348877,7.266666316986084,7.222222089767456,7.21111102104187,,,
1992-05-19,,,7.3333330154418945,7.266666316986084,7.244444274902344,7.216666579246521,,,
1992-05-20,,,7.222221851348877,7.244444084167481,7.25555534362793,7.20555546283722,,,
1992-05-21,,,7.3333330154418945,7.266666316986084,7.272221946716309,7.21111102104187,,,
1992-05-22,,,7.3333330154418945,7.288888549804687,7.294444131851196,7.219444322586059,,,
1992-05-25,,,7.3333330154418945,7.311110782623291,7.288888549804687,7.230555415153503,,,
1992-05-26,,,7.111111164093018,7.266666412353516,7.2666663646698,7.230555415153503,,,
1992-05-27,,,7.1666669845581055,7.255555438995361,7.249999761581421,7.2333332061767575,,,
1992-05-28,,,7.111111164093018,7.211111068725586,7.238888692855835,7.2333332061767575,,,
1992-05-29,,,7.111111164093018,7.166666698455811,7.227777624130249,7.2333332061767575,,,
1992-06-01,,,6.888888835906982,7.077777862548828,7.19444432258606,7.208333206176758,,,
1992-06-02,,,6.777778148651123,7.011111259460449,7.138888835906982,7.191666555404663,,,
1992-06-03,,,6.944444179534912,6.9666666984558105,7.111111068725586,7.183333206176758,,,
1992-06-04,,,6.944444179534912,6.93333330154419,7.072222185134888,7.172222065925598,,,
1992-06-05,,,6.944444179534912,6.899999904632568,7.0333333015441895,7.163888716697693,,,
1992-06-08,,,6.944444179534912,6.911110973358154,6.994444417953491,7.1416664838790895,,,
1992-06-09,,,6.555555820465088,6.866666507720947,6.938888883590698,7.102777624130249,7.056666622161865,,
1992-06-10,,,6.555555820465088,6.788888835906983,6.877777767181397,7.063888764381408,7.051111078262329,,
1992-06-11,,,6.444444179534912,6.688888835906982,6.811111068725586,7.024999880790711,7.044444398880005,,
1992-06-12,,,6.444444179534912,6.588888835906983,6.744444370269775,6.986110997200012,7.03777771949768,,
1992-06-15,,,6.444444179534912,6.488888835906982,6.699999904632568,6.947222113609314,7.0311110401153565,,
1992-06-16,,,6.444444179534912,6.466666507720947,6.666666507720947,6.902777671813965,7.024444360733032,,
1992-06-17,,,6.444444179534912,6.444444179534912,6.616666507720947,6.863888788223266,7.024444360733032,,
1992-06-18,,,6.111111164093018,6.377777576446533,6.533333206176758,6.802777695655823,7.01111102104187,,
1992-06-19,,,5.833333015441895,6.25555534362793,6.422222089767456,6.727777695655822,6.992222118377685,,
1992-06-22,,,5.222221851348877,6.011110877990722,6.249999856948852,6.622222137451172,6.962222118377685,,
1992-06-23,,,5.444444179534912,5.811110877990723,6.138888692855835,6.538888788223266,6.933333225250244,,
1992-06-24,,,5.888888835906982,5.699999809265137,6.072221994400024,6.47499988079071,6.911111001968384,,
1992-06-25,,,5.888888835906982,5.655555343627929,6.016666460037231,6.413888764381409,6.888888778686524,,
1992-06-26,,,5.6666669845581055,5.622222137451172,5.938888740539551,6.341666555404663,6.8622221183776855,,
1992-06-29,,,5.111111164093018,5.6,5.805555438995361,6.2527776718139645,6.824444341659546,,
1992-06-30,,,5.111111164093018,5.533333396911621,5.672222137451172,6.16944432258606,6.782222127914428,,
1992-07-01,,,5.277778148651123,5.41111125946045,5.555555534362793,6.08611102104187,6.738888807296753,,
1992-07-02,,,5.777778148651123,5.388889122009277,5.522222232818604,6.0277777194976805,6.7099999332427975,,
1992-07-03,,,5.777778148651123,5.411111354827881,5.516666746139526,5.969444417953492,6.6822221565246585,,
1992-07-06,,,5.777778148651123,5.544444751739502,5.572222375869751,5.911111116409302,6.65555549621582,,
