Date,GRADE,GPS,LOW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4326560795307159,,,,,,
1983-11-22,,,0.4257516264915466,,,,,,
1983-11-23,,,0.4234504103660583,,,,,,
1983-11-24,,,0.4234504103660583,,,,,,
1983-11-25,,,0.4280533194541931,0.4266723692417145,,,,,
1983-11-28,,,0.4418615102767944,0.4285134553909301,,,,,
1983-11-29,,,0.4395606219768524,0.43127525448799126,,,,,
1983-11-30,,,0.4372590184211731,0.43403697609901426,,,,,
1983-12-01,,,0.4372590184211731,0.4367986977100372,,,,,
1983-12-02,,,0.4326560795307159,0.4377192497253418,0.43219580948352815,,,,
1983-12-05,,,0.418847918510437,0.4331165313720703,0.43081499338150026,,,,
1983-12-06,,,0.4211493134498596,0.42943426966667175,0.43035476207733153,,,,
1983-12-07,,,0.4234504103660583,0.4266725480556488,0.43035476207733153,,,,
1983-12-08,,,0.418847918510437,0.42299032807350156,0.4298945128917694,,,,
1983-12-09,,,0.418847918510437,0.4202286958694458,0.4289739727973938,,,,
1983-12-12,,,0.4326560795307159,0.42299032807350156,0.4280534297227859,,,,
1983-12-13,,,0.4211493134498596,0.42299032807350156,0.42621229887008666,,,,
1983-12-14,,,0.4096426367759704,0.42022877335548403,0.4234506607055664,,,,
1983-12-15,,,0.4050396680831909,0.41746712327003477,0.42022872567176817,,,,
1983-12-16,,,0.3958342373371124,0.4128643870353699,0.4165465414524078,0.424371175467968,,,
1983-12-19,,,0.4050396680831909,0.4073411047458649,0.41516571640968325,0.4229903548955917,,,
1983-12-20,,,0.391231894493103,0.40135762095451355,0.41217397451400756,0.42126436829566954,,,
1983-12-21,,,0.391231894493103,0.39767547249794005,0.408952122926712,0.4196534425020218,,,
1983-12-22,,,0.3958342373371124,0.39583438634872437,0.40665075480937957,0.4182726338505745,,,
1983-12-23,,,0.3958342373371124,0.39583438634872437,0.4043493866920471,0.41666167974472046,,,
1983-12-26,,,0.3958342373371124,0.3939933001995087,0.4006672024726868,0.4143603160977364,,,
1983-12-27,,,0.3797246217727661,0.3916918456554413,0.3965247333049774,0.41136851608753205,,,
1983-12-28,,,0.3866287767887115,0.390771222114563,0.3942233473062515,0.40883700400590894,,,
1983-12-29,,,0.4050396680831909,0.3926123082637787,0.3942233473062515,0.40722603648900985,,,
1983-12-30,,,0.411943644285202,0.3958341896533966,0.39583428800106046,0.4061904147267342,,,
1984-01-02,,,0.411943644285202,0.39905607104301455,0.3965246856212616,0.4058452010154724,,,
1984-01-03,,,0.411943644285202,0.4054998755455017,0.3985958606004715,0.40538491755723954,,,
1984-01-04,,,0.4142450094223022,0.41102312207221986,0.40089717209339143,0.40492464751005175,,,
1984-01-05,,,0.4280533194541931,0.4156258523464203,0.40411908030509947,0.40538491755723954,,,
1984-01-06,,,0.4372590184211731,0.4206889271736145,0.40826155841350553,0.4063054725527763,,,
1984-01-09,,,0.4464645981788635,0.4275931179523468,0.41332459449768066,0.4069958984851837,,,
1984-01-10,,,0.4395606219768524,0.43311651349067687,0.4193081945180893,0.40791646391153336,,,
1984-01-11,,,0.4418615102767944,0.43863981366157534,0.42483146786689757,0.4095274075865746,,,
1984-01-12,,,0.434957355260849,0.4400206208229065,0.42782323658466337,0.41102329194545745,,,
1984-01-13,,,0.4418615102767944,0.4409411191940308,0.43081502318382264,0.4133246555924416,,,
1984-01-16,,,0.451066792011261,0.44186155796051024,0.43472733795642854,0.41562601178884506,,,
1984-01-17,,,0.4464645981788635,0.4432423532009125,0.4381794333457947,0.4183876469731331,,,
1984-01-18,,,0.451066792011261,0.4450834095478058,0.44186161160469056,0.421379391849041,,,
1984-01-19,,,0.451066792011261,0.4483052968978882,0.44416295886039736,0.4241410195827484,,,
1984-01-20,,,0.4418615102767944,0.4483052968978882,0.44462320804595945,0.4264423832297325,,,
1984-01-23,,,0.434957355260849,0.4450834095478058,0.44347248375415804,0.42839853912591935,,,
1984-01-24,,,0.4326560795307159,0.44232170581817626,0.4427820295095444,0.43104511201381684,,,
1984-01-25,,,0.418847918510437,0.4358779311180115,0.4404806703329086,0.4326560690999031,,,
1984-01-26,,,0.3981356024742126,0.4252916932106018,0.436798495054245,0.4323108658194542,,,
1984-01-27,,,0.3866287767887115,0.41424514651298516,0.4312752217054367,0.43104512244462967,0.4213333767652512,,
1984-01-30,,,0.3820262551307678,0.4036589264869689,0.4243711680173874,0.42954925298690794,0.42032078027725217,,
1984-01-31,,,0.3820262551307678,0.39353296160697937,0.41792733371257784,0.42805338352918626,0.4194462728500366,,
1984-02-01,,,0.3774233758449554,0.38524805307388305,0.41056299209594727,0.4262123018503189,0.4185257321596146,,
1984-02-02,,,0.3866287767887115,0.38294668793678277,0.40411919057369233,0.4241410747170448,0.41778929948806764,,
1984-02-03,,,0.3797246217727661,0.3815658569335937,0.3979055017232895,0.4212643548846245,0.4168227255344391,,
1984-02-06,,,0.368217796087265,0.3788041651248931,0.3912315458059311,0.4173520147800446,0.4153498512506485,,
1984-02-07,,,0.3728208839893341,0.3769630908966064,0.3852480262517929,0.41401502788066863,0.41401505649089815,,
1984-02-08,,,0.3590124249458313,0.3732809007167816,0.3792644768953323,0.4098725736141205,0.4124501246213913,,
1984-02-09,,,0.3406015038490295,0.36407544612884524,0.373511067032814,0.40515478104352953,0.41051697432994844,,
1984-02-10,,,0.3475055992603302,0.357631641626358,0.3695987492799759,0.4004369854927063,0.40881396472454073,,
1984-02-13,,,0.3498069643974304,0.3539494752883911,0.36637682020664214,0.3953739941120148,0.40743314564228056,,
1984-02-14,,,0.3406015038490295,0.3475055992603302,0.3622343450784683,0.39008083939552307,0.405822189450264,,
1984-02-15,,,0.338300496339798,0.3433632135391235,0.3583220571279525,0.38444252461194994,0.40411919116973877,,
1984-02-16,,,0.3313959240913391,0.34152209758758545,0.3527987718582153,0.37845898121595384,0.40237015128135684,,
1984-02-17,,,0.3267934620380401,0.3373796701431274,0.3475056558847427,0.3727055788040161,0.40052906215190887,,
1984-02-20,,,0.3267934620380401,0.33277696967124937,0.3433632224798202,0.36729738414287566,0.39841180980205537,,
1984-02-21,,,0.3359991312026977,0.331856495141983,0.33968104720115655,0.3624645367264748,0.3967088061571121,,
1984-02-22,,,0.3406015038490295,0.3323166966438293,0.3378399550914764,0.35855221599340437,0.3953279834985733,,
1984-02-23,,,0.338300496339798,0.3336976110935211,0.3376098543405533,0.3555604606866836,0.3939932000637054,,
1984-02-24,,,0.3475055992603302,0.3378400385379791,0.3376098543405533,0.35360430181026453,0.3930266273021698,,
1984-02-27,,,0.3567110896110534,0.3438235640525818,0.3383002668619156,0.35233854353427885,0.39206005573272706,,
1984-02-28,,,0.36131352186203,0.3488864421844482,0.34037146866321566,0.3513029068708419,0.3914616882801056,,
1984-02-29,,,0.3659166097640991,0.35394946336746214,0.34313308000564574,0.3507275685667991,0.39095538258552553,,
1984-03-01,,,0.3843274712562561,0.36315485835075373,0.34842623472213746,0.35061250329017635,0.3907252472639084,,
1984-03-02,,,0.3866287767887115,0.37097949385643003,0.3544097661972046,0.3509577110409736,0.3905411380529404,,
1984-03-05,,,0.3774233758449554,0.37512195110321045,0.3594727575778961,0.35141799002885815,0.39017292082309724,,
1984-03-06,,,0.3659166097640991,0.3760425686836243,0.3624645054340362,0.35107277631759637,0.3898967605829239,,
1984-03-07,,,0.3659166097640991,0.3760425686836243,0.36499601602554316,0.3514179855585098,0.38948251724243166,,
1984-03-08,,,0.3636154234409332,0.3719001591205597,0.3675275087356567,0.35256868153810494,0.3886540323495865,,
1984-03-09,,,0.3590124249458313,0.36637688875198365,0.3686781913042068,0.35314402282238,0.38759540796279907,,
1984-03-12,,,0.3521082401275635,0.36131386160850526,0.3682179063558578,0.35325908660888666,0.3863986998796463,,
1984-03-13,,,0.368217796087265,0.36177409887313844,0.3689083337783813,0.35463990122079847,0.3855241829156876,,
1984-03-14,,,0.3636154234409332,0.36131386160850526,0.3686782151460647,0.3559056475758552,0.38451159119606015,,
1984-03-15,,,0.36131352186203,0.3608534812927246,0.3663768202066421,0.35740152746438975,0.38317679524421694,,
