Date,GRADE,GPS,EOG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1989-10-04,,,1.6387581825256348,,,,,,
1989-10-05,,,1.6899704933166504,,,,,,
1989-10-06,,,1.6694844961166382,,,,,,
1989-10-09,,,1.6694844961166382,,,,,,
1989-10-10,,,1.6592426300048828,1.6653880596160888,,,,,
1989-10-11,,,1.6490017175674438,1.6674367666244507,,,,,
1989-10-12,,,1.6592426300048828,1.6612911939620971,,,,,
1989-10-13,,,1.6285159587860107,1.6530974864959718,,,,,
1989-10-16,,,1.6182745695114136,1.6428555011749268,,,,,
1989-10-17,,,1.6387581825256348,1.638758611679077,1.652073335647583,,,,
1989-10-18,,,1.6694844961166382,1.642855167388916,1.6551459670066833,,,,
1989-10-19,,,1.6694844961166382,1.644903540611267,1.6530973672866822,,,,
1989-10-20,,,1.6592426300048828,1.6510488748550416,1.6520731806755067,,,,
1989-10-23,,,1.6694844961166382,1.6612908601760865,1.6520731806755067,,,,
1989-10-24,,,1.6797274351119995,1.6694847106933595,1.6541216611862182,,,,
1989-10-25,,,1.6694844961166382,1.6694847106933595,1.6561699390411377,,,,
1989-10-26,,,1.6694844961166382,1.6694847106933595,1.6571941256523133,,,,
1989-10-27,,,1.6490017175674438,1.6674365282058716,1.6592427015304565,,,,
1989-10-30,,,1.6387581825256348,1.6612912654876708,1.6612910628318787,,,,
1989-10-31,,,1.6387581825256348,1.6530974149703979,1.6612910628318787,1.656682199239731,,,
1989-11-01,,,1.6797274351119995,1.6551460027694702,1.6623153567314148,1.6587306618690492,,,
1989-11-02,,,1.7309401035308838,1.6674371242523194,1.6684609174728393,1.6607791423797607,,,
1989-11-03,,,1.792392611503601,1.6961153030395508,1.6817759156227112,1.6669245481491088,,,
1989-11-06,,,1.6899704933166504,1.706357765197754,1.6838245153427125,1.6679488480091096,,,
1989-11-07,,,1.7616665363311768,1.7309394359588623,1.6920184254646302,1.6730700433254242,,,
1989-11-08,,,1.7821506261825562,1.7514240741729736,1.703285038471222,1.6797274887561797,,,
1989-11-09,,,1.7616665363311768,1.7575693607330323,1.7125032424926758,1.6848486840724946,,,
1989-11-10,,,1.6797274351119995,1.7350363254547119,1.7155758142471313,1.687409257888794,,,
1989-11-13,,,1.6694844961166382,1.7309391260147096,1.7186484456062316,1.6899697542190553,,,
1989-11-14,,,1.6592426300048828,1.7104543447494507,1.7206968903541564,1.6909939765930175,,,
1989-11-15,,,1.6797274351119995,1.6899697065353394,1.7206968903541564,1.6915061235427857,,,
1989-11-16,,,1.7002131938934326,1.6776790380477906,1.7176241993904113,1.6930425584316253,,,
1989-11-17,,,1.7309401035308838,1.6879215717315674,1.7114789485931396,1.6966274321079253,,,
1989-11-20,,,1.7104541063308716,1.696115493774414,1.7135273098945618,1.698675912618637,,,
1989-11-21,,,1.751423478126526,1.7145516633987428,1.7125030040740967,1.7022607147693634,,,
1989-11-22,,,1.8026354312896729,1.7391332626342773,1.7145514845848084,1.7089182615280152,,,
1989-11-23,,,1.8026354312896729,1.7596177101135253,1.718648374080658,1.7155758082866668,,,
1989-11-24,,,1.9152995347976685,1.7964895963668823,1.7422055840492248,1.728890699148178,,,
1989-11-27,,,1.8845733404159544,1.8313134431838989,1.7637144684791566,1.741181457042694,,,
1989-11-28,,,1.8538453578948972,1.8517978191375732,1.783174741268158,1.7519358158111573,,,
1989-11-29,,,1.8333603143692017,1.857942795753479,1.7985380291938782,1.7596174597740173,,,
1989-11-30,,,1.894814133644104,1.8763785362243652,1.8179981231689453,1.7678111612796783,,,
1989-12-01,,,1.9050562381744385,1.8743298768997192,1.8354097366333009,1.7734443426132203,,,
1989-12-04,,,1.956268668174744,1.888668942451477,1.859991192817688,1.7867592513561248,,,
1989-12-05,,,1.9050562381744385,1.8989111185073853,1.8753544688224792,1.7939287364482879,,,
1989-12-06,,,1.956268668174744,1.9234927892684937,1.8907177925109864,1.8026346385478973,,,
1989-12-07,,,1.935784101486206,1.931686782836914,1.9040326595306396,1.811340516805649,,,
1989-12-08,,,1.935784101486206,1.9378323554992676,1.9060811161994935,1.8241433501243591,,,
1989-12-11,,,1.9665098190307615,1.9398805856704713,1.914274764060974,1.8389946162700652,,,
1989-12-12,,,1.9767541885375977,1.954220175743103,1.9265656471252441,1.854870194196701,1.748760335445404,,
1989-12-13,,,2.068932294845581,1.9767529010772704,1.950122845172882,1.8743304371833802,1.757363817691803,,
1989-12-14,,,2.0484485626220703,1.9992857933044434,1.9654862880706787,1.891742205619812,1.7645333790779114,,
1989-12-15,,,2.038205146789551,2.0197700023651124,1.97880117893219,1.9071054577827453,1.7719077920913697,,
1989-12-18,,,1.986993908882141,2.023866820335388,1.9818737030029296,1.920932447910309,1.7782579803466796,,
1989-12-19,,,2.007478713989258,2.0300117254257204,1.9921159505844117,1.9337352097034455,1.7852227020263671,,
1989-12-20,,,2.0177221298217773,2.0197696924209594,1.998261296749115,1.9444895446300507,1.792597110271454,,
1989-12-21,,,2.038205146789551,2.0177210092544557,2.0085034012794494,1.9562680304050446,1.8001763606071473,,
1989-12-22,,,2.0484485626220703,2.0197696924209594,2.019769847393036,1.9629254817962647,1.8085750126838684,,
1989-12-25,,,2.0484485626220703,2.0320606231689453,2.0279637217521667,1.9711192429065705,1.8171784925460814,,
1989-12-26,,,2.0177221298217773,2.0341093063354494,2.032060515880585,1.9793130815029145,1.8247577714920045,,
1989-12-27,,,1.986993908882141,2.0279636621475214,2.0238666772842406,1.9869947612285614,1.8311079597473146,,
1989-12-28,,,1.986993908882141,2.01772141456604,2.017721211910248,1.9916037499904633,1.8374581480026244,,
1989-12-29,,,2.068932294845581,2.021818161010742,2.020793926715851,1.9997975528240204,1.8456519412994385,,
1990-01-01,,,2.068932294845581,2.0259149074554443,2.028987765312195,2.0054307341575623,1.8536408972740173,,
1990-01-02,,,1.997238278388977,2.0218181371688844,2.0279637217521667,2.010039836168289,1.8599911141395569,,
1990-01-03,,,1.986993908882141,2.0218181371688844,2.024890899658203,2.0115760982036592,1.866341302394867,,
1990-01-04,,,1.935784101486206,2.0115761756896973,2.0146487951278687,2.0115760982036592,1.8716672945022583,,
1990-01-05,,,1.9050562381744385,1.9788009643554687,2.0003095626831056,2.0100397050380705,1.8767883849143983,,
1990-01-08,,,1.8743295669555664,1.9398804187774659,1.982897663116455,2.005430692434311,1.881499812602997,,
1990-01-09,,,1.843604564666748,1.90915367603302,1.9654859066009522,1.9987732112407683,1.8855967402458191,,
1990-01-10,,,1.775854468345642,1.8669257879257202,1.9443719625473022,1.9841193199157714,1.887519280910492,,
1990-01-11,,,1.8066504001617432,1.8410990476608275,1.9263376116752624,1.972029411792755,1.8890334868431091,,
1990-01-12,,,1.7861199378967283,1.8173117876052856,1.8980563759803772,1.959425151348114,1.8889080333709716,,
1990-01-15,,,1.7861199378967283,1.799669861793518,1.8697751402854919,1.9493814527988433,1.8908310222625733,,
1990-01-16,,,1.775854468345642,1.7861198425292968,1.8476367592811584,1.9378002405166626,1.8911147809028626,,
1990-01-17,,,1.7861199378967283,1.7881729364395142,1.827549362182617,1.9262201309204101,1.891194167137146,,
1990-01-18,,,1.775854468345642,1.782013750076294,1.8115563988685608,1.9131025969982147,1.8914779257774352,,
1990-01-19,,,1.8066504001617432,1.7861198425292968,1.8017158150672912,1.9010126888751984,1.8940163850784302,,
1990-01-22,,,1.796384572982788,1.7881727695465088,1.7939213156700133,1.8884094893932342,1.8965543866157533,,
1990-01-23,,,1.8066504001617432,1.794331955909729,1.790225899219513,1.8778559029102326,1.8995025420188905,,
1990-01-24,,,1.7655898332595823,1.7902259349822998,1.789199435710907,1.8667856991291045,1.901219789981842,,
1990-01-25,,,1.7861199378967283,1.792279028892517,1.7871463894844055,1.856742000579834,1.902937924861908,,
1990-01-26,,,1.7553242444992063,1.7820137977600095,1.784066820144653,1.8410615980625153,1.9034256076812743,,
1990-01-29,,,1.7347944974899292,1.7696957826614377,1.778934276103973,1.8243547081947327,1.9039124155044556,,
1990-01-30,,,1.7450599670410156,1.7573776960372922,1.7758548259735103,1.8117457926273346,1.9037851452827455,,
1990-01-31,,,1.8785045146942136,1.7799606323242188,1.7850932836532594,1.8063213229179382,1.9053025269508361,,
1990-02-01,,,1.8785045146942136,1.7984375476837158,1.7953582882881165,1.8034573435783385,1.906819908618927,,
1990-02-02,,,1.888769626617432,1.825126624107361,1.8035702109336853,1.8026430130004882,1.9062893104553222,,
1990-02-05,,,1.888769626617432,1.8559216499328612,1.8128087162971496,1.8033650159835815,1.9063732361793517,,
1990-02-06,,,1.8990343809127808,1.8867165327072144,1.8220471143722534,1.8061365067958832,1.9072770166397095,,
1990-02-07,,,1.92983078956604,1.8969817876815795,1.8384712100028993,1.813835322856903,1.9092064261436463,,
1990-02-08,,,2.001685857772827,1.9216180562973022,1.860027801990509,1.8235870957374574,1.9113438606262207,,
1990-02-09,,,1.9708898067474363,1.9380420923233033,1.881584358215332,1.8328255891799927,1.9126605319976806,,
1990-02-12,,,1.9092988967895508,1.9421479463577271,1.8990347981452942,1.8389845371246338,1.9117211365699769,,
1990-02-13,,,1.940095067024231,1.950360083580017,1.9185383081436158,1.8471965670585633,1.9124219131469726,,
1990-02-14,,,1.92983078956604,1.950360083580017,1.9236709356307984,1.8543821096420288,1.9118931555747987,,
1990-02-15,,,1.940095067024231,1.9380419254302979,1.9298299908638001,1.8625941395759582,1.9119793748855591,,
1990-02-16,,,1.9503607749938965,1.9339361190795898,1.9359891057014464,1.8697796583175659,1.9122709083557128,,
1990-02-19,,,1.9503607749938965,1.942148494720459,1.942148220539093,1.8774784684181214,1.9119479274749756,,
1990-02-20,,,1.940095067024231,1.942148494720459,1.9462542891502381,1.8841507017612458,1.9112147450447083,1.829987540245056,
1990-02-21,,,1.9092988967895508,1.938042116165161,1.9442010998725892,1.891336154937744,1.9080220770835876,1.8326929473876954,
1990-02-22,,,1.8682414293289185,1.9236713886260985,1.9308566570281982,1.8954422295093536,1.9044179344177246,1.834475656747818,
1990-02-23,,,1.7861199378967283,1.8908232212066651,1.9123796701431275,1.8969820141792297,1.8993762302398682,1.8356420111656189,
1990-02-26,,,1.8066504001617432,1.8620811462402345,1.9021148204803466,1.9005748093128205,1.8957693600654602,1.83701367020607,
1990-02-27,,,1.8682414293289185,1.847710418701172,1.8949294567108155,1.9067338824272155,1.8929846143722535,1.8391036581993103,
1990-02-28,,,1.8374439477920528,1.8333394289016725,1.8856907725334167,1.9046808540821076,1.889379050731659,1.8409880805015564,
1990-03-01,,,1.8066504001617432,1.8210212230682372,1.8723463058471679,1.901088148355484,1.8847479557991027,1.842462158203125,
1990-03-02,,,1.775854468345642,1.81896812915802,1.8548956751823424,1.8954423904418944,1.8792960739135742,1.8439355432987212,
1990-03-05,,,1.7553242444992063,1.8087028980255124,1.8353920221328734,1.8887701213359833,1.873433587551117,1.8453060400485992,
1990-03-06,,,1.796384572982788,1.7943315267562863,1.8210209727287292,1.8836376309394836,1.869006836414337,1.8468823039531708,
1990-03-07,,,1.8066504001617432,1.7881728172302247,1.8107561230659486,1.8774786114692688,1.8653999662399292,1.8482539629936219,
1990-03-08,,,1.827180027961731,1.7922787427902223,1.8066499829292297,1.868753319978714,1.862203688621521,1.8498309183120727,
1990-03-09,,,1.796384572982788,1.7963847637176513,1.8076764464378356,1.8600280582904816,1.8567527341842651,1.8512023377418518,
1990-03-12,,,1.7655898332595823,1.7984378814697266,1.8035703897476196,1.8528426051139832,1.8506858849525452,1.8521633911132813,
1990-03-13,,,1.7655898332595823,1.7922789335250855,1.793305230140686,1.8441173434257507,1.8460529160499572,1.8530220150947572,
1990-03-14,,,1.8169145584106443,1.7943317651748658,1.7912522912025453,1.838471531867981,1.8426513290405273,1.8544963157176972,
1990-03-15,,,1.7861199378967283,1.7861197471618648,1.7891992449760434,1.8307727754116054,1.8396580457687377,1.8556626701354981,
1990-03-16,,,1.827180027961731,1.7922788381576535,1.7943318009376523,1.8246137380599972,1.8381005215644837,1.857444453239441,
1990-03-19,,,1.8169145584106443,1.802543783187866,1.800490832328796,1.8179414272308345,1.8369522213935852,1.859226016998291,
1990-03-20,,,1.8374439477920528,1.8169146060943604,1.8045967698097225,1.8128088712692256,1.8368290090560913,1.8612128746509553,
1990-03-21,,,1.8374439477920528,1.8210204839706416,1.8076761245727535,1.809216123819351,1.8380607986450195,1.8627900397777557,
1990-03-22,,,1.8169145584106443,1.827179408073425,1.806649577617645,1.8066497802734371,1.8382660818099976,1.8636497843265534,
1990-03-23,,,1.8374439477920528,1.8292321920394894,1.8107555150985715,1.8092159807682033,1.8392925620079041,1.8641002976894379,
1990-03-26,,,1.8066504001617432,1.827179360389709,1.8148615717887875,1.8092159807682033,1.8397031712532044,1.8652670967578888,
1990-03-27,,,1.8066504001617432,1.821020650863647,1.8189676284790035,1.8061364293098445,1.8403190898895263,1.8657169353961944,
1990-03-28,,,1.9195654392242432,1.837444949150085,1.8292327165603637,1.810242503881454,1.8429879999160768,1.8670910835266112,
1990-03-29,,,1.9092988967895508,1.8559218168258667,1.841550612449646,1.8153749287128444,1.845656888484955,1.868567407131195,
1990-03-30,,,1.9195654392242432,1.8723461151123046,1.8507891535758971,1.8225604772567745,1.847915189266205,1.8709657871723175,
1990-04-02,,,1.888769626617432,1.8887699604034425,1.8579746603965759,1.8292327463626858,1.8497628903388976,1.8731586384773253,
1990-04-03,,,1.9606250524520876,1.9195648908615113,1.8702927708625794,1.8374447703361507,1.8528423833847045,1.8761724627017975,
1990-04-04,,,1.9092988967895508,1.9175115823745728,1.877478265762329,1.8425771951675411,1.855716564655304,1.878468177318573,
1990-04-05,,,1.9092988967895508,1.9175115823745728,1.8867166996002198,1.8466831386089322,1.8581801438331604,1.8805590343475342,
1990-04-06,,,1.827180027961731,1.8990345001220703,1.8856903076171876,1.8482229113578792,1.859617259502411,1.8815214335918427,
1990-04-09,,,1.8004305362701416,1.8813666820526123,1.8850683212280273,1.8499649465084071,1.860929980278015,1.8824211978912353,
1990-04-10,,,1.821006774902344,1.8534430265426636,1.8865039587020873,1.8527357935905453,1.8624489164352418,1.8831170308589935,
1990-04-11,,,1.8004305362701416,1.8316693544387816,1.8745904684066772,1.8519115924835206,1.8608874368667603,1.8830949819087983,
1990-04-12,,,1.728414535522461,1.7954924821853637,1.8565020322799684,1.8490263223648071,1.8578856372833252,1.882352772951126,
1990-04-13,,,1.728414535522461,1.7757393836975097,1.8373869419097901,1.8440880477428436,1.8546785354614257,1.880483922958374,
1990-04-16,,,1.77985417842865,1.7716241121292113,1.826495397090912,1.842235028743744,1.8525002264976502,1.879436731338501,
1990-04-17,,,1.7901427745819092,1.7654513120651245,1.809447169303894,1.8398699700832366,1.8503223943710327,1.8787997055053711,
1990-04-18,,,1.7901427745819092,1.763393759727478,1.7975315570831298,1.8375049114227295,1.8475286340713502,1.8783675301074982,
1990-04-19,,,1.769566535949707,1.7716241598129272,1.7835583209991455,1.8351375102996825,1.8428862476348877,1.8771150541305541,
1990-04-20,,,1.7592777013778689,1.7777967929840088,1.7767680883407593,1.8312291979789734,1.8386540055274962,1.8756572687625885,
1990-04-23,,,1.728414535522461,1.767508864402771,1.7695664882659912,1.8273174047470093,1.8350363183021545,1.8733787274360656,
1990-04-24,,,1.728414535522461,1.7551632165908813,1.7603072643280029,1.8234056115150452,1.8308027076721192,1.871612310409546,
1990-04-25,,,1.7489902973175049,1.7469327211380006,1.7551632404327393,1.8148768544197083,1.8271858978271485,1.8695395267009736,
1990-04-26,,,1.769566535949707,1.7469327211380006,1.7592784404754638,1.807890236377716,1.823775327205658,1.8678773510456086,
1990-04-27,,,1.77985417842865,1.7510480165481568,1.7644224047660828,1.8009046733379364,1.820365195274353,1.8663180518150329,
1990-04-30,,,1.7901427745819092,1.7633936643600463,1.7654512643814086,1.7959733307361603,1.8171608352661133,1.8645543813705445,
1990-05-01,,,1.8518725633621216,1.7880852699279786,1.77162424325943,1.790535706281662,1.8153963851928712,1.8633055651187898,
1990-05-02,,,1.8518725633621216,1.8086617231369018,1.7777972221374512,1.7876643896102906,1.8142478585243225,1.861134967803955,
1990-05-03,,,1.8621596097946167,1.8271803379058837,1.787056529521942,1.7853074252605439,1.8141262221336365,1.8592720782756806,
1990-05-04,,,1.831295371055603,1.8374685764312744,1.7942582964897156,1.7855131924152374,1.815029730796814,1.857202980518341,
1990-05-07,,,1.872449278831482,1.853929877281189,1.8086617708206176,1.7891141295433044,1.8163457083702088,1.8560575342178345,
1990-05-08,,,1.8621596097946167,1.855987286567688,1.8220362782478332,1.791171771287918,1.8162240719795226,1.854604343175888,
1990-05-09,,,1.8415822982788088,1.8539292335510253,1.8312954783439637,1.7932293593883515,1.8163068389892578,1.8528429448604584,
1990-05-10,,,1.8415822982788088,1.8498137712478637,1.8384970545768737,1.7988877475261689,1.817005476951599,1.850876716375351,
1990-05-11,,,1.8930237293243408,1.8621594429016113,1.8498140096664428,1.8071182072162628,1.819348862171173,1.8493224680423737,
1990-05-14,,,1.81071937084198,1.849813461303711,1.85187166929245,1.8086614668369294,1.8204567646980285,1.8469451761245728,
1990-05-15,,,1.8518725633621216,1.8477560520172118,1.85187166929245,1.81174795627594,1.8215665245056152,1.8452866804599761,
1990-05-16,,,1.913599133491516,1.8621594190597535,1.8580443263053894,1.8179207742214203,1.8237054991722106,1.84455273270607,
1990-05-17,,,1.9444646835327148,1.8827358961105347,1.8662748336791992,1.8266656816005706,1.8260511922836304,1.8441274404525756,
1990-05-18,,,1.9753286838531492,1.8991968870162963,1.880678164958954,1.8374682307243346,1.8296300745010377,1.8431914043426514,
1990-05-21,,,1.9444646835327148,1.9259459495544433,1.8878797054290772,1.8482707381248473,1.8332075715065002,1.8419467282295228,
1990-05-22,,,1.9547536373138428,1.9465221643447876,1.8971391081809998,1.8595876932144164,1.8369908475875854,1.8415218818187713,
1990-05-23,,,1.913599133491516,1.9465221643447876,1.9043407917022706,1.867818135023117,1.8389245390892028,1.8407879340648652,
1990-05-24,,,1.8518725633621216,1.928003740310669,1.9053698182106018,1.8719334363937379,1.8402395915985108,1.8399488186836244,
1990-05-25,,,1.8930237293243408,1.9115427494049073,1.9053698182106018,1.8775919139385224,1.841556465625763,1.8398284935951232,
1990-05-28,,,1.8930237293243408,1.9012545585632323,1.913600254058838,1.8827359616756438,1.843078649044037,1.840015435218811,
1990-05-29,,,1.913599133491516,1.8930236577987671,1.9197729110717774,1.8858222901821136,1.844601752758026,1.8407153809070587,
1990-05-30,,,1.9547536373138428,1.9012545585632323,1.92388836145401,1.8909663438796998,1.846947946548462,1.8425043725967407,
1990-05-31,,,1.9547536373138428,1.9218307733535767,1.924917256832123,1.895596045255661,1.849704728126526,1.8439854049682618,
1990-06-01,,,1.9547536373138428,1.934176754951477,1.922859752178192,1.901768958568573,1.8520509219169616,1.8456717419624329,
1990-06-04,,,1.965040683746338,1.9485801458358765,1.9249173521995544,1.9063985288143157,1.8552187275886536,1.8474609494209289,
1990-06-05,,,1.903311371803284,1.94652259349823,1.9197731256484984,1.9084561169147491,1.8571519470214843,1.8487355184555054,
1990-06-06,,,1.8930237293243408,1.9341766119003296,1.917715585231781,1.9110281884670257,1.8566211128234864,1.8498045563697816,
1990-06-07,,,1.8827353715896609,1.9197729587554933,1.920801866054535,1.9130858421325683,1.8560898423194885,1.8508733654022216,
1990-06-08,,,1.872449278831482,1.903312087059021,1.9187444210052491,1.9120571196079255,1.8551475191116333,1.8515313541889191,
1990-06-11,,,1.8930237293243408,1.8889086961746215,1.9187444210052491,1.9161723375320434,1.8552326011657714,1.8524977457523346,
1990-06-12,,,1.965040683746338,1.9012545585632323,1.9238885760307312,1.9218307435512543,1.8553209137916564,1.8540816485881806,
1990-06-13,,,1.9547536373138428,1.913600540161133,1.9238885760307312,1.9238884687423705,1.8562300086021424,1.855973286628723,
1990-06-14,,,1.965040683746338,1.9300616025924682,1.9249172806739807,1.9249172687530518,1.8573448443412781,1.8577624940872193,
1990-06-15,,,1.9547536373138428,1.9465224742889404,1.9249172806739807,1.9238885164260864,1.8598963165283202,1.8597567880153656,
1990-06-18,,,1.9547536373138428,1.9588684558868408,1.9238885760307312,1.9244029641151428,1.8629827785491944,1.8619563794136047,
1990-06-19,,,1.923888921737671,1.9506381034851075,1.92594633102417,1.9228597283363342,1.8650404214859009,1.8637446689605712,
1990-06-20,,,1.934177279472351,1.946522831916809,1.930061686038971,1.923888635635376,1.8677153563499451,1.8643013966083526,
