Date,GRADE,GPS,DG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2009-11-13,,,20.276216506958008,,,,,,
2009-11-16,,,20.60626602172852,,,,,,
2009-11-17,,,20.5527458190918,,,,,,
2009-11-18,,,20.11563873291016,,,,,,
2009-11-19,,,20.401098251342773,20.390393066406254,,,,,
2009-11-20,,,20.704395294189453,20.47602882385254,,,,,
2009-11-23,,,20.87388038635254,20.529551696777347,,,,,
2009-11-24,,,20.96309280395508,20.61162109375,,,,,
2009-11-25,,,21.17718315124512,20.82392997741699,,,,,
2009-11-26,,,21.17718315124512,20.97914695739746,20.684770011901858,,,,
2009-11-27,,,20.6508731842041,20.968442535400392,20.72223567962647,,,,
2009-11-30,,,20.517065048217773,20.897079467773438,20.713315582275392,,,,
2009-12-01,,,20.793603897094727,20.86318168640137,20.737401390075686,,,,
2009-12-02,,,21.052291870117188,20.83820343017578,20.831066703796388,,,,
2009-12-03,,,20.793603897094727,20.761487579345705,20.870317268371586,,,,
2009-12-04,,,21.275300979614254,20.886373138427736,20.927407836914064,,,,
2009-12-07,,,21.079051971435547,20.99877052307129,20.947924995422365,,,,
2009-12-08,,,21.079051971435547,21.055860137939455,20.95952091217041,,,,
2009-12-09,,,21.40911293029785,21.127224349975585,20.982713890075683,,,,
2009-12-10,,,21.141502380371094,21.19680404663086,20.979145812988282,20.83195791244507,,,
2009-12-11,,,20.82036399841309,21.105816650390626,20.99609489440918,20.859165287017824,,,
2009-12-14,,,20.33865547180176,20.95773735046387,20.97825393676758,20.845784759521486,,,
2009-12-15,,,20.24052619934082,20.790032196044926,20.922946166992187,20.830173778533936,,,
2009-12-16,,,20.276216506958008,20.563452911376956,20.84533863067627,20.838202667236327,,,
2009-12-17,,,20.01752281188965,20.338656997680665,20.767730522155762,20.819023895263673,,,
2009-12-18,,,20.13348388671875,20.201280975341795,20.653548812866212,20.790478324890138,,,
2009-12-21,,,20.16024780273437,20.16559944152832,20.561668395996094,20.754796695709228,,,
2009-12-22,,,19.981836318969727,20.1138614654541,20.451946830749513,20.705733871459962,,,
2009-12-23,,,19.990758895874023,20.056769943237306,20.310111427307127,20.646412658691407,,,
2009-12-24,,,19.758827209472656,20.005030822753906,20.171843910217284,20.575494861602785,,,
2009-12-25,,,19.758827209472656,19.930099487304688,20.06569023132324,20.53089256286621,,,
2009-12-28,,,20.17808532714844,19.9336669921875,20.04963321685791,20.513943576812743,,,
2009-12-29,,,20.169166564941406,19.971133041381837,20.04249725341797,20.482721710205077,,,
2009-12-30,,,20.169166564941406,20.006814575195314,20.03179225921631,20.43856544494629,,,
2009-12-31,,,20.008602142333984,20.056769561767577,20.03090019226074,20.399315357208252,,,
2010-01-01,,,20.008602142333984,20.106724548339844,20.018412017822264,20.33598041534424,,,
2010-01-04,,,20.588424682617188,20.188792419433593,20.061229705810547,20.31144905090332,,,
2010-01-05,,,20.74899673461914,20.30475845336914,20.13794574737549,20.2949462890625,,,
2010-01-06,,,21.034454345703125,20.477816009521483,20.2423152923584,20.276213359832763,,,
2010-01-07,,,21.17718315124512,20.711532211303712,20.384150886535643,20.277997398376463,,,
2010-01-08,,,21.29314613342285,20.968441009521484,20.537582778930663,20.301636505126954,,,
2010-01-11,,,21.40911293029785,21.132578659057618,20.660685539245605,20.35515937805176,,,
2010-01-12,,,21.3645076751709,21.25568084716797,20.780219650268556,20.411358451843263,,,
2010-01-13,,,21.67672538757324,21.384135055541993,20.93097553253174,20.481383895874025,,,
2010-01-14,,,21.58751678466797,21.466201782226562,21.088866996765137,20.55988359451294,,,
2010-01-15,,,21.73025131225586,21.553622817993165,21.261031913757325,20.639721965789796,,,
2010-01-18,,,21.73025131225586,21.617850494384765,21.37521457672119,20.71822214126587,,,
2010-01-19,,,21.899738311767575,21.7248966217041,21.490288734436035,20.814117240905762,,,
2010-01-20,,,21.864057540893555,21.762363052368165,21.573249053955077,20.90778217315674,,,
2010-01-21,,,21.391271591186523,21.723114013671875,21.59465789794922,20.98940439224243,20.762913703918457,,
2010-01-22,,,20.82036399841309,21.54113655090332,21.54737968444824,21.042481231689454,20.77379665374756,,
2010-01-25,,,20.82927703857422,21.360941696166993,21.48939609527588,21.075040817260742,20.778256874084473,,
2010-01-26,,,20.989850997924805,21.17896423339844,21.451930427551268,21.116075038909912,20.78699897766113,,
2010-01-27,,,21.007692337036133,21.007691192626954,21.385027122497558,21.158001327514647,20.804840049743653,,
2010-01-28,,,21.26638412475586,20.98271369934082,21.352913856506348,21.22089042663574,20.822145767211914,,
2010-01-29,,,20.95416641235352,21.009474182128905,21.275305366516115,21.268168640136718,20.827141189575194,,
2010-02-01,,,20.84712219238281,21.013043212890626,21.18699245452881,21.281103515625,20.8266060256958,,
2010-02-02,,,21.079051971435547,21.030883407592775,21.104923820495607,21.29760627746582,20.82892520904541,,
2010-02-03,,,21.26638412475586,21.082621765136718,21.045156478881836,21.30920276641846,20.830709228515627,,
2010-02-04,,,20.04428100585937,20.838201141357423,20.910457420349122,21.25255765914917,20.80805118560791,,
2010-02-05,,,19.36631393432617,20.52063064575195,20.76505241394043,21.156216049194335,20.782360000610353,,
2010-02-08,,,19.972919464111328,20.345790100097652,20.67941665649414,21.08440637588501,20.771477088928222,,
2010-02-09,,,20.12456512451172,20.154892730712888,20.59288806915283,21.02240924835205,20.758096313476564,,
2010-02-10,,,19.66961669921875,19.835539245605467,20.459080505371094,20.922053813934326,20.730442810058594,,
2010-02-11,,,19.67854118347168,19.76239128112793,20.300296211242674,20.82660503387451,20.70814155578613,,
2010-02-12,,,20.11563873291016,19.912256240844727,20.21644344329834,20.745874404907227,20.68494831085205,,
2010-02-15,,,20.11563873291016,19.940800094604494,20.143295097351075,20.665143775939942,20.665680046081544,,
2010-02-16,,,20.54382705688477,20.024652481079105,20.089772605895995,20.5973482131958,20.654975547790528,,
2010-02-17,,,20.3029727935791,20.151323699951174,19.99343147277832,20.519293975830077,20.63285274505615,,
2010-02-18,,,20.766834259033203,20.36898231506348,20.065686798095705,20.48807210922241,20.625359382629394,,
2010-02-19,,,21.034454345703125,20.55274543762207,20.2325008392334,20.498776626586913,20.629641189575196,,
2010-02-22,,,20.73115539550781,20.675848770141602,20.30832443237305,20.493870544433594,20.637491188049317,,
2010-02-23,,,21.08797836303711,20.78467903137207,20.404665756225587,20.49877691268921,20.654440231323242,,
2010-02-24,,,21.55183982849121,21.034452438354492,20.59288806915283,20.525984287261963,20.679952697753905,,
2010-02-25,,,21.230695724487305,21.127224731445313,20.748103523254393,20.524199867248534,20.70421615600586,,
2010-02-26,,,21.310991287231445,21.182532119750977,20.867638778686523,20.542041110992432,20.727766304016114,,
2010-03-01,,,21.48939323425293,21.3341796875,21.0050142288208,20.574154663085938,20.754349212646485,,
2010-03-02,,,21.444795608520508,21.40554313659668,21.095111083984374,20.592441844940186,20.7836083984375,,
2010-03-03,,,21.400192260742188,21.375213623046875,21.204833030700684,20.5991322517395,20.811797065734865,,
2010-03-04,,,21.58751678466797,21.44657783508301,21.28690128326416,20.67629404067993,20.84837085723877,,
2010-03-05,,,21.872976303100582,21.558974838256837,21.370753479003906,20.801627159118652,20.890653839111327,,
2010-03-08,,,22.006778717041016,21.662451934814452,21.498315811157227,20.903320121765137,20.92722770690918,,
