Date,GRADE,GPS,ISRG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-09-11,,,3.152777910232544,3.1,3.1416665077209474,3.0937498927116396,3.2380555200576784,,
2000-09-12,,,3.319443941116333,3.1444443702697753,3.154166507720947,3.119444286823273,3.2616666173934936,,
2000-09-13,,,3.125,3.158333158493042,3.133333206176758,3.1236109375953673,3.2797221755981445,,
2000-09-14,,,3.2361109256744385,3.188888740539551,3.134722089767456,3.1243053793907167,3.3011110544204714,,
2000-09-15,,,3.0,3.166666555404663,3.1263887882232666,3.1187498331069947,3.3155554962158202,,
2000-09-18,,,2.888889074325561,3.1138887882232664,3.1069443941116335,3.1124998331069946,3.3174999380111694,,
2000-09-19,,,2.8333330154418945,3.016666603088379,3.080555486679077,3.1069442868232726,3.3174999380111694,,
2000-09-20,,,2.5833330154418945,2.9083332061767577,3.0333331823349,3.0909720420837403,3.3024999380111693,,
2000-09-21,,,2.444443941116333,2.7499998092651365,2.9694442749023438,3.070138692855835,3.276944375038147,,
2000-09-22,,,2.652777910232544,2.6805553913116453,2.923610973358154,3.0347220420837404,3.2611110544204713,,
2000-09-25,,,2.638889074325561,2.6305553913116455,2.8722220897674555,3.0069442987442017,3.244444394111633,,
2000-09-26,,,2.638889074325561,2.591666603088379,2.8041666030883787,2.979166555404663,3.2327777338027954,,
2000-09-27,,,2.5833330154418945,2.591666603088379,2.749999904632568,2.9416665554046633,3.2222221755981444,,
2000-09-28,,,2.6111109256744385,2.625,2.687499904632568,2.911110997200012,3.2038888359069824,,
2000-09-29,,,2.6111109256744385,2.6166666030883787,2.648610997200012,2.8874998927116393,3.1799999332427977,,
2000-10-02,,,2.625,2.6138887882232664,2.622222089767456,2.8645832419395445,3.1580554914474486,,
2000-10-03,,,2.5833330154418945,2.6027775764465333,2.597222089767456,2.8388887882232665,3.1380554914474486,,
2000-10-04,,,2.555556058883667,2.597222185134888,2.5944443941116333,2.8138887882232666,3.1119443941116334,,
2000-10-05,,,2.4583330154418945,2.566666603088379,2.5958333015441895,2.7826387882232666,3.084999933242798,,
2000-10-06,,,2.305556058883667,2.5055556297302246,2.5611111164093017,2.742361044883728,3.0588888359069824,,
2000-10-09,,,2.25,2.4305556297302244,2.5222222089767454,2.697222149372101,3.0199999523162844,,
2000-10-10,,,2.097222089767456,2.333333444595337,2.468055510520935,2.636111056804657,2.9844443941116334,,
2000-10-11,,,2.166666984558105,2.255555629730224,2.426388907432556,2.5881944060325623,2.9519443941116332,,
2000-10-12,,,2.166666984558105,2.197222423553467,2.381944513320923,2.5347222089767456,2.9172221755981447,,
2000-10-13,,,2.1111109256744385,2.158333396911621,2.3319445133209227,2.4902777552604674,2.8836110544204714,,
2000-10-16,,,2.277777910232544,2.1638889789581297,2.297222304344177,2.4597221970558167,2.8580554914474487,,
2000-10-17,,,2.3333330154418945,2.2111111640930177,2.272222304344177,2.434722197055817,2.834722151756287,,
2000-10-18,,,2.1111109256744385,2.199999952316284,2.2277777910232546,2.411111092567444,2.811666588783264,,
2000-10-19,,,2.1111109256744385,2.188888740539551,2.193055582046509,2.394444441795349,2.7883332490921022,,
2000-10-20,,,2.222222089767456,2.211110973358154,2.1847221851348877,2.372916650772095,2.7705554723739625,,
2000-10-23,,,2.25,2.2055553913116457,2.1847221851348877,2.3534721970558166,2.7533332538604736,,
2000-10-24,,,2.3333330154418945,2.2055553913116457,2.2083332777023315,2.338194394111633,2.7438887929916382,,
2000-10-25,,,2.5833330154418945,2.299999809265137,2.2499998807907104,2.338194394111633,2.734722113609314,,
2000-10-26,,,2.75,2.427777624130249,2.3083331823349,2.3451388478279114,2.7252776718139646,,
2000-10-27,,,3.041666984558105,2.591666603088379,2.4013887882232665,2.3666666507720944,2.723888792991638,,
2000-10-30,,,3.277777910232544,2.7972221851348875,2.5013887882232666,2.3993055462837214,2.729166569709778,,
2000-10-31,,,3.027777910232544,2.9361111640930178,2.5708332777023317,2.421527791023254,2.730833249092102,,
2000-11-01,,,2.8333330154418945,2.9861111640930176,2.643055486679077,2.4354166388511653,2.729444351196289,,
2000-11-02,,,2.777777910232544,2.9916667461395265,2.7097221851348876,2.451388883590698,2.7277776908874514,2.8608332872390747,
2000-11-03,,,3.027777910232544,2.9888889312744142,2.7902777671813963,2.4874999761581416,2.7211110305786135,2.8708332872390745,
2000-11-06,,,2.888889074325561,2.9111111640930174,2.8541666746139525,2.5194444298744196,2.714999933242798,2.8797221779823303,
2000-11-07,,,2.888889074325561,2.883333396911621,2.9097222805023195,2.5590277791023253,2.7088888359069823,2.887777738571167,
2000-11-08,,,2.805556058883667,2.8777780055999753,2.9319445848464967,2.5909722328186033,2.698333296775818,2.89138885974884,
2000-11-09,,,3.1111109256744385,2.9444446086883542,2.9680556774139406,2.63819442987442,2.6961110734939577,2.9005555295944214,
2000-11-10,,,3.0833330154418945,2.9555556297302243,2.9722222805023195,2.686805534362793,2.6961110734939577,2.9083332991600037,
2000-11-13,,,2.944443941116333,2.966666603088379,2.9388888835906983,2.7201388359069822,2.693333292007446,2.9155555176734924,
2000-11-14,,,2.9861109256744385,2.986110973358154,2.9347221851348877,2.7527777314186097,2.691111068725586,2.9243055176734924,
2000-11-15,,,2.944443941116333,3.0138885498046877,2.9458332777023317,2.7944443821907043,2.6888888263702393,2.9323610663414,
2000-11-16,,,3.027777910232544,2.9972219467163086,2.9708332777023316,2.8402777314186096,2.687777724266052,2.942638845443726,
2000-11-17,,,3.0,2.9805553436279295,2.968055486679077,2.8791666269302367,2.6855555057525633,2.951666624546051,
2000-11-20,,,2.847222089767456,2.961110973358154,2.9638887882232665,2.9090277314186097,2.679444389343262,2.95874995470047,
2000-11-21,,,2.944443941116333,2.9527775764465334,2.9694442749023438,2.9395832777023316,2.6719443893432615,2.9668055033683776,
2000-11-22,,,2.527777910232544,2.8694443702697754,2.9416664600372315,2.936805522441864,2.6599999475479126,2.9698610615730288,
2000-11-23,,,2.527777910232544,2.7694443702697753,2.883333158493042,2.9256944179534914,2.645833287239075,2.973472170829773,
2000-11-24,,,2.277777910232544,2.6249999523162844,2.802777647972107,2.8874999642372132,2.6313888454437255,2.973472170829773,
2000-11-27,,,2.652777910232544,2.5861111164093016,2.773611044883728,2.8562499642372132,2.6266666221618653,2.972083280086517,
2000-11-28,,,2.388889074325561,2.4750001430511475,2.7138888597488404,2.824305522441864,2.6177777433395386,2.967638840675354,
2000-11-29,,,2.3333330154418945,2.4361111640930178,2.6527777671813966,2.799305522441864,2.6127777433395387,2.957638840675354,
2000-11-30,,,2.6111109256744385,2.4527777671813964,2.611111068725586,2.7909721732139587,2.6161110830307006,2.9465277290344236,
2000-12-01,,,2.6111109256744385,2.5194443702697753,2.5722221612930296,2.7701388239860534,2.6152777433395387,2.9381943988800048,
2000-12-04,,,2.3611109256744385,2.461110973358154,2.523611044883728,2.7437499165534973,2.609722180366516,2.927083287239075,
2000-12-05,,,2.347222089767456,2.4527775764465334,2.4638888597488404,2.716666567325592,2.603888840675354,2.918333287239075,
2000-12-06,,,2.0,2.3861109733581545,2.411111068725586,2.6763887643814086,2.592222180366516,2.90722217798233,
2000-12-07,,,2.027777910232544,2.2694443702697753,2.361111068725586,2.622222113609314,2.580555520057678,2.8922221779823305,
2000-12-08,,,2.125,2.1722221851348875,2.3458332777023316,2.574305462837219,2.5708333015441895,2.8754166173934936,
2000-12-11,,,1.861111044883728,2.0722222089767457,2.26666659116745,2.520138818025589,2.555555522441864,2.8568055069446565,
2000-12-12,,,1.9027780294418333,1.9833333969116211,2.2180554866790767,2.4659721732139586,2.541944422721863,2.8399999570846557,
2000-12-13,,,1.680556058883667,1.9194446086883545,2.1527777910232544,2.4027777791023253,2.5244444227218628,2.818194408416748,
2000-12-14,,,1.680556058883667,1.8500002384185792,2.0597223043441772,2.3354166865348818,2.508888883590698,2.796944408416748,
2000-12-15,,,1.5833330154418943,1.741666841506958,1.956944513320923,2.264583337306976,2.494444422721863,2.7766666293144224,
2000-12-18,,,1.569443941116333,1.683333420753479,1.8777778148651123,2.20069442987442,2.4808333015441892,2.750416626930237,
2000-12-19,,,1.3333330154418943,1.569444417953491,1.776388907432556,2.1201388835906982,2.4655555200576784,2.724999957084656,
2000-12-20,,,1.305556058883667,1.494444417953491,1.706944513320923,2.0590277910232544,2.4483333015441895,2.7001388478279114,
2000-12-21,,,1.3472219705581665,1.4277776002883908,1.638888919353485,1.9999999940395354,2.431944401264191,2.6745832884311675,
2000-12-22,,,1.4166669845581057,1.3944443941116333,1.5680556178092957,1.9569444477558136,2.418055522441864,2.6508332884311674,
2000-12-25,,,1.4166669845581057,1.363889002799988,1.5236112117767333,1.8951389014720916,2.4008333039283754,2.629444397687912,
2000-12-26,,,1.388888955116272,1.3750001907348635,1.4722223043441773,1.8451388955116272,2.3819444227218627,2.6083332872390748,
2000-12-27,,,1.444443941116333,1.4027777671813966,1.4486110925674438,1.8006944417953492,2.3686110830307006,2.5901388359069824,
2000-12-28,,,1.638888955116272,1.4611111640930177,1.4444443821907043,1.7520833432674408,2.3591666436195373,2.5737499463558198,
2000-12-29,,,1.888888955116272,1.555555558204651,1.474999976158142,1.7159722447395325,2.3524999809265137,2.561527726650238,
2001-01-01,,,1.888888955116272,1.6499999523162843,1.506944477558136,1.6923611462116241,2.3452777600288393,2.5493055069446564,
2001-01-02,,,1.8125,1.7347221612930297,1.5548611760139466,1.6656250417232514,2.334861099720001,2.5393749463558195,
2001-01-03,,,1.944443941116333,1.8347221612930298,1.6187499642372132,1.662847238779068,2.32208331823349,2.528402715921402,
2001-01-04,,,1.763888955116272,1.8597221612930297,1.6604166626930237,1.6496527910232544,2.3023610973358153,2.51381938457489,
2001-01-05,,,1.7222219705581665,1.8263887643814087,1.6909721612930297,1.6295138895511627,2.2759721970558164,2.4999304950237273,
2001-01-08,,,1.6666669845581057,1.7819443702697755,1.7159721612930299,1.6197916865348816,2.243749978542328,2.486458274126053,
2001-01-09,,,1.736111044883728,1.766666579246521,1.7506943702697755,1.6114583373069764,2.2179166412353517,2.474374945163727,
2001-01-10,,,1.5,1.6777777910232543,1.756249976158142,1.602430534362793,2.191249980926514,2.4603471660614016,
2001-01-11,,,1.805556058883667,1.6861112117767334,1.7729166865348815,1.608680534362793,2.171805543899536,2.4497916173934935,
2001-01-12,,,1.638888955116272,1.6694446086883545,1.7479166865348816,1.6114583313465118,2.144027764797211,2.432569397687912,
2001-01-15,,,1.638888955116272,1.6638890027999877,1.7229166865348815,1.6149305820465087,2.1190277624130247,2.4170138478279113,
2001-01-16,,,1.7777780294418335,1.6722223997116088,1.719444489479065,1.6371528327465057,2.09680554151535,2.402847188711166,
2001-01-17,,,1.75,1.7222223997116088,1.7000000953674317,1.6593750298023224,2.075694420337677,2.3870138585567475,
2001-01-18,,,1.7777780294418335,1.7166667938232423,1.7013890027999878,1.6809028327465056,2.049027762413025,2.3725694179534913,
2001-01-19,,,1.7916669845581057,1.747222399711609,1.7083335041999816,1.6996528327465057,2.023194441795349,2.3596527576446533,
2001-01-22,,,1.611111044883728,1.7416668176651,1.702777910232544,1.7093750357627868,1.996527783870697,2.3449305379390717,
2001-01-23,,,1.75,1.7361112117767334,1.7041668057441712,1.7274305880069734,1.9718055653572082,2.331458317041397,
2001-01-24,,,1.7916669845581057,1.7444446086883545,1.7333335041999818,1.7447917401790618,1.9487500262260438,2.3188194262981416,
2001-01-25,,,1.7777780294418335,1.7444446086883545,1.7305557012557984,1.75173619389534,1.9237500286102296,2.305763876438141,
2001-01-26,,,1.763888955116272,1.7388890027999877,1.7430557012557983,1.7454861938953399,1.8990278077125549,2.292291656732559,
2001-01-29,,,1.7777780294418335,1.7722223997116089,1.7569446086883544,1.739930647611618,1.8776389265060425,2.2785416579246522,
2001-01-30,,,1.736111044883728,1.7694446086883544,1.752777910232544,1.7361111998558045,1.8534722685813905,2.262708328962326,
2001-01-31,,,1.861111044883728,1.783333420753479,1.7638890147209167,1.731944555044174,1.840138931274414,2.2500694394111633,
2001-02-01,,,1.913193941116333,1.8104166030883788,1.7774306058883667,1.7394098043441772,1.8278472518920899,2.2368402695655822,
2001-02-02,,,1.861111044883728,1.8298610210418702,1.784375011920929,1.7463542580604554,1.8195139145851136,2.2254513800144196,
2001-02-05,,,1.861111044883728,1.846527624130249,1.8093750119209289,1.7560764610767365,1.8036805772781372,2.2151735997200013,
2001-02-06,,,1.9166669845581052,1.8826388120651245,1.8260417103767395,1.7651042580604552,1.794236135482788,2.2060069394111634,
2001-02-07,,,1.875,1.885416603088379,1.834375011920929,1.7838542580604553,1.7850694751739502,2.1989236092567443,
2001-02-08,,,2.013889074325561,1.9055556297302245,1.8579861164093017,1.7942709088325501,1.7731250381469728,2.194618060588837,
2001-02-09,,,1.638888955116272,1.8611112117767334,1.8454861164093017,1.7942709088325501,1.7536805987358093,2.184479171037674,
2001-02-12,,,1.638888955116272,1.8166667938232421,1.8315972089767456,1.7942709088325501,1.739236159324646,2.174479169845581,
2001-02-13,,,1.579861044883728,1.7493056058883667,1.8159722089767456,1.7843750596046448,1.7238889384269713,2.1638888895511625,
2001-02-14,,,1.7777780294418335,1.7298612117767334,1.807638907432556,1.7857639610767364,1.7194444990158082,2.155833339691162,
2001-02-15,,,1.805556058883667,1.6881946086883546,1.7968751192092896,1.7871528625488282,1.7150000619888306,2.1477777910232545,
2001-02-16,,,1.7777780294418335,1.7159724235534668,1.7885418176651,1.7864584147930145,1.7080556225776673,2.1394444620609283,
2001-02-19,,,1.7777780294418335,1.743750238418579,1.7802085161209107,1.7947917640209199,1.7063889622688293,2.1309722423553468,
2001-02-20,,,1.888888955116272,1.805555820465088,1.7774307131767273,1.8017362117767335,1.7061111807823182,2.1240278017520904,
2001-02-21,,,1.930556058883667,1.8361114263534546,1.782986319065094,1.8086806654930114,1.711111180782318,2.1177778017520903,
2001-02-22,,,1.9166669845581052,1.8583336114883422,1.7732641100883484,1.815625113248825,1.7158333992958068,2.1123611414432526,
2001-02-23,,,1.7777780294418335,1.8583336114883422,1.7871530175209045,1.816319566965103,1.7197222995758057,2.107083361148834,
2001-02-26,,,1.7777780294418335,1.8583336114883422,1.8010419249534606,1.816319566965103,1.7238889813423157,2.1023611414432524,
2001-02-27,,,1.6666669845581057,1.813889217376709,1.8097225189208985,1.812847363948822,1.73055566072464,2.098055590391159,
2001-02-28,,,1.611111044883728,1.7500002145767213,1.793055820465088,1.800347363948822,1.736666760444641,2.0925000309944153,
2001-03-01,,,1.611111044883728,1.6888890266418457,1.773611319065094,1.7852432191371919,1.7419445419311523,2.0869444715976715,
2001-03-02,,,1.638888955116272,1.6611112117767335,1.7597224116325378,1.774132114648819,1.7463889813423157,2.0822222518920896,
2001-03-05,,,1.7777780294418335,1.6611112117767335,1.7597224116325378,1.7699654638767242,1.7536112022399903,2.077222253084183,
2001-03-06,,,1.7222219705581665,1.6722222089767456,1.7430557131767273,1.7602432131767274,1.7602778625488282,2.0711111426353455,
2001-03-07,,,1.75,1.7,1.7250001072883605,1.7539932131767273,1.7663889837265014,2.067500033378601,
2001-03-08,,,1.7222219705581665,1.7222221851348878,1.7055556058883667,1.7394098579883575,1.7680556440353394,2.0636111438274383,
2001-03-09,,,1.7291669845581057,1.7402777910232543,1.700694501399994,1.7439237594604493,1.764861204624176,2.0586805927753447,
2001-03-12,,,1.5416669845581057,1.6930555820465087,1.677083396911621,1.7390626609325408,1.7579167652130128,2.051597262620926,
2001-03-13,,,1.5,1.6486111879348755,1.6604166984558106,1.7350696086883546,1.7516667652130127,2.043263932466507,
2001-03-14,,,1.555556058883667,1.6097223997116088,1.6548611998558045,1.7239585101604462,1.7438890075683593,2.0329861629009245,
2001-03-15,,,1.6666669845581057,1.598611402511597,1.6604167938232421,1.717014056444168,1.7419445681571961,2.0221528327465057,
2001-03-16,,,1.6666669845581057,1.5861114025115968,1.6631945967674255,1.7114585041999817,1.7408334684371949,2.0084028327465058,
2001-03-19,,,1.638888955116272,1.60555579662323,1.6493056893348694,1.7045140504837035,1.7402779078483581,1.992013943195343,
2001-03-20,,,1.555556058883667,1.6166670083999635,1.6326390981674195,1.6878474056720734,1.736666808128357,1.9772917246818542,
2001-03-21,,,1.430556058883667,1.5916670083999633,1.6006947040557862,1.6628474056720735,1.7352779293060303,1.963263955116272,
2001-03-22,,,1.263888955116272,1.5111114025115966,1.5548614025115968,1.6302085041999816,1.7244445872306824,1.9481250655651092,2.404479176402092
2001-03-23,,,1.3125,1.4402780055999755,1.513194704055786,1.60694460272789,1.717916808128357,1.9309722864627838,2.400902786850929
2001-03-26,,,1.3333330154418943,1.3791668176651002,1.492361307144165,1.5847223520278932,1.7118056893348694,1.9154167258739472,2.3975694519281388
2001-03-27,,,1.319443941116333,1.3319443941116333,1.4743057012557983,1.5673611998558044,1.7026390075683593,1.899722274541855,2.3937500065565107
2001-03-28,,,1.194443941116333,1.2847219705581665,1.438194489479065,1.5465278446674346,1.691527886390686,1.8836111533641815,2.387500006556511
2001-03-29,52.123853945964704,B,1.111111044883728,1.2541663885116576,1.382638895511627,1.5215278446674347,1.6781945466995238,1.8636111545562744,2.3820833420753478
2001-03-30,52.107537519782205,B,1.0833330154418943,1.2083329916000367,1.324305498600006,1.4937500476837158,1.6640278673171998,1.8436111545562743,2.375972226858139
2001-04-02,52.05925395173822,B,0.9027780294418336,1.1222219944000245,1.2506944060325622,1.4500000476837158,1.6498612070083618,1.8231944954395294,2.369375006556511
2001-04-03,52.01668704853751,B,0.9444440007209778,1.0472220063209534,1.1895832002162934,1.4111111491918564,1.6337500870227815,1.8027778261899947,2.3635416719317437
2001-04-04,52.00158686642751,B,0.9930559992790222,1.0069444179534912,1.1458331942558289,1.3732639491558074,1.6177778673171996,1.7832639467716218,2.357812506556511
2001-04-05,52.006019764073834,B,1.0,0.9847222089767456,1.1194442987442017,1.3371528506278991,1.602222306728363,1.7629861676692962,2.352812506556511
2001-04-06,52.01315576546701,B,0.9722219705581664,0.9625,1.0854164958000183,1.2993055999279022,1.586388967037201,1.7427083873748779,2.3471875059604645
2001-04-09,52.039015508001334,B,0.8666669726371765,0.9552777886390686,1.0387498915195466,1.2655555993318557,1.5681667459011077,1.7229028362035752,2.3408263954520225
2001-04-10,52.047690558671,B,0.800000011920929,0.9263889908790588,0.9868054986000061,1.2305555999279023,1.5494445252418518,1.701458396911621,2.3341319501399993
2001-04-11,52.03782878219557,B,0.7444440126419067,0.8766665935516358,0.9418055057525635,1.1899999976158142,1.5271111845970153,1.6836250579357148,2.3267430597543717
2001-04-12,52.02756211055179,B,0.8244439959526062,0.841555392742157,0.9131388008594513,1.1478888481855392,1.5053361856937408,1.6665917187929153,2.320031944811344
2001-04-13,52.0265435297766,B,0.8244439959526062,0.8119997978210449,0.8872498989105224,1.1057776987552643,1.4846028447151185,1.652058379650116,2.3127652752399444
2001-04-16,52.038264716913666,B,0.8999999761581421,0.818666398525238,0.8869720935821533,1.0688332498073578,1.4653806233406066,1.634530600309372,2.3033069401979445
2001-04-17,52.07604831419235,B,0.98888897895813,0.8564441919326782,0.8914165914058685,1.040499895811081,1.4468250632286073,1.6205305993556975,2.2940847200155257
2001-04-18,52.13285826706849,B,1.100000023841858,0.9275553941726684,0.9021109938621521,1.0239720940589905,1.4313250637054444,1.6081972694396973,2.2829180550575257
2001-04-19,52.17406659821504,C,1.1288889646530151,0.9884443879127502,0.9149998903274537,1.0172220945358277,1.4136250615119934,1.593375049829483,2.2699513894319536
2001-04-20,52.22411789767242,C,1.1666669845581057,1.0568889856338501,0.9344443917274475,1.0099304437637329,1.4041806221008302,1.5789306104183196,2.2585625046491624
2001-04-23,52.2844177086023,C,1.3111109733581543,1.1391111850738525,0.9788887917995452,1.008819341659546,1.3976250624656676,1.568430610895157,2.247756949067116
2001-04-24,52.359876776461476,C,1.5399999618530271,1.249333381652832,1.0528887867927552,1.0198471426963807,1.3968278408050536,1.5603583896160125,2.2393458384275435
2001-04-25,52.401147981925334,C,1.3777780532836914,1.3048889875411986,1.1162221908569336,1.0290138483047486,1.3888278412818909,1.5541361701488494,2.23067917406559
2001-04-26,52.4534210273733,C,1.4688889980316162,1.372888994216919,1.1806666910648347,1.046902745962143,1.38209450006485,1.5485472810268401,2.2203847295045853
2001-04-27,52.484594132069894,C,1.444443941116333,1.4284443855285645,1.2426666855812072,1.064958292245865,1.37542781829834,1.5417417204380035,2.208579168915749
2001-04-30,52.49694394983877,C,1.4666670560836792,1.4595556020736695,1.299333393573761,1.093152743577957,1.3692055988311767,1.537797280550003,2.19730139374733
2001-05-01,52.44631529140523,C,1.3333330154418943,1.4182222127914428,1.3337777972221374,1.112597194314003,1.3580944800376893,1.5321028304100037,2.18605139374733
2001-05-02,52.40272208261616,C,1.2222219705581665,1.387110996246338,1.3459999918937684,1.1240554928779602,1.3439277982711793,1.5275194895267488,2.172856948971748
2001-05-03,52.36275689395342,C,1.3222219944000244,1.3577775955200195,1.3653332948684693,1.1401665925979614,1.3320388984680176,1.5239361488819123,2.16044027864933
2001-05-04,52.33534233431798,C,1.3177779912948608,1.3324444055557252,1.3804443955421448,1.1574443936347962,1.3228388977050782,1.5212805986404419,2.1489736139774323
2001-05-07,52.31240466847862,C,1.4333330392837524,1.3257776021957397,1.3926666021347045,1.185777696967125,1.3159499979019165,1.519919489622116,2.1351680582761765
2001-05-08,52.32121506152372,C,1.3777780532836914,1.3346666097640991,1.376444411277771,1.214666599035263,1.3101722192764282,1.520363940000534,2.1226819485425947
2001-05-09,52.32494704852695,C,1.1444439888000488,1.3191110134124755,1.3531110048294068,1.2346665978431701,1.3008388781547546,1.518752819299698,2.1094458335638047
2001-05-10,52.32475548276506,B,1.2599999904632568,1.306666612625122,1.3322221040725708,1.2564443975687027,1.2938166570663452,1.5178805994987488,2.096231943964958
2001-05-11,52.330590310439696,B,1.342221975326538,1.3115554094314574,1.3219999074935913,1.2823332965373992,1.2878833174705506,1.517136149406433,2.0839847189188005
2001-05-14,52.322754899735465,B,1.3444440364837646,1.2937776088714599,1.3097776055336,1.3045554995536803,1.2792166376113892,1.5164139199256896,2.072929158806801
2001-05-15,52.32217336584666,B,1.3555560111999512,1.289333200454712,1.3119999051094056,1.3228888511657715,1.2718833184242249,1.5160805904865264,2.0622069388628006
2001-05-16,52.3548552575782,C,1.386667013168335,1.337777805328369,1.3284444093704224,1.3372222006320953,1.2646166586875915,1.5155028212070465,2.0528208285570146
