Date,GRADE,GPS,SYK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.325700432062149,,,,,,
1983-11-22,,,0.3201804161071777,,,,,,
1983-11-23,,,0.325700432062149,,,,,,
1983-11-24,,,0.325700432062149,,,,,,
1983-11-25,,,0.3174203634262085,0.32294041514396665,,,,,
1983-11-28,,,0.3063795864582062,0.3190762460231781,,,,,
1983-11-29,,,0.3022388219833374,0.31548792719841,,,,,
1983-11-30,,,0.3118995130062103,0.3127277433872223,,,,,
1983-12-01,,,0.3118995130062103,0.30996755957603456,,,,,
1983-12-02,,,0.295338898897171,0.30555126667022703,0.31424584090709684,,,,
1983-12-05,,,0.3008587956428528,0.3044471085071564,0.31176167726516724,,,,
1983-12-06,,,0.295338898897171,0.3030671238899231,0.30927752554416654,,,,
1983-12-07,,,0.295338898897171,0.29975500106811526,0.3062413722276688,,,,
1983-12-08,,,0.295338898897171,0.2964428782463074,0.30320521891117097,,,,
1983-12-09,,,0.295338898897171,0.2964428782463074,0.30099707245826723,,,,
1983-12-12,,,0.3036189675331116,0.2969949126243591,0.30072101056575773,,,,
1983-12-13,,,0.3174203634262085,0.30141120553016665,0.30223916471004486,,,,
1983-12-14,,,0.3091395795345306,0.30417134165763854,0.30196317136287687,,,,
1983-12-15,,,0.2980988919734955,0.30472334027290343,0.3005831092596054,,,,
1983-12-16,,,0.2980988919734955,0.3052753388881683,0.30085910856723785,0.30755247473716735,,,
1983-12-19,,,0.295338898897171,0.3036193251609802,0.3003071188926697,0.30603439807891847,,,
1983-12-20,,,0.2898179292678833,0.29809883832931516,0.2997550219297409,0.3045162737369537,,,
1983-12-21,,,0.2898179292678833,0.29423450827598574,0.2992029249668121,0.30272214859724045,,,
1983-12-22,,,0.2925788164138794,0.2931304931640625,0.298926916718483,0.301066067814827,,,
1983-12-23,,,0.2925788164138794,0.29202647805213927,0.2986509084701538,0.2998239904642105,,,
1983-12-26,,,0.2925788164138794,0.29147446155548096,0.2975468933582306,0.29913395196199416,,,
1983-12-27,,,0.3008587956428528,0.29368263483047485,0.295890736579895,0.29906495064496996,,,
1983-12-28,,,0.3008587956428528,0.29589080810546875,0.29506265819072724,0.2985129147768021,,,
1983-12-29,,,0.295338898897171,0.29644282460212706,0.2947866588830948,0.2976848840713501,,,
1983-12-30,,,0.3063795864582062,0.29920297861099243,0.2956147283315659,0.29823691844940187,,,
1984-01-02,,,0.3063795864582062,0.3019631326198578,0.29671879708766935,0.2985129579901695,,,
1984-01-03,,,0.3036189675331116,0.30251516699790953,0.2980989009141922,0.29892696142196656,,,
1984-01-04,,,0.3063795864582062,0.3036193251609802,0.2997550666332245,0.2994789958000183,,,
1984-01-05,,,0.3063795864582062,0.3058274626731873,0.30113514363765714,0.3000310301780701,,,
1984-01-06,,,0.3229403495788574,0.3091396152973175,0.30417129695415496,0.3014111027121544,,,
1984-01-09,,,0.3284602761268616,0.31355575323104856,0.3077594429254532,0.3026531681418419,,,
1984-01-10,,,0.325700432062149,0.3179720461368561,0.3102436065673828,0.30306717157363894,,,
1984-01-11,,,0.325700432062149,0.3218362152576446,0.3127277702093124,0.30389521420001986,,,
1984-01-12,,,0.3339810967445373,0.32735651731491083,0.3165919899940491,0.30568932443857194,,,
1984-01-13,,,0.3201804161071777,0.3268045306205749,0.31797207295894625,0.306793400645256,,,
1984-01-16,,,0.3146596848964691,0.32404441237449644,0.3188000828027725,0.3077594399452209,,,
1984-01-17,,,0.3118995130062103,0.32128422856330874,0.3196281373500824,0.3088635191321373,,,
1984-01-18,,,0.3146596848964691,0.3190760791301727,0.3204561471939087,0.31010560691356653,,,
1984-01-19,,,0.3063795864582062,0.3135557770729065,0.3204561471939087,0.31079564541578286,,,
1984-01-20,,,0.2980988919734955,0.30913947224617006,0.3179720014333725,0.3110716491937637,,,
1984-01-23,,,0.2980988919734955,0.30582731366157534,0.3149358630180359,0.3113476529717445,,,
1984-01-24,,,0.2925788164138794,0.30196317434310915,0.31162370145320895,0.3109336540102958,,,
1984-01-25,,,0.2925788164138794,0.2975470006465912,0.30831153988838195,0.31051965504884715,,,
1984-01-26,,,0.2787773311138153,0.292026549577713,0.30279116332530975,0.3096915766596794,,,
1984-01-27,,,0.2815378904342651,0.28871434926986694,0.29892691075801847,0.3084494918584823,0.3055237323045731,,
1984-01-30,,,0.2787773311138153,0.2848500370979309,0.2953386753797531,0.30706937909126275,0.3045852702856064,,
1984-01-31,,,0.2815378904342651,0.282641851902008,0.2923025131225586,0.3059653252363205,0.3038124197721481,,
1984-02-01,,,0.2718772292137146,0.27850153446197506,0.2880242675542831,0.30424020737409585,0.3027359557151794,,
1984-02-02,,,0.2815378904342651,0.279053646326065,0.28554009795188906,0.3029981225728988,0.3018527048826218,,
1984-02-03,,,0.2870579063892364,0.28015764951705935,0.2844359993934631,0.30120400041341777,0.30124545574188233,,
1984-02-06,,,0.2856780886650085,0.281537801027298,0.2831939190626144,0.29906489104032513,0.30083142578601835,,
1984-02-07,,,0.2815378904342651,0.2815378010272979,0.28208982646465297,0.2968567639589309,0.30041740715503695,,
1984-02-08,,,0.2898179292678833,0.28512594103813166,0.28181373775005336,0.2950626388192176,0.2999757754802704,,
1984-02-09,,,0.2898179292678833,0.2867819488048553,0.28291779756546015,0.292854480445385,0.29953414380550386,,
1984-02-10,,,0.2870579063892364,0.2867819488048553,0.28346979916095727,0.2911983549594879,0.29936852395534513,,
1984-02-13,,,0.276017278432846,0.2848497867584229,0.28319379389286037,0.28926623463630674,0.29887169361114496,,
1984-02-14,,,0.2815378904342651,0.2848497867584229,0.28319379389286037,0.2877481535077095,0.29859567344188687,,
1984-02-15,,,0.2815378904342651,0.2831937789916992,0.28415986001491544,0.2860920637845993,0.29831965327262877,,
1984-02-16,,,0.2732571065425873,0.27988161444663995,0.2833317816257477,0.28443593978881837,0.2978780174255371,,
1984-02-17,,,0.2704971432685852,0.27656946182250974,0.2816757053136826,0.28305585235357283,0.29738118231296534,,
1984-02-20,,,0.2704971432685852,0.27546543478965757,0.2801576107740402,0.28167576491832735,0.2967187458276748,,
1984-02-21,,,0.276017278432846,0.2743613123893738,0.2796055495738983,0.2808476880192757,0.29589068412780756,,
1984-02-22,,,0.2704971432685852,0.2721531629562378,0.2776734709739685,0.27974360436201096,0.29511783540248865,,
1984-02-23,,,0.2622165977954864,0.2699450612068176,0.2749133378267288,0.2789155676960945,0.2944001895189285,,
1984-02-24,,,0.2649765014648437,0.26884093284606936,0.2727051973342895,0.27808749824762347,0.29373774170875544,,
1984-02-27,,,0.2677372992038727,0.26828896403312685,0.27187719941139216,0.2775354966521263,0.2931857097148895,,
1984-02-28,,,0.2746372818946838,0.26801296472549435,0.27118713855743404,0.27719046622514726,0.2928820967674255,,
1984-02-29,,,0.2925788164138794,0.2724292993545532,0.27229123115539544,0.2782255455851555,0.29293731451034544,,
1984-03-01,,,0.2980988919734955,0.279605758190155,0.2747754096984863,0.279053595662117,0.29304771602153773,,
1984-03-02,,,0.2980988919734955,0.2862302362918854,0.2775355845689773,0.27960564494132994,0.2931581175327301,,
1984-03-05,,,0.295338898897171,0.291750556230545,0.2800197601318359,0.2800886854529381,0.2932133191823959,,
1984-03-06,,,0.2870579063892364,0.29423468112945556,0.28112382292747495,0.28036468625068667,0.29293730139732355,,
1984-03-07,,,0.2787773311138153,0.29147438406944276,0.281951841711998,0.27981265634298325,0.2924956721067428,,
1984-03-08,,,0.2787773311138153,0.2876100718975067,0.28360791504383087,0.2792606264352798,0.2921644407510757,,
1984-03-09,,,0.276017278432846,0.28319374918937684,0.2847119927406311,0.27870859503746026,0.2915571945905685,,
1984-03-12,,,0.276017278432846,0.2793294250965118,0.2855399906635284,0.27870859503746026,0.2909499484300613,,
1984-03-13,,,0.2732571065425873,0.276569265127182,0.2854019731283188,0.2782945558428764,0.2903427112102508,,
1984-03-14,,,0.2732571065425873,0.2754652202129364,0.28346980214118955,0.2778805166482925,0.28968026161193844,,
1984-03-15,,,0.2842979729175567,0.27656934857368465,0.2820897102355957,0.27843255996704097,0.28923862934112543,,
1984-03-16,,,0.3063795864582062,0.28264181017875667,0.2829177796840668,0.280226682126522,0.28890741407871245,,
1984-03-19,,,0.3008587956428528,0.28761011362075806,0.28346976935863494,0.2817447647452354,0.28835538446903225,,
1984-03-20,,,0.3091395795345306,0.2947866082191467,0.2856779366731644,0.28340087980031964,0.28802416741847986,,
1984-03-21,,,0.3091395795345306,0.3019631028175354,0.2887141615152359,0.2853330016136169,0.2876929503679275,,
1984-03-22,,,0.299478679895401,0.30499924421310426,0.2907842963933944,0.28719610571861265,0.2870029020309448,,
1984-03-23,,,0.2925788164138794,0.3022390902042389,0.2924404501914978,0.28857622146606443,0.2864508700370788,,
1984-03-26,,,0.2925788164138794,0.3005830943584442,0.2940966039896011,0.2898182973265647,0.28600925266742705,,
1984-03-27,,,0.295338898897171,0.29782295823097227,0.2963047832250595,0.2908533781766891,0.28567804038524625,,
1984-03-28,,,0.2925788164138794,0.29451080560684206,0.29823695421218865,0.2908533781766891,0.28523642301559443,,
1984-03-29,,,0.2925788164138794,0.2931308329105377,0.29906503856182093,0.2905773743987083,0.2849604076147079,,
1984-03-30,,,0.295338898897171,0.293682849407196,0.2979609698057174,0.29043937474489206,0.2849052077531814,,
1984-04-02,,,0.295338898897171,0.2942348659038544,0.29740898013114925,0.29043937474489206,0.28485000789165493,,
1984-04-03,,,0.3036189675331116,0.2958908796310425,0.2968569189310074,0.29126742780208587,0.2850708109140396,,
1984-04-04,,,0.2980988919734955,0.2969948947429657,0.2957528501749039,0.2922335058450699,0.2851812124252319,,
1984-04-05,,,0.295338898897171,0.297546911239624,0.29533887207508086,0.29306158423423767,0.285512443780899,,
1984-04-06,,,0.2925788164138794,0.2969948947429657,0.29533887207508086,0.29388966113328935,0.2857332623004913,0.2956284973025322,
