Date,GRADE,GPS,MNST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-12-09,,,0.0665846690535545,,,,,,
1985-12-10,,,0.0665846690535545,,,,,,
1985-12-11,,,0.0665846690535545,,,,,,
1985-12-12,,,0.0665846690535545,,,,,,
1985-12-13,,,0.0665846690535545,0.0665846690535545,,,,,
1985-12-16,,,0.0665846690535545,0.0665846690535545,,,,,
1985-12-17,,,0.0665846690535545,0.0665846690535545,,,,,
1985-12-18,,,0.0665846690535545,0.0665846690535545,,,,,
1985-12-19,,,0.0665846690535545,0.0665846690535545,,,,,
1985-12-20,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-23,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-24,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-25,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-26,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-27,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-30,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1985-12-31,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1986-01-01,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1986-01-02,,,0.0665846690535545,0.0665846690535545,0.0665846690535545,,,,
1986-01-03,,,0.079901598393917,0.06924805492162699,0.06791636198759074,0.06725051552057262,,,
1986-01-06,,,0.079901598393917,0.0719114407896995,0.06924805492162699,0.06791636198759074,,,
1986-01-07,,,0.0932185351848602,0.07723821401596064,0.07191144153475756,0.06924805529415604,,,
1986-01-08,,,0.0932185351848602,0.08256498724222179,0.07457482814788814,0.07057974860072132,,,
1986-01-09,,,0.0932185351848602,0.08789176046848292,0.0772382147610187,0.0719114419072866,,,
1986-01-10,,,0.0932185351848602,0.09055514782667157,0.07990160137414928,0.07324313521385188,,,
1986-01-13,,,0.0932185351848602,0.0932185351848602,0.08256498798727985,0.07457482852041716,,,
1986-01-14,,,0.0932185351848602,0.0932185351848602,0.08522837460041041,0.07590652182698246,,,
1986-01-15,,,0.0932185351848602,0.0932185351848602,0.087891761213541,0.07723821513354774,,,
1986-01-16,,,0.0932185351848602,0.0932185351848602,0.09055514782667155,0.07856990844011304,,,
1986-01-17,,,0.0932185351848602,0.0932185351848602,0.09188684150576588,0.07990160174667832,,,
1986-01-20,,,0.0932185351848602,0.0932185351848602,0.0932185351848602,0.08123329505324359,,,
1986-01-21,,,0.0932185351848602,0.0932185351848602,0.0932185351848602,0.08256498835980888,,,
1986-01-22,,,0.0932185351848602,0.0932185351848602,0.0932185351848602,0.08389668166637416,,,
1986-01-23,,,0.079901598393917,0.09055514782667155,0.09188684150576588,0.0845625281333923,,,
1986-01-24,,,0.079901598393917,0.08789176046848293,0.09055514782667157,0.08522837460041041,,,
1986-01-27,,,0.0932185351848602,0.08789176046848292,0.09055514782667157,0.08656006790697571,,,
1986-01-28,,,0.0932185351848602,0.08789176046848293,0.09055514782667155,0.08789176121354099,,,
1986-01-29,,,0.0932185351848602,0.08789176046848292,0.09055514782667155,0.08922345452010627,,,
1986-01-30,,,0.0932185351848602,0.09055514782667157,0.09055514782667157,0.09055514782667157,,,
1986-01-31,,,0.0932185351848602,0.0932185351848602,0.09055514782667157,0.09122099466621872,,,
1986-02-03,,,0.079901598393917,0.09055514782667157,0.08922345414757724,0.09122099466621872,,,
1986-02-04,,,0.0932185351848602,0.09055514782667155,0.08922345414757724,0.09122099466621872,,,
1986-02-05,,,0.0932185351848602,0.09055514782667157,0.08922345414757724,0.09122099466621872,,,
1986-02-06,,,0.0932185351848602,0.09055514782667155,0.09055514782667155,0.09122099466621872,,,
