Date,GRADE,GPS,BRO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.0690260455012321,,,,,,
1983-11-22,,,0.0690260455012321,,,,,,
1983-11-23,,,0.0690260455012321,,,,,,
1983-11-24,,,0.0690260455012321,,,,,,
1983-11-25,,,0.0690260455012321,0.0690260455012321,,,,,
1983-11-28,,,0.0690260455012321,0.0690260455012321,,,,,
1983-11-29,,,0.0690260455012321,0.0690260455012321,,,,,
1983-11-30,,,0.0690260455012321,0.0690260455012321,,,,,
1983-12-01,,,0.0690260455012321,0.0690260455012321,,,,,
1983-12-02,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-05,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-06,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-07,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-08,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-09,,,0.0690260455012321,0.0690260455012321,0.0690260455012321,,,,
1983-12-12,,,0.0660246461629867,0.06842576563358302,0.06872590556740757,,,,
1983-12-13,,,0.0660246461629867,0.06782548576593395,0.06842576563358302,,,,
1983-12-14,,,0.0630238428711891,0.06662504523992534,0.06782554537057872,,,,
1983-12-15,,,0.0630238428711891,0.06542460471391673,0.06722532510757442,,,,
1983-12-16,,,0.0630238428711891,0.06422416418790813,0.06662510484457013,0.06782557517290111,,,
1983-12-19,,,0.0630238428711891,0.06362400352954863,0.06602488458156583,0.06752546504139896,,,
1983-12-20,,,0.0630238428711891,0.0630238428711891,0.06542466431856153,0.06722535490989681,,,
1983-12-21,,,0.0630238428711891,0.0630238428711891,0.06482444405555723,0.06692524477839466,,,
1983-12-22,,,0.0600224919617176,0.062423572689294805,0.06392408870160578,0.06647506710141894,,,
1983-12-23,,,0.0600224919617176,0.0618233025074005,0.06302373334765432,0.0660248894244432,,,
1983-12-26,,,0.0600224919617176,0.0612230323255062,0.06242351792752741,0.06557471174746748,,,
1983-12-27,,,0.0600224919617176,0.0606227621436119,0.0618233025074005,0.06512453407049176,,,
1983-12-28,,,0.0600224919617176,0.0600224919617176,0.06152316741645335,0.06467435639351604,,,
1983-12-29,,,0.0600224919617176,0.0600224919617176,0.0612230323255062,0.06422417871654032,,,
1983-12-30,,,0.0600224919617176,0.0600224919617176,0.06092289723455905,0.06377400103956458,,,
1984-01-02,,,0.0600224919617176,0.0600224919617176,0.0606227621436119,0.06332382336258886,,,
1984-01-03,,,0.0600224919617176,0.0600224919617176,0.060322627052664744,0.06287364568561313,,,
1984-01-04,,,0.0600224919617176,0.0600224919617176,0.0600224919617176,0.062423468008637406,,,
1984-01-05,,,0.0600224919617176,0.0600224919617176,0.0600224919617176,0.06197329033166169,,,
1984-01-06,,,0.0600224919617176,0.0600224919617176,0.0600224919617176,0.06152311265468596,,,
1984-01-09,,,0.0600224919617176,0.0600224919617176,0.0600224919617176,0.0612230049446225,,,
1984-01-10,,,0.0600224919617176,0.0600224919617176,0.0600224919617176,0.06092289723455905,,,
1984-01-11,,,0.0630238428711891,0.0606227621436119,0.06032262705266476,0.06092289723455905,,,
1984-01-12,,,0.0630238428711891,0.0612230323255062,0.06062276214361191,0.06092289723455905,,,
1984-01-13,,,0.0630238428711891,0.0618233025074005,0.06092289723455905,0.060922897234559056,,,
1984-01-16,,,0.0630238428711891,0.062423572689294805,0.0612230323255062,0.060922897234559056,,,
