Date,GRADE,GPS,CNC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-12-13,,,1.4333330392837524,,,,,,
2001-12-14,,,1.3916670083999634,,,,,,
2001-12-17,,,1.4149999618530271,,,,,,
2001-12-18,,,1.4383330345153809,,,,,,
2001-12-19,,,1.7258330583572388,1.4808332204818726,,,,,
2001-12-20,,,1.6541670560836792,1.525000023841858,,,,,
2001-12-21,,,1.6583329439163208,1.5783332109451294,,,,,
2001-12-24,,,1.662500023841858,1.6278332233428956,,,,,
2001-12-25,,,1.662500023841858,1.6726666212081909,,,,,
2001-12-26,,,1.6933330297470093,1.666166615486145,1.5734999179840088,,,,
2001-12-27,,,1.7333329916000366,1.6819998025894165,1.6034999132156371,,,,
2001-12-28,,,1.7916669845581057,1.7086666107177735,1.6434999108314514,,,,
2001-12-31,,,1.8291670083999636,1.7420000076293944,1.684916615486145,,,,
2002-01-01,,,1.8291670083999636,1.7753334045410156,1.7240000128746034,,,,
2002-01-02,,,1.8333330154418943,1.8033334016799927,1.734750008583069,,,,
2002-01-03,,,1.8333330154418943,1.8233334064483642,1.7526666045188903,,,,
2002-01-04,,,1.8125,1.827500009536743,1.7680833101272584,,,,
2002-01-07,,,1.7141669988632202,1.8045000076293944,1.7732500076293944,,,,
2002-01-08,,,1.7666670083999634,1.7920000076293945,1.7836667060852052,,,,
2002-01-09,,,1.726667046546936,1.770666813850403,1.7870001077651978,1.6802500128746032,,,
2002-01-10,,,1.713333010673523,1.7466668128967284,1.7850001096725463,1.6942500114440917,,,
2002-01-11,,,1.7666670083999634,1.737500214576721,1.782500112056732,1.7130000114440918,,,
2002-01-14,,,1.7466670274734497,1.744000220298767,1.7742501139640807,1.7295833647251129,,,
2002-01-15,,,1.75,1.7406668186187744,1.7663334131240844,1.7451667129993438,,,
2002-01-16,,,1.6708329916000366,1.7295000076293945,1.7500834107398986,1.7424167096614838,,,
2002-01-17,,,1.6291669607162476,1.7126667976379395,1.729666805267334,1.741166704893112,,,
2002-01-18,,,1.625,1.6843333959579467,1.710916805267334,1.739500057697296,,,
2002-01-21,,,1.625,1.6599999904632567,1.7020001053810119,1.7376250565052032,,,
2002-01-22,,,1.6833330392837524,1.6466665983200073,1.6936667084693908,1.7386667072772979,,,
2002-01-23,,,1.8091670274734497,1.67433340549469,1.7019167065620422,1.74445840716362,,,
2002-01-24,,,1.7958329916000366,1.7076666116714478,1.7101667046546936,1.74758340716362,,,
2002-01-25,,,1.8041670322418213,1.743500018119812,1.7139167070388794,1.7482084095478059,,,
2002-01-28,,,1.6933330297470093,1.7571666240692139,1.7085833072662353,1.7414167106151581,,,
2002-01-29,,,1.7083330154418943,1.7621666193008423,1.704416608810425,1.7353750109672545,,,
2002-01-30,,,1.6766669750213623,1.735666608810425,1.7050000071525573,1.727541708946228,,,
2002-01-31,,,1.5416669845581057,1.6848334074020386,1.6962500095367432,1.7129584074020385,,,
2002-02-01,,,1.6166670322418213,1.6473334074020385,1.6954167127609252,1.7031667590141297,,,
2002-02-04,,,1.5666669607162476,1.6220001935958863,1.68958340883255,1.695791757106781,,,
2002-02-05,,,1.5916670560836792,1.5986670017242433,1.6804168105125428,1.6870417594909668,,,
2002-02-06,,,1.6749999523162842,1.5983335971832275,1.6670001029968262,1.6844584047794342,,,
2002-02-07,,,1.6008330583572388,1.610166811943054,1.6475001096725463,1.67883340716362,,,
2002-02-08,,,1.6008330583572388,1.6070000171661376,1.627166712284088,1.6705417096614839,,,
2002-02-11,,,1.6041669845581057,1.6145000219345094,1.6182501077651978,1.6634167075157165,,,
2002-02-12,,,1.6058330535888672,1.617333221435547,1.608000111579895,1.6562083601951598,,,
2002-02-13,,,1.565000057220459,1.5953332424163817,1.5968334197998046,1.650916713476181,,,
2002-02-14,,,1.6058330535888672,1.5963332414627076,1.6032500267028809,1.649750018119812,,,
2002-02-15,,,1.5833330154418943,1.5928332328796386,1.5999166250228882,1.6476666688919068,,,
2002-02-18,,,1.5833330154418943,1.5886664390563965,1.601583230495453,1.6455833196640015,,,
2002-02-19,,,1.5633330345153809,1.5801664352416993,1.598749828338623,1.6395833194255829,,,
2002-02-20,,,1.571666955947876,1.5814998149871826,1.5884165287017822,1.6277083158493042,1.6635666728019713,,
2002-02-21,,,1.5791670083999634,1.576166605949402,1.5862499237060548,1.6168750166893004,1.6664833521842957,,
2002-02-22,,,1.5666669607162476,1.5728333950042725,1.5828333139419555,1.6050000131130218,1.6699833512306212,,
2002-02-25,,,1.5750000476837158,1.5711668014526368,1.5799166202545165,1.5990833640098572,1.673183352947235,,
2002-02-26,,,1.5758329629898071,1.573666787147522,1.5769166111946107,1.5924583613872527,1.6759333515167236,,
2002-02-27,,,1.5691670179367063,1.573166799545288,1.5773333072662354,1.58708336353302,1.672800030708313,,
2002-02-28,,,1.5625,1.5698333978652954,1.5730000019073487,1.5881250143051147,1.6709666895866393,,
2002-03-01,,,1.565000057220459,1.5695000171661377,1.571166706085205,1.5855416655540466,1.6691000318527223,,
2002-03-04,,,1.5700000524520874,1.568500018119812,1.5698334097862243,1.5857083201408386,1.6672500324249269,,
2002-03-05,,,1.574167013168335,1.5681668281555177,1.5709168076515199,1.5848333179950713,1.6654833722114564,,
2002-03-06,,,1.5750000476837158,1.5693334341049194,1.5712501168251038,1.579833322763443,1.6631167125701904,,
2002-03-07,,,1.5750000476837158,1.5718334436416626,1.570833420753479,1.578541672229767,1.659950053691864,,
2002-03-08,,,1.5916670560836792,1.5771668434143067,1.5733334302902222,1.578083372116089,1.6559500551223756,,
2002-03-11,,,1.5724999904632568,1.5776668310165405,1.5730834245681762,1.5765000224113463,1.6508167147636414,,
2002-03-12,,,1.625,1.5878334283828734,1.5780001282691956,1.5774583697319031,1.646733374595642,,
