Date,GRADE,GPS,MRK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7248764038085938,,,,,,
1983-11-22,,,0.7258006930351257,,,,,,
1983-11-23,,,0.7202536463737488,,,,,,
1983-11-24,,,0.7202536463737488,,,,,,
1983-11-25,,,0.7239515781402588,0.7230271935462952,,,,,
1983-11-28,,,0.7239515781402588,0.7228422284126281,,,,,
1983-11-29,,,0.733268678188324,0.7243358254432678,,,,,
1983-11-30,,,0.7286104559898376,0.7260071873664856,,,,,
1983-12-01,,,0.7192933559417725,0.7258151292800903,,,,,
1983-12-02,,,0.7025226950645447,0.7215293526649476,0.7222782731056213,,,,
1983-12-05,,,0.69134122133255,0.7150072813034057,0.718924754858017,,,,
1983-12-06,,,0.6959998607635498,0.7075535178184509,0.7159446716308594,,,,
1983-12-07,,,0.6987952589988708,0.7015904784202576,0.7137988328933715,,,,
1983-12-08,,,0.6932048201560974,0.6963727712631226,0.7110939502716065,,,,
1983-12-09,,,0.6894782185554504,0.6937638759613037,0.7076466143131256,,,,
1983-12-12,,,0.6894782185554504,0.6933912754058837,0.7041992783546448,,,,
1983-12-13,,,0.6848192811012268,0.6911551594734192,0.6993543386459351,,,,
1983-12-14,,,0.6801607608795166,0.6874282598495484,0.6945093691349029,,,,
1983-12-15,,,0.6745704412460327,0.6837013840675354,0.690037077665329,,,,
1983-12-16,,,0.6745704412460327,0.6807198286056518,0.6872418522834778,0.7047600626945496,,,
1983-12-19,,,0.6838875412940979,0.6796016931533814,0.6864964842796326,0.7027106195688247,,,
1983-12-20,,,0.6820241808891296,0.6790426731109619,0.6850989162921906,0.7005217939615249,,,
1983-12-21,,,0.6801607608795166,0.6790426731109619,0.6832354664802551,0.6985171496868133,,,
1983-12-22,,,0.6764335632324219,0.6794152975082397,0.6815583407878876,0.696326145529747,,,
1983-12-23,,,0.6605944037437439,0.676620090007782,0.6786699593067169,0.6931582868099213,,,
1983-12-26,,,0.6605944037437439,0.6719614624977112,0.6757815778255463,0.6899904280900955,,,
1983-12-27,,,0.6727073192596436,0.670098090171814,0.6745703816413879,0.6869623601436615,,,
1983-12-28,,,0.6727073192596436,0.6686074018478394,0.6738250374794006,0.6841672033071518,,,
1983-12-29,,,0.6717752814292908,0.6676757454872131,0.6735455214977264,0.6817912995815277,,,
1983-12-30,,,0.6736384630203247,0.6702845573425293,0.6734523236751556,0.6803470879793168,,,
1984-01-02,,,0.6736384630203247,0.6728933691978455,0.6724274158477783,0.6794619500637055,,,
1984-01-03,,,0.6736384630203247,0.6730795979499817,0.6715888440608978,0.6783438801765442,,,
1984-01-04,,,0.6727073192596436,0.6730795979499817,0.6708434998989106,0.6770394831895828,,,
1984-01-05,,,0.6820241808891296,0.6751293778419495,0.6714025616645813,0.6764804512262345,,,
1984-01-06,,,0.6792286038398743,0.6762474060058594,0.6732659816741944,0.6759679704904556,,,
1984-01-09,,,0.6717752814292908,0.6758747696876526,0.674384069442749,0.6750828236341476,,,
1984-01-10,,,0.66432124376297,0.6740113258361816,0.6735454618930816,0.6740579217672348,,,
1984-01-11,,,0.6587311625480652,0.671216094493866,0.6721478462219238,0.6729864418506623,,,
1984-01-12,,,0.6633894443511963,0.6674891471862793,0.6713092625141144,0.6724273920059204,,,
1984-01-13,,,0.6661843657493591,0.6648802995681763,0.6705638527870178,0.6720080882310867,,,
1984-01-16,,,0.668979823589325,0.6643212080001831,0.6700979888439178,0.6712627023458481,,,
1984-01-17,,,0.669911801815033,0.6654393196105957,0.6697253227233887,0.6706570833921432,,,
1984-01-18,,,0.6727073192596436,0.6682345509529114,0.6697253227233887,0.6702844113111496,,,
1984-01-19,,,0.6717752814292908,0.6699117183685303,0.6687004327774048,0.670051497220993,,,
1984-01-20,,,0.669911801815033,0.6706572055816651,0.6677687525749206,0.6705173671245575,,,
1984-01-23,,,0.6596627235412598,0.668793785572052,0.6665574967861175,0.6704707831144333,,,
1984-01-24,,,0.6615262031555176,0.667116665840149,0.6662779927253724,0.669911727309227,,,
1984-01-25,,,0.6633894443511963,0.6652530908584595,0.6667438209056854,0.6694458335638046,,,
1984-01-26,,,0.667116105556488,0.6643212556838989,0.6671164870262146,0.6692128747701644,,,
1984-01-27,,,0.667116105556488,0.66376211643219,0.6672096610069275,0.6688867568969726,0.68414919257164,,
1984-01-30,,,0.6633894443511963,0.6645074605941772,0.6666506230831146,0.6683743059635162,0.682919453382492,,
1984-01-31,,,0.6587311625480652,0.6639484524726867,0.6655325591564178,0.6676289409399032,0.6815780627727509,,
1984-02-01,,,0.6522088646888733,0.6617123365402222,0.6634827136993409,0.6666040182113647,0.6802171671390533,,
1984-02-02,,,0.6661843657493591,0.6615259885787964,0.6629236221313477,0.6658120274543762,0.6791357815265655,,
1984-02-03,,,0.6801607608795166,0.6641349196434021,0.663948518037796,0.6658586353063584,0.6782599651813507,,
1984-02-06,,,0.6782972812652588,0.6671164870262146,0.665811973810196,0.6661847352981567,0.6773468792438507,,
1984-02-07,,,0.6838875412940979,0.6721477627754211,0.668048107624054,0.6671630501747131,0.6763592565059662,,
1984-02-08,,,0.6577996015548706,0.6732659101486206,0.6674891233444213,0.6671164721250534,0.6749430394172669,,
1984-02-09,,,0.6577996015548706,0.6715889573097229,0.6665574729442596,0.6668369799852372,0.6737131643295288,,
1984-02-10,,,0.6577996015548706,0.6671167254447937,0.6656258225440979,0.6664177417755127,0.6728187024593353,,
1984-02-13,,,0.6596627235412598,0.6633898138999939,0.6652531504631043,0.6659518867731095,0.6721851325035095,,
1984-02-14,,,0.6764335632324219,0.6618990182876587,0.6670233905315399,0.6662779748439789,0.671793806552887,,
1984-02-15,,,0.6857507824897766,0.6674892544746399,0.6703775823116302,0.6669301480054856,0.6715329170227051,,
1984-02-16,,,0.6820241808891296,0.6723341703414917,0.6719615638256073,0.6674425929784775,0.6713093042373657,,
1984-02-17,,,0.6792286038398743,0.6766199707984925,0.6718683481216431,0.6679084330797196,0.6711043119430542,,
1984-02-20,,,0.6792286038398743,0.6805331468582153,0.6719614803791046,0.6688867270946502,0.6708993196487427,,
1984-02-21,,,0.6764335632324219,0.6805331468582153,0.671216082572937,0.6696320950984955,0.6707316052913666,,
1984-02-22,,,0.6708431839942932,0.6775516271591187,0.6725204408168792,0.6700047820806503,0.6705452537536621,,
1984-02-23,,,0.6727073192596436,0.6756882548332215,0.6740112125873565,0.6702843427658081,0.6705079913139343,,
1984-02-24,,,0.6792286038398743,0.6756882548332215,0.6761541128158569,0.6708899676799774,0.6706011545658112,,
1984-02-27,,,0.6978636980056763,0.6794152736663819,0.6799742102622985,0.6726136803627014,0.6708806777000427,,
1984-02-28,,,0.6922734975814819,0.6825832605361939,0.6815582036972045,0.6742907971143722,0.6710856640338898,,
1984-02-29,,,0.7015902996063232,0.6887326836585999,0.6831421554088593,0.6767598688602448,0.6715142548084259,,
1984-03-01,,,0.7044081091880798,0.6950728416442871,0.6853805482387543,0.6786710560321808,0.6720737457275391,,
1984-03-02,,,0.7213131189346313,0.7034897446632385,0.68958899974823,0.6807286739349365,0.6732881200313569,,
1984-03-05,,,0.7138001918792725,0.7066770434379578,0.6930461585521698,0.6825038194656372,0.6743522357940673,,
1984-03-06,,,0.6912589073181152,0.7064741253852844,0.6945286929607392,0.6828723877668381,0.6747232675552368,,
1984-03-07,,,0.690319836139679,0.7042200326919555,0.6964763581752778,0.6844983994960785,0.6750755178928375,,
1984-03-08,,,0.695016086101532,0.702341628074646,0.6987072348594665,0.6863592237234115,0.6755403339862823,,
1984-03-09,,,0.6921981573104858,0.6965186357498169,0.7000041902065277,0.6880791515111924,0.6759115278720855,,
1984-03-12,,,0.6818667650222778,0.690131950378418,0.6984044969081878,0.6891893535852432,0.6760760939121246,,
1984-03-13,,,0.7006510496139526,0.6920103788375854,0.699242252111435,0.6904002279043198,0.6766163456439972,,
1984-03-14,,,0.6997120976448059,0.6938888311386109,0.6990544319152832,0.6910982936620712,0.6771564412117005,,
1984-03-15,,,0.7006510496139526,0.695015823841095,0.6986787259578705,0.6920296370983123,0.6775289785861969,,
1984-03-16,,,0.7044081091880798,0.6974578142166138,0.6969882249832153,0.6932886123657227,0.678032568693161,,
1984-03-19,,,0.6968942284584045,0.7004633069038391,0.6952976286411285,0.6941718935966492,0.6785349476337433,,
1984-03-20,,,0.6968942284584045,0.6997119426727295,0.6958611607551575,0.6951949268579483,0.679186407327652,,
1984-03-21,,,0.6912589073181152,0.6980213046073913,0.6959550678730011,0.6962157130241394,0.679836962223053,,
1984-03-22,,,0.6875020265579224,0.6953914999961853,0.6952036619186401,0.6969554483890533,0.6803192138671875,,
1984-03-23,,,0.684684157371521,0.6914467096328736,0.6944522619247436,0.6972282260656357,0.6806892096996308,,
1984-03-26,,,0.690319836139679,0.6901318311691285,0.6952975690364838,0.6968510329723359,0.6811160099506378,,
1984-03-27,,,0.6931374669075012,0.6893804788589477,0.6945462107658387,0.6968942314386368,0.6815805232524872,,
1984-03-28,,,0.7062865495681763,0.6923860073089599,0.6952036559581757,0.6971290439367295,0.6822521078586579,,
1984-03-29,,,0.7006510496139526,0.695015811920166,0.6952036559581757,0.6969411909580231,0.6828296232223511,,
1984-03-30,,,0.7072256207466125,0.6995241045951843,0.695485407114029,0.6962368160486221,0.6835758996009826,,
1984-04-02,,,0.7006510496139526,0.7015903472900391,0.6958610892295838,0.6955793589353562,0.6843956661224365,,
1984-04-03,,,0.7138001918792725,0.7057228922843933,0.6975516855716706,0.696706423163414,0.6854411458969116,,
1984-04-04,,,0.7081652283668518,0.7060986280441284,0.6992423176765442,0.6975986927747726,0.6863366615772247,,
1984-04-05,,,0.6959549784660339,0.7051594138145447,0.7000876128673553,0.6976456373929978,0.6869134390354157,,
1984-04-06,,,0.6968942284584045,0.7030931353569031,0.7013086199760437,0.6978804409503937,0.687509001493454,0.685829097032547,
1984-04-09,,,0.7025293111801147,0.7034687876701355,0.7025295674800873,0.6989135682582855,0.6882917988300323,0.6856056261062622,
1984-04-10,,,0.7044081091880798,0.7015903711318969,0.7036566317081452,0.6991014212369919,0.6892053377628327,0.6853917002677917,
1984-04-11,,,0.7006510496139526,0.7000875353813172,0.7030930817127228,0.6991483688354492,0.6901741814613342,0.6851956743001938,
1984-04-12,,,0.7128611207008362,0.7034687638282776,0.7043140888214111,0.6997588723897934,0.6911077165603637,0.6851217490434647,
1984-04-13,,,0.7166174650192261,0.7074134111404419,0.7052532732486725,0.7003693401813507,0.6918368506431579,0.6850484079122543,
1984-04-16,,,0.7250709533691406,0.7119217395782471,0.7076952636241913,0.7017781764268876,0.6927723240852356,0.6850596016645432,
1984-04-17,,,0.7288275957107544,0.716805636882782,0.7091980040073395,0.703374844789505,0.6936711251735688,0.6850151908397675,
1984-04-18,,,0.7260095477104187,0.7218773365020752,0.7109824359416962,0.7051123768091202,0.6950353240966797,0.6849891817569733,
1984-04-19,,,0.7288275957107544,0.7250706315040588,0.7142696976661682,0.7071786552667618,0.6964558839797974,0.685084524154663,
1984-04-20,,,0.7288275957107544,0.7275126576423645,0.7174630343914032,0.7093858271837234,0.697876443862915,0.6853475731611252,
1984-04-23,,,0.7175576686859131,0.726010000705719,0.718965870141983,0.7107477188110352,0.6990343427658081,0.6856097376346588,
1984-04-24,,,0.7081652283668518,0.7218775272369384,0.7193415820598602,0.7114991068840026,0.6996689760684967,0.6857313913106918,
1984-04-25,,,0.7034690976142883,0.7173694372177124,0.7196233868598938,0.7113582342863083,0.700023342370987,0.685778129696846,
1984-04-26,,,0.7044081091880798,0.7124855399131775,0.7187780857086181,0.7115460872650147,0.7004710209369659,0.6858901625871658,
