Date,GRADE,GPS,ICE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2006-01-02,,,6.312608242034912,6.222998714447021,6.114634037017822,6.129655718803406,,,
2006-01-03,,,6.574838638305664,6.313650321960449,6.165343379974365,6.140770125389099,,,
2006-01-04,,,6.408122539520264,6.3768633842468265,6.201985931396484,6.153360629081726,,,
2006-01-05,,,6.826649188995361,6.486965370178223,6.282044172286987,6.182101726531982,,,
2006-01-06,,,7.002048015594482,6.624853324890137,6.387457084655762,6.217876219749451,,,
2006-01-09,,,7.5733962059021,6.877010917663574,6.5500048160552975,6.280047297477722,,,
2006-01-10,,,7.990180015563965,7.1600791931152346,6.736864757537842,6.3705250263214115,,,
2006-01-11,,,8.148215293884277,7.508097743988037,6.942480564117432,6.474027538299561,,,
2006-01-12,,,7.634173393249512,7.669602584838867,7.078283977508545,6.560511064529419,,,
2006-01-13,,,7.736636638641357,7.816520309448242,7.22068681716919,6.650467944145203,,,
2006-01-16,,,7.736636638641357,7.849168395996093,7.363089656829834,6.738861846923828,,,
2006-01-17,,,8.054436683654785,7.862019729614258,7.511049461364746,6.838196420669556,,,
2006-01-18,,,7.950243473052978,7.822425365447998,7.665261554718017,6.933623743057251,,,
2006-01-19,,,8.240255355834961,7.9436417579650875,7.806622171401978,7.044333171844483,,,
2006-01-20,,,8.040544509887695,8.004423332214355,7.910471820831299,7.14896445274353,,,
2006-01-23,,,8.295825004577637,8.116261005401611,7.982714700698852,7.266359758377075,,,
2006-01-24,,,9.165873527526855,8.338548374176025,8.100284051895141,7.418574404716492,6.613946628570557,,
2006-01-25,,,9.204076766967772,8.589315032958984,8.205870199203492,7.574175381660462,6.661703596115112,,
2006-01-26,,,9.108564376831056,8.762976837158202,8.353309297561646,7.715796637535095,6.7214432716369625,,
2006-01-27,,,8.858491897583008,8.926566314697265,8.46549482345581,7.8430908203125,6.7770498085021975,,
2006-01-30,,,8.530272483825684,8.973455810546875,8.544858407974242,7.953974032402039,6.822966041564942,,
2006-01-31,,,8.825493812561035,8.90537986755371,8.621964120864869,8.066506791114808,6.87808629989624,,
2006-02-01,,,9.660810470581056,8.996726608276367,8.793020820617675,8.229141187667846,6.953386135101319,,
2006-02-02,,,9.586132049560549,9.092240142822266,8.927608489990234,8.367115330696105,7.027192401885986,,
2006-02-03,,,9.639967918395996,9.248535346984863,9.087550830841064,8.499011325836182,7.1013807106018065,,
2006-02-06,,,9.67470359802246,9.47742156982422,9.225438690185547,8.604076695442199,7.179216003417968,,
2006-02-07,,,9.2822265625,9.568768119812011,9.237073993682861,8.668679022789002,7.253821125030518,,
2006-02-08,,,9.287437438964844,9.49409351348877,9.245410060882568,8.725640130043029,7.327384300231934,,
2006-02-09,,,9.202340126037598,9.41733512878418,9.254787635803222,8.804048466682435,7.389867801666259,,
2006-02-10,,,8.983527183532715,9.286046981811523,9.267291164398193,8.866392993927002,7.444154510498047,,
2006-02-13,,,9.15892505645752,9.182891273498536,9.330156421661377,8.93750741481781,7.499483184814453,,
2006-02-14,,,9.026942253112791,9.131834411621094,9.350301265716553,8.98613269329071,7.552971019744873,,
2006-02-15,,,9.026942253112791,9.079735374450683,9.286914443969726,9.0399676322937,7.610383615493775,,
2006-02-16,,,8.955741882324219,9.030415725708007,9.223875427246094,9.075741958618163,7.664461908340454,,
2006-02-17,,,8.91927433013916,9.017565155029297,9.15180606842041,9.119678449630737,7.717116231918335,,
2006-02-20,,,8.91927433013916,8.969635009765625,9.07626314163208,9.150850915908814,7.768902225494385,,
2006-02-21,,,8.620574951171875,8.888361549377441,9.010097980499268,9.123585987091065,7.817701215744019,,
2006-02-22,,,8.549371719360352,8.792847442626954,8.936291408538818,9.090850734710694,7.8671253490448,,
2006-02-23,,,8.665725708007812,8.734844207763672,8.88262996673584,9.068708801269532,7.922349805831909,,
2006-02-24,,,9.464570999145508,8.843903541564941,8.930734348297118,9.099012756347657,7.992891244888305,,
2006-02-27,,,9.872674942016602,9.03458366394043,9.002109336853028,9.166132879257201,8.070969572067261,,
2006-02-28,,,9.50798511505127,9.212065696716309,9.050213623046876,9.200257444381714,8.139774370193482,,
2006-03-01,,,9.857044219970703,9.47360019683838,9.133223819732667,9.210069131851196,8.216081314086914,,
2006-03-02,,,10.308568954467772,9.802168846130371,9.268506526947021,9.246190977096557,8.301731357574463,,
2006-03-03,,,10.523905754089355,10.01403579711914,9.428969669342042,9.290387868881226,8.393251094818115,,
2006-03-06,,,10.647207260131836,10.168942260742188,9.601762962341308,9.339013051986694,8.487236862182618,,
2006-03-07,,,10.419711112976074,10.351287460327148,9.78167657852173,9.395887279510498,8.573199472427369,,
2006-03-08,,,10.279047966003418,10.43568820953369,9.954644203186035,9.445467805862426,8.656939287185669,,
2006-03-09,,,11.112625122070312,10.5964994430542,10.199334144592285,9.540982055664063,8.753669004440308,,
2006-03-10,,,11.659658432006836,10.823649978637695,10.418842887878418,9.674788618087769,8.860610008239746,,
2006-03-13,,,12.378615379333496,11.169931602478027,10.669436931610107,9.835773134231568,8.981930150985718,,
2006-03-14,,,11.91667652130127,11.469324684143066,10.910306072235107,9.98025984764099,9.08876690864563,,
2006-03-15,,,12.03303337097168,11.820121765136719,11.127904987335205,10.130564403533935,9.201265125274658,,
2006-03-16,,,11.598878860473633,11.917372512817384,11.256935977935791,10.262721252441406,9.296709718704223,,
2006-03-17,,,11.826374053955078,11.950715637207031,11.387182807922363,10.408076238632201,9.393196239471436,,
2006-03-20,,,12.359512329101562,11.946895027160645,11.558413314819337,10.580088138580322,9.488918561935424,,
2006-03-21,,,12.199747085571287,12.003509140014646,11.736416912078857,10.759046745300292,9.57310990333557,,
2006-03-22,,,11.80727195739746,11.958356857299805,11.889239311218262,10.921941757202148,9.646291036605835,,
2006-03-23,,,11.644028663635254,11.967386817932129,11.942379665374755,11.07085690498352,9.72648814201355,,
2006-03-24,,,11.67007827758789,11.936127662658691,11.943421649932862,11.181132268905639,9.80515697479248,,
2006-03-27,,,12.130279541015623,11.890281105041504,11.918588066101073,11.29401249885559,9.893029832839966,,
2006-03-28,,,11.913203239440918,11.83297233581543,11.918240737915038,11.414273405075074,9.970205163955688,,
2006-03-29,,,11.765588760375977,11.824635696411132,11.891496276855467,11.509700632095337,10.046512069702148,,
2006-03-30,,,12.38556671142578,11.972943305969238,11.970165061950683,11.613550519943237,10.129418296813965,,
2006-03-31,,,11.991351127624512,12.037197875976563,11.986662769317626,11.686922788619995,10.208434429168701,,
2006-04-03,,,10.958062171936035,11.802754402160645,11.846517753601074,11.702465534210205,10.26167917251587,,
2006-04-04,,,11.288018226623535,11.677717399597167,11.755344867706297,11.745880889892579,10.304122066497802,8.45903434753418,
2006-04-05,,,10.911176681518556,11.506834983825684,11.665735340118408,11.777487325668336,10.338264064788818,8.499983830451965,
2006-04-06,,,10.384981155395508,11.10671787261963,11.539830589294434,11.741105127334595,10.363792400360108,8.542617835998534,
2006-04-07,,,9.204076766967772,10.549263000488281,11.293230438232422,11.618326044082641,10.370704097747803,8.573876953125,
2006-04-10,,,9.474989891052246,10.252648544311523,11.027701473236084,11.473144769668579,10.389598445892334,8.606282243728637,
2006-04-11,,,9.830997467041016,9.96124439239502,10.819480895996094,11.368860816955566,10.409708518981933,8.643897409439086,
2006-04-12,,,10.00987148284912,9.780983352661131,10.643909168243407,11.267702722549439,10.416689739227294,8.685037937164306,
2006-04-13,,,10.202635765075684,9.744514274597167,10.4256160736084,11.197890567779542,10.429019813537598,8.728106107711792,
2006-04-14,,,10.202635765075684,9.94422607421875,10.246744537353516,11.116703653335572,10.440273170471192,8.7708269405365,
2006-04-17,,,10.049814224243164,10.059190940856933,10.155919742584228,11.00121874809265,10.447775382995605,8.813495693206788,
2006-04-18,,,11.489468574523926,10.390885162353516,10.176064777374268,10.965704822540284,10.491920223236084,8.872870674133301,
2006-04-19,,,12.031295776367188,10.795170021057128,10.288076686859132,10.976906013488769,10.54679738998413,8.937090845108033,
2006-04-20,,,12.156330108642578,11.185908889770507,10.465211582183837,11.002521085739136,10.60587718963623,8.997872495651245,
2006-04-21,,,11.98266887664795,11.54191551208496,10.743070793151855,11.01815061569214,10.665860023498535,9.055007266998292,
2006-04-24,,,11.678762435913086,11.867705154418946,10.96344804763794,10.995574760437012,10.716256771087647,9.107869977951049,
2006-04-25,,,12.123334884643556,11.99447841644287,11.192681789398193,11.006081342697144,10.778184623718262,9.165577821731567,
2006-04-26,,,12.210164070129396,12.030252075195314,11.412711048126221,11.028310108184815,10.841849060058594,9.226116337776183,
2006-04-27,,,12.434188842773438,12.085823822021485,11.635866355895995,11.030741214752197,10.911417999267577,9.287939953804017,
2006-04-28,,,12.383827209472656,12.166055488586426,11.853985500335693,11.050365018844605,10.980709056854248,9.348912644386292,
2006-05-01,,,11.628397941589355,12.155982589721681,12.011843872070312,11.08388180732727,11.034891529083252,9.401896877288818,
2006-05-02,,,11.756906509399414,12.082696914672852,12.038587665557861,11.107326221466064,11.097618160247803,9.45765968799591,
2006-05-03,,,12.18064308166504,12.07679271697998,12.053522396087647,11.17079954147339,11.170243587493896,9.518684468269349,
2006-05-04,,,11.98440170288086,11.986835289001466,12.036329555511475,11.250770568847656,11.236617107391357,9.579483456611634,
2006-05-05,,,12.887447357177734,12.08755931854248,12.126807403564452,11.434939098358154,11.305074634552001,9.648982939720154,
2006-05-08,,,13.693238258361816,12.500527381896973,12.328254985809327,11.645851516723633,11.381485900878907,9.726227736473083,
2006-05-09,,,13.408432960510254,12.83083267211914,12.456764793395996,11.824723291397095,11.459494857788085,9.799634613990783,
2006-05-10,,,13.512624740600586,13.09722900390625,12.587010860443115,11.999860954284667,11.532606468200683,9.874343891143798,
2006-05-11,,,13.748809814453123,13.450110626220702,12.718472957611084,12.17716965675354,11.60141128540039,9.951571321487426,
2006-05-12,,,13.12536334991455,13.497693824768067,12.792626571655273,12.323306035995483,11.653440437316895,10.023345766067505,
2006-05-15,,,13.269500732421877,13.412946319580078,12.956736850738526,12.484290361404419,11.705886306762695,10.096561584472656,
2006-05-16,,,13.16009521484375,13.363278770446778,13.09705572128296,12.56782169342041,11.76069398880005,10.16694673061371,
2006-05-17,,,12.156330108642578,13.092019844055176,13.094624423980713,12.57407341003418,11.798239631652832,10.227589459419251,
2006-05-18,,,11.798588752746582,12.701975631713868,13.076043128967285,12.55618634223938,11.811958904266357,10.282813954353333,
2006-05-19,,,12.15980339050293,12.508863639831542,13.003278732299805,12.565043067932129,11.82196180343628,10.341285905838014,
2006-05-22,,,10.355456352233888,11.926054763793946,12.669500541687013,12.498877763748169,11.781498622894286,10.381714386940002,
2006-05-23,,,10.235629081726074,11.34116153717041,12.352220153808593,12.404492473602295,11.747877674102783,10.418322291374206,
2006-05-24,,,9.431572914123535,10.796210098266602,11.94411497116089,12.265562915802002,11.69584846496582,10.44855679512024,
2006-05-25,,,9.725065231323242,10.381505393981934,11.541740512847902,12.130106735229493,11.658372192382812,10.477540955543517,
2006-05-26,,,9.975135803222656,9.94457187652588,11.226717758178712,12.009672164916992,11.621347427368164,10.5072718334198,
2006-05-29,,,9.975135803222656,9.868507766723633,10.897281265258789,11.927009057998657,11.573659896850586,10.531289229393005,
2006-05-30,,,9.2283935546875,9.667060661315919,10.504111099243165,11.800583410263062,11.51423282623291,10.54367136478424,
2006-05-31,,,9.672967910766602,9.715339660644531,10.255774879455567,11.67519965171814,11.471546745300293,10.558918890953064,
2006-06-01,,,9.679912567138672,9.706309127807618,10.043907260894775,11.559975194931031,11.432264423370361,10.579376282691955,
2006-06-02,,,9.511462211608888,9.613574409484864,9.779073143005371,11.391175937652587,11.389092102050782,10.597124538421632,
2006-06-05,,,8.957477569580078,9.410042762756348,9.63927526473999,11.1543879032135,11.32563606262207,10.609332947731017,
2006-06-06,,,8.745614051818848,9.313486862182618,9.490273761749268,10.92124695777893,11.262284278869629,10.61624472141266,
2006-06-07,,,8.802916526794434,9.139476585388184,9.427408123016358,10.685761547088623,11.203030834197998,10.624771451950073,
2006-06-08,,,8.677885055541992,8.939071083068848,9.322690105438232,10.432215309143066,11.128877201080321,10.629147748947144,
2006-06-09,,,8.828965187072754,8.802571678161621,9.208073043823243,10.217395401000976,11.065629482269287,10.637031955718994,
2006-06-12,,,8.509432792663574,8.71296272277832,9.061502742767335,9.97939200401306,11.016656894683837,10.639168033599853,
2006-06-13,,,7.988446712493896,8.56152925491333,8.937508058547973,9.720809578895569,10.950665464401245,10.627393765449524,
2006-06-14,,,8.16210651397705,8.433367252349854,8.786421918869019,9.521098399162293,10.895684061050416,10.616974062919617,
2006-06-15,,,8.511163711547852,8.400022983551025,8.669547033309936,9.356727147102356,10.858207712173462,10.611000056266784,
2006-06-16,,,8.785552978515625,8.3913405418396,8.59695611000061,9.18801462650299,10.849837236404419,10.610270667076112,
2006-06-19,,,8.7108793258667,8.431629848480224,8.572296285629273,9.105785775184632,10.834555025100707,10.61207673549652,
2006-06-20,,,8.615365028381348,8.557013511657715,8.559271383285523,9.024772572517396,10.810242376327516,10.609975447654724,
2006-06-21,,,9.32737922668457,8.790068054199219,8.611717653274535,9.019562888145447,10.796592531204224,10.60664113521576,
2006-06-22,,,9.205817222595217,8.928998756408692,8.664510869979859,8.993600487709045,10.776656160354614,10.602837986946106,
2006-06-23,,,9.454150199890137,9.062718200683594,8.727029371261597,8.967551207542419,10.761686449050904,10.600979809761048,
2006-06-26,,,9.50798511505127,9.222139358520508,8.826884603500366,8.94419367313385,10.750849866867066,10.599312624931336,
2006-06-27,,,9.29959201812744,9.358984756469727,8.957999134063721,8.947753596305848,10.707052335739135,10.59948627948761,
2006-06-28,,,9.039100646972656,9.301329040527344,9.045698547363282,8.91606023311615,10.647208433151246,10.597002911567689,
2006-06-29,,,9.61218547821045,9.38260269165039,9.155800724029541,8.91267387866974,10.596325540542603,10.601101365089416,
2006-06-30,,,10.061965942382812,9.504165840148925,9.28344202041626,8.940199065208436,10.5579114818573,10.611885752677917,
2006-07-03,,,10.305095672607422,9.663587951660157,9.442863655090331,9.007579970359803,10.530438146591187,10.623347458839417,
2006-07-04,,,10.305095672607422,9.864688682556153,9.61183671951294,9.085554051399232,10.494073362350465,10.636128993034363,
2006-07-05,,,10.070650100708008,10.070998573303223,9.686163806915284,9.14894073009491,10.451283082962036,10.646566071510314,
2006-07-06,,,9.997713088989258,10.148104095458985,9.765353393554687,9.214932131767274,10.402553567886352,10.656985783576966,
2006-07-07,,,9.528825759887695,10.041476058959962,9.772820949554443,9.24992516040802,10.345453538894652,10.66308129787445,
2006-07-10,,,9.1710844039917,9.814673805236817,9.739130878448487,9.283007740974426,10.2963072681427,10.665599398612976,
2006-07-11,,,9.638232231140137,9.68130111694336,9.772994899749756,9.365497016906739,10.253933782577514,10.675775971412659,
2006-07-12,,,10.15921688079834,9.699014472961426,9.885006523132324,9.465352535247803,10.21350525856018,10.691874423027038,
2006-07-13,,,10.384981155395508,9.776468086242676,9.96228609085083,9.559043407440186,10.181516847610474,10.709066977500916,
2006-07-14,,,10.351981163024902,9.941099166870117,9.99128761291504,9.637364816665649,10.130807523727418,10.71794107913971,
2006-07-17,,,10.091490745544434,10.125180435180663,9.969927120208741,9.706395387649536,10.05877257347107,10.720129237174987,
2006-07-18,,,9.777162551879885,10.152966499328613,9.917133808135986,9.764485263824463,9.986147165298462,10.722821011543274,
2006-07-19,,,10.207847595214844,10.162692642211914,9.93085355758667,9.808508682250977,9.920051622390748,10.726329045295715,
2006-07-20,,,10.060233116149902,10.097743034362793,9.937105560302735,9.851229476928712,9.846280088424683,10.723845686912536,
2006-07-21,,,10.08975315093994,10.045297431945801,9.99319829940796,9.8830096244812,9.785567884445191,10.719504160881042,
2006-07-24,,,10.549957275390623,10.136990737915038,10.13108558654785,9.93510823249817,9.731177015304565,10.71853166103363,
2006-07-25,,,10.445759773254396,10.27071018218994,10.211838340759277,9.992416620254517,9.676890306472778,10.718792147636414,
2006-07-26,,,9.933460235595703,10.215832710266113,10.189262676239014,10.037134599685668,9.632432909011841,10.715336270332337,
2006-07-27,,,9.898726463317873,10.183531379699707,10.14063720703125,10.05146164894104,9.594435663223267,10.703197283744812,
2006-07-28,,,10.240839958190918,10.213748741149903,10.129523086547852,10.060405349731445,9.556056394577027,10.689009099006652,
2006-07-31,,,10.350247383117676,10.173806762695314,10.155398750305176,10.062662935256958,9.555952215194703,10.668725419044495,
2006-08-01,,,10.266889572143556,10.138032722473145,10.204371452331543,10.060752630233765,9.556577425003052,10.652227549552917,
2006-08-02,,,10.315515518188477,10.214443778991699,10.215138244628907,10.072995901107788,9.57425627708435,10.635052371025086,
2006-08-03,,,10.174853324890137,10.269669151306152,10.22660026550293,10.081852912902832,9.583252038955688,10.620812115669251,
2006-08-04,,,10.325933456420898,10.286687850952148,10.250218296051026,10.121708297729493,9.590267992019653,10.60580770969391,
2006-08-07,,,10.202635765075684,10.25716552734375,10.215486145019531,10.173285865783692,9.594817991256713,10.58423894405365,
2006-08-08,,,10.367609977722168,10.277309608459472,10.207671165466309,10.209754753112794,9.617602319717408,10.56591757297516,
2006-08-09,,,10.386713981628418,10.29154930114746,10.25299654006958,10.221129608154296,9.631877241134644,10.551711993217468,
2006-08-10,,,10.678465843200684,10.392271804809571,10.33097047805786,10.235803842544556,9.651848306655884,10.542056365013122,
2006-08-11,,,10.466602325439451,10.42040557861328,10.353546714782714,10.241534900665282,9.670951108932496,10.530021605491639,
2006-08-14,,,10.426661491394045,10.465210723876954,10.36118812561035,10.258293437957764,9.700334787368774,10.512985424995422,
2006-08-15,,,10.567327499389648,10.505154228210449,10.391231918334961,10.297801685333251,9.73676905632019,10.49952666759491,
2006-08-16,,,10.857338905334473,10.59927921295166,10.44541425704956,10.330276250839233,9.777857503890992,10.490444169044494,
2006-08-17,,,11.086573600769045,10.680900764465331,10.536586284637451,10.381593275070191,9.826031274795533,10.477454237937927,
2006-08-18,,,11.17687702178955,10.822955703735351,10.621680641174317,10.435949468612671,9.872989511489868,10.469309496879578,
2006-08-21,,,11.227239608764648,10.983071327209473,10.724141025543213,10.469813585281372,9.92734564781189,10.472001271247864,
2006-08-22,,,10.839974403381348,11.037600708007812,10.771377468109131,10.489524316787719,9.984376201629638,10.467520833015442,9.46327759027481
2006-08-23,,,10.859075546264648,11.037948036193848,10.818613624572754,10.535805082321167,10.038315582275391,10.466999821662903,9.483491826057435
2006-08-24,,,10.556901931762695,10.932013702392577,10.806457233428954,10.568713855743407,10.079230346679687,10.468719029426575,9.505668432712556
2006-08-25,,,10.78613567352295,10.853865432739259,10.838410568237304,10.59597864151001,10.119242000579835,10.484539618492127,9.529208285808563
2006-08-28,,,10.6593656539917,10.740290641784668,10.86168098449707,10.61143455505371,10.158211727142334,10.496383376121521,9.551332809925078
2006-08-29,58.60592092809049,A,10.75835418701172,10.723966598510742,10.880783653259277,10.63600778579712,10.201071510314941,10.505656943321227,9.574777176380158
2006-08-30,58.62348579632504,A,11.043156623840332,10.760782814025879,10.899365425109863,10.672389841079712,10.235387058258057,10.51598979473114,9.600513865947724
2006-08-31,58.7956021027128,A,10.985848426818848,10.846572113037109,10.889292907714843,10.712939596176147,10.270987682342529,10.523821921348572,9.625964014530181
2006-09-01,58.80767980377203,A,11.05357551574707,10.900060081481934,10.876962757110595,10.749321699142456,10.302976188659668,10.532331318855286,9.651579129695893
2006-09-04,58.92789527158558,A,11.05357551574707,10.978902053833007,10.859596347808838,10.791868686676025,10.333887996673583,10.542368931770325,9.677932312488556
2006-09-05,59.05354894038906,A,11.326228141784668,11.092476844787598,10.90822172164917,10.83979959487915,10.374420719146729,10.540736527442933,9.706803600788117
2006-09-06,59.07912744309865,A,11.324487686157228,11.148743057250979,10.954762935638428,10.886688280105592,10.42012845993042,10.533668446540833,9.735379645824432
2006-09-07,58.98454760056483,A,11.133460998535156,11.178265571594238,11.012418842315673,10.909438037872315,10.450553970336914,10.523439755439759,9.760656125545502
2006-09-08,58.880769205172186,A,11.126516342163086,11.192853736877442,11.046456909179687,10.942433738708496,10.47184497833252,10.51487823009491,9.7849427485466
2006-09-11,58.70926053153618,A,11.011900901794434,11.184518814086914,11.08171043395996,10.971695709228516,10.48598108291626,10.508209614753723,9.808039796352386
2006-09-12,58.370269923569424,A,10.989322662353516,11.117137718200684,11.104807281494141,10.992795467376709,10.499665622711182,10.496869492530823,9.831223657131195
2006-09-13,58.161300978201645,A,11.23939609527588,11.100119400024415,11.124431228637695,11.01189832687378,10.523040542602539,10.487161812782288,9.856639075279237
2006-09-14,58.071064033963786,A,11.22376537322998,11.118180274963379,11.148222923278809,11.018757915496826,10.547561588287353,10.475057578086853,9.881498765945434
2006-09-15,58.76925378548762,A,12.911758422851562,11.475228691101075,11.334041213989257,11.105501985549926,10.61522024154663,10.480336890220642,9.914624767303467
2006-09-18,59.70590606183263,A,13.224350929260254,11.917718696594239,11.551118755340577,11.205357551574707,10.696285572052002,10.496296420097352,9.949096648693084
2006-09-19,60.53816466992826,A,12.845765113830566,12.289007186889648,11.703072452545166,11.305647087097167,10.76043622970581,10.507185006141663,9.982422347068786
2006-09-20,61.10092782726385,A,12.58180046081543,12.557488059997558,11.828803730010986,11.391783332824707,10.808887901306152,10.511196579933166,10.014940524101258
2006-09-21,62.04241709605548,A,13.351122856140137,12.98295955657959,12.050569915771485,11.531494379043579,10.868210735321044,10.524863791465759,10.052173624038696
2006-09-22,61.727920340183665,A,12.797142028808594,12.960036277770996,12.217632484436034,11.632044696807862,10.917113952636718,10.523960738182067,10.08647183895111
2006-09-25,60.85274556906497,A,12.064291000366213,12.728024291992188,12.322871494293214,11.702290964126586,10.956569957733155,10.507671265602111,10.116949501037597
2006-09-26,60.276483675891114,A,12.15806770324707,12.590484809875488,12.43974599838257,11.772276639938354,11.004188060760498,10.49516761302948,10.147401113510131
2006-09-27,59.97297394284134,A,12.432454109191896,12.560615539550781,12.55905179977417,11.841741514205932,11.04868019104004,10.484365906715393,10.179354898929596
2006-09-28,59.24106720702551,A,12.531441688537598,12.396679306030274,12.689819431304931,11.91902117729187,11.098104362487794,10.472192225456238,10.211881773471832
2006-09-29,59.17133428901506,A,13.03679370880127,12.444609642028809,12.702322959899902,12.01818208694458,11.15704517364502,10.471306529045105,10.247326147556304
2006-10-02,59.44642609985281,A,12.929126739501951,12.617576789855956,12.672800540924072,12.111959648132324,11.204628562927246,10.467902789115906,10.282232186794282
2006-10-03,59.827734882488166,A,13.408432960510254,12.867649841308594,12.729067325592041,12.216069889068603,11.263882026672363,10.47038616657257,10.31866644859314
2006-10-04,60.49911095278688,A,14.110027313232422,13.2031644821167,12.88189001083374,12.355346870422363,11.347413368225098,10.489923138618469,10.358756299018859
2006-10-05,61.371230983845294,A,14.598018646240234,13.616479873657227,13.00657958984375,12.528574752807618,11.441399211883544,10.517917437553406,10.400365695953369
2006-10-06,62.145063456375034,A,14.830720901489258,13.975265312194825,13.209937477111817,12.713784980773926,11.533196830749512,10.544626612663269,10.442956259250641
2006-10-09,63.06919261020024,A,14.747359275817873,14.338911819458009,13.478244304656982,12.900557899475098,11.621139068603515,10.58854564189911,10.485130014419555
2006-10-10,63.888464099177476,A,15.165889739990234,14.690403175354003,13.779026508331299,13.109386253356934,11.71911907196045,10.63784824848175,10.528085269927978
2006-10-11,64.28016119337337,A,15.247509956359863,14.917899703979492,14.060532093048096,13.309791946411133,11.817758960723877,10.696007618904114,10.572282207012176
2006-10-12,64.13874606752812,A,14.570234298706056,14.912342834472657,14.264411354064942,13.477115392684937,11.905666580200196,10.744459309577941,10.61100013256073
2006-10-13,63.65394915959288,A,14.40872573852539,14.827943801879883,14.401604557037354,13.551963758468627,11.987322425842285,10.788795208930969,10.648033521175385
2006-10-16,62.595071460487326,A,13.424060821533203,14.563284111022949,14.451097965240479,13.561949253082275,12.051750926971435,10.823284459114074,10.67728684425354
2006-10-17,61.687660344987485,A,14.182968139648438,14.36669979095459,14.528551483154297,13.628809404373168,12.128058090209962,10.872830204963684,10.708250784873963
2006-10-18,60.7653357602643,A,14.21943473815918,14.161084747314453,14.539492225646972,13.710691118240357,12.204712505340575,10.91829487323761,10.738606882095336
2006-10-19,60.19107143369151,A,14.162121772766112,14.079462242126464,14.49590253829956,13.751241064071655,12.274385623931884,10.963116965293885,10.77124662399292
2006-10-20,59.976639621885305,A,14.202065467834473,14.038130187988282,14.433036994934081,13.82148723602295,12.349094886779785,11.01002299785614,10.803573768138886
2006-10-23,60.46106253420033,P,14.311477661132812,14.215613555908202,14.389448833465575,13.933846569061279,12.42679121017456,11.063562998771667,10.836447973251342
2006-10-24,60.633568348881504,P,14.556334495544434,14.290286827087403,14.328493309020995,14.053759908676147,12.506571350097657,11.121670203208923,10.86895746231079
2006-10-25,60.81057981749732,A,14.507709503173828,14.347941780090332,14.254513263702393,14.157522678375244,12.579578762054444,11.178718132972717,10.901744792461395
2006-10-26,61.232226335661885,A,14.87761116027832,14.491039657592774,14.28525094985962,14.27483115196228,12.655399513244628,11.24071539402008,10.934931571483611
2006-10-27,61.464891277077065,A,14.667485237121582,14.584123611450195,14.311126899719238,14.356365728378297,12.72521167755127,11.299100594520569,10.968066275119781
2006-10-30,61.355827024581494,A,14.264585494995115,14.574745178222656,14.39517936706543,14.423138666152955,12.78595859527588,11.356652121543885,10.997910077571868
