Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-11-10,28.688506228788203,28.96607697274895,26.700724798445172,27.157377243041992,35019100.0,0.0,0.0
2016-11-11,26.68281711089186,26.942482936030004,25.83219139383608,26.763402938842773,6020100.0,0.0,0.0
2016-11-14,26.270931355513383,27.246913599453823,25.742647325937067,27.032018661499023,4481900.0,0.0,0.0
2016-11-15,26.53955176122847,27.48867328257557,26.521645129149565,27.246915817260742,3667200.0,0.0,0.0
2016-11-16,27.551352284406562,28.688506314067162,27.408088972871898,28.384071350097656,4342300.0,0.0,0.0
2016-11-17,28.115453489505445,29.6062879717739,27.430475622611844,29.109342575073242,5252000.0,0.0,0.0
2016-11-18,28.778045468220274,29.63762536327472,28.464658032210906,29.261560440063477,4253400.0,0.0,0.0
2016-11-21,28.88548859406725,29.100385249572724,28.016956341579352,28.419883728027344,5036700.0,0.0,0.0
2016-11-22,28.222903987051108,29.68240154339952,27.246921461493056,29.27947235107422,5601700.0,0.0,0.0
2016-11-23,29.279467642160014,29.96892339021894,29.100387650408766,29.565994262695312,3619500.0,0.0,0.0
2016-11-24,29.279467642160014,29.96892339021894,29.100387650408766,29.565994262695312,3619500.0,0.0,0.0
2016-11-25,29.333198410066924,29.351106756401858,28.89445587969832,29.18098258972168,827800.0,0.0,0.0
2016-11-28,28.89445477478957,29.995792414765,28.804913046538914,29.315292358398438,1928500.0,0.0,0.0
2016-11-29,29.592849552121777,29.87042365840088,29.29737052410373,29.718204498291016,2139500.0,0.0,0.0
2016-11-30,29.78088643057417,30.712099621073975,29.548084840782533,29.977874755859375,2764900.0,0.0,0.0
2016-12-01,29.58390510570352,29.780890039191206,28.818341406489083,29.109342575073242,2914900.0,0.0,0.0
2016-12-02,28.795943014558297,29.73610838580155,28.661632211952575,29.53912353515625,1213100.0,0.0,0.0
2016-12-05,29.431688503236643,30.228591017851407,29.324241855876775,30.13010025024414,2004700.0,0.0,0.0
2016-12-06,29.951010951910376,30.318123347726136,29.736114308075315,30.282306671142578,1622900.0,0.0,0.0
2016-12-07,30.50616970811987,31.32098068634639,30.443492203307667,31.115039825439453,3809400.0,0.0,0.0
2016-12-08,31.258291686968487,32.23427400886352,30.98967342002794,32.17159652709961,2603000.0,0.0,0.0
2016-12-09,32.07309317036447,32.69091534876774,31.876104903772585,32.57451629638672,1993100.0,0.0,0.0
2016-12-12,32.57452912257253,33.32218446055752,32.511851634098754,32.887916564941406,1258300.0,0.0,0.0
2016-12-13,33.10281668046229,33.2102633267396,31.93879825240009,32.75361251831055,1814000.0,0.0,0.0
2016-12-14,32.78942290931333,33.129674577577916,31.312020551875595,31.47319221496582,3886300.0,0.0,0.0
2016-12-15,31.39259938569203,31.575258969166345,30.577788788661877,30.783729553222656,1555100.0,0.0,0.0
2016-12-16,30.74791504528867,31.75971401701565,30.694190027223588,31.571678161621094,3784000.0,0.0,0.0
2016-12-19,31.61646246781281,32.091021682253995,30.685248969273186,30.873281478881836,1983200.0,0.0,0.0
2016-12-20,30.640479626310086,31.437382232773263,30.622571280408163,31.294118881225586,944900.0,0.0,0.0
2016-12-21,31.016538865186785,31.535870552593313,30.8553671977618,31.35679054260254,703600.0,0.0,0.0
2016-12-22,31.338879396771755,32.78942085817849,31.159799402799703,32.52975845336914,1438500.0,0.0,0.0
2016-12-23,32.601388077832,33.19234966110488,32.20741482753899,32.995361328125,888300.0,0.0,0.0
2016-12-26,32.601388077832,33.19234966110488,32.20741482753899,32.995361328125,888300.0,0.0,0.0
2016-12-27,32.81628257381546,33.5684157585824,32.78046589462024,33.434104919433594,822200.0,0.0,0.0
2016-12-28,33.35353685865466,33.72064947671379,33.138640084724955,33.335628509521484,533800.0,0.0,0.0
2016-12-29,33.46097748668532,33.98926173573945,33.25772476290027,33.81913757324219,658500.0,0.0,0.0
2016-12-30,33.792271565329635,34.490679869473,33.73406859620622,33.89076232910156,773000.0,0.0,0.0
2017-01-02,33.792271565329635,34.490679869473,33.73406859620622,33.89076232910156,773000.0,0.0,0.0
2017-01-03,33.76540150461055,34.5623038504054,33.45201409300582,33.568416595458984,2007000.0,0.0,0.0
2017-01-04,33.72958148565394,34.392176339028346,32.614813899676776,33.111759185791016,1712300.0,0.0,0.0
2017-01-05,33.11175668535824,33.765395612404326,32.66405850938152,32.78941345214844,1099600.0,0.0,0.0
2017-01-06,32.610339290615656,33.09385422630846,32.2879994158204,32.977455139160156,1368000.0,0.0,0.0
2017-01-09,32.9595437679099,33.21025367491612,32.323809707668495,33.03117370605469,1333800.0,0.0,0.0
2017-01-10,34.732432146666824,34.884647916932174,32.404399124078935,32.98640823364258,3712600.0,0.0,0.0
